GENE_ID	locusLine	bin_1_18_0EX4_0229Kronos_MM1S-KB-6hr-2_H3K27Ac_hs-dm_i37.bam
NM_001193301	chr1(.):156114734-156152542	2.8674
NM_005920	chr1(.):156428518-156475529	1.6912
NM_198427	chr1(.):156606739-156628264	0.1525
NM_021817	chr1(.):156584085-156600517	0.116
NM_021948	chr1(.):156606739-156634320	1.1601
NM_004494	chr1(.):156706898-156726543	1.9638
NM_001126051	chr1(.):156706898-156727024	1.9176
NM_001126050	chr1(.):156706898-156727240	1.8978
NM_030980	chr1(.):156687412-156702705	0.5401
NM_001878	chr1(.):156664407-156680375	0.1135
NM_001142560	chr1(.):156693262-156711752	0.9928
NM_145729	chr1(.):156702093-156715923	0.9976
NM_006617	chr1(.):156633555-156652189	0.1815
NM_004833	chr1(.):159027274-159051647	1.8823
NM_001778	chr1(.):160643535-160686585	2.3776
NM_003037	chr1(.):160574890-160622081	0.1565
NM_021181	chr1(.):160704076-160729601	1.9382
NM_152366	chr1(.):161063180-161075138	0.5301
NM_030916	chr1(.):161035780-161064385	0.7232
NM_007122	chr1(.):161004040-161020757	2.7019
NM_001113205	chr1(.):161002421-161013774	0.449
NR_033385	chr1(.):161063150-161075138	0.5287
NM_181720	chr1(.):161011731-161044760	2.0082
NM_016946	chr1(.):160960000-160996133	0.4863
NM_001039711	chr1(.):161085768-161107478	0.8301
NM_016406	chr1(.):161118533-161133646	1.7684
NM_004550	chr1(.):161164104-161189184	0.817
NM_000309	chr1(.):161131180-161146010	1.2797
NM_001643	chr1(.):161187082-161198418	1.1345
NM_001185094	chr1(.):161082907-161095984	0.4582
NM_003779	chr1(.):161136100-161152314	2.5927
NM_012475	chr1(.):161124253-161140516	1.2277
NM_001039712	chr1(.):161085768-161107256	0.838
NM_005600	chr1(.):161082861-161095984	0.4566
NM_001185093	chr1(.):161082906-161095984	0.4581
NM_032174	chr1(.):161190832-161205407	0.7273
NM_001166159	chr1(.):161166936-161189184	0.8938
NM_005099	chr1(.):161154537-161173845	2.2905
NM_004106	chr1(.):161180086-161194038	0.636
NR_033186	chr1(.):178506930-178523024	0.4469
NM_022371	chr1(.):179046111-179070129	1.5402
NM_016545	chr1(.):181052637-181064979	1.2457
NM_002922	chr1(.):192539856-192554159	1.414
NM_001195216	chr1(.):197698138-197749623	1.2831
NM_005298	chr1(.):200837165-200848251	0.0993
NM_018265	chr1(.):200855638-200889864	1.0559
NM_001142569	chr1(.):200858998-200889864	1.0787
NM_017596	chr1(.):200933519-200997828	0.5652
NR_034150	chr1(.):203262885-203279453	7.3199
NM_003465	chr1(.):203180206-203203860	0.09
NM_006763	chr1(.):203269663-203283729	4.2693
NM_002023	chr1(.):203304751-203325289	0.1542
NM_002646	chr1(.):204386757-204464474	0.2039
NM_002393	chr1(.):204480510-204532248	1.2737
NM_001007544	chr1(.):206233871-206293647	1.8397
NM_148964	chr1(.):206312458-206337104	0.0903
NM_006893	chr1(.):206759973-206790904	0.2211
NM_182665	chr1(.):206725491-206767616	1.7605
NM_152485	chr1(.):209950661-209962890	0.5059
NM_025228	chr1(.):209924393-209960668	1.5496
NM_021194	chr1(.):211743380-211757099	2.2138
NM_000120	chr1(.):226008001-226038262	0.3351
NM_020997	chr1(.):226068981-226081836	1.9504
NM_014698	chr1(.):226028232-226075420	1.3886
NM_013328	chr1(.):226102579-226116965	0.745
NM_182972	chr1(.):234735014-234750271	4.6167
NR_033927	chr1(.):234760056-234775526	0.0707
NM_020458	chr2(.):47163312-47308275	0.7442
NR_033872	chr2(.):70184394-70319147	0.6951
NM_001099289	chr2(.):109740996-110267207	0.1673
NM_001012514	chr2(.):231724620-231748963	2.3663
NM_145693	chr2(.):11881739-11972533	0.8761
NM_005813	chr2(.):37472645-37549222	1.0678
NM_019063	chr2(.):42391489-42564688	0.137
NM_012249	chr2(.):46764866-46816827	0.8776
NM_014755	chr2(.):64853754-64886046	1.3261
NR_036586	chr2(.):65123973-65164581	2.6146
NM_002398	chr2(.):66657531-66804891	0.2886
NM_004836	chr2(.):88851258-88932094	0.5782
NM_144563	chr2(.):88986175-89055452	0.9919
NM_004027	chr2(.):99056320-99212496	1.6526
NM_001566	chr2(.):99056320-99203284	1.7504
NM_003581	chr2(.):106356519-106515730	0.3077
NM_002410	chr2(.):135006829-135211468	0.2567
NM_001077269	chr2(.):175419301-175552627	0.564
NM_004226	chr2(.):196993306-197041336	0.78
NM_001228	chr2(.):202093165-202157434	1.7037
NM_003879	chr2(.):201975889-202034003	2.7565
NM_001127184	chr2(.):201975815-202011323	4.2906
NM_173822	chr2(.):201833440-201941392	0.1526
NM_033358	chr2(.):202093165-202151638	1.866
NM_022730	chr2(.):232646161-232678434	0.1413
NM_003108	chr2(.):5827798-5846517	1.4478
NM_002997	chr2(.):20395557-20429927	3.8639
NM_001006946	chr2(.):20395557-20430194	3.8355
NM_004040	chr2(.):20641834-20654201	0.4408
NM_178553	chr2(.):27354714-27367332	0.4549
NM_001166239	chr2(.):27318461-27346773	0.1009
NM_001166240	chr2(.):27317220-27346995	0.1129
NM_013388	chr2(.):27348624-27362542	0.4408
NM_001166241	chr2(.):27317220-27338970	0.087
NM_032604	chr2(.):27341656-27358680	0.4297
NM_175769	chr2(.):27366944-27380819	1.0177
NM_080592	chr2(.):27429898-27445046	1.0914
NM_001170795	chr2(.):27430218-27445046	1.1124
NM_021095	chr2(.):27417454-27440175	0.6359
NM_012413	chr2(.):37566752-37605465	4.5844
NM_138370	chr2(.):42270160-42290668	0.0715
NM_006887	chr2(.):43444540-43458745	6.1047
NR_027251	chr2(.):43449349-43460994	3.2501
NM_080653	chr2(.):46733985-46752096	0.0592
NM_173074	chr2(.):46803412-46849251	0.1813
NM_014171	chr2(.):46839324-46857881	0.3303
NM_001171508	chr2(.):47124008-47173994	0.6011
NR_033837	chr2(.):64407212-64437619	0.4646
NR_034023	chr2(.):64829445-64848616	0.1606
NM_001193493	chr2(.):65210578-65256000	0.7091
NM_003038	chr2(.):65211494-65256000	0.7218
NM_014882	chr2(.):68996932-69058957	0.2417
NM_001166277	chr2(.):68956912-69058957	0.4381
NM_006196	chr2(.):70309584-70321334	6.8415
NR_024444	chr2(.):70346167-70357448	1.1517
NR_026984	chr2(.):86242338-86255991	0.1159
NR_015424	chr2(.):89060418-89111109	0.1559
NR_026875	chr2(.):97158382-97178846	0.2062
NM_212481	chr2(.):97197463-97223371	1.7849
NR_024275	chr2(.):135201959-135217192	0.0761
NM_004288	chr2(.):158266130-158305604	1.8133
NM_003387	chr2(.):175419301-175504307	0.8522
NM_002491	chr2(.):201931461-201955473	0.411
NM_001127183	chr2(.):201978386-202033841	2.8846
NM_032974	chr2(.):202042620-202099110	0.9464
NM_001230	chr2(.):202042620-202091383	0.7694
NM_033356	chr2(.):202120222-202157434	2.0793
NM_001080125	chr2(.):202117753-202157434	2.0215
NM_006139	chr2(.):204566197-204607557	1.45
NM_017431	chr2(.):219682105-219701512	0.065
NM_025216	chr2(.):219740254-219763651	2.2839
NM_006522	chr2(.):219719545-219743954	0.1125
NM_001099285	chr2(.):232568234-232583250	1.7959
NM_002601	chr2(.):232592146-232650974	0.0918
NR_036052	chr2(.):232573023-232583105	0.7225
NR_031717	chr2(.):232751951-232762008	0.0336
NM_014674	chr3(.):5224358-5266650	1.5747
NM_001195099	chr3(.):15703743-15803058	0.0624
NM_001195098	chr3(.):15703743-15844691	0.2363
NM_015199	chr3(.):15703743-15906053	0.2326
NM_003571	chr3(.):133113789-133199056	1.2313
NM_207294	chr3(.):152012193-152188569	0.1567
NM_021038	chr3(.):151980828-152188568	0.2764
NM_001135095	chr3(.):171753343-172123492	0.5279
NM_022763	chr3(.):171752417-172123492	0.5274
NM_181361	chr3(.):178249223-178567217	0.1086
NM_001134382	chr3(.):12933718-13119617	0.6487
NM_014869	chr3(.):12933718-13013960	0.0808
NM_003884	chr3(.):20076523-20200896	0.2745
NM_182666	chr3(.):23842438-23937807	0.3913
NM_001024847	chr3(.):30642993-30740633	0.5563
NM_001123396	chr3(.):46390234-46405868	1.8067
NM_181042	chr3(.):52574367-52718739	0.0663
NM_018313	chr3(.):52574367-52724866	0.1146
NM_007114	chr3(.):69063977-69106484	0.1804
NM_002213	chr3(.):124476794-124611144	0.5272
NM_001080412	chr3(.):141038054-141173632	3.8572
NM_016275	chr3(.):150316065-150353234	0.9553
NM_001190242	chr3(.):159969773-160106554	0.0869
NM_001190241	chr3(.):159969773-160122320	0.3727
NM_024665	chr3(.):176733541-176920048	0.6228
NM_005832	chr3(.):178271617-178567217	0.0808
NM_130446	chr3(.):183200318-183278499	2.0652
NM_173216	chr3(.):186643314-186801341	1.2848
NM_003032	chr3(.):186734664-186801341	1.438
NM_018184	chr3(.):5158929-5227601	0.3008
NR_027694	chr3(.):20016452-20058765	0.0464
NM_001295	chr3(.):46238199-46254832	3.7955
NM_001837	chr3(.):46278871-46313197	0.0685
NM_003212	chr3(.):46614075-46628952	0.051
NM_001174136	chr3(.):46611044-46628952	0.0514
NM_024512	chr3(.):46551877-46613011	1.2238
NM_031440	chr3(.):46534484-46547439	0.1639
NM_199074	chr3(.):49052907-49065926	2.237
NM_199073	chr3(.):49053617-49065926	2.362
NM_017730	chr3(.):49062141-49136504	0.242
NM_177939	chr3(.):49022340-49049581	0.5415
NM_018031	chr3(.):49039636-49058386	1.0141
NM_000884	chr3(.):49056761-49071875	1.8559
NM_018114	chr3(.):49047434-49063467	1.8135
NM_199070	chr3(.):49054073-49065926	2.445
NM_001009996	chr3(.):49047434-49061017	2.0728
NR_029690	chr3(.):49053050-49063142	2.7929
NR_029948	chr3(.):49052580-49062667	2.7727
NM_001010983	chr3(.):52723503-52745048	1.5236
NM_206825	chr3(.):52714935-52733510	0.681
NR_003687	chr3(.):52719753-52729846	0.5528
NM_014041	chr3(.):52734856-52747197	2.3733
NR_003057	chr3(.):52721751-52731828	0.4037
NM_152932	chr3(.):52723503-52742622	1.4517
NR_003047	chr3(.):52718255-52728331	0.8268
NM_001193533	chr3(.):52739795-52809965	0.5163
NM_198195	chr3(.):69098880-69134524	0.8163
NM_006407	chr3(.):69129089-69160239	1.9431
NM_198271	chr3(.):69151038-69176746	0.2217
NR_036087	chr3(.):69093108-69103186	0.6108
NM_006100	chr3(.):98446571-98518236	1.5572
NM_145037	chr3(.):101493028-101552075	0.7699
NM_001134456	chr3(.):101493285-101552075	0.7729
NM_001005474	chr3(.):101541833-101584869	0.3833
NM_020187	chr3(.):128992683-129029135	0.6173
NM_001006109	chr3(.):128992816-129029135	0.6192
NM_006026	chr3(.):129028613-129040120	2.7982
NR_026991	chr3(.):129030113-129048412	1.294
NR_027037	chr3(.):151975404-151992415	1.3353
NR_034008	chr3(.):156802669-156823924	3.4326
NR_034007	chr3(.):156794455-156845791	1.5043
NM_173084	chr3(.):160148290-160172626	0.6235
NR_029663	chr3(.):160117375-160127473	3.9391
NM_005496	chr3(.):160113346-160157741	1.1941
NM_001002800	chr3(.):160112429-160157741	1.172
NR_029525	chr3(.):160117532-160127613	3.5533
NR_027622	chr3(.):169656771-169689522	2.5913
NM_182610	chr3(.):169624481-169661948	1.1247
NM_003262	chr3(.):169679579-169721161	0.4018
NM_198565	chr3(.):196361655-196393874	0.714
NM_003215	chr4(.):48132799-48276814	0.4915
NM_201431	chr4(.):74433861-74491340	1.1841
NM_177532	chr4(.):74433861-74491134	1.188
NM_020859	chr4(.):77351252-77709405	0.2302
NM_144571	chr4(.):78629540-78745544	0.348
NM_198281	chr4(.):90160428-90234161	2.922
NM_006527	chr4(.):1689526-1719030	0.7713
NM_015173	chr4(.):37887719-38145794	0.3476
NM_001098634	chr4(.):40420271-40636883	0.3068
NM_004310	chr4(.):40193526-40251281	2.0559
NM_001136570	chr4(.):77167852-77209929	0.064
NM_001166693	chr4(.):87851153-88067206	0.4209
NM_024900	chr4(.):129725778-129790787	0.5101
NM_199320	chr4(.):129725778-129801379	0.4472
NM_002039	chr4(.):144252982-144400718	0.5796
NM_002199	chr4(.):185303875-185400726	2.8938
NM_031953	chr4(.):186126283-186290120	0.5054
NM_001013622	chr4(.):1636607-1690718	0.0562
NM_001174070	chr4(.):1636607-1690988	0.056
NM_001127266	chr4(.):1712678-1728084	2.1136
NM_006342	chr4(.):1718265-1751897	0.4236
NR_031688	chr4(.):9552788-9562937	0.085
NM_017581	chr4(.):40332468-40361973	0.054
NM_001076	chr4(.):69398132-69439240	0.6136
NM_001077	chr4(.):69397902-69439245	0.6107
NM_001076	chr4(.):69507314-69541374	0.1354
NM_031889	chr4(.):71489460-71517536	0.0979
NM_144646	chr4(.):71516257-71537348	2.6486
NM_020368	chr4(.):71549195-71561268	1.2578
NM_014961	chr4(.):71582695-71664274	0.0807
NM_001130709	chr4(.):71565653-71660614	0.189
NM_017426	chr4(.):77030816-77074655	0.1372
NM_005506	chr4(.):77074893-77140035	0.7177
NM_020236	chr4(.):78778804-78878944	0.1737
NM_144645	chr4(.):87792357-87818575	0.088
NM_025212	chr4(.):105388342-105417467	2.3662
NM_002372	chr5(.):109020155-109208429	0.5671
NM_001131005	chr5(.):88009057-88204922	0.7845
NM_002397	chr5(.):88009057-88184283	0.7646
NM_001193349	chr5(.):88009057-88124744	0.5415
NM_024669	chr5(.):55390506-55534186	0.5623
NR_015436	chr5(.):87831596-87985620	0.4885
NM_152624	chr5(.):112307432-112361667	0.1984
NM_001077654	chr5(.):118599417-118735294	0.6131
NM_001038702	chr5(.):130594701-130735382	0.4006
NM_003060	chr5(.):131700400-131736306	0.1872
NM_001020825	chr5(.):142652495-142788254	0.4043
NM_001018076	chr5(.):142652495-142789045	0.4024
NM_001018075	chr5(.):142652495-142820077	0.3476
NM_138379	chr5(.):156341292-156395266	0.6016
NM_005990	chr5(.):171464073-171620346	0.3695
NM_022455	chr5(.):176555832-176732214	0.2689
NM_172349	chr5(.):176555079-176732214	0.268
NM_002406	chr5(.):180212540-180235048	1.3721
NM_001114619	chr5(.):180212540-180235902	1.3796
NM_001114618	chr5(.):180212540-180241817	1.9286
NM_001114617	chr5(.):180212540-180242137	1.9083
NM_001193376	chr5(.):1248286-1300162	0.0542
NM_030782	chr5(.):1312999-1350002	4.1907
NM_001145161	chr5(.):6443735-6501834	2.0506
NM_006713	chr5(.):32580604-32609185	2.1764
NM_002184	chr5(.):55225924-55295821	0.5056
NR_036243	chr5(.):86405695-86415771	0.576
NR_024384	chr5(.):87955262-87974146	3.5184
NR_024383	chr5(.):87955262-87979262	2.8192
NR_030741	chr5(.):87957670-87967757	0.5844
NM_005668	chr5(.):100137638-100243987	0.6617
NM_175052	chr5(.):100216014-100243970	1.931
NR_033175	chr5(.):109213882-109226200	0.0482
NM_005669	chr5(.):112207080-112263031	0.4824
NR_036052	chr5(.):118305280-118315362	0.0461
NM_014350	chr5(.):118686595-118735294	0.1437
NR_037500	chr5(.):131696181-131706291	0.3978
NM_002198	chr5(.):131812300-131831465	0.977
NM_001013717	chr5(.):131741672-131803059	3.3817
NM_000879	chr5(.):131872135-131884214	0.0481
NM_016480	chr5(.):138672518-138710409	0.1497
NM_194296	chr5(.):138727455-138744776	1.0165
NM_152686	chr5(.):138740891-138780214	0.547
NM_152685	chr5(.):138697884-138724039	0.3588
NM_001033112	chr5(.):138673133-138710409	0.1516
NM_001161546	chr5(.):138722634-138735885	2.5741
NM_016459	chr5(.):138718256-138730605	3.0831
NM_000024	chr5(.):148201155-148213197	2.4303
NM_006058	chr5(.):150404505-150465997	0.4134
NM_001155	chr5(.):150475266-150542443	0.7441
NM_001193544	chr5(.):150475266-150526216	0.5917
NR_028472	chr5(.):156346099-156357013	0.5453
NM_001171183	chr5(.):171616175-171635458	0.0565
NM_030627	chr5(.):173310330-173392313	0.9279
NM_001031677	chr5(.):176723198-176735744	2.2869
NM_006480	chr5(.):176779843-176804599	0.3911
NM_006816	chr5(.):176753562-176783885	0.365
NM_031300	chr5(.):176729205-176744292	2.0497
NM_001142935	chr5(.):176727500-176744292	2.4263
NM_013237	chr5(.):176725834-176738950	2.4158
NR_027183	chr5(.):180251958-180267726	1.5009
NM_152283	chr5(.):180269610-180293286	0.4391
NM_181356	chr6(.):44791469-45350670	0.0688
NM_003599	chr6(.):44792449-45350575	0.0688
NM_012288	chr6(.):52357199-52446862	2.0485
NM_001195286	chr6(.):386738-416443	1.2142
NM_001168344	chr6(.):7102829-7257213	0.4008
NM_001003699	chr6(.):7103085-7257213	0.4014
NM_001718	chr6(.):7722010-7886961	0.1495
NR_037616	chr6(.):7876482-8069647	1.8883
NM_001173977	chr6(.):25274655-25625758	0.6463
NM_014641	chr6(.):30662583-30690458	1.0366
NM_172166	chr6(.):31702724-31735455	1.4876
NM_004348	chr6(.):45384913-45523819	0.5477
NM_001024630	chr6(.):45291053-45523819	0.3846
NM_001123226	chr6(.):74166453-74216179	0.4647
NM_016021	chr6(.):90031343-90067619	2.0088
NM_001455	chr6(.):108877068-109010971	1.8241
NM_201559	chr6(.):108876025-109010971	1.8105
NM_032131	chr6(.):109164618-109300352	0.6066
NM_173674	chr6(.):117798819-117896020	0.5469
NM_006734	chr6(.):143067603-143271338	0.3221
NM_024630	chr6(.):157797556-158099977	0.3058
NM_020185	chr6(.):287100-356355	3.499
NM_001145549	chr6(.):7876482-7915310	6.1329
NM_030810	chr6(.):7876482-7916047	6.0439
NM_032744	chr6(.):11708887-11784280	0.5309
NM_005319	chr6(.):26050967-26061699	2.5093
NM_003537	chr6(.):26026816-26037288	2.4084
NM_003544	chr6(.):26022123-26032480	1.5755
NM_021062	chr6(.):26038454-26048885	2.3585
NM_003531	chr6(.):26040638-26051097	2.35
NM_005325	chr6(.):26012259-26023040	1.013
NM_003538	chr6(.):26016906-26027278	1.6526
NM_003513	chr6(.):26028319-26038796	1.8648
NM_003529	chr6(.):26015717-26026186	1.1518
NM_021065	chr6(.):26194011-26204471	3.7964
NM_003530	chr6(.):26192011-26204464	3.1975
NM_138720	chr6(.):26153348-26176576	1.5153
NM_003523	chr6(.):26179023-26189458	0.8523
NM_003539	chr6(.):26183937-26194304	0.9606
NM_003545	chr6(.):26199872-26210249	2.1644
NM_005321	chr6(.):26151558-26162343	1.9922
NM_003522	chr6(.):26194786-26205216	4.3386
NM_003518	chr6(.):26211427-26221872	1.3309
NM_021052	chr6(.):26212147-26222711	1.3179
NM_003532	chr6(.):26220382-26230844	0.7857
NM_003524	chr6(.):26246878-26257303	3.0193
NM_003547	chr6(.):26241838-26252205	2.6729
NM_003540	chr6(.):26235653-26246021	0.1127
NM_021018	chr6(.):26245369-26255835	2.9906
NM_005320	chr6(.):26229439-26240216	1.3992
NM_001145008	chr6(.):26397464-26420444	0.2471
NM_001197240	chr6(.):26378328-26400100	0.4866
NM_001197247	chr6(.):26360397-26383540	2.3321
NM_001197238	chr6(.):26378323-26400100	0.4865
NM_007047	chr6(.):26360397-26383548	2.3341
NM_001197237	chr6(.):26378438-26400100	0.4866
NM_001197248	chr6(.):26360469-26383540	2.3043
NM_001197246	chr6(.):26363405-26383540	0.7299
NM_021064	chr6(.):27095816-27106314	2.8548
NM_080593	chr6(.):27101071-27119637	1.9684
NM_080596	chr6(.):27109907-27120346	1.5217
NR_036096	chr6(.):27110404-27120467	1.5741
NM_021058	chr6(.):27095094-27105575	2.8581
NM_003495	chr6(.):27102087-27112457	1.2621
NM_021066	chr6(.):27777079-27787518	1.8368
NM_003536	chr6(.):27772841-27783314	2.7001
NM_003509	chr6(.):27770976-27781445	1.8333
NM_003519	chr6(.):27770256-27780709	1.7932
NM_003521	chr6(.):27777821-27788267	1.736
NM_003535	chr6(.):27853092-27863570	3.3701
NM_003527	chr6(.):27856202-27866669	3.4218
NM_003520	chr6(.):27801439-27811888	3.2194
NM_003511	chr6(.):27828106-27838576	1.1943
NM_003533	chr6(.):27834622-27845099	0.4581
NM_003510	chr6(.):27800657-27811117	3.2174
NM_003541	chr6(.):27793951-27804305	0.9679
NM_005322	chr6(.):27829569-27840359	1.2257
NM_033057	chr6(.):27873962-27885174	0.0441
NM_021968	chr6(.):27786902-27797258	1.0039
NM_003514	chr6(.):27855476-27865963	3.4163
NM_003546	chr6(.):27835925-27846289	0.1632
NM_003587	chr6(.):30615895-30645830	0.1433
NM_001161376	chr6(.):30609815-30625987	0.5266
NM_133471	chr6(.):30639165-30660672	1.8378
NM_001134870	chr6(.):30639165-30660093	1.888
NM_007243	chr6(.):30650825-30663769	2.1031
NM_005803	chr6(.):30690510-30715453	0.3103
NM_003897	chr6(.):30705975-30717327	0.4097
NM_178014	chr6(.):30683156-30698195	1.914
NM_007109	chr6(.):31121302-31136992	0.4909
NM_001173531	chr6(.):31127113-31139615	0.2062
NR_026791	chr6(.):31160536-31176745	1.8821
NM_019052	chr6(.):31105215-31131015	0.3065
NM_001105563	chr6(.):31105215-31130566	0.3095
NR_026816	chr6(.):31136511-31150676	0.102
NM_002701	chr6(.):31127113-31143451	0.1707
NM_014069	chr6(.):31100310-31112127	0.0861
NM_021246	chr6(.):31678132-31690581	0.0662
NM_138275	chr6(.):31686160-31697851	0.7684
NR_033488	chr6(.):31649725-31675850	0.3217
NM_013974	chr6(.):31689816-31703039	1.2314
NM_025262	chr6(.):31639460-31653150	0.1898
NM_001288	chr6(.):31693357-31709341	3.7816
NM_001003693	chr6(.):31669683-31683372	0.5337
NM_021160	chr6(.):31649725-31676137	0.3185
NR_024541	chr6(.):31674752-31686842	0.0569
NM_025261	chr6(.):31681424-31694510	0.0711
NM_001039651	chr6(.):31725772-31737624	0.112
NM_025258	chr6(.):31728370-31750108	0.5654
