REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM1_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
5_MACS_peak_24151_lociStitched	chr9	33151796	33172607	5	15756	21191.8413	45	1	B4GALT1		B4GALT1	45	1
12_MACS_peak_21772_lociStitched	chr7	8000413	8030655	12	23011	20900.2462	46	1	GLCCI1		GLCCI1	46	1
4_MACS_peak_17552_lociStitched	chr3	186703518	186724281	4	15450	20856.4335	47	1	ST6GAL1	ST6GAL1	ST6GAL1	47	1
8_MACS_peak_7885_lociStitched	chr15	63789511	63810545	8	14992	20838.3838	48	1	USP3		USP3	48	1
4_MACS_peak_16405_lociStitched	chr3	53194370	53215584	4	19841	20774.8702	49	1	PRKCD	RFT1	PRKCD	49	1
1_MACS_peak_8082_lociStitched	chr15	72765250	72769288	1	4039	20575.2252	50	1	ARIH1		ARIH1	50	1
8_MACS_peak_4409_lociStitched	chr11	74652824	74678437	8	18578	20346.9672	51	1	SPCS2,XRRA1	NEU3	SPCS2	51	1
7_MACS_peak_4856_lociStitched	chr11	128585803	128610900	7	21328	20278.376	52	1	FLI1		FLI1	52	1
5_MACS_peak_21110_lociStitched	chr6	106531854	106555589	5	22885	20063.1955	53	1	PRDM1		PRDM1	53	1
5_MACS_peak_8406_lociStitched	chr15	93421799	93435295	5	7780	20030.7632	54	1	LOC100507217	CHD2,MIR3175	LOC100507217	54	1
6_MACS_peak_15750_lociStitched	chr22	50962988	50987345	6	12779	19984.9185	55	1	NCAPH2,KLHDC7B,SCO2,TYMP,ODF3B	ADM2,MIOX,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	55	1
2_MACS_peak_24444_lociStitched	chr9	91924796	91935876	2	9494	19955.08	56	1	CKS2,MIR3153,SECISBP2		SECISBP2	56	1
4_MACS_peak_11093_lociStitched	chr19	2081555	2099072	4	13922	19946.6079	57	1	IZUMO4,MOBKL2A	MKNK2	MOBKL2A	57	1
3_MACS_peak_15137_lociStitched	chr21	44724925	44740106	3	11254	19931.1349	58	1			SIK1	58	1
1_MACS_peak_5128_lociStitched	chr12	26266254	26280344	1	14091	19554.102	59	1	BHLHE41		BHLHE41	59	1
5_MACS_peak_20330_lociStitched	chr6	25398787	25420449	5	16510	19435.1464	60	1	LRRC16A		LRRC16A	60	1
17_MACS_peak_17329_lociStitched	chr3	171840167	171879265	17	22351	19419.9766	61	1	FNDC3B		FNDC3B	61	1
2_MACS_peak_7572_lociStitched	chr15	40225457	40235231	2	9642	19234.2546	62	1	EIF2AK4	GPR176	EIF2AK4	62	1
7_MACS_peak_7599_lociStitched	chr15	40838456	40862637	7	15215	19223.895	63	1	RPUSD2,C15orf57	CASC5,MRPL42P5	C15orf57	63	1
4_MACS_peak_13923_lociStitched	chr2	201979571	201998079	4	17908	19179.8404	64	1	CFLAR	NDUFB3,CASP10,FAM126B	CFLAR	64	1
1_MACS_peak_8154_lociStitched	chr15	75741939	75748899	1	6961	19066.92	65	1	SIN3A		SIN3A	65	1
1_MACS_peak_11535_lociStitched	chr19	16434379	16440756	1	6378	19029.6057	66	1	KLF2		KLF2	66	1
10_MACS_peak_21042_lociStitched	chr6	90049895	90071121	10	17581	18995.1474	67	1	UBE2J1	GABRR2	UBE2J1	67	1
11_MACS_peak_22673_lociStitched	chr7	137658908	137686933	11	23221	18919.6775	68	1	CREB3L2		CREB3L2	68	1
7_MACS_peak_20640_lociStitched	chr6	36559982	36580277	7	15025	18870.291	69	1	SRSF3	STK38,MIR3925	SRSF3	69	1
6_MACS_peak_1636_lociStitched	chr1	161134572	161157737	6	12784	18863.2595	70	1	USP21,PPOX,B4GALT3	NIT1,UFC1,NDUFS2,FCER1G,TOMM40L,PFDN2,DEDD,ADAMTS4,APOA2	B4GALT3	70	1
5_MACS_peak_16628_lociStitched	chr3	98477503	98498988	5	17458	18767.1475	71	1	ST3GAL6		ST3GAL6	71	1
7_MACS_peak_24657_lociStitched	chr9	112904427	112928969	7	20519	18740.2712	72	1	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	72	1
9_MACS_peak_7427_lociStitched	chr14	106145432	106178359	9	17387	18656.4382	73	1			TMEM121	73	1
9_MACS_peak_1610_lociStitched	chr1	160696147	160726554	9	18715	18603.0026	74	1	SLAMF7	LY9,CD48	SLAMF7	74	1
1_MACS_peak_24292_lociStitched	chr9	66454609	66462527	1	7919	18397.473	75	1		LOC442421	LOC442421	75	1
3_MACS_peak_8244_lociStitched	chr15	81583759	81604004	3	15603	18186.0835	76	1	IL16	STARD5	IL16	76	1
3_MACS_peak_16681_lociStitched	chr3	104228859	104246240	3	13552	18130.1211	77	1			MIR548A3	77	1
2_MACS_peak_6138_lociStitched	chr12	125396247	125406748	2	10459	18124.726	78	1	UBC	SCARB1	UBC	78	1
4_MACS_peak_12460_lociStitched	chr2	20403985	20425995	4	21750	18096.622	79	1	SDC1		SDC1	79	1
5_MACS_peak_16050_lociStitched	chr3	32461039	32482425	5	16503	18077.5858	80	1	CMTM7		CMTM7	80	1
3_MACS_peak_2140_lociStitched	chr1	203286648	203301228	3	11018	18004.842	81	1		BTG2,LOC730227,FMOD	BTG2	81	1
2_MACS_peak_11468_lociStitched	chr19	14113590	14118428	2	4545	18004.1332	82	1	RFX1	RLN3,IL27RA,PODNL1	RFX1	82	1
10_MACS_peak_19888_lociStitched	chr5	173310287	173336432	10	21942	17945.928	83	1	CPEB4		CPEB4	83	1
9_MACS_peak_11347_lociStitched	chr19	10869507	10896386	9	18193	17893.3503	84	1	DNM2	MIR638,MIR199A1	MIR199A1	84	1
3_MACS_peak_9579_lociStitched	chr17	7737088	7748950	3	9678	17847.5652	85	1	KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	85	1
1_MACS_peak_11173_lociStitched	chr19	4057921	4067939	1	10019	17799.9824	86	1	ZBTB7A		ZBTB7A	86	1
14_MACS_peak_10904_lociStitched	chr18	52967922	53002217	14	19682	17775.0985	87	1	TCF4		TCF4	87	1
1_MACS_peak_7950_lociStitched	chr15	65183103	65190758	1	7656	17729.7455	88	1		PLEKHO2,ANKDD1A	ANKDD1A	88	1
7_MACS_peak_7507_lociStitched	chr15	31636611	31660597	7	17733	17500.1856	89	1	KLF13		KLF13	89	1
4_MACS_peak_11889_lociStitched	chr19	39888395	39902927	4	12054	17409.336	90	1	MED29,ZFP36	PLEKHG2,SUPT5H,PAF1,RPS16	ZFP36	90	1
3_MACS_peak_2472_lociStitched	chr1	228268934	228281399	3	11036	17408.619	91	1	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	91	1
9_MACS_peak_4973_lociStitched	chr12	7052276	7080789	9	16566	17253.2163	92	1	C12orf57,PTPN6,MIR200C,MIR141,EMG1,PHB2,SCARNA12	LRRC23,ENO2,ATN1,LPCAT3	PTPN6	92	1
12_MACS_peak_20318_lociStitched	chr6	25359249	25390558	12	19041	17219.95	93	1	LRRC16A		LRRC16A	93	1
7_MACS_peak_8399_lociStitched	chr15	93368861	93396935	7	10802	17161.6362	94	1		ASB9P1,LOC100507217,CHD2	LOC100507217	94	1
6_MACS_peak_8420_lociStitched	chr15	94772266	94791507	6	13315	17089.8562	95	1		MCTP2	MCTP2	95	1
7_MACS_peak_15374_lociStitched	chr22	29183432	29199123	7	11533	17070.2389	96	1	CCDC117,XBP1	HSCB,CHEK2	XBP1	96	1
3_MACS_peak_1449_lociStitched	chr1	154908336	154918043	3	7977	16981.4258	97	1	PMVK,PBXIP1	CKS1B,MIR4258,FLAD1,LENEP,PYGO2,SHC1	PMVK	97	1
6_MACS_peak_4800_lociStitched	chr11	122926271	122943573	6	11804	16973.262	98	1	HSPA8,ASAM	LOC341056	HSPA8	98	1
5_MACS_peak_5306_lociStitched	chr12	48195465	48214613	5	17011	16859.814	99	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	99	1
5_MACS_peak_11043_lociStitched	chr19	1239898	1254052	5	10250	16847.5062	100	1	ATP5D,MIDN	STK11,CIRBP,C19orf24,EFNA2,C19orf26,C19orf23	MIDN	100	1
1_MACS_peak_2257_lociStitched	chr1	207993111	208000556	1	7446	16832.4005	101	1	LOC148696	MIR29C,MIR29B2	LOC148696	101	1
10_MACS_peak_19610_lociStitched	chr5	139027466	139055603	10	21094	16811.8575	102	1	CXXC5		CXXC5	102	1
2_MACS_peak_11022_lociStitched	chr19	1016563	1029628	2	9499	16761.0885	103	1	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	103	1
7_MACS_peak_1597_lociStitched	chr1	160607469	160636155	7	18451	16712.4636	104	1	SLAMF1	CD48	SLAMF1	104	1
2_MACS_peak_17171_lociStitched	chr3	151910874	151923682	2	11498	16563.3056	105	1			MBNL1	105	1
6_MACS_peak_1871_lociStitched	chr1	179048956	179065798	6	11148	16380.5292	106	1	TOR3A	ABL2	TOR3A	106	1
16_MACS_peak_10286_lociStitched	chr17	62151150	62185736	16	19932	16362.6366	107	1	ERN1	SNORD104,SNORA76	ERN1	107	1
6_MACS_peak_20016_lociStitched	chr6	389183	411338	6	18739	16204.167	108	1	IRF4		IRF4	108	1
12_MACS_peak_22087_lociStitched	chr7	55614266	55641152	12	16413	16174.6176	109	1	VOPP1		VOPP1	109	1
4_MACS_peak_16334_lociStitched	chr3	50637577	50655516	4	13509	15981.8551	110	1	MAPKAPK3,CISH	HEMK1,C3orf18	CISH	110	1
5_MACS_peak_1969_lociStitched	chr1	186373232	186394648	5	11282	15894.9552	111	1	C1orf27,MIR548F1	OCLM,TPR,PDC	OCLM	111	1
9_MACS_peak_11718_lociStitched	chr19	23940337	23960987	9	15275	15840.615	112	1	RPSAP58,ZNF681		RPSAP58	112	1
5_MACS_peak_24838_lociStitched	chr9	130532133	130550167	5	11040	15770.733	113	1	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	113	1
5_MACS_peak_19190_lociStitched	chr5	88168434	88186611	5	17040	15768.5475	114	1	MEF2C	MEF2C	MEF2C	114	1
6_MACS_peak_7985_lociStitched	chr15	67371788	67395173	6	14511	15766.167	115	1	SMAD3	SMAD3	SMAD3	115	1
4_MACS_peak_20202_lociStitched	chr6	15244860	15258662	4	11442	15717.7176	116	1	JARID2		JARID2	116	1
2_MACS_peak_11682_lociStitched	chr19	19770987	19780421	2	6232	15679.308	117	1	ZNF101,ATP13A1	PBX4,LPAR2,GMIP	ATP13A1	117	1
7_MACS_peak_23664_lociStitched	chr8	124036641	124055246	7	15154	15639.363	118	1	DERL1	WDR67	DERL1	118	1
1_MACS_peak_19218_lociStitched	chr5	90673987	90680915	1	6929	15602.5488	119	1	LOC100129716,ARRDC3		LOC100129716	119	1
11_MACS_peak_24916_lociStitched	chr9	134127511	134153604	11	17444	15595.7861	120	1	FAM78A	PPAPDC3	FAM78A	120	1
1_MACS_peak_11067_lociStitched	chr19	1646692	1653779	1	7088	15588.5652	121	1	TCF3	UQCR11	TCF3	121	1
2_MACS_peak_4048_lociStitched	chr11	58340715	58348044	2	6791	15588.0501	122	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	122	1
14_MACS_peak_17346_lociStitched	chr3	171888205	171914759	14	17885	15510.1914	123	1	FNDC3B		FNDC3B	123	1
6_MACS_peak_1676_lociStitched	chr1	162530270	162549178	6	12483	15489.4336	124	1	UAP1		UAP1	124	1
7_MACS_peak_1831_lociStitched	chr1	175141944	175163001	7	15875	15434.781	125	1	KIAA0040		KIAA0040	125	1
5_MACS_peak_8224_lociStitched	chr15	80348372	80365582	5	11256	15318.621	126	1	ZFAND6		ZFAND6	126	1
7_MACS_peak_14997_lociStitched	chr21	34601451	34620438	7	14046	15200.9922	127	1	IFNAR2	IL10RB	IFNAR2	127	1
4_MACS_peak_10487_lociStitched	chr17	75135739	75151330	4	14593	15180.9567	128	1	SEC14L1	SEC14L1	SEC14L1	128	1
1_MACS_peak_11607_lociStitched	chr19	18388967	18393993	1	5027	15173.494	129	1	MIR3188,JUND	PDE4C,LOC729966,KIAA1683,LSM4	JUND	129	1
5_MACS_peak_24845_lociStitched	chr9	130661164	130681035	5	11434	15153.6246	130	1	ST6GALNAC6,ST6GALNAC4	ENG,AK1,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	130	1
4_MACS_peak_1572_lociStitched	chr1	159035541	159048077	4	11022	15070.7792	131	1	AIM2		AIM2	131	1
5_MACS_peak_1550_lociStitched	chr1	157475052	157496325	5	12242	15052.7748	132	1	FCRL5		FCRL5	132	1
3_MACS_peak_19679_lociStitched	chr5	142771665	142785644	3	12585	15028.8229	133	1	NR3C1		NR3C1	133	1
5_MACS_peak_16902_lociStitched	chr3	122279676	122297565	5	9328	15021.3933	134	1	DTX3L,PARP15,PARP9	PARP15,KPNA1	PARP9	134	1
6_MACS_peak_20348_lociStitched	chr6	26122210	26141835	6	14096	14979.7625	135	1	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H1T,HIST1H4D	HIST1H2AC	135	1
1_MACS_peak_22450_lociStitched	chr7	104649652	104657888	1	8237	14974.6952	136	1	MLL5,LOC100216545		LOC100216545	136	1
1_MACS_peak_11548_lociStitched	chr19	16691845	16700750	1	8906	14973.7575	137	1	MED26	CHERP,SLC35E1	SLC35E1	137	1
10_MACS_peak_20507_lociStitched	chr6	31779788	31806176	10	13164	14885.4708	138	1	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,HSPA1L	C6orf26,C6orf27,VARS,LSM2,NEU1,SLC44A4	HSPA1B	138	1
3_MACS_peak_1537_lociStitched	chr1	156709664	156722529	3	11196	14874.513	139	1	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	139	1
3_MACS_peak_11521_lociStitched	chr19	16221875	16232830	3	10589	14822.115	140	1	RAB8A	TPM4,HSH2D	RAB8A	140	1
4_MACS_peak_20653_lociStitched	chr6	36714747	36727138	4	10741	14673.4222	141	1	CPNE5		CDKN1A	141	1
5_MACS_peak_8291_lociStitched	chr15	85290298	85307169	5	11042	14586.6666	142	1	ZNF592	SEC11A	ZNF592	142	1
3_MACS_peak_2058_lociStitched	chr1	197738174	197752218	3	9087	14541.1576	143	1	DENND1B		DENND1B	143	1
1_MACS_peak_15086_lociStitched	chr21	38737826	38743860	1	6035	14518.4074	144	1	DYRK1A	DYRK1A	DYRK1A	144	1
4_MACS_peak_15299_lociStitched	chr22	23270079	23285749	4	14383	14474.379	145	1		IGLL5	IGLL5	145	1
3_MACS_peak_22715_lociStitched	chr7	139462436	139478430	3	12780	14458.576	146	1	TBXAS1,HIPK2		HIPK2	146	1
4_MACS_peak_17234_lociStitched	chr3	156869377	156879404	4	8781	14444.8962	147	1	CCNL1	LOC339894	CCNL1	147	1
3_MACS_peak_1932_lociStitched	chr1	183438755	183451333	3	7881	14439.544	148	1	SMG7		SMG7	148	1
1_MACS_peak_4209_lociStitched	chr11	65335980	65345471	1	9492	14432.0146	149	1	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	149	1
2_MACS_peak_24160_lociStitched	chr9	33288650	33299883	2	8502	14395.0895	150	1	NFX1	SPINK4,CHMP5,BAG1	NFX1	150	1
1_MACS_peak_12987_lociStitched	chr2	70310487	70317712	1	7226	14260.705	151	1	PCBP1,LOC400960	LOC100133985	LOC400960	151	1
3_MACS_peak_24797_lociStitched	chr9	127630395	127643787	3	9553	14253.1056	152	1	ARPC5L,GOLGA1	WDR38,RPL35	ARPC5L	152	1
2_MACS_peak_4753_lociStitched	chr11	118655643	118664350	2	6190	14249.0055	153	1	DDX6		DDX6	153	1
4_MACS_peak_11126_lociStitched	chr19	2617991	2632286	4	9739	14246.397	154	1	GNG7		GNG7	154	1
12_MACS_peak_11621_lociStitched	chr19	18594449	18621058	12	19124	14243.7977	155	1	ELL	C19orf50,ISYNA1,FKBP8	ELL	155	1
2_MACS_peak_24418_lociStitched	chr9	86316707	86324123	2	5002	14228.3376	156	1	UBQLN1		UBQLN1	156	1
4_MACS_peak_11441_lociStitched	chr19	13043291	13057995	4	10762	14132.0144	157	1	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	157	1
2_MACS_peak_23957_lociStitched	chr9	3522034	3529169	2	5971	14080.209	158	1	RFX3		RFX3	158	1
7_MACS_peak_2919_lociStitched	chr10	43889224	43905586	7	11116	14056.5942	159	1	HNRNPF	FXYD4,ZNF487P	HNRNPF	159	1
6_MACS_peak_8145_lociStitched	chr15	75491291	75512030	6	13152	14025.7857	160	1	C15orf39	GOLGA6C	C15orf39	160	1
5_MACS_peak_1406_lociStitched	chr1	153929745	153950995	5	9358	13991	161	1	CREB3L4,CRTC2,SLC39A1,JTB	RPS27,GATAD2B,DENND4B,RAB13	CREB3L4	161	1
5_MACS_peak_2234_lociStitched	chr1	206852211	206867631	5	11305	13879.542	162	1	MAPKAPK2	DYRK3	MAPKAPK2	162	1
7_MACS_peak_23496_lociStitched	chr8	98655027	98673065	7	13658	13871.222	163	1	MTDH		MTDH	163	1
1_MACS_peak_8352_lociStitched	chr15	90637101	90646489	1	9389	13778.7676	164	1	IDH2		IDH2	164	1
2_MACS_peak_22044_lociStitched	chr7	50343720	50358940	2	14346	13719.308	165	1	IKZF1		IKZF1	165	1
1_MACS_peak_20523_lociStitched	chr6	31937575	31941280	1	3706	13676.2665	166	1	STK19,DOM3Z	C2,CFB,SKIV2L,C4B,CYP21A2,MIR1236,RDBP,TNXA,TNXB	STK19	166	1
1_MACS_peak_11633_lociStitched	chr19	18625425	18633840	1	8416	13674.375	167	1	ELL	C19orf50,UBA52,FKBP8	ELL	167	1
2_MACS_peak_11419_lociStitched	chr19	12720841	12727850	2	6070	13658.4383	168	1	ZNF791,ZNF490	WDR83,MAN2B1	ZNF791	168	1
6_MACS_peak_2376_lociStitched	chr1	223899678	223923059	6	12381	13640.4754	169	1	CAPN2	CAPN8	CAPN2	169	1
4_MACS_peak_20534_lociStitched	chr6	32152524	32164751	4	9431	13613.5418	170	1	PBX2,GPSM3,NOTCH4	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER	PBX2	170	1
6_MACS_peak_9588_lociStitched	chr17	8053770	8067268	6	10242	13599.235	171	1	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	171	1
5_MACS_peak_1495_lociStitched	chr1	155936547	155954282	5	13401	13595.651	172	1	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	172	1
3_MACS_peak_20562_lociStitched	chr6	33279767	33292259	3	8638	13592.5452	173	1	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	173	1
3_MACS_peak_11324_lociStitched	chr19	10521926	10535712	3	9317	13590.2388	174	1	PDE4A	PDE4A,TYK2,MIR1181,CDC37	PDE4A	174	1
3_MACS_peak_20552_lociStitched	chr6	33167237	33176989	3	7268	13564.0568	175	1	SLC39A7,HSD17B8,MIR219-1,RING1,RXRB	COL11A2	HSD17B8	175	1
1_MACS_peak_20255_lociStitched	chr6	16759051	16764383	1	5333	13519.8192	176	1	ATXN1		ATXN1	176	1
3_MACS_peak_2218_lociStitched	chr1	206282364	206294389	3	9902	13504.075	177	1	C1orf186	CTSE	C1orf186	177	1
1_MACS_peak_20166_lociStitched	chr6	12008115	12013908	1	5794	13498.2693	178	1	HIVEP1		HIVEP1	178	1
8_MACS_peak_16007_lociStitched	chr3	31572381	31592278	8	11059	13482.2072	179	1	STT3B		STT3B	179	1
3_MACS_peak_20290_lociStitched	chr6	24717553	24724811	3	5467	13438.9128	180	1	C6orf62		C6orf62	180	1
3_MACS_peak_1626_lociStitched	chr1	161008034	161017741	3	8123	13419.9275	181	1	TSTD1,USF1,ARHGAP30	F11R,PVRL4	USF1	181	1
1_MACS_peak_17259_lociStitched	chr3	160116296	160123650	1	7355	13412.9606	182	1	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	182	1
1_MACS_peak_20738_lociStitched	chr6	42748859	42752893	1	4035	13367.4658	183	1		KIAA0240,TBCC	TBCC	183	1
4_MACS_peak_20812_lociStitched	chr6	52355632	52369534	4	9476	13320.8964	184	1	EFHC1,TRAM2		EFHC1	184	1
2_MACS_peak_11002_lociStitched	chr19	657881	664117	2	6181	13304.506	185	1	RNF126	FGF22,FSTL3,PALM,POLRMT,PRSSL1	RNF126	185	1
2_MACS_peak_2595_lociStitched	chr1	245020796	245029089	2	8147	13284.5567	186	1	HNRNPU	FAM36A,NCRNA00201	HNRNPU	186	1
3_MACS_peak_11335_lociStitched	chr19	10763148	10770925	3	5910	13277.6721	187	1	ILF3,LOC147727	SLC44A2,QTRT1	ILF3	187	1
2_MACS_peak_16814_lociStitched	chr3	114856109	114867717	2	9036	13254.0144	188	1	ZBTB20		ZBTB20	188	1
