REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM1_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
2_MACS_peak_2537_lociStitched	chr1	234734238	234749277	2	15014	27256.6836	75	1	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	1.7589	75	1
8_MACS_peak_7885_lociStitched	chr15	63789511	63810545	8	14992	20838.3838	76	1	USP3		USP3	USP3	0.4331	76	1
2_MACS_peak_1995_lociStitched	chr1	190433572	190448759	2	14860	10890.5977	77	1	FAM5C		FAM5C	FAM5C	0.1632	77	1
7_MACS_peak_3557_lociStitched	chr10	125819575	125840255	7	14644	12194.996	78	1	CHST15		CHST15	CHST15	0.362	78	1
4_MACS_peak_10487_lociStitched	chr17	75135739	75151330	4	14593	15180.9567	79	1	SEC14L1	SEC14L1	SEC14L1	SEC14L1	0.4187	79	1
6_MACS_peak_7985_lociStitched	chr15	67371788	67395173	6	14511	15766.167	80	1	SMAD3	SMAD3	SMAD3	SMAD3	0.2954	80	1
4_MACS_peak_15299_lociStitched	chr22	23270079	23285749	4	14383	14474.379	81	1		IGLL5	IGLL5	IGLL5	0.9912	81	1
2_MACS_peak_22044_lociStitched	chr7	50343720	50358940	2	14346	13719.308	82	1	IKZF1		IKZF1	IKZF1	0.2493	82	1
8_MACS_peak_8019_lociStitched	chr15	68390081	68409676	8	14276	12642.694	83	1	PIAS1		PIAS1	PIAS1	0.3521	83	1
6_MACS_peak_4148_lociStitched	chr11	63992595	64015006	6	14137	23155.0452	84	1	NUDT22,DNAJC4,VEGFB,FKBP2,TRPT1,PPP1R14B	STIP1,FERMT3,PLCB3,GPR137,KCNK4,BAD	VEGFB	VEGFB	1.1558	84	1
10_MACS_peak_16876_lociStitched	chr3	121546778	121573638	10	14128	13013.67	85	1	EAF2,IQCB1	SLC15A2	EAF2	EAF2	0.3496	85	1
6_MACS_peak_20348_lociStitched	chr6	26122210	26141835	6	14096	14979.7625	86	1	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H1T,HIST1H4D	HIST1H2AC	HIST1H2AC	0.9815	86	1
1_MACS_peak_5128_lociStitched	chr12	26266254	26280344	1	14091	19554.102	87	1	BHLHE41		BHLHE41	BHLHE41	1.1713	87	1
7_MACS_peak_14997_lociStitched	chr21	34601451	34620438	7	14046	15200.9922	88	1	IFNAR2	IL10RB	IFNAR2	IFNAR2	0.5132	88	1
5_MACS_peak_11108_lociStitched	chr19	2255147	2274294	5	13943	24494.7571	89	1	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	OAZ1	0.9487	89	1
4_MACS_peak_11093_lociStitched	chr19	2081555	2099072	4	13922	19946.6079	90	1	IZUMO4,MOBKL2A	MKNK2	MOBKL2A	MKNK2	0.8537	90	1
8_MACS_peak_2150_lociStitched	chr1	203731461	203747836	8	13904	12369.675	91	1	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	LAX1	0.6282	91	1
8_MACS_peak_11084_lociStitched	chr19	2040057	2062663	8	13898	26250.0872	92	1	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MKNK2	0.8537	92	1
7_MACS_peak_23496_lociStitched	chr8	98655027	98673065	7	13658	13871.222	93	1	MTDH		MTDH	MTDH	0.2789	93	1
3_MACS_peak_16681_lociStitched	chr3	104228859	104246240	3	13552	18130.1211	94	1			MIR548A3	MIR548A3	NONE	94	1
4_MACS_peak_16334_lociStitched	chr3	50637577	50655516	4	13509	15981.8551	95	1	MAPKAPK3,CISH	HEMK1,C3orf18	CISH	CISH	0.7993	95	1
5_MACS_peak_1495_lociStitched	chr1	155936547	155954282	5	13401	13595.651	96	1	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	ARHGEF2	0.4921	96	1
8_MACS_peak_17313_lociStitched	chr3	171771599	171793368	8	13369	11681.2454	97	1	FNDC3B		FNDC3B	FNDC3B	0.4083	97	1
12_MACS_peak_13120_lociStitched	chr2	87806895	87822792	12	13367	9403.0755	98	1	NCRNA00152		NCRNA00152	NCRNA00152	0.4323	98	1
3_MACS_peak_1233_lociStitched	chr1	144921600	144935918	3	13355	13155.3784	99	1	PDE4DIP		PDE4DIP	PDE4DIP	0.4046	99	1
6_MACS_peak_8420_lociStitched	chr15	94772266	94791507	6	13315	17089.8562	100	1		MCTP2	MCTP2	MCTP2	0.2207	100	1
1_MACS_peak_5032_lociStitched	chr12	12866730	12879943	1	13214	21812.0204	101	1	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	CDKN1B	1.4757	101	1
10_MACS_peak_2819_lociStitched	chr10	24737102	24756692	10	13202	11485.617	102	1	KIAA1217		MIR603	MIR603	NONE	102	1
3_MACS_peak_11539_lociStitched	chr19	16471062	16485661	3	13194	21581.7017	103	1	EPS15L1	KLF2	KLF2	KLF2	1.6046	103	1
5_MACS_peak_19425_lociStitched	chr5	118668080	118681950	5	13174	9600.814	104	1	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.2688	104	1
10_MACS_peak_20507_lociStitched	chr6	31779788	31806176	10	13164	14885.4708	105	1	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,HSPA1L	C6orf26,C6orf27,VARS,LSM2,NEU1,SLC44A4	HSPA1B	HSPA1B	0.6544	105	1
6_MACS_peak_8145_lociStitched	chr15	75491291	75512030	6	13152	14025.7857	106	1	C15orf39	GOLGA6C	C15orf39	C15orf39	0.6709	106	1
7_MACS_peak_16525_lociStitched	chr3	69128546	69146356	7	13118	12988.833	107	1	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	MIR3136	0.684	107	1
3_MACS_peak_17895_lociStitched	chr4	38664496	38678296	3	12974	12213	108	1	KLF3,FLJ13197		FLJ13197	FLJ13197	0.1942	108	1
5_MACS_peak_7266_lociStitched	chr14	91871550	91885771	5	12950	10254.7631	109	1	CCDC88C		CCDC88C	CCDC88C	0.4207	109	1
4_MACS_peak_14927_lociStitched	chr21	19152419	19168201	4	12930	12519.8606	110	1	C21orf91		C21orf91	C21orf91	0.5387	110	1
5_MACS_peak_7921_lociStitched	chr15	64444484	64459547	5	12900	11913.3267	111	1	SNX22,PPIB,CSNK1G1		PPIB	PPIB	0.7286	111	1
2_MACS_peak_4202_lociStitched	chr11	65261851	65275804	2	12890	21670.4043	112	1	MALAT1	MIR612,SCYL1,LTBP3	MALAT1	MALAT1	1.2246	112	1
5_MACS_peak_11968_lociStitched	chr19	42617461	42637920	5	12847	11041.7223	113	1	POU2F2,MIR4323	ZNF574,GRIK5	POU2F2	POU2F2	0.3321	113	1
6_MACS_peak_1636_lociStitched	chr1	161134572	161157737	6	12784	18863.2595	114	1	USP21,PPOX,B4GALT3	NIT1,UFC1,NDUFS2,FCER1G,TOMM40L,PFDN2,DEDD,ADAMTS4,APOA2	B4GALT3	B4GALT3	0.6525	114	1
3_MACS_peak_22715_lociStitched	chr7	139462436	139478430	3	12780	14458.576	115	1	TBXAS1,HIPK2		HIPK2	HIPK2	0.199	115	1
6_MACS_peak_15750_lociStitched	chr22	50962988	50987345	6	12779	19984.9185	116	1	NCAPH2,KLHDC7B,SCO2,TYMP,ODF3B	ADM2,MIOX,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	0.9798	116	1
5_MACS_peak_10052_lociStitched	chr17	44215896	44235150	5	12771	10497.2808	117	1	KIAA1267	LOC644246	KIAA1267	LOC644246	0.6708	117	1
3_MACS_peak_9808_lociStitched	chr17	29635011	29649187	3	12746	12956.864	118	1	NF1,EVI2B,EVI2A	OMG	EVI2B	EVI2B	0.5145	118	1
3_MACS_peak_19679_lociStitched	chr5	142771665	142785644	3	12585	15028.8229	119	1	NR3C1		NR3C1	NR3C1	0.2583	119	1
5_MACS_peak_16599_lociStitched	chr3	96531290	96545499	5	12538	8398.9399	120	1	EPHA6		EPHA6	EPHA6	0.1057	120	1
6_MACS_peak_1676_lociStitched	chr1	162530270	162549178	6	12483	15489.4336	121	1	UAP1		UAP1	UAP1	0.5061	121	1
5_MACS_peak_11459_lociStitched	chr19	13943864	13959053	5	12456	31072.1373	122	1	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	1.2259	122	1
6_MACS_peak_2376_lociStitched	chr1	223899678	223923059	6	12381	13640.4754	123	1	CAPN2	CAPN8	CAPN2	CAPN2	0.2631	123	1
5_MACS_peak_23468_lociStitched	chr8	95947974	95963857	5	12342	12404.623	124	1	TP53INP1	CCNE2	TP53INP1	TP53INP1	0.4812	124	1
9_MACS_peak_19245_lociStitched	chr5	95258981	95276288	9	12305	8046.0243	125	1	ELL2		ELL2	ELL2	0.3665	125	1
5_MACS_peak_1550_lociStitched	chr1	157475052	157496325	5	12242	15052.7748	126	1	FCRL5		FCRL5	FCRL5	0.4596	126	1
8_MACS_peak_23708_lociStitched	chr8	126285790	126308022	8	12232	12558.8568	127	1	NSMCE2		TRIB1	TRIB1	0.7886	127	1
8_MACS_peak_17473_lociStitched	chr3	183241756	183262993	8	12229	11484.9696	128	1	KLHL6		KLHL6	KLHL6	0.4073	128	1
4_MACS_peak_11048_lociStitched	chr19	1258287	1277448	4	12157	24667.8714	129	1	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	1.1204	129	1
4_MACS_peak_19348_lociStitched	chr5	109024306	109041007	4	12114	12144.9672	130	1	MAN2A1		MAN2A1	MAN2A1	0.1691	130	1
4_MACS_peak_11889_lociStitched	chr19	39888395	39902927	4	12054	17409.336	131	1	MED29,ZFP36	PLEKHG2,SUPT5H,PAF1,RPS16	ZFP36	ZFP36	1.2886	131	1
9_MACS_peak_13856_lociStitched	chr2	197023231	197041698	9	12000	9770.8897	132	1	STK17B		STK17B	STK17B	0.283	132	1
7_MACS_peak_12883_lociStitched	chr2	64437869	64456390	7	11868	12955.4395	133	1		LOC150992	LOC150992	LOC150992	0.1907	133	1
8_MACS_peak_14680_lociStitched	chr20	46386621	46408214	8	11866	9775.1511	134	1	SULF2		SULF2	SULF2	0.2165	134	1
1_MACS_peak_18432_lociStitched	chr4	144273405	144285222	1	11818	11734.281	135	1	GAB1		GAB1	GAB1	0.3053	135	1
6_MACS_peak_4800_lociStitched	chr11	122926271	122943573	6	11804	16973.262	136	1	HSPA8,ASAM	LOC341056	HSPA8	HSPA8	0.9411	136	1
4_MACS_peak_8481_lociStitched	chr15	101458327	101473476	4	11784	11419.3162	137	1	LRRK1	ALDH1A3	LRRK1	LRRK1	0.2912	137	1
9_MACS_peak_11728_lociStitched	chr19	23971913	23994380	9	11765	12590.5068	138	1	RPSAP58	ZNF681	RPSAP58	RPSAP58	0.4967	138	1
2_MACS_peak_14732_lociStitched	chr20	49126209	49137961	2	11705	11123.268	139	1	PTPN1		PTPN1	PTPN1	0.2642	139	1
6_MACS_peak_13938_lociStitched	chr2	202084061	202101299	6	11556	9122.3496	140	1	CASP10,CASP8	CASP8	CASP8	CASP8	0.2546	140	1
6_MACS_peak_23238_lociStitched	chr8	59973171	59988957	6	11550	9384.777	141	1	TOX		TOX	TOX	0.1614	141	1
7_MACS_peak_15374_lociStitched	chr22	29183432	29199123	7	11533	17070.2389	142	1	CCDC117,XBP1	HSCB,CHEK2	XBP1	XBP1	1.0273	142	1
5_MACS_peak_2651_lociStitched	chr10	5929981	5947376	5	11502	11783.373	143	1	FBXO18,ANKRD16		FBXO18	FBXO18	0.3236	143	1
2_MACS_peak_17171_lociStitched	chr3	151910874	151923682	2	11498	16563.3056	144	1			MBNL1	MBNL1	0.2853	144	1
6_MACS_peak_17205_lociStitched	chr3	156264216	156279713	6	11465	10820.0054	145	1	SSR3		SSR3	SSR3	0.5305	145	1
4_MACS_peak_20202_lociStitched	chr6	15244860	15258662	4	11442	15717.7176	146	1	JARID2		JARID2	JARID2	0.2315	146	1
3_MACS_peak_2758_lociStitched	chr10	15826394	15841516	3	11439	11689.306	147	1	FAM188A		FAM188A	FAM188A	0.23	147	1
5_MACS_peak_24845_lociStitched	chr9	130661164	130681035	5	11434	15153.6246	148	1	ST6GALNAC6,ST6GALNAC4	ENG,AK1,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	ST6GALNAC4	0.7684	148	1
5_MACS_peak_2070_lociStitched	chr1	198888019	198907099	5	11421	11077.848	149	1			MIR181A1	MIR181A1	NONE	149	1
5_MACS_peak_15622_lociStitched	chr22	42141541	42154820	5	11381	7531.8488	150	1	MEI1	CCDC134	CCDC134	CCDC134	0.1878	150	1
6_MACS_peak_5372_lociStitched	chr12	51312284	51327538	6	11346	8847.32	151	1	METTL7A	HIGD1C	METTL7A	METTL7A	0.51	151	1
5_MACS_peak_2234_lociStitched	chr1	206852211	206867631	5	11305	13879.542	152	1	MAPKAPK2	DYRK3	MAPKAPK2	MAPKAPK2	0.5	152	1
6_MACS_peak_10520_lociStitched	chr17	76710942	76726427	6	11301	9027.755	153	1	CYTH1		CYTH1	CYTH1	0.2903	153	1
5_MACS_peak_1969_lociStitched	chr1	186373232	186394648	5	11282	15894.9552	154	1	C1orf27,MIR548F1	OCLM,TPR,PDC	OCLM	OCLM	0.361	154	1
2_MACS_peak_8411_lociStitched	chr15	93439449	93452871	2	11279	26066.8662	155	1	LOC100507217,CHD2,MIR3175		MIR3175	MIR3175	2.4403	155	1
5_MACS_peak_8224_lociStitched	chr15	80348372	80365582	5	11256	15318.621	156	1	ZFAND6		ZFAND6	ZFAND6	0.3416	156	1
3_MACS_peak_15137_lociStitched	chr21	44724925	44740106	3	11254	19931.1349	157	1			SIK1	SIK1	1.2571	157	1
4_MACS_peak_12768_lociStitched	chr2	54784231	54801551	4	11237	11590.544	158	1	SPTBN1	RPL23AP32	SPTBN1	SPTBN1	0.1988	158	1
4_MACS_peak_16588_lociStitched	chr3	89152832	89164318	4	11232	9478.2472	159	1	EPHA3		EPHA3	EPHA3	0.1516	159	1
2_MACS_peak_14660_lociStitched	chr20	45976543	45989619	2	11222	11530.4168	160	1	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.1976	160	1
5_MACS_peak_8192_lociStitched	chr15	78347656	78362598	5	11209	9410.4716	161	1	TBC1D2B	SH2D7	TBC1D2B	TBC1D2B	0.2906	161	1
5_MACS_peak_2223_lociStitched	chr1	206729766	206741565	5	11199	10755.9684	162	1	RASSF5	LGTN	RASSF5	RASSF5	0.2773	162	1
3_MACS_peak_1537_lociStitched	chr1	156709664	156722529	3	11196	14874.513	163	1	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	C1orf66	0.6505	163	1
3_MACS_peak_17162_lociStitched	chr3	150315707	150327756	3	11190	11689.9398	164	1	SELT		SELT	SELT	0.4448	164	1
6_MACS_peak_22238_lociStitched	chr7	81416916	81433347	6	11170	9132.3498	165	1		HGF	HGF	HGF	0.1516	165	1
3_MACS_peak_5001_lociStitched	chr12	9873869	9886344	3	11152	10671.115	166	1	CLECL1	CD69	CLECL1	CLECL1	0.5926	166	1
6_MACS_peak_1871_lociStitched	chr1	179048956	179065798	6	11148	16380.5292	167	1	TOR3A	ABL2	TOR3A	TOR3A	0.737	167	1
7_MACS_peak_2919_lociStitched	chr10	43889224	43905586	7	11116	14056.5942	168	1	HNRNPF	FXYD4,ZNF487P	HNRNPF	HNRNPF	0.2915	168	1
2_MACS_peak_5895_lociStitched	chr12	109020280	109031415	2	11095	12012.438	169	1	SELPLG	TMEM119	SELPLG	SELPLG	0.6755	169	1
7_MACS_peak_17214_lociStitched	chr3	156391047	156405865	7	11092	9975.4776	170	1	TIPARP,LOC100287227		TIPARP	TIPARP	0.3916	170	1
