REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM1_jia.bam
7_MACS_peak_3557_lociStitched	chr10	125819575	125840255	7	14644	12194.996
9_MACS_peak_11718_lociStitched	chr19	23940337	23960987	9	15275	15840.615
5_MACS_peak_11968_lociStitched	chr19	42617461	42637920	5	12847	11041.7223
2_MACS_peak_2800_lociStitched	chr10	22595728	22616079	2	20269	28792.594800000003
7_MACS_peak_20640_lociStitched	chr6	36559982	36580277	7	15025	18870.290999999997
3_MACS_peak_8244_lociStitched	chr15	81583759	81604004	3	15603	18186.0835
5_MACS_peak_12705_lociStitched	chr2	46783608	46803740	5	15338	12928.7704
6_MACS_peak_9632_lociStitched	chr17	16865394	16885500	6	16396	13205.6208
8_MACS_peak_16007_lociStitched	chr3	31572381	31592278	8	11059	13482.207199999999
5_MACS_peak_24845_lociStitched	chr9	130661164	130681035	5	11434	15153.6246
6_MACS_peak_20348_lociStitched	chr6	26122210	26141835	6	14096	14979.762499999999
8_MACS_peak_8019_lociStitched	chr15	68390081	68409676	8	14276	12642.694
10_MACS_peak_2819_lociStitched	chr10	24737102	24756692	10	13202	11485.617
5_MACS_peak_22791_lociStitched	chr7	150064304	150083827	5	8522	10114.8663
8_MACS_peak_7183_lociStitched	chr14	81936280	81955711	8	10265	8518.5504
5_MACS_peak_10052_lociStitched	chr17	44215896	44235150	5	12771	10497.2808
6_MACS_peak_8420_lociStitched	chr15	94772266	94791507	6	13315	17089.8562
4_MACS_peak_11048_lociStitched	chr19	1258287	1277448	4	12157	24667.871400000004
5_MACS_peak_5306_lociStitched	chr12	48195465	48214613	5	17011	16859.814
5_MACS_peak_11108_lociStitched	chr19	2255147	2274294	5	13943	24494.757100000003
5_MACS_peak_2070_lociStitched	chr1	198888019	198907099	5	11421	11077.848
7_MACS_peak_14997_lociStitched	chr21	34601451	34620438	7	14046	15200.992199999999
6_MACS_peak_1676_lociStitched	chr1	162530270	162549178	6	12483	15489.4336
5_MACS_peak_7788_lociStitched	chr15	52958186	52976919	5	17638	29229.0999
9_MACS_peak_14517_lociStitched	chr20	34188969	34207639	9	7810	8815.974
8_MACS_peak_19898_lociStitched	chr5	173341425	173360078	8	6319	7218.711
7_MACS_peak_23664_lociStitched	chr8	124036641	124055246	7	15154	15639.363
7_MACS_peak_12883_lociStitched	chr2	64437869	64456390	7	11868	12955.4395
4_MACS_peak_13923_lociStitched	chr2	201979571	201998079	4	17908	19179.8404
9_MACS_peak_1705_lociStitched	chr1	165840399	165858896	9	7720	7058.4552
9_MACS_peak_13856_lociStitched	chr2	197023231	197041698	9	12000	9770.8897
6_MACS_peak_8323_lociStitched	chr15	89644117	89662519	6	10459	11214.178800000002
5_MACS_peak_19190_lociStitched	chr5	88168434	88186611	5	17040	15768.5475
7_MACS_peak_23496_lociStitched	chr8	98655027	98673065	7	13658	13871.222
5_MACS_peak_24838_lociStitched	chr9	130532133	130550167	5	11040	15770.733
4_MACS_peak_16334_lociStitched	chr3	50637577	50655516	4	13509	15981.8551
5_MACS_peak_16902_lociStitched	chr3	122279676	122297565	5	9328	15021.3933
7_MACS_peak_16525_lociStitched	chr3	69128546	69146356	7	13118	12988.832999999999
5_MACS_peak_1495_lociStitched	chr1	155936547	155954282	5	13401	13595.651
7_MACS_peak_17568_lociStitched	chr3	186777278	186794844	7	10561	12396.3262
9_MACS_peak_24142_lociStitched	chr9	33128967	33146529	9	10989	8485.9584
4_MACS_peak_11093_lociStitched	chr19	2081555	2099072	4	13922	19946.6079
6_MACS_peak_19184_lociStitched	chr5	88115191	88132698	6	6295	7064.074500000001
11_MACS_peak_333_lociStitched	chr1	27060019	27077493	11	8106	7139.8764
7_MACS_peak_16369_lociStitched	chr3	52296037	52313434	7	9959	11426.349600000001
5_MACS_peak_2651_lociStitched	chr10	5929981	5947376	5	11502	11783.373
3_MACS_peak_16681_lociStitched	chr3	104228859	104246240	3	13552	18130.1211
10_MACS_peak_21149_lociStitched	chr6	108902242	108919569	10	10750	8044.9261
12_MACS_peak_15561_lociStitched	chr22	39853488	39870814	12	7889	6349.979
4_MACS_peak_12768_lociStitched	chr2	54784231	54801551	4	11237	11590.544
9_MACS_peak_19245_lociStitched	chr5	95258981	95276288	9	12305	8046.0243
6_MACS_peak_4800_lociStitched	chr11	122926271	122943573	6	11804	16973.262
6_MACS_peak_13938_lociStitched	chr2	202084061	202101299	6	11556	9122.3496
6_MACS_peak_8234_lociStitched	chr15	81265844	81283067	6	9913	10965.884100000001
5_MACS_peak_8224_lociStitched	chr15	80348372	80365582	5	11256	15318.621
7_MACS_peak_2698_lociStitched	chr10	11640463	11657448	7	9235	8859.375999999998
2_MACS_peak_17078_lociStitched	chr3	141095630	141112540	2	16164	29332.086
5_MACS_peak_8291_lociStitched	chr15	85290298	85307169	5	11042	14586.6666
6_MACS_peak_1871_lociStitched	chr1	179048956	179065798	6	11148	16380.5292
7_MACS_peak_19439_lociStitched	chr5	122847205	122864000	7	8106	9027.3125
4_MACS_peak_19348_lociStitched	chr5	109024306	109041007	4	12114	12144.9672
7_MACS_peak_19228_lociStitched	chr5	95143908	95160596	7	10393	9435.3952
7_MACS_peak_17924_lociStitched	chr4	40191602	40208288	7	9988	8828.562600000001
5_MACS_peak_11241_lociStitched	chr19	6766623	6783204	5	7595	9306.9153
8_MACS_peak_13325_lociStitched	chr2	112184914	112201401	8	9342	7343.3098
6_MACS_peak_14756_lociStitched	chr20	52195570	52212012	6	9171	10342.018
6_MACS_peak_22238_lociStitched	chr7	81416916	81433347	6	11170	9132.3498
8_MACS_peak_2150_lociStitched	chr1	203731461	203747836	8	13904	12369.675
7_MACS_peak_2919_lociStitched	chr10	43889224	43905586	7	11116	14056.5942
7_MACS_peak_18819_lociStitched	chr5	32581423	32597773	7	8928	11322.375
4_MACS_peak_8721_lociStitched	chr16	11821521	11837787	4	15901	12427.224
1_MACS_peak_4196_lociStitched	chr11	65183604	65199862	1	16259	33112.668600000005
5_MACS_peak_22697_lociStitched	chr7	138779215	138795388	5	10379	8997.0399
6_MACS_peak_559_lociStitched	chr1	40847032	40863147	6	8050	8984.1125
7_MACS_peak_21170_lociStitched	chr6	108990557	109006627	7	9116	7546.472000000001
8_MACS_peak_23403_lociStitched	chr8	81068445	81084440	8	10631	9625.791
3_MACS_peak_22715_lociStitched	chr7	139462436	139478430	3	12780	14458.576000000001
6_MACS_peak_8489_lociStitched	chr15	101520584	101536512	6	7279	6802.8488
12_MACS_peak_13120_lociStitched	chr2	87806895	87822792	12	13367	9403.0755
7_MACS_peak_306_lociStitched	chr1	26436833	26452716	7	10059	12032.9608
5_MACS_peak_23468_lociStitched	chr8	95947974	95963857	5	12342	12404.623
6_MACS_peak_4850_lociStitched	chr11	128562442	128578320	6	9867	10088.8812
5_MACS_peak_4575_lociStitched	chr11	100548283	100564153	5	8156	7947.696
6_MACS_peak_23238_lociStitched	chr8	59973171	59988957	6	11550	9384.777
4_MACS_peak_14927_lociStitched	chr21	19152419	19168201	4	12930	12519.8606
4_MACS_peak_21619_lociStitched	chr6	160389440	160405214	4	7863	8598.4074
5_MACS_peak_20237_lociStitched	chr6	16504051	16519789	5	7541	7143.4782000000005
7_MACS_peak_15374_lociStitched	chr22	29183432	29199123	7	11533	17070.2389
4_MACS_peak_15299_lociStitched	chr22	23270079	23285749	4	14383	14474.378999999999
4_MACS_peak_10487_lociStitched	chr17	75135739	75151330	4	14593	15180.9567
6_MACS_peak_17205_lociStitched	chr3	156264216	156279713	6	11465	10820.0054
6_MACS_peak_10520_lociStitched	chr17	76710942	76726427	6	11301	9027.755
7_MACS_peak_2861_lociStitched	chr10	29879097	29894564	7	6435	5660.922
5_MACS_peak_2234_lociStitched	chr1	206852211	206867631	5	11305	13879.542
6_MACS_peak_5372_lociStitched	chr12	51312284	51327538	6	11346	8847.32
2_MACS_peak_22044_lociStitched	chr7	50343720	50358940	2	14346	13719.307999999999
5_MACS_peak_11459_lociStitched	chr19	13943864	13959053	5	12456	31072.137300000002
2_MACS_peak_1995_lociStitched	chr1	190433572	190448759	2	14860	10890.5977
3_MACS_peak_15137_lociStitched	chr21	44724925	44740106	3	11254	19931.1349
4_MACS_peak_8481_lociStitched	chr15	101458327	101473476	4	11784	11419.316200000001
3_MACS_peak_2758_lociStitched	chr10	15826394	15841516	3	11439	11689.306
5_MACS_peak_10799_lociStitched	chr18	24028265	24043376	5	7841	8380.560599999999
5_MACS_peak_7921_lociStitched	chr15	64444484	64459547	5	12900	11913.326700000001
2_MACS_peak_2537_lociStitched	chr1	234734238	234749277	2	15014	27256.6836
4_MACS_peak_20030_lociStitched	chr6	2218895	2233861	4	7797	9228.035600000001
8_MACS_peak_23395_lociStitched	chr8	81046343	81061292	8	9600	7029.0198
5_MACS_peak_8192_lociStitched	chr15	78347656	78362598	5	11209	9410.4716
7_MACS_peak_17214_lociStitched	chr3	156391047	156405865	7	11092	9975.4776
4_MACS_peak_11441_lociStitched	chr19	13043291	13057995	4	10762	14132.0144
6_MACS_peak_6639_lociStitched	chr13	114552868	114567559	6	9274	8516.3727
5_MACS_peak_327_lociStitched	chr1	27018641	27033330	5	8527	10167.7258
4_MACS_peak_11258_lociStitched	chr19	7400974	7415630	4	6946	6684.6016
8_MACS_peak_5061_lociStitched	chr12	15101412	15116032	8	8333	6716.428
3_MACS_peak_11539_lociStitched	chr19	16471062	16485661	3	13194	21581.701699999998
6_MACS_peak_21193_lociStitched	chr6	109213080	109227670	6	8602	7735.618
3_MACS_peak_2140_lociStitched	chr1	203286648	203301228	3	11018	18004.842
4_MACS_peak_11889_lociStitched	chr19	39888395	39902927	4	12054	17409.336
5_MACS_peak_19851_lociStitched	chr5	171601354	171615843	5	7518	6932.9865
6_MACS_peak_2271_lociStitched	chr1	209294199	209308579	6	9154	7634.342000000001
4_MACS_peak_7156_lociStitched	chr14	77493201	77507563	4	6221	7067.5401999999995
3_MACS_peak_1233_lociStitched	chr1	144921600	144935918	3	13355	13155.3784
4_MACS_peak_11126_lociStitched	chr19	2617991	2632286	4	9739	14246.397
5_MACS_peak_22835_lociStitched	chr7	155533316	155547606	5	8470	7240.743
5_MACS_peak_5129_lociStitched	chr12	26306529	26320808	5	7011	6416.9826
4_MACS_peak_20498_lociStitched	chr6	31694540	31708784	4	10823	12808.2048
5_MACS_peak_7266_lociStitched	chr14	91871550	91885771	5	12950	10254.7631
2_MACS_peak_1608_lociStitched	chr1	160673509	160687722	2	10456	9788.4931
5_MACS_peak_16599_lociStitched	chr3	96531290	96545499	5	12538	8398.9399
6_MACS_peak_21756_lociStitched	chr7	7801006	7815197	6	8911	7035.897800000001
3_MACS_peak_9808_lociStitched	chr17	29635011	29649187	3	12746	12956.864000000001
5_MACS_peak_11043_lociStitched	chr19	1239898	1254052	5	10250	16847.5062
5_MACS_peak_10302_lociStitched	chr17	62195635	62209779	5	8842	8773.5232
5_MACS_peak_3878_lociStitched	chr11	26924416	26938544	5	10347	10943.548799999999
5_MACS_peak_24473_lociStitched	chr9	94596251	94610375	5	7918	7759.7256
6_MACS_peak_19880_lociStitched	chr5	173208869	173222979	6	9823	7842.338
1_MACS_peak_5128_lociStitched	chr12	26266254	26280344	1	14091	19554.102
3_MACS_peak_2058_lociStitched	chr1	197738174	197752218	3	9087	14541.157600000002
3_MACS_peak_19679_lociStitched	chr5	142771665	142785644	3	12585	15028.8229
2_MACS_peak_4202_lociStitched	chr11	65261851	65275804	2	12890	21670.4043
5_MACS_peak_23592_lociStitched	chr8	107669379	107683303	5	8490	9710.597600000001
4_MACS_peak_19876_lociStitched	chr5	173160342	173174251	4	9302	11252.381000000001
4_MACS_peak_20812_lociStitched	chr6	52355632	52369534	4	9476	13320.896400000001
7_MACS_peak_15381_lociStitched	chr22	29206945	29220841	7	8601	7253.712
4_MACS_peak_12095_lociStitched	chr19	48823828	48837702	4	8772	11847.0086
5_MACS_peak_19425_lociStitched	chr5	118668080	118681950	5	13174	9600.814
4_MACS_peak_15485_lociStitched	chr22	37614409	37628277	4	8762	8376.271999999999
3_MACS_peak_17626_lociStitched	chr3	195263925	195277781	3	9524	13028.7968
4_MACS_peak_20202_lociStitched	chr6	15244860	15258662	4	11442	15717.7176
3_MACS_peak_17895_lociStitched	chr4	38664496	38678296	3	12974	12213.0
3_MACS_peak_11324_lociStitched	chr19	10521926	10535712	3	9317	13590.238800000001
5_MACS_peak_3467_lociStitched	chr10	112620162	112633946	5	6734	7727.310399999999
3_MACS_peak_20342_lociStitched	chr6	26020561	26034312	3	7331	11854.7371
5_MACS_peak_15319_lociStitched	chr22	24177261	24190984	5	7816	8399.8483
4_MACS_peak_6543_lociStitched	chr13	79967633	79981333	4	4885	7025.360000000001
6_MACS_peak_11502_lociStitched	chr19	15395229	15408929	6	9257	7637.75
7_MACS_peak_13929_lociStitched	chr2	202047286	202060983	7	8403	7000.5367
5_MACS_peak_16976_lociStitched	chr3	129023646	129037326	5	8245	9772.992
5_MACS_peak_16316_lociStitched	chr3	50272800	50286461	5	6709	6856.4559
5_MACS_peak_24707_lociStitched	chr9	117369944	117383566	5	10916	10987.5052
6_MACS_peak_16210_lociStitched	chr3	46390270	46403891	6	6773	6397.7837
5_MACS_peak_18947_lociStitched	chr5	55981510	55995128	5	5986	5794.459
3_MACS_peak_2268_lociStitched	chr1	209272513	209286123	3	10977	11409.263
5_MACS_peak_6356_lociStitched	chr13	43618887	43632468	5	4735	5106.456
7_MACS_peak_11188_lociStitched	chr19	4389918	4403466	7	8014	10868.205600000001
5_MACS_peak_15181_lociStitched	chr21	45552807	45566314	5	8372	11275.6436
6_MACS_peak_9588_lociStitched	chr17	8053770	8067268	6	10242	13599.235
5_MACS_peak_2170_lociStitched	chr1	204481780	204495276	5	7782	11394.6728
5_MACS_peak_8406_lociStitched	chr15	93421799	93435295	5	7780	20030.7632
5_MACS_peak_4743_lociStitched	chr11	118268980	118282467	5	8579	8620.8904
6_MACS_peak_3047_lociStitched	chr10	63801407	63814871	6	10765	12790.8
2_MACS_peak_8411_lociStitched	chr15	93439449	93452871	2	11279	26066.8662
4_MACS_peak_14073_lociStitched	chr2	224809331	224822747	4	3955	4366.908
7_MACS_peak_8708_lociStitched	chr16	11771596	11785003	7	10641	7119.117
5_MACS_peak_21299_lociStitched	chr6	126127634	126141041	5	5811	5188.509
5_MACS_peak_21272_lociStitched	chr6	119779636	119793033	5	4277	4254.8872
3_MACS_peak_24797_lociStitched	chr9	127630395	127643787	3	9553	14253.1056
7_MACS_peak_9301_lociStitched	chr16	81842283	81855663	7	7526	6169.518
5_MACS_peak_3624_lociStitched	chr11	307951	321294	5	8495	10781.144
3_MACS_peak_2185_lociStitched	chr1	204672061	204685340	3	10863	13229.867699999999
5_MACS_peak_15622_lociStitched	chr22	42141541	42154820	5	11381	7531.848800000001
1_MACS_peak_5032_lociStitched	chr12	12866730	12879943	1	13214	21812.0204
2_MACS_peak_14660_lociStitched	chr20	45976543	45989619	2	11222	11530.4168
2_MACS_peak_11022_lociStitched	chr19	1016563	1029628	2	9499	16761.088499999998
4_MACS_peak_798_lociStitched	chr1	66736964	66750019	4	7274	7387.8245
4_MACS_peak_3745_lociStitched	chr11	10323845	10336886	4	8012	7682.4531
4_MACS_peak_4282_lociStitched	chr11	67033735	67046769	4	9519	10810.3996
5_MACS_peak_24484_lociStitched	chr9	94700308	94713309	5	8676	8067.120500000001
5_MACS_peak_1950_lociStitched	chr1	184451915	184464865	5	6950	6718.460000000001
8_MACS_peak_18659_lociStitched	chr4	185366053	185379003	8	6966	5619.005
4_MACS_peak_6747_lociStitched	chr14	24604627	24617571	4	6394	6994.9376
5_MACS_peak_16033_lociStitched	chr3	31982901	31995818	5	6821	5618.8949999999995
3_MACS_peak_1537_lociStitched	chr1	156709664	156722529	3	11196	14874.512999999999
7_MACS_peak_10709_lociStitched	chr18	12855837	12868676	7	8738	7015.2296
8_MACS_peak_10393_lociStitched	chr17	72744147	72756976	8	9189	6409.3684
6_MACS_peak_18674_lociStitched	chr4	185558684	185571503	6	9638	9237.3714
3_MACS_peak_21610_lociStitched	chr6	159453903	159466721	3	9473	11516.973
4_MACS_peak_8413_lociStitched	chr15	93457849	93470660	4	5355	5647.0888
6_MACS_peak_14837_lociStitched	chr20	61273791	61286600	6	7177	7311.3772
2_MACS_peak_17171_lociStitched	chr3	151910874	151923682	2	11498	16563.3056
5_MACS_peak_24620_lociStitched	chr9	108017793	108030565	5	10281	9626.2564
4_MACS_peak_3510_lociStitched	chr10	121061012	121073766	4	6293	6493.0614
5_MACS_peak_13679_lociStitched	chr2	173411015	173423719	5	8302	9572.464
4_MACS_peak_11026_lociStitched	chr19	1064608	1077289	4	6819	7628.8896
4_MACS_peak_17282_lociStitched	chr3	169755197	169767842	4	9273	10535.814
7_MACS_peak_18956_lociStitched	chr5	56124043	56136682	7	7409	6207.0129
3_MACS_peak_11185_lociStitched	chr19	4368048	4380666	3	5245	6233.292
5_MACS_peak_8703_lociStitched	chr16	11668809	11681425	5	8876	7914.016799999999
3_MACS_peak_1932_lociStitched	chr1	183438755	183451333	3	7881	14439.543999999998
7_MACS_peak_10873_lociStitched	chr18	46449026	46461603	7	4107	3915.2201000000005
4_MACS_peak_1572_lociStitched	chr1	159035541	159048077	4	11022	15070.779199999999
6_MACS_peak_6103_lociStitched	chr12	123410327	123422857	6	6092	5305.202
4_MACS_peak_24996_lociStitched	chr9	139293607	139306114	4	6283	8107.0374
3_MACS_peak_20562_lociStitched	chr6	33279767	33292259	3	8638	13592.5452
3_MACS_peak_5001_lociStitched	chr12	9873869	9886344	3	11152	10671.115
5_MACS_peak_11357_lociStitched	chr19	10978343	10990812	5	9157	12298.1747
3_MACS_peak_2472_lociStitched	chr1	228268934	228281399	3	11036	17408.619000000002
6_MACS_peak_10727_lociStitched	chr18	13370893	13383343	6	10701	10175.385
4_MACS_peak_20653_lociStitched	chr6	36714747	36727138	4	10741	14673.422199999999
3_MACS_peak_20834_lociStitched	chr6	52430469	52442855	3	9488	10021.5126
5_MACS_peak_16670_lociStitched	chr3	101509735	101522098	5	8487	8327.7168
2_MACS_peak_21555_lociStitched	chr6	157166427	157178757	2	9294	7399.232999999999
6_MACS_peak_9113_lociStitched	chr16	56964132	56976459	6	9169	11973.215100000001
5_MACS_peak_16148_lociStitched	chr3	43327306	43339631	5	6683	10815.1875
4_MACS_peak_8181_lociStitched	chr15	77351584	77363881	4	7009	8310.3126
4_MACS_peak_24235_lociStitched	chr9	37187075	37199333	4	7608	6214.8060000000005
3_MACS_peak_7897_lociStitched	chr15	63891086	63903337	3	5791	9184.574700000001
4_MACS_peak_4781_lociStitched	chr11	120365219	120377446	4	6353	5675.7734
4_MACS_peak_20534_lociStitched	chr6	32152524	32164751	4	9431	13613.541799999999
6_MACS_peak_10823_lociStitched	chr18	30338906	30351097	6	6845	5621.2701
4_MACS_peak_967_lociStitched	chr1	93416446	93428633	4	7222	8516.275599999999
2_MACS_peak_20358_lociStitched	chr6	26194549	26206727	2	8823	11134.3454
2_MACS_peak_15143_lociStitched	chr21	44771933	44783995	2	10771	28040.5314
3_MACS_peak_17162_lociStitched	chr3	150315707	150327756	3	11190	11689.9398
5_MACS_peak_22028_lociStitched	chr7	47610361	47622409	5	6767	5809.5456
5_MACS_peak_13344_lociStitched	chr2	112655541	112667583	5	7972	6194.404799999999
4_MACS_peak_2724_lociStitched	chr10	12390412	12402439	4	5561	5574.5145
3_MACS_peak_2218_lociStitched	chr1	206282364	206294389	3	9902	13504.075
6_MACS_peak_16000_lociStitched	chr3	31480615	31492635	6	9190	6607.393999999999
2_MACS_peak_2666_lociStitched	chr10	6793854	6805872	2	8279	8583.255599999999
4_MACS_peak_7550_lociStitched	chr15	37322796	37334808	4	7818	7633.625999999999
4_MACS_peak_20086_lociStitched	chr6	7136094	7148101	4	10263	12011.8028
6_MACS_peak_18934_lociStitched	chr5	55437015	55448988	6	7310	5764.9995
4_MACS_peak_3543_lociStitched	chr10	125151521	125163480	4	5044	4790.7754
6_MACS_peak_1997_lociStitched	chr1	190459152	190471074	6	10835	7229.500800000001
5_MACS_peak_16409_lociStitched	chr3	53221183	53233099	5	10407	9947.4768
4_MACS_peak_15659_lociStitched	chr22	43506521	43518412	4	6381	5638.7122
3_MACS_peak_9579_lociStitched	chr17	7737088	7748950	3	9678	17847.5652
5_MACS_peak_9750_lociStitched	chr17	27044506	27056362	5	7013	6862.2528
3_MACS_peak_4588_lociStitched	chr11	100779060	100790882	3	10035	10824.2232
1_MACS_peak_18432_lociStitched	chr4	144273405	144285222	1	11818	11734.280999999999
6_MACS_peak_7421_lociStitched	chr14	106037768	106049570	6	8924	9547.818000000001
5_MACS_peak_2223_lociStitched	chr1	206729766	206741565	5	11199	10755.9684
3_MACS_peak_2430_lociStitched	chr1	226410765	226422536	3	7308	7565.221700000001
5_MACS_peak_11919_lociStitched	chr19	41109236	41121006	5	5362	4432.582
4_MACS_peak_14184_lociStitched	chr2	238600107	238611876	4	9865	7688.6876999999995
