#15_0EX1_0229Kronos_MM1S-KB-3hr-1_H3K27Ac_hs-dm_i25_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/15_0EX1_0229Kronos_MM1S-KB-3hr-1_H3K27Ac_hs-dm_i25_ROSE/15_0EX1_0229Kronos_MM1S-KB-3hr-1_H3K27Ac_hs-dm_i25_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X15_0EX1_0229Kronos_MM1S.KB.3hr.1_H3K27Ac_hs.dm_i25.bam
#Using cutoff of 26071.572 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X15_0EX1_0229Kronos_MM1S.KB.3hr.1_H3K27Ac_hs.dm_i25.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	isStretch
4_MACS_peak_21499_lociStitched	chr5	55437283	55453658	4	14919	54261.8375	2811.5875	124	1
4_MACS_peak_16677_lociStitched	chr20	43583452	43609245	4	14877	41279.1172	4261.0036	125	1
4_MACS_peak_15901_lociStitched	chr2	219743211	219763279	4	14833	38701.138	3568.0904	126	1
3_MACS_peak_11966_lociStitched	chr17	75131452	75147047	3	14759	94568.08	3025.43	127	1
5_MACS_peak_22354_lociStitched	chr5	150513115	150537960	5	14755	35406.6095	4154.084	128	1
1_MACS_peak_13951_lociStitched	chr2	11883572	11898297	1	14726	59727.545	2819.8375	129	1
1_MACS_peak_25133_lociStitched	chr7	78113649	78128345	1	14697	91182.8016	3072.9336	130	1
5_MACS_peak_18205_lociStitched	chr3	30682741	30703584	5	14665	18156.3373	3082.6797	131	1
4_MACS_peak_22590_lociStitched	chr5	176717188	176740718	4	14636	51991.888	3901.274	132	1
3_MACS_peak_24835_lociStitched	chr7	44661679	44680210	3	14595	42869.6154	3291.1056	133	1
3_MACS_peak_5294_lociStitched	chr11	111232046	111251380	3	14581	61774.0634	3679.2602	134	1
1_MACS_peak_11110_lociStitched	chr17	29635034	29649588	1	14555	57740.0842	2560.0486	135	1
4_MACS_peak_6296_lociStitched	chr12	57021839	57040837	4	14482	30961.0406	3571.624	136	1
3_MACS_peak_3563_lociStitched	chr10	81001250	81020541	3	14467	44814.9221	2895.5791	137	1
5_MACS_peak_8493_lociStitched	chr15	21976572	22002397	5	14433	22865.455	3896.9925	138	1
2_MACS_peak_5906_lociStitched	chr12	26265899	26280404	2	14396	66891.258	2989.4805	139	1
4_MACS_peak_26169_lociStitched	chr8	27930041	27951651	4	14389	31870.428	3935.181	140	1
3_MACS_peak_6988_lociStitched	chr12	123371225	123387076	3	14355	29845.8479	1830.7905	141	1
3_MACS_peak_20361_lociStitched	chr4	77608754	77624679	3	14301	31203.445	2958.865	142	1
5_MACS_peak_29094_lociStitched	chrX	128902444	128921512	5	14266	34284.264	2013.5808	143	1
6_MACS_peak_14470_lociStitched	chr2	64430493	64456398	6	14246	44367.4935	4453.0695	144	1
1_MACS_peak_17702_lociStitched	chr22	38700781	38715019	1	14239	30274.2594	2437.5456	145	1
3_MACS_peak_19091_lociStitched	chr3	129026616	129048543	3	14216	41281.9629	3547.7886	146	1
4_MACS_peak_2293_lociStitched	chr1	204474580	204493866	4	14168	71794.0636	4597.7824	147	1
2_MACS_peak_2267_lociStitched	chr1	203266869	203281701	2	14139	80255.952	4101.048	148	1
5_MACS_peak_28197_lociStitched	chr9	134127135	134153397	5	14128	43713.099	3915.6642	149	1
4_MACS_peak_22985_lociStitched	chr6	26183540	26207422	4	14061	56509.5884	4260.5488	150	1
1_MACS_peak_17514_lociStitched	chr22	29185608	29199667	1	14060	81692.6313	2745.7227	151	1
4_MACS_peak_666_lociStitched	chr1	40838968	40858305	4	14046	34866.5447	3385.9087	152	1
3_MACS_peak_28120_lociStitched	chr9	130828831	130845722	3	14045	35743.0451	2442.4386	153	1
3_MACS_peak_6109_lociStitched	chr12	48201035	48218845	3	13956	59423.065	3127.436	154	1
1_MACS_peak_1730_lociStitched	chr1	155938136	155952061	1	13926	60345.38	3711.0125	155	1
4_MACS_peak_14502_lociStitched	chr2	65157221	65178670	4	13906	95205.6763	4467.8267	156	1
3_MACS_peak_12017_lociStitched	chr17	76763330	76779668	3	13883	38869.7358	2347.7706	157	1
4_MACS_peak_3579_lociStitched	chr10	81946459	81966511	4	13879	46185.7716	3382.7724	158	1
3_MACS_peak_12199_lociStitched	chr18	9054808	9074466	3	13864	124981.6324	3744.849	159	1
1_MACS_peak_11283_lociStitched	chr17	37924856	37938704	1	13849	40671.576	2265.5328	160	1
3_MACS_peak_16993_lociStitched	chr21	19152045	19169216	3	13775	32667.8275	2609.992	161	1
3_MACS_peak_26572_lociStitched	chr8	81046375	81062203	3	13758	26208.0024	2855.3712	162	1
6_MACS_peak_26896_lociStitched	chr8	126285538	126308139	6	13738	31722.7636	3964.2154	163	1
2_MACS_peak_4392_lociStitched	chr11	19449969	19466075	2	13694	90631.6832	3536.8776	164	1
3_MACS_peak_21996_lociStitched	chr5	118657833	118678684	3	13659	46064.0292	3744.8396	165	1
3_MACS_peak_11962_lociStitched	chr17	75078885	75092975	3	13652	46797.117	2834.908	166	1
4_MACS_peak_13148_lociStitched	chr19	16693973	16717002	4	13623	53454.9148	4532.1072	167	1
6_MACS_peak_8696_lociStitched	chr15	40329572	40358249	6	13594	32181.3294	4103.6787	168	1
1_MACS_peak_11752_lociStitched	chr17	62196752	62210267	1	13516	31931.8905	2801.6595	169	1
4_MACS_peak_19293_lociStitched	chr3	151985422	152001990	4	13496	32998.4856	2728.7496	170	1
3_MACS_peak_27696_lociStitched	chr9	94180874	94195997	3	13495	37576.1181	2530.0779	171	1
5_MACS_peak_12776_lociStitched	chr19	2254564	2274510	5	13464	36967.9164	4428.012	172	1
6_MACS_peak_8483_lociStitched	chr15	20969938	20995767	6	13400	24780.3426	3492.0808	173	1
3_MACS_peak_19675_lociStitched	chr3	186703232	186720675	3	13298	68795.192	4625.8836	174	1
4_MACS_peak_24286_lociStitched	chr6	157976656	157999868	4	13262	35279.9188	1935.8808	175	1
3_MACS_peak_9808_lociStitched	chr16	12052433	12072416	3	13235	109694.6802	3948.6408	176	1
3_MACS_peak_11850_lociStitched	chr17	70582378	70601721	3	13216	37711.1128	3104.5515	177	1
2_MACS_peak_21345_lociStitched	chr5	32581067	32594473	2	13146	46249.3594	2430.5078	178	1
4_MACS_peak_16863_lociStitched	chr20	55957941	55975454	4	13079	27005.046	2737.2819	179	1
4_MACS_peak_17493_lociStitched	chr22	26974711	26992181	4	12940	34905.06	3018.816	180	1
1_MACS_peak_639_lociStitched	chr1	40029971	40042891	1	12921	24394.252	2503.896	181	1
4_MACS_peak_23024_lociStitched	chr6	27094328	27116139	4	12880	50117.3158	3280.3744	182	1
3_MACS_peak_28677_lociStitched	chrX	48790304	48805706	3	12873	61976.1078	1688.0592	183	1
2_MACS_peak_24896_lociStitched	chr7	50343649	50357806	2	12821	41995.3248	2548.26	184	1
4_MACS_peak_5098_lociStitched	chr11	82765047	82790118	4	12778	45824.7738	4389.9321	185	1
1_MACS_peak_394_lociStitched	chr1	27018213	27030988	1	12776	52194.8175	2538.3925	186	1
4_MACS_peak_2912_lociStitched	chr10	7511740	7535605	4	12735	46722.897	3202.683	187	1
5_MACS_peak_6302_lociStitched	chr12	57093811	57120091	5	12701	23491.692	4012.956	188	1
6_MACS_peak_10316_lociStitched	chr16	67191473	67218847	6	12701	29284.7052	4259.3944	189	1
4_MACS_peak_17760_lociStitched	chr22	39910832	39929676	4	12668	37725.688	3103.6068	190	1
1_MACS_peak_2427_lociStitched	chr1	211743755	211756410	1	12656	23867.33	3003.0315	191	1
1_MACS_peak_14260_lociStitched	chr2	43444283	43456903	1	12621	67954.914	2319.556	192	1
4_MACS_peak_16091_lociStitched	chr2	238599863	238613408	4	12605	21559.5765	1414.098	193	1
2_MACS_peak_17450_lociStitched	chr22	24177316	24192182	2	12594	103016.9202	2717.5048	194	1
5_MACS_peak_10020_lociStitched	chr16	29464015	29487920	5	12523	21519.281	4716.4565	195	1
1_MACS_peak_22964_lociStitched	chr6	25402785	25415304	1	12520	121118.8212	2781.7218	196	1
2_MACS_peak_22269_lociStitched	chr5	142772528	142785920	2	12511	44899.3584	1963.2672	197	1
3_MACS_peak_28103_lociStitched	chr9	130531960	130551754	3	12400	31854.4842	3323.4126	198	1
3_MACS_peak_28578_lociStitched	chrX	39953247	39969537	3	12382	27261.315	1181.025	199	1
2_MACS_peak_22108_lociStitched	chr5	131822520	131837772	2	12367	35773.566	2955.8376	200	1
3_MACS_peak_15727_lociStitched	chr2	202040285	202060022	3	12321	21483.7245	3290.1579	201	1
5_MACS_peak_5770_lociStitched	chr12	11901698	11920075	5	12307	35555.8196	3164.5194	202	1
4_MACS_peak_4957_lociStitched	chr11	71412101	71426809	4	12275	58436.3548	2885.7096	203	1
2_MACS_peak_2601_lociStitched	chr1	226840066	226852630	2	12260	69774.174	3467.664	204	1
1_MACS_peak_12316_lociStitched	chr18	22928945	22941199	1	12255	29673.061	1393.2798	205	1
4_MACS_peak_13652_lociStitched	chr19	48880363	48902368	4	12248	37327.0815	3071.898	206	1
4_MACS_peak_4915_lociStitched	chr11	67760524	67778364	4	12243	36434.632	2576.096	207	1
4_MACS_peak_8923_lociStitched	chr15	52959299	52977248	4	12231	29833.0329	3175.1781	208	1
3_MACS_peak_5689_lociStitched	chr12	7022755	7038391	3	12205	26288.8068	2417.3256	209	1
3_MACS_peak_27071_lociStitched	chr8	145009658	145027904	3	12181	28598.7804	2381.103	210	1
5_MACS_peak_6011_lociStitched	chr12	33037838	33060373	5	12181	19643.7595	3483.911	211	1
2_MACS_peak_23144_lociStitched	chr6	31694613	31709273	2	12101	60638.158	2902.68	212	1
5_MACS_peak_14305_lociStitched	chr2	46788658	46804542	5	12037	25608.1848	2868.6504	213	1
3_MACS_peak_21180_lociStitched	chr5	1329090	1346291	3	12037	33333.8179	3290.5513	214	1
1_MACS_peak_10485_lociStitched	chr16	79628796	79640815	1	12020	24995.9143	1223.5342	215	1
2_MACS_peak_23830_lociStitched	chr6	108986317	108998732	2	12001	37992.383	1862.25	216	1
6_MACS_peak_14577_lociStitched	chr2	70335018	70360906	6	11987	51214.2304	3911.6768	217	1
4_MACS_peak_14085_lociStitched	chr2	27293254	27310790	4	11979	22298.7776	2653.1968	218	1
3_MACS_peak_18146_lociStitched	chr3	20080186	20098157	3	11937	32160.9016	2727.9978	219	1
1_MACS_peak_22672_lociStitched	chr6	389030	400918	1	11889	28884.2736	2173.1264	220	1
1_MACS_peak_16673_lociStitched	chr20	43270375	43282249	1	11875	38959.7814	2360.5512	221	1
4_MACS_peak_15771_lociStitched	chr2	204552813	204574004	4	11852	47480.5546	3708.425	222	1
4_MACS_peak_19348_lociStitched	chr3	156804732	156824293	4	11851	64653.0172	5506.4215	223	1
2_MACS_peak_23549_lociStitched	chr6	74220311	74234445	2	11837	39910.1758	2682.6332	224	1
3_MACS_peak_2703_lociStitched	chr1	234734110	234749895	3	11816	76492.5315	4017.2825	225	1
4_MACS_peak_12001_lociStitched	chr17	76163821	76183629	4	11802	29282.1664	2731.5232	226	1
1_MACS_peak_20283_lociStitched	chr4	71523286	71535074	1	11789	26195.2936	2044.0392	227	1
3_MACS_peak_20092_lociStitched	chr4	38307283	38322448	3	11779	51667.155	2417.301	228	1
2_MACS_peak_3206_lociStitched	chr10	43890498	43905899	2	11750	40225.8719	2200.8029	229	1
3_MACS_peak_13059_lociStitched	chr19	13043267	13057975	3	11612	24437.342	2531.2468	230	1
1_MACS_peak_7657_lociStitched	chr13	114556493	114568074	1	11582	75925.036	2596.4602	231	1
1_MACS_peak_15548_lociStitched	chr2	182168439	182179999	1	11561	52035.028	2145.536	232	1
4_MACS_peak_22761_lociStitched	chr6	7134908	7148035	4	11536	31764.7146	2517.7586	233	1
3_MACS_peak_21341_lociStitched	chr5	32530519	32543884	3	11536	35391.8565	2634.2415	234	1
2_MACS_peak_1763_lociStitched	chr1	156709212	156722800	2	11523	43014.1728	3460.8636	235	1
2_MACS_peak_15736_lociStitched	chr2	202116123	202129129	2	11522	70091.9352	2715.6528	236	1
4_MACS_peak_20308_lociStitched	chr4	74454088	74475605	4	11512	40583.2137	3371.7139	237	1
3_MACS_peak_16603_lociStitched	chr20	37486816	37505952	3	11440	99273.7408	3048.3648	238	1
2_MACS_peak_10754_lociStitched	chr17	4842132	4854642	2	11428	49819.824	2469.474	239	1
5_MACS_peak_4869_lociStitched	chr11	66861773	66890021	5	11423	21282.0432	3533.8248	240	1
4_MACS_peak_2146_lociStitched	chr1	192498462	192521092	4	11422	55101.787	4625.572	241	1
3_MACS_peak_23393_lociStitched	chr6	45386705	45402496	3	11390	44227.4328	2177.5789	242	1
1_MACS_peak_11444_lociStitched	chr17	43297363	43308737	1	11375	88712.6504	2223.617	243	1
1_MACS_peak_28676_lociStitched	chrX	48767993	48779339	1	11347	23624.6412	1091.4852	244	1
2_MACS_peak_17515_lociStitched	chr22	29206947	29221365	2	11340	56564.6976	2740.8618	245	1
1_MACS_peak_22313_lociStitched	chr5	148204665	148215945	1	11281	44629.32	2416.176	246	1
3_MACS_peak_975_lociStitched	chr1	66736898	66750607	3	11250	56716.8748	2692.4476	247	1
3_MACS_peak_1813_lociStitched	chr1	160640993	160656016	3	11242	54996.1984	4060.7169	248	1
3_MACS_peak_18811_lociStitched	chr3	101495491	101513215	3	11225	31004.5932	2975.8596	249	1
4_MACS_peak_13792_lociStitched	chr19	56145546	56167851	4	11222	32471.619	3033.48	250	1
5_MACS_peak_12883_lociStitched	chr19	6765414	6789507	5	11196	21322.305	5201.6787	251	1
3_MACS_peak_17248_lociStitched	chr21	45194917	45210674	3	11194	39788.0007	3524.8409	252	1
4_MACS_peak_14246_lociStitched	chr2	42344080	42360860	4	11182	25633.128	2850.922	253	1
2_MACS_peak_12716_lociStitched	chr19	1015156	1029469	2	11180	28563.0228	2892.6573	254	1
3_MACS_peak_16513_lociStitched	chr20	32989914	33005701	3	11159	21678.7084	2391.7305	255	1
3_MACS_peak_17730_lociStitched	chr22	39459166	39474350	3	11113	33164.8928	2496.2496	256	1
3_MACS_peak_596_lociStitched	chr1	37930704	37946345	3	11101	28308.6459	2557.3035	257	1
5_MACS_peak_21775_lociStitched	chr5	87954643	87976757	5	11081	60313.7236	3264.0264	258	1
4_MACS_peak_21788_lociStitched	chr5	88595856	88617219	4	11002	51694.1874	3471.4875	259	1
