GENE	H3k27me3_22_DMSO_compare_TSS_SIGNAL	H3k27me3_22_DMSO_compare_DISTAL_SIGNAL
AGTRAP	0.0	110262.76940000003
AGXT	0.0	4239.0364
AGXT2L2	0.0	5304.2485
AHCYL1	0.0	496.11519999999996
AHCYL2	0.0	0.0
AHDC1	0.0	487.3652
AHNAK	307.3356	78.358
AHNAK2	87.9075	34746.173299999995
AHRR	0.0	2346.1604
AHSP	0.0	979.8204000000001
AICDA	0.0	0.0
AIF1	0.0	9245.1701
AIF1L	4654.8416	371442.4345999999
AIFM3	1230.2544	53837.67860000001
AIM1	2310.7245	1447.6644000000001
AIM1L	0.0	11789.1573
AIM2	0.0	1679.8936
AIP	0.0	54566.40670000002
AIPL1	185.7947	45135.07110000001
AIRE	25714.800000000003	202995.00999999998
AJAP1	98.8753	11092.4322
AK1	0.0	1468.9224000000002
AKAP8	0.0	5814.3996
AKAP8L	0.0	10111.265500000001
AKIRIN1	0.0	0.0
AKR1D1	0.0	15697.0834
AKT1	0.0	49865.600199999986
AKT2	0.0	2679.093
ALDH16A1	0.0	182057.89960000012
ALDH1A3	389.8521	0.0
ALDH3A1	274.5418	2598.056
ALDH3A2	0.0	1989.9799999999998
ALDH3B2	0.0	17658.752399999998
ALDH4A1	0.0	131590.40130000006
ALDOA	0.0	56037.3685
ALDOC	0.0	128409.4916
ALG1	0.0	56333.71560000001
ALG12	0.0	18789.0047
ALG1L2	0.0	1134.0302000000001
ALG3	0.0	27155.301600000003
ALKBH3	0.0	2562.9164
ALKBH4	0.0	18277.3041
ALKBH5	0.0	430.231
ALKBH6	0.0	29721.611399999998
ALKBH7	0.0	45638.29259999998
ALLC	0.0	1512.1754999999998
ALMS1	0.0	3077.3146
ALOX12	0.0	47012.4666
ALOX12B	9867.9168	175425.3035
ALOX15	5309.061900000001	97314.30989999998
ALOX15B	3337.7068	177658.9243
ALOXE3	2575.918	157335.92690000002
ALPI	0.0	13543.5292
ALPL	3386.73	173696.29389999996
ALPP	139.01160000000002	3192.8531
ALPPL2	0.0	11165.786300000002
ALS2CL	183.172	1200.1870000000001
ALX3	0.0	496.11519999999996
ALX4	1357.8967	28307.6456
AMAC1	0.0	600.9680000000001
AMAC1L3	0.0	82230.2263
AMBP	0.0	6768.975200000001
AMDHD2	0.0	6559.748
AMFR	0.0	4645.0386
AMH	0.0	23338.7232
AMHR2	0.0	1020.3537
AMICA1	1329.8984	52881.4093
AMIGO3	0.0	9913.2366
AMOTL2	0.0	6690.1900000000005
AMPD3	1784.5362	589.6611
AMZ1	4000.2947999999997	127957.27760000002
AMZ2	0.0	4849.9313
ANAPC11	0.0	77067.28039999999
ANAPC2	0.0	77018.36849999998
ANGPT4	198.915	3290.6878999999994
ANGPTL4	4767.1456	45974.4824
ANGPTL6	0.0	25069.372400000004
ANK1	0.0	739.332
ANKLE1	850.0043999999999	38861.9946
ANKRD11	0.0	3440.5197000000003
ANKRD13B	0.0	923.6964
ANKRD13D	0.0	1193.3306
ANKRD16	0.0	246.48000000000002
ANKRD2	0.0	507.096
ANKRD22	0.0	528.5766
ANKRD23	0.0	13724.0856
ANKRD24	1640.9211	244068.42519999997
ANKRD30BL	0.0	11996.8029
ANKRD33	0.0	63891.20999999999
ANKRD34A	539.556	13764.0785
ANKRD35	971.8734	12238.7873
ANKRD39	0.0	14061.213
ANKRD40	0.0	63019.4243
ANKRD53	0.0	17009.3264
ANKRD54	0.0	20271.519500000006
ANKRD7	0.0	1024.2128
ANKRD9	0.0	3031.203
ANKS3	0.0	700.4168
ANKZF1	0.0	25735.461400000004
ANO1	1334.9446	256370.7825999999
ANO7	0.0	2555.8905999999997
ANO8	0.0	44403.109899999996
ANO9	897.1776	116877.1167
ANP32E	0.0	542.0764
ANXA9	0.0	54.1454
AOC2	0.0	21457.9968
AOC3	0.0	21457.9968
AP1B1	0.0	15352.2998
AP1M1	0.0	4483.105500000001
AP1M2	0.0	25233.368000000006
AP1S1	160.5408	211732.56699999992
AP2A1	0.0	34026.4137
AP2A2	0.0	33961.8446
AP2M1	0.0	13267.6199
AP4M1	0.0	35112.4565
APBA3	0.0	298224.09520000004
APC2	6615.8	191883.90039999995
APCDD1L	0.0	40638.46459999999
APEH	0.0	9913.2366
APH1A	0.0	542.0764
APLP1	3082.902	140900.48460000003
APOA1BP	0.0	153545.25300000003
APOA2	0.0	0.0
APOB	0.0	233.6891
APOB48R	0.0	1178.2621
APOBEC3G	0.0	319.746
APOBEC3H	0.0	319.746
APOC1	1051.8039999999999	207684.30270000006
APOC1P1	4357.7726	188921.10430000006
APOC2	0.0	173929.37550000008
APOC4	0.0	174264.76800000007
APOD	0.0	21621.8642
APOE	1947.6	217033.01240000007
APOL6	0.0	7583.5465
APOM	0.0	9245.1701
APPL1	0.0	243.9908
APRT	0.0	11314.926200000002
AQP12A	4213.200000000001	56386.80989999999
AQP12B	277.5349	56386.80989999999
AQP2	0.0	44410.57870000001
AQP5	2163.7806	46419.16180000001
AQP6	6944.0	46419.16180000001
ARAP1	0.0	23734.0406
ARAP3	0.0	2585.3577999999998
ARC	12303.2	264755.7629000002
ARCN1	0.0	17043.814700000003
ARF1	0.0	23218.467100000005
ARF3	0.0	33936.1251
ARFGAP1	0.0	494868.1701999997
ARFGAP2	0.0	1661.7703000000001
ARFGAP3	0.0	1362.0363
ARFGEF1	0.0	1603.8337
ARFIP2	0.0	846.5396
ARFRP1	0.0	118136.8631
ARHGAP11A	0.0	387.4504
ARHGAP17	0.0	3270.1441000000004
ARHGAP23	0.0	52859.144100000005
ARHGAP33	0.0	149214.8576
ARHGAP39	0.0	46788.18649999999
ARHGAP4	0.0	33479.3286
ARHGAP40	0.0	10136.821800000002
ARHGAP8	0.0	104543.00929999998
ARHGAP9	0.0	4813.492
ARHGDIA	0.0	77067.28039999999
ARHGDIG	1580.5112	16309.983899999996
ARHGEF1	0.0	317501.1288000001
ARHGEF10	0.0	92230.31000000001
ARHGEF10L	1822.8452	387605.2441000001
ARHGEF11	0.0	1299.9952
ARHGEF15	3205.8095999999996	19705.7117
ARHGEF16	3686.6580000000004	638640.0946000002
ARHGEF17	845.0527	0.0
ARHGEF18	0.0	78967.93430000001
ARHGEF19	0.0	189829.49199999994
ARHGEF2	0.0	10808.785
ARHGEF25	0.0	10552.181
ARHGEF3	547.074	243.9908
ARHGEF38	0.0	866.7031999999999
ARHGEF40	439.91999999999996	286.1838
ARHGEF7	589.5501999999999	107.536
ARID3A	0.0	106820.6498
ARID3C	7141.200000000001	151378.46300000002
ARL10	999.5948000000001	0.0
ARL16	0.0	20181.2121
ARL2	0.0	552.9456
ARL4D	5261.599999999999	24153.95969999999
ARL5C	0.0	34082.1103
ARL8A	0.0	63480.58359999999
ARMC5	0.0	8138.993400000001
ARMC7	0.0	2323.8978
ARMS2	0.0	1658.5429
ARPC4	0.0	567.7392
ARPC5L	0.0	0.0
ARPP19	0.0	263.8275
ARRB1	1646.6216	34668.8008
ARRB2	0.0	14813.838499999998
ARRDC1	0.0	3190.3332
ARRDC2	9808.273200000001	285375.6881999999
ARRDC5	0.0	7106.7987
ARSA	0.0	83586.18340000001
ARSG	0.0	4849.9313
ARSI	0.0	577.8121
ARSK	0.0	199.3092
ART1	0.0	2231.6088
ART5	0.0	2231.6088
ARVCF	1604.6641000000002	47608.962199999994
ARX	0.0	354.51
ASAP3	849.5483	10580.926800000001
ASB10	6022.0022	142703.92790000004
ASB15	0.0	2107.2624
ASB16	0.0	39520.2446
ASB6	316.3725	320699.4363999999
ASB8	0.0	880.9051000000001
ASCL2	48.152	355381.93529999984
ASCL3	0.0	0.0
ASF1B	0.0	139687.40350000001
ASGR1	6421.799999999999	168526.60740000004
ASGR2	1948.0478	162360.22840000002
ASNA1	0.0	27544.08909999999
ASPDH	0.0	179580.0624
ASPG	0.0	15220.0967
ASPHD1	2892.6600000000003	18028.4528
ASPHD2	0.0	1377.3068
ASPSCR1	0.0	49311.205599999994
ASS1	977.4537	231076.91240000012
ASTL	0.0	23712.5766
ATAD3A	0.0	129302.49919999998
ATAD3B	0.0	74213.53730000001
ATAD3C	4316.371300000001	114172.31330000004
ATAD5	0.0	349.82099999999997
ATCAY	2334.0	421499.4832999998
ATF3	2018.106	1003.1081999999999
ATF4	0.0	79185.10800000001
ATF6B	0.0	266997.3667999999
ATF7	0.0	5751.8825
ATG2A	0.0	1779.5556
ATG4B	0.0	10278.9358
ATG4D	0.0	25233.368000000006
ATG5	0.0	1013.012
ATG9A	0.0	25735.461400000004
ATG9B	0.0	46786.8874
ATHL1	702.7800000000001	189230.82459999988
ATL3	0.0	508.61389999999994
ATN1	0.0	15585.9451
ATOH8	2373.0	2920.5047
ATP13A2	0.0	122052.19230000002
ATP13A3	0.0	14173.865
ATP1A2	0.0	4005.4204
ATP1A3	1884.7368999999999	307395.87479999993
ATP1A4	0.0	4005.4204
ATP1B2	9212.400000000001	106610.97909999997
ATP2A1	0.0	690.7128
ATP2B2	4080.9332	7814.8037
ATP2B3	3438.0	167819.73929999996
ATP4A	2237.6654	155718.50799999994
ATP4B	1310.9808	637.1944
ATP5D	0.0	474550.4417
ATP5E	0.0	3251.268
ATP5EP2	0.0	356.46450000000004
ATP5G1	0.0	36137.768000000004
ATP5G2	0.0	30846.686199999996
ATP5H	0.0	74144.49309999999
ATP5L2	0.0	34867.75810000001
ATP6V0A1	0.0	2191.0392
ATP6V0C	0.0	6559.748
ATP6V0D1	0.0	10584.7272
ATP6V0E2	0.0	216133.48440000002
ATP6V1B1	0.0	17009.3264
ATP6V1F	0.0	59045.43250000002
ATP6V1G2	0.0	9245.1701
ATP6V1H	0.0	137.7675
ATP8B1	550.188	0.0
ATP8B3	1744.3147000000001	234194.33010000002
ATRIP	0.0	11913.831300000002
ATXN10	0.0	139409.14569999996
ATXN7L1	307.5943	31.98
ATXN7L3	0.0	39520.2446
AUP1	0.0	17828.449
AURKAIP1	0.0	128375.90360000002
AURKB	0.0	29431.3757
AVIL	0.0	2641.7832
AVP	1775.3267999999998	10891.2844
AVPI1	0.0	6278.951999999999
AVPR2	0.0	41461.001200000006
AXIN1	0.0	16774.851499999997
AXL	7800.0	76660.10089999999
AZGP1	0.0	3038.1708
AZGP1P1	0.0	3038.1708
AZI1	0.0	199327.61860000002
AZU1	3336.3999999999996	351040.3816999999
B3GALT4	0.0	21215.411399999994
B3GALT6	0.0	239443.24970000007
B3GAT1	0.0	3217.0029999999997
B3GAT3	0.0	78.358
B3GNT1	0.0	100449.79619999998
B3GNT3	2741.4	103797.08320000005
B3GNT6	0.0	3426.358
B3GNT7	1274.3496	122.6125
B3GNT9	0.0	3298.9878
B3GNTL1	0.0	173222.16290000002
B4GALNT1	0.0	10552.181
B4GALNT2	160.062	28874.8289
B4GALNT3	1694.5004000000001	9423.2763
B4GALNT4	465.9281	210128.6938999999
B4GALT3	0.0	0.0
B4GALT5	0.0	578.8062
B4GALT7	0.0	896.3272
B9D1	0.0	3539.4617
BACE2	0.0	710.5
BAD	0.0	30325.269900000003
BAG5	0.0	1020.7860000000001
BAGE	0.0	6794.6548999999995
BAGE4	0.0	6794.6548999999995
BAHCC1	4770.8282	868189.1284000002
BAHD1	435.4544	8537.2786
BAI1	17872.199999999997	221633.7748000001
BAI2	0.0	208194.3426
BAIAP2	1592.9105000000002	253815.21979999993
BAIAP2L2	0.0	577.5219999999999
BAIAP3	14747.4296	198515.8866
BAK1	0.0	1495.8763
BANF1	0.0	716.3745
BANP	0.0	2038.0598
BAP1	0.0	69256.82160000001
BARHL1	807.8211000000001	148649.5484
BARX1	1810.9434	18136.4692
BASE	0.0	5602.5944
BAT1	0.0	9245.1701
BAT2	0.0	9245.1701
BAT3	0.0	9245.1701
BATF2	0.0	552.9456
BATF3	2162.3888	37.1082
BAX	0.0	72957.1278
BAZ1B	0.0	27548.688500000004
BBC3	0.0	18913.7769
BBS1	0.0	76086.59699999998
BBS12	0.0	775.3698999999999
BBS2	0.0	368.7491
BBS4	0.0	22219.1831
BCAM	3000.9197999999997	208256.87840000002
BCAN	0.0	165300.5238
BCAP29	0.0	961.3134
BCAP31	0.0	76455.94720000001
BCAR1	1092.3326	2901.5983000000006
BCAT1	2032.5521999999999	5351.7921
BCAT2	0.0	99017.83459999999
BCDIN3D	0.0	16378.0538
BCKDK	0.0	16026.894800000004
BCL2L11	0.0	752.0156000000001
BCL2L12	0.0	35048.5196
BCL2L2	0.0	1924.0686999999996
BCL3	0.0	86635.02410000001
BCL6	530.6966	3245.9767
BCL6B	0.0	68847.88220000001
BCL7A	0.0	417.725
BCL7B	0.0	51063.60840000001
BCRP2	0.0	26537.2443
BCRP3	0.0	2384.7276
BDH1	0.0	10727.3263
BEAN1	175.0294	3111.7806
BECN1	0.0	21457.9968
BEGAIN	0.0	7011.043
BEST1	0.0	81770.88260000001
BEST2	6624.0	56217.70030000001
BET1L	0.0	27524.328299999994
BGN	3627.6437	144566.74409999995
BHLHA9	2300.0321999999996	356362.0618000002
BHLHE23	8537.400000000001	462851.3544999998
BIK	646.893	37770.7932
BIN1	0.0	866.8499999999999
BIN2	0.0	0.0
BIN3	0.0	65075.16430000001
BIRC5	0.0	38380.633799999996
BIRC7	7644.599999999999	469127.1279999999
BLCAP	0.0	3735.4213999999997
BLK	0.0	4799.6410000000005
BLM	0.0	38092.533299999996
BLMH	0.0	0.0
BLOC1S1	0.0	133.3304
BLOC1S3	0.0	85242.3698
BLVRB	427.51460000000003	62299.348700000024
BMI1	54.6535	5417.0378
BMP1	1487.4021	72461.42950000001
BMP3	729.0756	6640.9788
BMP6	0.0	2099.5042
BMP7	1112.3651	4169.6851
BMPR1A	0.0	6982.0286
BMS1	0.0	3346.7628
BMS1P1	0.0	33.558
BNIP1	0.0	6881.860500000001
BNIPL	0.0	1540.3484000000003
BOD1L	0.0	1988.5278999999998
BOK	2193.0208	10278.9358
BOK-AS	2323.7936	10278.9358
BOLA2B	0.0	0.0
BOP1	0.0	16767.8378
BPHL	0.0	0.0
BPIL1	1255.4527999999998	12960.762799999997
BPIL3	0.0	12362.485699999997
BRD1	0.0	30422.1536
BRD3	0.0	80484.85550000002
BRD4	0.0	60874.46390000002
BRD9	0.0	2933.1625
BREA2	0.0	114601.7837
BRF1	0.0	69558.081
BRF2	0.0	7301.470800000001
BRMS1	0.0	100122.37139999999
BRSK1	0.0	87844.83299999997
BRSK2	1211.584	174270.73749999996
BSG	0.0	152440.88899999997
BSN	905.7938	3000.016
BSND	0.0	1784.4959999999999
BSPH1	865.0706	21917.669300000005
BST2	0.0	70965.98770000001
BSX	1552.0596	5404.1688
BTBD11	0.0	2527.4178
BTBD16	0.0	1399.8995
BTBD17	4086.0000000000005	253507.93200000003
BTBD6	0.0	69558.081
BTG2	0.0	1334.5299
BTNL3	0.0	1454.5259999999998
BTNL9	0.0	3176.6488999999992
BTRC	0.0	3985.4431999999997
BUB1B	0.0	0.0
BUB3	0.0	3531.7629
BZRAP1	0.0	26159.155400000007
C10orf105	0.0	59234.5771
C10orf114	717.6171999999999	1784.936
C10orf12	0.0	13451.6193
C10orf125	276.299	28435.996100000008
C10orf140	0.0	1784.936
C10orf2	0.0	58838.582800000004
C10orf35	0.0	72516.42079999999
C10orf47	0.0	587.3294
C10orf53	0.0	688.1328000000001
C10orf54	0.0	26147.7912
C10orf55	0.0	278.96320000000003
C10orf62	0.0	507.096
C10orf82	0.0	138.0003
C10orf91	0.0	55684.311699999984
C10orf93	968.8315	92528.88690000001
C10orf95	0.0	81728.8741
C11orf10	0.0	294272.51120000007
C11orf16	0.0	0.0
C11orf17	0.0	0.0
C11orf20	4469.3966	47577.82269999998
C11orf21	2706.9167	321609.72050000005
C11orf24	0.0	578.7648
C11orf31	0.0	4479.8894
C11orf35	0.0	8257.3928
C11orf36	1618.7208	58604.01820000003
C11orf49	0.0	861.2016
C11orf61	0.0	15846.100799999998
C11orf63	0.0	5404.1688
C11orf66	3396.9524	364024.79059999983
C11orf68	0.0	1357.2106
C11orf84	0.0	508.61389999999994
C11orf85	0.0	1779.5556
C11orf86	822.3719	40748.9723
C11orf9	12629.9967	311505.34980000014
C11orf94	0.0	41050.2996
C11orf95	637.0649999999999	508.61389999999994
C11orf96	0.0	2562.9164
C12orf10	0.0	1020.3537
C12orf12	0.0	1919.7691
C12orf44	0.0	67282.08549999997
C12orf5	0.0	1498.7896
C12orf53	17275.0	41932.840299999996
C12orf62	0.0	2008.5831
C12orf68	398.6872	880.9051000000001
C12orf77	0.0	5351.7921
C13orf28	0.0	27664.802799999998
C14orf153	0.0	1020.7860000000001
C14orf176	0.0	286.1838
C14orf180	502.708	19174.525100000006
C14orf2	0.0	1245.9711000000002
C14orf70	0.0	4413.0315
C14orf73	0.0	22048.030699999996
C14orf79	819.0173	34746.173299999995
C14orf80	0.0	33288.434100000006
C14orf93	0.0	550.6998
C15orf17	0.0	5146.7037
C15orf23	0.0	22123.511599999998
C15orf39	0.0	79403.7451
C15orf42	0.0	0.0
C15orf52	0.0	25547.169199999997
C15orf56	4150.679	17009.8906
C15orf59	1674.8211999999999	6365.6545
C15orf60	0.0	7168.5032
C15orf63	0.0	708.3411
C16orf11	4779.7202	25788.167400000002
C16orf13	0.0	83613.0396
C16orf3	0.0	14499.9037
C16orf42	0.0	171392.09589999993
C16orf5	0.0	16137.457
C16orf53	0.0	18028.4528
C16orf55	0.0	9388.2794
C16orf57	0.0	979.0548
C16orf58	0.0	3338.1123
C16orf59	0.0	6559.748
C16orf63	0.0	0.0
C16orf7	0.0	5673.649399999999
C16orf70	0.0	1656.3798
C16orf71	0.0	700.4168
C16orf73	0.0	57579.8035
C16orf74	0.0	3084.1803999999997
C16orf75	0.0	0.0
C16orf78	0.0	2197.2059999999997
C16orf79	0.0	113487.51089999998
C16orf81	0.0	20349.4746
C16orf89	1666.9587999999999	56898.4488
C16orf91	2650.6	139806.8825
C16orf92	11452.0	56037.3685
C17orf100	0.0	13459.016199999996
C17orf102	3798.3116	2253.6769999999997
C17orf103	0.0	30488.765400000008
C17orf104	0.0	11950.140500000001
C17orf105	1352.6151	94174.48670000005
C17orf106	0.0	20747.739599999997
C17orf28	8861.0	192151.24719999995
C17orf37	0.0	13114.131000000001
C17orf42	0.0	349.82099999999997
C17orf44	0.0	25251.3946
C17orf47	0.0	1148.1529
C17orf49	0.0	68401.4182
C17orf50	0.0	9354.539
C17orf51	0.0	11622.809200000002
C17orf54	0.0	4603.0497
C17orf55	5618.0	331872.44970000006
C17orf56	0.0	198610.02340000003
C17orf58	0.0	533.8
C17orf59	0.0	54581.04429999999
C17orf61	180.136	90413.55549999997
C17orf65	0.0	39520.2446
C17orf66	0.0	102.34
C17orf68	0.0	19705.7117
C17orf69	0.0	1831.2672
C17orf70	0.0	374966.5186999999
C17orf72	0.0	1105.2123000000001
C17orf74	6192.0	90413.55549999997
C17orf75	0.0	430.57620000000003
C17orf76	0.0	853.31
C17orf77	606.5304	216021.10519999996
C17orf80	0.0	3750.1528000000003
C17orf81	0.0	141033.36570000008
C17orf82	1085.1789	8953.784499999998
C17orf85	0.0	408.2734
C17orf86	0.0	4738.8974
C17orf87	0.0	1043.9974
C17orf88	0.0	44981.06990000001
C17orf89	0.0	198610.02340000003
C17orf90	0.0	20181.2121
C17orf91	0.0	23444.219100000006
C17orf95	0.0	8158.0888
C17orf96	0.0	153657.7588
C17orf97	0.0	68947.86700000001
C17orf99	0.0	3118.1854
C18orf1	0.0	2117.5938
C18orf32	0.0	0.0
C19orf10	0.0	287873.3177
C19orf12	0.0	8827.652
C19orf2	0.0	22481.099000000002
C19orf20	0.0	175764.79900000006
C19orf21	4005.7999999999997	530330.9823999997
C19orf22	0.0	108568.1444
C19orf23	0.0	486553.27200000006
C19orf24	0.0	486553.27200000006
C19orf25	0.0	192642.26760000002
C19orf26	4589.6896	474550.4417
C19orf28	0.0	117598.96660000003
C19orf29	0.0	118383.20409999997
C19orf30	0.0	154652.473
C19orf33	0.0	49913.56329999999
C19orf35	0.0	37519.11309999999
C19orf39	0.0	122428.9145
C19orf42	0.0	990.42
C19orf43	0.0	21159.386699999995
C19orf45	2001.8428	262602.31880000007
C19orf46	0.0	30056.176399999997
C19orf47	0.0	26804.446200000006
C19orf48	0.0	37083.3475
C19orf50	0.0	38081.9283
C19orf51	1215.1969	152738.02309999996
C19orf53	0.0	24850.6843
C19orf54	0.0	10791.779400000001
C19orf55	0.0	125281.47990000003
C19orf56	0.0	12327.974
C19orf57	0.0	15574.4635
C19orf59	6948.0	386816.0523000001
C19orf6	0.0	32462.609
C19orf60	0.0	38081.9283
C19orf61	0.0	2837.3748
C19orf62	0.0	38861.9946
C19orf63	0.0	179580.0624
C19orf66	0.0	26563.026200000004
C19orf70	0.0	89872.12500000003
C19orf71	0.0	137693.32280000002
C19orf73	1383.7668	166981.04219999997
C19orf76	0.0	35048.5196
C19orf77	2268.2306	215916.78340000001
C1QA	0.0	342556.54100000026
C1QB	4679.843999999999	347351.2429000003
C1QC	3701.9879999999994	345960.51910000027
C1QL1	1383.3861000000002	76257.37129999998
C1QL4	2659.4339999999997	17851.482699999997
C1QTNF1	12494.400000000001	485868.85919999995
C1QTNF5	3472.4	27676.575900000003
C1QTNF6	0.0	304852.1160999998
C1QTNF8	4665.2	486409.9927
C1orf105	0.0	1002.5728999999999
C1orf109	0.0	14815.759199999999
C1orf122	0.0	4527.585999999999
C1orf126	1214.6782999999996	4146.959
C1orf127	0.0	180987.4466
C1orf128	0.0	1434.2518
C1orf135	0.0	637.0788
C1orf144	0.0	19182.4595
C1orf151	0.0	26572.091699999997
C1orf157	0.0	705.744
C1orf158	709.631	904.0678
C1orf159	64.3147	406443.3717000001
C1orf170	10350.8	332575.1186
C1orf172	0.0	8849.287
C1orf174	0.0	7703.707499999999
C1orf175	0.0	640.68
C1orf177	0.0	640.68
C1orf182	0.0	147016.34579999998
C1orf187	6520.2956	148619.7741
C1orf192	0.0	34211.1193
C1orf200	5021.917000000001	93173.62189999998
C1orf204	0.0	2928.4927999999995
C1orf210	0.0	4533.885199999999
C1orf212	0.0	4219.486500000001
C1orf213	0.0	413.664
C1orf228	0.0	802.9550999999999
C1orf230	799.8366	11876.4948
C1orf35	0.0	23218.467100000005
C1orf51	0.0	542.0764
C1orf53	0.0	7519.6485
C1orf54	0.0	542.0764
C1orf56	1356.633	7028.7244
C1orf61	4565.599999999999	147016.34579999998
C1orf64	357.489	218246.99479999993
C1orf65	0.0	142.5878
C1orf66	0.0	125054.9536
C1orf69	0.0	4815.6285
C1orf70	0.0	101153.62599999999
C1orf77	0.0	9796.475699999999
C1orf84	0.0	4533.885199999999
C1orf85	0.0	81015.4628
C1orf86	4640.0	152577.22129999995
