GENE	H3k27me3_22_DMSO_compare_TSS_SIGNAL	H3k27me3_22_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
ZBTB16	1146.6838	85.9671	-1060.7167	0.0697416438019881	-3.73753917088058
CR1	1029.4452	0	-1029.4452	0	-8
ATF3	2018.106	1003.1082	-1014.9978	0.332021542861807	-1.00852472300248
CHRDL2	1068.4092	57.891	-1010.5182	0.0513992628253107	-4.20598141619562
ARL10	999.5948	0	-999.5948	0	-8
GADD45G	1156.46	185.079	-971.381	0.137960208387531	-2.64350225232334
CBLB	944.7768	0	-944.7768	0	-8
SCUBE2	923.9526	0	-923.9526	0	-8
FRMPD1	922.757	0	-922.757	0	-8
HNF1B	1475.352	556.0201	-919.3319	0.273716518997184	-1.4078502619114
FGR	1383.3946	487.3652	-896.0294	0.260517250798312	-1.50513758493407
FLJ16341	1159.3353	293.532	-865.8033	0.202036345645607	-1.98170818386149
AIM1	2310.7245	1447.6644	-863.0601	0.385182172073784	-0.674618069138803
ARHGEF17	845.0527	0	-845.0527	0	-8
LIPG	840.3588	0	-840.3588	0	-8
LOC388242	825.473	0	-825.473	0	-8
SLC16A8	1398.2515	577.522	-820.7295	0.292301723856505	-1.27567606759636
CECR6	948.2166	135.1116	-813.105	0.124718990976142	-2.81106510740104
SMO	805.1336	0	-805.1336	0	-8
NFIA	795.7756	0	-795.7756	0	-8
DLG3	783.3072	0	-783.3072	0	-8
SLIT2	783.0308	0	-783.0308	0	-8
WHAMML1	4666	3886.1729	-779.8271	0.454407662875946	-0.263836217921367
PLXNA4	1941.334	1161.9596	-779.3744	0.374427865929282	-0.740488441480584
NRCAM	1868.326	1102.6665	-765.6595	0.371144154689047	-0.760749693897383
SCUBE3	765.63	0	-765.63	0	-8
IQSEC2	933.3409	172.0764	-761.2645	0.155666461887289	-2.43935486977056
PDYN	1144.3307	384.021	-760.3097	0.251264810318201	-1.57524692536176
MEGF11	1087.0404	327.1848	-759.8556	0.231352686969515	-1.73222792754077
CTSH	777.3563	21.1356	-756.2207	0.0264693981241388	-5.20082903368959
SHISA4	2096.58	1362.6039	-733.9761	0.393909066239583	-0.621671639578936
SUSD4	866.3332	142.5878	-723.7454	0.14132702163995	-2.6030714577637
SEMA5B	808.15	85.888	-722.262	0.0960675049606393	-3.23409461340626
STAT5A	868.44	161.3059	-707.1341	0.15664631439659	-2.42862696929474
NGB	706.034	0	-706.034	0	-8
SLC35D3	696.388	0	-696.388	0	-8
CYBRD1	1028.111	332.0205	-696.0905	0.244109117390488	-1.63065180749707
HELT	5462.4	4774.2986	-688.1014	0.466390463034635	-0.194246163445806
MIXL1	682.8488	0	-682.8488	0	-8
ATP4B	1310.9808	637.1944	-673.7864	0.327072431678629	-1.04084106382271
HSPA12A	803.936	138.0003	-665.9357	0.1465070408689	-2.54240925214327
NSFL1C	1072.7814	413.6085	-659.1729	0.278263798751593	-1.37501838931138
PRR5L	649.8074	0	-649.8074	0	-8
TPM1	1683.3673	1037.8704	-645.4969	0.381396450593052	-0.697723693812682
SCARA3	642.4956	0	-642.4956	0	-8
DLK2	1398.157	760.2596	-637.8974	0.35223024137231	-0.878962337239141
RAB11FIP4	636.4566	0	-636.4566	0	-8
NRIP3	636.2986	0	-636.2986	0	-8
MGLL	635.106	0	-635.106	0	-8
SH3PXD2A	722.9565	92.9217	-630.0348	0.113891632353947	-2.9598213898434
CNTD2	612.376	0	-612.376	0	-8
REL	904.8097	293.532	-611.2777	0.244948498412431	-1.62409660550092
PAQR5	671.1368	60.681	-610.4558	0.0829181799076218	-3.46729009966568
CLTCL1	770.2506	164.2576	-605.993	0.175769030170094	-2.22936777723499
RASGRF1	1154.3346	550.7036	-603.631	0.322986077379381	-1.06771352524105
DOCK3	798.126	203.4846	-594.6414	0.203157394700096	-1.97169690898132
TMEM130	925.8444	338.8412	-587.0032	0.267925245610451	-1.45016044659657
SLC6A4	584.4	0	-584.4	0	-8
SEZ6L	572.8074	0	-572.8074	0	-8
TMEM176A	570.2496	0	-570.2496	0	-8
TMEM176B	570.2496	0	-570.2496	0	-8
PPM1E	592.388	23.6714	-568.7166	0.0384238922415598	-4.64532547709144
TMPRSS2	2345.2416	1779.7518	-565.4898	0.431455672147257	-0.398060492300601
ST8SIA1	564.0561	0	-564.0561	0	-8
CLIC6	2450.7072	1889.916	-560.7912	0.43540199481033	-0.374876014234448
MYO1E	555.1418	0	-555.1418	0	-8
PKDCC	553.728	0	-553.728	0	-8
KIRREL3	553.0032	0	-553.0032	0	-8
ATP8B1	550.188	0	-550.188	0	-8
C2CD4A	547.8474	0	-547.8474	0	-8
KCNK12	532.648	0	-532.648	0	-8
FKBP1B	531.576	0	-531.576	0	-8
PCP4L1	528.4565	0	-528.4565	0	-8
CORO2A	613.9012	92.2878	-521.6134	0.130684278571317	-2.73379464160184
PCSK9	2305.848	1784.496	-521.352	0.43627039681748	-0.369780747058157
LOC646903	518.871	0	-518.871	0	-8
PFN2	518.871	0	-518.871	0	-8
CSPG5	822.492	309.78	-512.712	0.273591504514816	-1.40875764255438
NTRK2	678.8623	166.803	-512.0593	0.19724470189329	-2.02497373249267
VSTM1	509.784	0	-509.784	0	-8
MIR3663	503.5905	0	-503.5905	0	-8
SLC26A9	1642.3538	1145.4403	-496.9135	0.410876936714946	-0.519862681826923
LYSMD2	969.6612	474.9528	-494.7084	0.328774883809793	-1.02969660914184
SCN8A	493.334	0	-493.334	0	-8
CXCL14	650.4092	161.5445	-488.8647	0.198957773084845	-2.00941603144968
GPR150	687.8559	199.3092	-488.5467	0.224658521846723	-1.78709805845593
TMEM163	484.59	0	-484.59	0	-8
ARHGEF7	589.5502	107.536	-482.0142	0.154264996208503	-2.45479494941068
GPR161	507.5015	25.8545	-481.647	0.0484751273070895	-4.29492477648067
KCNH8	479.596	0	-479.596	0	-8
ZDHHC22	719.8143	241.159	-478.6553	0.250952862061828	-1.57764011130487
ENAH	475.5071	0	-475.5071	0	-8
OLFML2A	473.304	0	-473.304	0	-8
PRKCB	583.4345	116.9814	-466.4531	0.167017053724794	-2.31829153901304
GRM8	1409.9337	956.0466	-453.8871	0.404080541160888	-0.560474478224033
GGTA1	2821.3128	2383.8227	-437.4901	0.457975147813155	-0.243089689509155
RPP25	423.5904	0	-423.5904	0	-8
SNTB1	551.6788	129.5205	-422.1583	0.190135985166162	-2.09064808129012
MACF1	421.2455	0	-421.2455	0	-8
RARRES2	415.1696	0	-415.1696	0	-8
MARCH4	412.467	0	-412.467	0	-8
TCF7L1	621.287	219.459	-401.828	0.261028895766379	-1.50130843095623
ALDH1A3	389.8521	0	-389.8521	0	-8
SMAGP	389.0736	0	-389.0736	0	-8
COL12A1	1279.917	895.8664	-384.0506	0.411744294032209	-0.514694752214843
SHOX2	916.359	537.399	-378.96	0.36966193823181	-0.769919273841555
PLA2G2E	1120.853	759.4092	-361.4438	0.403884734799221	-0.561647698963651
CKMT1B	745.7796	384.605	-361.1746	0.340242604154374	-0.955371815936219
FBP1	356.3893	0	-356.3893	0	-8
CCDC48	3086.2	2729.8925	-356.3075	0.469368824515772	-0.17698741762706
RIMKLB	347.1528	0	-347.1528	0	-8
IGFBP2	430.4986	86.2576	-344.241	0.16692126770806	-2.31928506520042
TCF7	704.7432	361.3298	-343.4134	0.338935326192484	-0.963781409181361
DYSF	1588.5122	1247.191	-341.3212	0.439817185381037	-0.348993747810943
C6orf123	336.4734	0	-336.4734	0	-8
NTRK3	544.7782	209.8148	-334.9634	0.278050286710849	-1.37655252630594
SLC1A2	333.3112	0	-333.3112	0	-8
RPRML	320.496	0	-320.496	0	-8
GJA3	320.2188	0	-320.2188	0	-8
MYH11	317.832	0	-317.832	0	-8
IL17RD	556.6085	243.9908	-312.6177	0.304760196517784	-1.18983619025125
ADAMTSL4	1886.967	1575.6912	-311.2758	0.455052479623891	-0.260084366008281
IL20RA	351.1571	42.5216	-308.6355	0.108010923628837	-3.04584881649226
COPZ2	304.668	0	-304.668	0	-8
MIR152	304.668	0	-304.668	0	-8
ARHGEF3	547.074	243.9908	-303.0832	0.30843339256152	-1.16490924239093
RCVRN	286.6164	0	-286.6164	0	-8
ID1	835.3676	551.013	-284.3546	0.397447136810772	-0.600324832624524
FRAS1	279.888	0	-279.888	0	-8
ATXN7L1	307.5943	31.98	-275.6143	0.0941767383456286	-3.26578692517534
C7orf57	273.3663	0	-273.3663	0	-8
KIFC3	270.8456	0	-270.8456	0	-8
FAM160A1	864.4125	597.2444	-267.1681	0.408607792977955	-0.533398513246998
PDPN	262.0608	0	-262.0608	0	-8
NTN4	583.4014	323.8785	-259.5229	0.356977488424465	-0.849036147299665
SOX9	727.5045	469.6	-257.9045	0.392279871974418	-0.631523763432208
CLEC18A	257.472	0	-257.472	0	-8
LRP4	1117.06	861.2016	-255.8584	0.435332516184917	-0.375283773590613
TBX5	252.6564	0	-252.6564	0	-8
RPSAP52	346.412	96.8748	-249.5372	0.218537524690562	-1.83829557517062
EPB41L4B	248.8278	0	-248.8278	0	-8
VGLL2	245.4192	0	-245.4192	0	-8
RIN3	243.6252	0	-243.6252	0	-8
HAAO	232.848	0	-232.848	0	-8
AHNAK	307.3356	78.358	-228.9776	0.203161265833812	-1.97166241014489
SCN5A	224.6896	0	-224.6896	0	-8
GJB3	1271.0668	1047.1456	-223.9212	0.451703907717861	-0.279577796881662
EGR4	3291.674	3077.3146	-214.3594	0.483171629479758	-0.0971495207595821
PRRX1	211.0884	0	-211.0884	0	-8
ERBB3	633.8239	434.4211	-199.4028	0.406668039635102	-0.544987884265864
KIAA1045	195.199	0	-195.199	0	-8
PTK7	1444.7982	1256.9511	-187.8471	0.465236023194306	-0.200939475821983
KCNMA1	2762.136	2584.0858	-178.0502	0.48334803468124	-0.096130382726163
JPH2	177.888	0	-177.888	0	-8
RFPL2	1954.4762	1778.686	-175.7902	0.476455590383938	-0.135970169599285
CXCL12	161.541	0	-161.541	0	-8
KCNA2	310.828	156.6368	-154.1912	0.335077207952342	-0.988693273494625
ARHGEF40	439.92	286.1838	-153.7362	0.394136210277374	-0.620299183941734
TMEM132E	2405.4224	2253.677	-151.7454	0.483715157483011	-0.0940094968407613
HOXD11	210.132	64.8879	-145.2441	0.235938926601311	-1.69527449866946
NMUR1	143.654	0	-143.654	0	-8
HSPG2	142.3956	0	-142.3956	0	-8
ADAP2	484.3524	349.821	-134.5314	0.419362449102309	-0.469440192491126
PTPN3	339.5028	207.6548	-131.848	0.379515518015285	-0.709236252480754
VCAN	346.442	216.6057	-129.8363	0.384702219723125	-0.677542633964276
C11orf95	637.065	508.6139	-128.4511	0.443941055386461	-0.324869688513949
TRANK1	351.8356	225.28	-126.5556	0.390355069244359	-0.643182228215987
MMS19	628.7642	507.096	-121.6682	0.446442264637849	-0.310260182691514
UBTD1	628.7642	507.096	-121.6682	0.446442264637849	-0.310260182691514
DZIP1	144.1503	26.356	-117.7943	0.154574933594829	-2.4513705023275
FAM167A	668.56	555.2064	-113.3536	0.453686585936662	-0.268032842663257
LOC285830	823.6791	712.4646	-111.2145	0.463800749890782	-0.209264049079177
EFHD2	501.6012	395.9714	-105.6298	0.441158074566893	-0.341144567659089
MAMLD1	163.701	60.1874	-103.5136	0.268827683792461	-1.44352973376191
ACSBG1	2013.5345	1914.6581	-98.8764000000001	0.487414517302436	-0.0726433982336438
CORO2B	363.5232	267.3152	-96.208	0.423745922886115	-0.443505565655872
TMIE	1293.3107	1200.187	-93.1236999999999	0.48132669222033	-0.10780969601152
ITGA7	215.6596	133.3304	-82.3292	0.382046476976418	-0.693750178850148
TLL2	538.5772	464.5355	-74.0417	0.463094027221468	-0.213364304233148
RASSF5	984.2252	912.405	-71.8202	0.481066367075669	-0.10931410288212
RHBDL3	500.916	430.5762	-70.3398	0.462243484164441	-0.218300117077357
CHAT	740.4252	688.1328	-52.2923999999999	0.481697487956387	-0.105666985696762
DDT	1399.419	1353.1671	-46.2518999999998	0.491598464440404	-0.0484879785113529
GSTT2	1399.419	1353.1671	-46.2518999999998	0.491598464440404	-0.0484879785113529
F2R	283.9824	250.8	-33.1824	0.468975792771041	-0.179264172366312
ABCC8	345.281	323.8933	-21.3877000000001	0.484019335470594	-0.0922523231609983
TMEM200C	557.0943	542.8984	-14.1958999999999	0.493547275359191	-0.037239322860682
ABCC1	0	0	0	NA	1
ABP1	0	0	0	NA	1
ACBD3	0	0	0	NA	1
ACTR3C	0	0	0	NA	1
ADAMTS4	0	0	0	NA	1
AHCYL2	0	0	0	NA	1
AICDA	0	0	0	NA	1
AKIRIN1	0	0	0	NA	1
APOA2	0	0	0	NA	1
ARPC5L	0	0	0	NA	1
ASCL3	0	0	0	NA	1
B4GALT3	0	0	0	NA	1
BIN2	0	0	0	NA	1
BLMH	0	0	0	NA	1
BOLA2B	0	0	0	NA	1
BPHL	0	0	0	NA	1
BUB1B	0	0	0	NA	1
C11orf16	0	0	0	NA	1
C11orf17	0	0	0	NA	1
C15orf42	0	0	0	NA	1
C16orf63	0	0	0	NA	1
C16orf75	0	0	0	NA	1
C18orf32	0	0	0	NA	1
C20orf111	0	0	0	NA	1
C2CD4B	0	0	0	NA	1
C2orf44	0	0	0	NA	1
C2orf52	0	0	0	NA	1
C2orf57	0	0	0	NA	1
C6orf124	0	0	0	NA	1
C7orf29	0	0	0	NA	1
C8orf12	0	0	0	NA	1
C9orf131	0	0	0	NA	1
C9orf3	0	0	0	NA	1
CACNG6	0	0	0	NA	1
CBX1	0	0	0	NA	1
CCDC47	0	0	0	NA	1
CELA1	0	0	0	NA	1
CELA3A	0	0	0	NA	1
CELA3B	0	0	0	NA	1
CLTB	0	0	0	NA	1
CLU	0	0	0	NA	1
COMMD9	0	0	0	NA	1
COX5A	0	0	0	NA	1
CR2	0	0	0	NA	1
DAZAP2	0	0	0	NA	1
DCTN1	0	0	0	NA	1
DCTN4	0	0	0	NA	1
DDX42	0	0	0	NA	1
DEF6	0	0	0	NA	1
DNAJB5	0	0	0	NA	1
EVI2A	0	0	0	NA	1
EVI2B	0	0	0	NA	1
FAF2	0	0	0	NA	1
FAM102A	0	0	0	NA	1
FAM54B	0	0	0	NA	1
FAM81A	0	0	0	NA	1
FBP2	0	0	0	NA	1
FBXO10	0	0	0	NA	1
FCER1G	0	0	0	NA	1
FLJ46111	0	0	0	NA	1
GDAP1L1	0	0	0	NA	1
GDPD2	0	0	0	NA	1
GIMAP1	0	0	0	NA	1
GIMAP5	0	0	0	NA	1
GJB2	0	0	0	NA	1
GJB6	0	0	0	NA	1
GSTZ1	0	0	0	NA	1
HIGD2A	0	0	0	NA	1
HSPC157	0	0	0	NA	1
HUS1	0	0	0	NA	1
IL6R	0	0	0	NA	1
KATNB1	0	0	0	NA	1
KBTBD12	0	0	0	NA	1
KCNK18	0	0	0	NA	1
KIAA1191	0	0	0	NA	1
KIAA1522	0	0	0	NA	1
LIN9	0	0	0	NA	1
LOC100128542	0	0	0	NA	1
LOC100129034	0	0	0	NA	1
LOC100189589	0	0	0	NA	1
LOC283761	0	0	0	NA	1
LOC285972	0	0	0	NA	1
LOC340074	0	0	0	NA	1
LOC375190	0	0	0	NA	1
LOC407835	0	0	0	NA	1
LOC440354	0	0	0	NA	1
LOC606724	0	0	0	NA	1
LOC728743	0	0	0	NA	1
LRRC38	0	0	0	NA	1
LRRC61	0	0	0	NA	1
LRRK1	0	0	0	NA	1
MAP3K10	0	0	0	NA	1
MFAP5	0	0	0	NA	1
MFSD2B	0	0	0	NA	1
MIR1260	0	0	0	NA	1
MIR140	0	0	0	NA	1
MIR1539	0	0	0	NA	1
MIR181A2	0	0	0	NA	1
MIR181B2	0	0	0	NA	1
MIR1972-1	0	0	0	NA	1
MIR3167	0	0	0	NA	1
MIR3622A	0	0	0	NA	1
MIR3622B	0	0	0	NA	1
MIR641	0	0	0	NA	1
MIR935	0	0	0	NA	1
MLL	0	0	0	NA	1
MLLT4	0	0	0	NA	1
MPZ	0	0	0	NA	1
NDST2	0	0	0	NA	1
NDUFS2	0	0	0	NA	1
NDUFS5	0	0	0	NA	1
NFE2L1	0	0	0	NA	1
NOP16	0	0	0	NA	1
NR1I3	0	0	0	NA	1
NR6A1	0	0	0	NA	1
OMG	0	0	0	NA	1
OXER1	0	0	0	NA	1
P2RY2	0	0	0	NA	1
P2RY6	0	0	0	NA	1
PEX7	0	0	0	NA	1
PFN4	0	0	0	NA	1
PKD1L1	0	0	0	NA	1
POMT2	0	0	0	NA	1
POU6F1	0	0	0	NA	1
PPCDC	0	0	0	NA	1
PPOX	0	0	0	NA	1
RBBP4	0	0	0	NA	1
RELT	0	0	0	NA	1
REPIN1	0	0	0	NA	1
RIBC1	0	0	0	NA	1
RIPK1	0	0	0	NA	1
RNF157	0	0	0	NA	1
RPL17	0	0	0	NA	1
RPL17-C18ORF32	0	0	0	NA	1
RPL35	0	0	0	NA	1
SCAMP5	0	0	0	NA	1
SDHC	0	0	0	NA	1
SF3B14	0	0	0	NA	1
SIRPA	0	0	0	NA	1
SLC18A2	0	0	0	NA	1
SLC4A5	0	0	0	NA	1
SLX1A-SULT1A3	0	0	0	NA	1
SLX1B	0	0	0	NA	1
SMARCAL1	0	0	0	NA	1
SMC1A	0	0	0	NA	1
SNORD58A	0	0	0	NA	1
SNORD58B	0	0	0	NA	1
SNORD58C	0	0	0	NA	1
SNX11	0	0	0	NA	1
SPATA12	0	0	0	NA	1
ST5	0	0	0	NA	1
SULT1A4	0	0	0	NA	1
SUN3	0	0	0	NA	1
TAS2R41	0	0	0	NA	1
TCP11	0	0	0	NA	1
TFCP2	0	0	0	NA	1
TMEM9B	0	0	0	NA	1
TMIGD1	0	0	0	NA	1
TOMM40L	0	0	0	NA	1
TOMM5	0	0	0	NA	1
TP53I3	0	0	0	NA	1
TSPAN33	0	0	0	NA	1
TTC9B	0	0	0	NA	1
U58	0	0	0	NA	1
UPP1	0	0	0	NA	1
USP21	0	0	0	NA	1
VAX1	0	0	0	NA	1
VPS13C	0	0	0	NA	1
WDR38	0	0	0	NA	1
WWP2	0	0	0	NA	1
ZBTB8OS	0	0	0	NA	1
ZNF76	0	0	0	NA	1
ZNF775	0	0	0	NA	1
MAP6	4300.4	4301.3296	0.929600000000391	0.50005403564418	0.000311827824774306
DKFZP686I15217	0	10.0317	10.0317	1	8
MGC39372	0	10.0317	10.0317	1	8
NQO2	0	10.0317	10.0317	1	8
SERPINB1	0	10.0317	10.0317	1	8
SERPINB6	0	10.0317	10.0317	1	8
PAX8	457.3935	467.4624	10.0689	0.505443496657155	0.0314144637188276
KCNA6	0	21.1404	21.1404	1	8
PLLP	0	22.0248	22.0248	1	8
SFT2D2	0	25.8545	25.8545	1	8
TIPRL	0	25.8545	25.8545	1	8
CLDN10	0	26.356	26.356	1	8
DNAJC3	0	26.356	26.356	1	8
CDHR3	0	31.98	31.98	1	8
BMS1P1	0	33.558	33.558	1	8
SNTG2	159.4407	193.865	34.4243	0.548717442147126	0.282032416436108
SORCS3	119.0845	153.516	34.4315	0.563153772645318	0.366403381693011
NSL1	0	37.1082	37.1082	1	8
TATDN3	0	37.1082	37.1082	1	8
KCMF1	0	38.107	38.107	1	8
TMSB10	0	38.107	38.107	1	8
MTERFD1	0	40.5108	40.5108	1	8
PTDSS1	0	40.5108	40.5108	1	8
SPOCK2	258.0192	299.2224	41.2032	0.536970678427454	0.21373975543133
NHEG1	0	42.5216	42.5216	1	8
ANXA9	0	54.1454	54.1454	1	8
FAM63A	0	54.1454	54.1454	1	8
LASS2	0	54.1454	54.1454	1	8
PRUNE	0	54.1454	54.1454	1	8
RNF169	0	57.891	57.891	1	8
GNG4	422.8767	486.381	63.5042999999999	0.534920958051826	0.201849800619081
EVX2	0	64.8879	64.8879	1	8
HOXD1	0	64.8879	64.8879	1	8
HOXD10	0	64.8879	64.8879	1	8
HOXD12	0	64.8879	64.8879	1	8
HOXD13	0	64.8879	64.8879	1	8
HOXD3	0	64.8879	64.8879	1	8
HOXD4	0	64.8879	64.8879	1	8
HOXD8	0	64.8879	64.8879	1	8
HOXD9	0	64.8879	64.8879	1	8
LOC401022	0	64.8879	64.8879	1	8
MIR10B	0	64.8879	64.8879	1	8
OSTalpha	413.7168	479.7419	66.0251	0.536949161723983	0.213614905065513
LOC100302401	898.7848	967.68	68.8952	0.518456067320423	0.106554318407084
RASAL2	898.7848	967.68	68.8952	0.518456067320423	0.106554318407084
FKBP6	0	70.2482	70.2482	1	8
FZD9	0	70.2482	70.2482	1	8
GTF2IRD2P1	0	70.2482	70.2482	1	8
NSUN5	0	70.2482	70.2482	1	8
TRIM50	0	70.2482	70.2482	1	8
B3GAT3	0	78.358	78.358	1	8
EEF1G	0	78.358	78.358	1	8
EML3	0	78.358	78.358	1	8
GANAB	0	78.358	78.358	1	8
MTA2	0	78.358	78.358	1	8
ROM1	0	78.358	78.358	1	8
TUT1	0	78.358	78.358	1	8
MIR3917	557.8119	637.0788	79.2669	0.53316910073867	0.191693117619469
STMN1	557.8119	637.0788	79.2669	0.53316910073867	0.191693117619469
FAHD2A	0	85.7052	85.7052	1	8
KCNIP3	0	85.7052	85.7052	1	8
CPNE2	634.3014	720.117	85.8155999999999	0.531679870858222	0.183062799030631
PDIA5	0	85.888	85.888	1	8
HTR3A	0	85.9671	85.9671	1	8
IGFBP5	0	86.2576	86.2576	1	8
ADIPOR1	0	91.1818	91.1818	1	8
KLHL12	0	91.1818	91.1818	1	8
MIR1180	0	91.204	91.204	1	8
TBC1D2	0	92.2878	92.2878	1	8
TRIM14	0	92.2878	92.2878	1	8
SLC8A3	174.0496	266.8116	92.762	0.605205447882463	0.616322892560058
OBFC1	0	92.9217	92.9217	1	8
CHRNA1	0	93.3508	93.3508	1	8
HMGA2	0	96.8748	96.8748	1	8
TACR2	933.1646	1030.2538	97.0891999999999	0.524724531460029	0.142796300664619
PPP2R2D	0	97.6851	97.6851	1	8
C17orf66	0	102.34	102.34	1	8
CCL5	0	102.34	102.34	1	8
NR4A2	0	106.0208	106.0208	1	8
MIR33B	0	106.1748	106.1748	1	8
SMCR5	0	106.1748	106.1748	1	8
SREBF1	0	106.1748	106.1748	1	8
CLEC2L	166.5445	276.3072	109.7627	0.623927152136934	0.730365445379978
USP43	91.9538	207.1072	115.1534	0.692524936384216	1.17139660865456
CHP2	0	116.9814	116.9814	1	8
NCL	0	122.6125	122.6125	1	8
SNORA75	0	122.6125	122.6125	1	8
SNORD20	0	122.6125	122.6125	1	8
SNORD82	0	122.6125	122.6125	1	8
ERCC6L	0	123.0528	123.0528	1	8
RPS4X	0	123.0528	123.0528	1	8
ACN9	0	125.001	125.001	1	8
DLX6	0	125.001	125.001	1	8
DLX6-AS1	0	125.001	125.001	1	8
PACSIN2	0	127.0896	127.0896	1	8
TTLL1	0	127.0896	127.0896	1	8
C3orf22	0	128.0698	128.0698	1	8
TXNRD3IT1	0	128.0698	128.0698	1	8
UROC1	0	128.0698	128.0698	1	8
ZXDC	0	128.0698	128.0698	1	8
PDCD5	0	129	129	1	8
TTC28	1641.7331	1771.0154	129.2823	0.51894108223914	0.109357152995383
C1orf94	0	129.8781	129.8781	1	8
CSMD2	0	129.8781	129.8781	1	8
LOC148696	0	131.5608	131.5608	1	8
PRR21	327.6069	459.5038	131.8969	0.583785482778979	0.48811104925595
BLOC1S1	0	133.3304	133.3304	1	8
CD63	0	133.3304	133.3304	1	8
GDF11	0	133.3304	133.3304	1	8
METTL7B	0	133.3304	133.3304	1	8
OR10P1	0	133.3304	133.3304	1	8
RDH5	0	133.3304	133.3304	1	8
