GENE_ID	locusLine	bin_1_17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33.bam
NM_014755	chr2(.):64853754-64886046	1.3014
NR_036586	chr2(.):65123973-65164581	2.5772
NM_002398	chr2(.):66657531-66804891	0.3007
NM_004836	chr2(.):88851258-88932094	0.6058
NM_144563	chr2(.):88986175-89055452	0.9581
NM_004027	chr2(.):99056320-99212496	1.5969
NM_001566	chr2(.):99056320-99203284	1.6915
NM_003581	chr2(.):106356519-106515730	0.3087
NM_001142807	chr2(.):111485149-111880799	0.2705
NM_004336	chr2(.):111390408-111440684	0.7143
NR_027020	chr2(.):132900163-133020542	0.1048
NM_002410	chr2(.):135006829-135211468	0.2489
NM_001077269	chr2(.):175419301-175552627	0.5384
NR_024415	chr2(.):192537797-192558248	1.5692
NM_001031716	chr2(.):192537860-192558248	1.574
NM_018897	chr2(.):196597426-196938536	0.1425
NM_004226	chr2(.):196993306-197041336	0.7575
NM_001228	chr2(.):202093165-202157434	1.6783
NM_003879	chr2(.):201975889-202034003	2.7825
NM_001127184	chr2(.):201975815-202011323	4.3404
NM_173822	chr2(.):201833440-201941392	0.1535
NM_033358	chr2(.):202093165-202151638	1.8349
NM_022730	chr2(.):232646161-232678434	0.1418
NM_003108	chr2(.):5827798-5846517	1.5101
NM_001037160	chr2(.):10191925-10225538	0.0517
NM_182626	chr2(.):10276508-10356856	0.0702
NM_001165931	chr2(.):10257694-10276546	1.5934
NM_001034	chr2(.):10257862-10276546	1.6077
NM_002997	chr2(.):20395557-20429927	3.9446
NM_001006946	chr2(.):20395557-20430194	3.9153
NM_004040	chr2(.):20641834-20654201	0.4992
NM_178553	chr2(.):27354714-27367332	0.4765
NM_001166239	chr2(.):27318461-27346773	0.0987
NM_001166240	chr2(.):27317220-27346995	0.1073
NM_013388	chr2(.):27348624-27362542	0.4599
NM_001166241	chr2(.):27317220-27338970	0.0938
NM_032604	chr2(.):27341656-27358680	0.4354
NM_175769	chr2(.):27366944-27380819	1.0324
NM_080592	chr2(.):27429898-27445046	1.222
NM_001170795	chr2(.):27430218-27445046	1.246
NM_021095	chr2(.):27417454-27440175	0.7021
NM_015376	chr2(.):33733941-33794798	0.262
NM_001139488	chr2(.):33696320-33794798	1.0168
NM_012413	chr2(.):37566752-37605465	4.4449
NM_138370	chr2(.):42270160-42290668	0.0793
NM_006887	chr2(.):43444540-43458745	6.286
NR_027251	chr2(.):43449349-43460994	3.5354
NM_080653	chr2(.):46733985-46752096	0.0471
NM_173074	chr2(.):46803412-46849251	0.1768
NM_014171	chr2(.):46839324-46857881	0.3351
NM_001171507	chr2(.):47124008-47148251	0.2178
NM_001171506	chr2(.):47124008-47148007	0.2195
NM_001171508	chr2(.):47124008-47173994	0.6556
NR_033837	chr2(.):64407212-64437619	0.469
NR_034023	chr2(.):64829445-64848616	0.1678
NM_001193493	chr2(.):65210578-65256000	0.7186
NM_003038	chr2(.):65211494-65256000	0.7312
NM_015147	chr2(.):65278494-65319142	0.2646
NM_014882	chr2(.):68996932-69058957	0.2505
NM_001166277	chr2(.):68956912-69058957	0.4389
NM_006196	chr2(.):70309584-70321334	6.7852
NR_024444	chr2(.):70346167-70357448	1.1396
NM_003761	chr2(.):85799613-85814156	0.3481
NM_005911	chr2(.):85761287-85777403	1.6963
NM_000821	chr2(.):85771192-85793657	0.1996
NM_006634	chr2(.):85806530-85825511	0.3135
NM_015425	chr2(.):86248450-86338278	1.0589
NR_026984	chr2(.):86242338-86255991	0.1093
NR_015424	chr2(.):89060418-89111109	0.1469
NR_026875	chr2(.):97158382-97178846	0.2216
NM_212481	chr2(.):97197463-97223371	1.8476
NR_031608	chr2(.):133009538-133019653	0.2892
NR_024275	chr2(.):135201959-135217192	0.0686
NM_004288	chr2(.):158266130-158305604	1.7636
NM_022168	chr2(.):163118588-163180039	0.4833
NM_012198	chr2(.):163195582-163224148	0.1176
NM_001172712	chr2(.):174766186-174835430	0.5387
NM_001017371	chr2(.):174766186-174833947	0.5486
NM_003387	chr2(.):175419301-175504307	0.8063
NM_000885	chr2(.):182316618-182407468	0.3452
NM_002491	chr2(.):201931461-201955473	0.3898
NM_001127183	chr2(.):201978386-202033841	2.9127
NM_032974	chr2(.):202042620-202099110	0.9726
NM_001230	chr2(.):202042620-202091383	0.8011
NM_033356	chr2(.):202120222-202157434	2.0457
NM_001080125	chr2(.):202117753-202157434	1.9925
NM_006139	chr2(.):204566197-204607557	1.4064
NM_018000	chr2(.):216802313-216883346	0.3828
NM_017431	chr2(.):219682105-219701512	0.0565
NM_025216	chr2(.):219740254-219763651	2.3343
NM_006522	chr2(.):219719545-219743954	0.1106
NM_001099285	chr2(.):232568234-232583250	1.7623
NM_002601	chr2(.):232592146-232650974	0.0974
NR_036052	chr2(.):232573023-232583105	0.7735
NR_031717	chr2(.):232751951-232762008	0.0264
NM_014674	chr3(.):5224358-5266650	1.5142
NM_001195099	chr3(.):15703743-15803058	0.0693
NM_001195098	chr3(.):15703743-15844691	0.2346
NM_015199	chr3(.):15703743-15906053	0.234
NM_003571	chr3(.):133113789-133199056	1.2185
NM_207294	chr3(.):152012193-152188569	0.1525
NM_003471	chr3(.):155855750-156261927	0.1596
NM_021038	chr3(.):151980828-152188568	0.2774
NM_172159	chr3(.):156003775-156261927	0.2014
NM_172160	chr3(.):155833336-156261927	0.1542
NM_207015	chr3(.):174572110-175528428	0.2073
NM_001135095	chr3(.):171753343-172123492	0.5223
NM_022763	chr3(.):171752417-172123492	0.5219
NM_181361	chr3(.):178249223-178567217	0.107
NM_001134382	chr3(.):12933718-13119617	0.6472
NM_024923	chr3(.):13352736-13466809	0.6803
NM_014869	chr3(.):12933718-13013960	0.0841
NM_003884	chr3(.):20076523-20200896	0.2818
NM_182666	chr3(.):23842438-23937807	0.4066
NM_001024847	chr3(.):30642993-30740633	0.5416
NM_001123396	chr3(.):46390234-46405868	1.8194
NM_001123041	chr3(.):46390234-46407413	1.6609
NM_181042	chr3(.):52574367-52718739	0.0753
NM_018313	chr3(.):52574367-52724866	0.1248
NM_001128615	chr3(.):56756445-57118336	0.1823
NM_007114	chr3(.):69063977-69106484	0.1841
NM_014429	chr3(.):108672086-108841993	0.2702
NM_002093	chr3(.):119535801-119818264	0.1705
NM_002213	chr3(.):124476794-124611144	0.511
NM_006506	chr3(.):141200925-141336197	0.1399
NM_001080412	chr3(.):141038054-141173632	3.8007
NM_016275	chr3(.):150316065-150353234	0.9366
NM_001193283	chr3(.):156539147-156648045	0.0801
NM_001004316	chr3(.):156539095-156768918	0.1065
NM_001190242	chr3(.):159969773-160106554	0.0828
NM_001190241	chr3(.):159969773-160122320	0.3738
NM_024665	chr3(.):176733541-176920048	0.6229
NM_005832	chr3(.):178271617-178567217	0.0808
NM_130446	chr3(.):183200318-183278499	2.0091
NM_181573	chr3(.):186502681-186529484	0.6462
NM_002916	chr3(.):186502681-186529290	0.6502
NM_173216	chr3(.):186643314-186801341	1.2891
NM_003032	chr3(.):186734664-186801341	1.4396
NM_005524	chr3(.):193848933-193861396	0.9987
NM_018184	chr3(.):5158929-5227601	0.2828
NR_027694	chr3(.):20016452-20058765	0.0488
NM_014240	chr3(.):45631322-45727755	0.5257
NM_001295	chr3(.):46238199-46254832	3.6732
NM_001837	chr3(.):46278871-46313197	0.0774
NM_001100168	chr3(.):46406632-46422697	0.2829
NM_003212	chr3(.):46614075-46628952	0.0444
NM_001174136	chr3(.):46611044-46628952	0.0423
NM_024512	chr3(.):46551877-46613011	1.2176
NM_031440	chr3(.):46534484-46547439	0.152
NM_199074	chr3(.):49052907-49065926	2.209
NM_199073	chr3(.):49053617-49065926	2.3312
NM_017730	chr3(.):49062141-49136504	0.2358
NM_177939	chr3(.):49022340-49049581	0.5902
NM_018031	chr3(.):49039636-49058386	1.0852
NM_000884	chr3(.):49056761-49071875	1.8547
NM_018114	chr3(.):49047434-49063467	1.7872
NM_199070	chr3(.):49054073-49065926	2.4166
NM_001009996	chr3(.):49047434-49061017	2.0456
NR_029690	chr3(.):49053050-49063142	2.7774
NR_029948	chr3(.):49052580-49062667	2.754
NM_001010983	chr3(.):52723503-52745048	1.4868
NM_206825	chr3(.):52714935-52733510	0.6988
NR_003687	chr3(.):52719753-52729846	0.6203
NM_014041	chr3(.):52734856-52747197	2.3339
NR_003057	chr3(.):52721751-52731828	0.3853
NM_152932	chr3(.):52723503-52742622	1.4107
NR_003047	chr3(.):52718255-52728331	0.8655
NM_001193533	chr3(.):52739795-52809965	0.5015
NM_198195	chr3(.):69098880-69134524	0.7825
NM_006407	chr3(.):69129089-69160239	1.9391
NM_198271	chr3(.):69151038-69176746	0.1955
NR_036087	chr3(.):69093108-69103186	0.6358
NM_006100	chr3(.):98446571-98518236	1.5149
NM_145037	chr3(.):101493028-101552075	0.752
NM_001134456	chr3(.):101493285-101552075	0.7549
NM_001005474	chr3(.):101541833-101584869	0.4203
NM_022135	chr3(.):119355907-119384404	1.1067
NM_005694	chr3(.):119383371-119401243	0.5631
NM_015900	chr3(.):119311721-119353658	0.0552
NM_020187	chr3(.):128992683-129029135	0.6605
NM_001006109	chr3(.):128992816-129029135	0.6625
NM_006026	chr3(.):129028613-129040120	2.7608
NR_026991	chr3(.):129030113-129048412	1.3039
NR_027898	chr3(.):129926662-129997649	0.0462
NM_001145417	chr3(.):135862759-135918310	0.5785
NM_018133	chr3(.):135862759-135919688	0.5662
NR_027037	chr3(.):151975404-151992415	1.3782
NM_002886	chr3(.):152875028-152891263	1.6678
NR_003284	chr3(.):156522059-156534810	0.3643
NR_034008	chr3(.):156802669-156823924	3.3115
NR_034007	chr3(.):156794455-156845791	1.4511
NM_020307	chr3(.):156860585-156883482	1.4756
NM_173084	chr3(.):160148290-160172626	0.6156
NR_029663	chr3(.):160117375-160127473	3.9879
NM_005496	chr3(.):160113346-160157741	1.2105
NM_001002800	chr3(.):160112429-160157741	1.1873
NR_029525	chr3(.):160117532-160127613	3.5814
NM_018657	chr3(.):169485852-169512504	0.8738
NM_032487	chr3(.):169479710-169492683	2.544
NM_001172780	chr3(.):169508428-169535574	0.1702
NM_001080460	chr3(.):169534709-169560560	0.082
NR_001566	chr3(.):169477397-169487848	1.2495
NM_001185119	chr3(.):169487052-169512504	0.9119
NR_027622	chr3(.):169656771-169689522	2.5327
NM_182610	chr3(.):169624481-169661948	1.0531
NM_003262	chr3(.):169679579-169721161	0.4356
NM_001145098	chr3(.):170070472-170115950	0.6534
NM_001145097	chr3(.):170072410-170115950	0.6783
NR_002989	chr3(.):186499463-186509641	3.0559
NM_001967	chr3(.):186496360-186512685	1.9415
NR_031650	chr3(.):186499460-186509566	3.0768
NR_002588	chr3(.):186500401-186510538	3.0303
NR_002587	chr3(.):186497584-186507654	3.0604
NR_002586	chr3(.):186500087-186510222	3.0655
NM_022147	chr3(.):187081167-187094369	2.5095
NR_024480	chr3(.):194013988-194035593	1.4095
NM_001080513	chr3(.):194055493-194077057	0.0673
NM_005781	chr3(.):195585235-195640880	0.8354
NM_001010938	chr3(.):195585235-195627432	0.2889
NM_198565	chr3(.):196361655-196393874	0.7341
NM_003215	chr4(.):48132799-48276814	0.4734
NM_201431	chr4(.):74433861-74491340	1.1343
NM_177532	chr4(.):74433861-74491134	1.1383
NM_020859	chr4(.):77351252-77709405	0.2284
NM_144571	chr4(.):78629540-78745544	0.3404
NM_198281	chr4(.):90160428-90234161	2.8781
NM_001008388	chr4(.):103785134-103818963	0.4161
NM_018699	chr4(.):121610928-121849013	0.4027
NM_006527	chr4(.):1689526-1719030	0.7685
NM_015173	chr4(.):37887719-38145794	0.3362
NM_001098634	chr4(.):40420271-40636883	0.2987
NM_004310	chr4(.):40193526-40251281	2.0297
NM_018177	chr4(.):40053523-40162019	0.294
NM_025009	chr4(.):56810036-56904527	0.4008
NM_001136570	chr4(.):77167852-77209929	0.0519
NM_005935	chr4(.):87923152-88067191	0.2899
NM_001166693	chr4(.):87851153-88067206	0.4171
NM_005327	chr4(.):108905869-108961331	0.6528
NM_024900	chr4(.):129725778-129790787	0.5046
NM_199320	chr4(.):129725778-129801379	0.4418
NM_002039	chr4(.):144252982-144400718	0.5782
NM_153343	chr4(.):185004858-185144114	0.0471
NM_002199	chr4(.):185303875-185400726	2.8652
NM_031953	chr4(.):186126283-186290120	0.5003
NM_001013622	chr4(.):1636607-1690718	0.0518
NM_001174070	chr4(.):1636607-1690988	0.0518
NM_001127266	chr4(.):1712678-1728084	2.1387
NM_006342	chr4(.):1718265-1751897	0.4417
NR_031688	chr4(.):9552788-9562937	0.0662
NM_182485	chr4(.):14999297-15076777	0.4314
NR_027277	chr4(.):40039536-40063819	1.1118
NM_017581	chr4(.):40332468-40361973	0.0461
NM_001076	chr4(.):69398132-69439240	0.6129
NM_001077	chr4(.):69397902-69439245	0.6101
NM_001076	chr4(.):69507314-69541374	0.1378
NM_031889	chr4(.):71489460-71517536	0.1106
NM_144646	chr4(.):71516257-71537348	2.5228
NM_020368	chr4(.):71549195-71561268	1.2541
NM_014961	chr4(.):71582695-71664274	0.0802
NM_001130709	chr4(.):71565653-71660614	0.1822
NM_017426	chr4(.):77030816-77074655	0.1654
NM_005506	chr4(.):77074893-77140035	0.7434
NM_020236	chr4(.):78778804-78878944	0.1742
NM_144645	chr4(.):87792357-87818575	0.0793
NM_181891	chr4(.):103712132-103753708	0.7311
NM_181890	chr4(.):103712132-103795032	0.5393
NM_181892	chr4(.):103712132-103753340	0.7376
NM_003340	chr4(.):103712132-103754105	0.7244
NM_181893	chr4(.):103712132-103795003	0.5395
NM_181889	chr4(.):103712132-103754307	0.721
NM_025212	chr4(.):105388342-105417467	2.3661
