REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM3.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
6_MACS_peak_24266_lociStitched	chr8	27181299	27282468	6	83837	102342.5604	15	1	PTK2B	TRIM35	PTK2B	15	1
9_MACS_peak_11700_lociStitched	chr19	2606480	2712819	9	83012	143791.5958	16	1	GNG7	DIRAS1,SLC39A3	GNG7	16	1
7_MACS_peak_24689_lociStitched	chr8	80986564	81085319	7	82513	97135.418	17	1	TPD52	MRPS28	TPD52	17	1
8_MACS_peak_17756_lociStitched	chr3	141078953	141171687	8	80940	168312.21	18	1	ZBTB38	RASA2	RASA2	18	1
4_MACS_peak_20992_lociStitched	chr6	285758	366858	4	76330	170796.6	19	1	DUSP22	IRF4	DUSP22	19	1
9_MACS_peak_2438_lociStitched	chr1	226818536	226929066	9	75118	143368.463	20	1	ITPKB		ITPKB	20	1
6_MACS_peak_10802_lociStitched	chr17	62132431	62210845	6	72744	98597.7636	21	1	ERN1	SNORD104,SNORA76,ICAM2	ERN1	21	1
3_MACS_peak_13624_lociStitched	chr2	99060224	99136963	3	72482	101487.3275	22	1	INPP4A		INPP4A	22	1
7_MACS_peak_1990_lociStitched	chr1	182990362	183077005	7	71799	86443.7211	23	1	LAMC1		LAMC1	23	1
4_MACS_peak_2484_lociStitched	chr1	230236663	230314048	4	71278	167228.985	24	1	GALNT2		GALNT2	24	1
10_MACS_peak_23898_lociStitched	chr7	137636668	137727017	10	69009	92499.3062	25	1	CREB3L2	AKR1D1	CREB3L2	25	1
7_MACS_peak_9151_lociStitched	chr16	11760942	11838583	7	68462	103091.7198	26	1	SNN,TXNDC11		TXNDC11	26	1
4_MACS_peak_12018_lociStitched	chr19	16425288	16498735	4	68113	190066.1466	27	1	KLF2,EPS15L1		KLF2	27	1
6_MACS_peak_8527_lociStitched	chr15	67356379	67431787	6	66708	93136.4208	28	1	SMAD3	SMAD3	SMAD3	28	1
5_MACS_peak_17843_lociStitched	chr3	151958991	152029190	5	62378	96109.4509	29	1	MBNL1,LOC401093	TMEM14E	LOC401093	29	1
5_MACS_peak_20622_lociStitched	chr5	139012372	139092615	5	62254	110631.0241	30	1	CXXC5		CXXC5	30	1
6_MACS_peak_23261_lociStitched	chr7	55569415	55643268	6	61278	106532.9525	31	1	VOPP1		VOPP1	31	1
7_MACS_peak_4378_lociStitched	chr11	65169942	65246618	7	60973	230227.3576	32	1	FRMD8,NEAT1,MIR612	TIGD3,MALAT1,SCYL1,SLC25A45	MIR612	32	1
7_MACS_peak_10097_lociStitched	chr17	16817827	16896050	7	60615	106735.2835	33	1	TNFRSF13B		TNFRSF13B	33	1
3_MACS_peak_13568_lociStitched	chr2	89126699	89188993	3	60227	238966.0134	34	1			ANKRD36BP2	34	1
5_MACS_peak_22040_lociStitched	chr6	106528029	106596389	5	59816	143221.036	35	1	PRDM1		PRDM1	35	1
3_MACS_peak_23585_lociStitched	chr7	101920248	101984218	3	59802	85438.332	36	1	CUX1,SH2B2,MIR4285	SPDYE6	MIR4285	36	1
6_MACS_peak_11539_lociStitched	chr18	60839345	60904591	6	59657	86653.2126	37	1	BCL2		BCL2	37	1
9_MACS_peak_8577_lociStitched	chr15	70324211	70394704	9	59065	63944.2003	38	1	TLE3,MIR629		MIR629	38	1
9_MACS_peak_24302_lociStitched	chr8	29048971	29126129	9	58982	109749.5392	39	1	KIF13B		KIF13B	39	1
6_MACS_peak_4819_lociStitched	chr11	111196895	111271731	6	58215	124691.7432	40	1	POU2AF1	C11orf93,C11orf92	POU2AF1	40	1
7_MACS_peak_17494_lociStitched	chr3	114122773	114189257	7	57176	88676.3592	41	1	ZBTB20	ZBTB20	ZBTB20	41	1
2_MACS_peak_3771_lociStitched	chr10	125811415	125869733	2	56719	111527.3432	42	1	CHST15		CHST15	42	1
4_MACS_peak_2183_lociStitched	chr1	203239736	203299537	4	55380	195082.8222	43	1	BTG2,LOC730227	CHIT1,FMOD	LOC730227	43	1
8_MACS_peak_11669_lociStitched	chr19	2030800	2098915	8	55171	91212.7965	44	1	IZUMO4,MKNK2,MOBKL2A	BTBD2	MKNK2	44	1
4_MACS_peak_22088_lociStitched	chr6	109182807	109242948	4	55163	150328.4436	45	1	ARMC2		ARMC2	45	1
6_MACS_peak_2917_lociStitched	chr10	24728017	24793714	6	54866	64488.1752	46	1	KIAA1217		MIR603	46	1
12_MACS_peak_6257_lociStitched	chr12	111042074	111128406	12	54705	60432.4	47	1	TCTN1,HVCN1	PPTC7	TCTN1	47	1
5_MACS_peak_14543_lociStitched	chr2	202039154	202102609	5	53684	62693.54	48	1	CASP10,CASP8	CASP8	CASP10	48	1
6_MACS_peak_14583_lociStitched	chr2	204537385	204607446	6	53442	70117.0488	49	1	CD28		CD28	49	1
4_MACS_peak_11028_lociStitched	chr17	76688071	76747144	4	52913	68063.9106	50	1	CYTH1		CYTH1	50	1
3_MACS_peak_15248_lociStitched	chr20	35963359	36023061	3	52908	78955.895	51	1	SRC	MANBAL	SRC	51	1
2_MACS_peak_20903_lociStitched	chr5	173306800	173360800	2	52200	64616.4	52	1	CPEB4		CPEB4	52	1
6_MACS_peak_19278_lociStitched	chr4	141627905	141700869	6	52197	92664.28	53	1	TBC1D9		TBC1D9	53	1
2_MACS_peak_8127_lociStitched	chr15	31614139	31671810	2	52157	123271.7625	54	1	KLF13		KLF13	54	1
12_MACS_peak_26083_lociStitched	chr9	125977549	126054435	12	51756	54258.4502	55	1	STRBP		STRBP	55	1
10_MACS_peak_25974_lociStitched	chr9	112809068	112878664	10	51464	55252.2644	56	1	PALM2-AKAP2,AKAP2	AKAP2	AKAP2	56	1
4_MACS_peak_21098_lociStitched	chr6	7858093	7922847	4	51214	177691.4514	57	1	BMP6,MUTED-TXNDC5,TXNDC5		TXNDC5	57	1
8_MACS_peak_2245_lociStitched	chr1	206836422	206902565	8	51165	62935.0645	58	1	MAPKAPK2	DYRK3,IL10	MAPKAPK2	58	1
3_MACS_peak_22649_lociStitched	chr6	159188584	159241905	3	49897	93631.676	59	1	EZR	MIR3918,OSTCL	EZR	59	1
7_MACS_peak_17575_lociStitched	chr3	121687618	121756242	7	49353	74861.9216	60	1	ILDR1	CD86	ILDR1	60	1
6_MACS_peak_17291_lociStitched	chr3	98447692	98508578	6	49213	67315.5616	61	1	ST3GAL6		ST3GAL6	61	1
6_MACS_peak_3542_lociStitched	chr10	98403882	98467550	6	48954	55085.5536	62	1	PIK3AP1		PIK3AP1	62	1
6_MACS_peak_1167_lociStitched	chr1	94127356	94184070	6	48867	80738.0504	63	1	BCAR3		BCAR3	63	1
3_MACS_peak_18582_lociStitched	chr4	40182120	40241750	3	48761	100899.923	64	1	RHOH		RHOH	64	1
5_MACS_peak_18121_lociStitched	chr3	183219761	183275150	5	48643	61094.067	65	1	KLHL6		KLHL6	65	1
6_MACS_peak_16201_lociStitched	chr22	38609152	38673738	6	48360	59244.7378	66	1	MAFF,TMEM184B	PLA2G6,CSNK1E	TMEM184B	66	1
4_MACS_peak_2217_lociStitched	chr1	205242049	205292073	4	48284	104495.1336	67	1	TMCC2,NUAK2	KLHDC8A	NUAK2	67	1
3_MACS_peak_1668_lociStitched	chr1	155899851	155955896	3	48239	87054.6985	68	1	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4,SSR2	RXFP4	68	1
4_MACS_peak_16173_lociStitched	chr22	37593435	37645413	4	48114	79781.0322	69	1	SSTR3,RAC2	CYTH4,IL2RB,C1QTNF6	SSTR3	69	1
7_MACS_peak_3787_lociStitched	chr10	126365392	126434175	7	47901	70660.7759	70	1	FAM53B	METTL10	FAM53B	70	1
2_MACS_peak_11008_lociStitched	chr17	75428460	75477610	2	47638	78350.015	71	1	SEPT9	MIR4316	SEPT9	71	1
4_MACS_peak_12761_lociStitched	chr2	16794538	16849266	4	47445	86355.3112	72	1	FAM49A		FAM49A	72	1
11_MACS_peak_9981_lociStitched	chr17	4234627	4312656	11	47141	63944.7655	73	1	UBE2G1	SPNS3	UBE2G1	73	1
1_MACS_peak_6424_lociStitched	chr12	123343534	123390426	1	46893	131297.6	74	1	HIP1R,VPS37B		VPS37B	74	1
3_MACS_peak_5003_lociStitched	chr11	128582270	128632704	3	46670	73754.6816	75	1	FLI1		FLI1	75	1
7_MACS_peak_20425_lociStitched	chr5	118643328	118705378	7	46639	44527.08	76	1	TNFAIP8		TNFAIP8	76	1
3_MACS_peak_3346_lociStitched	chr10	80825470	80879554	3	46592	60168.45	77	1	ZMIZ1,LOC283050		ZMIZ1	77	1
3_MACS_peak_18492_lociStitched	chr4	25841774	25893137	3	46041	73305.2736	78	1	SEL1L3	C4orf52	SEL1L3	78	1
6_MACS_peak_8750_lociStitched	chr15	81574695	81630612	6	45599	57387.6171	79	1	IL16,STARD5,TMC3		IL16	79	1
6_MACS_peak_25033_lociStitched	chr8	125604621	125656087	6	45342	60580.6286	80	1	MTSS1		NDUFB9	80	1
5_MACS_peak_5110_lociStitched	chr12	7022277	7081424	5	45285	97793.6498	81	1	LRRC23,ENO2,ATN1,C12orf57,PTPN6,MIR200C,MIR141,EMG1,PHB2,SCARNA12	TPI1,RPL13P5,DSTNP2,SPSB2,LPCAT3	C12orf57	81	1
5_MACS_peak_19297_lociStitched	chr4	144255971	144311444	5	45067	84879.2373	82	1	GAB1		GAB1	82	1
4_MACS_peak_26113_lociStitched	chr9	127015586	127063611	4	44787	57101.725	83	1	NEK6		NEK6	83	1
5_MACS_peak_880_lociStitched	chr1	66794944	66850172	5	44317	97206.8028	84	1	PDE4B		PDE4B	84	1
6_MACS_peak_13165_lociStitched	chr2	54775905	54833372	6	44311	53151.2283	85	1	SPTBN1	RPL23AP32	SPTBN1	85	1
2_MACS_peak_19901_lociStitched	chr5	56108043	56153437	2	43982	58063.4654	86	1	MAP3K1		MAP3K1	86	1
6_MACS_peak_4388_lociStitched	chr11	65306494	65360322	6	43897	72866.9636	87	1	SSSCA1,FAM89B,EHBP1L1,LTBP3	MALAT1,SCYL1,PCNXL3,SIPA1,KCNK7,MAP3K11	SSSCA1	87	1
6_MACS_peak_6460_lociStitched	chr12	124922437	124983747	6	43854	83430.648	88	1	NCOR2		NCOR2	88	1
8_MACS_peak_8437_lociStitched	chr15	60832708	60886139	8	43663	58645.8656	89	1	RORA		RORA	89	1
7_MACS_peak_9581_lociStitched	chr16	67546577	67603071	7	43575	71956.4078	90	1	FAM65A,CTCF	ATP6V0D1,AGRP	FAM65A	90	1
4_MACS_peak_9615_lociStitched	chr16	68269383	68322469	4	43502	48621.4674	91	1	PLA2G15,SLC7A6,ESRP2	PRMT7,SLC7A6OS	SLC7A6	91	1
4_MACS_peak_25507_lociStitched	chr9	33123369	33169802	4	42843	63334.612	92	1	B4GALT1	SMU1	B4GALT1	92	1
3_MACS_peak_22906_lociStitched	chr7	18533300	18579602	3	42486	69679.8798	93	1	HDAC9		HDAC9	93	1
4_MACS_peak_7692_lociStitched	chr14	74206566	74257619	4	42205	55903.035	94	1	C14orf43	PNMA1	C14orf43	94	1
7_MACS_peak_16434_lociStitched	chr22	50728908	50785490	7	42035	50397.5874	95	1	PPP6R2,PLXNB2,FAM116B	TUBGCP6,HDAC10,MAPK12,MAPK11	FAM116B	95	1
7_MACS_peak_16804_lociStitched	chr3	42088660	42142032	7	41639	50447.2144	96	1	TRAK1		TRAK1	96	1
2_MACS_peak_5133_lociStitched	chr12	9854153	9897373	2	41299	86249.832	97	1	CLECL1	CLEC2D,CD69	CLECL1	97	1
5_MACS_peak_1628_lociStitched	chr1	154907122	154957474	5	40974	93020.2848	98	1	CKS1B,MIR4258,FLAD1,PMVK,PBXIP1,PYGO2,SHC1	LENEP,ZBTB7B,DCST1,DCST2	PYGO2	98	1
3_MACS_peak_10444_lociStitched	chr17	38464596	38510180	3	40887	65403.9232	99	1	RARA	CDC6,GJD3	RARA	99	1
3_MACS_peak_16054_lociStitched	chr22	29182676	29228170	3	40798	86056.4504	100	1	CCDC117,XBP1	HSCB,CHEK2	XBP1	100	1
6_MACS_peak_4462_lociStitched	chr11	67157828	67215552	6	40541	68622.2912	101	1	LOC100130987,RAD9A,TBC1D10C,CARNS1,RPS6KB2,PPP1CA,PTPRCAP,CORO1B	CABP4,AIP,POLD4,CLCF1,GPR152,TMEM134	CARNS1	101	1
5_MACS_peak_22691_lociStitched	chr6	164122092	164163865	5	40447	51740.0378	102	1			QKI	102	1
5_MACS_peak_21208_lociStitched	chr6	16468331	16521042	5	40077	55894.7444	103	1	ATXN1		GMPR	103	1
4_MACS_peak_16237_lociStitched	chr22	39825770	39870815	4	39754	46198.152	104	1	TAB1,MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	104	1
8_MACS_peak_13379_lociStitched	chr2	70308646	70371942	8	39708	100165.92	105	1	PCBP1,LOC400960,LOC100133985	C2orf42	LOC100133985	105	1
1_MACS_peak_13561_lociStitched	chr2	88890032	88929590	1	39559	100845.2094	106	1	EIF2AK3		EIF2AK3	106	1
5_MACS_peak_26239_lociStitched	chr9	134516184	134562838	5	39544	68436.7526	107	1	RAPGEF1		RAPGEF1	107	1
8_MACS_peak_13879_lociStitched	chr2	135002762	135053137	8	39260	38723.2625	108	1	MGAT5		MGAT5	108	1
6_MACS_peak_21074_lociStitched	chr6	7128921	7175096	6	38931	52634.8825	109	1	RREB1		RREB1	109	1
1_MACS_peak_17021_lociStitched	chr3	53193317	53231840	1	38524	56386.1151	110	1	PRKCD	RFT1	PRKCD	110	1
4_MACS_peak_20894_lociStitched	chr5	173138609	173179709	4	38024	59853.93	111	1			BOD1	111	1
4_MACS_peak_2488_lociStitched	chr1	230326465	230370903	4	37906	86045.2994	112	1	GALNT2		GALNT2	112	1
6_MACS_peak_4650_lociStitched	chr11	82669714	82720544	6	37884	47083.829	113	1	RAB30	SNORA70E	SNORA70E	113	1
5_MACS_peak_15346_lociStitched	chr20	46094453	46139136	5	37800	57417.655	114	1	NCOA3		NCOA3	114	1
5_MACS_peak_8461_lociStitched	chr15	63762238	63803922	5	37748	72142.4988	115	1	USP3		USP3	115	1
2_MACS_peak_5417_lociStitched	chr12	32684939	32723386	2	37492	38227.8521	116	1	FGD4		FGD4	116	1
1_MACS_peak_8039_lociStitched	chr14	106143294	106180466	1	37173	552535.7596	117	1			TMEM121	117	1
4_MACS_peak_18744_lociStitched	chr4	71512999	71556283	4	36997	53157.0804	118	1	UTP3,IGJ	ENAM,RUFY3	IGJ	118	1
5_MACS_peak_1901_lociStitched	chr1	174124390	174176229	5	36991	74166.0573	119	1	RABGAP1L		RABGAP1L	119	1
1_MACS_peak_8036_lociStitched	chr14	106022767	106059654	1	36888	553511.5672	120	1		TMEM121	TMEM121	120	1
4_MACS_peak_25808_lociStitched	chr9	92018516	92064207	4	36703	37864.1317	121	1	SEMA4D		SEMA4D	121	1
4_MACS_peak_25984_lociStitched	chr9	112885254	112928148	4	36629	44584.0236	122	1	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	122	1
4_MACS_peak_16157_lociStitched	chr22	36745863	36785487	4	36475	40571.0136	123	1	MYH9		MYH9	123	1
4_MACS_peak_3696_lociStitched	chr10	112599177	112645029	4	36409	89140.8732	124	1	RBM20,PDCD4,LOC282997	SHOC2,NCRNA00081	LOC282997	124	1
8_MACS_peak_24195_lociStitched	chr8	19485708	19542513	8	36356	37542.4245	125	1	CSGALNACT1	CSGALNACT1	CSGALNACT1	125	1
7_MACS_peak_15231_lociStitched	chr20	35447534	35505957	7	36288	48128.8674	126	1	C20orf118,C20orf117	DSN1	C20orf117	126	1
4_MACS_peak_13302_lociStitched	chr2	64859720	64897019	4	36276	48913.9086	127	1	SERTAD2	LOC339807	SERTAD2	127	1
3_MACS_peak_22619_lociStitched	chr6	157968955	158009374	3	36150	56816.9883	128	1	ZDHHC14	MIR3692	MIR3692	128	1
4_MACS_peak_21567_lociStitched	chr6	36684668	36727865	4	36092	54518.9337	129	1	CPNE5	CDKN1A	CDKN1A	129	1
5_MACS_peak_22067_lociStitched	chr6	108877727	108920879	5	36086	58527.0576	130	1	FOXO3		FOXO3	130	1
3_MACS_peak_4355_lociStitched	chr11	64610865	64648752	3	35952	86689.2447	131	1	CDC42BPG,EHD1	PPP2R5B,MAP4K2,MEN1,MIR192,MIR194-2,ATG2A	EHD1	131	1
4_MACS_peak_5089_lociStitched	chr12	6532348	6581218	4	35868	59113.152	132	1	CD27,TAPBPL,LOC678655,VAMP1	LTBR,NCAPD2,SCARNA10,SCNN1A,MRPL51	CD27	132	1
7_MACS_peak_11617_lociStitched	chr19	905394	956188	7	35790	52932.4274	133	1	KISS1R,ARID3A,C19orf22	CFD,WDR18,GRIN3B,MED16	ARID3A	133	1
5_MACS_peak_1704_lociStitched	chr1	157507090	157552484	5	35773	45684.5216	134	1	FCRL5,FCRL4		FCRL5	134	1
4_MACS_peak_12791_lociStitched	chr2	20384908	20428398	4	35761	54732.165	135	1	SDC1		SDC1	135	1
4_MACS_peak_26027_lociStitched	chr9	117124948	117161623	4	35672	37921.95	136	1	AKNA	ORM1,ORM2	AKNA	136	1
2_MACS_peak_23730_lociStitched	chr7	115774625	115811315	2	35617	62244.585	137	1		TES	TES	137	1
3_MACS_peak_13098_lociStitched	chr2	46761058	46804635	3	35595	57464.9899	138	1	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	138	1
4_MACS_peak_2189_lociStitched	chr1	203705413	203746696	4	35573	57044.8494	139	1	ATP2B4,LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	139	1
4_MACS_peak_11418_lociStitched	chr18	46443061	46481331	4	35442	39927.091	140	1	SMAD7		SMAD7	140	1
4_MACS_peak_22213_lociStitched	chr6	126100698	126142717	4	35352	51548.9092	141	1	NCOA7	HEY2	NCOA7	141	1
6_MACS_peak_7627_lociStitched	chr14	70077057	70122073	6	35287	36575.5	142	1	KIAA0247	C14orf162	KIAA0247	142	1
6_MACS_peak_5376_lociStitched	chr12	31714606	31757906	6	35260	45066.64	143	1	DENND5B	C12orf72	DENND5B	143	1
6_MACS_peak_1145_lociStitched	chr1	93393977	93442536	6	35093	61791.3275	144	1	FAM69A		FAM69A	144	1
3_MACS_peak_17978_lociStitched	chr3	171843600	171879205	3	35055	39760.1035	145	1	FNDC3B		FNDC3B	145	1
4_MACS_peak_3877_lociStitched	chr11	1858552	1897903	4	35055	46863.1059	146	1	SYT8,TNNI2,LSP1,MIR4298	TNNT3	MIR4298	146	1
6_MACS_peak_13282_lociStitched	chr2	64415088	64463407	6	34897	72695.9355	147	1	LOC150992	PELI1	LOC150992	147	1
9_MACS_peak_13273_lociStitched	chr2	64312073	64372748	9	34895	55250.655	148	1	PELI1		PELI1	148	1
3_MACS_peak_15451_lociStitched	chr20	52521902	52560745	3	34872	79022.1992	149	1	BCAS1	SUMO1P1	SUMO1P1	149	1
7_MACS_peak_7191_lociStitched	chr13	114862023	114915811	7	34765	35075.1548	150	1	RASA3		RASA3	150	1
5_MACS_peak_25209_lociStitched	chr8	141567768	141612363	5	34739	81359.118	151	1	EIF2C2	CHRAC1	EIF2C2	151	1
2_MACS_peak_2264_lociStitched	chr1	207970407	208008300	2	34638	88404.369	152	1	LOC148696,MIR29C,MIR29B2	CD46	LOC148696	152	1
3_MACS_peak_15106_lociStitched	chr20	25258942	25301514	3	34385	58319.3828	153	1	PYGB,ABHD12		PYGB	153	1
6_MACS_peak_13539_lociStitched	chr2	87891792	87946408	6	34374	35959.1744	154	1			NCRNA00152	154	1
3_MACS_peak_13710_lociStitched	chr2	111787236	111830125	3	34371	74845.5939	155	1	ACOXL	BCL2L11	BCL2L11	155	1
1_MACS_peak_12351_lociStitched	chr19	44255905	44290234	1	34330	46917.4443	156	1	C19orf61,KCNN4	IRGC,ZNF283,LYPD5	KCNN4	156	1
5_MACS_peak_13317_lociStitched	chr2	65131002	65178880	5	34169	44818.5958	157	1	LOC400958	SLC1A4	LOC400958	157	1
4_MACS_peak_13916_lociStitched	chr2	136863900	136900409	4	34157	116591.4915	158	1	CXCR4		CXCR4	158	1
4_MACS_peak_26688_lociStitched	chrX	48767485	48804861	4	33974	42545.1008	159	1	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	159	1
4_MACS_peak_23457_lociStitched	chr7	90329001	90371391	4	33958	50685.723	160	1	CDK14		CDK14	160	1
6_MACS_peak_20716_lociStitched	chr5	150431261	150478978	6	33942	48552.0475	161	1	TNIP1	GPX3,ANXA6	TNIP1	161	1
5_MACS_peak_24824_lociStitched	chr8	98633908	98671368	5	33769	44656.066	162	1	MTDH		MTDH	162	1
5_MACS_peak_16851_lociStitched	chr3	45669997	45710004	5	33670	23876.1776	163	1	LIMD1	SACM1L,LOC644714	LOC644714	163	1
6_MACS_peak_12233_lociStitched	chr19	39137532	39187360	6	33645	42627.854	164	1	ACTN4	EIF3K,MAP4K1,CAPN12	ACTN4	164	1
3_MACS_peak_11536_lociStitched	chr18	60797601	60832701	3	33603	121049.37	165	1	BCL2		BCL2	165	1
4_MACS_peak_16688_lociStitched	chr3	30663349	30704243	4	33516	23779.861	166	1	TGFBR2		TGFBR2	166	1
1_MACS_peak_603_lociStitched	chr1	40838331	40871749	1	33419	103385.2666	167	1	SMAP2	ZNF643	SMAP2	167	1
1_MACS_peak_6468_lociStitched	chr12	125021488	125054894	1	33407	56342.5596	168	1	NCOR2		NCOR2	168	1
3_MACS_peak_2229_lociStitched	chr1	206078871	206117120	3	33263	51919.1926	169	1		FAM72A	FAM72A	169	1
6_MACS_peak_26770_lociStitched	chrX	64886329	64928359	6	33260	26306.577	170	1	MSN		MSN	170	1
4_MACS_peak_1624_lociStitched	chr1	154800839	154836382	4	33238	40892.2215	171	1	KCNN3		KCNN3	171	1
8_MACS_peak_8887_lociStitched	chr15	93345999	93397773	8	33131	53477.3646	172	1		ASB9P1,LOC100507217,CHD2,MIR3175	ASB9P1	172	1
3_MACS_peak_17975_lociStitched	chr3	171797621	171834782	3	33129	55440.4959	173	1	FNDC3B		FNDC3B	173	1
6_MACS_peak_15478_lociStitched	chr20	56241931	56292897	6	33097	38443.6538	174	1	PMEPA1	ZBP1	PMEPA1	174	1
5_MACS_peak_15121_lociStitched	chr20	30261390	30312312	5	33050	33939.513	175	1	BCL2L1	COX4I2,TPX2	BCL2L1	175	1
4_MACS_peak_5160_lociStitched	chr12	11897751	11937994	4	33014	47559.1774	176	1	ETV6		ETV6	176	1
3_MACS_peak_5531_lociStitched	chr12	48190989	48232044	3	32895	53868.2655	177	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	177	1
4_MACS_peak_6425_lociStitched	chr12	123401315	123437764	4	32867	50576.6324	178	1	ABCB9	OGFOD2,ARL6IP4,VPS37B	ABCB9	178	1
3_MACS_peak_13034_lociStitched	chr2	42322955	42361822	3	32864	66229.368	179	1		PKDCC,EML4	EML4	179	1
6_MACS_peak_6201_lociStitched	chr12	109009866	109048243	6	32783	55028.7803	180	1	SELPLG,CORO1C	TMEM119	SELPLG	180	1
1_MACS_peak_24363_lociStitched	chr8	37730131	37762889	1	32759	75215.6438	181	1	RAB11FIP1	BRF2,GOT1L1	RAB11FIP1	181	1
6_MACS_peak_27280_lociStitched	chrY	23387518	23423595	6	32499	32202.3302	182	1			RBMY2EP	182	1
4_MACS_peak_9553_lociStitched	chr16	66546987	66590108	4	32495	81938.5242	183	1	CKLF,TK2	CMTM1,CMTM2,CMTM3	TK2	183	1
3_MACS_peak_20973_lociStitched	chr5	180223592	180261835	3	32478	59670.5529	184	1	LOC729678,MGAT1	ZFP62	MGAT1	184	1
1_MACS_peak_22841_lociStitched	chr7	7998773	8031047	1	32275	47972.0736	185	1	GLCCI1		GLCCI1	185	1
4_MACS_peak_8829_lociStitched	chr15	89163653	89201682	4	32204	57317.3088	186	1	AEN,ISG20	MIR1179,MIR7-2	ISG20	186	1
4_MACS_peak_16467_lociStitched	chr3	3120291	3154292	4	32195	52198.3352	187	1	IL5RA	CNTN4,TRNT1	IL5RA	187	1
1_MACS_peak_1688_lociStitched	chr1	156448275	156480449	1	32175	98478.1792	188	1	MEF2D	C1orf61	MEF2D	188	1
6_MACS_peak_23415_lociStitched	chr7	81397152	81444333	6	32068	33668.3616	189	1	HGF		HGF	189	1
3_MACS_peak_21742_lociStitched	chr6	52381707	52420223	3	32054	27642.9332	190	1	TRAM2		TRAM2	190	1
2_MACS_peak_9257_lociStitched	chr16	21495925	21532887	2	31995	56647.9612	191	1	LOC100271836,SLC7A5P2		LOC100271836	191	1
5_MACS_peak_11499_lociStitched	chr18	56594376	56644957	5	31950	57282.9825	192	1	ZNF532		LOC390858	192	1
6_MACS_peak_22436_lociStitched	chr6	143222911	143270730	6	31928	91257.7796	193	1	HIVEP2		HIVEP2	193	1
3_MACS_peak_25423_lociStitched	chr9	20352425	20386752	3	31846	40468.1003	194	1	MLLT3		MLLT3	194	1
4_MACS_peak_16368_lociStitched	chr22	46422270	46469453	4	31747	60285.7191	195	1	LOC150381,LOC100271722,C22orf26	LOC730668,LOC400931,MIR3619,MIRLET7A3,MIRLET7B,WNT7B	LOC150381	195	1
5_MACS_peak_14820_lociStitched	chr2	233923085	233966308	5	31697	35633.0412	196	1	INPP5D	NEU2,NGEF	INPP5D	196	1
5_MACS_peak_21616_lociStitched	chr6	41669353	41704174	5	31646	54738.612	197	1	TFEB	PRICKLE4,PGC,FRS3	TFEB	197	1
7_MACS_peak_11547_lociStitched	chr18	60944534	60989783	7	31530	48963.9429	198	1	BCL2	KDSR	BCL2	198	1
