#U266_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/U266_H3K27ac_ROSE/U266_H3K27ac_peaks_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by U266_jia.bam
#Using cutoff of 13745.6739 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266_jia.bam	enhancerRank	isSuperStretch
8_MACS_peak_16132_lociStitched	chr19	1237203	1277502	8	25253	65151.3933	47	1
7_MACS_peak_23837_lociStitched	chr3	45582219	45617877	7	28460	54670.8456	48	1
6_MACS_peak_22561_lociStitched	chr22	23219781	23250702	6	27941	55339.3137	49	1
7_MACS_peak_4449_lociStitched	chr10	80999083	81028550	7	26538	59160.8959	50	1
7_MACS_peak_35017_lociStitched	chr9	127609787	127643889	7	24317	63968.5316	51	1
10_MACS_peak_8036_lociStitched	chr12	109006646	109036250	10	26332	58681.0488	52	1
8_MACS_peak_25187_lociStitched	chr3	183224388	183260290	8	26437	57590.3982	53	1
3_MACS_peak_25325_lociStitched	chr3	192593399	192619120	3	25274	60040.5303	54	1
6_MACS_peak_11088_lociStitched	chr15	65164222	65191013	6	21740	64226.0643	55	1
5_MACS_peak_12217_lociStitched	chr16	12043202	12073865	5	25943	52838.4816	56	1
4_MACS_peak_34892_lociStitched	chr9	117243194	117270552	4	22076	62288.6944	57	1
5_MACS_peak_12112_lociStitched	chr16	9029606	9058543	5	27588	45879.6135	58	1
11_MACS_peak_22219_lociStitched	chr21	44758499	44790017	11	21956	60457.8276	59	1
4_MACS_peak_23844_lociStitched	chr3	45633873	45661617	4	27154	45877.4784	60	1
4_MACS_peak_14267_lociStitched	chr17	37909266	37935795	4	22273	59645.1507	61	1
8_MACS_peak_4909_lociStitched	chr10	112599965	112636424	8	23334	56617.1811	62	1
5_MACS_peak_2460_lociStitched	chr1	161409224	161442579	5	24490	53231.2445	63	1
6_MACS_peak_14639_lociStitched	chr17	47814307	47842569	6	24238	51889.032	64	1
9_MACS_peak_16721_lociStitched	chr19	12885319	12918338	9	20401	60543.6384	65	1
6_MACS_peak_33656_lociStitched	chr8	126292349	126322548	6	28078	36528.7104	66	1
5_MACS_peak_25081_lociStitched	chr3	171803136	171828962	5	23726	51954.1642	67	1
6_MACS_peak_22232_lociStitched	chr21	44843864	44877128	6	21580	54047.3472	68	1
11_MACS_peak_19265_lociStitched	chr2	86108062	86152419	11	25247	43319.0462	69	1
5_MACS_peak_35074_lociStitched	chr9	130529014	130551217	5	18440	60505.3953	70	1
10_MACS_peak_35083_lociStitched	chr9	130667286	130707014	10	24585	44682.0816	71	1
10_MACS_peak_16331_lociStitched	chr19	4367843	4407599	10	23455	47941.7604	72	1
4_MACS_peak_31793_lociStitched	chr7	102063382	102088703	4	22359	50930.6594	73	1
5_MACS_peak_7337_lociStitched	chr12	48191674	48215019	5	20528	55386.0125	74	1
8_MACS_peak_25086_lociStitched	chr3	171844605	171878544	8	26876	34811.2323	75	1
6_MACS_peak_17050_lociStitched	chr19	19042064	19065042	6	20028	56197.2946	76	1
7_MACS_peak_10806_lociStitched	chr15	45001743	45030091	7	22006	51239.01	77	1
7_MACS_peak_10641_lociStitched	chr15	40380263	40409363	7	22699	49138.26	78	1
8_MACS_peak_8133_lociStitched	chr12	111862081	111889936	8	25592	39158.559	79	1
12_MACS_peak_13206_lociStitched	chr16	81741527	81786656	12	25604	38517.6015	80	1
3_MACS_peak_13316_lociStitched	chr16	87883187	87906062	3	21943	50265.525	81	1
4_MACS_peak_9272_lociStitched	chr14	23017118	23040543	4	22645	47676.9025	82	1
3_MACS_peak_29852_lociStitched	chr6	106532010	106559189	3	26862	31584.7159	83	1
5_MACS_peak_23869_lociStitched	chr3	46317470	46345444	5	25269	38067.0192	84	1
2_MACS_peak_3482_lociStitched	chr1	234733479	234749623	2	16024	61222.8912	85	1
7_MACS_peak_10633_lociStitched	chr15	40329988	40367804	7	20574	51429.76	86	1
1_MACS_peak_20390_lociStitched	chr2	201978795	201998510	1	19716	53323.1605	87	1
11_MACS_peak_28133_lociStitched	chr5	150502776	150538126	11	24267	40150.53	88	1
8_MACS_peak_19359_lociStitched	chr2	88899036	88928601	8	25731	32663.412	89	1
4_MACS_peak_21707_lociStitched	chr20	52188756	52211972	4	22299	45326.9184	90	1
3_MACS_peak_14599_lociStitched	chr17	46123603	46142888	3	19231	53120.5325	91	1
2_MACS_peak_34805_lociStitched	chr9	112903921	112925286	2	21299	47374.751	92	1
6_MACS_peak_2900_lociStitched	chr1	203254852	203281373	6	20388	49281.3222	93	1
4_MACS_peak_17409_lociStitched	chr19	39880597	39904446	4	18196	54020.3699	94	1
5_MACS_peak_15056_lociStitched	chr17	72732497	72758193	5	21872	44754.7232	95	1
8_MACS_peak_31280_lociStitched	chr7	55611482	55642002	8	22943	40146.008	96	1
3_MACS_peak_18408_lociStitched	chr2	11882821	11904902	3	18202	52773.59	97	1
7_MACS_peak_14091_lociStitched	chr17	32688721	32719456	7	23404	37656.522	98	1
3_MACS_peak_21591_lociStitched	chr20	45963617	45990421	3	20573	46464.734	99	1
6_MACS_peak_11174_lociStitched	chr15	68476398	68504120	6	22255	41303.0078	100	1
5_MACS_peak_15162_lociStitched	chr17	74475302	74503100	5	19884	47765.3034	101	1
4_MACS_peak_34000_lociStitched	chr9	700319	725879	4	20887	44783.676	102	1
8_MACS_peak_28124_lociStitched	chr5	150437387	150467423	8	23169	37301.7084	103	1
5_MACS_peak_24666_lociStitched	chr3	129019128	129048744	5	20853	44643.1584	104	1
8_MACS_peak_6029_lociStitched	chr11	65332397	65363264	8	19337	48600.0915	105	1
5_MACS_peak_10722_lociStitched	chr15	42064386	42093242	5	23145	36788.5144	106	1
6_MACS_peak_26869_lociStitched	chr5	6475501	6498309	6	21078	42587.0976	107	1
5_MACS_peak_22550_lociStitched	chr22	23141909	23165950	5	21221	41720.7514	108	1
2_MACS_peak_27798_lociStitched	chr5	131745136	131766303	2	17939	49943.5365	109	1
7_MACS_peak_9993_lociStitched	chr14	81929840	81955732	7	22138	38258.0192	110	1
6_MACS_peak_6017_lociStitched	chr11	65221869	65247664	6	20303	43438.78	111	1
9_MACS_peak_3018_lociStitched	chr1	206852592	206894090	9	22385	36223.6042	112	1
5_MACS_peak_21725_lociStitched	chr20	52530703	52559907	5	20542	42299.0736	113	1
3_MACS_peak_28557_lociStitched	chr6	388069	411357	3	20438	42596.0808	114	1
8_MACS_peak_5389_lociStitched	chr11	10314768	10344834	8	20035	43126.6704	115	1
5_MACS_peak_19370_lociStitched	chr2	89130630	89161462	5	23513	29376.7296	116	1
7_MACS_peak_23232_lociStitched	chr22	45093439	45118644	7	21985	34039.3525	117	1
2_MACS_peak_27150_lociStitched	chr5	53812499	53832082	2	19370	42422.6529	118	1
4_MACS_peak_32184_lociStitched	chr7	137663244	137688092	4	17819	45402.2656	119	1
4_MACS_peak_3752_lociStitched	chr10	7510768	7535641	4	20884	35399.2536	120	1
5_MACS_peak_2443_lociStitched	chr1	161134806	161163453	5	19488	39615.9363	121	1
6_MACS_peak_22266_lociStitched	chr21	45552069	45580959	6	20074	37767.897	122	1
6_MACS_peak_17792_lociStitched	chr19	48878723	48904466	6	20775	35352.8619	123	1
3_MACS_peak_14289_lociStitched	chr17	38251202	38270620	3	19268	39783.5984	124	1
5_MACS_peak_26137_lociStitched	chr4	90203768	90229579	5	23414	21990.972	125	1
4_MACS_peak_18734_lociStitched	chr2	38814808	38839277	4	18949	40376.2969	126	1
10_MACS_peak_11321_lociStitched	chr15	75063533	75085968	10	18484	41217.582	127	1
7_MACS_peak_23059_lociStitched	chr22	39823427	39848895	7	20339	35084.7168	128	1
8_MACS_peak_543_lociStitched	chr1	24503132	24535055	8	19687	37263.7179	129	1
3_MACS_peak_25831_lociStitched	chr4	40193673	40212331	3	18444	40394.57	130	1
4_MACS_peak_5968_lociStitched	chr11	64611367	64634713	4	16999	43589.3166	131	1
5_MACS_peak_4877_lociStitched	chr10	112165650	112186328	5	19304	37065.315	132	1
5_MACS_peak_15194_lociStitched	chr17	75131027	75151833	5	19412	35497.1166	133	1
7_MACS_peak_8449_lociStitched	chr12	125389000	125413106	7	17989	38627.4544	134	1
5_MACS_peak_2191_lociStitched	chr1	153929015	153951461	5	16504	42185.0124	135	1
1_MACS_peak_14488_lociStitched	chr17	43296479	43309626	1	13148	48764.8524	136	1
5_MACS_peak_14659_lociStitched	chr17	48224675	48249956	5	17330	39931.3395	137	1
5_MACS_peak_8488_lociStitched	chr12	129288276	129315942	5	20533	28711.7748	138	1
7_MACS_peak_9946_lociStitched	chr14	77487578	77510213	7	18442	36184.311	139	1
2_MACS_peak_14899_lociStitched	chr17	62192694	62210978	2	18158	36992.1888	140	1
4_MACS_peak_28911_lociStitched	chr6	27093788	27116100	4	20024	30277.384	141	1
7_MACS_peak_25267_lociStitched	chr3	186775351	186797648	7	19735	31349.582	142	1
6_MACS_peak_17538_lociStitched	chr19	42612802	42639831	6	18356	36040.4686	143	1
5_MACS_peak_9863_lociStitched	chr14	74219526	74244376	5	19615	31681.265	144	1
3_MACS_peak_12582_lociStitched	chr16	30193885	30213154	3	15330	43655.8464	145	1
8_MACS_peak_5040_lociStitched	chr10	125824466	125854991	8	18935	33586.6575	146	1
5_MACS_peak_2303_lociStitched	chr1	155940207	155961857	5	15309	43271.855	147	1
4_MACS_peak_28157_lociStitched	chr5	151119735	151139017	4	18745	33822.5562	148	1
4_MACS_peak_16239_lociStitched	chr19	2606071	2622661	4	15554	41783.574	149	1
1_MACS_peak_22216_lociStitched	chr21	44725204	44736078	1	10875	49677.869	150	1
1_MACS_peak_6216_lociStitched	chr11	69452901	69471410	1	18510	32625.8143	151	1
2_MACS_peak_33781_lociStitched	chr8	134290300	134311030	2	18625	31559.352	152	1
5_MACS_peak_31849_lociStitched	chr7	104633489	104659306	5	14931	41697.0367	153	1
7_MACS_peak_16889_lociStitched	chr19	16244294	16272490	7	20186	24778.6448	154	1
2_MACS_peak_13220_lociStitched	chr16	81840206	81858882	2	17320	35531.09	155	1
1_MACS_peak_2355_lociStitched	chr1	156709366	156723132	1	13767	43843.3334	156	1
2_MACS_peak_10323_lociStitched	chr14	103796951	103815697	2	18712	30284.163	157	1
4_MACS_peak_33766_lociStitched	chr8	134068620	134089957	4	19914	25113.649	158	1
4_MACS_peak_12559_lociStitched	chr16	29815339	29837404	4	16087	37713.498	159	1
7_MACS_peak_16206_lociStitched	chr19	2254050	2274853	7	14816	40686.5074	160	1
1_MACS_peak_2250_lociStitched	chr1	154970314	154979994	1	9681	49035.976	161	1
8_MACS_peak_12987_lociStitched	chr16	68270473	68300095	8	17621	32960.3994	162	1
1_MACS_peak_24812_lociStitched	chr3	141119122	141135802	1	16681	35708.544	163	1
3_MACS_peak_14700_lociStitched	chr17	48979246	48997941	3	13865	42237.6135	164	1
3_MACS_peak_22209_lociStitched	chr21	44580435	44598092	3	12990	43784.0629	165	1
6_MACS_peak_32898_lociStitched	chr8	37736078	37762471	6	19063	26952.5316	166	1
4_MACS_peak_20570_lociStitched	chr2	219741506	219763669	4	16142	35884.1133	167	1
7_MACS_peak_14144_lociStitched	chr17	34408522	34432846	7	18004	29991.492	168	1
9_MACS_peak_20307_lociStitched	chr2	197023272	197048989	9	18601	27154.5803	169	1
7_MACS_peak_14501_lociStitched	chr17	43502285	43531790	7	18080	29106.6825	170	1
7_MACS_peak_5870_lociStitched	chr11	62357493	62383092	7	16576	34059.4695	171	1
6_MACS_peak_31158_lociStitched	chr7	44656599	44680573	6	18113	28895.8622	172	1
6_MACS_peak_12821_lociStitched	chr16	56964437	56985444	6	18741	25607.533	173	1
1_MACS_peak_33482_lociStitched	chr8	103815143	103828738	1	13596	40765.967	174	1
6_MACS_peak_12369_lociStitched	chr16	21512029	21532328	6	17154	31510.1377	175	1
2_MACS_peak_1950_lociStitched	chr1	144921600	144938775	2	13640	40548.4575	176	1
9_MACS_peak_32615_lociStitched	chr8	11271062	11303240	9	18116	27566.8926	177	1
5_MACS_peak_10095_lociStitched	chr14	91781672	91803269	5	18205	27153.9081	178	1
4_MACS_peak_15139_lociStitched	chr17	74167712	74190618	4	17946	28052.9782	179	1
1_MACS_peak_2348_lociStitched	chr1	156626888	156638518	1	11631	43796.254	180	1
3_MACS_peak_1224_lociStitched	chr1	51432445	51447848	3	14888	37302.9854	181	1
5_MACS_peak_4059_lociStitched	chr10	43887253	43906206	5	16328	33181.0171	182	1
7_MACS_peak_22062_lociStitched	chr21	36578145	36608065	7	17195	30174.32	183	1
6_MACS_peak_6567_lociStitched	chr11	111229676	111251197	6	18733	23763.4882	184	1
4_MACS_peak_27943_lociStitched	chr5	139011970	139033023	4	16760	31371.0753	185	1
3_MACS_peak_2657_lociStitched	chr1	179048066	179063174	3	14927	36476.7552	186	1
8_MACS_peak_27831_lociStitched	chr5	132575605	132603564	8	17846	27276.8004	187	1
3_MACS_peak_33470_lociStitched	chr8	103658921	103676049	3	16069	33231.7456	188	1
1_MACS_peak_2646_lociStitched	chr1	178540979	178552527	1	11549	43117.9224	189	1
9_MACS_peak_12124_lociStitched	chr16	9162216	9193906	9	15888	33569.217	190	1
4_MACS_peak_26832_lociStitched	chr5	1311444	1330382	4	14148	37857.062	191	1
5_MACS_peak_28304_lociStitched	chr5	171595382	171620757	5	16510	31393.95	192	1
4_MACS_peak_28353_lociStitched	chr5	173159729	173178027	4	14531	36702.1284	193	1
6_MACS_peak_23071_lociStitched	chr22	39911136	39930955	6	15906	33022.4178	194	1
8_MACS_peak_15221_lociStitched	chr17	76116284	76144300	8	16715	30083.5808	195	1
4_MACS_peak_2358_lociStitched	chr1	156761868	156787150	4	16363	31010.9012	196	1
2_MACS_peak_16571_lociStitched	chr19	10328517	10342962	2	10548	43628.2335	197	1
5_MACS_peak_3798_lociStitched	chr10	12390001	12411609	5	15678	32809.5872	198	1
5_MACS_peak_19260_lociStitched	chr2	86075355	86093890	5	17208	26729.3235	199	1
10_MACS_peak_21459_lociStitched	chr20	42336740	42365593	10	17905	23414.2095	200	1
4_MACS_peak_24210_lociStitched	chr3	69128192	69145732	4	17026	26967.75	201	1
4_MACS_peak_16789_lociStitched	chr19	13943760	13961855	4	14659	34123.551	202	1
3_MACS_peak_29446_lociStitched	chr6	44213242	44234183	3	15150	32678.4305	203	1
4_MACS_peak_17932_lociStitched	chr19	50422354	50441587	4	13216	37181.2356	204	1
3_MACS_peak_7627_lociStitched	chr12	57622036	57639856	3	14120	34975.314	205	1
3_MACS_peak_653_lociStitched	chr1	27018521	27034803	3	14568	33666.2914	206	1
4_MACS_peak_4815_lociStitched	chr10	105445120	105466738	4	14583	33419.2662	207	1
3_MACS_peak_32624_lociStitched	chr8	11308140	11326120	3	14994	32277.696	208	1
1_MACS_peak_11350_lociStitched	chr15	75334079	75343037	1	8959	43795.662	209	1
4_MACS_peak_2296_lociStitched	chr1	155900520	155918841	4	14624	32908.1802	210	1
1_MACS_peak_23875_lociStitched	chr3	46389733	46404465	1	14733	32251.2944	211	1
3_MACS_peak_8352_lociStitched	chr12	122227168	122243314	3	12729	36895.2246	212	1
5_MACS_peak_35326_lociStitched	chr9	138467724	138486353	5	15703	28567.5715	213	1
3_MACS_peak_20447_lociStitched	chr2	204568683	204586600	3	17231	22215.2883	214	1
7_MACS_peak_6826_lociStitched	chr11	128585767	128609711	7	17630	20079.4384	215	1
1_MACS_peak_19772_lociStitched	chr2	127412778	127426192	1	13415	34563.8538	216	1
6_MACS_peak_23557_lociStitched	chr3	13449806	13470805	6	15747	27928.67	217	1
3_MACS_peak_29581_lociStitched	chr6	56619091	56637973	3	16114	26495.2224	218	1
4_MACS_peak_620_lociStitched	chr1	26436499	26454180	4	15774	27693.7503	219	1
4_MACS_peak_13281_lociStitched	chr16	85631766	85648276	4	15855	27406.6	220	1
5_MACS_peak_11971_lociStitched	chr16	2551034	2571765	5	14085	32667.9098	221	1
4_MACS_peak_21999_lociStitched	chr21	34599775	34614529	4	13780	33436.9902	222	1
3_MACS_peak_35890_lociStitched	chrX	48767914	48784315	3	16326	25518.3159	223	1
10_MACS_peak_13771_lociStitched	chr17	17379857	17404849	10	17496	20203.5328	224	1
2_MACS_peak_10865_lociStitched	chr15	51165426	51179117	2	12765	35526.7759	225	1
3_MACS_peak_10315_lociStitched	chr14	103566099	103582255	3	13104	34753.1716	226	1
5_MACS_peak_18746_lociStitched	chr2	38946084	38969096	5	15819	26831.992	227	1
3_MACS_peak_3348_lociStitched	chr1	228665931	228680047	3	11534	37723.5984	228	1
18_MACS_peak_26399_lociStitched	chr4	132645561	132685808	18	17422	19648.5854	229	1
4_MACS_peak_33478_lociStitched	chr8	103793287	103810580	4	14739	30153.8041	230	1
2_MACS_peak_15152_lociStitched	chr17	74257498	74270039	2	12401	35855.9731	231	1
2_MACS_peak_31229_lociStitched	chr7	47708130	47721311	2	12928	34521.039	232	1
2_MACS_peak_8034_lociStitched	chr12	108951883	108970218	2	14827	29506.5155	233	1
6_MACS_peak_27614_lociStitched	chr5	109023752	109045373	6	15287	27856.4964	234	1
1_MACS_peak_22161_lociStitched	chr21	43476609	43487106	1	10498	38636.3079	235	1
8_MACS_peak_13968_lociStitched	chr17	27262012	27280384	8	15510	26407.9128	236	1
5_MACS_peak_23861_lociStitched	chr3	46130475	46154064	5	15389	26457.4224	237	1
4_MACS_peak_20725_lociStitched	chr2	233938760	233954027	4	14017	30708.0438	238	1
6_MACS_peak_22717_lociStitched	chr22	29206532	29225519	6	15306	26207.7561	239	1
1_MACS_peak_10208_lociStitched	chr14	98633043	98645962	1	12920	33017.0883	240	1
8_MACS_peak_28509_lociStitched	chr5	180228484	180248976	8	14521	28582.2416	241	1
6_MACS_peak_15249_lociStitched	chr17	76337197	76357455	6	14707	27982.3754	242	1
3_MACS_peak_29753_lociStitched	chr6	90054385	90070070	3	15353	25731.2425	243	1
3_MACS_peak_26865_lociStitched	chr5	6445985	6460822	3	13226	32021.2134	244	1
6_MACS_peak_19614_lociStitched	chr2	111612125	111634261	6	14975	26875.3176	245	1
5_MACS_peak_733_lociStitched	chr1	28558302	28578401	5	13907	30019.8664	246	1
4_MACS_peak_18711_lociStitched	chr2	37869277	37885391	4	15318	25447.2288	247	1
4_MACS_peak_27057_lociStitched	chr5	32530376	32545589	4	14535	27810.8853	248	1
4_MACS_peak_745_lociStitched	chr1	28826860	28846304	4	15109	25745.8004	249	1
3_MACS_peak_22652_lociStitched	chr22	24819373	24834134	3	13599	30162.6274	250	1
1_MACS_peak_7636_lociStitched	chr12	57844993	57857500	1	12508	32653.2756	251	1
5_MACS_peak_30454_lociStitched	chr6	160388841	160410942	5	15182	24828.2634	252	1
6_MACS_peak_18242_lociStitched	chr2	1644296	1665081	6	14703	26151.687	253	1
1_MACS_peak_2241_lociStitched	chr1	154907726	154918490	1	10765	35903.322	254	1
6_MACS_peak_14300_lociStitched	chr17	38465655	38484713	6	16015	20771.3142	255	1
5_MACS_peak_16220_lociStitched	chr19	2455365	2480287	5	12211	32889.5634	256	1
6_MACS_peak_14370_lociStitched	chr17	40713220	40740323	6	14007	28195.2509	257	1
1_MACS_peak_3292_lociStitched	chr1	226839255	226852784	1	13530	29265.9328	258	1
7_MACS_peak_17368_lociStitched	chr19	39159852	39187066	7	14327	26762.2476	259	1
1_MACS_peak_7607_lociStitched	chr12	57105145	57120091	1	14947	24565.2456	260	1
4_MACS_peak_4289_lociStitched	chr10	73619245	73635239	4	13475	29230.6344	261	1
3_MACS_peak_31212_lociStitched	chr7	47510682	47527208	3	12335	32042.2614	262	1
8_MACS_peak_17066_lociStitched	chr19	19264556	19286651	8	15168	23049.504	263	1
5_MACS_peak_27802_lociStitched	chr5	131791043	131815940	5	15599	21227.1822	264	1
3_MACS_peak_34191_lociStitched	chr9	33443755	33459825	3	12491	31291.504	265	1
2_MACS_peak_30951_lociStitched	chr7	29712665	29726523	2	13845	27454.0838	266	1
5_MACS_peak_27445_lociStitched	chr5	87954708	87976555	5	13486	28510.335	267	1
10_MACS_peak_11947_lociStitched	chr16	2178204	2207097	10	14607	24743.9652	268	1
5_MACS_peak_25372_lociStitched	chr3	195258222	195278321	5	14279	25803.0962	269	1
2_MACS_peak_7084_lociStitched	chr12	12866182	12881589	2	14516	24873.0608	270	1
6_MACS_peak_5940_lociStitched	chr11	63992689	64019603	6	13746	27360.7724	271	1
2_MACS_peak_19660_lociStitched	chr2	112455591	112469143	2	12583	30399.8464	272	1
5_MACS_peak_27526_lociStitched	chr5	95250221	95270425	5	14802	23436.64	273	1
3_MACS_peak_9416_lociStitched	chr14	33402890	33415353	3	11957	31656.02	274	1
10_MACS_peak_14154_lociStitched	chr17	34516276	34540004	10	16281	16139.7856	275	1
1_MACS_peak_22716_lociStitched	chr22	29185965	29199229	1	13265	27993.672	276	1
9_MACS_peak_35414_lociStitched	chr9	140130596	140156868	9	12823	29209.2096	277	1
1_MACS_peak_31662_lociStitched	chr7	97909589	97921846	1	12258	30615.5346	278	1
4_MACS_peak_2234_lociStitched	chr1	154817497	154837411	4	12315	30440.5404	279	1
1_MACS_peak_494_lociStitched	chr1	23849111	23861209	1	12099	30903.1312	280	1
2_MACS_peak_28358_lociStitched	chr5	173209066	173223506	2	11795	31587.5	281	1
3_MACS_peak_31575_lociStitched	chr7	87548887	87565039	3	14616	23139.3552	282	1
2_MACS_peak_23415_lociStitched	chr3	5014631	5029390	2	12289	30100.9805	283	1
5_MACS_peak_22175_lociStitched	chr21	43804549	43821181	5	12498	29566.7064	284	1
6_MACS_peak_14363_lociStitched	chr17	40680947	40701131	6	13887	25498.4472	285	1
13_MACS_peak_6998_lociStitched	chr12	7046110	7088407	13	15315	19917.6573	286	1
3_MACS_peak_30830_lociStitched	chr7	22757212	22771382	3	12464	29582.709	287	1
4_MACS_peak_11314_lociStitched	chr15	74906146	74924479	4	13149	27673.6635	288	1
4_MACS_peak_3006_lociStitched	chr1	206724941	206739981	4	12497	29364.096	289	1
8_MACS_peak_4801_lociStitched	chr10	105224475	105245745	8	14750	22025.085	290	1
4_MACS_peak_5864_lociStitched	chr11	62306223	62326537	4	14780	21882.2408	291	1
3_MACS_peak_15542_lociStitched	chr18	9060443	9074678	3	13531	26277.81	292	1
3_MACS_peak_35893_lociStitched	chrX	48790698	48806369	3	15434	18728.4121	293	1
3_MACS_peak_1720_lociStitched	chr1	111169208	111181337	3	11662	31124.2269	294	1
2_MACS_peak_16169_lociStitched	chr19	1646702	1655904	2	7739	37790.7736	295	1
6_MACS_peak_11424_lociStitched	chr15	78336379	78362640	6	15513	18167.3598	296	1
7_MACS_peak_23364_lociStitched	chr22	50963007	50984714	7	14290	23308.9766	297	1
4_MACS_peak_21637_lociStitched	chr20	48284391	48305092	4	14658	21659.4563	298	1
2_MACS_peak_30998_lociStitched	chr7	32766487	32780157	2	13029	27096.674	299	1
8_MACS_peak_984_lociStitched	chr1	40023991	40049752	8	15237	18766.8885	300	1
6_MACS_peak_19106_lociStitched	chr2	70330304	70353779	6	13557	25148.7675	301	1
7_MACS_peak_4436_lociStitched	chr10	80851169	80868808	7	15433	17328.5536	302	1
