GENE_ID	locusLine	bin_1_41_0EXT_0229Kronos_MM1S-KB-6hr-1_Input_hs_i85.bam
7_MACS_peak_210_lociStitched	chr1(.):1998528-2010277	0.0688
1_MACS_peak_217_lociStitched	chr1(.):2010874-2011579	0.0508
5_MACS_peak_218_lociStitched	chr1(.):2012486-2026048	0.057
1_MACS_peak_223_lociStitched	chr1(.):2026569-2027047	0.0685
9_MACS_peak_224_lociStitched	chr1(.):2027682-2043835	0.0687
1_MACS_peak_233_lociStitched	chr1(.):2044466-2044910	0.0535
1_MACS_peak_234_lociStitched	chr1(.):2046358-2046688	0.0715
2_MACS_peak_235_lociStitched	chr1(.):2047560-2048559	0.0657
1_MACS_peak_237_lociStitched	chr1(.):2057179-2057665	0.0301
4_MACS_peak_238_lociStitched	chr1(.):2058422-2062138	0.0622
7_MACS_peak_242_lociStitched	chr1(.):2066063-2076821	0.0892
1_MACS_peak_249_lociStitched	chr1(.):2077835-2078139	0.0216
5_MACS_peak_250_lociStitched	chr1(.):2080048-2085953	0.0796
3_MACS_peak_255_lociStitched	chr1(.):2088258-2091088	0.0939
9_MACS_peak_258_lociStitched	chr1(.):2092685-2113966	0.0755
1_MACS_peak_267_lociStitched	chr1(.):2114743-2115795	0.063
1_MACS_peak_268_lociStitched	chr1(.):2116548-2116848	0.0393
1_MACS_peak_269_lociStitched	chr1(.):2128559-2129216	0.069
2_MACS_peak_270_lociStitched	chr1(.):2129998-2135777	0.1104
2_MACS_peak_272_lociStitched	chr1(.):2136849-2142696	0.0733
5_MACS_peak_274_lociStitched	chr1(.):2143267-2153027	0.0865
4_MACS_peak_279_lociStitched	chr1(.):2154170-2158734	0.0669
11_MACS_peak_283_lociStitched	chr1(.):2244473-2294371	0.0804
1_MACS_peak_294_lociStitched	chr1(.):2299367-2300533	0.0714
3_MACS_peak_295_lociStitched	chr1(.):2301315-2316310	0.097
1_MACS_peak_298_lociStitched	chr1(.):2346567-2347066	0.178
6_MACS_peak_299_lociStitched	chr1(.):2347841-2370681	0.0763
5_MACS_peak_305_lociStitched	chr1(.):2371458-2410571	0.0665
1_MACS_peak_310_lociStitched	chr1(.):2411102-2411528	0.0614
3_MACS_peak_311_lociStitched	chr1(.):2413349-2415011	0.087
6_MACS_peak_314_lociStitched	chr1(.):2415735-2421318	0.1088
1_MACS_peak_320_lociStitched	chr1(.):2421859-2430116	0.0676
2_MACS_peak_321_lociStitched	chr1(.):2430988-2434885	0.0781
3_MACS_peak_323_lociStitched	chr1(.):2458168-2470212	0.067
1_MACS_peak_326_lociStitched	chr1(.):2471827-2472110	0.0083
1_MACS_peak_327_lociStitched	chr1(.):2473318-2473736	0.1042
3_MACS_peak_328_lociStitched	chr1(.):2483413-2485225	0.078
7_MACS_peak_331_lociStitched	chr1(.):2497647-2507842	0.0583
2_MACS_peak_338_lociStitched	chr1(.):2508493-2509708	0.1187
3_MACS_peak_340_lociStitched	chr1(.):2512093-2515660	0.0837
1_MACS_peak_343_lociStitched	chr1(.):2518724-2519342	0.0235
4_MACS_peak_344_lociStitched	chr1(.):2520228-2522868	0.0607
1_MACS_peak_348_lociStitched	chr1(.):2524199-2530043	0.0625
1_MACS_peak_349_lociStitched	chr1(.):2531017-2531513	0.1085
6_MACS_peak_350_lociStitched	chr1(.):2532404-2541786	0.0662
2_MACS_peak_356_lociStitched	chr1(.):2542966-2543958	0.0834
1_MACS_peak_358_lociStitched	chr1(.):2550446-2550837	0.0516
1_MACS_peak_359_lociStitched	chr1(.):2551563-2552010	0.1082
5_MACS_peak_360_lociStitched	chr1(.):2552775-2557530	0.0798
7_MACS_peak_365_lociStitched	chr1(.):2559143-2565848	0.0626
1_MACS_peak_372_lociStitched	chr1(.):2568106-2568437	0.0543
1_MACS_peak_373_lociStitched	chr1(.):2574693-2576688	0.0654
4_MACS_peak_386_lociStitched	chr1(.):2685572-2691643	0.2323
1_MACS_peak_390_lociStitched	chr1(.):2693283-2693682	0.0829
2_MACS_peak_391_lociStitched	chr1(.):2700926-2702474	0.0849
2_MACS_peak_393_lociStitched	chr1(.):2703344-2704588	0.1008
1_MACS_peak_395_lociStitched	chr1(.):2705147-2706319	0.0803
2_MACS_peak_396_lociStitched	chr1(.):2707165-2708438	0.036
8_MACS_peak_398_lociStitched	chr1(.):2715431-2729032	0.0596
4_MACS_peak_406_lociStitched	chr1(.):2729558-2733247	0.0618
4_MACS_peak_410_lociStitched	chr1(.):2736164-2741394	0.064
1_MACS_peak_414_lociStitched	chr1(.):2742603-2742954	0.0916
1_MACS_peak_415_lociStitched	chr1(.):2745131-2745647	0.0612
1_MACS_peak_416_lociStitched	chr1(.):2747473-2747805	0.0663
4_MACS_peak_417_lociStitched	chr1(.):2748943-2752788	0.0589
1_MACS_peak_421_lociStitched	chr1(.):2754212-2755037	0.0798
2_MACS_peak_422_lociStitched	chr1(.):2755597-2756302	0.0823
1_MACS_peak_424_lociStitched	chr1(.):2757044-2757427	0.0835
1_MACS_peak_425_lociStitched	chr1(.):2758142-2759094	0.0806
1_MACS_peak_426_lociStitched	chr1(.):2761778-2762600	0.0627
2_MACS_peak_427_lociStitched	chr1(.):2763307-2766945	0.0653
1_MACS_peak_429_lociStitched	chr1(.):2768107-2768457	0.0204
1_MACS_peak_430_lociStitched	chr1(.):2770018-2774522	0.0808
9_MACS_peak_431_lociStitched	chr1(.):2776115-2787322	0.0622
4_MACS_peak_440_lociStitched	chr1(.):2789726-2803168	0.0636
1_MACS_peak_444_lociStitched	chr1(.):2804436-2804732	0.0104
1_MACS_peak_445_lociStitched	chr1(.):2805786-2806355	0.0469
1_MACS_peak_446_lociStitched	chr1(.):2806911-2809500	0.0607
1_MACS_peak_447_lociStitched	chr1(.):2810128-2810435	0.0396
1_MACS_peak_448_lociStitched	chr1(.):2812096-2812380	0.0412
7_MACS_peak_449_lociStitched	chr1(.):2815556-2824181	0.0409
2_MACS_peak_456_lociStitched	chr1(.):2824827-2826526	0.074
6_MACS_peak_458_lociStitched	chr1(.):2827311-2831928	0.0666
10_MACS_peak_464_lociStitched	chr1(.):2832800-2852446	0.0593
2_MACS_peak_474_lociStitched	chr1(.):2853133-2854078	0.0477
2_MACS_peak_476_lociStitched	chr1(.):2858600-2860115	0.0563
2_MACS_peak_478_lociStitched	chr1(.):2862586-2863733	0.078
1_MACS_peak_480_lociStitched	chr1(.):2864674-2868011	0.0702
1_MACS_peak_481_lociStitched	chr1(.):2868517-2869464	0.0664
1_MACS_peak_482_lociStitched	chr1(.):2875818-2876177	0.1667
2_MACS_peak_483_lociStitched	chr1(.):2877067-2878981	0.0926
1_MACS_peak_485_lociStitched	chr1(.):2879884-2880345	0.0807
1_MACS_peak_486_lociStitched	chr1(.):2882891-2883229	0.0
1_MACS_peak_487_lociStitched	chr1(.):2884020-2884366	0.0364
2_MACS_peak_488_lociStitched	chr1(.):2885126-2886859	0.0763
2_MACS_peak_490_lociStitched	chr1(.):2887399-2890327	0.0586
4_MACS_peak_492_lociStitched	chr1(.):2896761-2902295	0.0602
1_MACS_peak_496_lociStitched	chr1(.):2903955-2904548	0.113
4_MACS_peak_497_lociStitched	chr1(.):2905153-2908789	0.0945
1_MACS_peak_501_lociStitched	chr1(.):2915161-2915485	0.0608
1_MACS_peak_502_lociStitched	chr1(.):2916684-2917102	0.057
2_MACS_peak_503_lociStitched	chr1(.):2918559-2922516	0.0519
1_MACS_peak_505_lociStitched	chr1(.):2925986-2926370	0.0338
3_MACS_peak_506_lociStitched	chr1(.):2927033-2932559	0.072
4_MACS_peak_509_lociStitched	chr1(.):2933265-2941085	0.0822
2_MACS_peak_513_lociStitched	chr1(.):2944100-2950005	0.0586
2_MACS_peak_515_lociStitched	chr1(.):2950804-2952784	0.0755
2_MACS_peak_517_lociStitched	chr1(.):2953535-2955598	0.0495
1_MACS_peak_519_lociStitched	chr1(.):2960688-2961114	0.0444
1_MACS_peak_520_lociStitched	chr1(.):2970006-2971534	0.0389
3_MACS_peak_521_lociStitched	chr1(.):2977438-2978956	0.0662
1_MACS_peak_524_lociStitched	chr1(.):2980774-2981627	0.0224
2_MACS_peak_525_lociStitched	chr1(.):2982332-2985517	0.046
7_MACS_peak_527_lociStitched	chr1(.):2986306-3004588	0.0594
5_MACS_peak_534_lociStitched	chr1(.):3005420-3021365	0.0647
1_MACS_peak_539_lociStitched	chr1(.):3021915-3022280	0.0222
2_MACS_peak_540_lociStitched	chr1(.):3023356-3024905	0.0992
1_MACS_peak_542_lociStitched	chr1(.):3026123-3026433	0.0964
3_MACS_peak_543_lociStitched	chr1(.):3027047-3029909	0.0823
10_MACS_peak_546_lociStitched	chr1(.):3030872-3063143	0.0617
1_MACS_peak_556_lociStitched	chr1(.):3063929-3064455	0.0269
2_MACS_peak_557_lociStitched	chr1(.):3065873-3067285	0.0467
8_MACS_peak_559_lociStitched	chr1(.):3067920-3078648	0.0707
4_MACS_peak_567_lociStitched	chr1(.):3079327-3084069	0.0839
3_MACS_peak_571_lociStitched	chr1(.):3085152-3092520	0.0681
1_MACS_peak_574_lociStitched	chr1(.):3095285-3096313	0.0462
18_MACS_peak_575_lociStitched	chr1(.):3099592-3153338	0.0656
4_MACS_peak_593_lociStitched	chr1(.):3154062-3164612	0.0777
3_MACS_peak_597_lociStitched	chr1(.):3165233-3167013	0.0535
2_MACS_peak_600_lociStitched	chr1(.):3167739-3168679	0.0245
6_MACS_peak_602_lociStitched	chr1(.):3171911-3176376	0.0652
5_MACS_peak_608_lociStitched	chr1(.):3178899-3190344	0.0571
2_MACS_peak_613_lociStitched	chr1(.):3191002-3194334	0.0471
8_MACS_peak_615_lociStitched	chr1(.):3195083-3217337	0.0757
1_MACS_peak_623_lociStitched	chr1(.):3218181-3218757	0.0579
4_MACS_peak_624_lociStitched	chr1(.):3221088-3231265	0.0548
6_MACS_peak_628_lociStitched	chr1(.):3231986-3236555	0.0601
3_MACS_peak_634_lociStitched	chr1(.):3239020-3248915	0.0602
1_MACS_peak_637_lociStitched	chr1(.):3251025-3251846	0.0343
1_MACS_peak_638_lociStitched	chr1(.):3253356-3253684	0.074
2_MACS_peak_639_lociStitched	chr1(.):3254892-3256113	0.0611
1_MACS_peak_641_lociStitched	chr1(.):3256673-3258014	0.1078
1_MACS_peak_642_lociStitched	chr1(.):3258761-3259543	0.0968
1_MACS_peak_643_lociStitched	chr1(.):3261555-3262032	0.094
4_MACS_peak_644_lociStitched	chr1(.):3263187-3267939	0.0535
3_MACS_peak_648_lociStitched	chr1(.):3268920-3287197	0.0723
2_MACS_peak_651_lociStitched	chr1(.):3287973-3292821	0.0676
3_MACS_peak_653_lociStitched	chr1(.):3293832-3295390	0.0738
12_MACS_peak_656_lociStitched	chr1(.):3297193-3325166	0.0612
1_MACS_peak_668_lociStitched	chr1(.):3326934-3329364	0.046
2_MACS_peak_669_lociStitched	chr1(.):3329870-3333651	0.054
1_MACS_peak_671_lociStitched	chr1(.):3334341-3334651	0.0572
11_MACS_peak_672_lociStitched	chr1(.):3335334-3361762	0.064
1_MACS_peak_683_lociStitched	chr1(.):3365872-3366316	0.0663
1_MACS_peak_684_lociStitched	chr1(.):3366903-3367739	0.1122
2_MACS_peak_685_lociStitched	chr1(.):3368474-3371202	0.098
2_MACS_peak_687_lociStitched	chr1(.):3371792-3386803	0.0631
4_MACS_peak_689_lociStitched	chr1(.):3387493-3391340	0.0495
3_MACS_peak_693_lociStitched	chr1(.):3394072-3399464	0.0562
1_MACS_peak_696_lociStitched	chr1(.):3399972-3400526	0.0499
2_MACS_peak_697_lociStitched	chr1(.):3401344-3402902	0.0653
2_MACS_peak_699_lociStitched	chr1(.):3404499-3407773	0.1056
12_MACS_peak_701_lociStitched	chr1(.):3408583-3488396	0.07
5_MACS_peak_713_lociStitched	chr1(.):3489732-3499784	0.0662
5_MACS_peak_718_lociStitched	chr1(.):3500323-3504448	0.1084
4_MACS_peak_723_lociStitched	chr1(.):3505046-3536202	0.0785
4_MACS_peak_727_lociStitched	chr1(.):3666431-3674595	0.0857
4_MACS_peak_731_lociStitched	chr1(.):3675563-3681933	0.0988
1_MACS_peak_735_lociStitched	chr1(.):3682456-3688765	0.0881
2_MACS_peak_736_lociStitched	chr1(.):3689669-3690682	0.074
2_MACS_peak_738_lociStitched	chr1(.):3716315-3717452	0.0873
1_MACS_peak_740_lociStitched	chr1(.):3827806-3828224	0.105
1_MACS_peak_741_lociStitched	chr1(.):3834295-3834695	0.0015
1_MACS_peak_742_lociStitched	chr1(.):3835204-3835489	0.121
1_MACS_peak_743_lociStitched	chr1(.):3836010-3836326	0.0821
1_MACS_peak_744_lociStitched	chr1(.):3840594-3843323	0.0811
1_MACS_peak_745_lociStitched	chr1(.):3995303-3995742	0.0601
7_MACS_peak_746_lociStitched	chr1(.):3998018-4009630	0.0832
2_MACS_peak_753_lociStitched	chr1(.):4013867-4017449	0.0747
1_MACS_peak_755_lociStitched	chr1(.):4017993-4018660	0.0624
1_MACS_peak_756_lociStitched	chr1(.):4019202-4019633	0.0966
2_MACS_peak_757_lociStitched	chr1(.):4021979-4022964	0.0674
5_MACS_peak_759_lociStitched	chr1(.):4035706-4038670	0.058
1_MACS_peak_764_lociStitched	chr1(.):4039209-4039869	0.0896
2_MACS_peak_765_lociStitched	chr1(.):4041836-4043745	0.0775
1_MACS_peak_767_lociStitched	chr1(.):4045312-4045637	0.033
1_MACS_peak_768_lociStitched	chr1(.):4046594-4047377	0.0427
1_MACS_peak_769_lociStitched	chr1(.):4054094-4054456	0.081
1_MACS_peak_770_lociStitched	chr1(.):4055320-4056139	0.1344
1_MACS_peak_771_lociStitched	chr1(.):4057758-4058088	0.0688
2_MACS_peak_772_lociStitched	chr1(.):4059198-4061818	0.0721
1_MACS_peak_774_lociStitched	chr1(.):4071984-4072648	0.1068
1_MACS_peak_775_lociStitched	chr1(.):4076356-4076727	0.0738
2_MACS_peak_776_lociStitched	chr1(.):4077321-4079156	0.0963
1_MACS_peak_778_lociStitched	chr1(.):4079678-4080396	0.0443
2_MACS_peak_779_lociStitched	chr1(.):4081121-4083092	0.1053
1_MACS_peak_781_lociStitched	chr1(.):4093821-4094142	0.0968
1_MACS_peak_782_lociStitched	chr1(.):4108578-4108885	0.0559
1_MACS_peak_783_lociStitched	chr1(.):4110994-4111753	0.0467
1_MACS_peak_784_lociStitched	chr1(.):4113403-4114055	0.0695
4_MACS_peak_785_lociStitched	chr1(.):4114868-4118580	0.0879
3_MACS_peak_789_lociStitched	chr1(.):4119112-4121570	0.0762
1_MACS_peak_792_lociStitched	chr1(.):4122071-4122637	0.0433
3_MACS_peak_793_lociStitched	chr1(.):4132102-4134324	0.0783
1_MACS_peak_796_lociStitched	chr1(.):4135363-4135760	0.073
2_MACS_peak_797_lociStitched	chr1(.):4137142-4138934	0.1668
3_MACS_peak_799_lociStitched	chr1(.):4142912-4145427	0.075
2_MACS_peak_802_lociStitched	chr1(.):4146101-4147378	0.0543
2_MACS_peak_804_lociStitched	chr1(.):4148081-4149738	0.0543
1_MACS_peak_806_lociStitched	chr1(.):4151167-4151550	0.0
1_MACS_peak_807_lociStitched	chr1(.):4154632-4155054	0.117
1_MACS_peak_808_lociStitched	chr1(.):4165385-4165764	0.2056
1_MACS_peak_809_lociStitched	chr1(.):4166444-4167438	0.056
2_MACS_peak_810_lociStitched	chr1(.):4168601-4170710	0.069
1_MACS_peak_812_lociStitched	chr1(.):4172122-4172493	0.0184
5_MACS_peak_813_lociStitched	chr1(.):4175637-4180875	0.078
1_MACS_peak_818_lociStitched	chr1(.):4182168-4183203	0.0667
4_MACS_peak_819_lociStitched	chr1(.):4186847-4194200	0.0737
2_MACS_peak_823_lociStitched	chr1(.):4197775-4199112	0.088
1_MACS_peak_825_lociStitched	chr1(.):4200240-4201093	0.0713
2_MACS_peak_826_lociStitched	chr1(.):4207952-4209584	0.0749
2_MACS_peak_828_lociStitched	chr1(.):4210154-4211407	0.0749
3_MACS_peak_830_lociStitched	chr1(.):4211990-4213998	0.0736
4_MACS_peak_833_lociStitched	chr1(.):4217074-4221098	0.1108
1_MACS_peak_837_lociStitched	chr1(.):4223288-4223650	0.0542
5_MACS_peak_838_lociStitched	chr1(.):4224788-4228690	0.084
3_MACS_peak_843_lociStitched	chr1(.):4230040-4233333	0.0573
1_MACS_peak_846_lociStitched	chr1(.):4242995-4243308	0.0563
1_MACS_peak_847_lociStitched	chr1(.):4244249-4244507	0.031
1_MACS_peak_848_lociStitched	chr1(.):4270153-4270612	0.0391
1_MACS_peak_849_lociStitched	chr1(.):4272960-4273897	0.0941
2_MACS_peak_850_lociStitched	chr1(.):4274814-4275861	0.0983
1_MACS_peak_852_lociStitched	chr1(.):4277323-4277918	0.1167
5_MACS_peak_853_lociStitched	chr1(.):4278742-4282779	0.0951
4_MACS_peak_858_lociStitched	chr1(.):4283285-4285996	0.0691
1_MACS_peak_862_lociStitched	chr1(.):4288057-4288414	0.1193
2_MACS_peak_863_lociStitched	chr1(.):4330596-4331643	0.0567
1_MACS_peak_865_lociStitched	chr1(.):4341574-4341881	0.0778
1_MACS_peak_866_lociStitched	chr1(.):4360041-4360361	0.0409
1_MACS_peak_867_lociStitched	chr1(.):4362073-4362444	0.0192
1_MACS_peak_868_lociStitched	chr1(.):4368104-4368413	0.009
3_MACS_peak_869_lociStitched	chr1(.):4389446-4390928	0.1019
2_MACS_peak_872_lociStitched	chr1(.):4411706-4413400	0.0557
1_MACS_peak_874_lociStitched	chr1(.):4416058-4416551	0.0217
1_MACS_peak_875_lociStitched	chr1(.):4418561-4418859	0.0977
4_MACS_peak_876_lociStitched	chr1(.):4420030-4422544	0.0977
1_MACS_peak_880_lociStitched	chr1(.):4425566-4425891	0.066
1_MACS_peak_881_lociStitched	chr1(.):4458336-4458857	0.0518
1_MACS_peak_882_lociStitched	chr1(.):4460219-4460627	0.0182
1_MACS_peak_883_lociStitched	chr1(.):4461187-4461501	0.0
1_MACS_peak_884_lociStitched	chr1(.):4468606-4468951	0.0758
1_MACS_peak_885_lociStitched	chr1(.):4494239-4494522	0.055
3_MACS_peak_886_lociStitched	chr1(.):4520283-4522470	0.0596
1_MACS_peak_889_lociStitched	chr1(.):4524614-4524952	0.0184
1_MACS_peak_890_lociStitched	chr1(.):4531354-4531790	0.0542
1_MACS_peak_891_lociStitched	chr1(.):4540469-4540827	0.1143
1_MACS_peak_892_lociStitched	chr1(.):4541786-4542149	0.0621
2_MACS_peak_893_lociStitched	chr1(.):4544077-4545087	0.0722
1_MACS_peak_895_lociStitched	chr1(.):4546851-4547382	0.0271
1_MACS_peak_896_lociStitched	chr1(.):4559455-4559993	0.0607
1_MACS_peak_897_lociStitched	chr1(.):4567588-4567909	0.0949
2_MACS_peak_898_lociStitched	chr1(.):4570300-4571491	0.0704
1_MACS_peak_900_lociStitched	chr1(.):4573293-4573706	0.0161
1_MACS_peak_901_lociStitched	chr1(.):4574821-4575111	0.0155
2_MACS_peak_902_lociStitched	chr1(.):4577027-4578060	0.0801
1_MACS_peak_904_lociStitched	chr1(.):4588178-4588864	0.053
1_MACS_peak_905_lociStitched	chr1(.):4589415-4589716	0.0465
1_MACS_peak_906_lociStitched	chr1(.):4590594-4590949	0.0951
1_MACS_peak_907_lociStitched	chr1(.):4646334-4646701	0.0133
1_MACS_peak_908_lociStitched	chr1(.):4650277-4650734	0.0918
1_MACS_peak_909_lociStitched	chr1(.):4655462-4655832	0.0727
2_MACS_peak_910_lociStitched	chr1(.):4660204-4661204	0.051
1_MACS_peak_912_lociStitched	chr1(.):4662449-4662808	0.0364
4_MACS_peak_913_lociStitched	chr1(.):4671594-4674413	0.058
3_MACS_peak_917_lociStitched	chr1(.):4675312-4677005	0.178
1_MACS_peak_920_lociStitched	chr1(.):4683015-4683451	0.0862
2_MACS_peak_921_lociStitched	chr1(.):4686218-4688733	0.0809
1_MACS_peak_923_lociStitched	chr1(.):4694310-4694777	0.0475
2_MACS_peak_924_lociStitched	chr1(.):4695289-4697263	0.0857
1_MACS_peak_926_lociStitched	chr1(.):4697795-4698824	0.0229
1_MACS_peak_927_lociStitched	chr1(.):4710416-4710679	0.1085
1_MACS_peak_928_lociStitched	chr1(.):4712763-4714352	0.0811
1_MACS_peak_929_lociStitched	chr1(.):4715866-4717006	0.0429
1_MACS_peak_930_lociStitched	chr1(.):4718354-4718654	0.023
1_MACS_peak_931_lociStitched	chr1(.):4723846-4724764	0.0388
3_MACS_peak_932_lociStitched	chr1(.):4725387-4728001	0.1008
2_MACS_peak_935_lociStitched	chr1(.):4735176-4736684	0.0644
1_MACS_peak_937_lociStitched	chr1(.):4741509-4741784	0.0396
2_MACS_peak_938_lociStitched	chr1(.):4745666-4747054	0.0656
1_MACS_peak_940_lociStitched	chr1(.):4749571-4749958	0.0603
2_MACS_peak_941_lociStitched	chr1(.):4751869-4753085	0.0578
1_MACS_peak_943_lociStitched	chr1(.):4756250-4756744	0.0758
2_MACS_peak_944_lociStitched	chr1(.):4757774-4758518	0.0544
3_MACS_peak_946_lociStitched	chr1(.):4770242-4772296	0.0608
2_MACS_peak_949_lociStitched	chr1(.):4773444-4774559	0.0728
1_MACS_peak_951_lociStitched	chr1(.):4779642-4779911	0.029
2_MACS_peak_952_lociStitched	chr1(.):4786162-4787701	0.0774
2_MACS_peak_954_lociStitched	chr1(.):4788363-4789776	0.0269
3_MACS_peak_956_lociStitched	chr1(.):4790352-4792903	0.0683
2_MACS_peak_959_lociStitched	chr1(.):4794440-4795682	0.0683
1_MACS_peak_961_lociStitched	chr1(.):4796216-4796610	0.0377
