GENE_ID	locusLine	bin_1_RPMI8226.jin.bam
3_MACS_peak_225_lociStitched	chr1(.):11623104-11625640	1.8496
2_MACS_peak_228_lociStitched	chr1(.):11627408-11630612	2.4331
1_MACS_peak_230_lociStitched	chr1(.):11660086-11660353	0.9992
1_MACS_peak_231_lociStitched	chr1(.):11740734-11741560	1.969
1_MACS_peak_232_lociStitched	chr1(.):11779462-11779869	0.9573
1_MACS_peak_233_lociStitched	chr1(.):11796193-11797358	1.6496
1_MACS_peak_234_lociStitched	chr1(.):11843942-11844356	0.8513
2_MACS_peak_235_lociStitched	chr1(.):11849777-11851864	1.6265
3_MACS_peak_237_lociStitched	chr1(.):11864607-11866764	2.601
3_MACS_peak_240_lociStitched	chr1(.):11967838-11970250	2.0782
1_MACS_peak_243_lociStitched	chr1(.):11985876-11986470	1.7888
1_MACS_peak_244_lociStitched	chr1(.):11990056-11990444	1.0849
1_MACS_peak_245_lociStitched	chr1(.):11994273-11995098	1.3836
1_MACS_peak_246_lociStitched	chr1(.):12040107-12040989	4.6507
1_MACS_peak_247_lociStitched	chr1(.):12079545-12080019	1.366
2_MACS_peak_248_lociStitched	chr1(.):12099905-12101243	1.2153
1_MACS_peak_250_lociStitched	chr1(.):12111840-12112813	1.8835
2_MACS_peak_251_lociStitched	chr1(.):12221528-12222880	1.5609
1_MACS_peak_253_lociStitched	chr1(.):12226984-12227772	2.386
1_MACS_peak_254_lociStitched	chr1(.):12290017-12290601	1.8569
3_MACS_peak_255_lociStitched	chr1(.):12675849-12679019	1.626
1_MACS_peak_258_lociStitched	chr1(.):12990527-12990860	0.8005
1_MACS_peak_259_lociStitched	chr1(.):12991583-12992556	1.1751
1_MACS_peak_260_lociStitched	chr1(.):13375077-13375388	0.8295
1_MACS_peak_261_lociStitched	chr1(.):13376388-13376770	0.8928
1_MACS_peak_262_lociStitched	chr1(.):13856318-13856773	1.2749
1_MACS_peak_263_lociStitched	chr1(.):14026350-14027230	2.398
2_MACS_peak_264_lociStitched	chr1(.):14056851-14058283	1.5969
2_MACS_peak_266_lociStitched	chr1(.):14075232-14076768	1.9769
3_MACS_peak_268_lociStitched	chr1(.):14155548-14158029	1.555
2_MACS_peak_271_lociStitched	chr1(.):14158766-14160075	1.4568
1_MACS_peak_273_lociStitched	chr1(.):14219008-14221934	2.4852
3_MACS_peak_274_lociStitched	chr1(.):14223038-14225823	2.3109
1_MACS_peak_277_lociStitched	chr1(.):14226702-14227051	0.9165
1_MACS_peak_278_lociStitched	chr1(.):14248352-14249320	1.529
3_MACS_peak_279_lociStitched	chr1(.):14271670-14273990	1.5883
4_MACS_peak_282_lociStitched	chr1(.):14279051-14281563	1.1106
2_MACS_peak_286_lociStitched	chr1(.):14291072-14291773	0.9317
1_MACS_peak_288_lociStitched	chr1(.):14293691-14294153	1.1926
2_MACS_peak_289_lociStitched	chr1(.):14364233-14365122	0.9907
1_MACS_peak_291_lociStitched	chr1(.):14365652-14366170	0.9202
1_MACS_peak_292_lociStitched	chr1(.):14367057-14367284	0.799
1_MACS_peak_293_lociStitched	chr1(.):14696645-14697079	1.0718
1_MACS_peak_294_lociStitched	chr1(.):15162615-15163148	1.038
1_MACS_peak_295_lociStitched	chr1(.):15480181-15480479	0.9264
1_MACS_peak_296_lociStitched	chr1(.):15735963-15737291	1.616
3_MACS_peak_297_lociStitched	chr1(.):15850273-15852256	2.061
1_MACS_peak_300_lociStitched	chr1(.):15853246-15853864	1.9997
2_MACS_peak_301_lociStitched	chr1(.):15905263-15907325	1.6102
1_MACS_peak_303_lociStitched	chr1(.):15910971-15911910	2.928
1_MACS_peak_304_lociStitched	chr1(.):15943923-15944758	2.2385
1_MACS_peak_305_lociStitched	chr1(.):16010078-16011529	3.7634
1_MACS_peak_306_lociStitched	chr1(.):16023685-16024090	1.0451
2_MACS_peak_307_lociStitched	chr1(.):16160856-16163130	4.1309
2_MACS_peak_309_lociStitched	chr1(.):16173604-16176764	2.8647
1_MACS_peak_311_lociStitched	chr1(.):16302002-16302672	1.361
3_MACS_peak_312_lociStitched	chr1(.):16339375-16341904	1.3624
1_MACS_peak_315_lociStitched	chr1(.):16399646-16400530	1.7011
2_MACS_peak_316_lociStitched	chr1(.):16494050-16494572	1.0073
1_MACS_peak_318_lociStitched	chr1(.):16533134-16534067	2.5511
2_MACS_peak_319_lociStitched	chr1(.):16563232-16564254	1.55
2_MACS_peak_321_lociStitched	chr1(.):16678447-16679412	2.7024
1_MACS_peak_323_lociStitched	chr1(.):16693609-16694834	3.4802
1_MACS_peak_324_lociStitched	chr1(.):16767191-16767799	1.5619
1_MACS_peak_325_lociStitched	chr1(.):16769923-16770385	1.0756
1_MACS_peak_326_lociStitched	chr1(.):16832476-16832850	1.8918
1_MACS_peak_328_lociStitched	chr1(.):16939539-16940216	1.5049
1_MACS_peak_329_lociStitched	chr1(.):16970410-16971728	3.779
2_MACS_peak_330_lociStitched	chr1(.):16992351-16994348	4.7513
2_MACS_peak_332_lociStitched	chr1(.):17066156-17067867	5.3089
1_MACS_peak_334_lociStitched	chr1(.):17074904-17075240	1.1455
2_MACS_peak_335_lociStitched	chr1(.):17222084-17223451	4.1569
3_MACS_peak_337_lociStitched	chr1(.):17230250-17233204	5.0007
1_MACS_peak_340_lociStitched	chr1(.):17240584-17241242	2.1367
1_MACS_peak_341_lociStitched	chr1(.):17379892-17380560	1.8789
2_MACS_peak_342_lociStitched	chr1(.):17764182-17766599	2.6299
1_MACS_peak_344_lociStitched	chr1(.):17767769-17768061	0.9411
1_MACS_peak_345_lociStitched	chr1(.):17863046-17863574	1.1935
2_MACS_peak_346_lociStitched	chr1(.):17865938-17866784	1.3703
2_MACS_peak_348_lociStitched	chr1(.):18434223-18434916	0.9012
1_MACS_peak_350_lociStitched	chr1(.):18529223-18529747	1.0526
1_MACS_peak_351_lociStitched	chr1(.):19228602-19229896	2.7057
2_MACS_peak_352_lociStitched	chr1(.):19252713-19255169	2.2418
2_MACS_peak_354_lociStitched	chr1(.):19282427-19283237	1.1456
1_MACS_peak_356_lociStitched	chr1(.):19536133-19537871	3.4864
1_MACS_peak_357_lociStitched	chr1(.):19577533-19579143	5.0226
2_MACS_peak_358_lociStitched	chr1(.):19638074-19639299	1.7535
1_MACS_peak_360_lociStitched	chr1(.):19811258-19812983	3.3764
2_MACS_peak_361_lociStitched	chr1(.):19922691-19924396	4.0357
1_MACS_peak_363_lociStitched	chr1(.):20125644-20126911	2.4424
2_MACS_peak_364_lociStitched	chr1(.):20141404-20142279	1.2634
1_MACS_peak_366_lociStitched	chr1(.):20208818-20209449	2.2924
1_MACS_peak_367_lociStitched	chr1(.):20834167-20834672	2.1658
1_MACS_peak_368_lociStitched	chr1(.):20960097-20960449	0.9128
2_MACS_peak_369_lociStitched	chr1(.):20987366-20988555	1.6782
1_MACS_peak_371_lociStitched	chr1(.):21023056-21023526	1.0268
2_MACS_peak_372_lociStitched	chr1(.):21112508-21114494	3.3161
1_MACS_peak_374_lociStitched	chr1(.):21348957-21349303	1.0656
2_MACS_peak_375_lociStitched	chr1(.):21502739-21503486	1.4791
1_MACS_peak_377_lociStitched	chr1(.):21615638-21617325	2.1013
4_MACS_peak_378_lociStitched	chr1(.):21618628-21622615	1.7111
1_MACS_peak_382_lociStitched	chr1(.):21660914-21661335	1.0237
1_MACS_peak_383_lociStitched	chr1(.):21671474-21672487	1.5978
3_MACS_peak_384_lociStitched	chr1(.):22107766-22110251	3.1351
1_MACS_peak_387_lociStitched	chr1(.):22179143-22179471	1.0975
1_MACS_peak_388_lociStitched	chr1(.):22192841-22193538	1.8143
2_MACS_peak_389_lociStitched	chr1(.):22351119-22353061	1.802
2_MACS_peak_391_lociStitched	chr1(.):22366560-22367278	1.0715
2_MACS_peak_393_lociStitched	chr1(.):22378654-22380048	4.2519
1_MACS_peak_395_lociStitched	chr1(.):22778406-22778952	1.6419
2_MACS_peak_396_lociStitched	chr1(.):23036951-23038241	0.836
1_MACS_peak_398_lociStitched	chr1(.):23345954-23346695	2.7198
1_MACS_peak_399_lociStitched	chr1(.):23494691-23494904	0.7615
1_MACS_peak_400_lociStitched	chr1(.):23669970-23671687	5.5957
2_MACS_peak_401_lociStitched	chr1(.):23694419-23696383	2.0681
2_MACS_peak_403_lociStitched	chr1(.):23716014-23718196	1.3251
2_MACS_peak_405_lociStitched	chr1(.):23851853-23853171	1.2967
3_MACS_peak_407_lociStitched	chr1(.):23854519-23858270	2.4272
2_MACS_peak_410_lociStitched	chr1(.):23880876-23881838	2.1471
1_MACS_peak_412_lociStitched	chr1(.):23886134-23886503	1.1572
2_MACS_peak_413_lociStitched	chr1(.):23918274-23920570	1.5136
1_MACS_peak_415_lociStitched	chr1(.):23939621-23940232	1.7408
1_MACS_peak_416_lociStitched	chr1(.):23945826-23946813	1.2894
1_MACS_peak_417_lociStitched	chr1(.):24018196-24018873	2.7101
1_MACS_peak_418_lociStitched	chr1(.):24069424-24070676	2.9637
2_MACS_peak_419_lociStitched	chr1(.):24104243-24105428	2.1778
2_MACS_peak_421_lociStitched	chr1(.):24117252-24118121	1.0767
1_MACS_peak_423_lociStitched	chr1(.):24126580-24127918	2.0618
1_MACS_peak_424_lociStitched	chr1(.):24151528-24152025	2.0282
1_MACS_peak_425_lociStitched	chr1(.):24194320-24194826	1.2937
2_MACS_peak_426_lociStitched	chr1(.):24246419-24247100	1.1245
1_MACS_peak_428_lociStitched	chr1(.):24281389-24281759	1.0475
2_MACS_peak_429_lociStitched	chr1(.):24284779-24287173	2.9974
2_MACS_peak_431_lociStitched	chr1(.):24305962-24307602	4.3341
2_MACS_peak_433_lociStitched	chr1(.):24513441-24514715	1.4514
3_MACS_peak_435_lociStitched	chr1(.):24515296-24517782	1.5786
1_MACS_peak_438_lociStitched	chr1(.):24648329-24648837	1.5426
1_MACS_peak_439_lociStitched	chr1(.):24884011-24884615	1.704
2_MACS_peak_440_lociStitched	chr1(.):24968929-24970538	2.8491
2_MACS_peak_442_lociStitched	chr1(.):25031419-25032624	1.0728
1_MACS_peak_444_lociStitched	chr1(.):25053342-25054091	1.1262
1_MACS_peak_445_lociStitched	chr1(.):25071826-25073535	2.7479
1_MACS_peak_446_lociStitched	chr1(.):25174706-25175362	1.5056
1_MACS_peak_447_lociStitched	chr1(.):25254714-25257436	2.4278
1_MACS_peak_448_lociStitched	chr1(.):25291252-25291675	0.9683
2_MACS_peak_449_lociStitched	chr1(.):25348377-25349859	1.4082
1_MACS_peak_451_lociStitched	chr1(.):25520578-25521348	3.6557
1_MACS_peak_452_lociStitched	chr1(.):25558488-25559560	2.0337
1_MACS_peak_453_lociStitched	chr1(.):25563283-25563720	1.0612
1_MACS_peak_454_lociStitched	chr1(.):25566232-25566954	1.3806
2_MACS_peak_455_lociStitched	chr1(.):25572932-25574504	2.9539
1_MACS_peak_457_lociStitched	chr1(.):25593697-25594394	1.7307
2_MACS_peak_458_lociStitched	chr1(.):25664274-25665404	2.405
2_MACS_peak_460_lociStitched	chr1(.):25756264-25758409	2.4969
1_MACS_peak_462_lociStitched	chr1(.):25870001-25871147	2.8165
2_MACS_peak_463_lociStitched	chr1(.):25875022-25877531	2.3242
1_MACS_peak_465_lociStitched	chr1(.):26101897-26102272	0.8113
1_MACS_peak_466_lociStitched	chr1(.):26146432-26147245	2.0282
1_MACS_peak_467_lociStitched	chr1(.):26185408-26185813	1.2061
1_MACS_peak_468_lociStitched	chr1(.):26202056-26202561	1.3777
1_MACS_peak_469_lociStitched	chr1(.):26232174-26232928	1.7287
2_MACS_peak_470_lociStitched	chr1(.):26437226-26439365	3.655
2_MACS_peak_472_lociStitched	chr1(.):26446167-26447274	1.0162
1_MACS_peak_474_lociStitched	chr1(.):26453145-26453529	1.0537
1_MACS_peak_475_lociStitched	chr1(.):26488149-26488593	1.1744
1_MACS_peak_476_lociStitched	chr1(.):26496295-26497041	3.5358
1_MACS_peak_477_lociStitched	chr1(.):26560584-26561586	1.7484
2_MACS_peak_478_lociStitched	chr1(.):26606209-26606947	1.3113
1_MACS_peak_480_lociStitched	chr1(.):26632716-26633143	1.2392
1_MACS_peak_481_lociStitched	chr1(.):26663358-26663837	1.1943
1_MACS_peak_482_lociStitched	chr1(.):26758842-26759470	1.2238
1_MACS_peak_483_lociStitched	chr1(.):26798445-26799661	7.0231
1_MACS_peak_484_lociStitched	chr1(.):26826518-26828261	2.8206
1_MACS_peak_485_lociStitched	chr1(.):26856145-26857043	1.6023
1_MACS_peak_486_lociStitched	chr1(.):26946401-26948275	3.568
3_MACS_peak_487_lociStitched	chr1(.):27018779-27024772	4.0566
1_MACS_peak_490_lociStitched	chr1(.):27027827-27028309	1.1573
1_MACS_peak_491_lociStitched	chr1(.):27032774-27033121	0.7764
1_MACS_peak_492_lociStitched	chr1(.):27049637-27050301	1.0182
2_MACS_peak_493_lociStitched	chr1(.):27070790-27071948	1.4534
1_MACS_peak_495_lociStitched	chr1(.):27113744-27115193	3.3734
1_MACS_peak_496_lociStitched	chr1(.):27153128-27153703	1.2382
2_MACS_peak_497_lociStitched	chr1(.):27190884-27192958	2.3284
1_MACS_peak_499_lociStitched	chr1(.):27216214-27217301	1.7586
1_MACS_peak_500_lociStitched	chr1(.):27226419-27227254	2.2846
1_MACS_peak_501_lociStitched	chr1(.):27248125-27248922	3.3393
1_MACS_peak_502_lociStitched	chr1(.):27286257-27286955	1.5739
1_MACS_peak_503_lociStitched	chr1(.):27320273-27320718	1.1459
1_MACS_peak_504_lociStitched	chr1(.):27339504-27339877	1.334
1_MACS_peak_505_lociStitched	chr1(.):27397133-27397595	1.4226
1_MACS_peak_506_lociStitched	chr1(.):27433245-27433758	1.1765
1_MACS_peak_507_lociStitched	chr1(.):27481235-27481683	1.9644
1_MACS_peak_508_lociStitched	chr1(.):27561186-27561769	1.2661
1_MACS_peak_509_lociStitched	chr1(.):27648651-27649560	2.4947
2_MACS_peak_510_lociStitched	chr1(.):27667540-27669164	1.7455
1_MACS_peak_512_lociStitched	chr1(.):27675488-27676401	1.2243
1_MACS_peak_513_lociStitched	chr1(.):27692469-27693351	1.395
2_MACS_peak_514_lociStitched	chr1(.):27718336-27719601	1.3287
2_MACS_peak_516_lociStitched	chr1(.):27761682-27763049	1.0562
1_MACS_peak_518_lociStitched	chr1(.):27815771-27817446	3.0432
1_MACS_peak_519_lociStitched	chr1(.):27929744-27930180	1.0133
1_MACS_peak_520_lociStitched	chr1(.):27984886-27987077	2.2829
1_MACS_peak_521_lociStitched	chr1(.):28052453-28053212	2.2066
1_MACS_peak_522_lociStitched	chr1(.):28099726-28100393	1.4602
1_MACS_peak_523_lociStitched	chr1(.):28157275-28157935	3.8708
1_MACS_peak_524_lociStitched	chr1(.):28195866-28196214	1.1466
1_MACS_peak_525_lociStitched	chr1(.):28199030-28199606	1.4551
3_MACS_peak_526_lociStitched	chr1(.):28201174-28202699	1.2657
2_MACS_peak_529_lociStitched	chr1(.):28213890-28214760	1.0157
1_MACS_peak_531_lociStitched	chr1(.):28217611-28218038	0.893
1_MACS_peak_532_lociStitched	chr1(.):28240473-28241209	1.8045
1_MACS_peak_533_lociStitched	chr1(.):28261527-28261975	0.8981
1_MACS_peak_534_lociStitched	chr1(.):28286179-28286760	1.1156
1_MACS_peak_535_lociStitched	chr1(.):28414276-28415161	2.2236
1_MACS_peak_536_lociStitched	chr1(.):28558944-28559665	2.4768
1_MACS_peak_537_lociStitched	chr1(.):28562605-28563235	1.8122
3_MACS_peak_538_lociStitched	chr1(.):28573154-28577020	2.5696
2_MACS_peak_541_lociStitched	chr1(.):28585199-28587151	2.0909
2_MACS_peak_543_lociStitched	chr1(.):28655124-28656339	2.0744
1_MACS_peak_545_lociStitched	chr1(.):28695920-28696747	2.2223
2_MACS_peak_546_lociStitched	chr1(.):28831876-28834907	1.6552
1_MACS_peak_548_lociStitched	chr1(.):28844621-28846018	3.1666
2_MACS_peak_549_lociStitched	chr1(.):28878908-28880236	1.0284
2_MACS_peak_551_lociStitched	chr1(.):28969061-28970447	2.0926
