GENE_ID	locusLine	bin_1_17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33.bam
1_MACS_peak_74_lociStitched	chr1(.):4997731-4998694	0.5118
1_MACS_peak_75_lociStitched	chr1(.):6051315-6055504	2.2502
1_MACS_peak_76_lociStitched	chr1(.):6083856-6087179	2.1109
2_MACS_peak_77_lociStitched	chr1(.):6258531-6266785	0.6857
1_MACS_peak_79_lociStitched	chr1(.):6294753-6296670	1.2895
1_MACS_peak_80_lociStitched	chr1(.):6419277-6420360	0.6345
1_MACS_peak_81_lociStitched	chr1(.):6452512-6454751	2.0999
1_MACS_peak_82_lociStitched	chr1(.):6474328-6475446	0.769
1_MACS_peak_83_lociStitched	chr1(.):6549874-6551713	1.3543
1_MACS_peak_84_lociStitched	chr1(.):6613165-6615370	1.3259
1_MACS_peak_85_lociStitched	chr1(.):6639361-6641173	1.1732
1_MACS_peak_86_lociStitched	chr1(.):6659212-6664840	3.4413
1_MACS_peak_87_lociStitched	chr1(.):6672406-6674981	1.6505
1_MACS_peak_88_lociStitched	chr1(.):6684474-6686625	2.2613
1_MACS_peak_89_lociStitched	chr1(.):6733401-6734898	0.5488
1_MACS_peak_90_lociStitched	chr1(.):6760858-6762267	1.3416
1_MACS_peak_91_lociStitched	chr1(.):6843698-6846687	2.1599
1_MACS_peak_92_lociStitched	chr1(.):6892088-6893621	0.6081
2_MACS_peak_93_lociStitched	chr1(.):6977794-6982944	0.9821
1_MACS_peak_95_lociStitched	chr1(.):7830995-7832429	1.2218
1_MACS_peak_96_lociStitched	chr1(.):8020735-8022645	2.0637
1_MACS_peak_97_lociStitched	chr1(.):8085932-8086620	0.4099
1_MACS_peak_98_lociStitched	chr1(.):8454989-8456429	1.0779
3_MACS_peak_99_lociStitched	chr1(.):8650165-8665197	0.5028
1_MACS_peak_102_lociStitched	chr1(.):8740501-8741739	0.6449
2_MACS_peak_103_lociStitched	chr1(.):8760670-8765685	1.099
1_MACS_peak_105_lociStitched	chr1(.):8771819-8773646	1.7062
1_MACS_peak_106_lociStitched	chr1(.):8840084-8840831	0.4865
1_MACS_peak_107_lociStitched	chr1(.):8876125-8878967	2.3811
1_MACS_peak_108_lociStitched	chr1(.):8937097-8939948	2.7802
1_MACS_peak_109_lociStitched	chr1(.):9222266-9226010	5.6729
1_MACS_peak_110_lociStitched	chr1(.):9241168-9243019	1.3953
1_MACS_peak_111_lociStitched	chr1(.):9294444-9295891	0.7994
1_MACS_peak_112_lociStitched	chr1(.):9335558-9336477	0.491
2_MACS_peak_113_lociStitched	chr1(.):9485651-9489758	0.6609
1_MACS_peak_115_lociStitched	chr1(.):9599386-9600584	0.8977
1_MACS_peak_116_lociStitched	chr1(.):9614978-9616074	0.5848
1_MACS_peak_117_lociStitched	chr1(.):9648090-9650237	0.6773
1_MACS_peak_118_lociStitched	chr1(.):9776878-9778707	3.394
1_MACS_peak_119_lociStitched	chr1(.):9846151-9848780	1.6519
1_MACS_peak_120_lociStitched	chr1(.):9882751-9884415	1.0375
1_MACS_peak_121_lociStitched	chr1(.):9896046-9897035	0.528
2_MACS_peak_122_lociStitched	chr1(.):9969039-9971849	1.3901
1_MACS_peak_124_lociStitched	chr1(.):10002295-10004342	2.4091
1_MACS_peak_125_lociStitched	chr1(.):10009976-10011500	0.8783
1_MACS_peak_126_lociStitched	chr1(.):10020850-10021698	0.5109
1_MACS_peak_127_lociStitched	chr1(.):10050355-10051740	0.7036
1_MACS_peak_128_lociStitched	chr1(.):10078268-10079794	0.5936
1_MACS_peak_129_lociStitched	chr1(.):10092155-10094445	2.5779
1_MACS_peak_130_lociStitched	chr1(.):10228287-10231523	2.5303
1_MACS_peak_131_lociStitched	chr1(.):10249034-10250992	1.4623
1_MACS_peak_132_lociStitched	chr1(.):10260109-10261634	0.7837
1_MACS_peak_133_lociStitched	chr1(.):10269443-10271733	1.7774
2_MACS_peak_134_lociStitched	chr1(.):10310467-10314694	0.9627
1_MACS_peak_136_lociStitched	chr1(.):10437324-10438275	0.4511
1_MACS_peak_137_lociStitched	chr1(.):10447567-10448567	0.5743
1_MACS_peak_138_lociStitched	chr1(.):10458162-10460089	1.6348
1_MACS_peak_139_lociStitched	chr1(.):10489822-10491799	1.6812
1_MACS_peak_140_lociStitched	chr1(.):10504383-10505847	0.9965
1_MACS_peak_141_lociStitched	chr1(.):10516190-10518168	1.3828
2_MACS_peak_142_lociStitched	chr1(.):10531645-10535980	1.1608
1_MACS_peak_144_lociStitched	chr1(.):10554531-10555916	0.7205
1_MACS_peak_145_lociStitched	chr1(.):10999620-11001021	0.5622
1_MACS_peak_146_lociStitched	chr1(.):11071440-11073944	3.628
1_MACS_peak_147_lociStitched	chr1(.):11118696-11121469	1.2125
1_MACS_peak_148_lociStitched	chr1(.):11158839-11160639	2.2944
1_MACS_peak_149_lociStitched	chr1(.):11286738-11287989	0.7965
1_MACS_peak_150_lociStitched	chr1(.):11321709-11323501	1.4455
1_MACS_peak_151_lociStitched	chr1(.):11332856-11334566	3.0338
1_MACS_peak_152_lociStitched	chr1(.):11538583-11539783	1.9598
2_MACS_peak_153_lociStitched	chr1(.):11623117-11631768	1.6424
3_MACS_peak_155_lociStitched	chr1(.):11710442-11715486	0.2503
1_MACS_peak_158_lociStitched	chr1(.):11723758-11725374	0.9434
1_MACS_peak_159_lociStitched	chr1(.):11740250-11742266	1.7121
1_MACS_peak_160_lociStitched	chr1(.):11779407-11780144	0.5285
2_MACS_peak_161_lociStitched	chr1(.):11790262-11797983	0.6197
1_MACS_peak_163_lociStitched	chr1(.):11843020-11845881	2.61
2_MACS_peak_164_lociStitched	chr1(.):11863054-11867591	2.3018
1_MACS_peak_166_lociStitched	chr1(.):11967644-11970674	4.7337
1_MACS_peak_167_lociStitched	chr1(.):11984398-11987413	1.0591
1_MACS_peak_168_lociStitched	chr1(.):11993870-11995522	1.0957
1_MACS_peak_169_lociStitched	chr1(.):12039412-12041284	2.5632
1_MACS_peak_170_lociStitched	chr1(.):12078879-12080516	1.1889
2_MACS_peak_171_lociStitched	chr1(.):12106856-12113069	0.8104
1_MACS_peak_173_lociStitched	chr1(.):12138778-12140033	0.4833
2_MACS_peak_174_lociStitched	chr1(.):12221092-12227846	1.0707
1_MACS_peak_176_lociStitched	chr1(.):12233975-12234431	0.5622
1_MACS_peak_177_lociStitched	chr1(.):12270097-12271588	0.5426
1_MACS_peak_178_lociStitched	chr1(.):12289796-12291615	1.0562
1_MACS_peak_179_lociStitched	chr1(.):12404532-12405633	0.4608
1_MACS_peak_180_lociStitched	chr1(.):12495215-12496747	0.5678
1_MACS_peak_181_lociStitched	chr1(.):12508958-12510347	0.4459
1_MACS_peak_182_lociStitched	chr1(.):12677694-12679569	0.571
1_MACS_peak_183_lociStitched	chr1(.):13824643-13825721	0.6328
1_MACS_peak_184_lociStitched	chr1(.):14026065-14027078	0.7298
1_MACS_peak_185_lociStitched	chr1(.):14056506-14058468	1.8908
1_MACS_peak_186_lociStitched	chr1(.):14074811-14077082	2.0844
1_MACS_peak_187_lociStitched	chr1(.):14155280-14156346	0.7381
1_MACS_peak_188_lociStitched	chr1(.):14238105-14239367	0.7266
2_MACS_peak_189_lociStitched	chr1(.):14246750-14254342	0.6296
1_MACS_peak_191_lociStitched	chr1(.):14272054-14273369	0.3881
1_MACS_peak_192_lociStitched	chr1(.):14293225-14295248	0.8536
3_MACS_peak_193_lociStitched	chr1(.):14329563-14344557	0.6688
1_MACS_peak_196_lociStitched	chr1(.):14361541-14367627	3.8338
1_MACS_peak_197_lociStitched	chr1(.):14463204-14465182	0.5841
2_MACS_peak_198_lociStitched	chr1(.):14501017-14508682	0.9368
1_MACS_peak_200_lociStitched	chr1(.):14687083-14688523	0.8851
1_MACS_peak_201_lociStitched	chr1(.):14695578-14697212	0.8543
1_MACS_peak_202_lociStitched	chr1(.):15058986-15060577	0.6247
1_MACS_peak_203_lociStitched	chr1(.):15160875-15164205	6.601
2_MACS_peak_204_lociStitched	chr1(.):15202842-15209228	0.3349
1_MACS_peak_206_lociStitched	chr1(.):15482297-15483483	0.6152
3_MACS_peak_207_lociStitched	chr1(.):15499988-15506407	0.7819
1_MACS_peak_210_lociStitched	chr1(.):15557547-15559005	0.6398
1_MACS_peak_211_lociStitched	chr1(.):15584114-15585385	0.545
1_MACS_peak_212_lociStitched	chr1(.):15688734-15689697	0.5733
1_MACS_peak_213_lociStitched	chr1(.):15735622-15737535	0.9159
1_MACS_peak_214_lociStitched	chr1(.):15850044-15854404	1.2919
3_MACS_peak_215_lociStitched	chr1(.):15897191-15912129	1.1121
1_MACS_peak_218_lociStitched	chr1(.):15942530-15945591	2.3246
1_MACS_peak_219_lociStitched	chr1(.):16009974-16012163	1.7255
1_MACS_peak_220_lociStitched	chr1(.):16022843-16025046	2.6089
1_MACS_peak_221_lociStitched	chr1(.):16149826-16150751	0.383
1_MACS_peak_222_lociStitched	chr1(.):16160020-16163550	9.3185
2_MACS_peak_223_lociStitched	chr1(.):16173057-16178884	2.1375
1_MACS_peak_225_lociStitched	chr1(.):16212358-16213167	0.4355
1_MACS_peak_226_lociStitched	chr1(.):16301485-16303249	1.183
2_MACS_peak_227_lociStitched	chr1(.):16399913-16406133	0.2358
1_MACS_peak_229_lociStitched	chr1(.):16532507-16534243	1.0861
1_MACS_peak_230_lociStitched	chr1(.):16562412-16564401	1.5055
1_MACS_peak_231_lociStitched	chr1(.):16677445-16679883	1.7909
1_MACS_peak_232_lociStitched	chr1(.):16692827-16695423	3.7935
1_MACS_peak_233_lociStitched	chr1(.):16766666-16771362	2.0675
1_MACS_peak_234_lociStitched	chr1(.):16824945-16826173	0.6445
1_MACS_peak_235_lociStitched	chr1(.):16832212-16833312	1.5347
1_MACS_peak_237_lociStitched	chr1(.):16938169-16942173	1.5247
1_MACS_peak_238_lociStitched	chr1(.):16968863-16972599	6.8558
1_MACS_peak_239_lociStitched	chr1(.):16991458-16994565	15.421
1_MACS_peak_240_lociStitched	chr1(.):17065603-17068407	16.7928
1_MACS_peak_241_lociStitched	chr1(.):17074451-17075497	1.4539
2_MACS_peak_242_lociStitched	chr1(.):17221342-17233202	6.568
1_MACS_peak_244_lociStitched	chr1(.):17239848-17241650	1.3757
1_MACS_peak_245_lociStitched	chr1(.):17286662-17288201	1.3326
1_MACS_peak_246_lociStitched	chr1(.):17337652-17338722	0.6178
1_MACS_peak_247_lociStitched	chr1(.):17379478-17381341	1.218
2_MACS_peak_248_lociStitched	chr1(.):17763555-17768906	1.2251
1_MACS_peak_250_lociStitched	chr1(.):19228165-19230128	2.5665
1_MACS_peak_251_lociStitched	chr1(.):19252309-19255360	6.2065
2_MACS_peak_252_lociStitched	chr1(.):19276443-19283960	0.7302
1_MACS_peak_254_lociStitched	chr1(.):19535509-19538134	2.0437
1_MACS_peak_255_lociStitched	chr1(.):19577256-19579238	4.6484
1_MACS_peak_256_lociStitched	chr1(.):19637515-19639780	1.908
1_MACS_peak_257_lociStitched	chr1(.):19810562-19813397	2.1663
1_MACS_peak_258_lociStitched	chr1(.):19821821-19823042	0.4725
1_MACS_peak_259_lociStitched	chr1(.):19922294-19924704	3.0162
2_MACS_peak_260_lociStitched	chr1(.):20085003-20092023	0.247
1_MACS_peak_262_lociStitched	chr1(.):20125284-20127623	1.9757
1_MACS_peak_263_lociStitched	chr1(.):20208302-20209955	1.5288
1_MACS_peak_264_lociStitched	chr1(.):20415721-20417001	0.6516
2_MACS_peak_265_lociStitched	chr1(.):20833735-20838948	0.5433
1_MACS_peak_267_lociStitched	chr1(.):20959703-20961388	1.0294
1_MACS_peak_268_lociStitched	chr1(.):20986783-20988797	1.7345
1_MACS_peak_269_lociStitched	chr1(.):21022754-21023804	0.7604
1_MACS_peak_270_lociStitched	chr1(.):21059173-21060510	0.7024
1_MACS_peak_271_lociStitched	chr1(.):21111729-21114970	3.405
1_MACS_peak_272_lociStitched	chr1(.):21290626-21291879	0.8118
1_MACS_peak_273_lociStitched	chr1(.):21348255-21349947	2.0277
1_MACS_peak_274_lociStitched	chr1(.):21501939-21503843	0.9476
1_MACS_peak_275_lociStitched	chr1(.):21615704-21622617	4.3818
1_MACS_peak_276_lociStitched	chr1(.):21660003-21661650	1.5594
1_MACS_peak_277_lociStitched	chr1(.):21670906-21672967	1.0536
1_MACS_peak_278_lociStitched	chr1(.):21765895-21767393	1.0923
1_MACS_peak_279_lociStitched	chr1(.):22026339-22027548	0.5339
1_MACS_peak_280_lociStitched	chr1(.):22099682-22100727	0.6014
1_MACS_peak_281_lociStitched	chr1(.):22107356-22110725	5.1708
1_MACS_peak_282_lociStitched	chr1(.):22117462-22119113	1.6401
1_MACS_peak_283_lociStitched	chr1(.):22191594-22194617	1.9476
1_MACS_peak_284_lociStitched	chr1(.):22263896-22264664	0.615
2_MACS_peak_285_lociStitched	chr1(.):22345105-22353534	2.0366
1_MACS_peak_287_lociStitched	chr1(.):22365571-22367377	2.1473
1_MACS_peak_288_lociStitched	chr1(.):22378412-22380755	2.2568
1_MACS_peak_289_lociStitched	chr1(.):22444981-22445801	0.4303
1_MACS_peak_290_lociStitched	chr1(.):22489450-22490563	0.6058
1_MACS_peak_291_lociStitched	chr1(.):22777745-22779635	1.7431
2_MACS_peak_292_lociStitched	chr1(.):22820227-22823829	1.5201
1_MACS_peak_294_lociStitched	chr1(.):22834305-22835746	0.6909
1_MACS_peak_295_lociStitched	chr1(.):23345525-23347072	1.2145
1_MACS_peak_296_lociStitched	chr1(.):23494757-23495420	0.5834
1_MACS_peak_297_lociStitched	chr1(.):23668242-23672063	2.6078
1_MACS_peak_298_lociStitched	chr1(.):23694117-23696557	2.7232
1_MACS_peak_299_lociStitched	chr1(.):23810483-23811510	0.5082
1_MACS_peak_300_lociStitched	chr1(.):23849230-23858893	7.5227
1_MACS_peak_301_lociStitched	chr1(.):23865753-23867150	0.6533
2_MACS_peak_302_lociStitched	chr1(.):23880565-23886710	0.8801
1_MACS_peak_304_lociStitched	chr1(.):23903795-23904596	0.7037
1_MACS_peak_305_lociStitched	chr1(.):23918759-23920941	0.6794
4_MACS_peak_306_lociStitched	chr1(.):23937798-23954532	1.1589
1_MACS_peak_310_lociStitched	chr1(.):23961339-23962203	0.6929
1_MACS_peak_311_lociStitched	chr1(.):24017890-24019614	1.809
1_MACS_peak_312_lociStitched	chr1(.):24069045-24072133	1.8892
1_MACS_peak_313_lociStitched	chr1(.):24103964-24105779	1.4815
1_MACS_peak_314_lociStitched	chr1(.):24116844-24118779	1.2486
1_MACS_peak_315_lociStitched	chr1(.):24125808-24128167	1.5882
1_MACS_peak_316_lociStitched	chr1(.):24136027-24137001	0.4945
1_MACS_peak_317_lociStitched	chr1(.):24151068-24152793	1.9872
1_MACS_peak_318_lociStitched	chr1(.):24180938-24182581	1.5574
2_MACS_peak_319_lociStitched	chr1(.):24191478-24195195	0.8274
1_MACS_peak_321_lociStitched	chr1(.):24246112-24247407	1.2741
3_MACS_peak_322_lociStitched	chr1(.):24281411-24292130	2.1439
1_MACS_peak_325_lociStitched	chr1(.):24305353-24307864	3.5419
1_MACS_peak_326_lociStitched	chr1(.):24357534-24358285	0.7814
1_MACS_peak_327_lociStitched	chr1(.):24468701-24470011	1.5827
1_MACS_peak_328_lociStitched	chr1(.):24476536-24479177	2.3476
3_MACS_peak_329_lociStitched	chr1(.):24511911-24533738	5.7591
1_MACS_peak_332_lociStitched	chr1(.):24645307-24650408	3.9314
1_MACS_peak_333_lociStitched	chr1(.):24676910-24678350	0.7324
2_MACS_peak_334_lociStitched	chr1(.):24710273-24720536	1.9837
2_MACS_peak_336_lociStitched	chr1(.):24739364-24744088	1.11
1_MACS_peak_338_lociStitched	chr1(.):24807335-24808891	0.554
1_MACS_peak_339_lociStitched	chr1(.):24827509-24830431	2.1996
1_MACS_peak_340_lociStitched	chr1(.):24861173-24862268	1.2511
1_MACS_peak_341_lociStitched	chr1(.):24967884-24971176	3.6503
2_MACS_peak_342_lociStitched	chr1(.):25048524-25054880	0.4733
1_MACS_peak_344_lociStitched	chr1(.):25069527-25076515	2.6938
1_MACS_peak_345_lociStitched	chr1(.):25174318-25175678	0.8782
1_MACS_peak_346_lociStitched	chr1(.):25254409-25257779	3.8198
1_MACS_peak_347_lociStitched	chr1(.):25290899-25292723	2.5787
1_MACS_peak_348_lociStitched	chr1(.):25347855-25350608	7.6561
3_MACS_peak_349_lociStitched	chr1(.):25356815-25364351	0.2789
4_MACS_peak_352_lociStitched	chr1(.):25558030-25575003	1.3648
1_MACS_peak_356_lociStitched	chr1(.):25592644-25595266	3.6847
1_MACS_peak_357_lociStitched	chr1(.):25663091-25666463	4.1893
1_MACS_peak_358_lociStitched	chr1(.):25756172-25758585	1.061
2_MACS_peak_359_lociStitched	chr1(.):25798564-25800715	0.4593
2_MACS_peak_361_lociStitched	chr1(.):25869655-25877966	3.4663
1_MACS_peak_363_lociStitched	chr1(.):25886472-25890473	2.3046
2_MACS_peak_364_lociStitched	chr1(.):25942085-25947622	0.9544
1_MACS_peak_366_lociStitched	chr1(.):25958311-25959208	0.5398
1_MACS_peak_367_lociStitched	chr1(.):25967997-25970057	2.7775
2_MACS_peak_368_lociStitched	chr1(.):26125957-26127530	0.4683
1_MACS_peak_370_lociStitched	chr1(.):26145437-26148310	2.6164
1_MACS_peak_371_lociStitched	chr1(.):26185073-26186307	0.7136
1_MACS_peak_372_lociStitched	chr1(.):26230937-26233325	1.91
1_MACS_peak_373_lociStitched	chr1(.):26323063-26325515	1.5878
1_MACS_peak_374_lociStitched	chr1(.):26361322-26363012	0.7915
4_MACS_peak_375_lociStitched	chr1(.):26436727-26453978	0.9415
1_MACS_peak_379_lociStitched	chr1(.):26496083-26497359	1.2049
1_MACS_peak_380_lociStitched	chr1(.):26503609-26504559	0.7623
2_MACS_peak_381_lociStitched	chr1(.):26559812-26564658	1.207
1_MACS_peak_383_lociStitched	chr1(.):26578646-26580217	0.7105
2_MACS_peak_384_lociStitched	chr1(.):26601977-26607474	1.1315
1_MACS_peak_386_lociStitched	chr1(.):26613058-26614703	1.1721
1_MACS_peak_387_lociStitched	chr1(.):26632265-26635004	2.5462
2_MACS_peak_388_lociStitched	chr1(.):26641779-26644927	0.4164
1_MACS_peak_390_lociStitched	chr1(.):26662320-26663540	0.5081
1_MACS_peak_391_lociStitched	chr1(.):26758149-26759724	0.9586
1_MACS_peak_392_lociStitched	chr1(.):26797780-26800465	3.6092
1_MACS_peak_393_lociStitched	chr1(.):26826198-26828673	5.5043
1_MACS_peak_394_lociStitched	chr1(.):26856177-26857322	0.9821
2_MACS_peak_395_lociStitched	chr1(.):26865971-26873541	1.8068
1_MACS_peak_397_lociStitched	chr1(.):26945987-26948655	8.296
1_MACS_peak_398_lociStitched	chr1(.):27018395-27030574	3.9566
4_MACS_peak_399_lociStitched	chr1(.):27059940-27072849	1.3491
1_MACS_peak_403_lociStitched	chr1(.):27112408-27116175	7.0599
1_MACS_peak_404_lociStitched	chr1(.):27126367-27127427	0.6114
5_MACS_peak_405_lociStitched	chr1(.):27147031-27167230	0.9482
1_MACS_peak_410_lociStitched	chr1(.):27190153-27193315	6.2635
1_MACS_peak_411_lociStitched	chr1(.):27215675-27217605	1.9702
1_MACS_peak_412_lociStitched	chr1(.):27225907-27227831	2.135
1_MACS_peak_413_lociStitched	chr1(.):27247628-27249027	1.2597
1_MACS_peak_414_lociStitched	chr1(.):27286018-27287596	0.8771
1_MACS_peak_415_lociStitched	chr1(.):27463231-27464291	0.6552
1_MACS_peak_416_lociStitched	chr1(.):27480906-27482409	1.4487
1_MACS_peak_417_lociStitched	chr1(.):27560156-27562840	1.0758
1_MACS_peak_418_lociStitched	chr1(.):27648084-27649868	1.8734
1_MACS_peak_419_lociStitched	chr1(.):27667774-27669245	0.6685
1_MACS_peak_420_lociStitched	chr1(.):27675281-27676806	0.8064
1_MACS_peak_421_lociStitched	chr1(.):27692148-27693862	0.7316
1_MACS_peak_422_lociStitched	chr1(.):27718407-27719838	0.6087
1_MACS_peak_423_lociStitched	chr1(.):27744325-27745946	1.3293
2_MACS_peak_424_lociStitched	chr1(.):27761632-27766323	0.8294
2_MACS_peak_426_lociStitched	chr1(.):27815376-27819217	3.2996
1_MACS_peak_428_lociStitched	chr1(.):27826193-27827251	0.4749
1_MACS_peak_429_lociStitched	chr1(.):27883233-27884425	0.5916
1_MACS_peak_430_lociStitched	chr1(.):27929670-27930742	0.6509
1_MACS_peak_431_lociStitched	chr1(.):27985587-27987272	0.6886
1_MACS_peak_432_lociStitched	chr1(.):27998141-27999750	1.2245
1_MACS_peak_433_lociStitched	chr1(.):28051578-28053714	1.0004
1_MACS_peak_434_lociStitched	chr1(.):28098681-28100988	1.2884
1_MACS_peak_435_lociStitched	chr1(.):28156269-28158324	2.6126
1_MACS_peak_436_lociStitched	chr1(.):28199009-28199744	0.4497
1_MACS_peak_437_lociStitched	chr1(.):28217589-28218455	0.4664
1_MACS_peak_438_lociStitched	chr1(.):28240112-28241861	1.7778
1_MACS_peak_439_lociStitched	chr1(.):28285493-28287508	1.9047
2_MACS_peak_440_lociStitched	chr1(.):28352669-28363130	1.3631
2_MACS_peak_442_lociStitched	chr1(.):28390092-28397471	0.301
1_MACS_peak_444_lociStitched	chr1(.):28413692-28416122	1.9778
1_MACS_peak_445_lociStitched	chr1(.):28473896-28475321	1.0214
1_MACS_peak_446_lociStitched	chr1(.):28495205-28496494	0.587
2_MACS_peak_447_lociStitched	chr1(.):28558579-28563847	1.5632
1_MACS_peak_449_lociStitched	chr1(.):28570129-28577248	2.438
1_MACS_peak_450_lociStitched	chr1(.):28585070-28587222	1.0306
1_MACS_peak_451_lociStitched	chr1(.):28654685-28656598	2.5593
1_MACS_peak_452_lociStitched	chr1(.):28695365-28697513	3.1624
1_MACS_peak_453_lociStitched	chr1(.):28763880-28765167	0.8627
3_MACS_peak_454_lociStitched	chr1(.):28827011-28846143	1.2995
1_MACS_peak_457_lociStitched	chr1(.):28878405-28881030	3.9858
2_MACS_peak_458_lociStitched	chr1(.):28903316-28914539	1.6573
2_MACS_peak_460_lociStitched	chr1(.):28924358-28929838	1.7757
1_MACS_peak_462_lociStitched	chr1(.):28957927-28959136	0.6607
2_MACS_peak_463_lociStitched	chr1(.):28968309-28976243	2.3508
1_MACS_peak_465_lociStitched	chr1(.):28994410-28996914	3.777
1_MACS_peak_466_lociStitched	chr1(.):29062323-29065067	3.0982
1_MACS_peak_467_lociStitched	chr1(.):29101290-29102544	0.712
2_MACS_peak_468_lociStitched	chr1(.):29210740-29214665	1.2775
1_MACS_peak_470_lociStitched	chr1(.):29239968-29242538	1.3641
1_MACS_peak_471_lociStitched	chr1(.):29252385-29255594	1.625
1_MACS_peak_472_lociStitched	chr1(.):29312654-29313737	0.7053
1_MACS_peak_473_lociStitched	chr1(.):29506276-29509644	3.8554
1_MACS_peak_474_lociStitched	chr1(.):29528632-29529610	0.779
1_MACS_peak_475_lociStitched	chr1(.):29556729-29557989	0.8118
1_MACS_peak_476_lociStitched	chr1(.):30347398-30350788	0.9534
2_MACS_peak_477_lociStitched	chr1(.):30369908-30375236	0.2468
1_MACS_peak_479_lociStitched	chr1(.):30901395-30903237	0.622
1_MACS_peak_480_lociStitched	chr1(.):30995872-30996841	0.5164
2_MACS_peak_481_lociStitched	chr1(.):31190359-31192667	1.0036
1_MACS_peak_483_lociStitched	chr1(.):31213836-31233404	6.8716
1_MACS_peak_484_lociStitched	chr1(.):31255225-31256162	1.2952
1_MACS_peak_485_lociStitched	chr1(.):31536358-31539280	2.5248
1_MACS_peak_486_lociStitched	chr1(.):31628053-31628776	0.4291
1_MACS_peak_487_lociStitched	chr1(.):31768676-31770848	2.0061
