#MM Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM.1S.H3K27ac_ROSE/MM_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM.1S.jin.bam
#Using cutoff of 6466.383 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM.1S.jin.bam	enhancerRank	isSuperStretch
5_MACS_peak_2799_lociStitched	chr1	209275199	209284092	5	8434	21828.7578	72	1
6_MACS_peak_9261_lociStitched	chr14	106145425	106155331	6	9283	18831.306	73	1
5_MACS_peak_3095_lociStitched	chr1	230238646	230248929	5	9712	16944.3274	74	1
1_MACS_peak_18909_lociStitched	chr20	37498452	37506097	1	7646	23591.7055	75	1
4_MACS_peak_16663_lociStitched	chr2	86219781	86228882	4	8612	20769.3921	76	1
4_MACS_peak_10094_lociStitched	chr15	75072726	75083139	4	10069	14869.764	77	1
7_MACS_peak_28395_lociStitched	chr7	55569331	55580740	7	10079	14393.5944	78	1
7_MACS_peak_27124_lociStitched	chr6	106544997	106555565	7	10010	14673.668	79	1
3_MACS_peak_18126_lociStitched	chr2	231729551	231739437	3	9599	16597.6054	80	1
3_MACS_peak_27181_lociStitched	chr6	108911650	108921421	3	9701	15695.1573	81	1
1_MACS_peak_19748_lociStitched	chr21	45660072	45665671	1	5600	26763.22	82	1
5_MACS_peak_26248_lociStitched	chr6	26357595	26367273	5	9017	18352.3914	83	1
1_MACS_peak_2632_lociStitched	chr1	203254979	203261357	1	6379	25159.2966	84	1
3_MACS_peak_4846_lociStitched	chr11	10323799	10332929	3	9088	17718.591	85	1
5_MACS_peak_19255_lociStitched	chr20	55966098	55975319	5	8862	18132.1744	86	1
1_MACS_peak_22377_lociStitched	chr3	177073666	177079911	1	6246	24720.8325	87	1
3_MACS_peak_27201_lociStitched	chr6	108987781	108997167	3	9076	16753.0714	88	1
3_MACS_peak_832_lociStitched	chr1	40846914	40856490	3	9529	14264.4096	89	1
5_MACS_peak_31449_lociStitched	chr9	93681163	93690145	5	8768	17528.373	90	1
5_MACS_peak_20255_lociStitched	chr22	37610784	37621227	5	9169	15837.8538	91	1
2_MACS_peak_10829_lociStitched	chr16	11773675	11783220	2	9473	14367.134	92	1
6_MACS_peak_9549_lociStitched	chr15	40834038	40843891	6	9132	15938.2128	93	1
1_MACS_peak_19699_lociStitched	chr21	44580515	44587243	1	6729	23229.0928	94	1
1_MACS_peak_15186_lociStitched	chr19	39891285	39899281	1	7997	19622.9836	95	1
2_MACS_peak_15791_lociStitched	chr2	11883616	11892052	2	8353	18117.1536	96	1
3_MACS_peak_3148_lociStitched	chr1	234741902	234749271	3	7128	21728.2334	97	1
5_MACS_peak_11357_lociStitched	chr16	56944102	56953159	5	8293	18307.8198	98	1
1_MACS_peak_2990_lociStitched	chr1	226127454	226133546	1	6093	23923.8932	99	1
1_MACS_peak_6918_lociStitched	chr12	48200854	48209035	1	8182	18460.4265	100	1
3_MACS_peak_20068_lociStitched	chr22	29191011	29199658	3	7927	19130.6228	101	1
1_MACS_peak_1916_lociStitched	chr1	154386688	154394445	1	7758	19152.8087	102	1
3_MACS_peak_19640_lociStitched	chr21	41325040	41334192	3	8703	15249.9776	103	1
6_MACS_peak_23082_lociStitched	chr4	40302506	40312310	6	9049	13316.7732	104	1
3_MACS_peak_12008_lociStitched	chr17	6062770	6071223	3	8081	17404.727	105	1
1_MACS_peak_13457_lociStitched	chr17	75435102	75442959	1	7858	18149.67	106	1
2_MACS_peak_26705_lociStitched	chr6	45386941	45394971	2	7874	17934.202	107	1
1_MACS_peak_8505_lociStitched	chr13	114829470	114835046	1	5577	23537.4112	108	1
3_MACS_peak_16831_lociStitched	chr2	99075172	99083338	3	8002	17288.2386	109	1
2_MACS_peak_2633_lociStitched	chr1	203264098	203271944	2	7800	17589.9474	110	1
3_MACS_peak_4740_lociStitched	chr11	2793066	2801186	3	7911	17168.928	111	1
1_MACS_peak_25290_lociStitched	chr5	138723050	138730403	1	7354	18908.2395	112	1
1_MACS_peak_19672_lociStitched	chr21	43480281	43486121	1	5841	22502.688	113	1
3_MACS_peak_1720_lociStitched	chr1	145449112	145457332	3	8068	15692.802	114	1
2_MACS_peak_24851_lociStitched	chr5	88177473	88186007	2	8355	14375.523	115	1
2_MACS_peak_26027_lociStitched	chr6	11829265	11837745	2	8100	15345.408	116	1
2_MACS_peak_22592_lociStitched	chr3	193817616	193822904	2	5256	22845.7464	117	1
6_MACS_peak_1606_lociStitched	chr1	118195816	118204492	6	8239	14253.8004	118	1
6_MACS_peak_2488_lociStitched	chr1	192506356	192515523	6	8177	14494.8604	119	1
1_MACS_peak_9416_lociStitched	chr15	31553979	31560827	1	6849	19001.1456	120	1
4_MACS_peak_16825_lociStitched	chr2	99060739	99069499	4	8333	13688.376	121	1
2_MACS_peak_12581_lociStitched	chr17	37909625	37915791	2	6077	20733.175	122	1
2_MACS_peak_14036_lociStitched	chr18	46453946	46462779	2	8497	12499.5783	123	1
4_MACS_peak_4996_lociStitched	chr11	22686112	22694573	4	8240	13705.1278	124	1
2_MACS_peak_16735_lociStitched	chr2	89049021	89056077	2	6998	18147.3264	125	1
4_MACS_peak_10857_lociStitched	chr16	12056687	12065035	4	8258	13538.7864	126	1
4_MACS_peak_12471_lociStitched	chr17	34415847	34423957	4	7580	16138.089	127	1
5_MACS_peak_23794_lociStitched	chr4	144273296	144282065	5	8247	13413.9393	128	1
2_MACS_peak_20038_lociStitched	chr22	26984597	26992260	2	7643	15763.5573	129	1
2_MACS_peak_24240_lociStitched	chr5	6480022	6486951	2	6900	18142.2007	130	1
1_MACS_peak_398_lociStitched	chr1	23850740	23857910	1	7171	17036.637	131	1
3_MACS_peak_4973_lociStitched	chr11	19451466	19459096	3	7500	15864.296	132	1
1_MACS_peak_25200_lociStitched	chr5	131829848	131837088	1	7241	16488.376	133	1
2_MACS_peak_16073_lociStitched	chr2	37570748	37578401	2	7400	15802.6797	134	1
5_MACS_peak_9802_lociStitched	chr15	56657025	56665596	5	8114	12828.2157	135	1
2_MACS_peak_22364_lociStitched	chr3	176859301	176866795	2	7326	16017.6756	136	1
1_MACS_peak_18778_lociStitched	chr20	32424053	32432149	1	8097	12632.9984	137	1
2_MACS_peak_15263_lociStitched	chr19	42054949	42062539	2	7579	14833.896	138	1
2_MACS_peak_19336_lociStitched	chr20	61277257	61285118	2	7771	13997.2966	139	1
5_MACS_peak_32553_lociStitched	chrX	48791301	48799401	5	7471	14963.94	140	1
2_MACS_peak_23346_lociStitched	chr4	78736215	78743041	2	6450	18151.0166	141	1
1_MACS_peak_6418_lociStitched	chr12	4378085	4385300	1	7216	15763.332	142	1
3_MACS_peak_23240_lociStitched	chr4	71541681	71549477	3	7545	14504.458	143	1
4_MACS_peak_21967_lociStitched	chr3	133192061	133199699	4	7133	15841.212	144	1
3_MACS_peak_17966_lociStitched	chr2	217080682	217088744	3	7940	12593.6502	145	1
1_MACS_peak_17250_lociStitched	chr2	133022192	133027648	1	5457	20259.2192	146	1
3_MACS_peak_9532_lociStitched	chr15	40387041	40394506	3	7365	14944.93	147	1
5_MACS_peak_12780_lociStitched	chr17	43298394	43307156	5	7773	12767.1102	148	1
3_MACS_peak_5237_lociStitched	chr11	58340357	58347600	3	6824	16309.0631	149	1
3_MACS_peak_17291_lociStitched	chr2	135162881	135170616	3	7636	13109.278	150	1
5_MACS_peak_16438_lociStitched	chr2	65615337	65623671	5	7485	13576.9194	151	1
3_MACS_peak_14426_lociStitched	chr19	2254851	2261821	3	6820	15978.028	152	1
4_MACS_peak_27185_lociStitched	chr6	108925678	108934817	4	7818	11940.1035	153	1
2_MACS_peak_18991_lociStitched	chr20	43270804	43278135	2	7176	14648.0711	154	1
3_MACS_peak_7545_lociStitched	chr12	102871205	102878979	3	7637	12450.061	155	1
2_MACS_peak_19739_lociStitched	chr21	45562258	45568058	2	5742	18633.08	156	1
6_MACS_peak_24844_lociStitched	chr5	88118257	88127249	6	8117	9821.9616	157	1
2_MACS_peak_27132_lociStitched	chr6	106588730	106595836	2	7104	14538.1654	158	1
5_MACS_peak_27116_lociStitched	chr6	106531250	106539436	5	8007	10346.2854	159	1
3_MACS_peak_27393_lociStitched	chr6	130003433	130010814	3	6925	15091.1926	160	1
1_MACS_peak_19079_lociStitched	chr20	46386238	46392722	1	6485	16503.7252	161	1
6_MACS_peak_22887_lociStitched	chr4	12697314	12705360	6	7587	12409.3458	162	1
2_MACS_peak_26439_lociStitched	chr6	32935684	32941001	2	5124	19708.5239	163	1
2_MACS_peak_27166_lociStitched	chr6	108878419	108884467	2	5995	17570.0448	164	1
1_MACS_peak_1996_lociStitched	chr1	155946162	155952062	1	5901	17796.76	165	1
2_MACS_peak_2689_lociStitched	chr1	205252547	205258278	2	5641	18358.1123	166	1
2_MACS_peak_28405_lociStitched	chr7	55598389	55604753	2	6126	17011.6084	167	1
4_MACS_peak_18158_lociStitched	chr2	232570664	232576139	4	5268	19005.915	168	1
1_MACS_peak_24022_lociStitched	chr4	185201280	185206922	1	5643	18097.2792	169	1
5_MACS_peak_24038_lociStitched	chr4	185324256	185332330	5	7595	11409.3694	170	1
4_MACS_peak_4930_lociStitched	chr11	16979276	16986334	4	6886	14379.9692	171	1
5_MACS_peak_4434_lociStitched	chr10	112256471	112264679	5	7609	11185.8624	172	1
4_MACS_peak_11943_lociStitched	chr17	4273998	4281620	4	7257	12797.338	173	1
6_MACS_peak_208_lociStitched	chr1	11623230	11631491	6	7329	12478.2405	174	1
3_MACS_peak_29558_lociStitched	chr8	2028828	2035872	3	6704	14848.752	175	1
4_MACS_peak_17276_lociStitched	chr2	134935271	134942926	4	7486	11577.422	176	1
5_MACS_peak_32649_lociStitched	chrX	58216820	58225229	5	7861	9342.399	177	1
2_MACS_peak_27134_lociStitched	chr6	106610604	106617176	2	6553	15095.2268	178	1
3_MACS_peak_32655_lociStitched	chrX	58231149	58238840	3	7629	10495.1386	179	1
2_MACS_peak_12549_lociStitched	chr17	36856351	36862715	2	6305	15783.3564	180	1
1_MACS_peak_2430_lociStitched	chr1	183809123	183815236	1	6114	16336.9925	181	1
1_MACS_peak_4419_lociStitched	chr10	112113599	112119406	1	5808	17152.1359	182	1
2_MACS_peak_11022_lociStitched	chr16	23343818	23350253	2	6385	15390.5895	183	1
2_MACS_peak_11430_lociStitched	chr16	66553426	66559856	2	6232	15829.374	184	1
3_MACS_peak_14388_lociStitched	chr19	1647722	1653578	3	5730	17172.1344	185	1
1_MACS_peak_2574_lociStitched	chr1	200859423	200865112	1	5690	17242.2212	186	1
4_MACS_peak_28712_lociStitched	chr7	92438151	92445495	4	7080	12682.3536	187	1
5_MACS_peak_28064_lociStitched	chr7	26002362	26009473	5	6644	14361.3756	188	1
2_MACS_peak_9614_lociStitched	chr15	42894976	42901996	2	6925	13091.598	189	1
2_MACS_peak_14887_lociStitched	chr19	16694123	16700587	2	6442	14664.8768	190	1
3_MACS_peak_5983_lociStitched	chr11	111238450	111246001	3	7142	11901.8862	191	1
2_MACS_peak_16038_lociStitched	chr2	33717481	33724397	2	6777	13246.2148	192	1
4_MACS_peak_18293_lociStitched	chr2	238599829	238607644	4	7222	11309.868	193	1
5_MACS_peak_13963_lociStitched	chr18	42289006	42296854	5	7338	10616.7744	194	1
2_MACS_peak_3817_lociStitched	chr10	63656890	63664072	2	7123	11629.8126	195	1
1_MACS_peak_13026_lociStitched	chr17	56411709	56417701	1	5993	15652.3024	196	1
2_MACS_peak_18786_lociStitched	chr20	32468011	32473665	2	5653	16469.5366	197	1
2_MACS_peak_3826_lociStitched	chr10	63804789	63811747	2	6812	12686.5214	198	1
4_MACS_peak_29819_lociStitched	chr8	27217309	27225866	4	7397	9839.6943	199	1
5_MACS_peak_9768_lociStitched	chr15	52969785	52976972	5	6496	13729.3261	200	1
2_MACS_peak_10340_lociStitched	chr15	89654500	89661045	2	6544	13539.6415	201	1
2_MACS_peak_17824_lociStitched	chr2	202120587	202127078	2	6454	13790.1295	202	1
1_MACS_peak_6044_lociStitched	chr11	115090125	115096502	1	6378	13936.2958	203	1
5_MACS_peak_22109_lociStitched	chr3	150315502	150322952	5	6758	12438.52	204	1
4_MACS_peak_19958_lociStitched	chr22	23478087	23485101	4	6674	12710.0694	205	1
2_MACS_peak_25178_lociStitched	chr5	131435892	131441654	2	5722	15706.6358	206	1
1_MACS_peak_22551_lociStitched	chr3	186780867	186785839	1	4973	17532.7636	207	1
1_MACS_peak_18978_lociStitched	chr20	42695430	42700669	1	5240	16884.2492	208	1
3_MACS_peak_28876_lociStitched	chr7	101946489	101952768	3	6061	14642.628	209	1
2_MACS_peak_28282_lociStitched	chr7	44668041	44674977	2	6882	11449.9488	210	1
2_MACS_peak_30698_lociStitched	chr8	134579712	134585653	2	5931	14901.8103	211	1
5_MACS_peak_18738_lociStitched	chr20	31255745	31263179	5	6650	12346.3872	212	1
2_MACS_peak_24044_lociStitched	chr4	185338280	185345088	2	6767	11845.2392	213	1
2_MACS_peak_29347_lociStitched	chr7	141014712	141021900	2	6904	11141.4	214	1
5_MACS_peak_11832_lociStitched	chr17	977898	985121	5	6840	11426.0637	215	1
1_MACS_peak_426_lociStitched	chr1	24512887	24518947	1	6061	14359.17	216	1
4_MACS_peak_7123_lociStitched	chr12	57076649	57083415	4	6526	12657.8328	217	1
6_MACS_peak_23233_lociStitched	chr4	71528931	71536796	6	7055	10237.8705	218	1
5_MACS_peak_32663_lociStitched	chrX	58270850	58278852	5	7264	9010.252	219	1
3_MACS_peak_20334_lociStitched	chr22	39377430	39384406	3	6398	13059.072	220	1
4_MACS_peak_19061_lociStitched	chr20	45980320	45986987	4	6578	12249.2791	221	1
2_MACS_peak_5272_lociStitched	chr11	60604163	60610865	2	6601	12131.9604	222	1
3_MACS_peak_16840_lociStitched	chr2	99116438	99123353	3	6799	11217.513	223	1
3_MACS_peak_9535_lociStitched	chr15	40395110	40402066	3	6593	12063.0952	224	1
2_MACS_peak_1935_lociStitched	chr1	154923355	154929758	2	6332	13046.1125	225	1
6_MACS_peak_10080_lociStitched	chr15	74832158	74840043	6	6813	10889.9735	226	1
4_MACS_peak_14971_lociStitched	chr19	19054162	19061235	4	6732	11246.07	227	1
1_MACS_peak_19647_lociStitched	chr21	41383973	41389930	1	5958	14131.1954	228	1
1_MACS_peak_24035_lociStitched	chr4	185302339	185307859	1	5521	15289.296	229	1
2_MACS_peak_4431_lociStitched	chr10	112216489	112223197	2	6351	12521.1528	230	1
2_MACS_peak_29824_lociStitched	chr8	27231753	27238600	2	6741	10847.7021	231	1
2_MACS_peak_18012_lociStitched	chr2	219756896	219763029	2	5988	13772.2648	232	1
2_MACS_peak_10504_lociStitched	chr15	101738080	101743853	2	5674	14746.5512	233	1
1_MACS_peak_16140_lociStitched	chr2	42328318	42334131	1	5814	14292.4231	234	1
1_MACS_peak_29444_lociStitched	chr7	150101282	150105869	1	4588	17347.5753	235	1
7_MACS_peak_27189_lociStitched	chr6	108936181	108944274	7	6991	9295.6198	236	1
6_MACS_peak_1476_lociStitched	chr1	111173579	111180762	6	6679	10826.2176	237	1
1_MACS_peak_29222_lociStitched	chr7	130790792	130795903	1	5112	16012.2519	238	1
2_MACS_peak_22633_lociStitched	chr3	195631945	195637188	2	5199	15787.1973	239	1
3_MACS_peak_30258_lociStitched	chr8	80634684	80641214	3	6364	12090.948	240	1
5_MACS_peak_14843_lociStitched	chr19	16251559	16258487	5	6400	11908.5392	241	1
5_MACS_peak_8520_lociStitched	chr13	115042086	115048249	5	5937	13521.0057	242	1
1_MACS_peak_29438_lociStitched	chr7	150064010	150068135	1	4126	17865.375	243	1
3_MACS_peak_19188_lociStitched	chr20	52205475	52211932	3	6232	12351.5953	244	1
5_MACS_peak_26406_lociStitched	chr6	31702208	31708842	5	6502	11237.996	245	1
1_MACS_peak_3460_lociStitched	chr10	15826392	15832801	1	6410	11629.7714	246	1
1_MACS_peak_17627_lociStitched	chr2	182168638	182175020	1	6383	11672.678	247	1
1_MACS_peak_29201_lociStitched	chr7	129588773	129592925	1	4153	17723.6424	248	1
2_MACS_peak_25303_lociStitched	chr5	139046842	139051798	2	4849	16264.1052	249	1
4_MACS_peak_4346_lociStitched	chr10	104531319	104538466	4	6446	11255.8103	250	1
4_MACS_peak_3596_lociStitched	chr10	30989987	30996679	4	6109	12577.614	251	1
3_MACS_peak_19726_lociStitched	chr21	45198194	45204477	3	5993	12986.961	252	1
1_MACS_peak_3100_lociStitched	chr1	230256773	230262319	1	5547	14400.7436	253	1
1_MACS_peak_19639_lociStitched	chr21	41303068	41309149	1	6082	12642.399	254	1
4_MACS_peak_30693_lociStitched	chr8	134508814	134515264	4	6155	12337.56	255	1
4_MACS_peak_26980_lociStitched	chr6	88630632	88637517	4	6515	10820.466	256	1
2_MACS_peak_12417_lociStitched	chr17	32713379	32719486	2	6062	12609.1229	257	1
1_MACS_peak_19278_lociStitched	chr20	56253207	56258685	1	5479	14452.6074	258	1
2_MACS_peak_1993_lociStitched	chr1	155912834	155918867	2	6025	12650.5977	259	1
6_MACS_peak_10323_lociStitched	chr15	89176700	89183924	6	6778	9308.124	260	1
2_MACS_peak_14455_lociStitched	chr19	2607119	2611805	2	4578	16491.4398	261	1
2_MACS_peak_2534_lociStitched	chr1	197743047	197748727	2	5509	14144.336	262	1
3_MACS_peak_5706_lociStitched	chr11	74659583	74666051	3	6400	10925.7456	263	1
6_MACS_peak_28417_lociStitched	chr7	55636289	55642645	6	6064	12249.2832	264	1
3_MACS_peak_23541_lociStitched	chr4	105407794	105414161	3	6234	11544.0077	265	1
2_MACS_peak_31456_lociStitched	chr9	93702323	93708262	2	5840	12952.3651	266	1
4_MACS_peak_27449_lociStitched	chr6	135190239	135196565	4	5933	12619.1048	267	1
5_MACS_peak_10371_lociStitched	chr15	90613265	90620314	5	6289	11232.5815	268	1
2_MACS_peak_16230_lociStitched	chr2	47208583	47214354	2	5737	13274.4542	269	1
2_MACS_peak_16227_lociStitched	chr2	47167451	47173859	2	6299	11139.0264	270	1
3_MACS_peak_24366_lociStitched	chr5	32581123	32587193	3	5958	12295.999	271	1
4_MACS_peak_10217_lociStitched	chr15	81585601	81592653	4	6646	9230.3628	272	1
4_MACS_peak_18675_lociStitched	chr20	25274428	25281151	4	6429	10229.0445	273	1
1_MACS_peak_32066_lociStitched	chr9	134549781	134555458	1	5678	13153.0413	274	1
3_MACS_peak_21284_lociStitched	chr3	52738719	52745302	3	6527	9680.9598	275	1
3_MACS_peak_14040_lociStitched	chr18	46465553	46472961	3	6678	8854.0416	276	1
1_MACS_peak_28933_lociStitched	chr7	104652026	104656836	1	4811	15511.769	277	1
4_MACS_peak_23408_lociStitched	chr4	87855390	87862114	4	6567	9414.2724	278	1
3_MACS_peak_23282_lociStitched	chr4	76023359	76029371	3	5581	13384.5156	279	1
4_MACS_peak_23136_lociStitched	chr4	48195288	48201509	4	5892	12316.3358	280	1
2_MACS_peak_6410_lociStitched	chr12	4224666	4230033	2	5093	14758.1766	281	1
3_MACS_peak_25981_lociStitched	chr6	7958740	7965291	3	6211	10912.6558	282	1
2_MACS_peak_1691_lociStitched	chr1	144930492	144936959	2	6031	11544.8884	283	1
4_MACS_peak_20222_lociStitched	chr22	36778522	36784786	4	6040	11466.252	284	1
2_MACS_peak_31700_lociStitched	chr9	112908461	112915328	2	6692	8258.2542	285	1
4_MACS_peak_1598_lociStitched	chr1	118171210	118177842	4	6313	10273.6312	286	1
4_MACS_peak_4849_lociStitched	chr11	10334290	10341271	4	6234	10575.5169	287	1
2_MACS_peak_25300_lociStitched	chr5	139013583	139019214	2	5546	13112.3466	288	1
2_MACS_peak_5665_lociStitched	chr11	72427669	72434158	2	6350	9938.5524	289	1
2_MACS_peak_17402_lociStitched	chr2	158295777	158302005	2	6209	10533.4164	290	1
3_MACS_peak_25191_lociStitched	chr5	131790001	131795823	3	5761	12313.53	291	1
4_MACS_peak_11473_lociStitched	chr16	67595292	67601310	4	5331	13677.7104	292	1
1_MACS_peak_8495_lociStitched	chr13	114562507	114567915	1	5409	13432.3904	293	1
1_MACS_peak_1924_lociStitched	chr1	154755867	154760918	1	5052	14427.6764	294	1
3_MACS_peak_24057_lociStitched	chr4	185454533	185460819	3	6098	10933.8684	295	1
1_MACS_peak_7462_lociStitched	chr12	94597590	94603358	1	5769	12179.7088	296	1
3_MACS_peak_28887_lociStitched	chr7	102080590	102087141	3	5892	11686.984	297	1
3_MACS_peak_20308_lociStitched	chr22	38708550	38714797	3	5813	11961.7556	298	1
4_MACS_peak_20858_lociStitched	chr3	23847008	23853532	4	5690	12357.1084	299	1
1_MACS_peak_2362_lociStitched	chr1	178546885	178551737	1	4853	14801.026	300	1
3_MACS_peak_28901_lociStitched	chr7	102251331	102257760	3	5914	11491.1946	301	1
5_MACS_peak_29253_lociStitched	chr7	134675984	134682318	5	6256	9989.9848	302	1
3_MACS_peak_25722_lociStitched	chr5	175076493	175083124	3	6435	9075.8497	303	1
