GENE_ID	locusLine	bin_1_36_0EXO_0229Kronos_MM1S-No-Treatment-2_Input_hs_i78.bam
1_MACS_peak_76_lociStitched	chr1(.):4997692-4998746	0.0949
1_MACS_peak_77_lociStitched	chr1(.):6051128-6055572	0.1819
1_MACS_peak_78_lociStitched	chr1(.):6083801-6087515	0.2144
2_MACS_peak_79_lociStitched	chr1(.):6258559-6266585	0.1371
1_MACS_peak_81_lociStitched	chr1(.):6294570-6296871	0.1698
1_MACS_peak_82_lociStitched	chr1(.):6418818-6420734	0.1867
1_MACS_peak_83_lociStitched	chr1(.):6452283-6454926	0.1182
1_MACS_peak_84_lociStitched	chr1(.):6549761-6551681	0.1252
1_MACS_peak_85_lociStitched	chr1(.):6613628-6615228	0.1446
1_MACS_peak_86_lociStitched	chr1(.):6639035-6641090	0.1978
1_MACS_peak_87_lociStitched	chr1(.):6660227-6664934	0.2041
1_MACS_peak_88_lociStitched	chr1(.):6672382-6674802	0.2037
1_MACS_peak_89_lociStitched	chr1(.):6684602-6686698	0.1749
1_MACS_peak_90_lociStitched	chr1(.):6733239-6735207	0.1027
1_MACS_peak_91_lociStitched	chr1(.):6760722-6762271	0.1515
1_MACS_peak_92_lociStitched	chr1(.):6843799-6845475	0.1797
1_MACS_peak_93_lociStitched	chr1(.):6960839-6963075	0.1674
1_MACS_peak_94_lociStitched	chr1(.):6977828-6980327	0.1425
1_MACS_peak_95_lociStitched	chr1(.):7830769-7832234	0.1625
2_MACS_peak_96_lociStitched	chr1(.):8013753-8022706	0.1227
1_MACS_peak_98_lociStitched	chr1(.):8455071-8456421	0.1899
3_MACS_peak_99_lociStitched	chr1(.):8650172-8664965	0.1461
1_MACS_peak_102_lociStitched	chr1(.):8702799-8704575	0.1884
1_MACS_peak_103_lociStitched	chr1(.):8740566-8741517	0.1196
2_MACS_peak_104_lociStitched	chr1(.):8760536-8773414	0.1452
1_MACS_peak_106_lociStitched	chr1(.):8875982-8878713	0.1822
1_MACS_peak_107_lociStitched	chr1(.):8888710-8890551	0.1637
1_MACS_peak_108_lociStitched	chr1(.):8907255-8908866	0.192
1_MACS_peak_109_lociStitched	chr1(.):8937105-8939974	0.2409
1_MACS_peak_110_lociStitched	chr1(.):9129326-9130217	0.1223
1_MACS_peak_111_lociStitched	chr1(.):9137460-9141925	0.1319
1_MACS_peak_112_lociStitched	chr1(.):9188533-9189253	0.0818
1_MACS_peak_113_lociStitched	chr1(.):9221893-9226314	0.1896
1_MACS_peak_114_lociStitched	chr1(.):9241168-9243391	0.1664
1_MACS_peak_115_lociStitched	chr1(.):9294470-9295841	0.0907
1_MACS_peak_116_lociStitched	chr1(.):9340507-9341895	0.1017
1_MACS_peak_117_lociStitched	chr1(.):9473337-9474148	0.087
2_MACS_peak_118_lociStitched	chr1(.):9485321-9489877	0.192
1_MACS_peak_120_lociStitched	chr1(.):9599259-9600448	0.0658
1_MACS_peak_121_lociStitched	chr1(.):9615108-9616113	0.1409
1_MACS_peak_122_lociStitched	chr1(.):9648776-9650178	0.1196
1_MACS_peak_123_lociStitched	chr1(.):9776606-9778753	0.2043
1_MACS_peak_124_lociStitched	chr1(.):9846391-9848961	0.1919
1_MACS_peak_125_lociStitched	chr1(.):9882819-9884393	0.0954
1_MACS_peak_126_lociStitched	chr1(.):9896049-9896822	0.0651
2_MACS_peak_127_lociStitched	chr1(.):9969031-9971630	0.1687
2_MACS_peak_129_lociStitched	chr1(.):10002332-10011778	0.1417
1_MACS_peak_131_lociStitched	chr1(.):10049894-10052019	0.1707
1_MACS_peak_132_lociStitched	chr1(.):10078411-10079922	0.1941
1_MACS_peak_133_lociStitched	chr1(.):10092736-10094216	0.3108
1_MACS_peak_134_lociStitched	chr1(.):10227976-10232114	0.2412
4_MACS_peak_135_lociStitched	chr1(.):10248956-10262019	0.1581
1_MACS_peak_139_lociStitched	chr1(.):10269440-10272094	0.2304
1_MACS_peak_140_lociStitched	chr1(.):10310182-10315077	0.216
1_MACS_peak_141_lociStitched	chr1(.):10458179-10460335	0.2168
1_MACS_peak_142_lociStitched	chr1(.):10489810-10491849	0.1954
1_MACS_peak_143_lociStitched	chr1(.):10504209-10505925	0.2285
1_MACS_peak_144_lociStitched	chr1(.):10516568-10518122	0.1508
2_MACS_peak_145_lociStitched	chr1(.):10531767-10535942	0.1829
1_MACS_peak_147_lociStitched	chr1(.):10554629-10556129	0.2198
1_MACS_peak_148_lociStitched	chr1(.):10998755-11001348	0.2072
1_MACS_peak_149_lociStitched	chr1(.):11039392-11040514	0.1393
1_MACS_peak_150_lociStitched	chr1(.):11071729-11073761	0.2152
1_MACS_peak_151_lociStitched	chr1(.):11118802-11121436	0.1451
1_MACS_peak_152_lociStitched	chr1(.):11158874-11160645	0.2383
1_MACS_peak_153_lociStitched	chr1(.):11286404-11288463	0.1542
1_MACS_peak_154_lociStitched	chr1(.):11321780-11322968	0.2373
1_MACS_peak_155_lociStitched	chr1(.):11333172-11334299	0.2738
1_MACS_peak_156_lociStitched	chr1(.):11538571-11539892	0.0946
1_MACS_peak_157_lociStitched	chr1(.):11622771-11632851	0.2019
2_MACS_peak_158_lociStitched	chr1(.):11709835-11714916	0.1357
1_MACS_peak_160_lociStitched	chr1(.):11723693-11725197	0.1467
1_MACS_peak_161_lociStitched	chr1(.):11740240-11742092	0.1982
1_MACS_peak_162_lociStitched	chr1(.):11795303-11798349	0.2251
1_MACS_peak_163_lociStitched	chr1(.):11843009-11845526	0.1546
2_MACS_peak_164_lociStitched	chr1(.):11862990-11867383	0.2164
1_MACS_peak_166_lociStitched	chr1(.):11967526-11970642	0.3264
2_MACS_peak_167_lociStitched	chr1(.):11984328-11987462	0.1648
1_MACS_peak_169_lociStitched	chr1(.):11993801-11995047	0.1454
1_MACS_peak_170_lociStitched	chr1(.):12039545-12041389	0.2116
1_MACS_peak_171_lociStitched	chr1(.):12078742-12080663	0.2094
4_MACS_peak_172_lociStitched	chr1(.):12099981-12114678	0.1333
2_MACS_peak_176_lociStitched	chr1(.):12220665-12228032	0.2062
1_MACS_peak_178_lociStitched	chr1(.):12290033-12291059	0.1193
1_MACS_peak_179_lociStitched	chr1(.):12404842-12406296	0.2097
1_MACS_peak_180_lociStitched	chr1(.):12494950-12496976	0.1923
1_MACS_peak_181_lociStitched	chr1(.):12806066-12807019	0.1166
1_MACS_peak_182_lociStitched	chr1(.):12896572-12898206	0.1202
1_MACS_peak_183_lociStitched	chr1(.):13824452-13826469	0.0923
1_MACS_peak_184_lociStitched	chr1(.):13968555-13970075	0.1302
1_MACS_peak_185_lociStitched	chr1(.):14025788-14027253	0.1309
1_MACS_peak_186_lociStitched	chr1(.):14056462-14058507	0.1987
1_MACS_peak_187_lociStitched	chr1(.):14074891-14076999	0.171
1_MACS_peak_188_lociStitched	chr1(.):14155208-14156370	0.1651
1_MACS_peak_189_lociStitched	chr1(.):14237918-14239372	0.148
2_MACS_peak_190_lociStitched	chr1(.):14246556-14254958	0.0994
1_MACS_peak_192_lociStitched	chr1(.):14271918-14273540	0.1346
1_MACS_peak_193_lociStitched	chr1(.):14293424-14295450	0.1414
2_MACS_peak_194_lociStitched	chr1(.):14335814-14345150	0.1775
1_MACS_peak_196_lociStitched	chr1(.):14362085-14367645	0.2346
1_MACS_peak_197_lociStitched	chr1(.):14463594-14464808	0.0898
2_MACS_peak_198_lociStitched	chr1(.):14500950-14510357	0.1705
2_MACS_peak_200_lociStitched	chr1(.):14687069-14697943	0.12
1_MACS_peak_202_lociStitched	chr1(.):15150112-15152165	0.179
1_MACS_peak_203_lociStitched	chr1(.):15160503-15165090	0.1904
2_MACS_peak_204_lociStitched	chr1(.):15202605-15209542	0.1684
1_MACS_peak_206_lociStitched	chr1(.):15416775-15417855	0.2211
2_MACS_peak_207_lociStitched	chr1(.):15479902-15484150	0.1186
2_MACS_peak_209_lociStitched	chr1(.):15500204-15507100	0.1717
1_MACS_peak_211_lociStitched	chr1(.):15544754-15546803	0.2005
1_MACS_peak_212_lociStitched	chr1(.):15557559-15559200	0.2348
1_MACS_peak_213_lociStitched	chr1(.):15573515-15576166	0.1707
2_MACS_peak_214_lociStitched	chr1(.):15583765-15588641	0.1584
1_MACS_peak_216_lociStitched	chr1(.):15623514-15624411	0.1389
1_MACS_peak_217_lociStitched	chr1(.):15688148-15690023	0.1391
1_MACS_peak_218_lociStitched	chr1(.):15735277-15737560	0.0934
1_MACS_peak_219_lociStitched	chr1(.):15850203-15854346	0.1923
3_MACS_peak_220_lociStitched	chr1(.):15896808-15912337	0.1637
1_MACS_peak_223_lociStitched	chr1(.):15942615-15945503	0.242
1_MACS_peak_224_lociStitched	chr1(.):16009889-16012124	0.1414
1_MACS_peak_225_lociStitched	chr1(.):16022821-16024866	0.2674
1_MACS_peak_226_lociStitched	chr1(.):16149757-16150987	0.1562
1_MACS_peak_227_lociStitched	chr1(.):16160278-16163506	0.2509
2_MACS_peak_228_lociStitched	chr1(.):16173034-16178912	0.1944
1_MACS_peak_230_lociStitched	chr1(.):16301745-16302955	0.2091
2_MACS_peak_231_lociStitched	chr1(.):16399759-16406202	0.1306
1_MACS_peak_233_lociStitched	chr1(.):16532748-16534312	0.1352
1_MACS_peak_234_lociStitched	chr1(.):16562639-16564510	0.2656
1_MACS_peak_235_lociStitched	chr1(.):16677353-16679893	0.2165
1_MACS_peak_236_lociStitched	chr1(.):16692757-16695392	0.2407
1_MACS_peak_237_lociStitched	chr1(.):16766568-16771284	0.2001
1_MACS_peak_238_lociStitched	chr1(.):16832111-16833241	0.3406
1_MACS_peak_240_lociStitched	chr1(.):16969299-16972479	0.8216
1_MACS_peak_241_lociStitched	chr1(.):16991067-16995494	0.5651
1_MACS_peak_242_lociStitched	chr1(.):17011856-17013550	0.2139
2_MACS_peak_243_lociStitched	chr1(.):17065666-17075463	0.3699
4_MACS_peak_245_lociStitched	chr1(.):17221240-17245160	0.3106
1_MACS_peak_249_lociStitched	chr1(.):17286887-17288016	0.1743
1_MACS_peak_250_lociStitched	chr1(.):17379563-17380948	0.3034
1_MACS_peak_251_lociStitched	chr1(.):17763539-17769136	0.1094
1_MACS_peak_252_lociStitched	chr1(.):17786769-17788292	0.1195
1_MACS_peak_253_lociStitched	chr1(.):19228482-19230267	0.2051
1_MACS_peak_254_lociStitched	chr1(.):19251965-19258088	0.1732
2_MACS_peak_255_lociStitched	chr1(.):19276558-19284000	0.1582
1_MACS_peak_257_lociStitched	chr1(.):19535547-19538250	0.1733
1_MACS_peak_258_lociStitched	chr1(.):19577234-19579578	0.2725
1_MACS_peak_259_lociStitched	chr1(.):19637718-19639725	0.1628
1_MACS_peak_260_lociStitched	chr1(.):19810489-19813459	0.1337
1_MACS_peak_261_lociStitched	chr1(.):19821452-19823252	0.1194
1_MACS_peak_262_lociStitched	chr1(.):19831678-19832696	0.1184
1_MACS_peak_263_lociStitched	chr1(.):19922260-19924950	0.2545
2_MACS_peak_264_lociStitched	chr1(.):20084628-20092069	0.1666
1_MACS_peak_266_lociStitched	chr1(.):20116049-20118021	0.2043
1_MACS_peak_267_lociStitched	chr1(.):20125292-20127564	0.1487
1_MACS_peak_268_lociStitched	chr1(.):20140919-20143585	0.1733
1_MACS_peak_269_lociStitched	chr1(.):20208411-20209810	0.1822
2_MACS_peak_270_lociStitched	chr1(.):20404294-20408826	0.1499
1_MACS_peak_272_lociStitched	chr1(.):20415638-20417246	0.2061
2_MACS_peak_273_lociStitched	chr1(.):20438504-20446998	0.0965
2_MACS_peak_275_lociStitched	chr1(.):20833616-20839083	0.1348
1_MACS_peak_277_lociStitched	chr1(.):20959561-20961389	0.1484
1_MACS_peak_278_lociStitched	chr1(.):20983996-20989006	0.2075
1_MACS_peak_279_lociStitched	chr1(.):21058592-21060533	0.2059
1_MACS_peak_280_lociStitched	chr1(.):21112123-21114925	0.1943
1_MACS_peak_281_lociStitched	chr1(.):21290533-21291837	0.2395
1_MACS_peak_282_lociStitched	chr1(.):21347620-21349834	0.2563
2_MACS_peak_283_lociStitched	chr1(.):21501943-21503759	0.1517
1_MACS_peak_285_lociStitched	chr1(.):21594799-21595762	0.1264
1_MACS_peak_286_lociStitched	chr1(.):21615549-21622980	0.2303
1_MACS_peak_287_lociStitched	chr1(.):21660043-21662077	0.2195
1_MACS_peak_288_lociStitched	chr1(.):21671164-21673077	0.1735
1_MACS_peak_289_lociStitched	chr1(.):21754891-21755489	0.0714
1_MACS_peak_290_lociStitched	chr1(.):21765890-21766927	0.2288
1_MACS_peak_291_lociStitched	chr1(.):21940905-21942037	0.1306
1_MACS_peak_292_lociStitched	chr1(.):22026601-22027827	0.1754
2_MACS_peak_293_lociStitched	chr1(.):22099762-22110983	0.1743
1_MACS_peak_295_lociStitched	chr1(.):22117025-22120154	0.23
1_MACS_peak_296_lociStitched	chr1(.):22190317-22195614	0.1752
1_MACS_peak_297_lociStitched	chr1(.):22263870-22264696	0.1496
1_MACS_peak_298_lociStitched	chr1(.):22349620-22353722	0.2428
1_MACS_peak_299_lociStitched	chr1(.):22365509-22367665	0.2235
1_MACS_peak_300_lociStitched	chr1(.):22378234-22380586	0.1924
1_MACS_peak_301_lociStitched	chr1(.):22444740-22445840	0.1545
1_MACS_peak_302_lociStitched	chr1(.):22488658-22490570	0.1751
1_MACS_peak_303_lociStitched	chr1(.):22744597-22747403	0.2193
1_MACS_peak_304_lociStitched	chr1(.):22777589-22779530	0.2447
1_MACS_peak_305_lociStitched	chr1(.):22820276-22824091	0.2103
1_MACS_peak_306_lociStitched	chr1(.):22833926-22836120	0.1394
1_MACS_peak_307_lociStitched	chr1(.):23345278-23346951	0.1257
1_MACS_peak_308_lociStitched	chr1(.):23494825-23495534	0.0873
1_MACS_peak_309_lociStitched	chr1(.):23669379-23671884	0.1728
1_MACS_peak_310_lociStitched	chr1(.):23693982-23696322	0.2272
2_MACS_peak_311_lociStitched	chr1(.):23850080-23866808	0.2089
2_MACS_peak_313_lociStitched	chr1(.):23880311-23886813	0.1944
1_MACS_peak_315_lociStitched	chr1(.):23903160-23904762	0.2172
1_MACS_peak_316_lociStitched	chr1(.):23918375-23921711	0.2071
5_MACS_peak_317_lociStitched	chr1(.):23927844-23954708	0.1925
1_MACS_peak_322_lociStitched	chr1(.):24017839-24019743	0.2472
1_MACS_peak_323_lociStitched	chr1(.):24069062-24071877	0.2312
1_MACS_peak_324_lociStitched	chr1(.):24103865-24105839	0.1486
1_MACS_peak_325_lociStitched	chr1(.):24116933-24118545	0.2203
1_MACS_peak_326_lociStitched	chr1(.):24125902-24128086	0.1417
1_MACS_peak_327_lociStitched	chr1(.):24136058-24137917	0.2684
1_MACS_peak_328_lociStitched	chr1(.):24150953-24153093	0.1581
1_MACS_peak_329_lociStitched	chr1(.):24181038-24182959	0.202
2_MACS_peak_330_lociStitched	chr1(.):24191131-24195117	0.2143
1_MACS_peak_332_lociStitched	chr1(.):24237540-24238350	0.151
1_MACS_peak_333_lociStitched	chr1(.):24245991-24247403	0.2049
3_MACS_peak_334_lociStitched	chr1(.):24281209-24292048	0.1634
1_MACS_peak_337_lociStitched	chr1(.):24305081-24307959	0.1449
1_MACS_peak_338_lociStitched	chr1(.):24468925-24469986	0.187
1_MACS_peak_339_lociStitched	chr1(.):24476489-24478690	0.1807
1_MACS_peak_340_lociStitched	chr1(.):24500370-24501579	0.1218
3_MACS_peak_341_lociStitched	chr1(.):24512186-24533973	0.2194
1_MACS_peak_344_lociStitched	chr1(.):24644583-24650556	0.2618
1_MACS_peak_345_lociStitched	chr1(.):24676772-24677985	0.2297
2_MACS_peak_346_lociStitched	chr1(.):24710096-24720706	0.2497
2_MACS_peak_348_lociStitched	chr1(.):24739290-24743761	0.2539
1_MACS_peak_350_lociStitched	chr1(.):24807083-24808901	0.1392
1_MACS_peak_351_lociStitched	chr1(.):24827089-24830287	0.2052
1_MACS_peak_352_lociStitched	chr1(.):24861264-24862408	0.1725
1_MACS_peak_353_lociStitched	chr1(.):24882025-24886601	0.173
1_MACS_peak_354_lociStitched	chr1(.):24910255-24911345	0.1553
1_MACS_peak_355_lociStitched	chr1(.):24967836-24971371	0.2212
1_MACS_peak_356_lociStitched	chr1(.):25020172-25021704	0.1515
2_MACS_peak_357_lociStitched	chr1(.):25048448-25054892	0.1631
1_MACS_peak_359_lociStitched	chr1(.):25069347-25076463	0.1899
1_MACS_peak_360_lociStitched	chr1(.):25254402-25257651	0.1694
1_MACS_peak_361_lociStitched	chr1(.):25290786-25293658	0.2123
3_MACS_peak_362_lociStitched	chr1(.):25346530-25364366	0.1498
4_MACS_peak_365_lociStitched	chr1(.):25558042-25574819	0.1945
1_MACS_peak_369_lociStitched	chr1(.):25592684-25595381	0.3024
1_MACS_peak_370_lociStitched	chr1(.):25663220-25665851	0.2494
1_MACS_peak_371_lociStitched	chr1(.):25756158-25758467	0.1594
1_MACS_peak_372_lociStitched	chr1(.):25798550-25799583	0.1388
2_MACS_peak_373_lociStitched	chr1(.):25869643-25879919	0.2102
1_MACS_peak_375_lociStitched	chr1(.):25887533-25890900	0.2088
2_MACS_peak_376_lociStitched	chr1(.):25940907-25951098	0.1844
1_MACS_peak_378_lociStitched	chr1(.):25957959-25959518	0.2054
1_MACS_peak_379_lociStitched	chr1(.):25966742-25972133	0.2307
1_MACS_peak_380_lociStitched	chr1(.):26001557-26003677	0.2315
1_MACS_peak_381_lociStitched	chr1(.):26145602-26148193	0.1865
1_MACS_peak_382_lociStitched	chr1(.):26231132-26233403	0.1743
1_MACS_peak_383_lociStitched	chr1(.):26259963-26260860	0.1483
1_MACS_peak_384_lociStitched	chr1(.):26323129-26325600	0.2413
3_MACS_peak_385_lociStitched	chr1(.):26436803-26454020	0.147
1_MACS_peak_388_lociStitched	chr1(.):26495927-26497393	0.147
1_MACS_peak_389_lociStitched	chr1(.):26503710-26504611	0.1453
1_MACS_peak_390_lociStitched	chr1(.):26559857-26562062	0.2635
1_MACS_peak_391_lociStitched	chr1(.):26578376-26579650	0.1623
3_MACS_peak_392_lociStitched	chr1(.):26605242-26616727	0.1496
1_MACS_peak_395_lociStitched	chr1(.):26632019-26635020	0.2225
1_MACS_peak_396_lociStitched	chr1(.):26641760-26643697	0.1387
1_MACS_peak_397_lociStitched	chr1(.):26662380-26663998	0.2548
1_MACS_peak_398_lociStitched	chr1(.):26758149-26759692	0.2944
1_MACS_peak_399_lociStitched	chr1(.):26773849-26774776	0.0922
1_MACS_peak_400_lociStitched	chr1(.):26797797-26800390	0.176
1_MACS_peak_401_lociStitched	chr1(.):26826191-26828534	0.2358
1_MACS_peak_402_lociStitched	chr1(.):26855878-26857388	0.1965
2_MACS_peak_403_lociStitched	chr1(.):26864368-26873251	0.2247
1_MACS_peak_405_lociStitched	chr1(.):26946107-26948612	0.2436
1_MACS_peak_406_lociStitched	chr1(.):27018400-27031922	0.2049
4_MACS_peak_407_lociStitched	chr1(.):27060033-27072307	0.1821
1_MACS_peak_411_lociStitched	chr1(.):27112512-27116142	0.2894
1_MACS_peak_412_lociStitched	chr1(.):27126318-27127330	0.1776
4_MACS_peak_413_lociStitched	chr1(.):27147253-27167326	0.148
1_MACS_peak_417_lociStitched	chr1(.):27190284-27193273	0.2768
1_MACS_peak_418_lociStitched	chr1(.):27215809-27217578	0.1938
1_MACS_peak_419_lociStitched	chr1(.):27225859-27227799	0.1897
1_MACS_peak_420_lociStitched	chr1(.):27247237-27249624	0.2676
1_MACS_peak_421_lociStitched	chr1(.):27286043-27287374	0.1502
1_MACS_peak_422_lociStitched	chr1(.):27396278-27398237	0.2396
1_MACS_peak_423_lociStitched	chr1(.):27462823-27464613	0.0907
1_MACS_peak_424_lociStitched	chr1(.):27480670-27482765	0.1965
1_MACS_peak_425_lociStitched	chr1(.):27560212-27562178	0.1913
1_MACS_peak_426_lociStitched	chr1(.):27648285-27650044	0.2539
2_MACS_peak_427_lociStitched	chr1(.):27667457-27676534	0.1133
1_MACS_peak_429_lociStitched	chr1(.):27692423-27693663	0.1442
1_MACS_peak_430_lociStitched	chr1(.):27717789-27720004	0.2117
1_MACS_peak_431_lociStitched	chr1(.):27744234-27745695	0.1139
1_MACS_peak_432_lociStitched	chr1(.):27760949-27766432	0.1954
3_MACS_peak_433_lociStitched	chr1(.):27815401-27827345	0.144
1_MACS_peak_436_lociStitched	chr1(.):27882696-27885051	0.2199
1_MACS_peak_437_lociStitched	chr1(.):27929699-27930787	0.071
1_MACS_peak_438_lociStitched	chr1(.):27985037-27987470	0.2069
1_MACS_peak_439_lociStitched	chr1(.):27998302-27999693	0.2586
1_MACS_peak_440_lociStitched	chr1(.):28051298-28053578	0.2528
1_MACS_peak_441_lociStitched	chr1(.):28098815-28100660	0.2418
1_MACS_peak_442_lociStitched	chr1(.):28156372-28158331	0.216
1_MACS_peak_443_lociStitched	chr1(.):28195195-28196449	0.1642
1_MACS_peak_444_lociStitched	chr1(.):28240049-28242141	0.2452
1_MACS_peak_445_lociStitched	chr1(.):28285664-28287353	0.2119
2_MACS_peak_446_lociStitched	chr1(.):28352787-28363320	0.1724
2_MACS_peak_448_lociStitched	chr1(.):28390113-28397457	0.1244
1_MACS_peak_450_lociStitched	chr1(.):28413968-28416152	0.286
1_MACS_peak_451_lociStitched	chr1(.):28473614-28475927	0.2095
2_MACS_peak_452_lociStitched	chr1(.):28495015-28500155	0.2132
2_MACS_peak_454_lociStitched	chr1(.):28558500-28563907	0.2052
1_MACS_peak_456_lociStitched	chr1(.):28570182-28577672	0.2607
1_MACS_peak_457_lociStitched	chr1(.):28584742-28587213	0.1636
1_MACS_peak_458_lociStitched	chr1(.):28654578-28656732	0.2091
1_MACS_peak_459_lociStitched	chr1(.):28695543-28697208	0.2718
1_MACS_peak_460_lociStitched	chr1(.):28743181-28744965	0.1521
1_MACS_peak_461_lociStitched	chr1(.):28831595-28837771	0.2333
1_MACS_peak_462_lociStitched	chr1(.):28844159-28846380	0.1933
1_MACS_peak_463_lociStitched	chr1(.):28878206-28881047	0.2363
2_MACS_peak_464_lociStitched	chr1(.):28905645-28914538	0.1986
1_MACS_peak_466_lociStitched	chr1(.):28923606-28929859	0.2134
2_MACS_peak_467_lociStitched	chr1(.):28968392-28976181	0.2178
2_MACS_peak_469_lociStitched	chr1(.):28994403-28996863	0.2094
1_MACS_peak_471_lociStitched	chr1(.):29062235-29064732	0.2041
1_MACS_peak_472_lociStitched	chr1(.):29210169-29214943	0.2248
1_MACS_peak_473_lociStitched	chr1(.):29240195-29242467	0.1969
1_MACS_peak_474_lociStitched	chr1(.):29252329-29255593	0.2062
1_MACS_peak_475_lociStitched	chr1(.):29506434-29509649	0.2667
1_MACS_peak_476_lociStitched	chr1(.):29556461-29557793	0.198
2_MACS_peak_477_lociStitched	chr1(.):30348260-30350667	0.1151
1_MACS_peak_479_lociStitched	chr1(.):30901581-30903275	0.147
1_MACS_peak_480_lociStitched	chr1(.):30995725-30997362	0.1686
1_MACS_peak_481_lociStitched	chr1(.):31072752-31074012	0.1986
2_MACS_peak_482_lociStitched	chr1(.):31190260-31193065	0.1978
1_MACS_peak_484_lociStitched	chr1(.):31213996-31236376	0.2295
3_MACS_peak_485_lociStitched	chr1(.):31246507-31256206	0.163
1_MACS_peak_488_lociStitched	chr1(.):31359899-31361747	0.1656
1_MACS_peak_489_lociStitched	chr1(.):31536510-31539482	0.195
