GENE	H3k27me3_27_DMSO_compare_TSS_SIGNAL	H3k27me3_27_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
RPL10A	0	7238.4521	7238.4521	1	8
TULP1	0	7238.4521	7238.4521	1	8
BOK-AS	1511.9412	8752.1229	7240.1817	0.852695658827774	2.53323096337905
GALNTL5	0	7254.8587	7254.8587	1	8
LTBP2	865.4296	8120.6279	7255.1983	0.903691958347696	3.23010291248881
UBE2G1	0	7262.9143	7262.9143	1	8
BEGAIN	0	7277.0867	7277.0867	1	8
C1orf174	0	7294.6464	7294.6464	1	8
LOC100133612	0	7294.6464	7294.6464	1	8
OAF	0	7299.2648	7299.2648	1	8
CCDC21	0	7300.397	7300.397	1	8
OPRD1	8746.8	16049.0608	7302.2608	0.647247576095442	0.875661661128768
PUS1	0	7307.7894	7307.7894	1	8
ULK1	0	7307.7894	7307.7894	1	8
BOK	1438.1136	8752.1229	7314.0093	0.858873383360631	2.60545535486256
C20orf71	0	7331.3382	7331.3382	1	8
NKAIN1	1521.9076	8864.2585	7342.3509	0.853467816194467	2.54211918319921
C1orf172	0	7362.5238	7362.5238	1	8
ULBP3	0	7384.3024	7384.3024	1	8
MIR1249	0	7426.8809	7426.8809	1	8
AFMID	0	7427.6526	7427.6526	1	8
SYNGR2	0	7427.6526	7427.6526	1	8
TK1	0	7427.6526	7427.6526	1	8
B4GALNT3	2552.0664	9981.0013	7428.9349	0.796373365157838	1.96751868902846
TCHH	0	7436.3039	7436.3039	1	8
GMCL1L	0	7443.5424	7443.5424	1	8
C11orf35	0	7449.3469	7449.3469	1	8
LOC143666	0	7449.3469	7449.3469	1	8
MIR210	0	7449.3469	7449.3469	1	8
PHRF1	0	7449.3469	7449.3469	1	8
RASSF7	0	7449.3469	7449.3469	1	8
LHPP	0	7473.9739	7473.9739	1	8
OAT	0	7473.9739	7473.9739	1	8
CA4	3543.5962	11075.4315	7531.8353	0.757603838455002	1.64407678709381
UQCRB	0	7535.6711	7535.6711	1	8
TCF15	332.7168	7872.6306	7539.9138	0.959451223235228	4.56447916585816
FBXO39	0	7553.4306	7553.4306	1	8
HSH2D	0	7554.6828	7554.6828	1	8
FOLR1	0	7557.3178	7557.3178	1	8
FOLR2	0	7557.3178	7557.3178	1	8
INPPL1	0	7557.3178	7557.3178	1	8
IRX4	0	7558.2722	7558.2722	1	8
CPNE7	373.7902	7938.9326	7565.1424	0.955033963119761	4.40864439791406
ERICH1	214.3876	7845.3257	7630.9381	0.973400096005896	5.19353997311765
AIF1	0	7631.5043	7631.5043	1	8
APOM	0	7631.5043	7631.5043	1	8
ATP6V1G2	0	7631.5043	7631.5043	1	8
BAT1	0	7631.5043	7631.5043	1	8
BAT2	0	7631.5043	7631.5043	1	8
BAT3	0	7631.5043	7631.5043	1	8
C6orf47	0	7631.5043	7631.5043	1	8
CSNK2B	0	7631.5043	7631.5043	1	8
GPANK1	0	7631.5043	7631.5043	1	8
LST1	0	7631.5043	7631.5043	1	8
LTA	0	7631.5043	7631.5043	1	8
LY6G5B	0	7631.5043	7631.5043	1	8
MCCD1	0	7631.5043	7631.5043	1	8
MICB	0	7631.5043	7631.5043	1	8
NCR3	0	7631.5043	7631.5043	1	8
NFKBIL1	0	7631.5043	7631.5043	1	8
SNORA38	0	7631.5043	7631.5043	1	8
SNORD117	0	7631.5043	7631.5043	1	8
SNORD84	0	7631.5043	7631.5043	1	8
RPL23A	33.5472	7692.5361	7658.9889	0.995657929289994	7.84112314107435
