GENE	H3k27me3_27_DMSO_compare_TSS_SIGNAL	H3k27me3_27_DMSO_compare_DISTAL_SIGNAL
ACTB	0.0	103821.74040000001
ACTG1	0.0	660890.2436999996
ACTL6B	3268.8378	216590.02779999992
ACTL8	0.0	184581.43359999981
ACTL9	0.0	182678.6571
ACTN3	1573.3753	52467.912000000004
ACTN4	0.0	4342.1075
ACTR1A	0.0	71978.3752
ACTR3C	0.0	0.0
ACTR5	0.0	45935.621699999996
ACTRT2	6858.0	447703.23579999985
ACVR1B	595.9399999999999	36960.7242
ACVRL1	0.0	80380.37990000001
ACY1	0.0	6109.102999999999
ACY3	0.0	24829.882399999995
ADA	0.0	48236.78070000002
ADAD2	0.0	1311.3148999999999
ADAM11	3352.5996	5896.262300000001
ADAM15	0.0	70470.7336
ADAM21P1	0.0	218.05849999999998
ADAM33	6053.617199999999	31990.895199999995
ADAM8	0.0	224862.9743
ADAMTS10	0.0	57816.62000000004
ADAMTS13	1896.0304	246853.91090000005
ADAMTS15	0.0	5149.5596
ADAMTS4	0.0	0.0
ADAMTS7	1923.4992	36232.281599999995
ADAMTS8	3154.9053000000004	5149.5596
ADAMTSL2	19056.073900000003	435524.3469000001
ADAMTSL4	1175.0145	1405.0837
ADAMTSL5	2976.0468	177096.66389999996
ADAP1	0.0	81032.8786
ADAP2	566.9822	338.1462
ADAR	0.0	3598.2756
ADARB1	1260.204	155315.02810000003
ADAT3	0.0	14876.6656
ADCK2	0.0	2991.3803
ADCK4	0.0	576.8796
ADCK5	0.0	15439.0398
ADCY6	0.0	680.775
ADCY9	0.0	12025.944400000002
ADIPOQ	0.0	1938.6884
ADIPOR1	0.0	85.4307
ADM2	0.0	3821.0551
ADNP	0.0	217.36260000000001
ADO	0.0	1992.1468
ADORA1	9260.400000000001	13598.505000000003
ADPRHL1	0.0	70767.8631
ADPRHL2	0.0	2459.7884999999997
ADRA2B	1707.3856	21354.1561
ADRA2C	0.0	515604.1374999998
ADRM1	0.0	50893.22559999999
ADSSL1	2461.9341000000004	57700.081600000005
AEBP1	1142.856	2755.9434999999994
AEN	0.0	980.8642
AES	1634.6512	169557.08780000007
AFAP1	0.0	44110.6973
AFAP1-AS1	0.0	98512.71709999998
AFG3L1P	0.0	11556.662000000002
AFMID	0.0	7427.6526
AGAP2	0.0	2461.312
AGAP3	0.0	84056.23360000002
AGAP9	0.0	1117.0785999999998
AGBL5	0.0	228.18750000000003
AGER	0.0	75343.4898
AGFG2	0.0	93198.7836
AGPAT1	0.0	76700.8049
AGPAT2	4200.5562	505642.62049999984
AGPAT3	0.0	38124.5116
AGPAT5	0.0	1324.7151
AGPAT6	0.0	509.157
AGRN	3970.8846000000003	295370.1884
AGRP	0.0	12167.145099999998
AGTRAP	0.0	102035.99789999999
AGXT	0.0	4239.233
AGXT2L2	0.0	6004.0523
AHCYL1	0.0	653.2736
AHCYL2	0.0	0.0
AHDC1	0.0	468.47920000000005
AHNAK	234.8632	43.6759
AHNAK2	133.2225	34750.5547
AHRR	0.0	2450.3179
AHSP	0.0	918.6263999999999
AICDA	0.0	0.0
AIF1	0.0	7631.5043000000005
AIF1L	5530.4606	368749.06829999987
AIFM3	1363.0347000000002	50906.881299999994
AIM1	2025.4179	1287.4554
AIM1L	0.0	11664.9047
AIM2	0.0	2357.046
AIP	0.0	48676.99480000001
AIPL1	102.3009	48483.34940000001
AIRE	27793.800000000003	202763.24339999998
AJAP1	179.2648	13058.4619
AK1	0.0	1417.2089999999998
AKAP8	0.0	5806.8162
AKAP8L	0.0	10355.289999999999
AKIRIN1	0.0	0.0
AKR1D1	0.0	13101.126799999998
AKT1	0.0	54523.774099999995
AKT2	0.0	2653.9614
ALDH16A1	0.0	170197.1719999999
ALDH1A3	216.2241	0.0
ALDH3A1	357.5442	3387.7069
ALDH3A2	0.0	2918.7517000000003
ALDH3B2	0.0	16511.1099
ALDH4A1	0.0	148597.0635
ALDOA	0.0	56330.350800000015
ALDOC	0.0	128764.47080000002
ALG1	0.0	57251.05959999999
ALG12	0.0	18423.8614
ALG1L2	0.0	1171.1997999999999
ALG3	0.0	24528.3622
ALKBH3	0.0	2539.6800000000003
ALKBH4	0.0	15291.4767
ALKBH5	0.0	296.846
ALKBH6	0.0	28326.473699999995
ALKBH7	0.0	48389.90039999999
ALLC	0.0	1588.201
ALMS1	0.0	3191.7338
ALOX12	0.0	45063.67309999999
ALOX12B	7042.4544000000005	156188.75139999998
ALOX15	5823.240599999999	96304.1679
ALOX15B	3409.192	158226.92709999997
ALOXE3	2478.7784	140348.0569
ALPI	0.0	15422.035699999997
ALPL	3216.3472	172825.2044
ALPP	147.6748	2839.1714
ALPPL2	0.0	12203.2617
ALS2CL	277.88599999999997	986.3424
ALX3	0.0	653.2736
ALX4	1772.2231	29627.130699999998
AMAC1	0.0	460.27200000000005
AMAC1L3	0.0	73170.6239
AMBP	0.0	6413.9616000000005
AMDHD2	0.0	6337.838400000001
AMFR	0.0	6233.273699999999
AMH	0.0	19699.058999999997
AMHR2	0.0	987.332
AMICA1	664.7535	48326.56250000001
AMIGO3	0.0	10289.065200000001
AMOTL2	0.0	6214.6764
AMPD3	1632.9946	332.8227
AMZ1	4119.0568	134235.5924
AMZ2	0.0	4650.8299
ANAPC11	0.0	72512.81820000001
ANAPC2	0.0	75925.42720000002
ANGPT4	153.2313	2935.2691
ANGPTL4	5118.4936	42507.19250000001
ANGPTL6	0.0	25502.08189999999
ANK1	0.0	509.157
ANKLE1	789.8961	35800.45440000001
ANKRD11	0.0	2355.4347000000002
ANKRD13B	0.0	1281.4681
ANKRD13D	0.0	1522.5706
ANKRD16	0.0	145.6416
ANKRD2	0.0	619.92
ANKRD22	0.0	629.1709000000001
ANKRD23	0.0	13627.898899999997
ANKRD24	1273.2224	228534.7219
ANKRD30BL	0.0	23399.510700000003
ANKRD33	0.0	68247.7513
ANKRD34A	509.7684	13098.2509
ANKRD35	1206.8444	11922.650699999998
ANKRD39	0.0	13869.033399999997
ANKRD40	0.0	58823.911
ANKRD53	0.0	16018.605199999998
ANKRD54	0.0	18273.719200000003
ANKRD7	0.0	737.8943999999999
ANKRD9	0.0	3881.0184
ANKS3	0.0	474.13120000000004
ANKZF1	0.0	20003.5636
ANO1	1424.7183	300858.05909999984
ANO7	0.0	2938.4551
ANO8	0.0	39820.563500000004
ANO9	917.8865999999999	108913.84009999996
ANP32E	0.0	535.1283
ANXA9	0.0	30.865399999999998
AOC2	0.0	18486.9696
AOC3	0.0	18486.9696
AP1B1	0.0	15624.253700000003
AP1M1	0.0	4719.1054
AP1M2	0.0	21306.042100000006
AP1S1	120.5904	189912.22959999988
AP2A1	0.0	35569.744499999986
AP2A2	0.0	37542.1559
AP2M1	0.0	12827.5443
AP4M1	0.0	26143.4361
APBA3	0.0	306802.52139999997
APC2	6060.6	177012.4362
APCDD1L	0.0	51397.6114
APEH	0.0	10289.065200000001
APH1A	0.0	535.1283
APLP1	2975.4824999999996	149080.6468000001
APOA1BP	0.0	134834.71159999998
APOA2	0.0	0.0
APOB	0.0	138.8813
APOB48R	0.0	906.8291999999999
APOBEC3G	0.0	186.06
APOBEC3H	0.0	186.06
APOC1	1231.7565	189830.10379999998
APOC1P1	3659.1238	168515.40029999998
APOC2	0.0	153676.51380000002
APOC4	0.0	154156.4058
APOD	0.0	17977.656600000002
APOE	1882.4	199326.20659999998
APOL6	0.0	7142.805800000001
APOM	0.0	7631.5043000000005
APPL1	0.0	109.28599999999999
APRT	0.0	10766.1536
AQP12A	4984.200000000001	62511.73199999999
AQP12B	208.894	62511.73199999999
AQP2	0.0	38497.03400000001
AQP5	2324.8638	40324.87270000001
AQP6	6161.6	40324.87270000001
ARAP1	0.0	22807.980900000002
ARAP3	0.0	3004.5260000000003
ARC	14119.0	327650.8473
ARCN1	0.0	17321.901399999995
ARF1	0.0	26222.925699999996
ARF3	0.0	25903.3855
ARFGAP1	0.0	547355.5076999996
ARFGAP2	0.0	1413.2487
ARFGAP3	0.0	1512.2475000000002
ARFGEF1	0.0	1146.3315
ARFIP2	0.0	1084.8325
ARFRP1	0.0	109711.8656
ARHGAP11A	0.0	333.9599
ARHGAP17	0.0	2934.7699
ARHGAP23	0.0	48032.2244
ARHGAP33	0.0	155994.6779000001
ARHGAP39	0.0	51474.4832
ARHGAP4	0.0	32353.409799999998
ARHGAP40	0.0	11858.579399999999
ARHGAP8	0.0	133264.75049999997
ARHGAP9	0.0	4062.1393
ARHGDIA	0.0	72512.81820000001
ARHGDIG	1802.4589	18056.095600000004
ARHGEF1	0.0	281415.9855999999
ARHGEF10	0.0	95637.90869999999
ARHGEF10L	2194.8592	432764.34819999995
ARHGEF11	0.0	1360.856
ARHGEF15	2502.1728	18482.244499999997
ARHGEF16	3860.1283000000003	769087.2080999995
ARHGEF17	941.1659	0.0
ARHGEF18	0.0	78837.8733
ARHGEF19	0.0	184256.4753
ARHGEF2	0.0	9161.445
ARHGEF25	0.0	10504.536699999999
ARHGEF3	497.046	109.28599999999999
ARHGEF38	0.0	484.1904
ARHGEF40	386.828	254.466
ARHGEF7	455.5354	52.144000000000005
ARID3A	0.0	101108.98320000003
ARID3C	6534.799999999999	138198.17809999996
ARL10	1250.5334	0.0
ARL16	0.0	17759.3538
ARL2	0.0	420.28200000000004
ARL4D	5773.6	23465.276800000007
ARL5C	0.0	33082.1431
ARL8A	0.0	57910.39039999999
ARMC5	0.0	8806.083499999999
ARMC7	0.0	2033.4478000000001
ARMS2	0.0	1683.8747999999998
ARPC4	0.0	280.4348
ARPC5L	0.0	0.0
ARPP19	0.0	167.67800000000003
ARRB1	2046.1956000000002	34627.552599999995
ARRB2	0.0	14208.4045
ARRDC1	0.0	3256.9957999999997
ARRDC2	8471.396599999998	264522.5199000001
ARRDC5	0.0	6570.2771999999995
ARSA	0.0	78407.4307
ARSG	0.0	4650.8299
ARSI	0.0	524.9742
ARSK	0.0	135.0294
ART1	0.0	1860.9750000000001
ART5	0.0	1860.9750000000001
ARVCF	2438.6497	49324.592300000004
ARX	0.0	272.493
ASAP3	744.7974	7381.999
ASB10	5879.8318	133148.3264
ASB15	0.0	2177.788
ASB16	0.0	39559.2019
ASB6	239.1525	311348.3114999999
ASB8	0.0	815.9615999999999
ASCL2	39.922999999999995	359357.54830000026
ASCL3	0.0	0.0
ASF1B	0.0	145802.95319999996
ASGR1	8696.400000000001	149611.59639999992
ASGR2	1695.1363000000001	150195.1362999999
ASNA1	0.0	22762.837099999997
ASPDH	0.0	192493.86779999995
ASPG	0.0	17657.8499
ASPHD1	2644.5688	17622.0663
ASPHD2	0.0	1703.7386000000001
ASPSCR1	0.0	46682.479
ASS1	1048.1991	262435.3606000001
ASTL	0.0	21354.1561
ATAD3A	0.0	119250.1204
ATAD3B	0.0	70700.064
ATAD3C	4381.1982	108087.7024
ATAD5	0.0	338.1462
ATCAY	2916.7999999999997	454705.22430000023
ATF3	1457.1390000000001	1119.6492
ATF4	0.0	81791.82579999999
ATF6B	0.0	248933.88859999983
ATF7	0.0	5346.11
ATG2A	0.0	1670.3220000000001
ATG4B	0.0	8752.1229
ATG4D	0.0	21306.042100000006
ATG5	0.0	990.1320000000001
ATG9A	0.0	20003.5636
ATG9B	0.0	42624.2628
ATHL1	694.5120000000001	164442.56720000005
ATL3	0.0	814.0743
ATN1	0.0	14279.907599999999
ATOH8	2149.2	2861.3532999999998
ATP13A2	0.0	121771.89729999997
ATP13A3	0.0	14771.947
ATP1A2	0.0	4117.6308
ATP1A3	2184.2657	273598.05619999993
ATP1A4	0.0	4117.6308
ATP1B2	8965.2	97953.40230000002
ATP2A1	0.0	836.9892
ATP2B2	4724.8423999999995	8033.207800000001
ATP2B3	3904.4	167448.77830000003
ATP4A	2529.2556	152938.60089999996
ATP4B	1222.9312	800.0921
ATP5D	0.0	470094.2641
ATP5E	0.0	3616.946
ATP5EP2	0.0	349.0032
ATP5G1	0.0	32739.4232
ATP5G2	0.0	28330.880900000004
ATP5H	0.0	70373.34049999999
ATP5L2	0.0	30013.4003
ATP6V0A1	0.0	2055.1608
ATP6V0C	0.0	6337.838400000001
ATP6V0D1	0.0	12167.145099999998
ATP6V0E2	0.0	208332.48099999997
ATP6V1B1	0.0	16018.605199999998
ATP6V1F	0.0	51870.82399999999
ATP6V1G2	0.0	7631.5043000000005
ATP6V1H	0.0	225.06119999999999
ATP8B1	565.1055	0.0
ATP8B3	1801.5551	237054.13149999993
ATRIP	0.0	11627.0141
ATXN10	0.0	158895.3093
ATXN7L1	364.4836	42.535999999999994
ATXN7L3	0.0	39559.2019
AUP1	0.0	14613.4137
AURKAIP1	0.0	121517.608
AURKB	0.0	23416.8764
AVIL	0.0	2461.312
AVP	1749.048	11338.8524
AVPI1	0.0	7926.595600000001
AVPR2	0.0	39192.90530000001
AXIN1	0.0	18448.660200000006
AXL	7489.6	79197.07049999999
AZGP1	0.0	2365.4757
AZGP1P1	0.0	2365.4757
AZI1	0.0	208062.6104
AZU1	2971.6	334408.3192
B3GALT4	0.0	18074.679099999998
B3GALT6	0.0	247628.2647
B3GAT1	0.0	3355.6611999999996
B3GAT3	0.0	43.6759
B3GNT1	0.0	91258.04550000002
B3GNT3	3086.3999999999996	102206.98229999999
B3GNT6	0.0	2928.3905000000004
B3GNT7	900.2808	197.4975
B3GNT9	0.0	2027.9244
B3GNTL1	0.0	170715.18880000003
B4GALNT1	0.0	10504.536699999999
B4GALNT2	198.6252	29466.457899999994
B4GALNT3	2552.0663999999997	9981.0013
B4GALNT4	483.5149	187219.95740000007
B4GALT3	0.0	0.0
B4GALT5	0.0	608.9244
B4GALT7	0.0	724.3496
B9D1	0.0	2747.8249
BACE2	0.0	1076.25
BAD	0.0	30664.8569
BAG5	0.0	856.7040000000001
BAGE	0.0	9078.951200000001
BAGE4	0.0	9078.951200000001
BAHCC1	4302.863600000001	895536.1230999999
BAHD1	386.25280000000004	8999.7016
BAI1	24895.800000000003	268291.3228000001
BAI2	0.0	195257.2779000001
BAIAP2	1568.3095999999998	258840.94900000005
BAIAP2L2	0.0	665.8314
BAIAP3	12483.3302	191896.85170000006
BAK1	0.0	1366.7930000000001
BANF1	0.0	613.3425
BANP	0.0	1818.7524
BAP1	0.0	70169.844
BARHL1	424.6101	149611.97509999998
BARX1	1731.3348	21471.764899999995
BASE	0.0	6334.1440999999995
BAT1	0.0	7631.5043000000005
BAT2	0.0	7631.5043000000005
BAT3	0.0	7631.5043000000005
BATF2	0.0	420.28200000000004
BATF3	2009.9507999999998	24.6192
BAX	0.0	66810.33370000002
BAZ1B	0.0	26139.9003
BBC3	0.0	17741.191199999997
BBS1	0.0	71177.02489999999
BBS12	0.0	649.3854
BBS2	0.0	365.9391
BBS4	0.0	20254.549100000004
BCAM	4112.6418	190706.87849999996
BCAN	0.0	145679.3516
BCAP29	0.0	603.6219
BCAP31	0.0	74380.18759999996
BCAR1	1359.3307	3292.4333999999994
BCAT1	1659.9852	4750.3617
BCAT2	0.0	88209.23499999997
BCDIN3D	0.0	13655.6837
BCKDK	0.0	13228.703900000002
BCL2L11	0.0	756.0634
BCL2L12	0.0	36461.301899999984
BCL2L2	0.0	2581.7333999999996
BCL3	0.0	85884.82689999999
BCL6	565.934	4165.162200000001
BCL6B	0.0	66748.9837
BCL7A	0.0	339.7724
BCL7B	0.0	47872.357699999986
BCRP2	0.0	27262.010900000005
BCRP3	0.0	2826.8302000000003
BDH1	0.0	9497.2837
BEAN1	204.6302	2363.6702999999998
BECN1	0.0	18486.9696
BEGAIN	0.0	7277.086700000001
BEST1	0.0	79063.3368
BEST2	5666.400000000001	48694.4363
BET1L	0.0	23285.509899999997
BGN	2598.7687	144463.1982
BHLHA9	1986.6768	326431.2522999998
BHLHE23	10288.800000000001	476203.7208999999
BIK	787.155	40029.3215
BIN1	0.0	1178.3999999999999
BIN2	0.0	0.0
BIN3	0.0	54814.19170000001
BIRC5	0.0	36147.32719999999
BIRC7	8816.400000000001	515191.05329999997
BLCAP	0.0	3375.5732
BLK	0.0	4176.5094
BLM	0.0	35319.2403
BLMH	0.0	0.0
BLOC1S1	0.0	237.3882
BLOC1S3	0.0	79734.11659999998
BLVRB	413.03499999999997	60554.49430000002
BMI1	23.199	4891.6825
BMP1	1541.7414	67165.21470000001
BMP3	685.9836	6151.443700000001
BMP6	0.0	1353.5968
BMP7	1846.769	5282.210399999999
BMPR1A	0.0	8631.1703
BMS1	0.0	2367.522
BMS1P1	0.0	54.3837
BNIP1	0.0	7661.547200000001
BNIPL	0.0	1558.5173
BOD1L	0.0	1682.9584
BOK	1438.1136	8752.1229
BOK-AS	1511.9412	8752.1229
BOLA2B	0.0	0.0
BOP1	0.0	15424.3682
BPHL	0.0	0.0
BPIL1	1593.8832	18386.290899999996
BPIL3	0.0	17679.894699999997
BRD1	0.0	34384.098099999996
BRD3	0.0	75870.2833
BRD4	0.0	63965.6865
BRD9	0.0	3108.2285
BREA2	0.0	130629.30789999999
BRF1	0.0	69210.88359999999
BRF2	0.0	5843.967500000001
BRMS1	0.0	90957.79260000002
BRSK1	0.0	79360.355
BRSK2	1505.944	198717.29919999998
BSG	0.0	159095.20730000007
BSN	845.7148000000001	2209.3343
BSND	0.0	1646.7264
BSPH1	1040.8198	20301.031999999996
BST2	0.0	62361.1766
BSX	1299.8856	5180.689
BTBD11	0.0	2710.096
BTBD16	0.0	1278.135
BTBD17	5054.400000000001	273514.88940000004
BTBD6	0.0	69210.88359999999
BTG2	0.0	1346.1191999999999
BTNL3	0.0	1722.2798
BTNL9	0.0	3667.9359000000004
BTRC	0.0	4450.6088
BUB1B	0.0	0.0
BUB3	0.0	2753.1171000000004
BZRAP1	0.0	21085.377600000003
C10orf105	0.0	60487.16879999999
C10orf114	795.802	1590.5429
C10orf12	0.0	13164.9419
C10orf125	525.4076	28661.174
C10orf140	0.0	1590.5429
C10orf2	0.0	48686.73100000001
C10orf35	0.0	82309.3864
C10orf47	0.0	581.8367999999999
C10orf53	0.0	733.8492
C10orf54	0.0	24361.009400000003
C10orf55	0.0	237.2928
C10orf62	0.0	619.92
C10orf82	0.0	143.838
C10orf91	0.0	54876.176799999994
C10orf93	1373.3587	115048.31590000003
C10orf95	0.0	71978.3752
C11orf10	0.0	299056.60309999983
C11orf16	0.0	0.0
C11orf17	0.0	0.0
C11orf20	4030.6372	46559.4943
C11orf21	2777.6811	321496.56820000004
C11orf24	0.0	404.118
C11orf31	0.0	5087.173900000001
C11orf35	0.0	7449.3469000000005
C11orf36	1955.1059999999998	62312.48389999999
C11orf49	0.0	669.246
C11orf61	0.0	15388.4657
C11orf63	0.0	5180.689
C11orf66	3164.28	375766.6178999999
C11orf68	0.0	995.0804
C11orf84	0.0	814.0743
C11orf85	0.0	1670.3220000000001
C11orf86	752.9487	39782.3324
C11orf9	13454.7054	313153.62020000024
C11orf94	0.0	39354.400400000006
C11orf95	619.7175	814.0743
C11orf96	0.0	2539.6800000000003
C12orf10	0.0	987.332
C12orf12	0.0	1197.1433
C12orf44	0.0	62308.83470000001
C12orf5	0.0	1327.9448
C12orf53	19589.0	34627.815500000004
C12orf62	0.0	1827.8386999999998
C12orf68	428.15520000000004	815.9615999999999
C12orf77	0.0	4750.3617
C13orf28	0.0	27267.702199999996
C14orf153	0.0	856.7040000000001
C14orf176	0.0	254.466
C14orf180	547.0056	22225.7913
C14orf2	0.0	1212.9966
C14orf70	0.0	4407.072800000001
C14orf73	0.0	19641.799199999998
C14orf79	1069.9775	34750.5547
C14orf80	0.0	33825.703700000005
C14orf93	0.0	473.8412
C15orf17	0.0	4194.2878
C15orf23	0.0	22198.589199999995
C15orf39	0.0	66369.74869999998
C15orf42	0.0	0.0
C15orf52	0.0	24883.4116
C15orf56	3531.2394	15883.71
C15orf59	1939.8673	7428.8994999999995
C15orf60	0.0	8308.7052
C15orf63	0.0	719.9311
C16orf11	6596.9544	28864.5936
C16orf13	0.0	88039.72779999998
C16orf3	0.0	13217.263900000002
C16orf42	0.0	163070.46860000005
C16orf5	0.0	14857.7254
C16orf53	0.0	17622.0663
C16orf55	0.0	7938.932599999999
C16orf57	0.0	1260.7887
C16orf58	0.0	3824.7034999999996
C16orf59	0.0	6337.838400000001
C16orf63	0.0	0.0
C16orf7	0.0	5454.709999999999
C16orf70	0.0	1343.1384
C16orf71	0.0	474.13120000000004
C16orf73	0.0	54826.70609999998
C16orf74	0.0	2616.7500000000005
C16orf75	0.0	0.0
C16orf78	0.0	3553.232
C16orf79	0.0	115567.78790000002
C16orf81	0.0	19482.5568
C16orf89	1398.8297	57767.034999999996
C16orf91	2824.8	141040.87339999998
C16orf92	9588.0	56330.350800000015
C17orf100	0.0	12823.269800000002
C17orf102	4535.3599	2373.8842999999997
C17orf103	0.0	31657.364600000008
C17orf104	0.0	9835.627800000002
C17orf105	1461.4955	86148.91780000002
C17orf106	0.0	18864.8052
C17orf28	9171.0	174465.75979999994
C17orf37	0.0	9731.189199999999
C17orf42	0.0	338.1462
C17orf44	0.0	22131.7989
C17orf47	0.0	1144.4485
C17orf49	0.0	66449.2077
C17orf50	0.0	9933.3054
C17orf51	0.0	13432.5274
C17orf54	0.0	4972.051700000001
C17orf55	5161.6	332014.8841
C17orf56	0.0	202255.3688999999
C17orf58	0.0	582.3444000000001
C17orf59	0.0	45696.54680000001
C17orf61	194.04	79961.9957
C17orf65	0.0	39559.2019
C17orf66	0.0	128.38
C17orf68	0.0	18482.244499999997
C17orf69	0.0	1903.3835
C17orf70	0.0	384547.26010000013
C17orf72	0.0	865.1646000000001
C17orf74	6139.8	79961.9957
C17orf75	0.0	315.5598
C17orf76	0.0	1067.3068
C17orf77	549.8624	213390.33600000004
C17orf80	0.0	4005.9029
C17orf81	0.0	119421.62549999998
C17orf82	925.0020000000001	10168.5844
C17orf85	0.0	344.7068
C17orf86	0.0	4457.587799999999
C17orf87	0.0	1161.7492
C17orf88	0.0	42569.527700000006
C17orf89	0.0	202255.3688999999
C17orf90	0.0	17759.3538
C17orf91	0.0	20285.237399999998
C17orf95	0.0	6768.670099999999
C17orf96	0.0	129311.8177
C17orf97	0.0	80480.37280000003
C17orf99	0.0	3369.1624
C18orf1	0.0	3038.6636
C18orf32	0.0	0.0
C19orf10	0.0	261162.84319999997
C19orf12	0.0	8955.9885
C19orf2	0.0	21612.501799999995
C19orf20	0.0	197793.42900000003
C19orf21	4743.8	515026.1097
C19orf22	0.0	102563.64600000005
C19orf23	0.0	480306.78719999996
C19orf24	0.0	480306.78719999996
C19orf25	0.0	179642.85749999995
C19orf26	4794.1744	470094.2641
C19orf28	0.0	115575.98699999998
C19orf29	0.0	108384.5759
C19orf30	0.0	145277.30820000006
C19orf33	0.0	49680.57170000001
C19orf35	0.0	31787.416099999995
C19orf39	0.0	115176.6697
C19orf42	0.0	1134.3558
C19orf43	0.0	19384.417899999997
C19orf45	1532.5676	266009.568
C19orf46	0.0	28511.4127
C19orf47	0.0	26866.271200000003
C19orf48	0.0	39436.93540000001
C19orf50	0.0	36100.3014
C19orf51	885.7039	135676.69309999997
C19orf53	0.0	24525.7904
C19orf54	0.0	11124.0666
C19orf55	0.0	132990.07670000012
C19orf56	0.0	11090.0604
C19orf57	0.0	13455.7472
C19orf59	5658.8	383872.3704999996
C19orf6	0.0	30275.034899999995
C19orf60	0.0	36100.3014
C19orf61	0.0	2843.6954
C19orf62	0.0	35800.45440000001
C19orf63	0.0	192493.86779999995
C19orf66	0.0	27221.897099999995
C19orf70	0.0	84735.16309999999
C19orf71	0.0	134325.99839999995
C19orf73	1457.7066	155786.36400000006
C19orf76	0.0	36461.301899999984
C19orf77	2114.0744	223071.91719999997
C1QA	0.0	358572.9306999996
C1QB	5288.6664	363734.06189999956
C1QC	4398.1635	362054.8127999996
C1QL1	2096.2263000000003	73854.47979999999
C1QL4	2383.1092000000003	15957.107399999997
C1QTNF1	11964.8	499674.81410000013
C1QTNF5	2663.0	23363.610599999996
C1QTNF6	0.0	305269.58179999987
C1QTNF8	4851.200000000001	576563.9221000002
C1orf105	0.0	867.1676
C1orf109	0.0	14016.537300000005
C1orf122	0.0	4803.3524
C1orf126	1150.8792	3507.9138000000003
C1orf127	0.0	176779.48630000002
C1orf128	0.0	1571.1707999999999
C1orf135	0.0	839.331
C1orf144	0.0	17109.463300000003
C1orf151	0.0	27515.635000000002
C1orf157	0.0	966.0456
C1orf158	587.5285	824.8905
C1orf159	40.3287	405456.52349999966
C1orf170	10814.0	318989.75539999997
C1orf172	0.0	7362.523799999999
C1orf174	0.0	7294.6464
C1orf175	0.0	651.3580000000001
C1orf177	0.0	651.3580000000001
C1orf182	0.0	123413.95339999998
C1orf187	7492.424	138588.17620000002
C1orf192	0.0	37889.003500000006
C1orf200	4509.994	83922.13280000002
C1orf204	0.0	2742.4814
C1orf210	0.0	5822.6601
C1orf212	0.0	5010.9324
C1orf213	0.0	315.4744
C1orf228	0.0	614.0413000000001
C1orf230	677.0223	11738.200200000001
C1orf35	0.0	26222.925699999996
C1orf51	0.0	535.1283
C1orf53	0.0	7226.812900000001
C1orf54	0.0	535.1283
C1orf56	1576.2573	6378.922600000001
C1orf61	3687.2	123413.95339999998
C1orf64	564.2579999999999	207396.3493999998
C1orf65	0.0	231.90910000000002
C1orf66	0.0	111109.6021
