REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM2.jin.bam
3_MACS_peak_1823_lociStitched	chr1	150532135	150541883	3	9368	33344.008799999996
4_MACS_peak_18338_lociStitched	chr2	201987284	201996856	4	8975	16302.0732
7_MACS_peak_26523_lociStitched	chr5	173314428	173323954	7	8846	18492.823800000002
4_MACS_peak_2051_lociStitched	chr1	156466491	156475934	4	9436	21639.5788
3_MACS_peak_31124_lociStitched	chr8	95954003	95963323	3	9090	27617.024
3_MACS_peak_11047_lociStitched	chr15	93443056	93452179	3	8589	25647.4899
8_MACS_peak_13827_lociStitched	chr17	75135797	75144920	8	7743	15111.337200000002
4_MACS_peak_2646_lociStitched	chr1	198898340	198907372	4	8405	20803.405600000002
2_MACS_peak_2727_lociStitched	chr1	203288935	203297917	2	8855	18978.067799999997
3_MACS_peak_22646_lociStitched	chr3	141126883	141135819	3	8546	21561.6744
11_MACS_peak_1564_lociStitched	chr1	118161050	118169940	11	7125	9851.898000000001
2_MACS_peak_20280_lociStitched	chr22	23269911	23278794	2	8794	24256.808100000002
3_MACS_peak_1587_lociStitched	chr1	118195446	118204279	3	8424	18212.7627
1_MACS_peak_29311_lociStitched	chr7	50343710	50352497	1	8788	17037.1143
3_MACS_peak_21121_lociStitched	chr3	13050253	13059033	3	8435	19821.728
1_MACS_peak_2499_lociStitched	chr1	182991034	182999753	1	8720	21276.1038
2_MACS_peak_14472_lociStitched	chr18	60822018	60830732	2	8469	20552.8404
2_MACS_peak_19428_lociStitched	chr20	45978760	45987439	2	8399	24209.2026
4_MACS_peak_20902_lociStitched	chr22	50353190	50361856	4	8245	16687.2496
2_MACS_peak_10283_lociStitched	chr15	56657146	56665764	2	8595	15725.2646
5_MACS_peak_10266_lociStitched	chr15	55567200	55575755	5	8401	20286.471500000003
1_MACS_peak_22645_lociStitched	chr3	141117738	141126158	1	8421	33231.214
6_MACS_peak_18071_lociStitched	chr2	175456631	175465044	6	7088	13926.0389
2_MACS_peak_2000_lociStitched	chr1	155943657	155952063	2	8286	18539.432999999997
2_MACS_peak_2627_lociStitched	chr1	197740184	197748561	2	8202	31319.9276
9_MACS_peak_16813_lociStitched	chr2	56569434	56577753	9	6748	9541.893
4_MACS_peak_24620_lociStitched	chr4	144274889	144283152	4	7468	11628.5199
6_MACS_peak_14387_lociStitched	chr18	52967788	52976023	6	7740	10871.847
6_MACS_peak_6829_lociStitched	chr12	31737050	31745229	6	7827	16066.827599999999
3_MACS_peak_7024_lociStitched	chr12	48200751	48208824	3	7823	16755.5115
1_MACS_peak_32849_lociStitched	chr9	127630504	127638571	1	8068	23361.225300000002
8_MACS_peak_17248_lociStitched	chr2	88895975	88904026	8	6924	12600.6201
4_MACS_peak_11379_lociStitched	chr16	11829527	11837511	4	7766	16865.4016
3_MACS_peak_31489_lociStitched	chr8	126441416	126449351	3	7450	27370.988999999998
3_MACS_peak_28709_lociStitched	chr6	159458629	159466519	3	7548	16592.670000000002
3_MACS_peak_2129_lociStitched	chr1	159888227	159896070	3	7519	22397.255100000002
11_MACS_peak_27714_lociStitched	chr6	56672777	56680615	11	6153	9642.3076
7_MACS_peak_20261_lociStitched	chr22	23229931	23237762	7	7044	10914.064699999999
2_MACS_peak_1826_lociStitched	chr1	150545230	150553040	2	7789	29382.001
5_MACS_peak_2064_lociStitched	chr1	156714647	156722436	5	7576	15199.454600000001
5_MACS_peak_13637_lociStitched	chr17	66451231	66459010	5	6738	11385.3444
4_MACS_peak_10828_lociStitched	chr15	81584980	81592735	4	7494	13949.694
2_MACS_peak_10686_lociStitched	chr15	75334133	75341793	2	7313	16304.31
6_MACS_peak_10980_lociStitched	chr15	90638644	90646192	6	6797	11148.396
6_MACS_peak_21270_lociStitched	chr3	23847021	23854559	6	7256	20859.9074
1_MACS_peak_5518_lociStitched	chr11	65263476	65271000	1	7525	30869.467200000003
6_MACS_peak_18268_lociStitched	chr2	197029409	197036849	6	6389	13450.032000000001
9_MACS_peak_19561_lociStitched	chr20	49128952	49136377	9	6376	9219.6225
2_MACS_peak_21011_lociStitched	chr3	5226182	5233600	2	7172	20131.7102
3_MACS_peak_22987_lociStitched	chr3	171800035	171807444	3	7213	16507.9929
3_MACS_peak_2174_lociStitched	chr1	160708263	160715669	3	7006	10587.6176
6_MACS_peak_20404_lociStitched	chr22	29213351	29220723	6	6267	9216.4744
4_MACS_peak_2735_lociStitched	chr1	203707182	203714523	4	6945	11494.5378
10_MACS_peak_26131_lociStitched	chr5	139037646	139044960	10	6485	8629.7886
2_MACS_peak_2431_lociStitched	chr1	178544427	178551736	2	7259	14086.6357
2_MACS_peak_31509_lociStitched	chr8	128746906	128754195	2	6833	17723.203500000003
3_MACS_peak_3468_lociStitched	chr10	3821631	3828855	3	6608	33861.7776
6_MACS_peak_28723_lociStitched	chr6	160398277	160405482	6	6928	15180.935000000001
4_MACS_peak_12861_lociStitched	chr17	29635077	29642268	4	6639	10593.062100000001
6_MACS_peak_29868_lociStitched	chr7	104649208	104656359	6	6047	31686.7961
1_MACS_peak_2892_lociStitched	chr1	207993692	208000831	1	7140	23879.2411
6_MACS_peak_2407_lociStitched	chr1	175146944	175154080	6	5785	8981.3696
3_MACS_peak_13783_lociStitched	chr17	74258505	74265621	3	6841	16330.5084
3_MACS_peak_13541_lociStitched	chr17	62164329	62171441	3	6836	10966.704
2_MACS_peak_25691_lociStitched	chr5	90673707	90680819	2	6785	27206.956
8_MACS_peak_25895_lociStitched	chr5	118673459	118680562	8	6376	8896.5075
1_MACS_peak_1954_lociStitched	chr1	154971389	154978479	1	7091	12593.258
3_MACS_peak_22591_lociStitched	chr3	135910214	135917286	3	6304	17085.2448
4_MACS_peak_17205_lociStitched	chr2	87781945	87789010	4	6835	11982.9465
2_MACS_peak_2413_lociStitched	chr1	175155481	175162542	2	6987	12869.3786
4_MACS_peak_19649_lociStitched	chr20	57463709	57470770	4	6759	12353.9256
2_MACS_peak_6075_lociStitched	chr11	111237249	111244307	2	6947	15291.862799999999
5_MACS_peak_9873_lociStitched	chr15	31634969	31642024	5	6829	10705.257000000001
3_MACS_peak_24210_lociStitched	chr4	87855305	87862358	3	7011	13975.5195
2_MACS_peak_3958_lociStitched	chr10	63804760	63811789	2	6780	18650.045700000002
7_MACS_peak_27463_lociStitched	chr6	36718700	36725722	7	6162	10539.3198
1_MACS_peak_2987_lociStitched	chr1	218336684	218343683	1	7000	33489.515100000004
3_MACS_peak_23327_lociStitched	chr3	186713368	186720354	3	6823	21143.8276
5_MACS_peak_18659_lociStitched	chr2	232570613	232577580	5	6791	19220.5596
2_MACS_peak_3942_lociStitched	chr10	63658434	63665400	2	6647	14656.464
9_MACS_peak_8704_lociStitched	chr14	21731656	21738614	9	5275	10313.1476
7_MACS_peak_19455_lociStitched	chr20	46385233	46392115	7	5615	9506.1066
4_MACS_peak_7247_lociStitched	chr12	57076651	57083525	4	6347	13124.5282
7_MACS_peak_10934_lociStitched	chr15	89164604	89171477	7	5853	9301.9182
6_MACS_peak_32016_lociStitched	chr9	33452986	33459818	6	5987	9412.446399999999
6_MACS_peak_16231_lociStitched	chr2	9687199	9694027	6	6421	11430.072
5_MACS_peak_19795_lociStitched	chr21	19152501	19159328	5	6298	10543.6188
4_MACS_peak_25077_lociStitched	chr5	6480031	6486833	4	6359	10858.712800000001
3_MACS_peak_32998_lociStitched	chr9	132646876	132653630	3	6512	13146.661
6_MACS_peak_6756_lociStitched	chr12	27088484	27095222	6	5847	10468.830600000001
7_MACS_peak_17563_lociStitched	chr2	112206368	112213086	7	5920	12231.4626
5_MACS_peak_11875_lociStitched	chr16	66553772	66560456	5	5975	12749.061599999999
6_MACS_peak_5529_lociStitched	chr11	65339800	65346451	6	5836	8196.6924
9_MACS_peak_9683_lociStitched	chr14	106161581	106168222	9	5504	13662.5293
3_MACS_peak_26030_lociStitched	chr5	131821024	131827616	3	6543	16769.3888
5_MACS_peak_9334_lociStitched	chr14	81993698	82000243	5	5876	9624.422499999999
4_MACS_peak_22509_lociStitched	chr3	128997178	129003709	4	5794	14039.690700000001
6_MACS_peak_15845_lociStitched	chr19	47728956	47735447	6	5759	12164.134
3_MACS_peak_28442_lociStitched	chr6	139691088	139697577	3	5588	18819.3978
5_MACS_peak_7427_lociStitched	chr12	72079550	72086037	5	6179	9803.154400000001
4_MACS_peak_2848_lociStitched	chr1	206884902	206891385	4	6045	10562.7519
3_MACS_peak_10432_lociStitched	chr15	65183673	65190147	3	6388	16987.1286
8_MACS_peak_4077_lociStitched	chr10	73526958	73533419	8	5123	8010.3478000000005
4_MACS_peak_10127_lociStitched	chr15	45016427	45022883	4	6382	16738.4712
7_MACS_peak_14689_lociStitched	chr19	2082086	2088538	7	5628	8225.6548
3_MACS_peak_23486_lociStitched	chr3	196224995	196231404	3	6340	15159.848600000001
3_MACS_peak_10559_lociStitched	chr15	70387332	70393740	3	5512	12636.576
7_MACS_peak_2834_lociStitched	chr1	206858008	206864400	7	6066	12854.9512
6_MACS_peak_14651_lociStitched	chr19	1647186	1653570	6	5745	9788.5872
3_MACS_peak_849_lociStitched	chr1	44296636	44303014	3	6079	11556.936
5_MACS_peak_27236_lociStitched	chr6	30649351	30655724	5	6174	10000.5116
4_MACS_peak_26703_lociStitched	chr6	391089	397461	4	6261	15084.4356
4_MACS_peak_23343_lociStitched	chr3	186757654	186764006	4	6023	11024.5312
5_MACS_peak_25043_lociStitched	chr5	1327638	1333977	5	5115	9951.5961
5_MACS_peak_15096_lociStitched	chr19	13260641	13266976	5	6125	12231.618
3_MACS_peak_10120_lociStitched	chr15	45001974	45008306	3	6278	22191.7604
4_MACS_peak_24722_lociStitched	chr4	153453211	153459491	4	5876	12472.08
3_MACS_peak_20045_lociStitched	chr21	44580333	44586607	3	6085	12665.3238
2_MACS_peak_2058_lociStitched	chr1	156629551	156635788	2	5755	12644.8938
4_MACS_peak_18334_lociStitched	chr2	201980234	201986468	4	5908	14015.9022
4_MACS_peak_29040_lociStitched	chr7	26003189	26009422	4	6042	10860.3792
7_MACS_peak_11024_lociStitched	chr15	92395464	92401696	7	5960	9892.0536
3_MACS_peak_31426_lociStitched	chr8	124045889	124052116	3	5974	10024.2246
2_MACS_peak_17210_lociStitched	chr2	87795774	87801994	2	5999	14857.714
5_MACS_peak_2305_lociStitched	chr1	167596941	167603158	5	6142	10567.6566
7_MACS_peak_16672_lociStitched	chr2	46792127	46798334	7	5131	7462.6761
2_MACS_peak_2204_lociStitched	chr1	161151195	161157398	2	6090	13302.333499999999
3_MACS_peak_15832_lociStitched	chr19	47285609	47291807	3	5714	9544.3002
2_MACS_peak_23362_lociStitched	chr3	186814454	186820646	2	5764	9694.814400000001
3_MACS_peak_2094_lociStitched	chr1	157490121	157496284	3	5702	11717.0956
2_MACS_peak_2644_lociStitched	chr1	198887442	198893591	2	5954	12446.8058
6_MACS_peak_550_lociStitched	chr1	28570988	28577110	6	5636	11631.8
2_MACS_peak_19928_lociStitched	chr21	36256726	36262843	2	5866	13320.9909
2_MACS_peak_29613_lociStitched	chr7	90337738	90343850	2	5897	13906.633600000001
2_MACS_peak_2758_lociStitched	chr1	204375905	204382004	2	6048	18226.861500000003
4_MACS_peak_29277_lociStitched	chr7	47533410	47539494	4	5783	12918.1572
4_MACS_peak_24953_lociStitched	chr4	185565146	185571225	4	5620	12344.0174
3_MACS_peak_9995_lociStitched	chr15	40387506	40393574	3	5618	12083.815200000001
1_MACS_peak_2722_lociStitched	chr1	203255061	203261123	1	6063	25064.551399999997
2_MACS_peak_12968_lociStitched	chr17	36856591	36862645	2	5874	13241.308799999999
3_MACS_peak_18134_lociStitched	chr2	182168690	182174737	3	5969	12750.099499999998
4_MACS_peak_19495_lociStitched	chr20	47439385	47445431	4	5648	8388.824999999999
7_MACS_peak_30981_lociStitched	chr8	81011427	81017469	7	5191	6797.8542
6_MACS_peak_13533_lociStitched	chr17	62150697	62156706	6	5547	15342.779700000001
7_MACS_peak_25210_lociStitched	chr5	32581912	32587920	7	4694	11304.6528
3_MACS_peak_24615_lociStitched	chr4	144256852	144262857	3	5403	10962.728
3_MACS_peak_23117_lociStitched	chr3	176911788	176917778	3	5796	17442.88
5_MACS_peak_20778_lociStitched	chr22	42146892	42152878	5	5408	9590.170600000001
5_MACS_peak_19594_lociStitched	chr20	52205707	52211684	5	4860	9891.337300000001
1_MACS_peak_30113_lociStitched	chr7	130790178	130796155	1	5978	15525.8552
6_MACS_peak_24259_lociStitched	chr4	90218286	90224261	6	5558	8106.88
5_MACS_peak_6967_lociStitched	chr12	46761502	46767470	5	5181	15127.0896
2_MACS_peak_9508_lociStitched	chr14	95981142	95987107	2	5884	10713.7365
2_MACS_peak_15077_lociStitched	chr19	12899233	12905195	2	5887	14637.9024
5_MACS_peak_26509_lociStitched	chr5	173212883	173218840	5	5438	10088.7752
4_MACS_peak_31669_lociStitched	chr8	145012662	145018613	4	5510	8890.1989
4_MACS_peak_18370_lociStitched	chr2	202120944	202126879	4	5749	12507.419000000002
2_MACS_peak_10748_lociStitched	chr15	77041350	77047279	2	5884	12632.327399999998
4_MACS_peak_4585_lociStitched	chr10	112256415	112262333	4	5659	11764.3922
1_MACS_peak_27728_lociStitched	chr6	56703272	56709183	1	5912	11843.8707
2_MACS_peak_1923_lociStitched	chr1	154297358	154303264	2	5838	12921.1468
2_MACS_peak_2683_lociStitched	chr1	200987038	200992919	2	5824	12995.8338
2_MACS_peak_26983_lociStitched	chr6	16759005	16764884	2	5818	22961.6103
4_MACS_peak_21808_lociStitched	chr3	53222139	53228008	4	5224	7450.695500000001
3_MACS_peak_10652_lociStitched	chr15	75077318	75083181	3	5815	9821.1113
1_MACS_peak_1828_lociStitched	chr1	150581385	150587244	1	5860	17371.934999999998
4_MACS_peak_7288_lociStitched	chr12	57912115	57917970	4	5662	15867.05
2_MACS_peak_7812_lociStitched	chr12	109025372	109031220	2	5412	11798.924799999999
3_MACS_peak_6127_lociStitched	chr11	115090128	115095971	3	5724	15072.0185
2_MACS_peak_13539_lociStitched	chr17	62157652	62163470	2	5817	13558.848999999998
2_MACS_peak_29369_lociStitched	chr7	55635946	55641763	2	5507	11787.568800000001
4_MACS_peak_31608_lociStitched	chr8	141598277	141604090	4	5044	9475.7713
3_MACS_peak_386_lociStitched	chr1	24513125	24518936	3	5692	9322.587300000001
5_MACS_peak_29271_lociStitched	chr7	47516783	47522582	5	4849	9077.7546
6_MACS_peak_21820_lociStitched	chr3	53267391	53273182	6	5082	11759.204600000001
2_MACS_peak_26009_lociStitched	chr5	131745672	131751457	2	5540	13321.698
5_MACS_peak_4700_lociStitched	chr10	125822257	125828030	5	4802	6761.3376
2_MACS_peak_28059_lociStitched	chr6	106610738	106616504	2	5739	13476.871799999999
2_MACS_peak_29355_lociStitched	chr7	55599357	55605123	2	5491	15123.064799999998
2_MACS_peak_27328_lociStitched	chr6	32935733	32941465	2	5683	31588.4788
3_MACS_peak_4963_lociStitched	chr11	10326477	10332207	3	5352	8693.556
2_MACS_peak_1575_lociStitched	chr1	118171380	118177076	2	5693	8240.972800000001
2_MACS_peak_17573_lociStitched	chr2	112219568	112225259	2	5250	8736.2541
3_MACS_peak_11360_lociStitched	chr16	11773972	11779660	3	5580	9570.060000000001
5_MACS_peak_23030_lociStitched	chr3	171895779	171901446	5	5132	10938.4434
2_MACS_peak_21040_lociStitched	chr3	9436253	9441919	2	5548	17663.1884
1_MACS_peak_16766_lociStitched	chr2	54795846	54801495	1	5650	8795.493
6_MACS_peak_28405_lociStitched	chr6	137108609	137114245	6	4915	7912.3804
7_MACS_peak_2885_lociStitched	chr1	207984779	207990399	7	5082	6343.856
1_MACS_peak_7610_lociStitched	chr12	94597912	94603523	1	5612	12621.3834
4_MACS_peak_16788_lociStitched	chr2	55235375	55240985	4	4936	7505.619000000001
3_MACS_peak_27086_lociStitched	chr6	26194939	26200549	3	5524	13210.428
4_MACS_peak_33699_lociStitched	chrX	96652594	96658194	4	5471	9503.2
6_MACS_peak_26707_lociStitched	chr6	398544	404135	6	4560	6401.695
1_MACS_peak_12754_lociStitched	chr17	21187901	21193488	1	5588	14606.0941
4_MACS_peak_20343_lociStitched	chr22	24827519	24833103	4	5516	11099.3168
2_MACS_peak_30089_lociStitched	chr7	129587420	129592995	2	5080	21174.965
1_MACS_peak_8040_lociStitched	chr12	122237570	122243141	1	5572	19942.5087
2_MACS_peak_21242_lociStitched	chr3	20080646	20086217	2	5213	11763.1665
3_MACS_peak_3550_lociStitched	chr10	11217464	11223026	3	5415	9592.7814
7_MACS_peak_15641_lociStitched	chr19	42038031	42043589	7	4296	6785.206400000001
2_MACS_peak_18142_lociStitched	chr2	182320852	182326399	2	5412	15041.2452
6_MACS_peak_12267_lociStitched	chr16	88846343	88851880	6	4918	7476.6111
5_MACS_peak_29181_lociStitched	chr7	43686460	43691996	5	4653	8044.3616
2_MACS_peak_33045_lociStitched	chr9	134549810	134555340	2	5141	12490.611
3_MACS_peak_9864_lociStitched	chr15	31554805	31560329	3	5486	14251.92
2_MACS_peak_17388_lociStitched	chr2	99101658	99107169	2	5377	9125.1138
3_MACS_peak_29861_lociStitched	chr7	104581291	104586789	3	5337	13635.039999999999
6_MACS_peak_6068_lociStitched	chr11	111229352	111234849	6	3922	6397.4086
3_MACS_peak_31618_lociStitched	chr8	142126687	142132175	3	5145	11168.08
6_MACS_peak_10637_lociStitched	chr15	74915808	74921287	6	4950	7744.0186
2_MACS_peak_26023_lociStitched	chr5	131790721	131796198	2	5442	21180.1067
2_MACS_peak_6952_lociStitched	chr12	46119977	46125444	2	5455	14430.146499999999
1_MACS_peak_32324_lociStitched	chr9	74975815	74981278	1	5464	30920.033700000004
6_MACS_peak_1117_lociStitched	chr1	66797717	66803179	6	5097	7934.101199999999
5_MACS_peak_3177_lociStitched	chr1	228269130	228274581	5	5008	32972.5539
5_MACS_peak_26837_lociStitched	chr6	7913490	7918941	5	4347	9282.5079
3_MACS_peak_16277_lociStitched	chr2	11886265	11891712	3	5315	10651.0638
3_MACS_peak_4291_lociStitched	chr10	89621339	89626784	3	5370	11036.4705
4_MACS_peak_14735_lociStitched	chr19	2617465	2622893	4	5272	11168.11
4_MACS_peak_23350_lociStitched	chr3	186780461	186785885	4	5378	16551.8784
3_MACS_peak_17690_lociStitched	chr2	127413478	127418890	3	5224	9024.51
2_MACS_peak_28090_lociStitched	chr6	108878497	108883894	2	5398	17566.6953
5_MACS_peak_471_lociStitched	chr1	27020765	27026161	5	4663	9967.4912
2_MACS_peak_20400_lociStitched	chr22	29193375	29198764	2	4973	22067.954999999998
2_MACS_peak_21259_lociStitched	chr3	23426859	23432248	2	5287	9307.341900000001
1_MACS_peak_15118_lociStitched	chr19	13949221	13954603	1	5383	13719.256200000002
3_MACS_peak_4554_lociStitched	chr10	111967324	111972705	3	5291	10594.1128
1_MACS_peak_7709_lociStitched	chr12	102870395	102875774	1	5380	10016.7738
6_MACS_peak_7256_lociStitched	chr12	57114431	57119801	6	4410	7779.519
3_MACS_peak_27792_lociStitched	chr6	74228449	74233806	3	4719	13326.0732
3_MACS_peak_26891_lociStitched	chr6	12008160	12013487	3	4798	10041.395
3_MACS_peak_4484_lociStitched	chr10	104401967	104407265	3	5183	10582.755000000001
1_MACS_peak_27279_lociStitched	chr6	31701364	31706658	1	5295	11932.676
1_MACS_peak_22892_lociStitched	chr3	160116817	160122101	1	5285	12200.2276
2_MACS_peak_13849_lociStitched	chr17	75204890	75210173	2	5262	9866.5308
7_MACS_peak_13548_lociStitched	chr17	62177313	62182590	7	4159	5795.2014
2_MACS_peak_2784_lociStitched	chr1	205252897	205258166	2	5105	12901.1465
4_MACS_peak_51_lociStitched	chr1	1709209	1714459	4	4921	8436.75
2_MACS_peak_2725_lociStitched	chr1	203273258	203278493	2	5230	17605.8285
5_MACS_peak_10721_lociStitched	chr15	75743541	75748766	5	4402	7863.102499999999
1_MACS_peak_8446_lociStitched	chr13	49549365	49554567	1	5203	11486.016000000001
5_MACS_peak_29361_lociStitched	chr7	55621735	55626933	5	3991	5667.8992
4_MACS_peak_13561_lociStitched	chr17	62204523	62209719	4	4912	12519.762
4_MACS_peak_27058_lociStitched	chr6	25403958	25409152	4	5028	8845.9014
2_MACS_peak_3226_lociStitched	chr1	230256856	230262046	2	5176	14943.567000000001
1_MACS_peak_30139_lociStitched	chr7	134842116	134847301	1	5186	10494.44
4_MACS_peak_22360_lociStitched	chr3	121511465	121516647	4	4811	8447.1782
3_MACS_peak_24942_lociStitched	chr4	185392582	185397758	3	5083	16999.5368
1_MACS_peak_29680_lociStitched	chr7	92461251	92466416	1	5166	13326.216499999999
4_MACS_peak_28180_lociStitched	chr6	114175734	114180896	4	4596	9126.9322
4_MACS_peak_15892_lociStitched	chr19	49136949	49142084	4	4942	9204.4875
3_MACS_peak_27588_lociStitched	chr6	43593709	43598841	3	4640	8825.5004
1_MACS_peak_3197_lociStitched	chr1	228673988	228679104	1	5117	22974.4212
4_MACS_peak_22981_lociStitched	chr3	171783172	171788284	4	4953	6400.224
3_MACS_peak_31886_lociStitched	chr9	20353165	20358268	3	4619	7875.4599
3_MACS_peak_26144_lociStitched	chr5	139047443	139052540	3	4746	7741.3236
3_MACS_peak_11044_lociStitched	chr15	93425105	93430199	3	4704	32848.149600000004
4_MACS_peak_11826_lociStitched	chr16	57072573	57077666	4	3930	7898.7337
1_MACS_peak_10250_lociStitched	chr15	52968432	52973519	1	5088	21576.0018
1_MACS_peak_32201_lociStitched	chr9	66454650	66459737	1	5088	22445.8788
2_MACS_peak_25265_lociStitched	chr5	39072654	39077740	2	4890	16039.2096
1_MACS_peak_31397_lociStitched	chr8	119574789	119579863	1	5075	11007.028199999999
7_MACS_peak_17379_lociStitched	chr2	99094098	99099168	7	4405	5832.528
1_MACS_peak_13423_lociStitched	chr17	56412120	56417188	1	5069	10190.734400000001
5_MACS_peak_23839_lociStitched	chr4	38664576	38669630	5	4392	9535.381800000001
3_MACS_peak_24908_lociStitched	chr4	185186271	185191308	3	4731	7535.8557
1_MACS_peak_4652_lociStitched	chr10	121064062	121069086	1	5025	10913.132800000001
3_MACS_peak_15219_lociStitched	chr19	16434873	16439896	3	4712	8281.4201
2_MACS_peak_22380_lociStitched	chr3	121710443	121715466	2	5021	11054.618400000001
2_MACS_peak_2119_lociStitched	chr1	159043438	159048455	2	4827	16207.418500000002
3_MACS_peak_27230_lociStitched	chr6	30581471	30586485	3	4285	14905.1178
3_MACS_peak_16888_lociStitched	chr2	64438434	64443446	3	4792	12086.438
8_MACS_peak_22780_lociStitched	chr3	151914143	151919150	8	4199	5883.225
5_MACS_peak_26436_lociStitched	chr5	162930774	162935775	5	4746	7565.5127999999995
4_MACS_peak_339_lociStitched	chr1	22105496	22110490	4	4590	15825.486599999998
3_MACS_peak_5699_lociStitched	chr11	69061586	69066573	3	4581	8369.1834
1_MACS_peak_1998_lociStitched	chr1	155936205	155941187	1	4983	7892.9826
1_MACS_peak_15537_lociStitched	chr19	39173308	39178277	1	4970	11411.3085
1_MACS_peak_26104_lociStitched	chr5	138723513	138728465	1	4953	9293.9136
4_MACS_peak_2741_lociStitched	chr1	203731846	203736796	4	4392	9307.485
3_MACS_peak_26025_lociStitched	chr5	131798579	131803528	3	4759	7685.797
4_MACS_peak_12653_lociStitched	chr17	18085474	18090410	4	4496	8617.7624
2_MACS_peak_16690_lociStitched	chr2	47209242	47214169	2	4918	8630.1332
1_MACS_peak_13459_lociStitched	chr17	57861126	57866042	1	4917	11558.990800000001
7_MACS_peak_29237_lociStitched	chr7	45016769	45021685	7	3779	5955.734
4_MACS_peak_15187_lociStitched	chr19	15407588	15412494	4	4033	5576.6502
2_MACS_peak_20556_lociStitched	chr22	37623252	37628152	2	4856	10336.06
2_MACS_peak_13007_lociStitched	chr17	38017298	38022194	2	4756	7975.0944
3_MACS_peak_18345_lociStitched	chr2	202047312	202052205	3	4757	7413.873600000001
2_MACS_peak_2905_lociStitched	chr1	209278959	209283848	2	4831	8632.507300000001
2_MACS_peak_31014_lociStitched	chr8	81079531	81084417	2	4865	9290.729
2_MACS_peak_9935_lociStitched	chr15	34625490	34630371	2	4544	10761.6288
5_MACS_peak_9570_lociStitched	chr14	102341132	102346008	5	4834	6505.0716
3_MACS_peak_20068_lociStitched	chr21	44843282	44848148	3	4597	12349.421400000001
4_MACS_peak_23452_lociStitched	chr3	195632216	195637077	4	4470	9704.986499999999
6_MACS_peak_26925_lociStitched	chr6	15244842	15249703	6	3804	7468.9265
1_MACS_peak_22163_lociStitched	chr3	104237597	104242451	1	4855	11986.953
1_MACS_peak_12865_lociStitched	chr17	29643895	29648723	1	4829	10633.67
