REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM2.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
9_MACS_peak_19561_lociStitched	chr20	49128952	49136377	9	6376	9219.6225	116	1	PTPN1		PTPN1	116	1
4_MACS_peak_25077_lociStitched	chr5	6480031	6486833	4	6359	10858.7128	117	1	UBE2QL1		UBE2QL1	117	1
4_MACS_peak_7247_lociStitched	chr12	57076651	57083525	4	6347	13124.5282	118	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	118	1
3_MACS_peak_23486_lociStitched	chr3	196224995	196231404	3	6340	15159.8486	119	1	RNF168	C3orf43	RNF168	119	1
3_MACS_peak_22591_lociStitched	chr3	135910214	135917286	3	6304	17085.2448	120	1	MSL2		MSL2	120	1
5_MACS_peak_19795_lociStitched	chr21	19152501	19159328	5	6298	10543.6188	121	1		C21orf91	C21orf91	121	1
3_MACS_peak_10120_lociStitched	chr15	45001974	45008306	3	6278	22191.7604	122	1	B2M	TRIM69,SPG11,PATL2	B2M	122	1
6_MACS_peak_20404_lociStitched	chr22	29213351	29220723	6	6267	9216.4744	123	1		CCDC117,XBP1	XBP1	123	1
4_MACS_peak_26703_lociStitched	chr6	391089	397461	4	6261	15084.4356	124	1	IRF4		IRF4	124	1
5_MACS_peak_7427_lociStitched	chr12	72079550	72086037	5	6179	9803.1544	125	1	TMEM19	THAP2,ZFC3H1	TMEM19	125	1
5_MACS_peak_27236_lociStitched	chr6	30649351	30655724	5	6174	10000.5116	126	1	KIAA1949	C6orf136,TUBB,DHX16,NRM,MDC1	KIAA1949	126	1
7_MACS_peak_27463_lociStitched	chr6	36718700	36725722	7	6162	10539.3198	127	1	CPNE5		CDKN1A	127	1
11_MACS_peak_27714_lociStitched	chr6	56672777	56680615	11	6153	9642.3076	128	1			BEND6	128	1
5_MACS_peak_2305_lociStitched	chr1	167596941	167603158	5	6142	10567.6566	129	1	RCSD1		RCSD1	129	1
5_MACS_peak_15096_lociStitched	chr19	13260641	13266976	5	6125	12231.618	130	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	130	1
2_MACS_peak_2204_lociStitched	chr1	161151195	161157398	2	6090	13302.3335	131	1		UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,B4GALT3,ADAMTS4,APOA2	B4GALT3	131	1
3_MACS_peak_20045_lociStitched	chr21	44580333	44586607	3	6085	12665.3238	132	1		CRYAA	CRYAA	132	1
3_MACS_peak_849_lociStitched	chr1	44296636	44303014	3	6079	11556.936	133	1	ST3GAL3		ARTN	133	1
7_MACS_peak_2834_lociStitched	chr1	206858008	206864400	7	6066	12854.9512	134	1	MAPKAPK2	DYRK3	MAPKAPK2	134	1
1_MACS_peak_2722_lociStitched	chr1	203255061	203261123	1	6063	25064.5514	135	1		BTG2,LOC730227	LOC730227	135	1
2_MACS_peak_2758_lociStitched	chr1	204375905	204382004	2	6048	18226.8615	136	1	PPP1R15B	PLEKHA6,LOC127841	PPP1R15B	136	1
6_MACS_peak_29868_lociStitched	chr7	104649208	104656359	6	6047	31686.7961	137	1	MLL5,LOC100216545		LOC100216545	137	1
4_MACS_peak_2848_lociStitched	chr1	206884902	206891385	4	6045	10562.7519	138	1	MAPKAPK2		MAPKAPK2	138	1
4_MACS_peak_29040_lociStitched	chr7	26003189	26009422	4	6042	10860.3792	139	1		MIR148A	MIR148A	139	1
4_MACS_peak_23343_lociStitched	chr3	186757654	186764006	4	6023	11024.5312	140	1	ST6GAL1		ST6GAL1	140	1
2_MACS_peak_17210_lociStitched	chr2	87795774	87801994	2	5999	14857.714	141	1	NCRNA00152		NCRNA00152	141	1
6_MACS_peak_32016_lociStitched	chr9	33452986	33459818	6	5987	9412.4464	142	1		AQP3,NOL6	AQP3	142	1
1_MACS_peak_30113_lociStitched	chr7	130790178	130796155	1	5978	15525.8552	143	1	MKLN1,FLJ43663		FLJ43663	143	1
5_MACS_peak_11875_lociStitched	chr16	66553772	66560456	5	5975	12749.0616	144	1	TK2	CKLF,CMTM1	TK2	144	1
3_MACS_peak_31426_lociStitched	chr8	124045889	124052116	3	5974	10024.2246	145	1	DERL1	WDR67	DERL1	145	1
3_MACS_peak_18134_lociStitched	chr2	182168690	182174737	3	5969	12750.0995	146	1			ITGA4	146	1
7_MACS_peak_11024_lociStitched	chr15	92395464	92401696	7	5960	9892.0536	147	1	SLCO3A1		SLCO3A1	147	1
2_MACS_peak_2644_lociStitched	chr1	198887442	198893591	2	5954	12446.8058	148	1			MIR181A1	148	1
7_MACS_peak_17563_lociStitched	chr2	112206368	112213086	7	5920	12231.4626	149	1	LOC541471		LOC541471	149	1
1_MACS_peak_27728_lociStitched	chr6	56703272	56709183	1	5912	11843.8707	150	1			BEND6	150	1
4_MACS_peak_18334_lociStitched	chr2	201980234	201986468	4	5908	14015.9022	151	1	CFLAR	NDUFB3,FAM126B	CFLAR	151	1
2_MACS_peak_29613_lociStitched	chr7	90337738	90343850	2	5897	13906.6336	152	1	CDK14		CDK14	152	1
2_MACS_peak_15077_lociStitched	chr19	12899233	12905195	2	5887	14637.9024	153	1	JUNB	BEST2,RNASEH2A,MAST1,HOOK2,PRDX2,RTBDN	JUNB	153	1
2_MACS_peak_10748_lociStitched	chr15	77041350	77047279	2	5884	12632.3274	154	1	SCAPER		SCAPER	154	1
2_MACS_peak_9508_lociStitched	chr14	95981142	95987107	2	5884	10713.7365	155	1		GLRX5,C14orf49,SCARNA13,SNHG10	SCARNA13	155	1
4_MACS_peak_24722_lociStitched	chr4	153453211	153459491	4	5876	12472.08	156	1	DKFZP434I0714,FBXW7	MIR3140	FBXW7	156	1
5_MACS_peak_9334_lociStitched	chr14	81993698	82000243	5	5876	9624.4225	157	1	SEL1L		SEL1L	157	1
2_MACS_peak_12968_lociStitched	chr17	36856591	36862645	2	5874	13241.3088	158	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	158	1
2_MACS_peak_19928_lociStitched	chr21	36256726	36262843	2	5866	13320.9909	159	1	RUNX1		RUNX1	159	1
1_MACS_peak_1828_lociStitched	chr1	150581385	150587244	1	5860	17371.935	160	1		MCL1,ENSA	ENSA	160	1
7_MACS_peak_10934_lociStitched	chr15	89164604	89171477	7	5853	9301.9182	161	1	AEN	MIR1179,MIR7-2,ISG20	AEN	161	1
6_MACS_peak_6756_lociStitched	chr12	27088484	27095222	6	5847	10468.8306	162	1	FGFR1OP2,C12orf11		FGFR1OP2	162	1
2_MACS_peak_1923_lociStitched	chr1	154297358	154303264	2	5838	12921.1468	163	1	AQP10,ATP8B2		ATP8B2	163	1
6_MACS_peak_5529_lociStitched	chr11	65339800	65346451	6	5836	8196.6924	164	1	FAM89B,EHBP1L1	SCYL1,SSSCA1,PCNXL3,LTBP3,KCNK7,MAP3K11	EHBP1L1	164	1
2_MACS_peak_2683_lociStitched	chr1	200987038	200992919	2	5824	12995.8338	165	1	KIF21B		KIF21B	165	1
2_MACS_peak_26983_lociStitched	chr6	16759005	16764884	2	5818	22961.6103	166	1	ATXN1		ATXN1	166	1
2_MACS_peak_13539_lociStitched	chr17	62157652	62163470	2	5817	13558.849	167	1	ERN1		ERN1	167	1
3_MACS_peak_10652_lociStitched	chr15	75077318	75083181	3	5815	9821.1113	168	1	CSK	CYP1A2,LMAN1L,CPLX3	CSK	168	1
3_MACS_peak_23117_lociStitched	chr3	176911788	176917778	3	5796	17442.88	169	1	TBL1XR1		TBL1XR1	169	1
4_MACS_peak_22509_lociStitched	chr3	128997178	129003709	4	5794	14039.6907	170	1	C3orf37	COPG,C3orf47,H1FX	C3orf37	170	1
6_MACS_peak_2407_lociStitched	chr1	175146944	175154080	6	5785	8981.3696	171	1	KIAA0040		KIAA0040	171	1
4_MACS_peak_29277_lociStitched	chr7	47533410	47539494	4	5783	12918.1572	172	1	TNS3		TNS3	172	1
2_MACS_peak_23362_lociStitched	chr3	186814454	186820646	2	5764	9694.8144	173	1		RPL39L	RPL39L	173	1
6_MACS_peak_15845_lociStitched	chr19	47728956	47735447	6	5759	12164.134	174	1	MIR3190,BBC3,MIR3191	CCDC9,PRR24	MIR3191	174	1
2_MACS_peak_2058_lociStitched	chr1	156629551	156635788	2	5755	12644.8938	175	1		HAPLN2,BCAN,NES,CRABP2	NES	175	1
4_MACS_peak_18370_lociStitched	chr2	202120944	202126879	4	5749	12507.419	176	1	CASP8		CASP8	176	1
6_MACS_peak_14651_lociStitched	chr19	1647186	1653570	6	5745	9788.5872	177	1	TCF3	UQCR11	TCF3	177	1
2_MACS_peak_28059_lociStitched	chr6	106610738	106616504	2	5739	13476.8718	178	1			PRDM1	178	1
3_MACS_peak_6127_lociStitched	chr11	115090128	115095971	3	5724	15072.0185	179	1	CADM1		CADM1	179	1
3_MACS_peak_15832_lociStitched	chr19	47285609	47291807	3	5714	9544.3002	180	1	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	180	1
3_MACS_peak_2094_lociStitched	chr1	157490121	157496284	3	5702	11717.0956	181	1	FCRL5		FCRL5	181	1
2_MACS_peak_1575_lociStitched	chr1	118171380	118177076	2	5693	8240.9728	182	1		FAM46C	FAM46C	182	1
3_MACS_peak_386_lociStitched	chr1	24513125	24518936	3	5692	9322.5873	183	1	IL28RA	LOC284632,IL22RA1	IL28RA	183	1
2_MACS_peak_27328_lociStitched	chr6	32935733	32941465	2	5683	31588.4788	184	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	184	1
4_MACS_peak_7288_lociStitched	chr12	57912115	57917970	4	5662	15867.05	185	1	MBD6,DDIT3	MARS,KIF5A,ARHGAP9,DCTN2	DDIT3	185	1
4_MACS_peak_4585_lociStitched	chr10	112256415	112262333	4	5659	11764.3922	186	1	DUSP5		DUSP5	186	1
1_MACS_peak_16766_lociStitched	chr2	54795846	54801495	1	5650	8795.493	187	1	SPTBN1	RPL23AP32	SPTBN1	187	1
4_MACS_peak_19495_lociStitched	chr20	47439385	47445431	4	5648	8388.825	188	1	PREX1		PREX1	188	1
6_MACS_peak_550_lociStitched	chr1	28570988	28577110	6	5636	11631.8	189	1		ATPIF1,SESN2,DNAJC8	ATPIF1	189	1
7_MACS_peak_14689_lociStitched	chr19	2082086	2088538	7	5628	8225.6548	190	1	MOBKL2A	IZUMO4,MKNK2	MOBKL2A	190	1
4_MACS_peak_24953_lociStitched	chr4	185565146	185571225	4	5620	12344.0174	191	1	CCDC111,CASP3		CASP3	191	1
3_MACS_peak_9995_lociStitched	chr15	40387506	40393574	3	5618	12083.8152	192	1	BMF		BMF	192	1
7_MACS_peak_19455_lociStitched	chr20	46385233	46392115	7	5615	9506.1066	193	1	SULF2		SULF2	193	1
1_MACS_peak_7610_lociStitched	chr12	94597912	94603523	1	5612	12621.3834	194	1	PLXNC1		PLXNC1	194	1
1_MACS_peak_12754_lociStitched	chr17	21187901	21193488	1	5588	14606.0941	195	1	MAP2K3	C17orf103	MAP2K3	195	1
3_MACS_peak_28442_lociStitched	chr6	139691088	139697577	3	5588	18819.3978	196	1	CITED2		CITED2	196	1
3_MACS_peak_11360_lociStitched	chr16	11773972	11779660	3	5580	9570.06	197	1	TXNDC11	SNN	SNN	197	1
1_MACS_peak_8040_lociStitched	chr12	122237570	122243141	1	5572	19942.5087	198	1	SETD1B,LOC338799	RHOF	LOC338799	198	1
6_MACS_peak_24259_lociStitched	chr4	90218286	90224261	6	5558	8106.88	199	1	GPRIN3		GPRIN3	199	1
2_MACS_peak_21040_lociStitched	chr3	9436253	9441919	2	5548	17663.1884	200	1	SETD5,LOC440944	THUMPD3	LOC440944	200	1
6_MACS_peak_13533_lociStitched	chr17	62150697	62156706	6	5547	15342.7797	201	1	ERN1		ERN1	201	1
2_MACS_peak_26009_lociStitched	chr5	131745672	131751457	2	5540	13321.698	202	1	C5orf56	SLC22A5,MIR3936	C5orf56	202	1
3_MACS_peak_27086_lociStitched	chr6	26194939	26200549	3	5524	13210.428	203	1	HIST1H2BF,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H4E,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H4D,HIST1H2BG,HIST1H1D,HIST1H4G	HIST1H3D	203	1
4_MACS_peak_20343_lociStitched	chr22	24827519	24833103	4	5516	11099.3168	204	1	ADORA2A,C22orf45		ADORA2A	204	1
