REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM2.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
3_MACS_peak_1823_lociStitched	chr1	150532135	150541883	3	9368	33344.0088	24	1	ADAMTSL4	MIR4257,MCL1	MIR4257	MCL1	2.1252	24	1
2_MACS_peak_13177_lociStitched	chr17	43297937	43309235	2	11295	26682.4866	25	1	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	0.9762	25	1
5_MACS_peak_21801_lociStitched	chr3	53199960	53211659	5	11558	23932.6443	26	1	PRKCD	RFT1	PRKCD	PRKCD	1.1482	26	1
12_MACS_peak_6489_lociStitched	chr12	7058073	7072172	12	12553	18785.5076	27	1	PTPN6	LRRC23,ENO2,ATN1,C12orf57,MIR200C,MIR141,EMG1,SCARNA12,PHB2	PTPN6	PTPN6	1.0362	27	1
1_MACS_peak_22645_lociStitched	chr3	141117738	141126158	1	8421	33231.214	28	1	ZBTB38		ZBTB38	ZBTB38	1.0832	28	1
9_MACS_peak_11815_lociStitched	chr16	56964106	56975270	9	10337	27225.6468	29	1	HERPUD1	CETP,NLRC5	HERPUD1	HERPUD1	1.4301	29	1
8_MACS_peak_30231_lociStitched	chr7	139466596	139478247	8	11078	24434.4772	30	1	TBXAS1,HIPK2		HIPK2	HIPK2	0.3746	30	1
6_MACS_peak_6730_lociStitched	chr12	26269280	26280080	6	10024	27695.52	31	1	BHLHE41		BHLHE41	BHLHE41	1.944	31	1
2_MACS_peak_2627_lociStitched	chr1	197740184	197748561	2	8202	31319.9276	32	1	DENND1B		DENND1B	DENND1B	0.2983	32	1
4_MACS_peak_8080_lociStitched	chr12	123370716	123381112	4	10273	24986.786	33	1	VPS37B		VPS37B	VPS37B	1.2992	33	1
1_MACS_peak_2987_lociStitched	chr1	218336684	218343683	1	7000	33489.5151	34	1			RRP15	RRP15	NONE	34	1
3_MACS_peak_3468_lociStitched	chr10	3821631	3828855	3	6608	33861.7776	35	1	KLF6		KLF6	KLF6	1.9009	35	1
6_MACS_peak_21013_lociStitched	chr3	5234504	5244986	6	9738	25664.1288	36	1	EDEM1		EDEM1	EDEM1	1.4089	36	1
3_MACS_peak_31124_lociStitched	chr8	95954003	95963323	3	9090	27617.024	37	1	TP53INP1	CCNE2	TP53INP1	TP53INP1	1.074	37	1
5_MACS_peak_21129_lociStitched	chr3	13369632	13380571	5	10446	22616.3825	38	1	NUP210		NUP210	NUP210	0.6471	38	1
1_MACS_peak_5518_lociStitched	chr11	65263476	65271000	1	7525	30869.4672	39	1	MALAT1	SCYL1	MALAT1	MALAT1	2.1903	39	1
2_MACS_peak_1826_lociStitched	chr1	150545230	150553040	2	7789	29382.001	40	1	MCL1	ADAMTSL4,MIR4257,ENSA	MCL1	MCL1	2.1252	40	1
6_MACS_peak_29868_lociStitched	chr7	104649208	104656359	6	6047	31686.7961	41	1	MLL5,LOC100216545		LOC100216545	LOC100216545	2.5332	41	1
3_MACS_peak_11047_lociStitched	chr15	93443056	93452179	3	8589	25647.4899	42	1	CHD2,MIR3175	LOC100507217	MIR3175	MIR3175	2.6026	42	1
5_MACS_peak_3177_lociStitched	chr1	228269130	228274581	5	5008	32972.5539	43	1	ARF1	MIR3620,C1orf35,MRPL55	ARF1	ARF1	1.7498	43	1
11_MACS_peak_9417_lociStitched	chr14	91833146	91844544	11	10612	16918.0514	44	1	CCDC88C		CCDC88C	CCDC88C	0.5237	44	1
11_MACS_peak_8066_lociStitched	chr12	123354623	123366318	11	10893	15223.3815	45	1	VPS37B	HIP1R	VPS37B	VPS37B	1.2992	45	1
2_MACS_peak_27328_lociStitched	chr6	32935733	32941465	2	5683	31588.4788	46	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	1.6012	46	1
2_MACS_peak_20280_lociStitched	chr22	23269911	23278794	2	8794	24256.8081	47	1		IGLL5	IGLL5	IGLL5	0.8498	47	1
3_MACS_peak_11044_lociStitched	chr15	93425105	93430199	3	4704	32848.1496	48	1	LOC100507217	CHD2,MIR3175	LOC100507217	MIR3175	2.6026	48	1
4_MACS_peak_2051_lociStitched	chr1	156466491	156475934	4	9436	21639.5788	49	1	MEF2D		MEF2D	MEF2D	1.1917	49	1
3_MACS_peak_2048_lociStitched	chr1	156455768	156465985	3	10004	18922.9057	50	1	MEF2D		MEF2D	MEF2D	1.1917	50	1
3_MACS_peak_31489_lociStitched	chr8	126441416	126449351	3	7450	27370.989	51	1	TRIB1		TRIB1	TRIB1	1.6565	51	1
1_MACS_peak_32324_lociStitched	chr9	74975815	74981278	1	5464	30920.0337	52	1	ZFAND5		ZFAND5	ZFAND5	1.517	52	1
2_MACS_peak_19428_lociStitched	chr20	45978760	45987439	2	8399	24209.2026	53	1	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.436	53	1
2_MACS_peak_25691_lociStitched	chr5	90673707	90680819	2	6785	27206.956	54	1	LOC100129716,ARRDC3		LOC100129716	LOC100129716	0.6314	54	1
14_MACS_peak_17190_lociStitched	chr2	87765845	87777609	14	10035	15674.3536	55	1	NCRNA00152		NCRNA00152	NCRNA00152	1.2477	55	1
1_MACS_peak_2499_lociStitched	chr1	182991034	182999753	1	8720	21276.1038	56	1	LAMC1		LAMC1	LAMC1	0.4763	56	1
1_MACS_peak_32849_lociStitched	chr9	127630504	127638571	1	8068	23361.2253	57	1	ARPC5L	WDR38,RPL35	ARPC5L	ARPC5L	1.4656	57	1
3_MACS_peak_22646_lociStitched	chr3	141126883	141135819	3	8546	21561.6744	58	1	ZBTB38		RASA2	RASA2	0.2823	58	1
7_MACS_peak_12228_lociStitched	chr16	87883726	87893585	7	9453	17677.187	59	1	SLC7A5		SLC7A5	SLC7A5	0.7431	59	1
4_MACS_peak_2646_lociStitched	chr1	198898340	198907372	4	8405	20803.4056	60	1			MIR181A1	MIR181A1	NONE	60	1
2_MACS_peak_14472_lociStitched	chr18	60822018	60830732	2	8469	20552.8404	61	1	BCL2		BCL2	BCL2	0.4017	61	1
2_MACS_peak_2727_lociStitched	chr1	203288935	203297917	2	8855	18978.0678	62	1		BTG2,LOC730227,FMOD	BTG2	LOC730227	1.8066	62	1
5_MACS_peak_10266_lociStitched	chr15	55567200	55575755	5	8401	20286.4715	63	1	RAB27A	PIGB,RAB27A	RAB27A	RAB27A	0.5936	63	1
7_MACS_peak_26523_lociStitched	chr5	173314428	173323954	7	8846	18492.8238	64	1	CPEB4		CPEB4	CPEB4	0.7104	64	1
3_MACS_peak_21121_lociStitched	chr3	13050253	13059033	3	8435	19821.728	65	1	IQSEC1	IQSEC1	IQSEC1	IQSEC1	0.3112	65	1
1_MACS_peak_2892_lociStitched	chr1	207993692	208000831	1	7140	23879.2411	66	1	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	2.0918	66	1
3_MACS_peak_2129_lociStitched	chr1	159888227	159896070	3	7519	22397.2551	67	1	TAGLN2	CCDC19,IGSF9,SLAMF9	TAGLN2	TAGLN2	1.4379	67	1
1_MACS_peak_12318_lociStitched	chr16	90059857	90063994	1	4138	29028.5016	68	1	AFG3L1P	DEF8,GAS8,CENPBD1,DBNDD1,C16orf3	DBNDD1	CENPBD1	0.3176	68	1
4_MACS_peak_18338_lociStitched	chr2	201987284	201996856	4	8975	16302.0732	69	1	CFLAR		CFLAR	CFLAR	0.7552	69	1
1_MACS_peak_29311_lociStitched	chr7	50343710	50352497	1	8788	17037.1143	70	1	IKZF1		IKZF1	IKZF1	0.3795	70	1
3_MACS_peak_1587_lociStitched	chr1	118195446	118204279	3	8424	18212.7627	71	1		FAM46C	FAM46C	FAM46C	1.5676	71	1
2_MACS_peak_2000_lociStitched	chr1	155943657	155952063	2	8286	18539.433	72	1	ARHGEF2	RXFP4,SCARNA4,KIAA0907,SSR2	ARHGEF2	ARHGEF2	1.1463	72	1
1_MACS_peak_2722_lociStitched	chr1	203255061	203261123	1	6063	25064.5514	73	1		BTG2,LOC730227	LOC730227	LOC730227	1.8066	73	1
7_MACS_peak_25658_lociStitched	chr5	88175339	88185687	7	8996	14989.078	74	1	MEF2C		MEF2C	MEF2C	0.3553	74	1
2_MACS_peak_10283_lociStitched	chr15	56657146	56665764	2	8595	15725.2646	75	1	TEX9		TEX9	TEX9	0.3056	75	1
6_MACS_peak_21270_lociStitched	chr3	23847021	23854559	6	7256	20859.9074	76	1	UBE2E1		UBE2E1	UBE2E1	0.5014	76	1
4_MACS_peak_20902_lociStitched	chr22	50353190	50361856	4	8245	16687.2496	77	1	PIM3	CRELD2,ALG12	PIM3	PIM3	1.3065	77	1
2_MACS_peak_21011_lociStitched	chr3	5226182	5233600	2	7172	20131.7102	78	1	EDEM1		EDEM1	EDEM1	1.4089	78	1
3_MACS_peak_23327_lociStitched	chr3	186713368	186720354	3	6823	21143.8276	79	1	ST6GAL1	ST6GAL1	ST6GAL1	ST6GAL1	0.7418	79	1
1_MACS_peak_22967_lociStitched	chr3	171756968	171761700	1	4733	25447.7496	80	1	FNDC3B		FNDC3B	FNDC3B	0.7911	80	1
3_MACS_peak_10120_lociStitched	chr15	45001974	45008306	3	6278	22191.7604	81	1	B2M	TRIM69,SPG11,PATL2	B2M	B2M	1.6979	81	1
2_MACS_peak_26983_lociStitched	chr6	16759005	16764884	2	5818	22961.6103	82	1	ATXN1		ATXN1	ATXN1	0.3549	82	1
3_MACS_peak_7024_lociStitched	chr12	48200751	48208824	3	7823	16755.5115	83	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	HDAC7	0.8894	83	1
4_MACS_peak_11379_lociStitched	chr16	11829527	11837511	4	7766	16865.4016	84	1	TXNDC11		TXNDC11	TXNDC11	0.7875	84	1
6_MACS_peak_6829_lociStitched	chr12	31737050	31745229	6	7827	16066.8276	85	1	DENND5B		DENND5B	DENND5B	0.3356	85	1
3_MACS_peak_28709_lociStitched	chr6	159458629	159466519	3	7548	16592.67	86	1	TAGAP	RSPH3	TAGAP	TAGAP	0.9926	86	1
5_MACS_peak_18659_lociStitched	chr2	232570613	232577580	5	6791	19220.5596	87	1	PTMA	MIR1244-1	PTMA	PTMA	1.3943	87	1
8_MACS_peak_13827_lociStitched	chr17	75135797	75144920	8	7743	15111.3372	88	1	SEC14L1	SEC14L1	SEC14L1	SEC14L1	0.6724	88	1
1_MACS_peak_3197_lociStitched	chr1	228673988	228679104	1	5117	22974.4212	89	1	RNF187	HIST3H2BB,HIST3H2A	RNF187	RNF187	1.3433	89	1
2_MACS_peak_3958_lociStitched	chr10	63804760	63811789	2	6780	18650.0457	90	1	ARID5B		ARID5B	ARID5B	0.4508	90	1
5_MACS_peak_2064_lociStitched	chr1	156714647	156722436	5	7576	15199.4546	91	1	HDGF	C1orf66,PRCC,CRABP2,ISG20L2,MRPL24	HDGF	HDGF	1.0274	91	1
2_MACS_peak_10686_lociStitched	chr15	75334133	75341793	2	7313	16304.31	92	1	PPCDC	SCAMP5	PPCDC	PPCDC	0.9824	92	1
3_MACS_peak_22987_lociStitched	chr3	171800035	171807444	3	7213	16507.9929	93	1	FNDC3B		FNDC3B	FNDC3B	0.7911	93	1
1_MACS_peak_32201_lociStitched	chr9	66454650	66459737	1	5088	22445.8788	94	1		LOC442421	LOC442421	LOC442421	0.6266	94	1
2_MACS_peak_31509_lociStitched	chr8	128746906	128754195	2	6833	17723.2035	95	1	MYC		MYC	MYC	1.2545	95	1
2_MACS_peak_26023_lociStitched	chr5	131790721	131796198	2	5442	21180.1067	96	1	C5orf56	IRF1	IRF1	IRF1	1.2707	96	1
2_MACS_peak_20400_lociStitched	chr22	29193375	29198764	2	4973	22067.955	97	1	XBP1	CCDC117	XBP1	XBP1	1.6842	97	1
1_MACS_peak_10250_lociStitched	chr15	52968432	52973519	1	5088	21576.0018	98	1	KIAA1370		KIAA1370	KIAA1370	0.5359	98	1
4_MACS_peak_10828_lociStitched	chr15	81584980	81592735	4	7494	13949.694	99	1	IL16	STARD5	IL16	STARD5	0.5239	99	1
3_MACS_peak_13783_lociStitched	chr17	74258505	74265621	3	6841	16330.5084	100	1	FAM100B	RNF157,QRICH2	FAM100B	FAM100B	1.3358	100	1
2_MACS_peak_30089_lociStitched	chr7	129587420	129592995	2	5080	21174.965	101	1	UBE2H		UBE2H	UBE2H	0.3897	101	1
1_MACS_peak_8040_lociStitched	chr12	122237570	122243141	1	5572	19942.5087	102	1	SETD1B,LOC338799	RHOF	LOC338799	LOC338799	1.3966	102	1
2_MACS_peak_2431_lociStitched	chr1	178544427	178551736	2	7259	14086.6357	103	1		C1orf220	C1orf220	C1orf220	0.2666	103	1
2_MACS_peak_6075_lociStitched	chr11	111237249	111244307	2	6947	15291.8628	104	1	POU2AF1		POU2AF1	POU2AF1	1.0876	104	1
3_MACS_peak_26030_lociStitched	chr5	131821024	131827616	3	6543	16769.3888	105	1	IRF1		IRF1	IRF1	1.2707	105	1
6_MACS_peak_28723_lociStitched	chr6	160398277	160405482	6	6928	15180.935	106	1	IGF2R		IGF2R	IGF2R	0.3205	106	1
2_MACS_peak_2758_lociStitched	chr1	204375905	204382004	2	6048	18226.8615	107	1	PPP1R15B	PLEKHA6,LOC127841	PPP1R15B	PPP1R15B	1.1905	107	1
6_MACS_peak_14387_lociStitched	chr18	52967788	52976023	6	7740	10871.847	108	1	TCF4		TCF4	TCF4	0.2359	108	1
3_MACS_peak_10432_lociStitched	chr15	65183673	65190147	3	6388	16987.1286	109	1		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.4436	109	1
3_MACS_peak_22591_lociStitched	chr3	135910214	135917286	3	6304	17085.2448	110	1	MSL2		MSL2	MSL2	0.568	110	1
4_MACS_peak_10127_lociStitched	chr15	45016427	45022883	4	6382	16738.4712	111	1		B2M,TRIM69,PATL2	TRIM69	B2M	1.6979	111	1
6_MACS_peak_18071_lociStitched	chr2	175456631	175465044	6	7088	13926.0389	112	1	WIPF1		WIPF1	WIPF1	0.3382	112	1
3_MACS_peak_24210_lociStitched	chr4	87855305	87862358	3	7011	13975.5195	113	1	AFF1	C4orf36	AFF1	AFF1	0.3813	113	1
4_MACS_peak_24620_lociStitched	chr4	144274889	144283152	4	7468	11628.5199	114	1	GAB1		GAB1	GAB1	0.4418	114	1
3_MACS_peak_28442_lociStitched	chr6	139691088	139697577	3	5588	18819.3978	115	1	CITED2		CITED2	CITED2	1.6309	115	1
2_MACS_peak_3942_lociStitched	chr10	63658434	63665400	2	6647	14656.464	116	1	ARID5B		ARID5B	ARID5B	0.4508	116	1
1_MACS_peak_1828_lociStitched	chr1	150581385	150587244	1	5860	17371.935	117	1		MCL1,ENSA	ENSA	MCL1	2.1252	117	1
1_MACS_peak_1954_lociStitched	chr1	154971389	154978479	1	7091	12593.258	118	1	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	MIR4258	1.0229	118	1
3_MACS_peak_23117_lociStitched	chr3	176911788	176917778	3	5796	17442.88	119	1	TBL1XR1		TBL1XR1	TBL1XR1	0.4503	119	1
2_MACS_peak_2413_lociStitched	chr1	175155481	175162542	2	6987	12869.3786	120	1	KIAA0040		KIAA0040	KIAA0040	0.7558	120	1
3_MACS_peak_23486_lociStitched	chr3	196224995	196231404	3	6340	15159.8486	121	1	RNF168	C3orf43	RNF168	C3orf43	0.7102	121	1
8_MACS_peak_17248_lociStitched	chr2	88895975	88904026	8	6924	12600.6201	122	1	EIF2AK3		EIF2AK3	EIF2AK3	0.9554	122	1
2_MACS_peak_21040_lociStitched	chr3	9436253	9441919	2	5548	17663.1884	123	1	SETD5,LOC440944	THUMPD3	LOC440944	LOC440944	1.3053	123	1
2_MACS_peak_26649_lociStitched	chr5	179245283	179249630	2	4323	20423.0754	124	1	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	SQSTM1	0.7789	124	1
4_MACS_peak_26703_lociStitched	chr6	391089	397461	4	6261	15084.4356	125	1	IRF4		IRF4	IRF4	0.9108	125	1
2_MACS_peak_24341_lociStitched	chr4	103745488	103750290	2	4745	19183.5098	126	1	UBE2D3	CISD2	UBE2D3	UBE2D3	0.7074	126	1
2_MACS_peak_28090_lociStitched	chr6	108878497	108883894	2	5398	17566.6953	127	1	FOXO3		FOXO3	FOXO3	0.5367	127	1
4_MACS_peak_2735_lociStitched	chr1	203707182	203714523	4	6945	11494.5378	128	1	ATP2B4	SNORA77,LAX1	SNORA77	LAX1	0.8419	128	1
7_MACS_peak_20261_lociStitched	chr22	23229931	23237762	7	7044	10914.0647	129	1	IGLL5		IGLL5	IGLL5	0.8498	129	1
4_MACS_peak_17205_lociStitched	chr2	87781945	87789010	4	6835	11982.9465	130	1	NCRNA00152		NCRNA00152	NCRNA00152	1.2477	130	1
4_MACS_peak_19649_lociStitched	chr20	57463709	57470770	4	6759	12353.9256	131	1	GNAS	GNAS-AS	GNAS	GNAS	0.3939	131	1
1_MACS_peak_30113_lociStitched	chr7	130790178	130796155	1	5978	15525.8552	132	1	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.3958	132	1
2_MACS_peak_2725_lociStitched	chr1	203273258	203278493	2	5230	17605.8285	133	1	BTG2,LOC730227	FMOD	BTG2	BTG2	1.7233	133	1
3_MACS_peak_32998_lociStitched	chr9	132646876	132653630	3	6512	13146.661	134	1	FNBP1	USP20,C9orf78	USP20	C9orf78	0.3453	134	1
1_MACS_peak_23724_lociStitched	chr4	15002804	15007509	1	4706	18813.8835	135	1	CPEB2		CPEB2	CPEB2	0.3451	135	1
11_MACS_peak_1564_lociStitched	chr1	118161050	118169940	11	7125	9851.898	136	1	FAM46C		FAM46C	FAM46C	1.5676	136	1
3_MACS_peak_2174_lociStitched	chr1	160708263	160715669	3	7006	10587.6176	137	1	SLAMF7	CD48	SLAMF7	SLAMF7	0.731	137	1
1_MACS_peak_15907_lociStitched	chr19	49375398	49379541	1	4144	19821.7692	138	1	PPP1R15A	NUCB1,HSD17B14,PLEKHA4,TULP2	PPP1R15A	PPP1R15A	1.5919	138	1
6_MACS_peak_18268_lociStitched	chr2	197029409	197036849	6	6389	13450.032	139	1	STK17B		STK17B	STK17B	0.5419	139	1
2_MACS_peak_17210_lociStitched	chr2	87795774	87801994	2	5999	14857.714	140	1	NCRNA00152		NCRNA00152	NCRNA00152	1.2477	140	1
4_MACS_peak_7288_lociStitched	chr12	57912115	57917970	4	5662	15867.05	141	1	MBD6,DDIT3	MARS,KIF5A,ARHGAP9,DCTN2	DDIT3	DDIT3	1.3042	141	1
3_MACS_peak_13541_lociStitched	chr17	62164329	62171441	3	6836	10966.704	142	1	ERN1		ERN1	ERN1	1.0358	142	1
6_MACS_peak_10980_lociStitched	chr15	90638644	90646192	6	6797	11148.396	143	1	IDH2		IDH2	IDH2	0.6183	143	1
5_MACS_peak_13637_lociStitched	chr17	66451231	66459010	5	6738	11385.3444	144	1	WIPI1	PRKAR1A,MIR635	WIPI1	WIPI1	0.5859	144	1
1_MACS_peak_10388_lociStitched	chr15	63794825	63798888	1	4064	19623.4774	145	1	USP3		USP3	USP3	0.4587	145	1
4_MACS_peak_23350_lociStitched	chr3	186780461	186785885	4	5378	16551.8784	146	1	ST6GAL1		ST6GAL1	ST6GAL1	0.7418	146	1
4_MACS_peak_7247_lociStitched	chr12	57076651	57083525	4	6347	13124.5282	147	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	NACA	0.7716	147	1
5_MACS_peak_9873_lociStitched	chr15	31634969	31642024	5	6829	10705.257	148	1	KLF13		KLF13	KLF13	1.2243	148	1
2_MACS_peak_15077_lociStitched	chr19	12899233	12905195	2	5887	14637.9024	149	1	JUNB	BEST2,RNASEH2A,MAST1,HOOK2,PRDX2,RTBDN	JUNB	JUNB	1.4087	149	1
1_MACS_peak_32307_lociStitched	chr9	73032971	73036449	1	3479	20322.3018	150	1		KLF9	KLF9	KLF9	0.6767	150	1
3_MACS_peak_6127_lociStitched	chr11	115090128	115095971	3	5724	15072.0185	151	1	CADM1		CADM1	CADM1	0.1731	151	1
3_MACS_peak_24942_lociStitched	chr4	185392582	185397758	3	5083	16999.5368	152	1	IRF2		IRF2	IRF2	0.7282	152	1
2_MACS_peak_17014_lociStitched	chr2	70312225	70316817	2	4479	18222.4336	153	1	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	1.7045	153	1
6_MACS_peak_13533_lociStitched	chr17	62150697	62156706	6	5547	15342.7797	154	1	ERN1		ERN1	ERN1	1.0358	154	1
1_MACS_peak_28493_lociStitched	chr6	143264852	143269461	1	4610	17871.8584	155	1	HIVEP2		HIVEP2	HIVEP2	0.3288	155	1
2_MACS_peak_2204_lociStitched	chr1	161151195	161157398	2	6090	13302.3335	156	1		UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,B4GALT3,ADAMTS4,APOA2	B4GALT3	B4GALT3	0.8202	156	1
4_MACS_peak_18334_lociStitched	chr2	201980234	201986468	4	5908	14015.9022	157	1	CFLAR	NDUFB3,FAM126B	CFLAR	CFLAR	0.7552	157	1
4_MACS_peak_12861_lociStitched	chr17	29635077	29642268	4	6639	10593.0621	158	1	NF1,EVI2B	OMG,EVI2A	EVI2B	EVI2A	1.2342	158	1
2_MACS_peak_27934_lociStitched	chr6	89788848	89793225	2	4336	18389.5278	159	1	PNRC1	SRSF12	PNRC1	PNRC1	1.4404	159	1
2_MACS_peak_29613_lociStitched	chr7	90337738	90343850	2	5897	13906.6336	160	1	CDK14		CDK14	CDK14	0.2213	160	1
6_MACS_peak_16231_lociStitched	chr2	9687199	9694027	6	6421	11430.072	161	1	ADAM17		ADAM17	ADAM17	0.3768	161	1
1_MACS_peak_31773_lociStitched	chr9	3524759	3529029	1	4271	18315.311	162	1	RFX3		RFX3	RFX3	0.1538	162	1
2_MACS_peak_29355_lociStitched	chr7	55599357	55605123	2	5491	15123.0648	163	1	VOPP1		VOPP1	VOPP1	0.6708	163	1
9_MACS_peak_16813_lociStitched	chr2	56569434	56577753	9	6748	9541.893	164	1	CCDC85A		CCDC85A	CCDC85A	0.118	164	1
4_MACS_peak_22509_lociStitched	chr3	128997178	129003709	4	5794	14039.6907	165	1	C3orf37	COPG,C3orf47,H1FX	C3orf37	COPG	0.9125	165	1
7_MACS_peak_2834_lociStitched	chr1	206858008	206864400	7	6066	12854.9512	166	1	MAPKAPK2	DYRK3	MAPKAPK2	MAPKAPK2	1.0223	166	1
1_MACS_peak_12754_lociStitched	chr17	21187901	21193488	1	5588	14606.0941	167	1	MAP2K3	C17orf103	MAP2K3	MAP2K3	0.5571	167	1
3_MACS_peak_20045_lociStitched	chr21	44580333	44586607	3	6085	12665.3238	168	1		CRYAA	CRYAA	CRYAA	0.798	168	1
2_MACS_peak_18142_lociStitched	chr2	182320852	182326399	2	5412	15041.2452	169	1	ITGA4		ITGA4	ITGA4	0.4209	169	1
2_MACS_peak_13539_lociStitched	chr17	62157652	62163470	2	5817	13558.849	170	1	ERN1		ERN1	ERN1	1.0358	170	1
2_MACS_peak_19928_lociStitched	chr21	36256726	36262843	2	5866	13320.9909	171	1	RUNX1		RUNX1	RUNX1	0.3243	171	1
5_MACS_peak_15096_lociStitched	chr19	13260641	13266976	5	6125	12231.618	172	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	IER2	0.9477	172	1
2_MACS_peak_12968_lociStitched	chr17	36856591	36862645	2	5874	13241.3088	173	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	0.5335	173	1
5_MACS_peak_11875_lociStitched	chr16	66553772	66560456	5	5975	12749.0616	174	1	TK2	CKLF,CMTM1	TK2	TK2	0.6158	174	1
3_MACS_peak_18134_lociStitched	chr2	182168690	182174737	3	5969	12750.0995	175	1			ITGA4	ITGA4	0.4209	175	1
4_MACS_peak_25077_lociStitched	chr5	6480031	6486833	4	6359	10858.7128	176	1	UBE2QL1		UBE2QL1	UBE2QL1	0.3552	176	1
