REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X05_0EWR_0229Kronos_MM1S.KB.3hr.1_H3K18Ac_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
9_MACS_peak_2367_lociStitched	chr1	203236344	203281360	9	31932	120885.9664	11267.5048	15	BTG2,LOC730227	CHIT1,FMOD	LOC730227	15	1
3_MACS_peak_8701_lociStitched	chr14	106024588	106056510	3	30296	155757.0146	5024.5228	16		TMEM121	TMEM121	16	1
4_MACS_peak_8707_lociStitched	chr14	106143826	106173455	4	27614	106990.319	3522.8881	17			TMEM121	17	1
4_MACS_peak_4223_lociStitched	chr10	125821843	125854784	4	26849	72160.5546	6120.4378	18	CHST15		CHST15	18	1
4_MACS_peak_9346_lociStitched	chr15	68568582	68599491	4	26459	54075.2955	5548.1655	19	FEM1B,ITGA11	CLN6	FEM1B	19	1
4_MACS_peak_10053_lociStitched	chr16	11808454	11843185	4	26427	65704.1058	6345.3537	20	TXNDC11	SNN,ZC3H7A	TXNDC11	20	1
5_MACS_peak_2447_lociStitched	chr1	206271698	206311966	5	26340	95515.696	9346.2028	21	C1orf186	AVPR1B,CTSE	C1orf186	21	1
7_MACS_peak_8842_lociStitched	chr15	31616636	31657548	7	26262	54482.5104	6173.6208	22	KLF13		KLF13	22	1
4_MACS_peak_11445_lociStitched	chr17	34509815	34540220	4	26026	67222.4145	6728.6265	23	CCL4L1,CCL3L1,CCL3L3	TBC1D3B	CCL3L1	23	1
6_MACS_peak_11995_lociStitched	chr17	62150070	62186695	6	25840	49480.375	6229.9125	24	ERN1	SNORD104,SNORA76	ERN1	24	1
3_MACS_peak_16415_lociStitched	chr2	232687328	232714548	3	25818	26896.082	3492.326	25		COPS7B,PDE6D,MIR1471	COPS7B	25	1
1_MACS_peak_24410_lociStitched	chr6	106531130	106556651	1	25522	104832.6117	5068.4706	26	PRDM1		PRDM1	26	1
4_MACS_peak_17870_lociStitched	chr22	23217705	23247429	4	25521	117353.3244	4283.2284	27	IGLL5		IGLL5	27	1
5_MACS_peak_20121_lociStitched	chr3	183228277	183260906	5	25349	66396.7521	8571.6383	28	KLHL6		KLHL6	28	1
4_MACS_peak_25577_lociStitched	chr7	55616047	55643228	4	24776	47805.9428	4949.6601	29	VOPP1		VOPP1	29	1
7_MACS_peak_6490_lociStitched	chr12	53845922	53874674	7	24661	25250.0064	5244.3648	30	PCBP2,MAP3K12	AMHR2,PRR13,TARBP2,NPFF	PCBP2	30	1
4_MACS_peak_26512_lociStitched	chr7	150053120	150084853	4	24535	101050.5652	7225.6041	31	REPIN1,ZNF775	LRRC61,C7orf29,LOC728743,LOC285972,ACTR3C,RARRES2	REPIN1	31	1
7_MACS_peak_10616_lociStitched	chr16	68269855	68320002	7	24342	42454.4502	8183.9904	32	PLA2G15,SLC7A6,ESRP2	PRMT7,SLC7A6OS	SLC7A6	32	1
2_MACS_peak_21047_lociStitched	chr4	90205018	90230204	2	24302	117056.9722	5319.2832	33	GPRIN3		GPRIN3	33	1
5_MACS_peak_23137_lociStitched	chr5	173310137	173343972	5	24020	35025.992	5613.2265	34	CPEB4		CPEB4	34	1
3_MACS_peak_5764_lociStitched	chr11	128585354	128609979	3	23943	48304.4	4976.7125	35	FLI1		FLI1	35	1
2_MACS_peak_12481_lociStitched	chr18	9132830	9157685	2	23804	44659.464	4198.0095	36	NDUFV2,ANKRD12		ANKRD12	36	1
5_MACS_peak_4112_lociStitched	chr10	112597069	112633197	5	23725	63252.9024	6015.312	37	RBM20,PDCD4,LOC282997	SHOC2,NCRNA00081	LOC282997	37	1
3_MACS_peak_11164_lociStitched	chr17	16863364	16895583	3	23374	106986.4114	6356.8087	38	TNFRSF13B		TNFRSF13B	38	1
2_MACS_peak_12479_lociStitched	chr18	9094887	9123273	2	23122	67209.5322	5027.1606	39	NDUFV2	ANKRD12	NDUFV2	39	1
2_MACS_peak_4622_lociStitched	chr11	22676619	22703786	2	22737	87015.901	4528.7389	40	GAS2	FANCF	GAS2	40	1
7_MACS_peak_16150_lociStitched	chr2	204548117	204585712	7	22719	50505.123	6500.1755	41	CD28		CD28	41	1
4_MACS_peak_26001_lociStitched	chr7	102063696	102093231	4	22488	102657.753	5068.206	42	PRKRIP1,ORAI2	LRWD1,ALKBH4,POLR2J	ORAI2	42	1
6_MACS_peak_5942_lociStitched	chr12	7045833	7085599	6	22381	50196.6218	6776.1264	43	ATN1,C12orf57,PTPN6,MIR200C,MIR141,EMG1,PHB2,SCARNA12,LPCAT3	LRRC23,ENO2	PTPN6	43	1
4_MACS_peak_12475_lociStitched	chr18	9054294	9085040	4	22226	94230.3408	5445.1166	44		NDUFV2	NDUFV2	44	1
5_MACS_peak_13107_lociStitched	chr19	2594364	2629109	5	22128	110725.366	7730.7625	45	GNG7		GNG7	45	1
5_MACS_peak_18458_lociStitched	chr3	5222463	5256329	5	22033	38265.1934	5614.9828	46	ARL8B,EDEM1		EDEM1	46	1
5_MACS_peak_18842_lociStitched	chr3	46317808	46347316	5	21801	34323.7056	5281.932	47		CCR3,CCR2	CCR3	47	1
9_MACS_peak_10735_lociStitched	chr16	78768609	78804938	9	21756	22516.7142	3523.913	48	WWOX		WWOX	48	1
2_MACS_peak_19975_lociStitched	chr3	171801878	171827189	2	21602	56608.0515	6016.4247	49	FNDC3B		FNDC3B	49	1
5_MACS_peak_16816_lociStitched	chr20	25261675	25301552	5	21420	81341.1046	6288.6029	50	PYGB,ABHD12		PYGB	50	1
3_MACS_peak_22663_lociStitched	chr5	131744956	131774347	3	21330	59807.7459	5172.816	51	C5orf56	SLC22A5,MIR3936	C5orf56	51	1
1_MACS_peak_3090_lociStitched	chr10	11202615	11223608	1	20994	102563.4008	4868.2767	52	CELF2		CELF2	52	1
3_MACS_peak_14345_lociStitched	chr2	20397820	20426304	3	20986	61810.28	4591.6208	53	SDC1		SDC1	53	1
9_MACS_peak_24751_lociStitched	chr6	138246796	138297452	9	20904	34076.2912	8064.4352	54			TNFAIP3	54	1
4_MACS_peak_21627_lociStitched	chr4	185317560	185350078	4	20818	57150.385	5511.801	55	IRF2		IRF2	55	1
5_MACS_peak_13452_lociStitched	chr19	16244131	16273088	5	20748	42720.2621	4983.4997	56	RAB8A,HSH2D,CIB3	FAM32A,AP1M1	HSH2D	56	1
3_MACS_peak_1816_lociStitched	chr1	156450437	156476148	3	20410	45657.5938	6304.3372	57	MEF2D		MEF2D	57	1
2_MACS_peak_17224_lociStitched	chr20	52194699	52215748	2	20396	45042.7551	3443.6164	58	ZNF217		ZNF217	58	1
5_MACS_peak_3093_lociStitched	chr10	11278696	11304734	5	20260	48787.4006	4699.859	59	CELF2		CELF2	59	1
3_MACS_peak_1747_lociStitched	chr1	154907819	154935560	3	20205	104847.1095	8133.6612	60	PMVK,PBXIP1,PYGO2,SHC1	CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B	PBXIP1	60	1
1_MACS_peak_17874_lociStitched	chr22	23265984	23286150	1	20167	151626.1374	3855.7392	61		IGLL5	IGLL5	61	1
3_MACS_peak_28635_lociStitched	chr9	112904151	112925532	3	20165	33236.7645	4032.4566	62	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	62	1
1_MACS_peak_22344_lociStitched	chr5	88110661	88130586	1	19926	37678.175	4070.6775	63	MEF2C		MEF2C	63	1
4_MACS_peak_11439_lociStitched	chr17	34408917	34432734	4	19691	38188.1778	4325.1672	64	CCL4,CCL3	CCL18	CCL3	64	1
2_MACS_peak_1804_lociStitched	chr1	156115168	156136713	2	19461	78768.52	5735.279	65	SEMA4A	LMNA,SLC25A44,PMF1	SEMA4A	65	1
1_MACS_peak_498_lociStitched	chr1	31214210	31233610	1	19401	60958.68	3876.12	66	LAPTM5	LOC100129196,MATN1	LAPTM5	66	1
3_MACS_peak_11910_lociStitched	chr17	56404788	56431099	3	19391	82185.0396	5288.511	67	BZRAP1,MIR142,SUPT4H1,RNF43	MPO	MIR142	67	1
4_MACS_peak_10048_lociStitched	chr16	11762505	11786186	4	19387	52285.2799	4511.2305	68	SNN,TXNDC11		SNN	68	1
6_MACS_peak_27533_lociStitched	chr8	120918272	120947737	6	19353	44212.2325	4870.5645	69	DEPDC6		DEPDC6	69	1
5_MACS_peak_4474_lociStitched	chr11	10314571	10345028	5	19299	52632.7417	5305.6094	70	ADM,SBF2		ADM	70	1
8_MACS_peak_27597_lociStitched	chr8	126285365	126315963	8	19016	29750.4354	5112.9258	71	NSMCE2		TRIB1	71	1
4_MACS_peak_26865_lociStitched	chr8	27208654	27239415	4	18915	35492.0418	5647.7196	72	PTK2B	TRIM35	PTK2B	72	1
3_MACS_peak_23567_lociStitched	chr6	25365924	25390507	3	18721	37727.5301	4274.9837	73	LRRC16A		LRRC16A	73	1
4_MACS_peak_17707_lociStitched	chr21	45552590	45581226	4	18675	77655.1048	6729.46	74	C21orf33	PWP2	C21orf33	74	1
6_MACS_peak_9662_lociStitched	chr15	89646665	89676910	6	18613	54374.461	5190.042	75	ABHD2		ABHD2	75	1
4_MACS_peak_16038_lociStitched	chr2	197023849	197048510	4	18600	28710.3362	4192.37	76	STK17B		STK17B	76	1
2_MACS_peak_12272_lociStitched	chr17	76711249	76733706	2	18565	38731.5879	4556.5253	77	CYTH1		CYTH1	77	1
4_MACS_peak_9435_lociStitched	chr15	75063079	75083986	4	18522	37298.088	3936.7881	78	CSK	CYP1A2,LMAN1L,CPLX3,CYP1A1	CSK	78	1
5_MACS_peak_12127_lociStitched	chr17	72733239	72756808	5	18443	23076.4079	3763.9693	79	RAB37,SLC9A3R1,MIR3615	TMEM104,CD300LF,NAT9	SLC9A3R1	79	1
4_MACS_peak_8969_lociStitched	chr15	40833449	40862658	4	18431	44406.4427	5070.6824	80	RPUSD2,C15orf57	CASC5,MRPL42P5	C15orf57	80	1
5_MACS_peak_2145_lociStitched	chr1	181095442	181129585	5	18357	36116.4654	7398.7881	81		IER5	IER5	81	1
1_MACS_peak_20676_lociStitched	chr4	40191051	40209314	1	18264	69152.8495	3721.9994	82	RHOH		RHOH	82	1
3_MACS_peak_8771_lociStitched	chr15	23658666	23682801	3	18196	40532.319	3564.7395	83			MKRN3	83	1
6_MACS_peak_18863_lociStitched	chr3	46574118	46608414	6	18106	60628.4688	5288.4432	84	LRRC2	RTP3,TDGF1,LOC100132146	LRRC2	84	1
2_MACS_peak_13751_lociStitched	chr19	39880916	39904073	2	18091	53286.5727	3881.1132	85	MED29,ZFP36,PLEKHG2,PAF1	SAMD4B,SUPT5H,RPS16	ZFP36	85	1
4_MACS_peak_2241_lociStitched	chr1	192497930	192521368	4	18039	49240.8942	4774.3206	86		RGS1	RGS1	86	1
2_MACS_peak_11557_lociStitched	chr17	38465906	38484503	2	18034	43433.2935	3565.0449	87	RARA	CDC6,RARA,GJD3	RARA	87	1
6_MACS_peak_9804_lociStitched	chr15	101661413	101692415	6	17984	34511.4264	4644.0996	88			CHSY1	88	1
7_MACS_peak_8590_lociStitched	chr14	95946313	95985826	7	17561	24162.1995	3054.3549	89		GLRX5,C14orf49,SCARNA13,SNHG10	C14orf49	89	1
5_MACS_peak_15188_lociStitched	chr2	97190297	97220458	5	17555	63570.3397	5085.1446	90	ARID5A	NEURL3	ARID5A	90	1
4_MACS_peak_16640_lociStitched	chr20	5570502	5592514	4	17469	22837.45	3640.7848	91	GPCPD1		GPCPD1	91	1
5_MACS_peak_26516_lociStitched	chr7	150100840	150134155	5	17272	70654.452	7059.4485	92	LOC728743,LOC285972	REPIN1,ZNF775,GIMAP8	LOC285972	92	1
3_MACS_peak_26620_lociStitched	chr8	2027712	2051009	3	17131	67892.1174	3995.4355	93	MYOM2		MYOM2	93	1
3_MACS_peak_341_lociStitched	chr1	24511971	24533891	3	17106	56444	4061.776	94	LOC284632,IL28RA	IL22RA1	LOC284632	94	1
2_MACS_peak_22052_lociStitched	chr5	55436289	55453664	2	17094	35858.525	2960.7	95	ANKRD55		ANKRD55	95	1
6_MACS_peak_4032_lociStitched	chr10	105244578	105268331	6	17060	24919.2723	3933.4968	96	NEURL	CALHM2,CALHM1,CALHM3	NEURL	96	1
2_MACS_peak_1726_lociStitched	chr1	154374337	154394662	2	17021	59649.81	5361.735	97	IL6R		IL6R	97	1
4_MACS_peak_19628_lociStitched	chr3	133178833	133200914	4	16960	49017.6119	4268.2573	98	BFSP2		BFSP2	98	1
5_MACS_peak_14822_lociStitched	chr2	64430348	64456514	5	16955	36056.748	4474.386	99	LOC150992		LOC150992	99	1
7_MACS_peak_9746_lociStitched	chr15	93346133	93389263	7	16933	49426.98	5891.558	100		ASB9P1,LOC100507217	ASB9P1	100	1
3_MACS_peak_5208_lociStitched	chr11	72850932	72869979	3	16928	78370.7862	3630.3582	101	FCHSD2		FCHSD2	101	1
2_MACS_peak_17624_lociStitched	chr21	41324289	41344453	2	16805	61248.15	6131.8724	102			PCP4	102	1
2_MACS_peak_7070_lociStitched	chr12	108952831	108970761	2	16765	53816.895	3824.469	103	ISCU,SART3	FICD,TMEM119	ISCU	103	1
4_MACS_peak_14858_lociStitched	chr2	65156420	65178753	4	16759	62979.06	4629.6309	104	LOC400958	SLC1A4	LOC400958	104	1
4_MACS_peak_19250_lociStitched	chr3	98472532	98496032	4	16732	37313.3	3788.2	105	ST3GAL6		ST3GAL6	105	1
2_MACS_peak_25574_lociStitched	chr7	55569105	55585893	2	16715	38115.4752	2993.3004	106	VOPP1		VOPP1	106	1
1_MACS_peak_5018_lociStitched	chr11	65183400	65200051	1	16652	116736.8308	4302.6184	107	NEAT1	FRMD8,MIR612,SLC25A45	NEAT1	107	1
3_MACS_peak_3733_lociStitched	chr10	81001140	81020584	3	16639	34487.8228	2926.322	108	ZMIZ1		PPIF	108	1
3_MACS_peak_4096_lociStitched	chr10	112168372	112186622	3	16632	33844.625	3126.225	109			DUSP5	109	1
6_MACS_peak_25403_lociStitched	chr7	38383690	38408547	6	16454	28061.0673	5224.9414	110			TARP	110	1
2_MACS_peak_1630_lociStitched	chr1	150532193	150553305	2	16361	63236.7736	6052.8104	111	ADAMTSL4,MCL1	MIR4257,ENSA	MCL1	111	1
5_MACS_peak_20007_lociStitched	chr3	175051771	175074655	5	16257	42225.5568	4958.9628	112	NAALADL2		NAALADL2	112	1
4_MACS_peak_5523_lociStitched	chr11	111230436	111251654	4	16136	43624.208	3938.0608	113	POU2AF1		POU2AF1	113	1
1_MACS_peak_6475_lociStitched	chr12	53587985	53604091	1	16107	92003.9144	3918.5898	114	ITGB7	ZNF740,MFSD5,CSAD,RARG	ITGB7	114	1
2_MACS_peak_17868_lociStitched	chr22	23189769	23210156	2	16012	31069.788	2432.1691	115		MIR650,IGLL5	IGLL5	115	1
5_MACS_peak_12276_lociStitched	chr17	76754366	76779779	5	15989	26942.8626	3656.9307	116	CYTH1		CYTH1	116	1
2_MACS_peak_4596_lociStitched	chr11	19449590	19466349	2	15921	62333.4246	3623.2958	117	NAV2		NAV2	117	1
4_MACS_peak_1603_lociStitched	chr1	149802918	149834086	4	15909	66403.424	7707.8464	118	HIST2H4B,HIST2H2AA4,HIST2H3A,HIST2H2BC	FCGR1A,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB	HIST2H2BC	118	1
3_MACS_peak_8482_lociStitched	chr14	81930666	81953222	3	15872	28984.46	2275.9004	119	SEL1L		SEL1L	119	1
1_MACS_peak_22345_lociStitched	chr5	88171185	88187009	1	15825	45620.592	3179.0416	120	MEF2C		MEF2C	120	1
5_MACS_peak_10176_lociStitched	chr16	22194966	22219233	5	15695	29977.0251	4341.3663	121	EEF2K		EEF2K	121	1
6_MACS_peak_21556_lociStitched	chr4	173896103	173920816	6	15682	23432.8666	3674.8231	122	GALNTL6		GALNT7	122	1
3_MACS_peak_8953_lociStitched	chr15	40386972	40408959	3	15604	43087.9239	3852.1224	123	BMF	BUB1B	BMF	123	1
3_MACS_peak_17897_lociStitched	chr22	24178852	24200867	3	15562	72708.9405	3405.7205	124	SLC2A11,DERL3	SMARCB1,MIF	DERL3	124	1
3_MACS_peak_19115_lociStitched	chr3	69128259	69145998	3	15557	30574.9404	3207.2112	125	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	125	1
5_MACS_peak_18851_lociStitched	chr3	46421191	46449424	5	15543	17913.8385	3890.5074	126	CCRL2	CCR2,CCR5	CCRL2	126	1
1_MACS_peak_1024_lociStitched	chr1	66736145	66751640	1	15496	46777.8555	2899.1145	127	PDE4B	PDE4B	PDE4B	127	1
4_MACS_peak_12222_lociStitched	chr17	75128683	75146224	4	15494	57506.4144	3262.626	128	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	128	1
3_MACS_peak_1092_lociStitched	chr1	75595509	75612511	3	15493	30765.119	2516.296	129	LHX8		LHX8	129	1
5_MACS_peak_22927_lociStitched	chr5	150512932	150538161	5	15473	24605.8437	4235.9491	130	ANXA6		ANXA6	130	1
2_MACS_peak_6054_lociStitched	chr12	12866145	12881739	2	15447	86527.9872	2877.093	131	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	131	1
4_MACS_peak_6361_lociStitched	chr12	48196282	48219001	4	15375	41091.8553	3746.3631	132	HDAC7	SLC48A1,RAPGEF3	HDAC7	132	1
2_MACS_peak_20922_lociStitched	chr4	77608745	77625176	2	15350	21922.2402	3010.1592	133	SHROOM3		ANKRD56	133	1
5_MACS_peak_10304_lociStitched	chr16	30193834	30223861	5	15307	28552.6743	5855.265	134	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B,LOC388242	LOC613037	CORO1A	134	1
3_MACS_peak_14681_lociStitched	chr2	47526797	47551094	3	15298	45163.2636	4057.599	135		EPCAM	EPCAM	135	1
1_MACS_peak_16105_lociStitched	chr2	201979788	201995039	1	15252	88326.1665	3501.6296	136	CFLAR	NDUFB3,FAM126B	CFLAR	136	1
3_MACS_peak_23233_lociStitched	chr5	180228543	180249684	3	15127	36565.4736	3443.8689	137	MGAT1	LOC729678,ZFP62	MGAT1	137	1
2_MACS_peak_13083_lociStitched	chr19	2081521	2098400	2	15091	85871.9125	4771.6933	138	IZUMO4,MOBKL2A	MKNK2	MOBKL2A	138	1
5_MACS_peak_11703_lociStitched	chr17	43504975	43531532	5	15070	25871.8294	3959.6487	139	SH3D20,PLEKHM1	ARHGAP27,MIR4315-1	SH3D20	139	1
6_MACS_peak_23754_lociStitched	chr6	31773745	31804710	6	15059	27147.0155	4951.3035	140	HSPA1A,HSPA1B,C6orf48,SNORD48,LSM2,HSPA1L	C6orf26,SNORD52,C6orf27,VARS,NEU1,SLC44A4	HSPA1A	140	1
4_MACS_peak_3073_lociStitched	chr10	7511539	7535977	4	15047	32135.97	3257.5854	141			SFMBT2	141	1
5_MACS_peak_4088_lociStitched	chr10	112103850	112128980	5	15046	84793.646	4420.367	142		SMNDC1	SMNDC1	142	1
3_MACS_peak_6092_lociStitched	chr12	15101004	15116240	3	14975	23010.9308	3024.346	143	ARHGDIB	PDE6H,ERP27	ARHGDIB	143	1
2_MACS_peak_5025_lociStitched	chr11	65263331	65278737	2	14808	45626.4096	3444.7816	144	MALAT1	SCYL1,LTBP3	MALAT1	144	1
2_MACS_peak_18156_lociStitched	chr22	38782232	38797113	2	14783	21958.4036	2474.7103	145	LOC400927	KCNJ4	LOC400927	145	1
4_MACS_peak_19574_lociStitched	chr3	129026563	129054585	4	14757	30602.8262	4267.7506	146	C3orf47,H1FX	C3orf37	H1FX	146	1
1_MACS_peak_25787_lociStitched	chr7	78113699	78128450	1	14752	59015.8008	3075.5835	147	MAGI2		RPL13AP17	147	1
4_MACS_peak_24913_lociStitched	chr6	157976439	157999841	4	14732	26996.5472	1947.0464	148	ZDHHC14	MIR3692	MIR3692	148	1
1_MACS_peak_6161_lociStitched	chr12	26265722	26280417	1	14696	40525.871	3013.9445	149	BHLHE41		BHLHE41	149	1
2_MACS_peak_18115_lociStitched	chr22	37610696	37628395	2	14611	40750.1776	3300.8635	150	RAC2	C1QTNF6,SSTR3	SSTR3	150	1
5_MACS_peak_27777_lociStitched	chr8	145002137	145027954	5	14603	26712.8499	3193.5629	151	PLEC,MIR661	GRINA,PARP10	PLEC	151	1
4_MACS_peak_14301_lociStitched	chr2	13680616	13702546	4	14554	27359.868	3280.728	152			MIR3125	152	1
3_MACS_peak_7277_lociStitched	chr12	123371199	123387326	3	14441	20260.3501	1843.3161	153	VPS37B		VPS37B	153	1
1_MACS_peak_24306_lociStitched	chr6	90057007	90071434	1	14428	32253.0012	2755.557	154	UBE2J1	GABRR2	UBE2J1	154	1
1_MACS_peak_11361_lociStitched	chr17	29635090	29649445	1	14356	31497.741	2530.7865	155	NF1,EVI2B,EVI2A	OMG	EVI2B	155	1
3_MACS_peak_12106_lociStitched	chr17	70582418	70602044	3	14293	27284.0652	3151.9356	156	LOC100499467,FLJ26484		LOC100499467	156	1
3_MACS_peak_19843_lociStitched	chr3	156804657	156824534	3	14277	41085.759	5581.4616	157	LOC100498859,LOC339894		LOC100498859	157	1
5_MACS_peak_6027_lociStitched	chr12	11901632	11920371	5	14272	29350.8957	3219.3602	158	ETV6		ETV6	158	1
7_MACS_peak_14904_lociStitched	chr2	68936359	68965675	7	14221	27152.4792	4529.322	159	ARHGAP25	ARHGAP25	ARHGAP25	159	1
3_MACS_peak_25475_lociStitched	chr7	44661749	44680203	3	14157	28247.5378	3277.4304	160	OGDH	DDX56,TMED4	OGDH	160	1
4_MACS_peak_18656_lociStitched	chr3	30682879	30703576	4	14157	14206.4208	3075.5742	161	TGFBR2		TGFBR2	161	1
7_MACS_peak_10572_lociStitched	chr16	67184027	67218842	7	14152	26212.2135	4922.841	162	FBXL8,HSF4,NOL3,B3GNT9,TRADD,KIAA0895L,EXOC3L	C16orf70,E2F4,ELMO3,TMEM208,MIR328,LRRC29	NOL3	162	1
5_MACS_peak_20869_lociStitched	chr4	74453968	74475132	5	14090	32660.2848	3320.6316	163	RASSF6		RASSF6	163	1
6_MACS_peak_8946_lociStitched	chr15	40330234	40358322	6	14063	26231.3832	3991.3048	164	SRP14	BMF	SRP14	164	1
8_MACS_peak_10588_lociStitched	chr16	67547927	67587211	8	14057	24796.0608	5912.242	165	FAM65A	CTCF,ATP6V0D1,AGRP	FAM65A	165	1
4_MACS_peak_16288_lociStitched	chr2	219743183	219763215	4	14055	26832.864	3573.7088	166	WNT10A	WNT6,PRKAG3	WNT10A	166	1
4_MACS_peak_17678_lociStitched	chr21	44725328	44747520	4	14034	45917.4672	4145.4656	167			SIK1	167	1
4_MACS_peak_23416_lociStitched	chr6	11713784	11735971	4	14014	33728.6774	3239.302	168	C6orf105		C6orf105	168	1
7_MACS_peak_4974_lociStitched	chr11	63992827	64020261	7	13916	24674.1396	4205.6322	169	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	169	1
4_MACS_peak_3751_lociStitched	chr10	81946292	81966445	4	13868	30499.5502	3399.8111	170	ANXA11		ANXA11	170	1
3_MACS_peak_17419_lociStitched	chr21	19151782	19169225	3	13864	23579.4474	2644.3588	171	C21orf91		C21orf91	171	1
4_MACS_peak_9650_lociStitched	chr15	89163691	89184438	4	13802	29093.5181	3649.3973	172	AEN,ISG20	MIR1179,MIR7-2	ISG20	172	1
2_MACS_peak_20649_lociStitched	chr4	38307067	38322680	2	13777	41961.4988	2488.7122	173			KLF3	173	1
4_MACS_peak_18209_lociStitched	chr22	39823148	39846165	4	13772	53818.3494	3984.2427	174	TAB1	MGAT3	MGAT3	174	1
4_MACS_peak_5332_lociStitched	chr11	82763881	82790315	4	13770	35545.7998	4612.733	175	RAB30	SNORA70E	RAB30	175	1
4_MACS_peak_5179_lociStitched	chr11	71412145	71427045	4	13729	36510.96	2950.2	176			FAM86C	176	1
5_MACS_peak_28932_lociStitched	chr9	134127110	134153357	5	13728	28525.2396	3918.6771	177	FAM78A	PPAPDC3	FAM78A	177	1
2_MACS_peak_21893_lociStitched	chr5	32570721	32589793	2	13694	39515.2768	3000.0256	178	SUB1		SUB1	178	1
6_MACS_peak_13369_lociStitched	chr19	12885665	12918416	6	13663	23092.7301	4634.2665	179	JUNB,RNASEH2A,HOOK2,PRDX2	ASNA1,BEST2,MAST1,C19orf43,RTBDN	JUNB	179	1
4_MACS_peak_10191_lociStitched	chr16	23343229	23365498	4	13661	65272.6659	3939.3861	180	SCNN1B		SCNN1B	180	1
5_MACS_peak_8454_lociStitched	chr14	77487769	77507845	5	13653	25639.0596	1567.9356	181	C14orf4		C14orf4	181	1
2_MACS_peak_7073_lociStitched	chr12	109020364	109035887	2	13644	78231.2631	3213.261	182	SELPLG	TMEM119	SELPLG	182	1
2_MACS_peak_20205_lociStitched	chr3	186703109	186719968	2	13463	44342.5418	4494.6094	183	ST6GAL1	ST6GAL1	ST6GAL1	183	1
5_MACS_peak_9058_lociStitched	chr15	45001882	45029234	5	13415	28380.4352	4606.0768	184	B2M,TRIM69	SPG11,PATL2	B2M	184	1
5_MACS_peak_3394_lociStitched	chr10	45913578	45934050	5	13404	43077.1824	3025.7616	185	ALOX5		ALOX5	185	1
