CCS1477_6	JQ1_24	LOG2_FOLD_CHANGE	P_VALUE
RER1	97.6168446483508	110.622879357784	0.180447774827083	0.0177330667600386
PEX10	26.1394976163414	15.0111685395849	-0.800195126304885	0.00126338606061659
PANK4	31.9094505565602	23.1722336922923	-0.461586647513993	0.0080606458844944
LOC115110	4.66647948637466	14.6454520649588	1.65004626724558	9.93560039937962e-05
TNFRSF14	26.75431953709	33.371492262177	0.318844364239883	0.105144768889312
FAM213B	11.8392146774755	6.54046965342652	-0.856107246255426	0.000365855924375453
TPRG1L	122.646265513602	138.364388607374	0.173969373005752	0.00940997791120268
WRAP73	51.4369810194129	29.3746764725981	-0.808233007153547	0.00207598460909769
TP73	11.432808157183	1.50936952257414	-2.92116185212381	5.30441842614538e-05
TP73-AS1	2.13425886734472	1.9613761066072	-0.121868965141493	0.536472241405003
LRRC47	80.1647808435073	76.7521330256104	-0.062761705008323	0.574725826817379
CEP104	33.3745457875467	35.9293071885031	0.106412914147536	0.110986987424215
DFFB	5.71370283168075	2.11811083360446	-1.43164792132428	0.00156074552221552
C1orf174	47.3337113359248	18.076324120809	-1.38876671431118	5.63271897232708e-05
LINC01134	2.2586152820979	4.68565022261065	1.0528107106802	0.0376755011421073
NPHP4	13.4671424424716	10.2885204742721	-0.388408229122844	0.00264959919582419
KCNAB2	44.2420466050996	75.1559808634797	0.764469792285506	0.00132830719370987
RPL22	446.382146441119	415.016459690119	-0.105110770743976	0.113791305345339
RNF207	1.6699701822906	3.61713747123539	1.11502608615791	0.00217699899543494
ICMT	74.4583850813739	38.934141454225	-0.935398512680068	4.58356302291888e-06
LINC00337	1.16730956064577	0.635633053861873	-0.876921148303179	0.0780058916101399
GPR153	1.81227050446563	0.591413826089756	-1.61555843574323	0.00444989404482017
ACOT7	69.7455301117359	15.7577837312998	-2.14603611987916	3.72546285109316e-07
PLEKHG5	0.528711847758296	0.132190977857231	-1.99985794095263	0.0111827900966641
NOL9	16.002863643668	13.165922745584	-0.281521454778802	0.0406608556265189
ZBTB48	23.1860670275508	25.5474048857121	0.13991862777954	0.137054483439256
KLHL21	40.5376772090177	43.7571279310311	0.110254622260069	0.138659728518572
PHF13	23.1037330831247	11.2749785623183	-1.03500128959783	0.000617440212044229
THAP3	18.0591716943947	14.9965407960615	-0.26810196613405	0.047486712449738
DNAJC11	42.226984267782	37.8180677134612	-0.15908956588226	0.0297768429559055
CAMTA1	6.13233236974692	5.65193258219803	-0.117691635647086	0.104923852112607
VAMP3	64.7883578923342	47.1887522916682	-0.457291566153636	0.00349977642675601
PER3	0.369909341801523	0.058876529008158	-2.65140720843562	0.0223469115496626
PARK7	360.029345066324	386.70248487247	0.103109533207725	0.21601604804163
ERRFI1	2.13083570345634	1.19666491183855	-0.832400131738528	0.00822768998569816
RERE	10.7065151376423	12.9225978630385	0.271407154023835	0.139328039096153
ENO1	512.284048296361	317.696857789356	-0.689293148271152	7.09825718497156e-05
H6PD	4.43226710972322	6.07850961223043	0.455672805360225	0.00235052508220907
SLC25A33	17.7680674399705	12.3955378883642	-0.519465897188327	0.000903459335137092
TMEM201	15.2789384884963	5.11981269938681	-1.57738137744789	3.5775886807214e-05
PIK3CD	2.05223640961372	1.47233411317929	-0.47909183754413	0.0272011015270846
CLSTN1	97.13121831918	85.0051829572257	-0.192384249201198	0.0270718750966211
CTNNBIP1	35.9082423786963	25.378924062809	-0.500684130760727	0.00342983223792201
LZIC	28.7671318880172	20.4138030851025	-0.4948764090576	0.00751469143585582
NMNAT1	11.5320917106734	9.7131673852078	-0.247640486591855	0.0386797094870473
UBE4B	51.7858129630302	43.4892461533466	-0.251898215791829	0.00472274065119799
KIF1B	16.3591857606501	22.08502603203	0.432967589539484	0.000259359078188446
RNU6-2	2.22821453986963	1.82943593063349	-0.284489255424462	0.509865011762892
PGD	203.60139759088	126.393145281942	-0.687829241092914	0.00089345510075905
APITD1	5.29134544388413	3.17557916840787	-0.736614869272207	0.00270878215064582
DFFA	21.7949366099257	26.8012510492719	0.298307337823635	0.0657121622479852
PEX14	28.7141155046167	14.6887007106041	-0.96705333443408	0.000175083280675534
TARDBP	125.756085068337	125.207957065209	-0.00630196105046825	0.896571062915699
SRM	174.66123520811	60.8789255251652	-1.52054464658512	0.000119590219732993
EXOSC10	91.8486411993741	44.9465853238791	-1.03104686272907	0.000446917261705945
MTOR	40.3080369143024	28.5881500830671	-0.4956502553176	0.00266228606231657
UBIAD1	23.6535227566382	19.0414594175994	-0.312911005321437	0.000272814452133996
PTCHD2	1.7787397494196	1.33693159605246	-0.411929790767047	0.0786864816040558
FBXO2	7.24414442543286	6.00093998718785	-0.271626807211018	0.095686656063535
FBXO44	17.1655665038469	10.3852045154079	-0.724987842995068	0.026172411906068
FBXO6	15.3547139661532	8.1764141557264	-0.909141458121684	0.0015722689183192
MAD2L2	86.3587063639959	31.1776499338533	-1.46982944559622	7.7763006030275e-05
AGTRAP	49.2306390410696	45.8977247016207	-0.101133830316881	0.148481108273507
C1orf167	0.939687196698653	0.239998898419554	-1.96915280806442	0.00315480569104699
MTHFR	22.866164661991	36.4433709183391	0.672442007861955	0.000442804904292836
CLCN6	6.05840947503723	8.24524703670585	0.444623628922495	0.10407059960145
NPPA-AS1	0.528325207009909	1.52871506027628	1.53282137614342	0.01369629694937
KIAA2013	135.848901721333	122.492835358842	-0.149305534003843	0.0622846733215063
PLOD1	41.4201877355661	34.2772915981304	-0.27308097236212	0.0212562644441282
MFN2	72.4015622535738	45.4364681583526	-0.672170131121027	7.14751359839896e-05
MIIP	28.1550355275762	20.9769439794622	-0.424588456785251	0.0296148480176504
TNFRSF1B	9.25155689291458	3.89567757434061	-1.24782189142084	0.00470714657604441
VPS13D	11.1153197504976	7.23281242913052	-0.619920807081988	0.00247100974622563
DHRS3	0.376667341980354	0.0583721244658869	-2.68993947188518	0.0466044311948647
PRDM2	28.5592086002687	21.395055019704	-0.416678612612964	0.0539221088317221
KAZN	2.29027416890388	2.18156789377243	-0.0701549404813015	0.468377457855932
TMEM51	1.23834262480572	0.238909594141479	-2.37387383896483	0.00285308016658211
EFHD2	51.0607693485606	16.2563390930803	-1.65121287454651	0.00017056993299382
CASP9	27.4115710858235	15.6545473654452	-0.80820322306903	5.86950955339819e-05
DNAJC16	22.4400679841286	24.9061028727542	0.150422250006367	0.204998919385644
AGMAT	5.90821384711998	4.66822223935785	-0.339848800381456	0.0272713513321859
DDI2	11.7771353540413	9.96078826834305	-0.241656841002394	0.119431201733342
RSC1A1	14.0571947197942	10.3639998954275	-0.439727810125739	0.103400147227485
PLEKHM2	63.6564892855601	69.809344813828	0.13311257811072	0.0506849373339835
SLC25A34	1.06017793536649	0.965264106785078	-0.135310781780318	0.720318262564404
UQCRHL	23.8427883286006	22.643790328264	-0.0744374935782963	0.573649435691017
FLJ37453	2.67880315853945	3.8799017289955	0.53443153775248	0.043896917911135
SPEN	32.5123846364673	25.3976327744189	-0.356295340425041	0.0398853849003784
ZBTB17	29.1024957858409	19.1957124868711	-0.600358772113484	0.00375893714805567
ARHGEF19	5.76058925399944	2.01997856327868	-1.51187641065189	0.00132334849808664
RSG1	10.0535120218355	6.11987272170227	-0.71612601636416	0.000312313604330814
FBXO42	23.0232707424393	18.3488241912194	-0.327405183969331	0.000630092034327286
SZRD1	115.746609908552	112.907510749896	-0.0358284799512655	0.129070752376709
NECAP2	121.671737530594	177.977298988503	0.548699145973232	0.00163231706799076
CROCCP3	2.95512540853491	2.38796787788942	-0.307435926165227	0.191722076114204
NBPF1	13.557621287864	12.767330705378	-0.0866471478463417	0.357370229151411
CROCCP2	132.625483184718	100.895775664727	-0.394492234704497	0.0614583732947798
MST1P2	3.89964364785912	2.96333056564536	-0.396122724636849	0.190825317793266
MST1L	0.913231598673599	0.730042448377577	-0.323000426981629	0.393348772927927
CROCC	14.0729264904125	15.5635531415243	0.145249092762643	0.389240690749829
ATP13A2	36.3003068477326	24.805346024493	-0.5493306610427	0.00356250920976592
SDHB	161.053955999091	130.628840304335	-0.30207064732609	0.0265955767218383
RCC2	152.094400464044	76.4325278348803	-0.992708389342233	0.000149503315914062
ALDH4A1	30.823423118175	13.6687191951998	-1.17314902640396	0.000162768980506557
IFFO2	16.6827656819562	17.4065233548822	0.0612695992256684	0.393821696873432
UBR4	52.6465139662414	50.9371430048711	-0.0476199620557504	0.58131444294761
EMC1	29.7622844193462	29.8709690362615	0.005258775007941	0.906903619444328
MRTO4	36.118742102561	20.4644248676356	-0.81962952751514	0.000251774945747773
AKR7A3	0.989553121513798	0.898829047602517	-0.138730407499641	0.671076394033154
LOC100506730	5.23515703336686	3.13882506570368	-0.738008186490364	0.00605456697606332
AKR7A2	49.6004944252777	39.2401411430968	-0.338024270882726	0.0508384720288839
PQLC2	12.3639691654017	9.11544573461425	-0.439756852166193	0.0144732827108607
CAPZB	117.606882480701	113.900758548423	-0.0461951356644364	0.0416338696171911
MINOS1	33.8858512473763	33.7131401891295	-0.00737200138977704	0.789856083804951
RPS14P3	2.35888691638325	1.89507180116291	-0.315853747523361	0.505033061553503
TMCO4	14.3236302026675	11.0601691255587	-0.373023731194044	0.0134364147299778
OTUD3	11.2500106163199	7.00877573479399	-0.682691995778164	0.00622900724889841
MUL1	62.4005862613562	50.5992872582804	-0.302442520196734	0.0141422272410263
PINK1	82.1337764471557	93.3229536717596	0.184256335750406	0.000233907644698083
PINK1-AS	7.24595826143741	6.06763016239239	-0.256043343219817	0.0114589286368315
DDOST	462.75101462284	290.02131864349	-0.674077200783422	0.000233671542129491
HP1BP3	206.783549396202	180.632159887279	-0.195066642832229	0.100432809765831
EIF4G3	30.2567778743039	40.1800901991916	0.409222443484208	0.0648490326026904
ECE1	66.4555381854291	41.0536727571023	-0.694878139326774	0.000268298531003231
LOC100506801	0.738746886792002	1.52575948140833	1.04637550501907	0.0267104977347431
NBPF3	18.854296035422	11.7451351310106	-0.682829973399367	0.00449504199970604
USP48	77.9344124833923	79.500664472401	0.02870641756981	0.500162172638086
HSPG2	0.268900583453534	0.0849403357633396	-1.66255116885251	0.0636922222243954
LOC101928043	0.944736162935159	1.50800005098811	0.674653089046495	0.327337537434738
LINC00339	14.4386899186886	23.0151655365637	0.672644972632724	0.0034119731065588
CDC42	230.551918004644	204.593657346819	-0.172330247381633	0.105155351299136
ZBTB40	19.325524844722	25.0594069571647	0.374844677444288	0.00903663442411786
KDM1A	63.7832802383668	38.2918058318978	-0.736142595307452	0.00057233327806898
LUZP1	22.2493591495472	8.61114025598145	-1.36948759075978	2.1920729510243e-05
LINC01355	2.72320432201795	3.30909936482667	0.281133381344411	0.515071167074934
HNRNPR	70.5577157259188	39.3909295918542	-0.840940391344794	0.0038220076669204
ZNF436	7.52740168515535	4.05655175217055	-0.891898066183805	0.00143824044636722
ZNF436-AS1	1.23235637180485	1.19727021406895	-0.0416707202657036	0.830219390401815
ASAP3	1.47356096554107	0.951827613454573	-0.63053453600463	0.0218873992691386
E2F2	55.0210072985891	23.8880457510472	-1.20369371839738	0.00032343263445957
ID3	13.9065227082982	10.5386869752825	-0.400066591169958	0.00908318246884761
MDS2	1.13976376470939	0.262960614238722	-2.11581619588191	0.00615796002443063
RPL11	2953.66332399317	2817.29595284222	-0.0681942638754459	0.536123733936271
TCEB3	52.582403889755	53.0672497455962	0.0132416832112297	0.658515781626033
TCEB3-AS1	4.97554617809105	13.8972600122978	1.48187366113628	0.0125007535161462
PITHD1	115.547549593831	92.5723653832296	-0.319833174150079	0.0116357159237285
LYPLA2	97.4567348564684	89.6633737066725	-0.120243104202149	0.101634089803979
GALE	22.9296971752113	17.2001997035143	-0.414791986371614	0.00278823843241415
HMGCL	50.3544274679195	71.6882098463988	0.509617232216029	0.0118436300734891
FUCA1	86.1412552827893	94.5250704096518	0.133992671616789	0.119124981119597
PNRC2	267.908925083878	192.974369083843	-0.473333402729706	0.00591242107783417
SRSF10	27.1990965764964	15.985135572381	-0.766827752975599	0.00110102291441108
IL22RA1	6.75556089756533	5.31697851894376	-0.345468920117216	0.0247132759235378
IFNLR1	18.6511413848396	32.3613866561348	0.795009506179664	0.00100847983509201
GRHL3	1.57896951752014	19.0444432001876	3.59231488371849	0.00378275079529934
STPG1	8.53947438162416	6.56875322022024	-0.378527706047729	0.0769612969660586
NIPAL3	51.9850139230804	44.2422589220251	-0.23267073898137	0.000470155470098122
RCAN3AS	1.38608379391719	2.07190239475392	0.579941564318271	0.458229948539194
RCAN3	24.9003295141949	20.4788328784224	-0.282031337901211	0.00314013102359606
NCMAP	0.392520399791757	0.474482556974808	0.273587416893998	0.390888881831255
SRRM1	99.1510586514201	70.3617756212127	-0.494836285882032	0.0505650876514585
CLIC4	161.541331654323	173.454467682291	0.102653663401906	0.0962102013595703
RUNX3	69.2494767773661	57.883428647473	-0.258652790237817	0.0121659498913767
SYF2	121.296279798052	113.778667069008	-0.0923052182487038	0.259409113122056
RSRP1	216.040895253318	384.626512139079	0.832153778641699	0.00532274527837009
TMEM50A	166.046977640282	203.833971206964	0.295803049395036	0.0332219117052266
TMEM57	52.9317961886368	23.3932017578007	-1.17804527867146	0.000530174449374713
LDLRAP1	135.548050774215	191.592035594384	0.499233223161641	7.71046830348841e-06
MAN1C1	22.7403365385552	18.0796071455263	-0.330890275547312	0.00641760341116642
SEPN1	16.2691443103609	8.18885161496296	-0.990405322169881	0.000240678918447861
MTFR1L	49.0264311589327	60.7212314806355	0.308641304611741	0.00769839345842876
AUNIP	8.11071295036599	0.998635431511167	-3.02179873683459	0.000102618485698353
PAQR7	0.468045604343384	0.169031119728474	-1.46936022613423	0.0693339566685808
STMN1	283.505969487594	102.454667095083	-1.46839340818407	4.02493351168752e-05
PAFAH2	13.7209069356323	8.64271137531545	-0.666819956977336	0.00634943798726731
PDIK1L	23.9449661751714	10.1199598763476	-1.24251882757293	0.00103676441506568
ZNF593	73.8782639193074	56.559056398586	-0.385391913341521	0.0501543820312486
CNKSR1	25.7768354472664	16.4754427161955	-0.645757925968994	0.000716246257844919
CEP85	37.8476665087585	17.8857087853716	-1.08139706241089	0.000186686467026772
SH3BGRL3	230.892042683675	173.044782227803	-0.416073012877122	0.0284334826257303
UBXN11	17.6051020403416	7.73619585253619	-1.18629736496441	0.0260011061954907
CD52	6.84606508965372	2.15655891299985	-1.66654388074497	0.00202012482777344
DHDDS	41.6291601054812	25.930704129455	-0.682933069430743	0.000551828908186441
LOC101928324	1.57833611617468	1.39661207698107	-0.176473115295787	0.249152504963278
HMGN2	810.457116722436	293.362961638614	-1.46604911529432	4.27507607764863e-05
RPS6KA1	72.4066088901785	83.7477549663493	0.209929131670471	0.0283195819591596
ARID1A	77.946711700021	88.2907428638436	0.179774019716734	0.265159888598535
PIGV	11.9316750798828	10.0938525372334	-0.241319680911651	0.033658319934639
ZDHHC18	75.9627226674498	69.5726549126253	-0.126771240293635	0.0462325917274983
SFN	5.50767101250221	0.78493888001353	-2.81079015940729	0.000675865523722763
GPN2	44.5850570895353	38.6777359486151	-0.205056917253284	0.0786378533267513
GPATCH3	27.7158276247197	23.3846969568652	-0.245145355768482	0.0759196807817878
NUDC	129.947677272679	84.5022096048233	-0.620869875545762	0.022852194218006
KDF1	20.1171865624956	1.91128109991442	-3.39581667275537	0.00305458191392778
TRNP1	2.03736182150332	0.732250959604215	-1.47629213196458	0.0143522251943927
SLC9A1	36.3233308826067	13.6380891555966	-1.41325498386919	7.76947201114229e-05
WDTC1	72.0059628957208	80.7177592919883	0.164769743369468	0.043834943125263
TMEM222	75.4797204686371	53.7114778098404	-0.490858663933462	0.00120628169915938
ACTG1P20	1.78785869521587	1.42221823210606	-0.330089860406235	0.327790118704777
SYTL1	8.54128581890061	1.57971259333794	-2.4347911677801	0.000291890088590626
MAP3K6	4.34515111870022	0.821448157884096	-2.40316491920891	1.27148905906049e-06
WASF2	99.1703454228681	70.8754752324738	-0.484622277210754	0.00297356214130852
AHDC1	3.77702539473624	3.00206190688699	-0.331296755997489	0.0296993258701208
IFI6	24.6753571456755	45.1659364414186	0.87216415492053	0.0655124721683252
FAM76A	17.4110011522643	10.8803519064513	-0.678273943114401	0.0036480984574419
STX12	34.0545365034713	29.4842797372753	-0.207901045204449	0.0295492033954127
PPP1R8	69.6906984120426	45.9083972752794	-0.602208046568337	0.00633147889935293
THEMIS2	5.51989489508503	3.29963410084618	-0.742334745058185	6.87893852997255e-05
RPA2	74.1257685291732	36.1327822893306	-1.03666680830126	1.06348450948819e-07
SMPDL3B	2.8854640499704	2.54803926000479	-0.179415849860687	0.314928321043006
XKR8	17.0066839791931	10.6046477849178	-0.681405161822778	0.00171749295747226
EYA3	27.6711484524403	26.0086685330207	-0.0893899772418577	0.40294171509743
DNAJC8	184.43175908047	215.652354457696	0.225620358560387	0.0466732280861774
ATPIF1	135.576134491811	204.521715508921	0.593150789601657	0.0125290872092869
SESN2	45.3396652229361	35.4980968769667	-0.353032057646525	0.00253326888626107
MED18	42.1422267186075	26.0285130834477	-0.695173647501221	0.00286675100767443
PHACTR4	25.714065160381	19.2375296629234	-0.418634154107443	0.00642573482825603
SNHG3	78.0711207949027	61.0149486908768	-0.355626234322308	0.13297440808855
RCC1	63.3420806883633	42.733379970773	-0.567800827800712	0.000173629037545992
SNORA73B	60.6336708214306	31.0375170048188	-0.966106020419033	0.113498970481956
TRNAU1AP	34.2345007351095	40.7638860816088	0.251840619528472	0.0131134770387325
SNHG12	153.821306002562	144.198553447645	-0.0931986548223551	0.634181035375468
SNORD99	47.3712125850135	41.7090018903211	-0.18365181330133	0.556320007674706
SNORA61	128.662717648338	88.0429695628039	-0.547314355916942	0.17438756629323
SNORA44	82.8270166190601	69.2835733320142	-0.257588084906411	0.433189184312879
SNORA16A	64.1677575411828	65.4599840506296	0.0287646843621796	0.889599904034898
TAF12	68.732244066629	64.1407512388076	-0.0997458120371892	0.299031473036929
GMEB1	29.6997100992338	15.345390688035	-0.95264347209626	8.46046286372186e-05
YTHDF2	128.330216390322	89.0928617645203	-0.526479153779748	0.0198248752229167
EPB41	64.7416275771263	54.7617371632047	-0.241525421952365	0.0345677668987677
SRSF4	188.445631403609	101.249341672324	-0.896235822891413	0.00293727955276499
MECR	25.8767536104677	14.7146796590714	-0.814400499264472	0.00206907282488123
PTPRU	0.412373269891574	0.0352735023089221	-3.54729408669154	0.00333087033303325
MATN1-AS1	1.41393112555352	2.22896219599938	0.656660301894117	0.0636662145563052
LAPTM5	1134.76735820824	1446.04779479184	0.34971868012006	0.153064637530832
SDC3	3.87616509192082	0.538181486268871	-2.84846535123186	2.82891978828709e-05
PUM1	56.834586886511	49.1731824786426	-0.208897424972506	0.0969404890278634
SNRNP40	78.8609901307877	45.6925152999974	-0.787353961373425	8.61461728642402e-06
ZCCHC17	70.8260176772161	39.5753739556204	-0.839676443651913	0.000953974943077558
SERINC2	10.1335814804028	5.26790663277535	-0.94384247059406	0.00271960815270094
TINAGL1	1.82927149936669	0.12564631559722	-3.86382894296777	0.0181113281935286
PEF1	61.0030704542044	44.439921906591	-0.457025577847685	0.00824926105192367
COL16A1	0.368179036014184	0.33449220128056	-0.138434907795973	0.653791741418591
ADGRB2	7.90429323193852	1.77549356345274	-2.15441633844885	0.0038479338549033
PTP4A2	143.363348459979	112.133524087316	-0.354458580057895	8.43128886031792e-06
KHDRBS1	149.940384260657	116.006043200558	-0.370189041699982	0.00163376111132513
TMEM39B	48.9308539505627	35.6345969615144	-0.457465854053621	0.00186113825553273
KPNA6	44.4678595498638	37.3686931817907	-0.250932850364871	0.0323838626673334
TXLNA	81.2208879523254	75.9306356938731	-0.0971687131878044	0.101481001819243
CCDC28B	0.440491629331229	1.58812144962626	1.85013473605679	0.0308270726823254
IQCC	8.90423127535661	3.5453909157902	-1.32854635702543	0.0121816988559875
TMEM234	12.8900874912883	11.0581644804388	-0.221150120227485	0.0770307586615727
EIF3I	247.156740115005	205.39631562147	-0.267015947218468	0.000950730965674496
FAM167B	0.630372904285184	0.205789503279493	-1.61503612740388	0.0690235244176823
HDAC1	81.0293149622194	88.9247096752018	0.134140415337086	0.0068889656062572
MARCKSL1	183.676533633762	204.746203210262	0.156669378281507	0.082729566954859
FAM229A	29.967890362095	23.0281220275425	-0.380020764261407	0.183804483398847
BSDC1	67.8531971662636	75.5533782000448	0.155079468297092	0.126138744952403
ZBTB8A	3.81402303199524	3.70356550046776	-0.0423987031521479	0.520848100117932
ZBTB8OS	63.0936260173566	84.9273250685854	0.428734545064366	0.00271616852445237
RBBP4	80.9891195425688	65.5657913330275	-0.304784811345092	0.0159114071845979
SYNC	0.51916795572341	0.332933203138599	-0.640968583154128	0.134137983443048
KIAA1522	18.7260169522493	6.73319743488876	-1.47568039499295	0.00056872300998297
YARS	139.90281475801	155.853634252313	0.155766807722995	0.0234543043804059
S100PBP	27.6817979313931	37.4252050762968	0.43507257275254	0.00600126909720593
TMEM54	12.030805227081	4.47702164603529	-1.42612200727458	0.00118494043502485
RNF19B	69.4104963081334	66.5443251499132	-0.0608382053109939	0.279271002463866
AK2	61.1289301707119	44.1233315558565	-0.470313591931195	0.00530280379155854
AZIN2	3.56859797917947	4.83892520927562	0.439329257440811	0.0427528698250688
TRIM62	26.376026854797	14.3494497938514	-0.878231840820922	0.00114770037315159
ZNF362	12.2954520499536	6.19667190178436	-0.988559289125991	0.00218639651828116
PHC2	54.1605801953745	37.5350031375229	-0.52900659027986	0.000472141247814342
ZSCAN20	6.64462606434658	3.48935708284988	-0.929226769024167	0.00717976058009537
SMIM12	25.5926313579827	24.4168692843082	-0.067850257873743	0.0475278719469187
LOC653160	2.93565369845942	1.95614046855429	-0.585671819552435	0.102510345411307
ZMYM6NB	18.6829589859458	17.0408753411488	-0.132723520959627	0.557355598829549
ZMYM6	24.7634090797593	21.1188189776113	-0.229680780815275	0.122474992610759
ZMYM1	4.80632571508866	4.1902849463583	-0.197886067413445	0.270460136958767
SFPQ	442.857298075156	255.968422159007	-0.790876052525342	0.00142973310602711
ZMYM4	26.5008707470916	27.3638618967659	0.0462320904659601	0.55448819911327
KIAA0319L	36.8660338730001	63.0550186279591	0.774318984476791	0.00181674533073911
NCDN	30.5340227346294	30.0835154961902	-0.0214445041651514	0.541546169410037
TFAP2E	0.573509054334091	0.871270959321366	0.603305193795869	0.263709484772217
PSMB2	95.0021513806969	55.3386541082328	-0.779672627928937	0.000444003547522413
C1orf216	18.1483359259902	15.7220813302138	-0.207045051377741	0.10231704239166
CLSPN	49.4608884550919	11.0497296323091	-2.16227708496837	1.55574124857442e-05
AGO4	13.8969593535093	10.9903845135183	-0.338527394840771	0.0494809697184046
AGO1	17.7374896069813	8.53166215792693	-1.05590309577511	7.26343607087704e-05
AGO3	13.4898956776727	8.6420774493043	-0.642429126072409	0.00769775190185973
ADPRHL2	53.0693523898698	46.3449898368422	-0.195465559969053	0.000849640851671646
TRAPPC3	78.9829926395854	95.7874050000464	0.278293937681362	0.0235219593252621
MAP7D1	86.6552932547435	143.390894957322	0.726593635801304	0.00341373716282874
THRAP3	180.899476838662	112.55699535453	-0.684532513419558	0.00942529791607639
SH3D21	6.61166561986523	2.04057719157442	-1.69603647689774	0.00145358302595535
EVA1B	18.1997986429419	23.2221073895502	0.351576412710757	0.0991078486121572
STK40	65.4446473133883	66.2346063268352	0.0173099951890783	0.73790156633042
LSM10	95.075307873992	91.8298954336699	-0.0501068028196656	0.199170531545739
OSCP1	5.70622215071451	0.766098159209872	-2.89693475418568	0.00969028380941581
MRPS15	138.234395499658	85.1555289966837	-0.698944522280069	0.00361097835910914
LINC01137	3.01056920101932	8.27460093998886	1.45865345697153	0.00563198117618746
ZC3H12A	33.5408400716029	103.874133798413	1.63084571793913	0.00204144734149171
MEAF6	32.243325167603	24.109088528323	-0.419423423571652	0.0025822552694015
SNIP1	23.4777166943657	19.26580165374	-0.285249889108167	0.0337616184377463
GNL2	106.415470256595	75.0720027225367	-0.503361023424083	5.62106727022296e-05
C1orf109	18.6786272560308	15.0517998375481	-0.311452421954874	0.00102895302873103
CDCA8	132.163076720732	25.0487229753068	-2.39951021834676	0.000501298888332261
EPHA10	2.16279944520901	1.28104415822028	-0.755579684517187	0.0197545928576454
MANEAL	41.0566339544211	13.4423201656436	-1.61083318128241	3.96559794213793e-06
YRDC	19.9124694749032	15.7533676583678	-0.33801187806863	0.0236948531935585
C1orf122	68.410915632208	76.5292875373478	0.161785429090413	0.530513629075688
MTF1	14.599847218222	12.3854211541045	-0.237310345087417	0.0588258737335105
INPP5B	27.8237810086754	20.8792158507668	-0.414250952429251	1.46589786939122e-05
SF3A3	108.579697352832	72.3505002379382	-0.585679470893155	0.000317238509642721
