KB528_6	JQ1_6	LOG2_FOLD_CHANGE	P_VALUE
ATAD3A	44.8833235849565	32.4687511496972	-0.467127615559758	0.00212495038484975
SSU72	179.006905164829	112.140540997501	-0.674707305410084	0.00505029453342001
MIB2	10.2084130975744	8.80268198514195	-0.213743562509695	0.0185563992087371
CDK11B	48.0305562895319	32.298772495004	-0.572473181178792	0.000442142741939596
SLC35E2B	38.2647720261674	39.0045167231297	0.0276243933382052	0.795866880706957
CDK11A	17.7226430633812	12.4591491769398	-0.508388224521184	0.0336704260365812
SLC35E2	8.24664129047587	10.9959929029636	0.415099320615058	0.0779033448861572
NADK	44.7609660126388	48.0372925419807	0.10191366845613	0.0753947161972171
GNB1	188.453608763478	151.867193634747	-0.311399169554132	1.7555205141542e-05
TMEM52	5.53949760966744	13.0735625744889	1.23882528642856	0.00508942079511344
FAAP20	9.29097059464475	5.82895917339869	-0.672591020796803	0.00454273664926252
SKI	21.1192441028402	34.787193627352	0.719998098849042	0.000553854163133399
MORN1	1.2075874020171	0.758152897386187	-0.671566878857458	0.0526815997001861
RER1	109.511345235339	87.0999598162262	-0.330336380584367	0.0135077207638038
PEX10	34.9221277122542	11.2884585966814	-1.62929295709825	4.52844034878652e-05
PANK4	32.1446073108121	22.4896377776037	-0.515316301420681	0.0110396020098298
LOC115110	4.84022865777111	5.10291915116766	0.0762475807335807	0.74863017929898
TNFRSF14	30.333105262386	25.8543565817891	-0.230485795195772	0.0343384035525467
FAM213B	12.8998524577986	8.34369212425356	-0.628596735274709	0.000764196743379817
TPRG1L	110.798644520809	111.554395789304	0.00980713197628354	0.421332136747588
WRAP73	61.6700287946604	36.9081281475557	-0.740630948989457	0.00374958838548198
TP73	20.951161248676	6.88674475219898	-1.60513609800867	0.00218404650549426
TP73-AS1	2.9708671713322	1.01488877138811	-1.54956248189587	0.053596365846669
LRRC47	77.8244777788393	64.1013438025078	-0.279869389479247	0.0111231617194702
CEP104	37.4090491076714	25.1926262657172	-0.570385767694345	3.38467742596012e-05
DFFB	8.25297185919362	2.56107493875875	-1.68816425334213	0.000514250456722047
C1orf174	46.308561804401	33.224078123364	-0.479049783006433	0.000435080927986186
LINC01134	2.60714446746991	1.82710622645299	-0.512910014410061	0.143183485256853
NPHP4	12.5962252281995	11.1005759162183	-0.182356931165593	0.129753127585108
KCNAB2	47.5169949366245	45.9840223043715	-0.04731093361702	0.337523820194927
RPL22	447.182410324108	474.581987292517	0.0857939025627145	0.285470001093471
RNF207	1.64277971400323	1.08473318161836	-0.598798819422552	0.132088229055958
ICMT	85.3190792284431	59.3018154603699	-0.524792124079682	0.00029000554594772
LINC00337	2.35885624217613	0.597161700664283	-1.98189395242838	0.00275172848693396
GPR153	1.60928647296091	0.906381536732214	-0.828230788108023	0.00322305192648372
ACOT7	74.9766730642717	59.0937788489938	-0.343435553047843	0.00410918082604255
PLEKHG5	1.16295195625246	0.344912106717014	-1.7534908229185	0.000448854986941577
NOL9	18.4080887181179	11.0495529496763	-0.736351840525468	0.00833793718511864
ZBTB48	25.7738740715035	15.5208421736541	-0.731702563548052	0.0105401007732089
KLHL21	26.5745689033353	42.9257096114911	0.691795695507931	0.000148243289981851
PHF13	27.9108771160442	17.9015235589596	-0.640745085383416	0.000913929448975742
THAP3	19.9472332099125	15.0145232020996	-0.409829988934623	0.0209989247248786
DNAJC11	47.2356276943048	28.2958113761979	-0.739286922708547	0.000111075972027347
CAMTA1	5.93063965510845	5.54820569390728	-0.0961664414301915	0.0428220917998912
VAMP3	70.5533271793371	47.3074064581383	-0.576648049655777	0.00010595918489448
PER3	1.11251986701101	0.160723557221111	-2.7911777943184	1.1119571694769e-05
PARK7	435.570335550934	316.629140875885	-0.460111663255241	0.00603156191022937
ERRFI1	3.03710235550471	1.26895103151638	-1.25905913356213	0.0247731325038064
RERE	9.30547326277442	10.3819172444694	0.157921462364912	0.123923477427979
ENO1	473.983077002193	466.944807174661	-0.0215835167297764	0.416714265801953
H6PD	4.32529866723566	3.08783437578212	-0.486204384178603	0.0288069841437445
SLC25A33	17.4509673642374	14.0173740121029	-0.316090909013322	0.0260612242651476
TMEM201	15.4640650092149	10.7116338677544	-0.529741053461716	0.00194121015992655
PIK3CD	4.53303665408787	0.603621455468518	-2.90876183501665	5.8428683418449e-07
CLSTN1	104.9389547826	84.4353344922023	-0.313631556257965	0.00448620970475874
CTNNBIP1	36.5156826525519	34.9591039512059	-0.0628479945865325	0.438071083257622
LZIC	42.2224348423322	15.3611692780715	-1.45872174016138	0.000157307874640458
NMNAT1	11.6916664798886	8.74879492085417	-0.41832436446906	0.00383459273204113
UBE4B	56.3208529666927	44.3113079891774	-0.345994270248953	0.00902894113595274
KIF1B	13.7050540942241	16.1562313487505	0.237382687405301	0.020380273332301
RNU6-2	1.94064999637888	1.8227054388812	-0.0904585147039249	0.623694512874103
PGD	175.433494100097	191.191367239614	0.124093167368615	0.0183003319604899
APITD1	8.20078255893544	3.79497362383379	-1.11167172681666	0.00545040587656405
DFFA	31.9345446390868	15.8661077702215	-1.00916962537697	0.00345571886802877
PEX14	34.9501024802231	18.4049500857954	-0.92520284871812	0.000493693388658397
TARDBP	116.006791121579	99.4836412545855	-0.221678045741986	0.0101965648048802
SRM	262.61446325355	154.130480091286	-0.768794183146325	3.90247751752977e-05
EXOSC10	140.516255110028	48.311639375274	-1.54029431883522	0.00439798842416069
MTOR	45.394644946087	29.2999533575435	-0.631623749631724	0.0218844012756851
UBIAD1	20.4226194535264	21.0816040725259	0.0458167224224987	0.638883622151254
PTCHD2	1.44594006298421	1.52802551526155	0.0796608829466895	0.510614548824018
FBXO2	5.88355339048157	5.69563675854918	-0.046830597670027	0.748900321095547
FBXO44	17.5212183780086	8.93592207284606	-0.971414589794598	0.0256446017275237
FBXO6	18.6244936586033	12.4992772641034	-0.575356526291708	0.0037386774463644
MAD2L2	120.165388891247	60.423447067564	-0.991841022840466	9.83712134628763e-05
AGTRAP	46.2872424216892	54.7874475075033	0.243230775348487	0.00437068784510138
C1orf167	2.14085368622586	0.311024895488567	-2.78308423173534	0.000263064884372017
MTHFR	14.019858360231	23.3170204959107	0.733911675158984	0.000363496800092332
CLCN6	6.19363334747699	3.51007134298092	-0.819285626530836	0.0441513999705417
NPPA-AS1	0.731905055702039	0.356115378262494	-1.03931177366207	0.0210063713092862
KIAA2013	115.454899403631	112.288447568835	-0.0401198877186978	0.447589606246036
PLOD1	50.2719116329433	30.4716594559721	-0.722284479916833	8.93952788947667e-05
MFN2	92.3399668500072	51.1932830966607	-0.851000683118949	0.000442194342917026
MIIP	35.1586425773219	19.9452815489437	-0.817831882506157	5.51896489710727e-06
TNFRSF1B	7.84955352594286	9.63481328211141	0.29564611066476	0.0778278649362954
VPS13D	12.5864819421595	5.90266043034324	-1.09243783695327	0.00239561897648392
DHRS3	0.885397297120347	0.303673165094766	-1.54380554281635	0.00692426604377845
PRDM2	22.9690483978636	26.230329916896	0.19154486603829	0.142179134301549
KAZN	2.16860377381371	1.98059536065804	-0.130832316851392	0.40048890177883
TMEM51	1.5021261036838	0.704870658182532	-1.09157547601706	0.00153929663898257
EFHD2	68.8467432748369	31.609044703286	-1.12305097635378	0.00263431722505572
CASP9	29.7567035881261	20.113964694512	-0.565017233762738	0.000858022532431134
DNAJC16	18.0352025216692	18.9581832705519	0.0720050963353654	0.459068610183424
AGMAT	10.3602425907372	6.66074640985605	-0.637302023605096	0.00106319849624514
DDI2	8.94910883845169	12.0751801445977	0.432228782617393	0.00190623645186975
RSC1A1	9.10822449035535	13.9396831870707	0.613956017732136	0.0303058070482181
PLEKHM2	67.4736298565251	57.8214308955392	-0.22271946476586	0.0528471378110296
SLC25A34	0.982004267784821	0.844488934234461	-0.217650775709962	0.449435385835261
UQCRHL	24.8967886119597	28.2429326941536	0.181930239301364	0.0738959143620176
FLJ37453	2.96217165728982	2.299230439763	-0.365504179923664	0.00788710279675947
SPEN	23.9230584721933	30.1084842607333	0.331768236466272	0.0617422040454522
ZBTB17	33.6827551089058	16.8552248829729	-0.998814273732962	1.88421955792682e-05
ARHGEF19	8.50376045521385	3.61756472654749	-1.2330821276467	0.00672441200566072
RSG1	12.6368357421281	6.08557833350026	-1.05416897970671	0.00251827098290801
FBXO42	20.4135000756581	18.5567692748764	-0.137578006666512	0.0202874709790954
SZRD1	95.3457315252319	108.023875470014	0.180109954567162	0.00660056767243874
NECAP2	108.002569419919	123.932123508523	0.198484550992512	0.00427256487950012
CROCCP3	3.74913814747399	1.63220745875406	-1.19973454664907	0.000355333115296645
NBPF1	15.2478014917586	8.72163464686566	-0.805930780644752	0.0148629254534369
CROCCP2	153.47376394068	78.2136672683076	-0.972499415476172	0.00300194372231976
MST1P2	4.55145807002099	1.62642758064873	-1.48462220456761	0.0333584050190566
MST1L	1.06766725298475	0.345918388592449	-1.6259584769185	0.0569852326484157
CROCC	18.9794833172125	7.41309126157414	-1.35629354064332	0.00292954961613933
ATP13A2	37.337546556495	26.7551912151362	-0.480808291755269	0.0028772347006141
SDHB	184.223611032626	129.762045792507	-0.50558950641718	0.00292229119291183
RCC2	123.410821431162	144.781882469533	0.230412175044152	0.0140066154393474
ALDH4A1	27.4002629358234	27.1593480269407	-0.0127408900884461	0.610837249581425
IFFO2	10.0498339836996	14.3578704913851	0.514670120319344	0.00210848775329527
UBR4	40.8285573434786	47.2486341649654	0.210694033817288	0.0804932266091829
EMC1	35.7475617928229	23.4579959183558	-0.607765079233492	9.87812573762617e-05
MRTO4	44.7802611846881	25.4985867798248	-0.812445652723129	0.000134601307076359
AKR7A3	0.864366968233341	0.79402672963458	-0.122456366491116	0.64554850566942
LOC100506730	5.59992682817901	4.35430827823702	-0.362964424520016	0.0663264218881591
AKR7A2	74.9768706928013	42.5229002635488	-0.818205614295338	0.000409150726752073
PQLC2	18.8141112219545	7.22638595586191	-1.38046892294297	0.000807536500801919
CAPZB	137.577024217329	108.269476455138	-0.345612982854061	0.000731190839539067
MINOS1	37.2590719796078	31.7584612904557	-0.230450726135342	0.0250012673268376
RPS14P3	2.18868073957556	1.85801172831487	-0.236301917082021	0.24524467754278
TMCO4	20.509068164224	10.5497348921559	-0.959055198599024	0.000460087696058571
OTUD3	8.6913494846122	9.75424491605748	0.166449998805491	0.205700391922583
MUL1	62.4161244264931	44.3766068288837	-0.492119420613584	2.3664837517957e-05
PINK1	76.5809176995951	60.1551685393605	-0.348296249420799	0.00826700643112838
PINK1-AS	5.91701277888709	7.1064346260114	0.264256915020489	0.131269257813463
DDOST	460.084702026987	434.119268631491	-0.0838080282825809	0.0992544690532374
HP1BP3	173.462650178668	165.224277792583	-0.070199366799461	0.508483383478809
EIF4G3	30.0648025512002	20.497993806	-0.55259276757029	0.0369951486985172
ECE1	35.4642903999062	77.5914643889866	1.12953087326609	5.68399633933664e-05
LOC100506801	0.228457220372432	0.96334458409284	2.07612789648354	0.00232333068719163
NBPF3	19.8359777271069	12.5048145966168	-0.665635843057088	0.000140176880417061
USP48	64.5449696075251	71.4095811244437	0.145812993992646	0.025637349040649
HSPG2	0.316206253102571	0.21432284760323	-0.561080243031974	0.00936056534542509
LOC101928043	1.37819152793681	0.755273109670186	-0.867706066008561	0.045509598292881
LINC00339	14.3231852037699	12.5835675174344	-0.186811363228784	0.0959829534999253
CDC42	193.766433407903	210.170123642149	0.117238929030307	0.0390395099466696
ZBTB40	19.5606413778238	13.0927335214251	-0.579187339022318	0.059895936333552
KDM1A	74.2079937053015	41.7771596064598	-0.828860194589002	6.13618749336525e-05
LUZP1	15.2662899284358	16.8699211260322	0.144103732914558	0.135401026817711
LINC01355	1.73862602804623	2.22323708163471	0.354714155025069	0.215234354648287
HNRNPR	87.5505668367888	53.3142215396062	-0.715596096824983	0.000488451504265709
ZNF436	9.63461681979226	4.7523643734539	-1.01958183521264	0.00262150503330308
ZNF436-AS1	1.69166392193516	0.737852710719245	-1.19703821973015	0.0260991451443581
ASAP3	0.641029912810468	1.31756056593818	1.03940569655877	0.00475378811524058
E2F2	54.6346967853787	63.0784648444168	0.207330096695762	0.0227080657319248
ID3	11.4236942354817	16.560231372079	0.535693559578226	0.00821519370111241
MDS2	0.76175125525036	0.841080017819552	0.142923088414554	0.585087974613251
RPL11	2879.64201936206	3028.09956796465	0.0725231686341927	0.347334216826144
TCEB3	47.8730547361665	41.8581712826024	-0.193704582153326	0.0161853246393381
TCEB3-AS1	7.06344792622553	4.51425864207951	-0.64588350808112	0.0772553537552538
PITHD1	105.517543788418	114.528240204192	0.118220492408309	0.042136353393274
LYPLA2	121.271914821322	77.2761037691838	-0.650151216583536	0.0056175435434785
GALE	24.8593918536353	22.6913453172555	-0.13164885794125	0.140303474838954
HMGCL	56.4152428358321	38.5970633839434	-0.547593931333695	0.000240787273920591
FUCA1	80.5812533731963	72.1869546054163	-0.158706104107679	0.055172279046292
PNRC2	235.195925336659	264.789966296357	0.170985388692814	0.00283353336571756
SRSF10	29.3100913918472	21.1767355583098	-0.468917254738657	0.00862515064082747
IL22RA1	12.5396880113357	8.20959517558953	-0.611118466244982	0.00110639866792592
IFNLR1	23.351126181992	19.9880055729797	-0.224357604715635	0.00945198672212655
GRHL3	1.9296353919103	4.37441958376701	1.18076333343611	0.00106254469662232
STPG1	15.4996768175346	4.84860258414717	-1.67659722114791	0.0064812998598636
NIPAL3	58.339048488905	44.1364071777468	-0.402492660901223	0.000557285845140104
RCAN3AS	1.71908262685821	1.30530574048455	-0.397251121485186	0.398615160635015
RCAN3	29.8057291037849	20.0565089549203	-0.571519153108151	0.00511722638270087
NCMAP	0.231097097354219	0.530995357369694	1.20020010797105	0.00471097775252148
SRRM1	98.9779223164273	76.9158416359402	-0.363825991173091	0.0732038205473826
CLIC4	95.9777108411462	200.276683640114	1.06122316236061	0.000301963592579904
RUNX3	48.9604684703718	77.8285561211049	0.66868223013562	0.000335001450283088
SYF2	141.079764127865	95.5498340449535	-0.562185796245035	0.00317997875760267
RSRP1	131.373544425312	205.92853520319	0.648468976174494	0.00667429876111098
TMEM50A	164.685910774946	155.398712221802	-0.083742586474358	0.0120262286225541
TMEM57	42.5822497898736	38.2021194957416	-0.156599492335289	0.100291640590393
LDLRAP1	75.0196006565034	165.126596858713	1.13823302474466	6.06084753248397e-07
MAN1C1	5.71859330052613	31.1270436027828	2.44443634686082	0.000291466335338711
SEPN1	23.3036677843891	12.7205478450939	-0.873396234210619	0.0231131022976155
MTFR1L	48.5718750313656	40.3437688777841	-0.267775314637725	0.00633862734720712
AUNIP	8.43874864823356	5.27030928441027	-0.679141454824828	0.00415286196532983
PAQR7	1.02065022971526	0.310418961271783	-1.71719995933738	0.0132342737214012
STMN1	354.886393097114	248.44918230986	-0.514406466529015	0.00849664355838213
PAFAH2	18.3664182590284	8.59246193364788	-1.09592684532073	0.000196678872829012
PDIK1L	22.9546316291491	18.6734837294076	-0.297794177993886	0.000412754655034202
ZNF593	110.324450427951	48.96305465872	-1.17198708928181	0.0034470111215656
CNKSR1	34.0874364650367	16.5304851802467	-1.04411103686149	0.000444062747409065
CEP85	31.5638544683443	32.5887084092267	0.0460987817467492	0.624913658905354
SH3BGRL3	202.16041288798	232.109531564227	0.199305252158693	0.0711437135869652
UBXN11	25.5618572258683	12.8610926939098	-0.990979439765722	0.00714006130388112
CD52	6.13659798617203	7.46958751803955	0.283589503029801	0.361872506909925
DHDDS	42.0788590758437	36.6017789018413	-0.20118182062135	0.0461492622973198
LOC101928324	1.2244049063953	1.03695890618591	-0.239722008623284	0.533919893842847
HMGN2	1111.87795409418	508.888410284856	-1.12757719848196	0.0011767024996628
RPS6KA1	88.2901176885119	66.1129738256532	-0.417318556109607	0.00450953547512378
ARID1A	52.8795678659216	94.8486445752276	0.842916769970857	0.00460149334423534
PIGV	16.1051786507285	9.62206441474513	-0.743106301603325	0.0122370066680531
ZDHHC18	64.6876633756865	78.3086219834221	0.275680559560292	0.00339746022378931
SFN	6.97284676296864	7.31015341020076	0.068153905814984	0.464544443836192
GPN2	47.0408279144346	38.6674960499477	-0.282792107331574	0.000966585204335421
GPATCH3	32.0102999505506	20.2848845292333	-0.658131105539362	0.000133838391893685
NUDC	178.487234253303	100.658445355799	-0.826352672589132	0.00264837876803725
KDF1	28.4017600760136	6.44796816746574	-2.1390638106208	0.00122754397815479
TRNP1	0.699951104907002	1.56651470913404	1.1622322650643	0.0707093704212856
SLC9A1	36.7152056849625	29.6511602867049	-0.308289121900258	0.0439107217260853
WDTC1	83.5593735616232	54.7083076573336	-0.611041748477632	0.00154573319397775
TMEM222	75.0310222725598	59.8374762903717	-0.326437885310224	0.0143922999275619
ACTG1P20	1.72210905483532	1.11808184449956	-0.623150707704854	0.0903531997919727
SYTL1	11.9434683699262	7.71748488272085	-0.630019197527216	0.00103448029230404
MAP3K6	6.01273560568675	2.19691011250131	-1.4525456786937	0.0140993731055031
WASF2	102.202051895469	79.3714930282615	-0.364731312480028	0.00988411995395397
AHDC1	2.94055584574793	3.13171346317305	0.0908633291683623	0.416746493976905
IFI6	31.1120417848643	22.6449874224598	-0.458281339407392	0.0588393910161606
FAM76A	16.114245409905	14.3726462928392	-0.165010916769321	0.0990860932974492
STX12	32.4159194139736	25.8539862206885	-0.326315757340014	0.0187419553081213
PPP1R8	80.7465614061452	56.0746778722362	-0.526051396319556	0.00292371797736233
THEMIS2	4.67488960182445	3.93664605277109	-0.247965291578933	0.145149523756997
RPA2	107.720097519199	60.5704616439883	-0.830601128833877	2.49073162988357e-05
SMPDL3B	4.26916473525191	1.94770916004507	-1.13217556893184	0.000777839918096564
XKR8	25.4155826663524	11.7286341864885	-1.11567828617007	1.29257274334462e-05
EYA3	22.6058675979996	26.4050370230202	0.22411587585664	0.0126510041389362
DNAJC8	223.610443239946	170.028649353442	-0.395209710754079	0.000105764347832262
ATPIF1	163.494357395994	144.631968709818	-0.17685437206424	0.0672139875361014
SESN2	23.172901709345	44.6922647003187	0.947586442867842	0.00701661971929609
MED18	48.6454524319046	26.2482025711008	-0.890086309463309	0.00185804006156347
PHACTR4	29.5280767083983	21.359828443107	-0.467187330851855	0.00345473579081482
SNHG3	36.9104248797929	68.6461488227654	0.895150440060927	0.000669925334606382
RCC1	58.5829177412032	58.7118289689156	0.00317115078095786	0.905320898688011
SNORA73B	17.3108262745577	40.8559513164676	1.23887165647918	0.00319805744391032
TRNAU1AP	45.0605528577346	33.357308639622	-0.433862121589318	0.0189330808746102
SNHG12	77.2489157942945	132.947282551292	0.783267699016324	0.00110164051324711
SNORD99	20.470662601746	33.7130515995252	0.719749420668336	0.0412540637802397
SNORA61	52.1830644187544	112.635417089275	1.11000696674951	0.00704022748805355
SNORA44	21.7226381259939	57.1443660474649	1.39541194466408	0.00222154845151798
SNORA16A	24.8308074603491	50.3664505218565	1.02033188689607	0.00444989983282755
TAF12	62.4142983222408	65.3497394141643	0.0663049131604368	0.261442300901499
GMEB1	29.8748624372754	14.8479843298592	-1.00866497703047	2.0994200722142e-05
YTHDF2	105.913421949286	111.013183029366	0.0678455821539788	0.29434547077137
EPB41	74.1471824430531	67.9980709493098	-0.124898053166842	0.0558309908079787
SRSF4	187.092390862903	143.956144118513	-0.378121519529808	0.00247425407836966
MECR	33.3211586149798	19.9662422141555	-0.738875732664766	9.31600189702145e-05
PTPRU	0.986649420797236	0.167344851920994	-2.55971338339206	0.0169099543771898
MATN1-AS1	1.57409140230086	0.900851734769105	-0.805157728774031	0.0190410841393685
LAPTM5	920.640480182636	1542.21293924944	0.744292193662496	0.00195661598056427
SDC3	5.2116643107545	2.07998630159007	-1.32517013419316	0.00247098094562493
PUM1	47.1227759271423	46.4595422083263	-0.0204495899811623	0.770225406031025
SNRNP40	102.483624884217	62.4954767905067	-0.71356972904034	7.93271254716007e-05
ZCCHC17	78.431041474015	66.4816616012627	-0.23846831749638	0.00952760136302106
SERINC2	8.46541117563515	5.38674324781483	-0.652166840716719	0.0118039120974355
TINAGL1	2.61917595810304	0.847924872989388	-1.62710463291493	0.000370168062756415
PEF1	74.4158664077411	44.6058451222753	-0.7383774826376	1.074754232306e-05
COL16A1	0.374098198817434	0.285460374355511	-0.390126525225193	0.101609231579381
ADGRB2	10.2404587115928	4.0827169108936	-1.32667889897456	0.003488756846298
PTP4A2	115.321776556017	127.901967421969	0.149373489173188	0.0138247772663001
KHDRBS1	156.997138835649	134.232811093269	-0.226000908546662	0.00408658315077086
TMEM39B	45.5236465781485	50.6102013088316	0.152812086475693	0.0601534804830035
KPNA6	42.9425467696132	37.2579042072737	-0.204861231255348	0.0296894550667298
TXLNA	73.7373216946435	75.3198980400821	0.0306360315342851	0.636616639132041
CCDC28B	0.486464836781987	0.730575806434104	0.586698452350809	0.0381051351634441
IQCC	11.6645424407211	5.24406348881767	-1.15337265934648	0.0002830285307914
TMEM234	17.3895605231237	5.48671122447789	-1.66420792138781	0.0118596419476428
EIF3I	294.487494136919	214.380284023935	-0.458034137971392	0.00139037578650031
FAM167B	1.1235263093109	0.450073966541672	-1.31979988512638	0.0420583353710917
HDAC1	134.618153761524	63.4613365527202	-1.08492316474873	3.66584195721332e-06
MARCKSL1	79.5528098716325	226.67230812859	1.51062335838538	3.48564723673734e-05
FAM229A	19.6284955362198	24.8800864796564	0.342041901174526	0.118153741000405
BSDC1	64.4425592121982	54.4323935704081	-0.24354831156051	0.066733706052
ZBTB8A	4.66186503203434	3.81731263691361	-0.288349889150646	0.0479433091413943
ZBTB8OS	76.4489795873544	68.0642836519961	-0.167599294425738	0.0649197446520678
RBBP4	105.503461095284	70.6478734406381	-0.578572288048646	0.00747574039086534
SYNC	0.683043889322136	0.469738498385926	-0.540120445091361	0.222314648172884
KIAA1522	27.7980955657151	15.2243213171512	-0.868608132115723	0.0123614232622353
YARS	117.825758485387	133.918160700902	0.184696649927724	0.00106779141902328
S100PBP	25.6031609286004	28.7602588274276	0.167754725114162	0.0921390266197826
TMEM54	31.0288478840809	7.6739248754721	-2.01557358316725	0.00888623278935406
RNF19B	36.4274195926334	77.7013921248847	1.09291564410439	0.00127927183091646
AK2	72.5923851249925	51.5245152189169	-0.494559192886749	0.00207802873259251
AZIN2	2.32047319879073	2.92454981012664	0.33379552623641	0.0344256209538062
TRIM62	19.7420555330306	18.9925567125319	-0.0558380811118999	0.441474971960734
ZNF362	16.7648081719426	8.22108256574973	-1.02803568747061	0.0126162256813898
PHC2	45.7783485786971	47.4547686000138	0.0518876473761445	0.132953283533169
ZSCAN20	7.51867496022971	2.96360074565551	-1.34312733180588	0.00248605514920629
SMIM12	25.8004862889278	20.7034116268985	-0.317529735020175	0.0162420544458701
LOC653160	3.05887900387866	2.05274368212473	-0.575449546056861	0.209848621982879
ZMYM6NB	39.187494037403	12.472601859848	-1.65163086696581	0.00207479162971336
ZMYM6	26.2286157203447	19.6304569137762	-0.418047914819315	0.0284512700388227
ZMYM1	7.31918078505583	2.99755734314677	-1.28789482822185	0.00590427600351128
SFPQ	336.844379753643	452.09861162118	0.424555259030011	0.000974912751976871
ZMYM4	29.7066422208998	22.0136189982168	-0.432389203633599	0.00665561186347014
KIAA0319L	39.8080229481962	31.2603421080104	-0.348725655214435	0.0121586541241075
NCDN	37.975039419425	25.180578591117	-0.592740029082666	0.00073256876753422
TFAP2E	1.098503563327	0.424395595602321	-1.37205796049921	0.0544413632454783
PSMB2	102.737754264463	81.9068180026727	-0.326910990091467	0.00138300382980193
C1orf216	22.4857389293069	15.0758056293053	-0.576775195092722	5.22014596194567e-05
CLSPN	58.9049969082706	43.1267936483981	-0.449805563121515	0.000241269315268471
AGO4	23.6336531024858	6.2798902031658	-1.91203140634929	0.00504428686488119
AGO1	23.8783505366485	9.87716817624501	-1.27353380213223	0.00541779693635894
AGO3	13.2538212300715	10.1661010572417	-0.38264188808915	0.078331558210922
ADPRHL2	58.7198525903635	49.7780572040171	-0.23833842222512	0.0329469580513091
TRAPPC3	101.476918714068	65.091880786973	-0.640602112944102	0.00130558306047888
MAP7D1	83.2493446106907	102.194902881231	0.295812421994347	0.000858551948689003
THRAP3	167.70806747344	172.472895957777	0.0404175704343186	0.464289970800158
SH3D21	9.04536426542935	3.86705091948411	-1.22594484145227	7.59951292916948e-05
EVA1B	33.0899414878275	9.05675148896049	-1.86932716390114	0.00746418107279094
STK40	50.1927506068203	65.1158671821398	0.375530127346822	0.0107275504146838
LSM10	108.529535427309	85.7979059294039	-0.339073372393505	0.000152104625734513
OSCP1	8.55322020416232	0.924709003362271	-3.20939634239417	0.000469416831044772
MRPS15	196.600874635567	95.8866566834952	-1.03586776698328	0.0023369017638475
LINC01137	3.44907159699034	4.46571149591622	0.372681972834661	0.00297011731051527
ZC3H12A	8.45034311176034	63.23311817883	2.90359853820025	0.000634496855675923
MEAF6	39.6003083903465	24.1850563790535	-0.711395764513773	0.00149422036037491
SNIP1	23.6058975405536	21.0509244048113	-0.165263750513133	0.0146835392310452
GNL2	114.966083930521	100.474897779843	-0.194373205770357	0.00450026354036323
C1orf109	22.7738458130779	16.0556540668984	-0.504296501539942	0.000575195522566493
CDCA8	126.949255725946	129.52695803164	0.0290004558450798	0.734854445623803
EPHA10	1.86886597558772	1.47013199411932	-0.346217419329315	0.0971468864500506
MANEAL	61.8068610788098	32.2339435020662	-0.939186299672505	0.000121483092857744
YRDC	26.3193134587052	13.0232130538196	-1.01503642630419	0.000509496638307574
C1orf122	87.1768905372635	74.2245136818566	-0.232050010221978	0.219233364095891
MTF1	14.405429344721	13.7717429462174	-0.0649015018240458	0.448086465785314
INPP5B	36.1898746864586	18.8872224213463	-0.938175559363887	0.00200792799510035
