KB528_6	CCS1477_6	LOG2_FOLD_CHANGE	P_VALUE
SLC35E2B	38.2647720261674	42.4449054716211	0.149574597626044	0.273110009265834
CDK11A	17.7226430633812	17.0638086089267	-0.0546540866923377	0.657309510869308
SLC35E2	8.24664129047587	11.6663873565995	0.500479321354642	0.0410199806827291
NADK	44.7609660126388	45.403829269951	0.020572804421415	0.629933774296364
GNB1	188.453608763478	181.167636724813	-0.0568841625030766	0.0786763744844106
TMEM52	5.53949760966744	11.6277679479482	1.06974713957591	0.0010954633059925
FAAP20	9.29097059464475	7.36122603842247	-0.335883245405456	0.0279119530861033
SKI	21.1192441028402	40.6609275901137	0.945084928616877	0.00394270403603874
MORN1	1.2075874020171	1.10628719122969	-0.126401654712935	0.569579188981364
RER1	109.511345235339	97.6168446483508	-0.165878314781911	0.0501793308341953
PEX10	34.9221277122542	26.1394976163414	-0.4179100474464	0.00151546840033244
PANK4	32.1446073108121	31.9094505565602	-0.0105929590931431	0.905469581859095
LOC115110	4.84022865777111	4.66647948637466	-0.0527406500363604	0.836731314362833
TNFRSF14	30.333105262386	26.75431953709	-0.181121360933358	0.0684071129843391
FAM213B	12.8998524577986	11.8392146774755	-0.123781178064974	0.0810907360746644
TPRG1L	110.798644520809	122.646265513602	0.146563073613928	0.00695766349335478
WRAP73	61.6700287946604	51.4369810194129	-0.261763550596956	0.0170020119254489
TP73	20.951161248676	11.432808157183	-0.873850403891183	0.0086245639122398
TP73-AS1	2.9708671713322	2.13425886734472	-0.477148929795513	0.220209268802696
LRRC47	77.8244777788393	80.1647808435073	0.0427445592266982	0.513780511313524
CEP104	37.4090491076714	33.3745457875467	-0.164639092301622	0.0329824068933743
DFFB	8.25297185919362	5.71370283168075	-0.530487717112007	0.00680793174245365
C1orf174	46.308561804401	47.3337113359248	0.0315890929193573	0.513224500487039
LINC01134	2.60714446746991	2.2586152820979	-0.207031975590755	0.456416720605955
NPHP4	12.5962252281995	13.4671424424716	0.0964523025226445	0.30776601728078
KCNAB2	47.5169949366245	44.2420466050996	-0.103025475152542	0.186986989582007
RPL22	447.182410324108	446.382146441119	-0.00258411557469249	0.96094208812655
RNF207	1.64277971400323	1.6699701822906	0.023683305966432	0.925073594370769
ICMT	85.3190792284431	74.4583850813739	-0.196434069965463	0.00149772852012494
LINC00337	2.35885624217613	1.16730956064577	-1.01490029550451	0.00855905810830394
GPR153	1.60928647296091	1.81227050446563	0.171377145533993	0.193192575634526
ACOT7	74.9766730642717	69.7455301117359	-0.104341050714787	0.104462138337543
PLEKHG5	1.16295195625246	0.528711847758296	-1.13723793642824	0.000634749456865863
NOL9	18.4080887181179	16.002863643668	-0.202009749495482	0.0682957690850523
ZBTB48	25.7738740715035	23.1860670275508	-0.152651283654472	0.160994538604756
KLHL21	26.5745689033353	40.5376772090177	0.609217137055389	0.00347449622880537
PHF13	27.9108771160442	23.1037330831247	-0.272701482660114	0.00604379677915609
THAP3	19.9472332099125	18.0591716943947	-0.143456927255327	0.123132627245116
DNAJC11	47.2356276943048	42.226984267782	-0.161710212082885	0.021187680794622
CAMTA1	5.93063965510845	6.13233236974692	0.0482481760706591	0.144626155413144
VAMP3	70.5533271793371	64.7883578923342	-0.122979527439104	0.0214704790826313
PER3	1.11251986701101	0.369909341801523	-1.58858745919079	0.00274719409110714
PARK7	435.570335550934	360.029345066324	-0.274791201170812	0.0246212525265942
ERRFI1	3.03710235550471	2.13083570345634	-0.511276171143884	0.119823370719973
RERE	9.30547326277442	10.7065151376423	0.202337543229076	0.0601715475713605
ENO1	473.983077002193	512.284048296361	0.112108418936814	0.0259454304477446
H6PD	4.32529866723566	4.43226710972322	0.0352450716753989	0.748752911754058
SLC25A33	17.4509673642374	17.7680674399705	0.0259797619005088	0.577031007865424
TMEM201	15.4640650092149	15.2789384884963	-0.0173752926719577	0.75984523361699
PIK3CD	4.53303665408787	2.05223640961372	-1.14328089353999	0.000413729877379511
CLSTN1	104.9389547826	97.13121831918	-0.111543362964983	0.0389466851456694
CTNNBIP1	36.5156826525519	35.9082423786963	-0.0242011633767029	0.74275057661363
LZIC	42.2224348423322	28.7671318880172	-0.5535883869188	0.00113822819719157
NMNAT1	11.6916664798886	11.5320917106734	-0.0198263648386913	0.794128698012771
UBE4B	56.3208529666927	51.7858129630302	-0.12111226643364	0.122914853373631
KIF1B	13.7050540942241	16.3591857606501	0.255392920839215	0.0103486926167438
RNU6-2	1.94064999637888	2.22821453986963	0.199348200853597	0.3079498326967
PGD	175.433494100097	203.60139759088	0.214823248416812	0.00562650398461411
APITD1	8.20078255893544	5.29134544388413	-0.632126978615247	0.00322667246225853
DFFA	31.9345446390868	21.7949366099257	-0.551124871334978	0.00682446868401998
PEX14	34.9501024802231	28.7141155046167	-0.283536563512678	0.00206262621863462
TARDBP	116.006791121579	125.756085068337	0.116418946413497	0.057165604250803
SRM	262.61446325355	174.66123520811	-0.588386925438953	9.79454050703962e-05
EXOSC10	140.516255110028	91.8486411993741	-0.613406749504436	0.0116637657121166
MTOR	45.394644946087	40.3080369143024	-0.171454595027532	0.185429600363506
UBIAD1	20.4226194535264	23.6535227566382	0.211887140859856	0.108515317521459
PTCHD2	1.44594006298421	1.7787397494196	0.298847691739777	0.122256429099574
FBXO2	5.88355339048157	7.24414442543286	0.300127570901363	0.0678136564227104
FBXO44	17.5212183780086	17.1655665038469	-0.0295856291360144	0.859967304183918
FBXO6	18.6244936586033	15.3547139661532	-0.278519566312932	0.0287199098105582
MAD2L2	120.165388891247	86.3587063639959	-0.476607880613545	0.00559151313337583
AGTRAP	46.2872424216892	49.2306390410696	0.0889418505391255	0.178202323666264
C1orf167	2.14085368622586	0.939687196698653	-1.18793370289181	0.00045014602913485
MTHFR	14.019858360231	22.866164661991	0.705742628872631	0.00295550989851118
CLCN6	6.19363334747699	6.05840947503723	-0.0318468903320547	0.883173456787466
NPPA-AS1	0.731905055702039	0.528325207009909	-0.470230266953232	0.07474007939864
KIAA2013	115.454899403631	135.848901721333	0.234673505939684	0.00614881467068158
PLOD1	50.2719116329433	41.4201877355661	-0.279418457265194	0.00548166916879172
MFN2	92.3399668500072	72.4015622535738	-0.3509343868875	0.00023352663191595
MIIP	35.1586425773219	28.1550355275762	-0.320486399892535	0.0441003731468971
TNFRSF1B	7.84955352594286	9.25155689291458	0.237085571747307	0.124566117670068
VPS13D	12.5864819421595	11.1153197504976	-0.179325640071106	0.102998071539785
DHRS3	0.885397297120347	0.376667341980354	-1.23303401591642	0.00971932205907549
PRDM2	22.9690483978636	28.5592086002687	0.314264914179589	0.0389323543849803
KAZN	2.16860377381371	2.29027416890388	0.0787538319149274	0.512402399082733
TMEM51	1.5021261036838	1.23834262480572	-0.278595397531657	0.129661895257593
EFHD2	68.8467432748369	51.0607693485606	-0.43117313530725	0.00470090025881025
CASP9	29.7567035881261	27.4115710858235	-0.118429697115282	0.0324423869899909
DNAJC16	18.0352025216692	22.4400679841286	0.315261423133411	0.0337826714682589
AGMAT	10.3602425907372	5.90821384711998	-0.81026383457082	0.000233093904324437
DDI2	8.94910883845169	11.7771353540413	0.396172734120123	0.0483807831644842
RSC1A1	9.10822449035535	14.0571947197942	0.62606696107807	0.0201396079226361
PLEKHM2	67.4736298565251	63.6564892855601	-0.0840161829141534	0.283478875564624
SLC25A34	0.982004267784821	1.06017793536649	0.110505220769912	0.782591933576392
UQCRHL	24.8967886119597	23.8427883286006	-0.06240670020585	0.494374342169657
FLJ37453	2.96217165728982	2.67880315853945	-0.145066672729947	0.462051083255264
SPEN	23.9230584721933	32.5123846364673	0.442587530659238	0.0300011247690573
ZBTB17	33.6827551089058	29.1024957858409	-0.210867267894154	0.0136534198875522
ARHGEF19	8.50376045521385	5.76058925399944	-0.561884564440582	0.0120738958601042
RSG1	12.6368357421281	10.0535120218355	-0.329935688360682	0.000249633506169621
FBXO42	20.4135000756581	23.0232707424393	0.173569234392657	0.00701656264164453
SZRD1	95.3457315252319	115.746609908552	0.279729681182457	0.0010263028566644
NECAP2	108.002569419919	121.671737530594	0.171928456113534	0.00121184629512293
CROCCP3	3.74913814747399	2.95512540853491	-0.343339630468374	0.0969279203979326
NBPF1	15.2478014917586	13.557621287864	-0.169497165401147	0.188667139938515
CROCCP2	153.47376394068	132.625483184718	-0.210634043379024	0.117411928557412
MST1P2	4.55145807002099	3.89964364785912	-0.222986494492939	0.444699136969111
MST1L	1.06766725298475	0.913231598673599	-0.225409405512927	0.567541731857889
CROCC	18.9794833172125	14.0729264904125	-0.431518347273563	0.0391910867069179
ATP13A2	37.337546556495	36.3003068477326	-0.040645388022555	0.560460806186744
SDHB	184.223611032626	161.053955999091	-0.193913878045219	0.0252893948920049
RCC2	123.410821431162	152.094400464044	0.301498134968477	0.00552825190557405
ALDH4A1	27.4002629358234	30.823423118175	0.169837352814034	0.0373785509738278
IFFO2	10.0498339836996	16.6827656819562	0.731186810445482	0.0005163926892206
UBR4	40.8285573434786	52.6465139662414	0.366759413572205	0.0225696841027947
EMC1	35.7475617928229	29.7622844193462	-0.264359578935527	0.0032507690148732
MRTO4	44.7802611846881	36.118742102561	-0.310115293504174	0.00254936439643825
AKR7A3	0.864366968233341	0.989553121513798	0.195133215889639	0.535960766775075
LOC100506730	5.59992682817901	5.23515703336686	-0.0971751634471205	0.497756820544511
AKR7A2	74.9768706928013	49.6004944252777	-0.59609111147925	0.000581608835749618
PQLC2	18.8141112219545	12.3639691654017	-0.605673176780438	0.000710592616224535
CAPZB	137.577024217329	117.606882480701	-0.226267064980473	0.00924553774364173
MINOS1	37.2590719796078	33.8858512473763	-0.136908727297195	0.0734549417034607
RPS14P3	2.18868073957556	2.35888691638325	0.108044732759084	0.78868132635006
TMCO4	20.509068164224	14.3236302026675	-0.517864766243194	0.00249032045076224
OTUD3	8.6913494846122	11.2500106163199	0.37227425959321	0.0281250846862383
MUL1	62.4161244264931	62.4005862613562	-0.000359196036807683	0.989792238108408
PINK1	76.5809176995951	82.1337764471557	0.100990684916486	0.0886447893920914
PINK1-AS	5.91701277888709	7.24595826143741	0.292307484665804	0.102691047142617
DDOST	460.084702026987	462.75101462284	0.00833666619950054	0.836633194321261
HP1BP3	173.462650178668	206.783549396202	0.25349636059537	0.0791052977147483
EIF4G3	30.0648025512002	30.2567778743039	0.00918287550613327	0.93569079254529
ECE1	35.4642903999062	66.4555381854291	0.906022352763735	0.000683126467833375
LOC100506801	0.228457220372432	0.738746886792002	1.69315610600501	0.0235618240615236
NBPF3	19.8359777271069	18.854296035422	-0.0732262250817669	0.0124958911984938
USP48	64.5449696075251	77.9344124833923	0.271955839347251	0.00651852484003517
HSPG2	0.316206253102571	0.268900583453534	-0.233793012301597	0.442160291336906
LOC101928043	1.37819152793681	0.944736162935159	-0.544793005655518	0.114882714608977
LINC00339	14.3231852037699	14.4386899186886	0.0115874903514466	0.893801715017304
CDC42	193.766433407903	230.551918004644	0.250772996737313	0.000851185082141661
ZBTB40	19.5606413778238	19.325524844722	-0.0174460803327799	0.9051792327776
KDM1A	74.2079937053015	63.7832802383668	-0.218396308485985	0.00851555373423598
LUZP1	15.2662899284358	22.2493591495472	0.54341428707073	0.00273643321928983
LINC01355	1.73862602804623	2.72320432201795	0.647357584142178	0.170043731346087
HNRNPR	87.5505668367888	70.5577157259188	-0.31131266421082	0.00941577092514698
ZNF436	9.63461681979226	7.52740168515535	-0.356075329820387	0.0072169897703113
ZNF436-AS1	1.69166392193516	1.23235637180485	-0.457023467064557	0.120444502818976
ASAP3	0.641029912810468	1.47356096554107	1.2008431652463	0.00557850214053728
E2F2	54.6346967853787	55.0210072985891	0.0101650994266494	0.72481352213502
ID3	11.4236942354817	13.9065227082982	0.283732452553697	0.0303217430319687
MDS2	0.76175125525036	1.13976376470939	0.581342955091828	0.0778864492857502
RPL11	2879.64201936206	2953.66332399317	0.0366159133524787	0.474264815386819
TCEB3	47.8730547361665	52.582403889755	0.135366232548165	0.0146504756270829
TCEB3-AS1	7.06344792622553	4.97554617809105	-0.505517684858517	0.103739271732567
PITHD1	105.517543788418	115.547549593831	0.131003777639437	0.108503574949088
LYPLA2	121.271914821322	97.4567348564684	-0.315411684493575	0.0189359737866201
GALE	24.8593918536353	22.9296971752113	-0.116573701674379	0.0563217285648026
HMGCL	56.4152428358321	50.3544274679195	-0.163966382758901	0.00700766144189206
FUCA1	80.5812533731963	86.1412552827893	0.0962601016666492	0.144278323641254
PNRC2	235.195925336659	267.908925083878	0.187879577390292	0.00553203886615578
SRSF10	29.3100913918472	27.1990965764964	-0.107838733641064	0.187781369065425
IL22RA1	12.5396880113357	6.75556089756533	-0.892353991143957	0.000180249021364146
IFNLR1	23.351126181992	18.6511413848396	-0.324228209059157	0.0252450979117012
GRHL3	1.9296353919103	1.57896951752014	-0.289344953605876	0.219788011755139
STPG1	15.4996768175346	8.53947438162416	-0.860018956807233	0.0116981470811951
NIPAL3	58.339048488905	51.9850139230804	-0.166366068458811	0.00880711412094411
RCAN3AS	1.71908262685821	1.38608379391719	-0.310624412518755	0.614138207337354
RCAN3	29.8057291037849	24.9003295141949	-0.259424830680323	0.0185946243819314
NCMAP	0.231097097354219	0.392520399791757	0.764268495419776	0.0345912139698774
SRRM1	98.9779223164273	99.1510586514201	0.00252141806061705	0.981484559115223
CLIC4	95.9777108411462	161.541331654323	0.751132028385849	8.86598159352278e-05
RUNX3	48.9604684703718	69.2494767773661	0.500185808457359	0.00145411873455054
SYF2	141.079764127865	121.296279798052	-0.217975765683735	0.0391717587844916
RSRP1	131.373544425312	216.040895253318	0.717629652108439	0.0402155544621109
TMEM50A	164.685910774946	166.046977640282	0.0118743286250724	0.574444785438834
TMEM57	42.5822497898736	52.9317961886368	0.313882436116451	0.0179978884342991
LDLRAP1	75.0196006565034	135.548050774215	0.853464878498714	5.17410125309429e-06
MAN1C1	5.71859330052613	22.7403365385552	1.99152139353883	4.39833263324863e-06
SEPN1	23.3036677843891	16.2691443103609	-0.518418666549209	0.0481495755911358
MTFR1L	48.5718750313656	49.0264311589327	0.0134385654500831	0.83486433048049
AUNIP	8.43874864823356	8.11071295036599	-0.0572003464834378	0.397234940175937
PAQR7	1.02065022971526	0.468045604343384	-1.12476753682966	0.0104768764989733
STMN1	354.886393097114	283.505969487594	-0.32397814745831	0.0126473139330522
PAFAH2	18.3664182590284	13.7209069356323	-0.420694460523852	0.00487964398231791
PDIK1L	22.9546316291491	23.9449661751714	0.0609371174289818	0.0732595821526645
ZNF593	110.324450427951	73.8782639193074	-0.578530691026333	0.00748020857966308
CNKSR1	34.0874364650367	25.7768354472664	-0.403164947347372	0.00456865015001354
CEP85	31.5638544683443	37.8476665087585	0.261930960823352	0.0547614615365772
SH3BGRL3	202.16041288798	230.892042683675	0.191717937918651	0.0796470955840199
UBXN11	25.5618572258683	17.6051020403416	-0.53799907156376	0.0290619599026154
CD52	6.13659798617203	6.84606508965372	0.157835934607071	0.605450921488013
DHDDS	42.0788590758437	41.6291601054812	-0.0155011365058835	0.819855936070834
LOC101928324	1.2244049063953	1.57833611617468	0.366323737551185	0.258293133226969
HMGN2	1111.87795409418	810.457116722436	-0.456190682188212	0.00385024710851607
RPS6KA1	88.2901176885119	72.4066088901785	-0.28613058122797	0.00237826111900655
ARID1A	52.8795678659216	77.946711700021	0.559777774804954	0.0128966275142458
PIGV	16.1051786507285	11.9316750798828	-0.432728068022288	0.0169062182375757
ZDHHC18	64.6876633756865	75.9627226674498	0.231801014522812	0.0076963950731588
SFN	6.97284676296864	5.50767101250221	-0.340305390820799	0.0207974954512148
GPN2	47.0408279144346	44.5850570895353	-0.0773531871873206	0.073404101073314
GPATCH3	32.0102999505506	27.7158276247197	-0.207826106922958	0.0044391664320419
NUDC	178.487234253303	129.947677272679	-0.457890046811894	0.0163583897282443
KDF1	28.4017600760136	20.1171865624956	-0.497551782436278	0.00412111276113422
TRNP1	0.699951104907002	2.03736182150332	1.54137616460361	0.0197485985778416
SLC9A1	36.7152056849625	36.3233308826067	-0.0154811770762047	0.860784532041892
WDTC1	83.5593735616232	72.0059628957208	-0.214685293948763	0.0216071567442489
TMEM222	75.0310222725598	75.4797204686371	0.0086018654650117	0.778047950778339
ACTG1P20	1.72210905483532	1.78785869521587	0.0540562103165036	0.849203696940566
SYTL1	11.9434683699262	8.54128581890061	-0.483696677542618	0.00895606604155961
MAP3K6	6.01273560568675	4.34515111870022	-0.468615168221845	0.0896346480946206
WASF2	102.202051895469	99.1703454228681	-0.0434434754074994	0.37803914284036
AHDC1	2.94055584574793	3.77702539473624	0.361161593942912	0.0201580726357602
IFI6	31.1120417848643	24.6753571456755	-0.33440211140753	0.112895271867925
FAM76A	16.114245409905	17.4110011522643	0.111662529818047	0.251343774191976
STX12	32.4159194139736	34.0545365034713	0.0711445039114766	0.313215312455464
PPP1R8	80.7465614061452	69.6906984120426	-0.212434710871343	0.034091880069648
THEMIS2	4.67488960182445	5.51989489508503	0.239708500796643	0.121533825585846
RPA2	107.720097519199	74.1257685291732	-0.539240378448486	0.000599238497724236
SMPDL3B	4.26916473525191	2.8854640499704	-0.565150476701419	0.0121795179419547
XKR8	25.4155826663524	17.0066839791931	-0.579611438890844	0.000267157839126975
EYA3	22.6058675979996	27.6711484524403	0.291685233851742	0.00721991085906315
DNAJC8	223.610443239946	184.43175908047	-0.277900458981812	0.00030786591164419
ATPIF1	163.494357395994	135.576134491811	-0.270137602748904	0.0333838046920916
SESN2	23.172901709345	45.3396652229361	0.968335028908776	0.000844661186679769
MED18	48.6454524319046	42.1422267186075	-0.207038396956009	0.0218749126327484
PHACTR4	29.5280767083983	25.714065160381	-0.199529685354471	0.0368565037668832
SNHG3	36.9104248797929	78.0711207949027	1.08076063656776	0.0219708702916293
RCC1	58.5829177412032	63.3420806883633	0.11268420952126	0.0364323440419291
SNORA73B	17.3108262745577	60.6336708214306	1.80844457866017	0.0595262394483708
TRNAU1AP	45.0605528577346	34.2345007351095	-0.396414041636102	0.022800652404064
SNHG12	77.2489157942945	153.821306002562	0.993668757106458	0.0393262315732166
SNORD99	20.470662601746	47.3712125850135	1.21045280100303	0.0430005314224332
SNORA61	52.1830644187544	128.662717648338	1.3019404939641	0.0231498035244095
SNORA44	21.7226381259939	82.8270166190601	1.93090210132353	0.0322309347711493
SNORA16A	24.8308074603491	64.1677575411828	1.36971738996595	0.0220994873465945
TAF12	62.4142983222408	68.732244066629	0.13911049321978	0.0217454268419006
GMEB1	29.8748624372754	29.6997100992338	-0.00848322117366123	0.786901578757656
YTHDF2	105.913421949286	128.330216390322	0.276975477264373	0.0217492207069976
EPB41	74.1471824430531	64.7416275771263	-0.195698237264174	0.0149060438297582
SRSF4	187.092390862903	188.445631403609	0.0103974657785983	0.852848701876465
MECR	33.3211586149798	25.8767536104677	-0.364781931557252	0.000862249514944475
PTPRU	0.986649420797236	0.412373269891574	-1.25858673305781	0.0337457643423795
MATN1-AS1	1.57409140230086	1.41393112555352	-0.154807469540613	0.348973164922915
LAPTM5	920.640480182636	1134.76735820824	0.301686773157907	0.0508264702615025
SDC3	5.2116643107545	3.87616509192082	-0.427114142569741	0.0215174955688249
PUM1	47.1227759271423	56.834586886511	0.270344625567905	0.0256767411920794
SNRNP40	102.483624884217	78.8609901307877	-0.378009681082431	0.00032046007817889
ZCCHC17	78.431041474015	70.8260176772161	-0.147145331484327	0.00366526333461589
SERINC2	8.46541117563515	10.1335814804028	0.259492103074002	0.057566545425315
TINAGL1	2.61917595810304	1.82927149936669	-0.517843769321434	0.0645727631581331
PEF1	74.4158664077411	61.0030704542044	-0.286728395676958	0.000146302350286475
COL16A1	0.374098198817434	0.368179036014184	-0.0230095372411901	0.863558494407468
ADGRB2	10.2404587115928	7.90429323193852	-0.37357196708632	0.0214493522853011
PTP4A2	115.321776556017	143.363348459979	0.314011272012699	0.00323738806641527
KHDRBS1	156.997138835649	149.940384260657	-0.0663492626975605	0.121696391719438
TMEM39B	45.5236465781485	48.9308539505627	0.104128334784245	0.136071652382053
KPNA6	42.9425467696132	44.4678595498638	0.0503552077263637	0.337875974166737
TXLNA	73.7373216946435	81.2208879523254	0.1394557842453	0.0790363301766824
CCDC28B	0.486464836781987	0.440491629331229	-0.143220922360055	0.697915723574201
IQCC	11.6645424407211	8.90423127535661	-0.389566746211701	0.0265042565688849
TMEM234	17.3895605231237	12.8900874912883	-0.43195941665533	0.0577002203929221
EIF3I	294.487494136919	247.156740115005	-0.252780118911481	0.00182479726717392
FAM167B	1.1235263093109	0.630372904285184	-0.833756479140127	0.093225249207532
HDAC1	134.618153761524	81.0293149622194	-0.732357126985289	4.8877661355759e-06
MARCKSL1	79.5528098716325	183.676533633762	1.20718252690237	3.89769828024304e-05
FAM229A	19.6284955362198	29.967890362095	0.610467927678927	0.0829387841448473
BSDC1	64.4425592121982	67.8531971662636	0.0744030063731185	0.443503936871823
ZBTB8A	4.66186503203434	3.81402303199524	-0.289593681116319	0.0492909963047129
ZBTB8OS	76.4489795873544	63.0936260173566	-0.277002979688624	0.0149858078510332
RBBP4	105.503461095284	80.9891195425688	-0.381490320338452	0.014802475634525
SYNC	0.683043889322136	0.51916795572341	-0.395776943047388	0.312321206329315
KIAA1522	27.7980955657151	18.7260169522493	-0.569941978852882	0.0136962680435786
YARS	117.825758485387	139.90281475801	0.24777002041271	0.0104030672932206
S100PBP	25.6031609286004	27.6817979313931	0.1126157147593	0.180430860228874
TMEM54	31.0288478840809	12.030805227081	-1.3668769239476	0.0102220569188463
RNF19B	36.4274195926334	69.4104963081334	0.930129042162948	0.00344751799510052
AK2	72.5923851249925	61.1289301707119	-0.247962900326373	0.0106004478510037
AZIN2	2.32047319879073	3.56859797917947	0.620938348927435	0.00323135881450316
TRIM62	19.7420555330306	26.376026854797	0.417955050697105	0.00667179683117522
ZNF362	16.7648081719426	12.2954520499536	-0.447311197977757	0.0351924658820636
PHC2	45.7783485786971	54.1605801953745	0.242577774233773	5.04415858342261e-05
ZSCAN20	7.51867496022971	6.64462606434658	-0.178290421514243	0.185588632314135
SMIM12	25.8004862889278	25.5926313579827	-0.0116697692947886	0.804370128460715
LOC653160	3.05887900387866	2.93565369845942	-0.0593212491051986	0.851050561721869
ZMYM6NB	39.187494037403	18.6829589859458	-1.06867035284552	0.000147900613072489
ZMYM6	26.2286157203447	24.7634090797593	-0.082931729539237	0.419416651003533
ZMYM1	7.31918078505583	4.80632571508866	-0.606747760480675	0.0372939062748956
SFPQ	336.844379753643	442.857298075156	0.394759665814342	0.00169698805193606
ZMYM4	29.7066422208998	26.5008707470916	-0.164745781235138	0.0532254677087879
KIAA0319L	39.8080229481962	36.8660338730001	-0.110767005701227	0.192733430583518
NCDN	37.975039419425	30.5340227346294	-0.314633790963673	0.00572926535029262
TFAP2E	1.098503563327	0.573509054334091	-0.93765138135229	0.0842733930273646
PSMB2	102.737754264463	95.0021513806969	-0.112934353777497	0.000944518711174511
C1orf216	22.4857389293069	18.1483359259902	-0.309173025463037	0.027457444951066
CLSPN	58.9049969082706	49.4608884550919	-0.25210186822793	0.00212490779727651
AGO4	23.6336531024858	13.8969593535093	-0.766073390240314	0.00586404534690385
AGO1	23.8783505366485	17.7374896069813	-0.428901342919319	0.025106262105766
AGO3	13.2538212300715	13.4898956776727	0.0254708261100903	0.85184295904597
ADPRHL2	58.7198525903635	53.0693523898698	-0.145969402942533	0.106479022827299
TRAPPC3	101.476918714068	78.9829926395854	-0.361537681421084	0.00177219977477591
MAP7D1	83.2493446106907	86.6552932547435	0.0578489632491195	0.116263400379635
THRAP3	167.70806747344	180.899476838662	0.109236145333609	0.122560881347815
SH3D21	9.04536426542935	6.61166561986523	-0.452164839486349	0.00391985075046339
EVA1B	33.0899414878275	18.1997986429419	-0.86247025159725	0.0215892418170077
STK40	50.1927506068203	65.4446473133883	0.382796190434495	0.00549942831266045
LSM10	108.529535427309	95.075307873992	-0.190945103055906	0.000777525290371033
OSCP1	8.55322020416232	5.70622215071451	-0.583931768889731	0.0140599594884743
MRPS15	196.600874635567	138.234395499658	-0.508153107982214	0.00162051798478299
LINC01137	3.44907159699034	3.01056920101932	-0.196171797432077	0.338904842066438
ZC3H12A	8.45034311176034	33.5408400716029	1.98883699756024	0.00239985808164625
MEAF6	39.6003083903465	32.243325167603	-0.296511132637187	0.00410181636440621
SNIP1	23.6058975405536	23.4777166943657	-0.0078552307846039	0.667054512449553
GNL2	114.966083930521	106.415470256595	-0.111500416076879	0.0132187634649255
C1orf109	22.7738458130779	18.6786272560308	-0.285989508266742	0.00083389902329163
CDCA8	126.949255725946	132.163076720732	0.0580672409881736	0.492554007295551
EPHA10	1.86886597558772	2.16279944520901	0.210736780529305	0.26894619886258
MANEAL	61.8068610788098	41.0566339544211	-0.59015164591312	0.000923781494774722
YRDC	26.3193134587052	19.9124694749032	-0.402449706601155	0.0160485006518529
C1orf122	87.1768905372635	68.410915632208	-0.349719206329498	0.121047963811494
MTF1	14.405429344721	14.599847218222	0.019340612183489	0.819161544098448
INPP5B	36.1898746864586	27.8237810086754	-0.379267629294516	0.00860244645918004
SF3A3	131.536150584196	108.579697352832	-0.276704987696805	0.00119404755708432
FHL3	1.23466210076217	1.14629579284378	-0.107136894122994	0.70538497549271
UTP11L	65.9055542472517	56.6648839923825	-0.217945100589329	0.00894929913538005
RRAGC	75.1117771536615	86.5342441412823	0.204232029638825	0.00127085086342146
