GNE781_24	CCS1477_6	LOG2_FOLD_CHANGE	P_VALUE
WRAP73	41.9353991408376	51.4369810194129	0.294637381644037	0.0309295480237799
TP73	7.03161174293092	11.432808157183	0.701252487700015	0.0143862069353167
TP73-AS1	1.69515569827215	2.13425886734472	0.332317383870283	0.196887377763363
LRRC47	72.1122061274247	80.1647808435073	0.152725071110056	0.1778578188479
CEP104	27.9547205331228	33.3745457875467	0.255656280273214	0.0836095747229498
DFFB	7.20521412945419	5.71370283168075	-0.334615302028554	0.283008461767339
C1orf174	29.922102044451	47.3337113359248	0.661656516248372	0.000516441632889174
LINC01134	2.45141400297045	2.2586152820979	-0.118175599603894	0.576889679864096
NPHP4	9.87539169658077	13.4671424424716	0.447533884266476	0.0093933739502061
KCNAB2	63.8715254060942	44.2420466050996	-0.52975478081421	0.000868146546829789
RPL22	535.9694923239	446.382146441119	-0.263871557929854	0.00608992443502267
RNF207	1.47865329364765	1.6699701822906	0.17553852624406	0.388346110529713
ICMT	56.4144337477235	74.4583850813739	0.400369999780979	0.000976360395117961
LINC00337	0.798332028617409	1.16730956064577	0.548126404893262	0.158720319499973
GPR153	0.595950972004019	1.81227050446563	1.60453275975863	0.00662883166596324
ACOT7	54.8212776040408	69.7455301117359	0.34736480929509	0.0419527183968063
PLEKHG5	0.549629713681425	0.528711847758296	-0.0559783441560367	0.827957388740612
NOL9	15.9527480453528	16.002863643668	0.00452512598663559	0.958502047923208
ZBTB48	21.4654302167141	23.1860670275508	0.111243033350776	0.237003539910819
KLHL21	33.4338119317527	40.5376772090177	0.277955573226157	0.0371634416424155
PHF13	18.3168784133133	23.1037330831247	0.334952321630101	0.00289539026021087
THAP3	13.7522953195601	18.0591716943947	0.393059292409786	0.00574267037696958
DNAJC11	53.0250635906628	42.226984267782	-0.328509228314563	0.0414645067572447
CAMTA1	6.34388875045315	6.13233236974692	-0.0489315788959348	0.413144947550258
VAMP3	47.8433208780425	64.7883578923342	0.437417059442655	0.000612204286303522
PER3	0.487292714130221	0.369909341801523	-0.397616916727257	0.147271224244009
PARK7	502.096530326957	360.029345066324	-0.479850253771756	0.0700515763419988
ERRFI1	1.31947594460755	2.13083570345634	0.691454310350934	0.0288664913753201
RERE	11.4929331718336	10.7065151376423	-0.102258068901055	0.624779990279328
ENO1	623.412492036643	512.284048296361	-0.283243094918759	0.00576980676924758
H6PD	3.45005168670625	4.43226710972322	0.361426852058834	0.0812179111564132
SLC25A33	15.4191848134805	17.7680674399705	0.204560279465586	0.0296834873871825
TMEM201	8.36588174671761	15.2789384884963	0.86895480445452	0.000796082696373488
PIK3CD	2.33822778632738	2.05223640961372	-0.188218548359204	0.111973334844065
CLSTN1	78.2781758926639	97.13121831918	0.311324920095657	0.112541685073338
CTNNBIP1	26.906181349059	35.9082423786963	0.416377386822924	0.000814659163700665
LZIC	37.1250248635062	28.7671318880172	-0.367970602020169	0.0129933856657291
NMNAT1	9.88219079513578	11.5320917106734	0.222751400004708	0.0589917646908604
UBE4B	42.3495611932181	51.7858129630302	0.290209895911197	0.0812030931495237
KIF1B	12.9616634441887	16.3591857606501	0.335850063984688	0.0668129315535455
RNU6-2	2.31791018525588	2.22821453986963	-0.0569365188373323	0.768081512331595
PGD	129.22124362364	203.60139759088	0.655904199908803	0.000227575308095598
APITD1	6.65804453339772	5.29134544388413	-0.331463913478929	0.212700042474827
DFFA	31.3561199984238	21.7949366099257	-0.524754043977108	0.010653651420685
PEX14	24.3485331470963	28.7141155046167	0.23792526113232	0.0233009464907579
TARDBP	136.613375103092	125.756085068337	-0.119470526639163	0.12747780354014
SRM	226.827605603269	174.66123520811	-0.377036783198434	0.0190011672208766
EXOSC10	98.8696400517805	91.8486411993741	-0.106269201531137	0.453485567048047
MTOR	29.9564133070317	40.3080369143024	0.428202622933593	0.0460761304985691
UBIAD1	27.8467619731693	23.6535227566382	-0.235454518036001	0.321321250452761
PTCHD2	1.05473516596104	1.7787397494196	0.753974645461189	0.0300373964079371
FBXO2	4.9608117209467	7.24414442543286	0.546239106104363	0.0156557260371414
FBXO44	13.8715809527281	17.1655665038469	0.307385248506674	0.0946747433750571
FBXO6	11.3769937300882	15.3547139661532	0.432562248849847	0.0090834555020597
MAD2L2	70.2491545916455	86.3587063639959	0.297860768812311	0.0104783554127542
AGTRAP	72.9746421096883	49.2306390410696	-0.56783876364212	0.0141471166983317
C1orf167	1.50283781125577	0.939687196698653	-0.677436822475406	0.00980055163583995
MTHFR	16.6135598752096	22.866164661991	0.460853162731016	0.00841918499387767
CLCN6	6.6147560336688	6.05840947503723	-0.126748857686283	0.469013949981153
NPPA-AS1	1.74494524029479	0.528325207009909	-1.72368361332422	0.21608104554522
KIAA2013	107.457483331926	135.848901721333	0.338236946601678	0.000707485413600406
PLOD1	42.5850856173098	41.4201877355661	-0.0400141577860526	0.571736525117718
MFN2	68.9040123023012	72.4015622535738	0.0714328336117893	0.45175042779886
MIIP	33.4224299679228	28.1550355275762	-0.247423656566924	0.0721360979122069
TNFRSF1B	5.52854721289252	9.25155689291458	0.742795749120786	0.00817025602008601
VPS13D	8.14773898909903	11.1153197504976	0.448077780702564	0.0660317648914249
DHRS3	1.28772859773894	0.376667341980354	-1.77346570395258	0.00107335802166079
PRDM2	15.9837810628751	28.5592086002687	0.837347274498242	0.00703447895748168
KAZN	1.91268223541946	2.29027416890388	0.259923103190675	0.146763154541012
TMEM51	0.858706128356631	1.23834262480572	0.528174141789753	0.0574656042407889
EFHD2	40.6908641168903	51.0607693485606	0.327510357434687	0.00714760470720248
CASP9	11.5243379226991	27.4115710858235	1.25010114846537	3.60029798768344e-06
DNAJC16	15.3019382046088	22.4400679841286	0.552362644714822	0.0127367162477819
AGMAT	16.1183778203113	5.90821384711998	-1.4479126056614	0.00163952507385415
DDI2	7.52461149386241	11.7771353540413	0.646299663132413	0.0912344507051081
RSC1A1	8.38460283074308	14.0571947197942	0.745494364529108	0.00425547718776509
PLEKHM2	63.3984786035501	63.6564892855601	0.00585937329770865	0.879124119746132
SLC25A34	1.39306288798658	1.06017793536649	-0.393953967593557	0.262793067429113
UQCRHL	31.7139305737519	23.8427883286006	-0.411563730157155	0.00917770482033794
FLJ37453	3.62396353917264	2.67880315853945	-0.435979866225216	0.0767320431139277
SPEN	21.3366259500622	32.5123846364673	0.607657320274272	0.051345600744353
ZBTB17	24.1671234049135	29.1024957858409	0.268097121391328	0.0205044741775422
ARHGEF19	3.24118910430341	5.76058925399944	0.829693197450334	0.00309874674210491
RSG1	6.03096569253081	10.0535120218355	0.737238636712478	0.000810244532460263
FBXO42	15.3607786691473	23.0232707424393	0.583841449771726	0.00154044477243224
SZRD1	103.828820353792	115.746609908552	0.156762982827346	0.0107567925140191
NECAP2	112.715962549176	121.671737530594	0.110302250347037	0.322062680515369
CROCCP3	2.66674906405208	2.95512540853491	0.148137279815827	0.433728400088959
NBPF1	8.74271467316386	13.557621287864	0.632950855752908	0.0099161173161958
CROCCP2	117.575919757883	132.625483184718	0.173765389244403	0.211510365583704
MST1P2	4.46777260867953	3.89964364785912	-0.196213464898392	0.617803806049487
MST1L	1.23091794898737	0.913231598673599	-0.430681913147776	0.185254493443804
CROCC	15.192197181605	14.0729264904125	-0.110408164852723	0.537635067584631
ATP13A2	32.0837442553409	36.3003068477326	0.178139225589106	0.14083997869108
SDHB	179.385744179851	161.053955999091	-0.155521145205873	0.0272902229928424
RCC2	110.042818315337	152.094400464044	0.466902045292183	0.000999642624301863
ALDH4A1	14.8896670041008	30.823423118175	1.04971560079979	0.00126660091753059
IFFO2	10.7786261073108	16.6827656819562	0.630185182383045	0.0010019688896891
UBR4	27.1979288563087	52.6465139662414	0.952841211837353	0.00587992937471908
EMC1	34.6853878588202	29.7622844193462	-0.220842751680682	0.0751063579575522
MRTO4	77.2267044708238	36.118742102561	-1.09635215857824	0.000139978053314846
AKR7A3	0.738656106451804	0.989553121513798	0.421874306401666	0.25727372369423
LOC100506730	4.04621074142185	5.23515703336686	0.371661350098543	0.0337944826556762
AKR7A2	48.3361729873937	49.6004944252777	0.0372512493261868	0.362280313218046
PQLC2	10.9276583598198	12.3639691654017	0.178157676055707	0.0270493139121743
CAPZB	143.576533003276	117.606882480701	-0.287847475125762	0.0243035729121861
MINOS1	49.4945371097148	33.8858512473763	-0.546586284644522	0.0521852265193272
RPS14P3	2.58244597277354	2.35888691638325	-0.130631908548784	0.741322565908574
TMCO4	28.279275842147	14.3236302026675	-0.981347999222144	0.0075994279579168
OTUD3	4.90579947986126	11.2500106163199	1.19736619152202	0.000470782383191444
MUL1	48.6761414275218	62.4005862613562	0.358344773741346	0.00065546143739001
PINK1	57.1742643655378	82.1337764471557	0.522609735321163	0.000494500123770177
PINK1-AS	5.16553204407046	7.24595826143741	0.488259542792438	0.0344191887770732
DDOST	340.804967468698	462.75101462284	0.441289789339253	0.0123628905354828
HP1BP3	140.915054456818	206.783549396202	0.553295668915616	0.00993840548734843
EIF4G3	26.1292850977256	30.2567778743039	0.211590706473851	0.0766981332218944
ECE1	37.0689238218336	66.4555381854291	0.842179202250779	0.000241139755365095
LOC100506801	1.60022689739957	0.738746886792002	-1.11512442980565	0.00854938326546442
NBPF3	12.7933022653057	18.854296035422	0.559504578159624	0.000472914320377217
USP48	68.9006434925498	77.9344124833923	0.177743044090922	0.0236322045309949
HSPG2	1.86797364441117	0.268900583453534	-2.79632930928832	0.00609470972282089
LOC101928043	1.32042747103408	0.944736162935159	-0.483021670413523	0.509306093052159
LINC00339	18.9020986147354	14.4386899186886	-0.388606572711145	0.00441039115798367
CDC42	225.903849054134	230.551918004644	0.0293828156054158	0.513656903106148
ZBTB40	14.2461659774446	19.325524844722	0.439933891683544	0.020781596546324
KDM1A	49.4944578639595	63.7832802383668	0.365911305603607	0.00453073919751666
LUZP1	7.42458240587476	22.2493591495472	1.58338199337288	9.57302439522193e-05
LINC01355	2.42533583544626	2.72320432201795	0.167120701216027	0.606079143895849
HNRNPR	72.5162049579786	70.5577157259188	-0.0394995704210149	0.401139981500273
ZNF436	4.48941279411444	7.52740168515535	0.745625204352228	0.000904506737626893
ZNF436-AS1	1.24308434130171	1.23235637180485	-0.0125046705469092	0.963565277705113
ASAP3	0.460910794316087	1.47356096554107	1.67674728979527	0.00337930147785575
E2F2	54.5949307896325	55.0210072985891	0.0112155508228023	0.816940818398166
ID3	31.7812878547723	13.9065227082982	-1.19241586473133	0.00215322696998213
MDS2	1.01201600662542	1.13976376470939	0.171502723755823	0.336044436451585
RPL11	3373.74163965471	2953.66332399317	-0.191844108042174	0.0179829425937066
TCEB3	45.1334151614431	52.582403889755	0.220384149877125	0.0060844093445772
TCEB3-AS1	8.33286059261549	4.97554617809105	-0.743956941673832	0.261329846813649
PITHD1	73.0933258065625	115.547549593831	0.660675081036068	0.00235908695587999
LYPLA2	110.53458956083	97.4567348564684	-0.181664109367069	0.000146514197063274
GALE	20.1897851813389	22.9296971752113	0.183591741334473	0.0312787840936825
HMGCL	52.1793277528195	50.3544274679195	-0.0513597231139191	0.444966457141135
FUCA1	68.2719413056101	86.1412552827893	0.335411571881919	0.00972160300000242
PNRC2	174.762658705227	267.908925083878	0.616345684621076	0.000358008050389973
SRSF10	25.402906275437	27.1990965764964	0.0985651717200658	0.219540491588335
IL22RA1	8.03790177389299	6.75556089756533	-0.250743389305833	0.175222100598413
IFNLR1	26.0198267675093	18.6511413848396	-0.480347435951114	0.00840860062947366
GRHL3	33.2298363246068	1.57896951752014	-4.39542396205399	7.89490967675034e-05
STPG1	9.356957730364	8.53947438162416	-0.13189226375836	0.285910274494207
NIPAL3	46.9358632547087	51.9850139230804	0.14740509367487	0.0625444103892732
RCAN3AS	1.80020819081444	1.38608379391719	-0.377149284881002	0.653954962653116
RCAN3	22.5111248822172	24.9003295141949	0.14552668392617	0.253721743761644
NCMAP	0.717088116309829	0.392520399791757	-0.869382774561313	0.00148901808306547
SRRM1	81.6174160960368	99.1510586514201	0.280751138995556	0.0835157416776495
CLIC4	122.695944278986	161.541331654323	0.39681577589953	0.00539458338269329
RUNX3	58.9003781200155	69.2494767773661	0.233526275061882	0.109242779010545
SYF2	117.505834592477	121.296279798052	0.0458029095144406	0.351834617099556
RSRP1	176.180407706115	216.040895253318	0.294250934774035	0.182923018526872
TMEM50A	163.906687247947	166.046977640282	0.0187167470617973	0.779302734385042
TMEM57	26.4131836347082	52.9317961886368	1.00287640829488	4.33322025431799e-05
LDLRAP1	136.952463426898	135.548050774215	-0.0148708498022768	0.663959690536678
MAN1C1	5.46837130939369	22.7403365385552	2.05607049288796	0.000572021127734534
SEPN1	25.5085995467602	16.2691443103609	-0.648845322177256	0.0435803141281659
MTFR1L	40.0609660580983	49.0264311589327	0.291362533852897	0.0182264048058488
AUNIP	3.76866873650944	8.11071295036599	1.10577374760161	0.000134772005372416
PAQR7	0.856287824316628	0.468045604343384	-0.871446705083402	0.0483722439610554
STMN1	327.642549637112	283.505969487594	-0.208743613420442	0.00816283780311969
PAFAH2	11.7225571056347	13.7209069356323	0.227088538023091	0.0557883486640706
PDIK1L	16.2422083668011	23.9449661751714	0.559974596172885	0.0113881431718302
ZNF593	108.517817517228	73.8782639193074	-0.554710068267678	0.0253608553795104
CNKSR1	23.6629626322069	25.7768354472664	0.123444446591561	0.246195997135219
CEP85	19.0014571191241	37.8476665087585	0.99409429855384	0.000348226218800316
SH3BGRL3	219.034563867413	230.892042683675	0.076059907372936	0.220007052152253
UBXN11	22.5138738205099	17.6051020403416	-0.35482072442082	0.104980027808537
CD52	4.08932052493646	6.84606508965372	0.743413861839003	0.0461481662796203
DHDDS	27.6361447963022	41.6291601054812	0.591038075676972	0.00176965865007841
LOC101928324	1.21765826647489	1.57833611617468	0.374295168288127	0.156997641426328
HMGN2	876.326060295731	810.457116722436	-0.112731911352022	0.0730987961310381
RPS6KA1	82.6734704238963	72.4066088901785	-0.191303063915998	0.0184938547200131
ARID1A	66.778370027328	77.946711700021	0.223107282401716	0.246469691391253
PIGV	9.51627336789647	11.9316750798828	0.326327975394986	0.0142913208377315
ZDHHC18	50.7144647953165	75.9627226674498	0.582894323861907	0.00142689441810659
SFN	8.08292783061876	5.50767101250221	-0.553435580319944	0.0199883925037513
GPN2	39.8430457677775	44.5850570895353	0.162232327298217	0.208673953792892
GPATCH3	24.1622410211945	27.7158276247197	0.197955819467328	0.0616225050300083
NUDC	144.408236657349	129.947677272679	-0.152222185178907	0.0334433371025416
KDF1	19.9561217391804	20.1171865624956	0.0115971794179768	0.893457257264956
TRNP1	0.306298167653797	2.03736182150332	2.73369357427271	0.0124227344290288
SLC9A1	14.7581860613855	36.3233308826067	1.29938109547438	0.000114148621065967
WDTC1	59.1440249966888	72.0059628957208	0.283883954527707	0.0647366809152654
TMEM222	59.7617002582802	75.4797204686371	0.33686788577582	0.0578539657063724
ACTG1P20	1.10414340903124	1.78785869521587	0.695305151229428	0.100536865897757
SYTL1	9.1100471288937	8.54128581890061	-0.0930052456966819	0.0650185793540001
MAP3K6	2.92349221532795	4.34515111870022	0.571713603252693	0.108283538579453
WASF2	75.6874828053365	99.1703454228681	0.389854053765056	0.00167077856634856
AHDC1	1.70800646051514	3.77702539473624	1.14493705178848	0.0018045890717037
IFI6	43.9954124145772	24.6753571456755	-0.834282129672049	0.000169965532247623
FAM76A	12.3964662974161	17.4110011522643	0.490070233435152	0.0133708112547531
STX12	24.8528260541261	34.0545365034713	0.454437084376942	0.00295254273736297
PPP1R8	62.6811277365097	69.6906984120426	0.152934976548579	0.00148440792583365
THEMIS2	0.871465257413083	5.51989489508503	2.66312574186983	0.000148575793986424
RPA2	58.922247102254	74.1257685291732	0.331162706361533	0.00146904449720661
SMPDL3B	4.91169635778634	2.8854640499704	-0.767418019153998	0.0354458166367988
XKR8	12.6222758709543	17.0066839791931	0.430129806641348	0.0088185146402343
EYA3	20.3029201112279	27.6711484524403	0.446695281180459	0.00201076880413176
DNAJC8	233.068508267984	184.43175908047	-0.337666974971987	0.0120797452847728
ATPIF1	236.524357935633	135.576134491811	-0.802885521182725	0.00337170891135945
SESN2	25.4942326549908	45.3396652229361	0.830602823332862	0.00301934295068207
MED18	37.0714329406919	42.1422267186075	0.184958664101142	0.0310818993326333
PHACTR4	19.0721150041763	25.714065160381	0.431092864858536	0.0108478063456938
SNHG3	97.7662660356156	78.0711207949027	-0.324547772070227	0.0991586186795601
RCC1	72.3294734685425	63.3420806883633	-0.19141939099865	0.0649784672203588
SNORA73B	55.1978003412643	60.6336708214306	0.135508391182606	0.6794191661282
TRNAU1AP	47.6919068236807	34.2345007351095	-0.478293493110459	0.0139979509989228
SNHG12	130.234507806372	153.821306002562	0.24014358154748	0.30449460532802
SNORD99	35.5347434146905	47.3712125850135	0.414780319704867	0.220718601447138
SNORA61	87.0693812984065	128.662717648338	0.563356690188012	0.104693159530184
SNORA44	39.3698918705095	82.8270166190601	1.07300867440971	0.0613917612798995
SNORA16A	40.9282140898267	64.1677575411828	0.648752850616765	0.0777487388597754
TAF12	40.844028912353	68.732244066629	0.750861880563047	0.000228140994007441
GMEB1	24.4670090464318	29.6997100992338	0.279611097974993	0.0324862228600809
YTHDF2	87.3093496541166	128.330216390322	0.555652844248299	0.00711516731597259
EPB41	58.7180068535461	64.7416275771263	0.14089063712523	0.0704413958212585
SRSF4	135.652925683397	188.445631403609	0.474228187289708	0.00386534457631461
MECR	27.7746510419951	25.8767536104677	-0.102112151665577	0.127204971335264
PTPRU	0.171246817325887	0.412373269891574	1.26787364459175	0.0026423664440581
MATN1-AS1	1.73866069021772	1.41393112555352	-0.298264563471567	0.440834837283355
LAPTM5	1238.05198051448	1134.76735820824	-0.125675331492706	0.408793412121123
SDC3	1.40771949439429	3.87616509192082	1.46127013100017	0.00277419446582369
PUM1	42.4216589083153	56.834586886511	0.421968115211359	0.0504104418987272
SNRNP40	78.1167640645251	78.8609901307877	0.0136796363927269	0.522656196788397
ZCCHC17	45.9919345006491	70.8260176772161	0.622898545139302	0.00581548941016302
SERINC2	12.3333742991142	10.1335814804028	-0.283423410479452	0.0814483284161669
TINAGL1	1.11192865675251	1.82927149936669	0.718204989655874	0.105378126582761
PEF1	60.7651388802705	61.0030704542044	0.00563797629154254	0.917111688704519
COL16A1	0.614453571332318	0.368179036014184	-0.73889652089958	0.038451234490009
ADGRB2	6.98100613024075	7.90429323193852	0.179201490395606	0.220768683995024
PTP4A2	127.564588719998	143.363348459979	0.168448339262668	0.00535180446996795
KHDRBS1	167.30522756402	149.940384260657	-0.158093519515584	0.154077342075495
TMEM39B	25.7311060313196	48.9308539505627	0.927230989664511	0.000121259980047833
KPNA6	38.5417624531547	44.4678595498638	0.206340417289622	0.0152568793002471
TXLNA	59.5912851405874	81.2208879523254	0.44674943887463	0.000331270598509125
CCDC28B	1.7141148366013	0.440491629331229	-1.96027725663876	0.000493766858004267
IQCC	5.2973198057624	8.90423127535661	0.749228456665456	0.0251677908270351
TMEM234	14.0742634426223	12.8900874912883	-0.126797366798995	0.185084077246109
EIF3I	322.449839897719	247.156740115005	-0.383648503033252	0.00981288963993545
FAM167B	0.680032175612912	0.630372904285184	-0.109397485002364	0.846749746244086
HDAC1	131.167001937336	81.0293149622194	-0.694888973726436	1.3048467575502e-05
MARCKSL1	48.2171001336004	183.676533633762	1.92955052837451	5.25196388531847e-05
FAM229A	19.8452493984233	29.967890362095	0.594623833554244	0.140562259970519
BSDC1	51.1570482783795	67.8531971662636	0.407483771164897	0.0222910297355735
ZBTB8A	5.15281457434489	3.81402303199524	-0.434047121813934	0.00235798285028306
ZBTB8OS	91.1592926603149	63.0936260173566	-0.530895464758864	0.00430012415415141
RBBP4	80.6744420160064	80.9891195425688	0.00561640824974503	0.862897324462102
SYNC	0.631748602097069	0.51916795572341	-0.283149227319272	0.446823792015644
KIAA1522	19.7570438373035	18.7260169522493	-0.0773230295972515	0.571790694574737
YARS	173.640305966653	139.90281475801	-0.311676880912026	0.00236418751540647
S100PBP	29.9778577439044	27.6817979313931	-0.11495964114596	0.127690127984783
TMEM54	25.8331310187398	12.030805227081	-1.10248930514951	0.000386303529521772
RNF19B	29.808206365276	69.4104963081334	1.21944427739121	0.00119291169565255
AK2	69.953295427674	61.1289301707119	-0.194536704430503	0.0180104389398604
AZIN2	1.95050409025957	3.56859797917947	0.871510359827339	0.00281030819449797
TRIM62	10.4925022089746	26.376026854797	1.32986849405131	0.00133679256995138
ZNF362	11.7040685491446	12.2954520499536	0.071114653207643	0.461089642120549
PHC2	37.9427092682593	54.1605801953745	0.513420496978524	0.00456903496639805
ZSCAN20	4.90131859307322	6.64462606434658	0.439018084957463	0.0394897802872178
SMIM12	27.8855227652283	25.5926313579827	-0.123787828592243	0.0486673341462497
LOC653160	2.16806664986593	2.93565369845942	0.437272683951213	0.114128624652857
ZMYM6NB	31.1461022856872	18.6829589859458	-0.737328665914221	0.00230154085854413
ZMYM6	18.8244757543378	24.7634090797593	0.395600250671423	0.0486195257257347
ZMYM1	7.68235746804833	4.80632571508866	-0.676614675184525	0.0232161875549781
SFPQ	319.710388848642	442.857298075156	0.470076269360949	0.013604015900766
ZMYM4	26.2333314749505	26.5008707470916	0.0146387307097431	0.864216209370531
KIAA0319L	38.2653275842695	36.8660338730001	-0.0537455338776628	0.609655706610156
NCDN	30.152858288714	30.5340227346294	0.0181229049120397	0.680583041064669
TFAP2E	1.00923069220358	0.573509054334091	-0.815367818359757	0.0698628722601153
PSMB2	95.7477595584717	95.0021513806969	-0.0112785447050733	0.812526920374289
C1orf216	22.8260933479501	18.1483359259902	-0.330846696214615	0.0143955461088222
CLSPN	22.6832305278213	49.4608884550919	1.12466203237131	5.56599767804728e-05
AGO4	15.6415479739918	13.8969593535093	-0.17061404012654	0.257972273199545
AGO1	10.753433316068	17.7374896069813	0.722004487307751	0.00251888825449371
AGO3	6.8005896611854	13.4898956776727	0.98814744225826	0.000630667602155162
ADPRHL2	48.1716036404103	53.0693523898698	0.13969599124465	0.0215657482859269
TRAPPC3	98.3014741274622	78.9829926395854	-0.315671019287762	0.00106065744307939
MAP7D1	123.620282096484	86.6552932547435	-0.512555679511715	0.016086630350736
THRAP3	110.209730517283	180.899476838662	0.714936629301703	0.00412306195365978
SH3D21	2.93235998335267	6.61166561986523	1.17295154027992	0.00501950774706566
EVA1B	24.1652096049183	18.1997986429419	-0.409009019539897	0.0020218901293955
STK40	48.384192393993	65.4446473133883	0.435739418265273	0.00384925883405201
LSM10	117.036838905498	95.075307873992	-0.299820098063159	0.00277611292355219
OSCP1	2.9204214990792	5.70622215071451	0.966359308361285	0.0161505922444393
MRPS15	189.805819298218	138.234395499658	-0.457407592985973	0.0028039047034432
LINC01137	3.26682772748319	3.01056920101932	-0.117854098240601	0.627779769326549
ZC3H12A	22.8327024200767	33.5408400716029	0.554817200075019	0.00755187079781201
MEAF6	30.0097235093147	32.243325167603	0.103570505892092	0.0847267930540853
SNIP1	18.483735315736	23.4777166943657	0.345035771582254	0.030410217719471
GNL2	118.828140651257	106.415470256595	-0.159168633523316	0.0137718902966159
C1orf109	27.1411261005335	18.6786272560308	-0.539092148928934	0.0014849439681422
CDCA8	66.5468193070374	132.163076720732	0.989877560425679	0.0003828295629925
EPHA10	1.28232856580019	2.16279944520901	0.754133926291143	0.0377522315197706
MANEAL	43.1013640245918	41.0566339544211	-0.0701181745347175	0.445654479822817
YRDC	30.2364110767982	19.9124694749032	-0.602614758289079	0.00242689212477563
C1orf122	97.0292827007974	68.410915632208	-0.504193667807245	0.0108396012226725
MTF1	10.7676982515729	14.599847218222	0.439243385651378	0.00782085240878195
INPP5B	22.7423572663999	27.8237810086754	0.290936684191766	0.0531165514005374
SF3A3	102.06204265758	108.579697352832	0.0893079466710333	0.156189560811988
FHL3	0.421914624747998	1.14629579284378	1.44195636712673	0.0549096619390909
UTP11L	53.239749666702	56.6648839923825	0.089951166418838	0.0390840869005335
RRAGC	68.4440182833897	86.5342441412823	0.338346700961397	0.00354542475760562
AKIRIN1	87.1215235033343	106.92526069626	0.295501636727903	0.0262430154937856
