CCS1477_0	Lenalidomide_0	LOG2_FOLD_CHANGE	P_VALUE
TMEM51	1.40239557300083	1.37282270749582	-0.0307480256201466	0.826108788533362
EFHD2	33.0974995187937	30.1548469760906	-0.134332312949256	0.128820788995626
CASP9	8.14392414706682	7.75018148338963	-0.0714940302532055	0.555906970189074
DNAJC16	13.8445935574172	13.4913760347879	-0.0372851988797475	0.54200159558446
AGMAT	16.7182722021008	16.7894978436947	0.00613332576510667	0.914591724997062
DDI2	7.66908141494294	6.95015518337135	-0.142008594604953	0.496950849415118
RSC1A1	8.56341973309237	8.67584486530984	0.0188172156891386	0.938262247357802
PLEKHM2	64.0645247027118	60.5135728348884	-0.0822669287193146	0.0782879698813577
SLC25A34	1.99447508283015	2.16786466573397	0.120265595919199	0.431565538925049
UQCRHL	30.4131035503745	33.203459013562	0.126640498193457	0.422688336165184
FLJ37453	3.51401413746609	3.28834273408282	-0.0957593209355642	0.528148345124477
SPEN	26.8752367126038	24.6950250556751	-0.122057029293936	0.331794923582978
ZBTB17	18.1423155755666	17.0678467038467	-0.088077546463069	0.295408156707279
ARHGEF19	5.55633265764259	5.18888227643973	-0.0987091711752135	0.168065002146037
RSG1	5.80974999933533	4.79610506607571	-0.276612820471845	0.0704657834807411
FBXO42	13.4149776915461	13.0634623199052	-0.0383073382357369	0.252923341019057
SZRD1	99.9432901699084	97.3058897288143	-0.0385825818436247	0.249346337499287
NECAP2	101.919025907105	101.431097037136	-0.00692336844215065	0.739382904762904
CROCCP3	1.62155473812931	1.5405717222674	-0.0739118755559148	0.656376834318431
NBPF1	5.95919623944526	5.78376201824598	-0.043109565323835	0.625318058572547
CROCCP2	87.4946180379999	83.9898702743565	-0.0589789367708694	0.381127428874281
MST1P2	4.252904691136	4.31217225127028	0.0199662841140272	0.785031620357974
MST1L	1.06367110619867	1.19356401104778	0.166223811079063	0.265366831571701
CROCC	9.77355197031146	9.03040441201298	-0.114092373563785	0.233799248202575
ATP13A2	16.9709852620182	14.8151864324268	-0.195993542842687	0.052783163048042
SDHB	159.938865245083	157.85467446745	-0.0189235741717478	0.747971816740721
RCC2	149.449212666534	133.25934764363	-0.165418560398292	0.0393295516346621
ALDH4A1	10.9977508941251	10.1023274332753	-0.122520806353538	0.152197849999747
IFFO2	9.74929873131844	9.66722688212597	-0.0121963483436642	0.869310750210954
UBR4	28.3731731517482	25.5066947581561	-0.153651543505108	0.318121267366889
EMC1	33.1497294421464	29.2524755644107	-0.180438373991117	0.0632756616474434
MRTO4	73.112498399538	69.3391344341718	-0.0764482250064276	0.0579101649089492
AKR7A3	0.870306211272019	0.896008202014617	0.0419888460652436	0.910712081882635
LOC100506730	4.9529229299693	4.47183258667965	-0.147413993478652	0.330523602745443
AKR7A2	38.2013876290667	35.0406352143478	-0.124596115480157	0.0547553573473151
PQLC2	9.09944849864757	8.78446695584062	-0.0508243630760072	0.352763520941434
CAPZB	135.254825768672	128.59874998647	-0.0728034496516359	0.0753869831791813
MINOS1	46.551049096014	45.5087369371725	-0.0326701355138185	0.355123737606407
RPS14P3	3.70179370053947	2.92064134403889	-0.341939291141362	0.155662196953827
TMCO4	26.7901728999189	24.7371149930641	-0.115026638725763	0.0111233278836172
OTUD3	4.9878750920998	5.26745370841265	0.0786803931568949	0.570405464618172
MUL1	37.9727253793349	36.6763088625117	-0.0501150957336053	0.42351851868542
PINK1	28.395884727589	27.0865904883852	-0.0681030559399946	0.237457921478911
PINK1-AS	6.29312607655431	6.51094928560599	0.0490910551029483	0.707943621603625
DDOST	421.037323917253	405.24840235087	-0.0551416322264092	0.149260339560759
HP1BP3	155.43297800756	155.21328758312	-0.00204056107423135	0.9806637214285
EIF4G3	22.1922564853167	21.7074708185647	-0.031864722288276	0.714194243144079
ECE1	39.548419192341	37.3851779961763	-0.0811536273016887	0.0150786193264197
LOC100506801	2.45629754393394	2.17935805857491	-0.172582088218903	0.190104995971818
NBPF3	8.18029265651081	8.1078408051033	-0.0128346954381293	0.772390327981124
USP48	84.1786117813672	81.1337744988601	-0.0531511109870848	0.231092060337008
HSPG2	3.84715251018168	3.67452054683628	-0.0662350038920321	0.506151790677227
LOC101928043	1.74570711710221	1.38280113069757	-0.336217845296849	0.488564383603112
LINC00339	20.8833474439194	22.7237961413277	0.121850881875868	0.246753217794205
CDC42	175.561567550982	181.961293244505	0.0516545364964327	0.251087812029615
ZBTB40	12.271291734596	12.515121359549	0.0283851590123888	0.686900929524121
KDM1A	42.1936504900109	39.3667635668053	-0.100047801297137	0.022591980509447
LUZP1	5.16042577667342	5.3952489667573	0.0641994306970632	0.471170429600167
LINC01355	2.39321555800711	2.76287648290098	0.207220719574046	0.213045404974903
HNRNPR	77.9975964907699	76.5509910203934	-0.0270086129549503	0.604085799720067
ZNF436	3.51070612880718	3.46567534772613	-0.0186247231555284	0.868810696153529
ZNF436-AS1	0.970612916966286	1.02444912141031	0.0778803708292017	0.744484707109981
ASAP3	0.213964102534673	0.150452997514727	-0.508055921057601	0.190198223112347
E2F2	96.0281828936622	85.9276169161831	-0.160335993883562	0.0528574262919599
ID3	18.6073164454089	17.0875678045992	-0.122922941793697	0.173074071281242
MDS2	4.00006644304887	4.52230261716095	0.177033571515946	0.158962905330457
RPL11	3445.78614742085	3503.70073517444	0.0240463862398623	0.675873212689467
TCEB3	34.1116281919646	32.7025876900367	-0.0608588204888209	0.399412912088838
TCEB3-AS1	10.4494162521757	10.0616241649705	-0.0545591433174228	0.667490881459317
PITHD1	69.7194992857602	64.7750852104606	-0.106123200050845	0.154041969288758
LYPLA2	96.4526949003885	88.636754091491	-0.121916497553431	0.0426782849347244
GALE	18.4777652583231	17.2516606105645	-0.0990550450522689	0.178325076630641
HMGCL	39.154155627918	36.9781516557207	-0.0824923223706747	0.0724675468465019
FUCA1	49.9769048740079	47.8817842752012	-0.0617846423388956	0.0939985785149121
PNRC2	174.594347374073	176.662970262648	0.016992821705703	0.628967318939063
SRSF10	24.760881639554	25.3905026394031	0.0362262710950205	0.638689698355642
IL22RA1	9.47804692951522	8.93130607327564	-0.0857186404492619	0.0301484870969966
IFNLR1	32.3089408792064	31.6807610839967	-0.0283264638553542	0.694405917056831
GRHL3	18.1918064595669	17.8401344716529	-0.0281623210203973	0.575171595674737
STPG1	8.70918344013885	9.06798362462548	0.0582443255363424	0.500841553245314
NIPAL3	49.8154397450165	48.2237869744246	-0.0468480099389716	0.477458204180033
RCAN3AS	1.82877496856551	2.74970359112488	0.588398547454762	0.446382934537787
RCAN3	17.6298456337403	17.0008835585565	-0.0524101154365876	0.716070257028711
NCMAP	0.615727168627604	0.635042176495247	0.0445611839478418	0.847985408117747
SRRM1	83.5068913950428	82.4123240342632	-0.0190351648884006	0.825207340400083
CLIC4	158.273637133055	154.560868805889	-0.0342458639395061	0.645330221911551
RUNX3	63.9197583078698	59.4760060032925	-0.103954183951686	0.130309933942557
SYF2	106.445014650415	102.947343621452	-0.0482017785919415	0.209889285579826
RSRP1	140.999584974785	144.285088685839	0.0332312943676187	0.699775311932186
TMEM50A	137.798747998225	133.744041480218	-0.0430881616899772	0.292526539306543
TMEM57	26.8177157888649	26.3063534309154	-0.0277750833256936	0.102729364036738
LDLRAP1	151.801524728183	148.746502792153	-0.0293305322384308	0.467408599223655
MAN1C1	12.6953598630066	11.3504924745278	-0.16154639579153	0.0106427563983788
SEPN1	17.2964841273141	17.0630116176301	-0.0196065052044204	0.744355235873572
MTFR1L	37.97183773514	38.455929582188	0.0182762436098455	0.5648861919565
AUNIP	4.62020179009739	4.55114085573468	-0.0217276258417981	0.714225038178787
PAQR7	0.673557234456707	0.66679787238416	-0.0145510406307097	0.934727966285869
STMN1	281.026451979695	267.543759329236	-0.0709310550579513	0.154915965623027
PAFAH2	11.0040059019297	11.0344464457163	0.00398543861418263	0.96073839686663
PDIK1L	18.6575090400531	18.8508887606675	0.0148761585258911	0.833727758668324
ZNF593	85.8086333374403	84.9184740506338	-0.0150443599237946	0.764356543663219
CNKSR1	17.9917347792426	17.1139690704917	-0.0721599108852735	0.147437694908431
CEP85	23.6979691688829	22.5930221811251	-0.0688861632498915	0.314809377341911
SH3BGRL3	161.903048256179	161.172140759757	-0.00652775858562761	0.887721636143229
UBXN11	20.2975061388929	18.7269578711326	-0.116185923156699	0.439063707555643
CD52	8.21284780668254	9.35310064727728	0.187562148702236	0.572756097472897
DHDDS	23.4891933605602	25.018358852256	0.0909899842850739	0.252877150294019
LOC101928324	1.2548450069713	1.35935877400845	0.115417095488693	0.836929181103898
HMGN2	493.584174261223	472.294089851347	-0.0636106561036061	0.131426449766468
RPS6KA1	66.3070735632984	63.3522571375511	-0.065766762463994	0.07385451174906
ARID1A	77.0819639594445	74.8105831555112	-0.0431509534288865	0.556026693603224
PIGV	11.3440983689569	11.2417912106847	-0.0130700222240015	0.862686152372815
ZDHHC18	59.3464606123762	54.9074924523863	-0.112158964016259	0.0407569398432672
SFN	7.90597886268531	7.36543003721326	-0.102174337234219	0.387978895123831
GPN2	33.5612974723491	32.0681218010981	-0.0656586321279093	0.441609954079905
GPATCH3	17.9919126195406	16.9493124654678	-0.0861218067337811	0.26530308059985
NUDC	125.205389981242	110.867081500088	-0.175465604279225	0.0489675529694989
KDF1	13.4712044523068	13.6019595497541	0.013935659489043	0.716999115724542
TRNP1	0.207761149348732	0.249219184617148	0.262489229467422	0.345148919649391
SLC9A1	13.4607308953614	12.6954940684449	-0.0844402068204438	0.210690591339557
WDTC1	46.5643437791905	43.4897876751533	-0.0985489817597299	0.137914563332387
TMEM222	57.8216787675097	54.022171886819	-0.0980588533797107	0.182772657095649
ACTG1P20	1.07049403149487	1.49804680670511	0.484805949685567	0.123784430447675
SYTL1	22.0235584144293	19.5724616328744	-0.170222372980424	0.103487630930816
MAP3K6	1.25195202681261	1.02682150557756	-0.285993864210343	0.274199174928354
WASF2	72.5914825755336	68.7744711521938	-0.0779271406151079	0.17739158374785
AHDC1	1.04165801862248	1.00219675971642	-0.0557159331796242	0.596107360259988
IFI6	10.4377861241432	10.208200907537	-0.0320871176091455	0.774087110313621
FAM76A	7.72605470160592	7.43989973134879	-0.0544487140539259	0.750038594982088
STX12	20.5451108963137	20.3040929062028	-0.0170245420585973	0.789766260071317
PPP1R8	62.4924737072411	65.5639866441509	0.0692211317576456	0.077139047805186
THEMIS2	0.500471091090372	0.507139152942204	0.0190949233772429	0.953025321883108
RPA2	66.7854897926796	66.5409702462229	-0.0052917857788287	0.93952816973034
SMPDL3B	3.27873391156345	3.14173822080769	-0.061575847442356	0.652894755477554
XKR8	11.0163813612337	11.3859128091944	0.0475995488821108	0.350788966686905
EYA3	28.1089585317042	28.1933787310849	0.00432638146802204	0.954015397443109
DNAJC8	193.758892246088	203.522034857564	0.0709224781604391	0.0626428026530889
ATPIF1	209.395863833737	206.919734676382	-0.0171616984490644	0.780148219994666
SESN2	85.8749476308221	81.1638429292118	-0.0814001389866845	0.000931952758838426
MED18	30.1892265224336	32.1746053015913	0.0918886563884477	0.200387054750766
PHACTR4	21.2261069978925	18.8583974637368	-0.170632711271806	0.117523973088246
SNHG3	94.136627400171	99.2381935617207	0.0761393069870244	0.303896293562561
RCC1	74.0476549921659	67.5407722711144	-0.132695372244766	0.00180209021552275
SNORA73B	26.0641942967459	29.1513000814768	0.161490962114661	0.410678635524436
TRNAU1AP	47.9745954510947	48.2692650456786	0.00883421942910899	0.896534239363325
SNHG12	95.2957769580152	98.3606937994768	0.045669628824837	0.718057525163999
SNORD99	34.1005921410026	33.7993352368557	-0.0128019192452089	0.953758046284203
SNORA61	69.8115923933814	76.7018780251615	0.135795282639726	0.273261643531964
SNORA44	36.3889597613914	44.9528809735344	0.304912769266303	0.3079579731198
SNORA16A	28.4378930360171	33.9035428644114	0.253621460879255	0.41665059040318
TAF12	39.1689819201755	38.9662300247099	-0.00748727246962296	0.909616657481611
GMEB1	24.270184446503	22.9070494677726	-0.083393427681124	0.0636219935754234
YTHDF2	89.9428565393961	90.8613650496597	0.0146582757946596	0.785745639697969
EPB41	72.1079470778097	67.8446839636161	-0.0879224925730226	0.335920568310596
SRSF4	152.947291030949	149.842324340136	-0.0295893706047322	0.623908423089565
MECR	25.9089752875045	22.9366954813869	-0.175794401927199	0.0845131894841165
PTPRU	0.173815973399705	0.183464394038775	0.0779394288115191	0.830268602907069
MATN1-AS1	2.19710492447444	2.58935697103713	0.236990101717249	0.113887182572505
LAPTM5	1563.19039665689	1531.11114997553	-0.0299144912498546	0.585597661517274
SDC3	1.44858861337102	1.33216055192444	-0.120879973732625	0.430106294181434
PUM1	40.3748997987315	38.8964558288031	-0.0538199738044034	0.525751239295632
SNRNP40	66.9816537092041	67.0081603246112	0.000570804032725757	0.994490091533265
ZCCHC17	41.5249272053058	41.3663092479881	-0.00552139477041223	0.926062496359511
SERINC2	3.05647798561198	3.02151536643743	-0.0165978969487807	0.634603009427717
TINAGL1	0.742229907698972	0.488034813134666	-0.604882071058862	0.00433323402174383
PEF1	47.9799335647868	48.2598762749209	0.0083930568731196	0.787861116118634
COL16A1	0.3412541854429	0.318790537550673	-0.0982379332296317	0.837460951223053
ADGRB2	5.82906643162544	5.14839764199294	-0.179141357622955	0.0914032814754253
PTP4A2	121.374696772387	114.470853131112	-0.0844873891115484	0.0793625612271732
KHDRBS1	133.036248689149	127.940744282142	-0.056343612556974	0.046291335099615
TMEM39B	36.3939109507561	35.1828439454176	-0.0488249886148517	0.556906887953009
KPNA6	35.6768425035123	34.3910863251399	-0.0529532509421878	0.443187109620304
TXLNA	64.419369913675	62.7536957350993	-0.0377941239954226	0.492641566976862
CCDC28B	1.21599513543219	1.13579541364276	-0.0984344660510291	0.640826759657644
IQCC	4.82367849835821	3.96326545328593	-0.28344415379345	0.035691048716578
TMEM234	8.19231856734996	7.68763183170173	-0.091732571545337	0.555103221107435
EIF3I	279.622238997611	272.131461955048	-0.0391753454801841	0.50304396119724
FAM167B	0.690237742087603	0.664573043380028	-0.0546655870921588	0.917484348844288
HDAC1	105.228375222668	102.291036201078	-0.0408440584172699	0.301205983726878
MARCKSL1	36.764953219879	34.4796303518639	-0.0925868415161021	0.274560382008424
FAM229A	18.1902994055633	16.2855706315403	-0.159575018070899	0.312858116414279
BSDC1	46.8618320909123	46.8618379918865	1.81668222203334e-07	0.999996850932712
ZBTB8A	5.43337151157736	5.37434371453626	-0.0157591045006854	0.821694260928341
ZBTB8OS	93.4274755168134	94.5356311526625	0.0170113081449331	0.726071789324518
RBBP4	101.474142253294	100.542050836731	-0.013313122935919	0.805108971127969
SYNC	0.503337812757708	0.378307513493887	-0.411967553185975	0.268023288962643
KIAA1522	17.5800466294495	16.0005595991003	-0.135816534693494	0.0751867196254384
YARS	249.585241221828	241.64580618236	-0.0466386688397838	0.337077015821403
S100PBP	55.5736771216571	56.2595321161812	0.017695852810289	0.823869988649763
TMEM54	13.1310916525552	11.1599988769023	-0.234649977606458	0.156892635036124
RNF19B	25.8052902901563	24.2122437251079	-0.0919300812701808	0.255790197109241
AK2	76.0004272917056	77.7142491437063	0.0321716156666542	0.49664297185533
AZIN2	0.931966072273876	0.783076933754815	-0.251123382575047	0.510557778845155
TRIM62	4.48704628555702	4.31259870479355	-0.0572085891261939	0.497191711288982
ZNF362	8.97140482638442	8.98710025423331	0.00252178247420999	0.964420018199619
PHC2	30.2029848875957	28.8728685673486	-0.0649766858027495	0.218722942027714
ZSCAN20	3.41374815326086	3.39667244501495	-0.00723452857970975	0.968763473613147
SMIM12	22.5955998534311	22.3816951748999	-0.0137225480281938	0.723350895035488
LOC653160	1.46464683029472	1.64858325083551	0.170673912552433	0.199856698592179
ZMYM6NB	20.7818722478388	22.6227919859707	0.122451357031763	0.028414968671585
ZMYM6	20.4320508895404	21.4214686215821	0.0682233689022338	0.319920317214287
ZMYM1	5.22433593643056	5.31786344401551	0.025599062723679	0.836575010448965
SFPQ	271.650834019069	265.158190433774	-0.0349001639910802	0.296734913172755
ZMYM4	24.947864056849	25.0424236498204	0.00545789291525242	0.929320584598041
KIAA0319L	32.9353577244338	31.9427129099553	-0.0441503731762709	0.561402851641712
NCDN	27.3913001274093	25.7671074164934	-0.0881871540221877	0.196554381512416
TFAP2E	0.803574895518217	0.738052594979165	-0.12270886450323	0.404805109890145
PSMB2	100.262445754721	97.7705591462076	-0.0363093234298114	0.485730256013713
C1orf216	22.0919701011413	20.5556323853729	-0.103988323516574	0.140834085961532
CLSPN	20.1476003720717	19.1465894174047	-0.0735205927951424	0.0795111682158757
AGO4	12.8289256557799	11.9839689632702	-0.0982945660375805	0.326670086037775
AGO1	9.28667788693109	8.86000027347907	-0.067855851874594	0.478793888072394
AGO3	6.94953561951528	6.59833680489683	-0.0748141570010057	0.588435259493066
ADPRHL2	44.0879835626209	42.7041399218557	-0.0460095567519368	0.0600956542438047
TRAPPC3	90.6594108888501	86.8877306080984	-0.0613043176589344	0.176648271116118
MAP7D1	93.7273542505243	86.0535200932611	-0.123235950533646	0.0858106982623034
THRAP3	114.867415350385	112.015504561505	-0.0362711681743885	0.374987366041626
SH3D21	1.57283998407292	1.34031283922575	-0.230802126841535	0.18996730618965
EVA1B	7.14728813637177	6.07319964827322	-0.234939153746895	0.191667163659902
STK40	60.8096624725807	55.0737324481389	-0.142936195890581	0.0300581778609001
LSM10	101.71353313376	104.875020879741	0.0441594532504032	0.413792223555247
OSCP1	1.16435774913282	1.28182264969966	0.138662272821973	0.706666194634232
MRPS15	205.05059180832	207.641301278815	0.0181135266601027	0.668153900460545
LINC01137	5.81605306615921	5.43179222348397	-0.0986121378152514	0.521708926902951
ZC3H12A	32.8113728104047	32.1544502929166	-0.0291775310977621	0.569791815156759
MEAF6	26.3545642647872	26.105491603648	-0.013699512407985	0.779289769358088
SNIP1	15.9086088474725	15.418123759008	-0.0451804690351376	0.393464523610724
GNL2	118.992352466646	115.590452414021	-0.0418466173138748	0.124893897094532
C1orf109	34.1423170323852	33.8213226227814	-0.0136278895222081	0.832161440079169
CDCA8	64.8290326794197	59.8269468741225	-0.115844606117095	0.176896174860419
EPHA10	1.2186612024458	1.18299990452562	-0.0428471437032335	0.540973452188833
MANEAL	44.4356632523956	42.1105935412446	-0.0775348120048685	0.0775921714462646
YRDC	34.6930107796137	32.5809870571489	-0.0906147364421701	0.0856733624132226
C1orf122	74.5324071900987	67.4185026465852	-0.144723269793739	0.356482888774307
MTF1	11.7958525542823	11.2204275880307	-0.0721520390214752	0.603248611802624
INPP5B	28.2525673933314	26.6509880519965	-0.0841929553104839	0.468521431696156
SF3A3	102.97965754416	100.250310129872	-0.0387526778719175	0.160075729822503
