GNE781_0	Lenalidomide_6	LOG2_FOLD_CHANGE	P_VALUE
LINC00337	0.642538223340903	0.759015298407026	0.240346684351963	0.550540949120299
GPR153	0.458885785154735	0.43067893199551	-0.0915223658917363	0.749822006697855
ACOT7	45.6271959938935	45.7026503123639	0.00238383398726535	0.985477144637513
PLEKHG5	0.59180663197864	0.791894164232199	0.420181764677848	0.0352567728546408
NOL9	11.8558501480196	16.8670851191034	0.508611558268182	0.0113647307494697
ZBTB48	17.9690066737396	14.3459958117493	-0.324862544209774	0.00230433542377938
KLHL21	30.545053416559	39.9251534547034	0.38635918935574	0.0179548810112881
PHF13	16.9201139465178	16.7726871683154	-0.0126254411735343	0.727988631181982
THAP3	11.4133662651707	12.7436503673709	0.159054227242922	0.229390940493742
DNAJC11	48.5941090427379	47.5246877406298	-0.0321042819500936	0.76756618353144
CAMTA1	6.63379604476777	6.21125342581909	-0.0949502248340495	0.188668159664382
VAMP3	38.7820824180385	40.2603022399374	0.0539677312609902	0.490085252414494
PER3	0.221207090349939	0.254573518725097	0.202684725848162	0.423984695038225
PARK7	424.014913609812	392.0086094386	-0.113229668993491	0.562396537827722
ERRFI1	1.02770170294388	0.601649866417851	-0.772425522070369	0.0149564709446242
RERE	9.56892936389927	12.4744689837013	0.382548983427817	0.220031319625008
ENO1	560.804073014998	659.556903095799	0.234000305565407	0.00954693595857242
H6PD	2.27353699200463	2.40147519293365	0.0789824278058578	0.775949171690181
SLC25A33	16.5637296250984	14.899948855004	-0.152720179897546	0.0723741926907938
TMEM201	9.34662488472412	12.9528959687796	0.47075728790573	0.00272273036125429
PIK3CD	2.52641791555769	2.11990875368716	-0.253091138085399	0.241737842814825
CLSTN1	69.5196269550856	68.4330328446861	-0.0227274538480476	0.81721755572739
CTNNBIP1	20.5656335591512	21.0193493779911	0.0314824963736871	0.794108718450901
LZIC	26.3719923532965	31.142127476534	0.239860937437252	0.167517009280232
NMNAT1	7.62676970528716	7.85863581075226	0.0432067577907812	0.679607651412387
UBE4B	37.2405106547252	40.7788980775303	0.130949935785395	0.472968213736634
KIF1B	11.8599787345846	10.9938646324081	-0.109402802400717	0.732161175142517
RNU6-2	2.65022112372916	2.0435895451807	-0.37500727716387	0.311469388606279
PGD	134.090662096826	143.808183524927	0.100937002588231	0.114296913376941
APITD1	4.78811949120555	6.67449566624533	0.479199672670361	0.0512925312459414
DFFA	24.4553598330094	28.2770273294681	0.209479769891373	0.0410938536246636
PEX14	22.6806149020253	23.0973078284549	0.0262649498541331	0.774120524084507
TARDBP	99.9734315785136	114.492729203469	0.19563933591882	0.0413827392600639
SRM	233.842598458075	316.786200268971	0.437971725035759	0.00273736319999113
EXOSC10	65.0342974010988	92.6885738554254	0.511190743425211	0.102242486711554
MTOR	19.5114660551821	27.0306082756285	0.470271794081371	0.193868938579149
UBIAD1	23.8608571779797	37.9403500892906	0.66908711970437	0.0360160146483859
PTCHD2	0.846319739813321	0.803393994613355	-0.0750951396367311	0.724497000190907
FBXO2	5.32256231532097	3.54504350356447	-0.586317603679469	0.193912519217782
FBXO44	12.869079704391	9.73260070764536	-0.403011614033464	0.00996594906353811
FBXO6	8.65174072613229	10.3988059744496	0.265355546199366	0.0267140838351502
MAD2L2	77.7447488199877	73.8157190007485	-0.0748171635458703	0.389899497837534
AGTRAP	83.212934381378	80.9512706604841	-0.0397540680759128	0.598858535847551
C1orf167	3.02690228293792	2.37602046424493	-0.34929483972546	0.041424469291489
MTHFR	14.1920473213866	10.9088665030877	-0.379581520475707	0.0888753756793822
CLCN6	5.75893666308178	5.66292880853687	-0.0242540622173375	0.91345908976673
NPPA-AS1	1.18356329168635	1.14179581950632	-0.0518321717622641	0.854915348342712
KIAA2013	101.567487694062	100.234372190465	-0.0190613417055403	0.735145682319999
PLOD1	26.3529810758078	28.4079115111537	0.10832660136236	0.340108868714571
MFN2	58.6327117140467	68.6908435219391	0.228412019129275	0.0670248272736043
MIIP	33.7396326005572	31.80260760452	-0.0852992019797351	0.636655406500273
TNFRSF1B	9.6951021906385	10.2775839188423	0.0841731417228809	0.364754748022312
VPS13D	5.08737965270795	7.03150114646902	0.466909960035825	0.23969894401862
DHRS3	0.794869335469835	1.45344804161366	0.870689870717079	0.00236647709029757
PRDM2	13.8883694481772	16.6816201532405	0.264382182178667	0.459397936616804
KAZN	2.59788248048137	3.08406857399817	0.247498674247916	0.313095289911546
TMEM51	1.62795265257199	1.62542585426438	-0.00224099354749976	0.989599719827785
EFHD2	35.6826885586274	42.9726411787856	0.268194129478823	0.167716113542973
CASP9	7.89550342987681	10.301962537224	0.38381603620132	0.011544202087082
DNAJC16	11.4834547799321	12.3962668958127	0.110348982154671	0.686390380868123
AGMAT	16.191362941623	23.978271787453	0.566503248935928	0.000153140988660353
DDI2	5.19478624736996	7.74601539517206	0.576389981707919	0.291902882440614
RSC1A1	6.16771412042992	10.2430979965201	0.73184431884953	0.246001597105097
PLEKHM2	57.3227810631453	52.6058731601172	-0.123884727288843	0.44412650634119
SLC25A34	1.53327788260526	0.939222789001627	-0.707079867499817	0.200504363430696
UQCRHL	35.5467453723302	32.1235875339203	-0.146084453283583	0.648401343393074
FLJ37453	4.42848566609194	2.71010574741018	-0.708464303078557	0.138146881795939
SPEN	21.036482719492	24.4783421682139	0.218612345178613	0.569922571256225
ZBTB17	18.5314546754058	19.7546487816888	0.0922160628763099	0.306395947396911
ARHGEF19	5.72233633290741	5.81397176955432	0.0229197711032619	0.906624415259931
RSG1	5.44630926892494	7.17345381489624	0.397388994799704	0.0302876408896296
FBXO42	12.5894957272333	13.3972328769952	0.0897145539103812	0.478852817816971
SZRD1	94.8761923157181	115.454906489154	0.283211468447127	0.0360466146582486
NECAP2	101.864761873117	118.749027398464	0.221260631643509	0.018297457418522
CROCCP3	1.58774080168245	1.64975384296301	0.0552753663203845	0.782110492111845
NBPF1	5.56861403108683	5.88928708571257	0.080774701687013	0.577409341619835
CROCCP2	89.7030386209196	89.5008673667771	-0.00325519232291357	0.970532357119498
MST1P2	3.63682384896842	2.63894087417989	-0.462720022716275	0.127598278587099
MST1L	1.17866863757905	0.699861740069813	-0.752016340125891	0.0175260916748183
CROCC	9.8116657069944	8.390149689381	-0.225801530567061	0.348031542471984
ATP13A2	15.7085595903977	20.383928281255	0.375881209182355	0.0195659473046104
SDHB	176.403766314683	164.230991148025	-0.103154967498223	0.665417081090477
RCC2	150.023111696348	135.18582739008	-0.150240860824544	0.366995483103806
ALDH4A1	10.5917141603743	13.8616739018637	0.38816539069128	0.0143209002469074
IFFO2	9.09884610021642	8.66706903384683	-0.0701394010020141	0.66669629182502
UBR4	22.0996191086246	24.8018735175239	0.166427600289004	0.641226507999516
EMC1	27.9650761215628	29.8455692076464	0.0938905114121379	0.370775191602619
MRTO4	74.1060416286705	96.6358676082074	0.382967597087278	0.0247083173296038
AKR7A3	0.828343152298974	0.714114940375494	-0.214072245454348	0.591639932435872
LOC100506730	4.11629360932931	3.59062399055022	-0.197111309106816	0.465343637063377
AKR7A2	39.9564569471596	37.8794369825739	-0.0770137733190635	0.646625537980729
PQLC2	9.46543485080216	10.7124645491578	0.178549738719609	0.136938589355236
CAPZB	131.057942096443	127.367148904499	-0.0412115641511589	0.455927041067418
MINOS1	54.2489858782514	42.161666698043	-0.363664268844053	0.268620892376376
RPS14P3	3.43804660320643	2.51568838703988	-0.450635871159739	0.164165318377597
TMCO4	25.6330936009868	25.7054157444344	0.0040647407978783	0.969863598859412
OTUD3	4.17571983926307	5.44955694747172	0.384114021906431	0.0839146376079738
MUL1	36.3930815489279	44.7425414346754	0.297982990526514	0.0121459472469696
PINK1	28.9799641346675	44.862596953033	0.63045732643818	7.27089767948911e-05
PINK1-AS	5.22417247053686	6.45097431622166	0.304314546219326	0.333417500368386
DDOST	391.22114966392	455.227136152097	0.218602194048355	0.162591232130617
HP1BP3	134.355760361571	118.893331280078	-0.176390380032533	0.386755531027469
EIF4G3	18.3501436641311	18.3292513122508	-0.00164350015746878	0.995646045325461
ECE1	36.9442692935307	43.1849802935646	0.225179036952388	0.134763166114165
LOC100506801	1.91035104124875	1.8370180484108	-0.0564719678243988	0.760659420159051
NBPF3	6.57846071461791	9.68265772098501	0.557653047399435	0.0379316051037643
USP48	74.1721179265936	64.856613539905	-0.193623268565958	0.194220848603946
HSPG2	3.3549953906497	2.21560619585296	-0.598609306283841	0.0582603807124365
LOC101928043	1.89460401783485	1.27165103010164	-0.57519353240195	0.361575124304573
LINC00339	23.0325488347792	15.6997673451736	-0.552930891933564	0.000622765301839296
CDC42	155.343029376095	174.446132833972	0.167324110221588	0.378972496676642
ZBTB40	9.79764390494182	12.9826779465072	0.406081236817114	0.189472815281948
KDM1A	40.8509930179339	43.5145702184798	0.0911273989708172	0.375586492724613
LUZP1	4.60815021121529	8.7093335991014	0.918374589331522	0.016632996253193
LINC01355	2.16315447312716	3.17466461558391	0.553467494450135	0.0708699234880651
HNRNPR	68.7186113510319	80.3173653531888	0.225011062265549	0.186021134885809
ZNF436	3.02146311725872	4.0077582533596	0.407548156983821	0.135550087540652
ZNF436-AS1	1.07498132031631	0.82380917330142	-0.383929494535026	0.330099443328862
ASAP3	0.13745314371582	0.211207290220278	0.619719729543351	0.312277467683296
E2F2	87.9296815002144	96.4064355172976	0.132779212352537	0.285325637672193
ID3	19.8107037295013	12.7667195755148	-0.633892259175123	0.133999332373393
MDS2	3.44300829906788	1.48702262019865	-1.21124306494482	0.0203558817978507
RPL11	3223.48323838097	3141.55568737984	-0.0371413281149943	0.840055429110971
TCEB3	31.3435906126482	40.5345783786179	0.370982677521368	0.0691571378169269
TCEB3-AS1	10.799624443801	7.47042975178754	-0.531717999135469	0.100334272107252
PITHD1	70.957188199834	83.3491108682949	0.232217967748121	0.07151398482512
LYPLA2	102.530298089492	99.5943229199017	-0.0419148813728799	0.763640324150596
GALE	18.6406652862266	18.5205923442265	-0.00932310970436892	0.955650635051906
HMGCL	40.5417020697347	35.2409386431111	-0.202154308025968	0.245165475216891
FUCA1	44.84480054341	51.4279120881039	0.197610859242513	0.216948257466801
PNRC2	159.19020729249	166.799217192868	0.0673609279505395	0.474745459087413
SRSF10	21.4135144521471	25.2050265227646	0.235189877745079	0.138969162521044
IL22RA1	8.16282400059377	12.3323481480525	0.595307266424677	0.0303874830621876
IFNLR1	29.239821090826	25.6855112171591	-0.186979696083029	0.312947805712961
GRHL3	15.8070614369549	18.072285311825	0.1932097593749	0.360762420217556
STPG1	7.81472902201005	6.70108557707655	-0.221801016862948	0.267413876260138
NIPAL3	44.3739908748162	50.1920802183526	0.177745429029339	0.245269748463726
RCAN3AS	3.49590987752697	0.750927656191519	-2.21892216211352	0.03375426622152
RCAN3	15.2090722678318	18.1225998292347	0.252857782798311	0.235019275403772
NCMAP	0.419128481427579	1.18102226418686	1.49457169542446	0.00151313400877055
SRRM1	74.8373439320948	81.2548574594361	0.118695704203898	0.638321969036248
CLIC4	130.552760627616	132.187845566252	0.0179565649905818	0.921348286394404
RUNX3	59.2345366558554	67.6409559347655	0.191458465236916	0.302823927648355
SYF2	110.394252116716	87.5719538003972	-0.334124252740572	0.0997060533303611
RSRP1	141.815412820287	97.0540768098697	-0.54715361594035	5.06004219153691e-05
TMEM50A	124.315438006617	140.491010472546	0.176472353030634	0.137473177537879
TMEM57	24.4460268919529	26.81231189325	0.133295611969188	0.410226777846144
LDLRAP1	147.691141192084	137.586505493911	-0.102244315762313	0.217894793945588
MAN1C1	12.0926833563476	20.0599877096251	0.730186309101614	0.000419539190757075
SEPN1	15.3163965784806	15.4051724335817	0.00833791023821953	0.979482515844813
MTFR1L	35.5499745632987	34.070858339306	-0.0613102341917931	0.631325478321794
AUNIP	4.32655720875017	7.44444020200112	0.782943887743693	0.00658777515587622
PAQR7	0.68690373993063	0.687834006937252	0.00195250593077129	0.99611869391284
STMN1	302.176157537351	258.735942954344	-0.223909349152718	0.380401465380239
PAFAH2	10.6100222857657	11.9039816552042	0.166016521718024	0.261599189041155
PDIK1L	15.8210515554589	17.9494012031172	0.182090223585536	0.265479589555906
ZNF593	104.458329595572	110.158612527504	0.0766547549164035	0.786694678495124
CNKSR1	18.1712373724606	19.6500433517979	0.112875831953082	0.191571583053645
CEP85	18.8266323628534	26.7229223323949	0.505302825734235	0.138149434979438
SH3BGRL3	153.896546476502	188.256389442625	0.290737973801132	0.253808586197917
UBXN11	20.577220722432	26.7219271131204	0.376975918113649	0.0120200283968211
CD52	6.85532683359452	8.78231130914702	0.357375225632881	0.532909643128488
DHDDS	22.7581931417314	31.7969992048569	0.48250459848269	0.056961347966469
LOC101928324	1.01706742085024	1.36645462449252	0.426022235612386	0.443312225069764
HMGN2	447.10949480598	610.239556584208	0.448747517222835	0.0374271248889433
RPS6KA1	64.8024784885532	68.6628826543507	0.0834814341650815	0.163650479487007
ARID1A	64.4863103224887	81.590307755934	0.33940485628436	0.315656658718186
PIGV	10.2834412787412	10.719372379072	0.0598973055279859	0.711766146126615
ZDHHC18	60.0609012045416	59.0977375755756	-0.0233232213597187	0.718599343301236
SFN	10.3956452731647	13.37619685713	0.363688673589125	0.246352047600333
GPN2	30.619019928792	34.0403236964629	0.152816651010226	0.14529177670271
GPATCH3	19.248595930917	21.2337507416768	0.141606018481186	0.569495851782042
NUDC	141.935509060604	140.317433393509	-0.0165413001075238	0.95024713838168
KDF1	14.241747904117	15.0991381241077	0.0843399806433658	0.126003099172991
TRNP1	0.300913464076967	0.206940325681985	-0.540133854943072	0.0718345283556671
SLC9A1	11.8305090426598	15.4720199510987	0.387149409040689	0.0459420294180012
WDTC1	42.3354817516226	52.2954471344044	0.30481804411344	0.0460823054517916
TMEM222	61.7211266911937	60.1085990078944	-0.0381930033188268	0.615429192090016
ACTG1P20	1.11944705148326	1.0779779317562	-0.0544586483402921	0.888624298405823
SYTL1	24.8313869191618	10.7956426649148	-1.20171571369786	0.00964034192185052
MAP3K6	1.17828460207562	1.9972813289098	0.761349510384215	0.0184730485635159
WASF2	65.6747477680789	68.3316353376413	0.0572148998077338	0.702585600701231
AHDC1	0.900583112912927	0.957617438090561	0.0885899982588409	0.768829642214988
IFI6	12.7808834378055	12.87267475786	0.0103242946949113	0.973904225177392
FAM76A	6.35151767578155	8.30228486770314	0.386407073833614	0.0985371540504064
STX12	17.7127974831966	21.5129114105251	0.280410699322485	0.0190106333193143
PPP1R8	57.8146739870656	66.360205769869	0.198882649066854	0.333006199377471
THEMIS2	0.5208804974294	0.540938584381111	0.0545123851818374	0.799622022010771
RPA2	66.0089671784426	80.9942116598876	0.295156783047428	0.00293145045221913
SMPDL3B	2.99558031543976	3.08880036271865	0.0442111142394036	0.713969915174079
XKR8	13.07425256968	11.5826355069635	-0.174764911907351	0.269358345666338
EYA3	23.4294880677039	22.8402803074442	-0.0367450754921879	0.874037676998304
DNAJC8	181.056738817164	207.02612758924	0.193370979535406	0.137452916652047
ATPIF1	221.588268492677	179.167841762197	-0.306569786953722	0.0655715961445057
SESN2	81.1191219051578	18.3092325715126	-2.14747071352554	0.00476068565430372
MED18	34.0905356457088	29.4724246010734	-0.210005516724009	0.512882244293739
PHACTR4	18.8306698156845	21.6694651966013	0.20257922989239	0.106315249111431
SNHG3	90.6766721462583	83.1161628694765	-0.125602392327899	0.297396635598045
RCC1	69.5531692260286	84.086685596863	0.27376112680928	0.0158819710174251
SNORA73B	22.0312652099839	46.2323197969825	1.06934940602324	0.0449434775921882
TRNAU1AP	45.3389700382887	43.4372662089618	-0.0618183100924723	0.1417246238766
SNHG12	101.538543997385	138.384098844981	0.446650700332079	0.00546364900869812
SNORD99	30.9293819782682	34.8449769549253	0.171972694516341	0.65526700984967
SNORA61	58.6968307997776	126.828172303536	1.1115207309339	0.0786570915171039
SNORA44	29.3968807824655	44.3577729666978	0.593523852137442	0.233062173589224
SNORA16A	27.8808877427606	49.3177155111719	0.822829474816546	0.0120181376447666
TAF12	36.465845737919	39.5800440821438	0.118227364852612	0.509710377859506
GMEB1	20.6363461667354	21.6235389157708	0.0674151019010983	0.696109937800888
YTHDF2	73.7468359790977	93.9631592463597	0.349514067156839	0.226183884720345
EPB41	61.4101772835954	66.5387624102255	0.115717265048329	0.593539481790478
SRSF4	144.050818727797	139.746676662881	-0.043763885703563	0.617472699836538
MECR	26.5228978728453	26.5376488103286	0.000802144200696862	0.995576894435718
PTPRU	0.183156649607179	0.150716671676062	-0.281239068943803	0.573064831830122
MATN1-AS1	2.07471769412628	0.97952374135335	-1.08276267740307	0.0328948596279168
LAPTM5	1384.72451797564	1568.92810807758	0.180180256255842	0.514028511929015
SDC3	1.24941261076346	1.1052902013236	-0.176824788151278	0.285925021166759
PUM1	33.8906225864596	38.2025566982721	0.172783053519213	0.472790611143052
SNRNP40	63.3448220731654	81.6129793682863	0.365571914764137	0.0176757398104153
ZCCHC17	40.7529790765888	52.3940371275753	0.362497105138423	0.000378031369743549
SERINC2	3.14287255073752	4.78488621528509	0.606400848409281	0.0319270510628848
TINAGL1	0.545850680645372	0.955670672085607	0.808007194536761	0.0441699051792767
PEF1	51.4521925190303	57.2460352788947	0.153943223500054	0.178019133439172
COL16A1	0.44948100802556	0.841868318776789	0.905334432462254	0.0873764291465387
ADGRB2	5.07727416289937	4.44919591749719	-0.190509536822466	0.165910607770278
PTP4A2	114.85983087179	124.457503886327	0.115778874500168	0.102852884367815
KHDRBS1	126.378221374508	134.050083919724	0.0850242556738605	0.18033097823257
TMEM39B	34.0776735146847	42.6978786113765	0.325337547170157	0.0213398968606322
KPNA6	30.8907620794733	35.5017012141025	0.200712696210401	0.288768485772352
TXLNA	56.7558818645097	68.7823241443939	0.277267952080714	0.137700970963761
CCDC28B	1.26290384947543	1.29269078755002	0.0336324183795484	0.933960345368482
IQCC	4.85738599941521	6.02125932560287	0.309885116402505	0.123681742489703
TMEM234	9.02254008048816	9.79403948713897	0.118370365680825	0.3233949616362
EIF3I	255.628429549686	280.695559720912	0.134957948664927	0.214207900028832
FAM167B	0.940390480159911	0.733361261537064	-0.358735873908888	0.522781359090982
HDAC1	104.226260718099	82.0486829549734	-0.345166742148694	0.0225212257513339
MARCKSL1	37.6524095557187	44.615697638593	0.244809206224759	0.0346426074437591
FAM229A	18.0583583352241	12.731822901356	-0.504227750565186	0.135586566193458
BSDC1	42.7659462635607	42.0145244363468	-0.0255743079203118	0.834290677310518
ZBTB8A	4.65599084903017	4.10201188600906	-0.182756550565879	0.375775159686112
ZBTB8OS	96.6403837370887	87.2834160653218	-0.146918616870543	0.284390288083934
RBBP4	88.7744202849078	95.5807237982754	0.106575658450062	0.487429846011674
SYNC	0.370795387199119	0.199848824012058	-0.891714213128786	0.0824613768306418
KIAA1522	15.6836890377719	20.6860349848757	0.399392198996421	0.113972380076862
YARS	236.274171744044	159.347991619312	-0.568281094182383	0.00304253752857579
S100PBP	47.8589842848557	35.1921045442642	-0.443537986622819	0.095556478370964
TMEM54	13.8757077758689	11.8563180124212	-0.226905313203238	0.175043811900361
RNF19B	23.693046481749	39.258897221725	0.72855593417179	0.000658842365041104
AK2	73.1856354793488	81.8887030185125	0.1621039270229	0.0968373769746548
AZIN2	0.984710299143487	0.915471059110045	-0.105185068786674	0.700527504852109
TRIM62	4.59663285257725	8.20975536534648	0.836761794955395	0.0101279925623625
ZNF362	8.42000082641749	9.03318755127837	0.101414788114831	0.252207813200265
PHC2	30.1449827454831	35.460795226801	0.234306986187198	0.0427301067787426
ZSCAN20	2.56426190022843	4.51831792825435	0.817242169753543	0.0876451412215693
SMIM12	24.715061759959	23.2350710225878	-0.089086456865159	0.41346507731788
LOC653160	1.24971907899669	1.41615178698247	0.180372073890339	0.554946581110074
ZMYM6NB	19.2444556929554	19.408708944152	0.0122612872471411	0.947687516591495
ZMYM6	16.4917863008287	17.8240903747841	0.112080780671429	0.648731786674074
ZMYM1	3.78227703336166	3.55965171723417	-0.0875189453361935	0.814641301689425
SFPQ	248.640011721366	320.723132895383	0.367269938368715	0.0213440934811573
ZMYM4	19.714330810001	20.92371428497	0.0858942352021276	0.773713375561479
KIAA0319L	31.429883859888	26.0515043086077	-0.270770259713396	0.0554281609029843
NCDN	27.3414938679557	31.0757707539094	0.184698103836967	0.140633801140652
TFAP2E	0.556607029936624	0.426713730473528	-0.383390596754594	0.130220325458011
PSMB2	90.6957737260428	107.026762742758	0.238864366863738	0.0883281026281098
C1orf216	21.7788294421893	19.6272032778214	-0.15007180012868	0.00342017400050311
CLSPN	18.7516223490385	33.0242981431112	0.8165124807687	0.00108496998047665
AGO4	10.5006838601655	11.4389175534041	0.123467251739983	0.499332287899787
AGO1	7.44810177568698	10.352469483674	0.47503025796933	0.105870810665225
AGO3	5.20334322926761	7.53859419558162	0.534856638131616	0.157020606729584
ADPRHL2	47.6559278516282	48.7947624415216	0.0340706192843739	0.802502550918774
TRAPPC3	95.1117997109999	83.639541795757	-0.18543917667379	0.28775282643714
MAP7D1	96.5482253420029	105.862634682143	0.132871818677965	0.336448638677629
THRAP3	99.9954282863505	112.073990789977	0.164517465581416	0.428059305289751
SH3D21	1.42074642044578	2.11464978912333	0.57376967532019	0.0667814556391678
EVA1B	8.39993185582085	9.45397420062974	0.170543303545948	0.586692206903718
STK40	58.0854134162216	46.2029675416738	-0.330190398613107	0.0213598404819515
LSM10	99.5699072353572	112.461886191942	0.175654457675257	0.0688062234735495
OSCP1	0.93699872766916	2.04947110836433	1.12913265828087	0.00479024381436324
MRPS15	196.382638213621	192.122804864799	-0.0316386133528668	0.679308702252626
LINC01137	6.00019043858501	4.97274052365421	-0.270967137153413	0.380627538563495
ZC3H12A	29.566218393652	39.3809418343851	0.41354788482242	0.0525777085358665
MEAF6	24.1272434747282	30.4668680970601	0.336578105114758	0.00575794412216154
SNIP1	13.8863456224995	16.7186657383811	0.267792730496172	0.116873617980164
GNL2	106.406080341245	144.332417857701	0.439814780666928	0.00617566021859849
C1orf109	32.1180615083296	33.0813449546804	0.0426330685391407	0.57334787196273
CDCA8	54.010312287044	92.9125928103946	0.782639254051341	0.023091478833042
EPHA10	1.0528823042689	1.46594051704237	0.477482390230898	0.0512508319373926
MANEAL	40.5583830500376	57.6814669046622	0.508107717157105	0.0377631976011448
YRDC	35.2512017315958	29.1752758971654	-0.27292614166507	0.0575551808429341
C1orf122	98.1600138912863	88.873499367667	-0.143382158187911	0.736161172189047
MTF1	9.9986825056378	10.4730321629244	0.0668692800616207	0.777199343509495
INPP5B	25.1676144463982	21.6258155735165	-0.218813932688821	0.185064263983484
SF3A3	96.9992300080543	117.466845145377	0.276208415399307	0.0135186776729722
FHL3	0.369206727692215	0.404408231048	0.131383519125495	0.654427298573627
UTP11L	43.9227928333608	57.8908681060961	0.398365999643233	0.050885693850024
RRAGC	55.5697615423998	50.4868377236168	-0.138392733432584	0.285448070189047
AKIRIN1	74.779239253067	69.4394054301239	-0.106883199528432	0.486673545867177
NDUFS5	450.956947268717	422.342669195344	-0.0945756966766192	0.720341664240663
MACF1	33.8942201304591	34.400472296629	0.021389096039947	0.947729498335364
