JQ1_0	JQ1_6	LOG2_FOLD_CHANGE	P_VALUE
PEX10	24.2950188374743	11.2884585966814	-1.10581204695459	0.00275654076504
PANK4	22.3198904658504	22.4896377776037	0.0109304777766739	0.814679708230412
LOC115110	14.0383592588558	5.10291915116766	-1.45997964022975	0.00116763796792605
TNFRSF14	46.7978684714547	25.8543565817891	-0.856035418085861	6.08931333098371e-05
FAM213B	8.72307971149564	8.34369212425356	-0.0641516485701047	0.525753863197057
TPRG1L	63.4782569499054	111.554395789304	0.813412945097402	4.93083625085363e-07
WRAP73	40.3081280901665	36.9081281475557	-0.127132215031334	0.0891210073003197
TP73	8.11117598134754	6.88674475219898	-0.23608888913754	0.0441806298558959
TP73-AS1	1.51550081456564	1.01488877138811	-0.578473006312705	0.00677671409706795
LRRC47	55.9802138681333	64.1013438025078	0.195437602785705	0.0149148846667469
CEP104	24.6357073565998	25.1926262657172	0.0322506312631873	0.29888441580564
DFFB	8.58546755773646	2.56107493875875	-1.74514723662069	3.45062805462531e-05
C1orf174	32.1407574245054	33.224078123364	0.0478252414848497	0.376037638876816
LINC01134	2.16288703353452	1.82710622645299	-0.243397802548882	0.0686755057731394
NPHP4	7.83216053676874	11.1005759162183	0.503152286462351	0.000518027013562854
KCNAB2	68.0588697348918	45.9840223043715	-0.565650525740741	9.03352829198381e-05
RPL22	576.64114737834	474.581987292517	-0.28101644264764	0.0256394977234448
RNF207	1.78385777951801	1.08473318161836	-0.717660381141459	0.0023204427979196
ICMT	50.3967995643432	59.3018154603699	0.234744153321166	0.0175016675644935
LINC00337	0.468025048268355	0.597161700664283	0.351535896717915	0.56679011811877
GPR153	0.479133963317663	0.906381536732214	0.919689391068681	0.0177436477855916
ACOT7	41.9514002666312	59.0937788489938	0.494287291188107	0.00627118215933155
PLEKHG5	0.655972644095285	0.344912106717014	-0.92740688210892	0.0325381194420399
NOL9	12.0058936794498	11.0495529496763	-0.11975479580376	0.0352482795886059
ZBTB48	17.2466893080448	15.5208421736541	-0.152112605798753	0.00566809148944925
KLHL21	30.3231486970956	42.9257096114911	0.501422415888322	5.925434840384e-05
PHF13	17.2640502420283	17.9015235589596	0.0523114087978198	0.58256591706831
THAP3	11.3426598406026	15.0145232020996	0.404599671445597	0.00290861997101687
DNAJC11	45.3009795803515	28.2958113761979	-0.678953740212277	0.00133954361645432
CAMTA1	6.28827119789877	5.54820569390728	-0.180642163820776	0.006017046214097
VAMP3	39.7954547266532	47.3074064581383	0.24946240842804	0.0132220822909463
PER3	0.382119058413399	0.160723557221111	-1.24944081470805	0.0357241462317035
PARK7	397.576295615389	316.629140875885	-0.328437703144637	0.00339358061392174
ERRFI1	0.835721809214896	1.26895103151638	0.602541706622043	0.11930018123623
RERE	10.5189929575688	10.3819172444694	-0.0189237009308807	0.746895105249037
ENO1	586.400047293906	466.944807174661	-0.328633186211334	0.000726838774903508
H6PD	2.52853558503456	3.08783437578212	0.288293289692362	0.00847797101098526
SLC25A33	15.2872560250123	14.0173740121029	-0.125113371484974	0.246558448937122
TMEM201	9.03946686764345	10.7116338677544	0.24486896157645	0.0709751499735622
PIK3CD	2.39845996159508	0.603621455468518	-1.99039236441134	0.00117018571676118
CLSTN1	69.3238146448568	84.4353344922023	0.284495821103605	0.0161520086638547
CTNNBIP1	20.2202196300508	34.9591039512059	0.789869539361895	0.00150430526093028
LZIC	30.0376725654526	15.3611692780715	-0.96748499475714	1.98842905500341e-05
NMNAT1	7.93154459687116	8.74879492085417	0.141482465340666	0.0646039587781552
UBE4B	39.3740676365398	44.3113079891774	0.170429151768998	0.0383606124660033
KIF1B	13.4559693431218	16.1562313487505	0.263844386135115	0.0169181754068608
RNU6-2	2.12596123233352	1.8227054388812	-0.222033857785884	0.280539768882563
PGD	136.308773303823	191.191367239614	0.488138961589178	0.000109046146598063
APITD1	4.96884665959465	3.79497362383379	-0.388821161957089	0.0418867083147174
DFFA	23.8139585646783	15.8661077702215	-0.585859204332371	0.0043965105265729
PEX14	20.106033060305	18.4049500857954	-0.127534627458447	0.239098579904607
TARDBP	98.9021206615813	99.4836412545855	0.00845785776626346	0.78928858467493
SRM	214.03096417717	154.130480091286	-0.473667338163483	0.00155130554552683
EXOSC10	75.5222395375046	48.311639375274	-0.644530737970558	3.15291065341711e-05
MTOR	21.936484930971	29.2999533575435	0.417565999031495	0.00117132838722322
UBIAD1	26.2016956896273	21.0816040725259	-0.313675537387333	0.000460246398484193
PTCHD2	1.05574968425391	1.52802551526155	0.533400818303476	0.0345165808673022
FBXO2	4.01449283659269	5.69563675854918	0.504639401712535	0.033741252398494
FBXO44	11.6398048449596	8.93592207284606	-0.381378360233805	0.00361781163654191
FBXO6	7.84363093308729	12.4992772641034	0.672251118466832	0.00465622426922465
MAD2L2	72.8231054372725	60.423447067564	-0.26928777374811	0.0263956676807239
AGTRAP	86.6957453990982	54.7874475075033	-0.662115803317902	0.00450442002973869
C1orf167	2.48025720266498	0.311024895488567	-2.99538776754211	4.62760591316728e-06
MTHFR	15.3148735187874	23.3170204959107	0.606449997152034	0.00570541521927786
CLCN6	5.88814987569061	3.51007134298092	-0.746314039983643	0.0034781202746625
NPPA-AS1	1.00457300921874	0.356115378262494	-1.49616577584276	0.0386619903864657
KIAA2013	96.3852126351691	112.288447568835	0.22032577730596	0.00851062988520409
PLOD1	27.9766163760978	30.4716594559721	0.123246583174448	0.0944915858675166
MFN2	60.1088441061467	51.1932830966607	-0.231622745940125	3.38164008478258e-05
MIIP	30.4089996214782	19.9452815489437	-0.608450867412857	0.000121497926171741
TNFRSF1B	9.90843810398958	9.63481328211141	-0.0404009510253705	0.675692094271338
VPS13D	5.80223723078456	5.90266043034324	0.0247560655695217	0.718561461534769
DHRS3	0.587239210236348	0.303673165094766	-0.951428874352488	0.0542123399626267
PRDM2	15.7720079929419	26.230329916896	0.733869606796692	6.25375852757819e-05
KAZN	2.77874818443279	1.98059536065804	-0.488500935597645	0.0254728688795798
TMEM51	1.41218453516001	0.704870658182532	-1.00249816664609	0.0278074197238746
EFHD2	31.90171173975	31.609044703286	-0.013296401885566	0.793640237413734
CASP9	8.20318228297442	20.113964694512	1.29394188944391	0.000197168095255172
DNAJC16	12.8814210184323	18.9581832705519	0.557528966288835	0.00204977934686592
AGMAT	16.3674586634822	6.66074640985605	-1.29707457405354	1.26169436965862e-06
DDI2	6.35164798816662	12.0751801445977	0.926841847335329	0.000787878939967388
RSC1A1	7.35859969877338	13.9396831870707	0.921694612306647	7.49546219242361e-05
PLEKHM2	61.2838743269972	57.8214308955392	-0.0839031950495277	0.087521281784594
SLC25A34	1.83853605321034	0.844488934234461	-1.12240704378989	0.0174056803174478
UQCRHL	33.1103673829215	28.2429326941536	-0.229393115359167	0.0202044820895821
FLJ37453	3.3452838103808	2.299230439763	-0.540977545766293	0.00370791451133888
SPEN	22.6241466179034	30.1084842607333	0.412306706066019	0.0113945418361669
ZBTB17	18.4209819045431	16.8552248829729	-0.128154088373877	0.0619781971449288
ARHGEF19	4.72848459666255	3.61756472654749	-0.3863590669405	0.00510754037927325
RSG1	5.37983749953283	6.08557833350026	0.177831777567779	0.326881708927074
FBXO42	12.8003112374491	18.5567692748764	0.535766670231576	0.00100356737655654
SZRD1	101.811306517476	108.023875470014	0.085452425666552	0.0625206990943648
NECAP2	104.704780619133	123.932123508523	0.243222871566221	0.00193786808073893
CROCCP3	1.44890846406667	1.63220745875406	0.171857985709201	0.198603820612342
NBPF1	5.70611852466122	8.72163464686566	0.612088842375676	0.00177654412262121
CROCCP2	78.3323050144987	78.2136672683076	-0.00218668188473296	0.884690191587564
MST1P2	3.36645432181903	1.62642758064873	-1.04952330411294	0.000447519681014597
MST1L	0.852515036386171	0.345918388592449	-1.30129357252445	0.0308846096937193
CROCC	8.04823384689487	7.41309126157414	-0.118596951912972	0.276410745057574
ATP13A2	15.5617569148697	26.7551912151362	0.781813890594854	0.00977267472783172
SDHB	160.903232745364	129.762045792507	-0.310324841906021	0.00879224807512471
RCC2	137.5130037003	144.781882469533	0.074313028315563	0.0346849793230146
ALDH4A1	9.95662845786291	27.1593480269407	1.44771964685722	7.69278415285754e-06
IFFO2	9.26035024101165	14.3578704913851	0.632703124971331	0.00182779875385664
UBR4	23.4847568086548	47.2486341649654	1.00854797122288	0.00236970862402068
EMC1	29.0264502352827	23.4579959183558	-0.307288384412426	0.00197117107042841
MRTO4	72.1110496637928	25.4985867798248	-1.49980305218603	5.17197877068533e-05
AKR7A3	0.539927236784112	0.79402672963458	0.556422578409727	0.151582805105976
LOC100506730	4.81318354693953	4.35430827823702	-0.144547888682198	0.215983320269332
AKR7A2	37.8270333387404	42.5229002635488	0.168822364311215	0.0180069666803195
PQLC2	8.34382508090575	7.22638595586191	-0.207434603573872	0.111423998942663
CAPZB	135.367988466562	108.269476455138	-0.32226004096688	0.00127317307986367
MINOS1	46.8812821419006	31.7584612904557	-0.561871011076812	0.00060726946093052
RPS14P3	3.46342895825209	1.85801172831487	-0.898441473157064	0.026591264038509
TMCO4	24.9221239559689	10.5497348921559	-1.24022028001324	7.3600225978501e-05
OTUD3	4.61021902034704	9.75424491605748	1.08119490574129	2.91504003899394e-05
MUL1	37.9922783380188	44.3766068288837	0.224093128094151	0.0119954834351462
PINK1	28.0204011594179	60.1551685393605	1.10221108872401	4.64275929505496e-06
PINK1-AS	6.14299564126541	7.1064346260114	0.210183566234935	0.120285049336631
DDOST	415.193209125421	434.119268631491	0.064308611597235	0.152114858543888
HP1BP3	148.106939305385	165.224277792583	0.157786452350604	0.021202270323434
EIF4G3	20.6458537405837	20.497993806	-0.0103693614194764	0.73994394742777
ECE1	39.9783095286532	77.5914643889866	0.956680485035129	4.42332663975912e-05
LOC100506801	2.21224236218941	0.96334458409284	-1.19938560754548	0.0122218749169998
NBPF3	7.62332475022037	12.5048145966168	0.713991426776152	0.00197231178575839
USP48	77.5085957789575	71.4095811244437	-0.118238659873968	0.00643514095656538
HSPG2	3.45179832657689	0.21432284760323	-4.00949061672236	2.56734275897069e-05
LOC101928043	1.69058581463227	0.755273109670186	-1.16245292172673	0.0178739731842624
LINC00339	22.6565612787278	12.5835675174344	-0.848387918383723	0.000255883575736995
CDC42	184.412237841993	210.170123642149	0.188623202032727	0.00956797331026897
ZBTB40	10.9337732488655	13.0927335214251	0.259974975375654	0.00277077094106062
KDM1A	38.7311235426348	41.7771596064598	0.109221055334773	0.0671735076905136
LUZP1	4.83110057567732	16.8699211260322	1.80402943567011	0.00113582336084762
LINC01355	2.20108468299526	2.22323708163471	0.0144471511943899	0.943650663702232
HNRNPR	76.2423130228946	53.3142215396062	-0.51607146564469	2.81005818426524e-05
ZNF436	3.33756987781783	4.7523643734539	0.509847412305089	0.000316691408613817
ZNF436-AS1	1.06023894712955	0.737852710719245	-0.522984682011108	0.170257977832965
ASAP3	0.10392927489526	1.31756056593818	3.66419528524903	0.00368440630095659
E2F2	89.4544321046529	63.0784648444168	-0.504005414397918	0.000378169729106483
ID3	17.9785128557304	16.560231372079	-0.118550859466392	0.259327161551457
MDS2	3.63841191760019	0.841080017819552	-2.11299391910779	0.0113545182638036
RPL11	3575.66585200394	3028.09956796465	-0.239799278306409	0.0400182792021773
TCEB3	32.8822171370959	41.8581712826024	0.348201705538191	0.0060540580024668
TCEB3-AS1	11.1622445105027	4.51425864207951	-1.30606616981496	1.3543908375622e-05
PITHD1	68.0291727913277	114.528240204192	0.751477928088596	2.88143515817172e-05
LYPLA2	93.407963219013	77.2761037691838	-0.273523191977246	0.00195436980114502
GALE	16.7952659062723	22.6913453172555	0.434087508777813	0.0108680821708812
HMGCL	35.7708695254398	38.5970633839434	0.109705897689744	0.0483398850413063
FUCA1	49.6294413181507	72.1869546054163	0.540541927239166	0.00401574728943414
PNRC2	170.865382812459	264.789966296357	0.631988317265325	0.000122304884542596
SRSF10	23.8633554389166	21.1767355583098	-0.172316703636641	0.00176183718717665
IL22RA1	9.22901423350879	8.20959517558953	-0.168865476587686	0.157560608746067
IFNLR1	31.1518707662109	19.9880055729797	-0.640184278717917	0.000326307445131529
GRHL3	17.6988804087457	4.37441958376701	-2.01649458959903	2.88851874218642e-06
STPG1	8.45517520507494	4.84860258414717	-0.80226564190965	0.000249732613296581
NIPAL3	47.1693516337646	44.1364071777468	-0.0958805753011754	0.0311683780529694
RCAN3AS	2.75900496711974	1.30530574048455	-1.07976028659829	0.0487169333404851
RCAN3	17.0531481236236	20.0565089549203	0.234032416790579	0.00706556315995139
NCMAP	0.623036684406393	0.530995357369694	-0.230617864421876	0.329514923739371
SRRM1	79.5216492356673	76.9158416359402	-0.0480669107352706	0.108522086815435
CLIC4	152.608837096849	200.276683640114	0.392155964786461	0.000312773685490161
RUNX3	62.3113899771379	77.8285561211049	0.320803693037205	0.00587985397943576
SYF2	103.270219721209	95.5498340449535	-0.112099008195716	0.121396606959817
RSRP1	126.651516813361	205.92853520319	0.701279400608609	6.50377693641664e-05
TMEM50A	137.066761435064	155.398712221802	0.181095786987887	0.000270216431240645
TMEM57	26.7036287409501	38.2021194957416	0.516616880549764	0.00257302193270722
LDLRAP1	149.107166630606	165.126596858713	0.147222912701072	0.00545122849695135
MAN1C1	11.6796202374066	31.1270436027828	1.41417519264455	0.000672078579686807
SEPN1	17.3872351540339	12.7205478450939	-0.450867733947475	0.000187450978213136
MTFR1L	37.0719725359173	40.3437688777841	0.12201698496849	0.0912730883842453
AUNIP	4.69684810439138	5.27030928441027	0.16619469016164	0.351128516438249
PAQR7	0.631862253503182	0.310418961271783	-1.02539339983299	0.118137643600054
STMN1	275.984591469395	248.44918230986	-0.151636928231079	0.00747672172094961
PAFAH2	10.8045859932365	8.59246193364788	-0.330500332224704	0.00249928369308848
PDIK1L	17.9504275052679	18.6734837294076	0.0569728986785596	0.141227966881713
ZNF593	85.7892627335181	48.96305465872	-0.809103527018276	0.0109454367312274
CNKSR1	18.1228947798717	16.5304851802467	-0.132684346988462	0.323219612645366
CEP85	21.840258573424	32.5887084092267	0.577382237904992	6.76833231879619e-05
SH3BGRL3	173.648932968991	232.109531564227	0.418632222353113	0.000525435098953069
UBXN11	18.5688832650865	12.8610926939098	-0.529873833046131	0.00124837499700509
CD52	10.0398312870446	7.46958751803955	-0.426634543406416	0.181399092566157
DHDDS	22.9613471903489	36.6017789018413	0.672706476937684	0.00170050504000499
LOC101928324	0.744149343646529	1.03695890618591	0.478694631904969	0.460569871412084
HMGN2	496.572590511448	508.888410284856	0.0353447041521985	0.385408986457415
RPS6KA1	64.1537395362981	66.1129738256532	0.0434000471742026	0.395343539285921
ARID1A	72.231453357955	94.8486445752276	0.392999958183417	0.00573690387296657
PIGV	11.0346233708162	9.62206441474513	-0.197619026327367	0.00214066497348837
ZDHHC18	57.0802546230107	78.3086219834221	0.45617939035932	0.0051031850493495
SFN	8.07004819278888	7.31015341020076	-0.142675606268861	0.403268056608427
GPN2	31.582009443969	38.6674960499477	0.292018377017411	0.0014263345620114
GPATCH3	16.7050807580188	20.2848845292333	0.280118132926542	0.00203517545474274
NUDC	117.656019532046	100.658445355799	-0.22510691273538	0.0114614030382486
KDF1	14.4458444205477	6.44796816746574	-1.16373801132535	0.00359281679945826
TRNP1	0.259124091181268	1.56651470913404	2.59584325974269	0.033927372478391
SLC9A1	12.168830744467	29.6511602867049	1.28489800855774	0.00176021686183775
WDTC1	44.8312906767244	54.7083076573336	0.287253893533545	0.00505217899862167
TMEM222	56.1257401674372	59.8374762903717	0.0923867635431023	0.305416550018797
ACTG1P20	1.16556088698045	1.11808184449956	-0.0599985719515248	0.829018454469724
SYTL1	19.1976705438936	7.71748488272085	-1.31472860718696	0.000533828495733867
MAP3K6	1.22549826927554	2.19691011250131	0.842107395753032	0.00856380259636184
WASF2	69.9060050114747	79.3714930282615	0.18320455355307	8.80105082265773e-06
AHDC1	0.869156121923268	3.13171346317305	1.84926496984111	0.00182028501708883
IFI6	9.91752178669268	22.6449874224598	1.19114017130086	0.00636279276589953
FAM76A	7.63644340297003	14.3726462928392	0.912352936354135	0.000205189330006751
STX12	19.1835087046408	25.8539862206885	0.430520118884876	0.000165592119767566
PPP1R8	64.0315686542984	56.0746778722362	-0.191433926141252	0.00739992521030275
THEMIS2	0.453390056654035	3.93664605277109	3.1181423477387	0.000570481569801881
RPA2	66.4524233995807	60.5704616439883	-0.133707405856476	0.0376828475723143
SMPDL3B	3.17367320839693	1.94770916004507	-0.704375317870019	0.0124894084508057
XKR8	11.3083358028792	11.7286341864885	0.0526483895979594	0.35602703429994
EYA3	26.3621529447967	26.4050370230202	0.00234496703898841	0.938528132582837
DNAJC8	207.181605271601	170.028649353442	-0.285118061330202	0.00145318177692459
ATPIF1	208.686484301453	144.631968709818	-0.528950693098963	2.32087306767527e-05
SESN2	82.0353596627528	44.6922647003187	-0.876220735387673	0.000348918035252636
MED18	31.8403700229756	26.2482025711008	-0.278638468767775	0.00096325903529246
PHACTR4	19.6146034596382	21.359828443107	0.122971890361751	0.0299454019014091
SNHG3	91.2943974465977	68.6461488227654	-0.411347542880606	0.00123918119653585
RCC1	70.4930995540525	58.7118289689156	-0.263830841852668	0.00193058687671931
SNORA73B	23.2880550671175	40.8559513164676	0.810956089078032	0.0457454622361357
TRNAU1AP	46.5564027452312	33.357308639622	-0.480976697585225	0.00103689540308886
SNHG12	83.5040068507683	132.947282551292	0.670936958198327	0.000467440264111947
SNORD99	22.8345884615785	33.7130515995252	0.56208643260613	0.00415416416743236
SNORA61	66.7335938038184	112.635417089275	0.755175435392135	0.00983569528963604
SNORA44	31.1147350988569	57.1443660474649	0.877013304265418	0.00352540262522161
SNORA16A	33.4225186784309	50.3664505218565	0.591642606280784	0.0155152388194563
TAF12	38.807799425201	65.3497394141643	0.751834854984464	0.00214533571857575
GMEB1	23.1176941060059	14.8479843298592	-0.638730409175661	0.000973713692950552
YTHDF2	88.8787081344541	111.013183029366	0.320821257364177	0.000428994478741954
EPB41	68.7734428345179	67.9980709493098	-0.0163577506258609	0.430079825417584
SRSF4	146.495162707187	143.956144118513	-0.0252236622776762	0.638263435322651
MECR	23.239930060469	19.9662422141555	-0.219042893947268	0.0123584488844223
PTPRU	0.190544076407675	0.167344851920994	-0.187300589006893	0.579030754759495
MATN1-AS1	2.11530761259898	0.900851734769105	-1.23150589137764	0.00922905959439008
LAPTM5	1567.80013477226	1542.21293924944	-0.0237396770714596	0.430795760410207
SDC3	1.22769386603761	2.07998630159007	0.760623167511732	0.00695088664627025
PUM1	37.3900213219062	46.4595422083263	0.31332164463855	0.00366916718434151
SNRNP40	69.502978563176	62.4954767905067	-0.153323029921498	0.0544665911113064
ZCCHC17	42.595088443232	66.4816616012627	0.642269354697221	0.000508618232192936
SERINC2	3.14380712533765	5.38674324781483	0.776900592603852	0.00212490248468014
TINAGL1	0.460750428917766	0.847924872989388	0.879950937317594	0.018237685842227
PEF1	49.8545047679994	44.6058451222753	-0.160491097579635	0.00586413312086165
COL16A1	0.385222734073145	0.285460374355511	-0.432402352426179	0.0789343309531638
ADGRB2	5.11014610301431	4.0827169108936	-0.323835002667164	0.00334137979546127
PTP4A2	115.61055030926	127.901967421969	0.145765395975102	0.0128785281034748
KHDRBS1	131.358798556916	134.232811093269	0.0312245216799536	0.36680388793661
TMEM39B	35.1705754391216	50.6102013088316	0.525059273233193	3.85793498608574e-05
KPNA6	34.0543405315754	37.2579042072737	0.129707829188425	0.00919753409574109
TXLNA	61.2948587704847	75.3198980400821	0.297264976945664	0.00660912657089703
CCDC28B	1.18107346535933	0.730575806434104	-0.692992822646107	0.0739857057868901
IQCC	4.106489801839	5.24406348881767	0.352779436828195	0.0327696979212807
TMEM234	7.41144045462564	5.48671122447789	-0.433812319418724	0.0978430193815768
EIF3I	281.932811169644	214.380284023935	-0.395179156525697	0.000694330903091493
FAM167B	0.809983167508568	0.450073966541672	-0.847729809378393	0.0989549131470791
HDAC1	101.414991019453	63.4613365527202	-0.676321114088649	0.000128736056812518
MARCKSL1	36.2372329407937	226.67230812859	2.64506345100475	0.00045014171972301
FAM229A	14.8606872925363	24.8800864796564	0.7434906593992	0.0225806188675553
BSDC1	46.1512480708127	54.4323935704081	0.238095814196053	0.00256881085896172
ZBTB8A	5.24049035897615	3.81731263691361	-0.45714446504502	0.0110916503968138
ZBTB8OS	91.5290663622082	68.0642836519961	-0.427332013842003	0.0074535941008378
RBBP4	98.3836785045114	70.6478734406381	-0.477772862639362	0.00254386033403355
SYNC	0.489195052780196	0.469738498385926	-0.0585519765088036	0.81930430526456
KIAA1522	16.0216431641654	15.2243213171512	-0.0736442008684241	0.0902252400303435
YARS	238.937869980239	133.918160700902	-0.835283910543407	3.28326675183949e-06
S100PBP	53.006863380868	28.7602588274276	-0.882102514001582	0.00468514658804294
TMEM54	12.1178164477955	7.6739248754721	-0.659093211169005	0.0199443010046511
RNF19B	25.9131234969069	77.7013921248847	1.58425752217858	0.000377775856373548
AK2	77.0458487415667	51.5245152189169	-0.580458200022081	0.0001052460597596
AZIN2	0.964546181464866	2.92454981012664	1.6002923410982	0.000584327295018561
TRIM62	4.97486367767807	18.9925567125319	1.93270523093521	6.77961973023846e-05
ZNF362	8.90809266570773	8.22108256574973	-0.115788182835878	0.07140612908931
PHC2	29.9353703390236	47.4547686000138	0.664701948669058	0.000281369394452216
ZSCAN20	3.14687119151453	2.96360074565551	-0.0865670252989697	0.417475976391386
SMIM12	22.0888202492964	20.7034116268985	-0.0934478443929665	0.00417194257690769
LOC653160	1.49092382412387	2.05274368212473	0.461346947360831	0.178939574919175
ZMYM6NB	21.9952637704689	12.472601859848	-0.81843045093017	0.00635577161720209
ZMYM6	18.9503488201518	19.6304569137762	0.0508693486056869	0.37491927726193
ZMYM1	4.88072225903739	2.99755734314677	-0.703307303883294	0.0143490577703571
SFPQ	264.118905746444	452.09861162118	0.775449913257018	0.00055127179248534
ZMYM4	24.0023503928354	22.0136189982168	-0.124779345297919	0.0156148679543783
KIAA0319L	31.4927314794619	31.2603421080104	-0.0106853260631147	0.734329543402268
NCDN	25.9068691890244	25.180578591117	-0.0410232450453359	0.352706165011219
TFAP2E	0.577190493454274	0.424395595602321	-0.44363785431922	0.253405973754855
PSMB2	98.3291539425316	81.9068180026727	-0.263635681315921	0.000114375828206091
C1orf216	20.5370303693479	15.0758056293053	-0.445992484988767	0.000282908993809808
CLSPN	18.3257273054176	43.1267936483981	1.23471400318164	0.000449644101132274
AGO4	10.9131508258816	6.2798902031658	-0.797256453654567	6.02976197988748e-05
AGO1	8.34545709542433	9.87716817624501	0.243106403927444	0.0223298730362323
AGO3	6.19308913703985	10.1661010572417	0.71503536123266	0.0135586777407952
ADPRHL2	44.6211609683087	49.7780572040171	0.157781873642582	0.0305316724070736
TRAPPC3	87.2069212536556	65.091880786973	-0.421965039750241	0.000926978368054239
MAP7D1	89.4149846286259	102.194902881231	0.192734710437482	0.0234217108873146
THRAP3	111.853753372515	172.472895957777	0.624755992404593	0.000187097279386307
SH3D21	1.28832197165066	3.86705091948411	1.585740570877	0.00131054769774672
EVA1B	5.69937704970445	9.05675148896049	0.668189432350583	0.0101843149586074
STK40	57.4455004150266	65.1158671821398	0.180815242531135	0.0290232168542211
LSM10	107.41832168391	85.7979059294039	-0.324225744559867	4.66768172465688e-05
OSCP1	1.13586886438783	0.924709003362271	-0.296724945364054	0.234723469423576
MRPS15	209.010627447589	95.8866566834952	-1.12417432713316	0.00124311502511316
LINC01137	5.28016277877275	4.46571149591622	-0.241692356301124	0.0630101719198127
ZC3H12A	29.1982444029696	63.23311817883	1.11479873699152	0.000676837912577657
MEAF6	25.6261324712192	24.1850563790535	-0.0834998607423823	0.144978594012849
SNIP1	15.1426104041099	21.0509244048113	0.475269657390988	0.00465707605301535
GNL2	113.938924312148	100.474897779843	-0.181425581379708	0.0185614361852241
C1orf109	32.7019256741282	16.0556540668984	-1.02629415423677	0.000415705203154188
CDCA8	62.2033749385026	129.52695803164	1.05818762946791	0.00251846247386527
EPHA10	1.17188319532719	1.47013199411932	0.327116911874731	0.00375192367733974
MANEAL	41.8356516137447	32.2339435020662	-0.376152207477445	0.0101732548753135
YRDC	34.295885169402	13.0232130538196	-1.39695006134732	0.000668554052221208
C1orf122	68.26195155547	74.2245136818566	0.120814075179767	0.132172430555922
MTF1	10.8283015784191	13.7717429462174	0.346904184285182	0.0122335523749978
INPP5B	25.7810626443448	18.8872224213463	-0.448901177177107	0.000408685176670272
SF3A3	101.953261984156	93.069518237546	-0.131527290520177	0.0112637162351769
