JQ1_0	Lenalidomide_0	LOG2_FOLD_CHANGE	P_VALUE
LOC100506801	2.21224236218941	2.17935805857491	-0.0216062045384997	0.887871445160047
NBPF3	7.62332475022037	8.1078408051033	0.0888974266366941	0.0729153345775365
USP48	77.5085957789575	81.1337744988601	0.065946291356424	0.170246223450992
HSPG2	3.45179832657689	3.67452054683628	0.0902078420624504	0.0300086363924774
LOC101928043	1.69058581463227	1.38280113069757	-0.289929561328368	0.562468198036089
LINC00339	22.6565612787278	22.7237961413277	0.00427495415800016	0.951737311277198
CDC42	184.412237841993	181.961293244505	-0.0193028047368504	0.483784226605202
ZBTB40	10.9337732488655	12.515121359549	0.194880919468946	0.0155776108950877
KDM1A	38.7311235426348	39.3667635668053	0.0234847572612785	0.221531091889042
LUZP1	4.83110057567732	5.3952489667573	0.15933764755943	0.0233505912772127
LINC01355	2.20108468299526	2.76287648290098	0.32795641495842	0.158985239684422
HNRNPR	76.2423130228946	76.5509910203934	0.00582916672766567	0.804608244729508
ZNF436	3.33756987781783	3.46567534772613	0.054338471790965	0.631835141686534
ZNF436-AS1	1.06023894712955	1.02444912141031	-0.0495411074500008	0.860029437635729
ASAP3	0.10392927489526	0.150452997514727	0.533710758976471	0.31215008933203
E2F2	89.4544321046529	85.9276169161831	-0.0580310793552172	0.11039981947969
ID3	17.9785128557304	17.0875678045992	-0.0733266265764247	0.434372401365661
MDS2	3.63841191760019	4.52230261716095	0.313748650690203	0.100636075514663
RPL11	3575.66585200394	3503.70073517444	-0.0293323681949323	0.115671574696742
TCEB3	32.8822171370959	32.7025876900367	-0.00790278056517864	0.812661758870958
TCEB3-AS1	11.1622445105027	10.0616241649705	-0.149763947982144	0.217525767048981
PITHD1	68.0291727913277	64.7750852104606	-0.0707145383516274	0.314732372617117
LYPLA2	93.407963219013	88.636754091491	-0.0756404975026202	0.12942485447664
GALE	16.7952659062723	17.2516606105645	0.0386806027201076	0.617419587400475
HMGCL	35.7708695254398	36.9781516557207	0.0478879256909091	0.283474392875973
FUCA1	49.6294413181507	47.8817842752012	-0.0517193000905473	0.0293681135459526
PNRC2	170.865382812459	176.662970262648	0.0481395352932233	0.223191730748656
SRSF10	23.8633554389166	25.3905026394031	0.0894920399688774	0.0842986988114829
IL22RA1	9.22901423350879	8.93130607327564	-0.0473053955367849	0.59977059344246
IFNLR1	31.1518707662109	31.6807610839967	0.0242881903231433	0.721439020319651
GRHL3	17.6988804087457	17.8401344716529	0.0114683881852314	0.646626018095688
STPG1	8.45517520507494	9.06798362462548	0.100947135848618	0.0400732174343491
NIPAL3	47.1693516337646	48.2237869744246	0.0318951786051741	0.265783878915964
RCAN3AS	2.75900496711974	2.74970359112488	-0.00487194471512227	0.993245494095014
RCAN3	17.0531481236236	17.0008835585565	-0.00442836776229755	0.936947090539459
NCMAP	0.623036684406393	0.635042176495247	0.0275353003930472	0.908909730494035
SRRM1	79.5216492356673	82.4123240342632	0.051512417907092	0.360631586353456
CLIC4	152.608837096849	154.560868805889	0.0183366023626758	0.605875354125582
RUNX3	62.3113899771379	59.4760060032925	-0.0671881301561303	0.257990442989829
SYF2	103.270219721209	102.947343621452	-0.00451767658415102	0.883114276495893
RSRP1	126.651516813361	144.285088685839	0.188057855231308	0.12425836787433
TMEM50A	137.066761435064	133.744041480218	-0.0354041428161409	0.227839013287786
TMEM57	26.7036287409501	26.3063534309154	-0.0216245253008574	0.512719485448578
LDLRAP1	149.107166630606	148.746502792153	-0.00349385110130022	0.930767558128355
MAN1C1	11.6796202374066	11.3504924745278	-0.0412384713379307	0.308527899016965
SEPN1	17.3872351540339	17.0630116176301	-0.0271562350316603	0.441527961261536
MTFR1L	37.0719725359173	38.455929582188	0.0528771863065536	0.145274164053086
AUNIP	4.69684810439138	4.55114085573468	-0.045464699982619	0.794568222777239
PAQR7	0.631862253503182	0.66679787238416	0.0776394170263231	0.814295841242411
STMN1	275.984591469395	267.543759329236	-0.0448128446391025	0.316012657137024
PAFAH2	10.8045859932365	11.0344464457163	0.0303704646446781	0.533691054050159
PDIK1L	17.9504275052679	18.8508887606675	0.0706143401605973	0.256217126193424
ZNF593	85.7892627335181	84.9184740506338	-0.014718646439234	0.873151668151426
CNKSR1	18.1228947798717	17.1139690704917	-0.0826390278927414	0.203056531796203
CEP85	21.840258573424	22.5930221811251	0.0488873305091722	0.464837472777279
SH3BGRL3	173.648932968991	161.172140759757	-0.107571155844615	0.10116974994367
UBXN11	18.5688832650865	18.7269578711326	0.0122295038205541	0.815482493583251
CD52	10.0398312870446	9.35310064727728	-0.102218408548452	0.733348659437311
DHDDS	22.9613471903489	25.018358852256	0.123779864638899	0.0199401680085702
LOC101928324	0.744149343646529	1.35935877400845	0.869262184635004	0.300600215825517
HMGN2	496.572590511448	472.294089851347	-0.0723191486345779	0.165600623171281
RPS6KA1	64.1537395362981	63.3522571375511	-0.0181373416411728	0.703439224356031
ARID1A	72.231453357955	74.8105831555112	0.0506151779610079	0.037022254183932
PIGV	11.0346233708162	11.2417912106847	0.0268345366836453	0.689823787725463
ZDHHC18	57.0802546230107	54.9074924523863	-0.0559887434450445	0.145085468660767
SFN	8.07004819278888	7.36543003721326	-0.1318075282693	0.450272965539586
GPN2	31.582009443969	32.0681218010981	0.0220368916450722	0.692895201584835
GPATCH3	16.7050807580188	16.9493124654678	0.0209397956775232	0.616754369134816
NUDC	117.656019532046	110.867081500088	-0.085744067722298	0.0839342238494514
KDF1	14.4458444205477	13.6019595497541	-0.086840031424681	0.294014798869974
TRNP1	0.259124091181268	0.249219184617148	-0.056228021714282	0.839659241929583
SLC9A1	12.168830744467	12.6954940684449	0.061125989436706	0.255755090169206
WDTC1	44.8312906767244	43.4897876751533	-0.0438293693310742	0.164777735305344
TMEM222	56.1257401674372	54.022171886819	-0.0551109231828878	0.349675414091403
ACTG1P20	1.16556088698045	1.49804680670511	0.362058331284127	0.150836054570599
SYTL1	19.1976705438936	19.5724616328744	0.0278939513125326	0.643175259752041
MAP3K6	1.22549826927554	1.02682150557756	-0.255183029837431	0.14510805535263
WASF2	69.9060050114747	68.7744711521938	-0.0235432493513069	0.0932060138656879
AHDC1	0.869156121923268	1.00219675971642	0.205478529274152	0.198660024263674
IFI6	9.91752178669268	10.208200907537	0.0416770613849343	0.754654851872141
FAM76A	7.63644340297003	7.43989973134879	-0.0376176958714817	0.819736080592446
STX12	19.1835087046408	20.3040929062028	0.0819039592116844	0.229457774714622
PPP1R8	64.0315686542984	65.5639866441509	0.034120227006747	0.299488744892698
THEMIS2	0.453390056654035	0.507139152942204	0.161628908354928	0.630531066054152
RPA2	66.4524233995807	66.5409702462229	0.00192108964079076	0.964577121973937
SMPDL3B	3.17367320839693	3.14173822080769	-0.0145906063092492	0.925695124234077
XKR8	11.3083358028792	11.3859128091944	0.00986332706124396	0.851726326127436
EYA3	26.3621529447967	28.1933787310849	0.0968881855117593	0.0366517758628559
DNAJC8	207.181605271601	203.522034857564	-0.0257109180824267	0.403763783636716
ATPIF1	208.686484301453	206.919734676382	-0.0122659198063012	0.777906088485033
SESN2	82.0353596627528	81.1638429292118	-0.0154087128107456	0.540047164473095
MED18	31.8403700229756	32.1746053015913	0.0150653486413062	0.788320496057369
PHACTR4	19.6146034596382	18.8583974637368	-0.0567210844890224	0.234180474627166
SNHG3	91.2943974465977	99.2381935617207	0.120369146377036	0.156033689617573
RCC1	70.4930995540525	67.5407722711144	-0.0617233661075845	0.011901414148926
SNORA73B	23.2880550671175	29.1513000814768	0.323970069782598	0.296135276380224
TRNAU1AP	46.5564027452312	48.2692650456786	0.0521252698635964	0.433520499400452
SNHG12	83.5040068507683	98.3606937994768	0.236236485768608	0.165104446194872
SNORD99	22.8345884615785	33.7993352368557	0.565774083103915	0.129109930379707
SNORA61	66.7335938038184	76.7018780251615	0.200848702776286	0.221438257789753
SNORA44	31.1147350988569	44.9528809735344	0.530815615588849	0.0930618029135311
SNORA16A	33.4225186784309	33.9035428644114	0.0206155833395376	0.938725058851414
TAF12	38.807799425201	38.9662300247099	0.0058777295714206	0.911669286285858
GMEB1	23.1176941060059	22.9070494677726	-0.0132058572534196	0.59764478718304
YTHDF2	88.8787081344541	90.8613650496597	0.0318291327027504	0.476684301207687
EPB41	68.7734428345179	67.8446839636161	-0.019615793173457	0.207704488055603
SRSF4	146.495162707187	149.842324340136	0.0325921563960769	0.612360930504564
MECR	23.239930060469	22.9366954813869	-0.0189481715897619	0.493669741468226
PTPRU	0.190544076407675	0.183464394038775	-0.0546246603232477	0.853684608435026
MATN1-AS1	2.11530761259898	2.58935697103713	0.291726391732033	0.126204068616939
LAPTM5	1567.80013477226	1531.11114997553	-0.0341626364022387	0.22585818250627
SDC3	1.22769386603761	1.33216055192444	0.117817106863411	0.196348821926756
PUM1	37.3900213219062	38.8964558288031	0.0569854116647463	0.0292380009005774
SNRNP40	69.502978563176	67.0081603246112	-0.0527380069306881	0.522581327558494
ZCCHC17	42.595088443232	41.3663092479881	-0.0422308413603193	0.560755306622014
SERINC2	3.14380712533765	3.02151536643743	-0.0572404308785859	0.651994948919128
TINAGL1	0.460750428917766	0.488034813134666	0.0829985547820974	0.733294007901316
PEF1	49.8545047679994	48.2598762749209	-0.0468996530917917	0.203644510739716
COL16A1	0.385222734073145	0.318790537550673	-0.273084039518205	0.205378964377083
ADGRB2	5.11014610301431	5.14839764199294	0.0107589464396377	0.89309287533369
PTP4A2	115.61055030926	114.470853131112	-0.0142927580471129	0.620063349856666
KHDRBS1	131.358798556916	127.940744282142	-0.0380370558790621	0.255848778790842
TMEM39B	35.1705754391216	35.1828439454176	0.000503165689075488	0.992415616934059
KPNA6	34.0543405315754	34.3910863251399	0.0141959931772562	0.65108644154352
TXLNA	61.2948587704847	62.7536957350993	0.0339343557400891	0.303879930629446
CCDC28B	1.18107346535933	1.13579541364276	-0.0563957150560689	0.829254057771595
IQCC	4.106489801839	3.96326545328593	-0.0512161152681313	0.686057020836545
TMEM234	7.41144045462564	7.68763183170173	0.0527852800936686	0.729712907883508
EIF3I	281.932811169644	272.131461955048	-0.0510476270136535	0.381700040095816
FAM167B	0.809983167508568	0.664573043380028	-0.285464152082733	0.563245918237912
HDAC1	101.414991019453	102.291036201078	0.0124088015266749	0.729244544621331
MARCKSL1	36.2372329407937	34.4796303518639	-0.0717284883193704	0.328486871575096
FAM229A	14.8606872925363	16.2855706315403	0.132093430656125	0.427318084377684
BSDC1	46.1512480708127	46.8618379918865	0.0220438767015509	0.374005131088416
ZBTB8A	5.24049035897615	5.37434371453626	0.0363867786427779	0.590144806145679
ZBTB8OS	91.5290663622082	94.5356311526625	0.0466282292969663	0.508285012760789
RBBP4	98.3836785045114	100.542050836731	0.0313081196001414	0.335373751329278
SYNC	0.489195052780196	0.378307513493887	-0.37085038422808	0.287628834176497
KIAA1522	16.0216431641654	16.0005595991003	-0.00189975432881924	0.925302855650702
YARS	238.937869980239	241.64580618236	0.0162584277000166	0.711690836094041
S100PBP	53.006863380868	56.2595321161812	0.085918381147717	0.293724831614936
TMEM54	12.1178164477955	11.1599988769023	-0.118792875927945	0.42303499328571
RNF19B	25.9131234969069	24.2122437251079	-0.0979461458269143	0.0460190881341944
AK2	77.0458487415667	77.7142491437063	0.012461919506576	0.465518313424356
AZIN2	0.964546181464866	0.783076933754815	-0.300696261941887	0.316603256503003
TRIM62	4.97486367767807	4.31259870479355	-0.206099516244674	0.208407731719318
ZNF362	8.90809266570773	8.98710025423331	0.0127391302549853	0.821713112686284
PHC2	29.9353703390236	28.8728685673486	-0.052136669505697	0.2083960738853
ZSCAN20	3.14687119151453	3.39667244501495	0.110203972848857	0.29872329692263
SMIM12	22.0888202492964	22.3816951748999	0.0190029419579338	0.483970634368141
LOC653160	1.49092382412387	1.64858325083551	0.145020194870948	0.566165258637524
ZMYM6NB	21.9952637704689	22.6227919859707	0.0405840877827916	0.672686446419928
ZMYM6	18.9503488201518	21.4214686215821	0.176832987929666	0.0589177938123066
ZMYM1	4.88072225903739	5.31786344401551	0.123752074610813	0.324268906391503
SFPQ	264.118905746444	265.158190433774	0.0056657384283109	0.745888464615786
ZMYM4	24.0023503928354	25.0424236498204	0.0611985091724046	0.0749368738881531
KIAA0319L	31.4927314794619	31.9427129099553	0.0204679536328181	0.606060233296693
NCDN	25.9068691890244	25.7671074164934	-0.00780408712683214	0.747037692907592
TFAP2E	0.577190493454274	0.738052594979165	0.354676090747139	0.236436614674969
PSMB2	98.3291539425316	97.7705591462076	-0.0082191259691973	0.860048026310682
C1orf216	20.5370303693479	20.5556323853729	0.00130617177393785	0.961935254208316
CLSPN	18.3257273054176	19.1465894174047	0.0632169710215725	0.121138051762416
AGO4	10.9131508258816	11.9839689632702	0.135038098344124	0.00238004956688383
AGO1	8.34545709542433	8.86000027347907	0.0863156726042037	0.253513660413818
AGO3	6.19308913703985	6.59833680489683	0.0914432096821627	0.229867953713991
ADPRHL2	44.6211609683087	42.7041399218557	-0.0633521129436941	0.236676186214228
TRAPPC3	87.2069212536556	86.8877306080984	-0.00529017143835315	0.887387776026882
MAP7D1	89.4149846286259	86.0535200932611	-0.0552824178613371	0.321079778073273
THRAP3	111.853753372515	112.015504561505	0.00208476751988984	0.888175766201462
SH3D21	1.28832197165066	1.34031283922575	0.0570765856092514	0.734913178800586
EVA1B	5.69937704970445	6.07319964827322	0.0916525574230384	0.591537892922813
STK40	57.4455004150266	55.0737324481389	-0.0608295081365206	0.193205001264727
LSM10	107.41832168391	104.875020879741	-0.0345689880569069	0.191247450773261
OSCP1	1.13586886438783	1.28182264969966	0.174400381612976	0.548781357380764
MRPS15	209.010627447589	207.641301278815	-0.0094828659102397	0.807768355159517
LINC01137	5.28016277877275	5.43179222348397	0.0408458885785137	0.729860417819256
ZC3H12A	29.1982444029696	32.1544502929166	0.139136798539897	0.032974442323964
MEAF6	25.6261324712192	26.105491603648	0.0267375652752029	0.597984090439922
SNIP1	15.1426104041099	15.418123759008	0.0260132834293704	0.576840396653475
GNL2	113.938924312148	115.590452414021	0.0207615474408948	0.25457967082763
C1orf109	32.7019256741282	33.8213226227814	0.0485574868861754	0.331801318887317
CDCA8	62.2033749385026	59.8269468741225	-0.0561974177253448	0.247793586314438
EPHA10	1.17188319532719	1.18299990452562	0.0136211775185502	0.792884664795003
MANEAL	41.8356516137447	42.1105935412446	0.00945030413049482	0.805845420725015
YRDC	34.295885169402	32.5809870571489	-0.0740051801104351	0.0517454150943341
C1orf122	68.26195155547	67.4185026465852	-0.0179370748743431	0.754984179407408
MTF1	10.8283015784191	11.2204275880307	0.0513206815702257	0.431562795094485
INPP5B	25.7810626443448	26.6509880519965	0.0478772901297723	0.42430695676195
SF3A3	101.953261984156	100.250310129872	-0.0243012352288534	0.435132938671982
FHL3	0.243543873639564	0.282043776788397	0.211737412102878	0.697029232121996
UTP11L	46.4767964016543	48.0348936708945	0.0475721654405649	0.344572678636095
RRAGC	61.3232981547503	61.1077932857375	-0.00507890803316996	0.86179916649178
