KB528_0	Lenalidomide_24	LOG2_FOLD_CHANGE	P_VALUE
WRAP73	39.40413466648	38.4735435395941	-0.0344803065710433	0.700535327102859
TP73	8.29874751624912	7.51566439081973	-0.142992969770786	0.0445152898618114
TP73-AS1	1.78306767775525	1.09607391001901	-0.702016377827075	0.00466953660568205
LRRC47	58.1668176126669	59.8312148034639	0.0407019810640425	0.518751208758242
CEP104	24.8212912823217	18.0738346793634	-0.457675539391425	0.00220181581725147
DFFB	8.7201266571988	5.43792986193454	-0.681291546167007	0.00176512031549459
C1orf174	33.6084951944827	28.7340545424511	-0.22606436815186	0.086644477096148
LINC01134	2.40714304014601	2.85930014639182	0.248340196552301	0.293443885586365
NPHP4	8.35097001275524	8.69439169474349	0.0581413079786828	0.531895242362032
KCNAB2	68.7757024707073	70.772202387981	0.0412838455777804	0.584351704966243
RPL22	538.542911011367	508.122980382849	-0.0838835900814066	0.0479820793870649
RNF207	2.07014691460119	0.817060322400942	-1.34121865729112	0.00332664328262712
ICMT	49.6453309529563	61.076145879411	0.298950984388497	0.0200365454064079
LINC00337	0.653516792212241	0.677838639437505	0.052717571628711	0.824995402673132
GPR153	0.39548622022032	0.289762087329703	-0.448758584251766	0.109687987146406
ACOT7	44.0941361424341	53.8023976000328	0.287083653359513	5.56129864169151e-05
PLEKHG5	0.630564546169461	0.646816034757028	0.0367113880857869	0.720418081435017
NOL9	12.8591785899033	13.7363398072877	0.0951991439535519	0.287610032515372
ZBTB48	18.0190654059786	14.3091288623682	-0.332588341216779	0.0327430667152569
KLHL21	30.710711729111	35.4935573252788	0.208815227533046	0.118869937259598
PHF13	16.9316932165732	16.3857445414365	-0.047285025904675	0.42434130937002
THAP3	10.4721026006705	10.9371313182965	0.0626832483975899	0.144443689257341
DNAJC11	46.9482147456385	47.3446730404618	0.0121318118423618	0.834842988200162
CAMTA1	6.21519076753978	5.68331526963084	-0.129065925686532	0.0726053604918518
VAMP3	40.2667756395207	32.765849471932	-0.297397018317032	0.00691629632670037
PER3	0.283454837362389	0.163605587498087	-0.792896869609322	0.0915793072842945
PARK7	375.503631765891	439.01069011735	0.225429209343863	0.0183416589347659
ERRFI1	1.10260499383297	0.465346336719389	-1.24453928542018	0.0228286082879282
RERE	11.2532366668022	9.74284624777994	-0.207924806590943	0.16155387598846
ENO1	572.499447859056	702.003579059034	0.294204084092455	0.00763744341890599
H6PD	2.8177007760163	1.54889681129812	-0.86327737980704	0.0122604006058373
SLC25A33	16.6581247184365	14.886631219944	-0.162208683815283	0.0485477677861292
TMEM201	8.98763768138288	9.59951787165577	0.0950199830849391	0.44792402266234
PIK3CD	2.58215767382241	1.56935341507956	-0.718406817583872	0.0481552900561017
CLSTN1	69.2000434768167	51.0830640096901	-0.437927882448532	0.0115124642116214
CTNNBIP1	20.1265738927613	17.8683630486109	-0.17169413334404	0.00553354762519589
LZIC	28.5287621975716	27.2406396866265	-0.0666565705284727	0.119192652478804
NMNAT1	7.93236045481216	6.36415261677646	-0.317781803730612	0.0168568352148252
UBE4B	40.5017194591123	35.5360308001013	-0.188700609017719	0.0529743865688653
KIF1B	13.8676433145515	9.69183043855779	-0.516881565262995	0.00523956979948055
RNU6-2	2.10561580094523	1.96992670312997	-0.0961002694846055	0.646569087928272
PGD	133.661280372752	122.746618388029	-0.122898319766735	0.0717256937110671
APITD1	5.24138957042372	6.97508976549381	0.412262441326936	0.10196721737766
DFFA	24.5725859182363	25.4038919063337	0.0479998475161404	0.303043461351931
PEX14	19.0857268974715	18.5310456308231	-0.0425498449481214	0.735483046365182
TARDBP	99.4124004408462	116.930223750661	0.234150155173977	0.000258346597067793
SRM	217.275027445795	299.376589999567	0.462439045504959	0.00364907987771397
EXOSC10	77.6387442382341	84.0289772937333	0.114110141895164	0.0874320334719387
MTOR	23.0586847226737	24.1968605191822	0.0695096502585581	0.451010243489659
UBIAD1	26.6744876507361	29.1842379134546	0.129728834885936	0.0703430724762711
PTCHD2	1.07209878741805	0.937066027182949	-0.194215236344676	0.133127063914675
FBXO2	3.33358137316285	1.44125683184505	-1.20974549736609	0.11650119320499
FBXO44	12.4668289464712	8.10085651498541	-0.621948189614195	0.000506068331819858
FBXO6	8.51202769746252	6.79756575561727	-0.324484643168666	0.0200792071556906
MAD2L2	75.3974844417362	62.2110164780668	-0.277346311360224	0.0030037090668919
AGTRAP	88.9563935458904	87.3358751660658	-0.0265239048720586	0.700106549863962
C1orf167	2.41681547567694	2.19443250831236	-0.139259427732061	0.205989822121511
MTHFR	15.6190392020896	11.779449786321	-0.407033556498757	0.00422301858698407
CLCN6	6.61253350875441	5.7220532818617	-0.208670196424562	0.0999994466248441
NPPA-AS1	1.52181812966564	1.18194647241963	-0.364631253973226	0.444427902387226
KIAA2013	94.5810418193925	88.5120454924263	-0.0956772302082888	0.237053276292023
PLOD1	28.0549071964729	33.4524065592476	0.253856861295663	0.0274083877655007
MFN2	59.1241323326349	62.8599386248909	0.0883937569685591	0.280206279828212
MIIP	29.3797410599504	32.513805470584	0.146230740695479	0.044868730092011
TNFRSF1B	9.49862499724703	8.72245196428072	-0.122984939462948	0.430034046916989
VPS13D	6.16572505826898	5.15715572325893	-0.257694949093254	0.0451811774884046
DHRS3	0.637758439370471	2.2537133142797	1.82122201774946	0.00221640586375821
PRDM2	16.7219703473547	12.8184657161753	-0.383521258551664	0.00907543952656548
KAZN	2.69374979397815	1.94069326364371	-0.47304374301843	0.0191372418307525
TMEM51	1.29458305809359	1.01830738560041	-0.346314410760937	0.288663186400921
EFHD2	30.8087316260393	35.720692180222	0.21342074780174	0.0939256021075365
CASP9	7.94644372716762	5.52879496394373	-0.523344285203004	0.000158685378020749
DNAJC16	13.1177087401976	9.42045784349618	-0.477646664511011	0.00547733039444163
AGMAT	15.9934143081515	21.077049568851	0.398194966848226	0.00467586319535995
DDI2	6.96999133634044	5.70227879050999	-0.289618286929055	0.0692107762460376
RSC1A1	8.20519542834776	7.35866521061745	-0.157093596387391	0.402437602849934
PLEKHM2	61.3345634504549	52.2678828651224	-0.230775571773032	0.0482569074801196
SLC25A34	2.14579432094472	0.758362062504109	-1.50055309775282	0.00146918024015179
UQCRHL	32.0551243076179	29.659572821001	-0.112057184217855	0.222687400205589
FLJ37453	3.46778062463811	2.83798983698202	-0.289143212050142	0.0419081981037989
SPEN	25.6082417793381	20.0521422237758	-0.352851831347811	0.0639361019879928
ZBTB17	17.6944411190629	18.2876411559002	0.0475728052690637	0.439527096355266
ARHGEF19	5.09666764714866	2.99281719961757	-0.768050116262387	5.82656168445331e-05
RSG1	5.04286175103705	6.09414916773984	0.273182138933963	0.311012719660548
FBXO42	13.1971590893747	11.132068132402	-0.245505754975389	0.0338403578335989
SZRD1	96.9394281412607	111.466803256972	0.201458637573034	0.066438572304044
NECAP2	100.897613355917	107.417101349802	0.0903316468407631	0.0700171147401456
CROCCP3	1.54263395209991	1.4548852573493	-0.0844903925047356	0.544149706721617
NBPF1	5.56537950027896	3.2848506498387	-0.760652289567265	0.000515815011017591
CROCCP2	83.4700287493341	81.746785390143	-0.0300962686069096	0.64872295673328
MST1P2	4.24040843441414	1.96784469195787	-1.10758686781025	0.00733970987183148
MST1L	1.08534387082666	0.607096143910264	-0.838155291159445	0.0224139802445912
CROCC	8.46718766883166	8.05658794315347	-0.0717138953642056	0.653868805214156
ATP13A2	15.4494604752926	19.3347786299709	0.323641789301658	0.0637720653653906
SDHB	158.679647900096	165.655453877898	0.0620686007270465	0.235710588461539
RCC2	134.980850632575	117.384969898425	-0.201507054555689	0.0113025251275877
ALDH4A1	9.96553834119914	15.317409466635	0.620152677232562	0.0105956333092096
IFFO2	9.11157211957389	7.85812050558842	-0.213515707584087	0.124059088254043
UBR4	26.3359790925645	20.824690345995	-0.338740052047002	0.0435909596568637
EMC1	30.3892255088006	30.421929484958	0.0015517504567422	0.978694253901625
MRTO4	69.5139377114659	100.870478118554	0.537129825193765	0.000486194053724219
AKR7A3	0.627185311927331	0.481796174499166	-0.380468834822089	0.558713716245991
LOC100506730	4.75664102657031	3.02590858978078	-0.652574746750437	0.00297432997731954
AKR7A2	37.879502478761	37.5619405650275	-0.0121457831559145	0.805170519229171
PQLC2	8.96125596539119	9.06849445013355	0.0171621071870316	0.664587203287151
CAPZB	129.656905414497	120.288616415598	-0.108198926250979	0.06846680597093
MINOS1	44.6370625999959	49.7192597150931	0.155562723967221	0.0647603243908678
RPS14P3	3.50676506941528	2.87128814689693	-0.288442663733293	0.210920400412068
TMCO4	25.4293525001982	25.0740912994566	-0.0202973099682569	0.786680118981442
OTUD3	5.11531928861481	3.97010103090909	-0.365648571635615	0.0506330993167443
MUL1	37.3642302580608	39.3283263633706	0.0739109913867357	0.184735306671899
PINK1	27.1303748380938	31.0964044050002	0.19683879469801	0.0282835059024083
PINK1-AS	5.95444558294527	5.41184831603718	-0.137845781496491	0.107465467653856
DDOST	416.537269105947	380.662841845115	-0.12993183550542	0.041472818429996
HP1BP3	149.801977413576	99.8756707527965	-0.58485147561216	0.00252016150552112
EIF4G3	21.0907706741256	12.5657696497688	-0.74711277477922	6.51150788493593e-05
ECE1	38.2071603399279	21.4059989354368	-0.83582787453973	0.00012902338859886
LOC100506801	2.14867473441335	1.57726811291045	-0.446019186256029	0.119161858562485
NBPF3	7.57388867008261	7.06222946124028	-0.100910518008629	0.168081727703095
USP48	77.7579400968208	57.853887577893	-0.426576094063423	0.00018398705340545
HSPG2	3.67331379889121	1.04795975113858	-1.80949883740978	1.23939873113459e-05
LOC101928043	1.70752589514916	0.799926433586383	-1.09396822595281	0.0199251458681469
LINC00339	21.7791981667485	16.9199621298842	-0.364224500656511	0.00771155567331587
CDC42	175.828914719794	173.838309483677	-0.0164262883588023	0.689045767235843
ZBTB40	11.5933203849049	10.6089570509054	-0.128010986346579	0.266711534412217
KDM1A	39.1862530290747	30.276698326932	-0.372139741670483	0.00213181836455134
LUZP1	5.11192596695057	6.78130787931538	0.407696603357247	0.0257895700432659
LINC01355	2.66291445619249	2.42372486607613	-0.135780146247943	0.175818506117452
HNRNPR	71.8418099698503	72.7311631019064	0.0177499502281093	0.667865173666333
ZNF436	3.25247419974775	3.05108313836635	-0.09221612064321	0.185209015383425
ZNF436-AS1	1.07575460733567	1.00955772037264	-0.0916256216408838	0.655572756023802
ASAP3	0.144636526538865	0.087690775919652	-0.721934936290284	0.0652452409727289
E2F2	89.1969900546838	92.415463336419	0.0511392421850249	0.448053582665513
ID3	18.9080425074675	17.1424363415745	-0.141427848391546	0.454111132915258
MDS2	4.12535368923886	0.542634710963363	-2.92646457361457	1.87297317484814e-05
RPL11	3444.93010564202	3047.28276348352	-0.176951335511	0.0078775887095157
TCEB3	32.81125967494	37.5931743935956	0.196279760479102	0.037218333058189
TCEB3-AS1	10.640363748168	8.30918103901533	-0.356769275521098	0.0178928473126055
PITHD1	65.4751479040829	71.4666286731328	0.126322319454152	0.0860355319104307
LYPLA2	92.3440364685464	92.0224229906855	-0.00503335196215672	0.93960445474982
GALE	18.2198425934958	20.076657596059	0.140008611059227	0.225610108622611
HMGCL	35.5751376715596	34.1839538331155	-0.0575500661091801	0.356056700452561
FUCA1	47.8525645708203	47.8556433288803	9.28177234588218e-05	0.997118945560618
PNRC2	164.811829975546	150.650321971091	-0.129616044707773	0.00533471238452612
SRSF10	23.9639708165313	24.07647934942	0.00675746370609656	0.885802419348587
IL22RA1	9.55556304666269	9.09146781080608	-0.0718276489850003	0.314698168178378
IFNLR1	30.9251654124218	21.0970196576964	-0.551742105804236	0.00537423470302655
GRHL3	17.542190670356	28.6016171973218	0.705267799489001	0.00656240024511584
STPG1	9.1147392918455	5.56373370010772	-0.712148022498073	0.00171802039335351
NIPAL3	47.5256921262663	41.6089069974811	-0.191815245804178	0.029049742192834
RCAN3AS	2.01972434694249	1.19033750825779	-0.762787713381572	0.112875158053972
RCAN3	17.6492041514305	12.652138160768	-0.480221914869741	0.00312895756592202
NCMAP	0.645316574418012	1.21347317060544	0.911063225955949	0.0183937078640391
SRRM1	84.1567339600668	73.6224806910536	-0.192932354354302	0.0331027544185638
CLIC4	146.310032430395	107.047458396232	-0.450778155442977	0.00044457114411449
RUNX3	61.0985559571756	49.8584076063477	-0.29330147654546	0.00628874274923946
SYF2	100.934727164891	86.4023958245892	-0.224279405169068	0.00206787053698509
RSRP1	139.732527464117	115.628982684979	-0.27316483765089	0.0209811846519494
TMEM50A	131.124298480945	133.806626619746	0.0292145112060978	0.234368614327131
TMEM57	26.0446180955544	21.1354925767719	-0.301317546597865	0.0137742260428893
LDLRAP1	151.050422300906	134.308508888105	-0.169479510340714	0.0695444466019976
MAN1C1	12.2983564050978	4.83216250266784	-1.34772464414728	0.0026948705964076
SEPN1	17.2834168435783	14.1405205162449	-0.289553232062265	0.0298446958029777
MTFR1L	37.083290659295	27.6463906470544	-0.423678127218504	0.00114265087724234
AUNIP	4.82176825592038	5.51922028689628	0.194902154788604	0.0540090939248766
PAQR7	0.820050685447826	0.370813474886562	-1.14501941154539	0.0213435770828306
STMN1	265.467368947229	301.65471700454	0.18436360518593	0.00343665666386013
PAFAH2	10.7445229329029	8.83679610144227	-0.282006125991784	0.0108370684284004
PDIK1L	17.4944528180753	14.2189057042438	-0.299087102928076	0.000711035796533342
ZNF593	87.0138296756217	98.2656957863144	0.175443148498293	0.0118011803594769
CNKSR1	17.9721590102368	15.9166478913361	-0.175227200779671	0.0536898843592459
CEP85	22.3630177995026	21.5598813568051	-0.0527656482069911	0.358837005587067
SH3BGRL3	165.948240969479	166.447825697562	0.00433668761275016	0.951659803593231
UBXN11	19.0215468455743	28.9015047264548	0.603510035136768	0.000491223725191761
CD52	9.20691591398989	6.8461506923758	-0.427424922342712	0.115979781352735
DHDDS	24.040984586126	28.8200519653204	0.261576954742222	0.0800310200862894
LOC101928324	1.69102367495309	0.85347611964547	-0.986474165983786	0.0125653342009287
HMGN2	471.590663354334	646.591320229188	0.45531898517702	0.00181545587337515
RPS6KA1	64.0502869262516	66.2233177570343	0.0481342574612406	0.299957645816085
ARID1A	74.1828875691211	70.009430597679	-0.0835371529264895	0.454818634443222
PIGV	11.1706621911694	8.343036158618	-0.421070307429116	0.000708664686903509
ZDHHC18	57.3828577846647	44.4310588698446	-0.36905129538045	0.00756746240593797
SFN	7.08300536177489	15.9491873451364	1.17104937708275	0.0015122885832869
GPN2	33.3954639981032	30.6406656393033	-0.124204520450509	0.168430990330622
GPATCH3	16.1292313669713	19.4193338515322	0.267816023322794	0.00213011497327437
NUDC	110.07636057508	137.299487916591	0.318821568196062	0.00505819704376062
KDF1	14.8985939836216	15.4762927683073	0.0548837394312679	0.423234447411877
TRNP1	0.281792865770797	0.236395027306259	-0.253435399008363	0.726196392940385
SLC9A1	12.8261311163875	10.632828165029	-0.270560678357925	0.045924970136202
WDTC1	44.8528819635059	39.6108921278211	-0.179303492215359	0.0767281224295085
TMEM222	56.51401297628	51.1284522707315	-0.144482282159069	0.0812850805471931
ACTG1P20	1.4917318503856	1.06516189083446	-0.485915505899013	0.056771226027014
SYTL1	20.8710773277306	10.2667567202807	-1.02352456708132	0.00273303587136126
MAP3K6	1.26524131019042	2.39922774887209	0.923157547467901	0.000685352372077518
WASF2	69.4215329533953	62.8243097677118	-0.144060307117004	0.145705895256846
AHDC1	1.07063700220111	0.806725245083998	-0.408320111077029	0.0560493266336012
IFI6	11.3087466885378	18.9495047455782	0.744721094352815	0.0092103841784364
FAM76A	7.22334166541409	7.48536751835638	0.051406740068497	0.508442218752098
STX12	19.4697714549077	19.1406388992526	-0.0245969625057347	0.666302044045797
PPP1R8	62.0363992692355	60.6541223920075	-0.0325092493020895	0.571512932165242
THEMIS2	0.661459403197684	0.398239542039579	-0.732016138010877	0.0657558176396503
RPA2	65.0077795488239	64.4959868988014	-0.0114029820495233	0.730600973910639
SMPDL3B	3.19677343723642	4.76651791163604	0.576319217188794	0.00736492323937868
XKR8	11.3384204473939	8.14871889660036	-0.4765745042515	0.00223568573178154
EYA3	27.3553943041468	19.7607587804093	-0.469187005974551	0.0041251513354624
DNAJC8	193.12152114546	223.349552677243	0.209794420409987	0.0168873130022304
ATPIF1	203.993152846577	209.695974719519	0.0397784399464644	0.317928344774073
SESN2	83.3016632293272	16.9024863247557	-2.3011098213046	0.000168758080793041
MED18	30.2569482294756	26.0472940095244	-0.21613297987676	0.0284618262992859
PHACTR4	19.6636842487621	14.1109898742175	-0.478714459470456	0.00200297644401438
SNHG3	96.393714482573	78.8775766070739	-0.289323848320794	0.0954549613173049
RCC1	70.0822734280724	87.3466026846294	0.317702015233566	0.00125024982252278
SNORA73B	29.5403635390773	35.3370325155582	0.258493311560043	0.591903622685976
TRNAU1AP	46.505948348923	44.3134204247176	-0.0696715675275824	0.282417125881296
SNHG12	95.4622169006621	140.175960351737	0.554237208485332	0.00328652503431712
SNORD99	33.2815647953454	44.195395561411	0.409172806085517	0.163922717037126
SNORA61	76.357943473523	120.262081422258	0.655331680454443	0.002396925203085
SNORA44	36.1694580825108	31.1296947048102	-0.216480554559349	0.235796797404991
SNORA16A	28.6475044877074	44.6786435038255	0.64117591469591	0.0876594089320858
TAF12	39.3896048772756	31.9364885063362	-0.30260925146325	0.00184176852204994
GMEB1	22.9706463212687	21.6331872514302	-0.086545214674144	0.358723909293478
YTHDF2	87.9478359204471	80.3406038596961	-0.130518773529865	0.0707934768908656
EPB41	67.3367333407149	49.9661183523719	-0.430443588615283	0.00487480700517352
SRSF4	141.707407430956	117.679357048814	-0.268053904374355	0.00847294649227799
MECR	23.5919576847525	25.7185384544081	0.124513518967776	0.119666075089055
PTPRU	0.188360962679391	0.0648128527735732	-1.53914815953978	0.0127256065963721
MATN1-AS1	2.2084199998415	1.13892646159266	-0.955339973740736	0.00241684311667415
LAPTM5	1582.23037698278	1665.77990467994	0.0742381182499734	0.145392909446556
SDC3	1.2893150849101	0.662802637444232	-0.959953626440486	0.0165131990148942
PUM1	37.7623535862928	32.0583159672511	-0.236250043000283	0.0218674588186688
SNRNP40	66.3091564781392	80.0439022200471	0.271583399262671	0.00198841301015547
ZCCHC17	40.0890603455234	45.5395471760589	0.183911343757337	0.0396332743428637
SERINC2	3.50162038407292	3.94864100314934	0.173333521380544	0.249692879266521
TINAGL1	0.691368301853396	0.478430001380732	-0.531146598953768	0.0389272709372876
PEF1	48.3709062519426	53.6296089413597	0.148890165880447	0.051520643946036
COL16A1	0.347434156397923	1.30878736536759	1.91341922803448	9.71379677457855e-05
ADGRB2	4.94747059336414	2.94584828672911	-0.748007999776607	0.000128242128913206
PTP4A2	112.420298324885	114.678378509593	0.0286908624576975	0.451659045707448
KHDRBS1	124.292269621917	145.564254388053	0.227919551847829	0.000116863347190056
TMEM39B	35.7581147851644	29.8657289167564	-0.25977974445646	0.0258703310792737
KPNA6	33.6604261454398	31.1617948910846	-0.111275107776248	0.0700270434188078
TXLNA	61.2037679799583	59.9639643030814	-0.029524709402132	0.692527636576833
CCDC28B	1.30093757815735	1.98214139554531	0.607508140434657	0.0592463953378987
IQCC	4.18572522987342	4.47392798682793	0.0960644250893161	0.11246194798887
TMEM234	7.88665391548135	10.8518769132153	0.460459348739195	0.0306139672892356
EIF3I	271.378001847553	309.169134775106	0.188092518846463	0.0411295032539891
FAM167B	0.888342299745017	0.421102106243389	-1.07694559743969	0.0200085029778582
HDAC1	100.676759868674	92.9844851274424	-0.114668770005065	0.0246117564472777
MARCKSL1	35.1104779512708	30.664659904049	-0.195324685035816	0.0128135761390992
FAM229A	16.9486690190961	11.5427401077935	-0.554186239698497	0.0221459119836198
BSDC1	46.4541107957475	40.5188427130609	-0.197213299653352	0.0387460831840415
ZBTB8A	4.98087971030656	3.94768479893508	-0.335393766851221	0.0398241908474031
ZBTB8OS	90.7253127757727	95.6918550489445	0.0768910074473935	0.236712710085858
RBBP4	97.1157305230634	86.4823853124014	-0.167298682821909	0.000508028083984055
SYNC	0.484093478468102	0.391824725029409	-0.305077221055669	0.331541441721629
KIAA1522	17.4525407358231	20.7927543820532	0.252643803449936	0.0904559510524647
YARS	241.779533210454	160.146577380379	-0.594299159251957	2.99033388173693e-05
S100PBP	54.1842390969831	30.8079556465749	-0.81457031577853	2.16182463499317e-05
TMEM54	12.3728894213704	12.3104214427269	-0.00730229715992449	0.938053482860245
RNF19B	24.2812554493392	24.8922337006309	0.0358526788394873	0.512738702962353
AK2	75.4358090095462	80.049072730489	0.0856351646308571	0.0130235515825513
AZIN2	0.827518909905263	0.583083473532626	-0.505089847085572	0.0871805278554979
TRIM62	5.04225475074692	4.72191066761336	-0.0946982616621683	0.320333132226035
ZNF362	8.97727748847292	5.68915736844074	-0.658063001437733	0.00820599092322639
PHC2	28.0381684597799	34.0860513278413	0.281789370163364	0.0201651389794249
ZSCAN20	3.3916167803746	3.94443817928242	0.217846657917088	0.024861049641091
SMIM12	22.2822185849203	24.5011137791367	0.136954447815725	0.0470491019662571
LOC653160	1.63644644284211	1.32714920195867	-0.302235815256167	0.0140067300335471
ZMYM6NB	22.020042624294	23.9777310179389	0.122877883285878	0.115557361224169
ZMYM6	19.6432957038023	14.0215931945946	-0.48638671781597	0.00438073087885916
ZMYM1	4.84326909467042	4.2314818157079	-0.194818195242287	0.212809434439049
SFPQ	259.697526541768	262.918632465016	0.0177841128980045	0.688570139657645
ZMYM4	23.6484319492464	17.9177013025726	-0.400358963251537	0.00151996114727224
KIAA0319L	31.298749463066	23.0681206020793	-0.44020454558244	0.00287118342628525
NCDN	25.9726663381647	25.9395648909751	-0.00183984772175122	0.986843810510813
TFAP2E	0.588392480888153	0.439425552110711	-0.421160047077709	0.174593908694955
PSMB2	97.9338280873875	108.438049581734	0.146991885949197	0.00555583259088071
C1orf216	19.440898821917	21.8378393292141	0.167735199351732	0.148552183342902
CLSPN	18.7588951811661	25.1466372384883	0.422790625183157	0.00107805899196092
AGO4	11.3139980085354	6.90442127723632	-0.712516422971384	5.47347357618452e-05
AGO1	8.73900960089202	7.49498041286931	-0.221545079293551	0.143549065317077
AGO3	6.53522152819927	5.87008049431596	-0.15485585408872	0.118782167019425
ADPRHL2	42.8946745124591	54.2957447733541	0.340040592183593	0.0044802151278918
TRAPPC3	85.1898978623776	86.7671536576853	0.0264666428245677	0.588446551348963
MAP7D1	86.6467444519745	108.769668029118	0.328058846979674	0.00777367697049451
THRAP3	107.622899521685	101.958115746928	-0.078008464023093	0.205665271652374
SH3D21	1.46253683961867	1.65896248539498	0.181808297596403	0.295260732148669
EVA1B	5.84699974484532	9.0552349431508	0.631055544833446	0.0493256840917426
STK40	58.2076460666585	47.5227950156462	-0.292588986175037	0.018606129752519
LSM10	105.596589120966	107.364774603751	0.0239575010579099	0.525441688362895
OSCP1	1.12131033347971	1.10215091333806	-0.0248638330250376	0.939410934868521
MRPS15	203.692681173346	210.895134267027	0.0501316657766461	0.100146374710196
LINC01137	5.36590530843538	3.61039619492953	-0.571664432557957	0.033465980716874
ZC3H12A	33.32114931124	27.6000719629326	-0.271766134306009	0.0153667741291494
MEAF6	25.6211891495374	22.9699924576562	-0.157587053662555	0.0234741426093715
SNIP1	15.1766899409316	15.0339407773447	-0.0136339452843156	0.791982916250208
GNL2	109.144479939713	129.68661980375	0.248790472824266	0.00228151571029897
C1orf109	32.2266838077756	31.056069929444	-0.0533804680330872	0.0516508113967903
CDCA8	62.5985814795738	70.0200716587063	0.161638573008819	0.00692602369984681
EPHA10	1.0415252053697	0.721144042948769	-0.530338393112029	0.0503694874003199
MANEAL	43.0286498459768	45.4129161402472	0.0778051087289649	0.367788997293266
YRDC	32.4525256589238	28.0992677374025	-0.207798227638016	0.0557937100348701
C1orf122	68.0642315848833	92.6464188441194	0.444838364265628	0.00979804992190697
MTF1	11.1429414597524	9.02805283610128	-0.30364335165886	0.0348323902094461
INPP5B	26.1029338394555	18.5528159756482	-0.492573789635992	0.000551619769077551
SF3A3	95.4887515662436	106.686617253939	0.159976515232606	0.00783343702859747
FHL3	0.313804918472884	0.301631446189065	-0.057081122082425	0.904784415248058
