CCS1477_0	CCS1477_6	LOG2_FOLD_CHANGE	P_VALUE
CDK11A	11.6355032758376	17.0638086089267	0.552406075674394	0.00986379691684239
SLC35E2	10.1828514958353	11.6663873565995	0.196216266820116	0.160934477978006
NADK	60.9495774793264	45.403829269951	-0.424802242968425	0.00141202447332231
GNB1	190.596082851866	181.167636724813	-0.0731932097209197	0.0406853616275718
TMEM52	2.16665193566843	11.6277679479482	2.42403487169241	9.30656384512465e-05
FAAP20	8.06598548346643	7.36122603842247	-0.131904737002063	0.0890871533877658
SKI	12.1835984592138	40.6609275901137	1.73870282737091	0.00101182172710724
MORN1	0.871679366228481	1.10628719122969	0.343856491984007	0.188100186363305
RER1	97.7384839228083	97.6168446483508	-0.00179660725919026	0.952464330824462
PEX10	24.6881226225141	26.1394976163414	0.0824142810589852	0.263962486527942
PANK4	24.5482059423437	31.9094505565602	0.378366175463833	0.0127498632123939
LOC115110	16.9114640613602	4.66647948637466	-1.85759510362801	0.00370226561874829
TNFRSF14	50.2941722672605	26.75431953709	-0.910619404175986	0.000910704723494579
FAM213B	9.37379520893334	11.8392146774755	0.336868205393842	0.00260520758102582
TPRG1L	64.5372670959616	122.646265513602	0.92629891391982	1.71143114759741e-05
WRAP73	41.4981762371475	51.4369810194129	0.309758035078843	0.0143812546367027
TP73	8.7408921179451	11.432808157183	0.387327368204909	0.0243364273292793
TP73-AS1	1.69131922672586	2.13425886734472	0.33558618754654	0.184971243149866
LRRC47	64.1153522706718	80.1647808435073	0.322298701967415	0.0153986139329998
CEP104	27.424472841878	33.3745457875467	0.283284313354782	0.010070268724729
DFFB	8.46230715224664	5.71370283168075	-0.566625047443727	0.00264454978340567
C1orf174	33.6343488354207	47.3337113359248	0.492932717459988	0.00151192138712249
LINC01134	2.54424311655145	2.2586152820979	-0.171797982401999	0.537982798155601
NPHP4	8.77582401701229	13.4671424424716	0.617837261055738	0.00222339052714416
KCNAB2	73.1915086381132	44.2420466050996	-0.72625815784022	0.000321430129774873
RPL22	555.014911249244	446.382146441119	-0.314247205895808	0.0040799339482604
RNF207	2.31723958625481	1.6699701822906	-0.472584873151196	0.171304623301464
ICMT	50.9900940247988	74.4583850813739	0.546217327823831	9.69287570522739e-05
LINC00337	0.50266373376169	1.16730956064577	1.21552169215534	0.0458791850431895
GPR153	0.555625745296253	1.81227050446563	1.70561295784007	0.000973538460157816
ACOT7	45.6374767012545	69.7455301117359	0.611881732566158	3.74650334546018e-05
PLEKHG5	0.714126710684417	0.528711847758296	-0.433698424739742	0.060014063297662
NOL9	13.6029403564003	16.002863643668	0.234411559999573	0.0469185900071634
ZBTB48	18.6396657144997	23.1860670275508	0.314882134564281	0.0339374972203863
KLHL21	31.4549241304648	40.5376772090177	0.365977543017475	0.010042537592741
PHF13	18.1597829540675	23.1037330831247	0.347379020388397	0.00308565280794493
THAP3	11.022742857765	18.0591716943947	0.712248460019599	0.00112982686248395
DNAJC11	49.7571873938684	42.226984267782	-0.236739719480253	0.0156700901879537
CAMTA1	6.50719726859339	6.13233236974692	-0.0856003977797809	0.108900684309646
VAMP3	39.7114137287027	64.7883578923342	0.706180870316249	0.00107634934841681
PER3	0.217271035131237	0.369909341801523	0.767675876614813	0.098784065765184
PARK7	386.869476963372	360.029345066324	-0.103732406520204	0.0640719139803598
ERRFI1	1.07120988116788	2.13083570345634	0.992178185755635	0.0170483565099578
RERE	11.2631101788517	10.7065151376423	-0.0731162922876484	0.359030448521592
ENO1	588.928383120354	512.284048296361	-0.201148235912668	0.00225312252805377
H6PD	2.80714257489656	4.43226710972322	0.658942487488873	0.00365606358459261
SLC25A33	15.3570454529532	17.7680674399705	0.210386091679891	0.0474255153952938
TMEM201	9.92626780651138	15.2789384884963	0.6222210313572	0.00327894027153682
PIK3CD	2.53100176219323	2.05223640961372	-0.302511578567447	0.140442931000407
CLSTN1	73.717353842437	97.13121831918	0.397930772567299	0.00107452648887567
CTNNBIP1	20.5812172329273	35.9082423786963	0.802986728382861	7.7108531127934e-05
LZIC	30.0253942813923	28.7671318880172	-0.0617618008453716	0.502662586984112
NMNAT1	8.32844748315467	11.5320917106734	0.469534724150627	0.0069021779944066
UBE4B	42.4654237659882	51.7858129630302	0.286268270189807	0.0172266827230694
KIF1B	14.9586035722057	16.3591857606501	0.129125441506821	0.313646724794812
RNU6-2	2.36209275760815	2.22821453986963	-0.0841774725795607	0.765968157239189
PGD	140.827397843489	203.60139759088	0.531819428305763	9.31539445886694e-05
APITD1	5.34770699068595	5.29134544388413	-0.0152858133278999	0.903358833096121
DFFA	26.9252743813364	21.7949366099257	-0.30496803893968	0.0161443900808088
PEX14	21.7965443233711	28.7141155046167	0.397660697559662	0.0278171557808892
TARDBP	105.375717362005	125.756085068337	0.255085758073781	0.00642619093114795
SRM	227.463726674959	174.66123520811	-0.381077050974298	0.00236684495741654
EXOSC10	76.9001589787043	91.8486411993741	0.256271797662392	0.00697079226468287
MTOR	24.1924062820466	40.3080369143024	0.736513249450139	0.000774419698537531
UBIAD1	26.5817200944689	23.6535227566382	-0.168379401536502	0.0690407900682733
PTCHD2	1.16991645256733	1.7787397494196	0.604449936691717	0.0282768657435163
FBXO2	4.27146336993628	7.24414442543286	0.762084898807322	0.00476736671820079
FBXO44	11.6734714769203	17.1655665038469	0.556283814421303	0.0315159488773649
FBXO6	8.34767087160459	15.3547139661532	0.879236012686124	0.00131121051674597
MAD2L2	73.6164327741539	86.3587063639959	0.230313789388972	0.0470712162096746
AGTRAP	83.9579457996021	49.2306390410696	-0.770110401941153	7.38391459719933e-05
C1orf167	2.82789193294517	0.939687196698653	-1.58947449189295	0.00799401296965399
MTHFR	16.1800234059582	22.866164661991	0.499000708274726	0.00581868574983428
CLCN6	6.70821113725617	6.05840947503723	-0.146989007525551	0.394275367626849
NPPA-AS1	1.27685816379341	0.528325207009909	-1.27310012690725	0.0168710164873065
KIAA2013	98.1207049073547	135.848901721333	0.469373398564391	0.000210407028257412
PLOD1	28.7404157571657	41.4201877355661	0.527253160650641	0.00100975280424021
MFN2	63.401481670213	72.4015622535738	0.191504271541487	0.00534029836286026
MIIP	29.8399472381715	28.1550355275762	-0.0838520133151766	0.400965020166834
TNFRSF1B	10.2307422845923	9.25155689291458	-0.145142748369513	0.214839757161524
VPS13D	6.76631799037607	11.1153197504976	0.71610656562352	0.00300353302283982
DHRS3	0.794677266459468	0.376667341980354	-1.07707812009801	0.0160725971360379
PRDM2	16.7787739746598	28.5592086002687	0.767318699751547	0.00199886871694876
KAZN	2.92468481219312	2.29027416890388	-0.352760842730459	0.00977318352926375
TMEM51	1.40239557300083	1.23834262480572	-0.179482812160269	0.323821226504924
EFHD2	33.0974995187937	51.0607693485606	0.625493048385966	0.000386738039126874
CASP9	8.14392414706682	27.4115710858235	1.7509889889068	4.93040036251743e-05
DNAJC16	13.8445935574172	22.4400679841286	0.696754346308413	0.000173224145995365
AGMAT	16.7182722021008	5.90821384711998	-1.50063180531536	8.3098039610402e-05
DDI2	7.66908141494294	11.7771353540413	0.618862973220647	0.0159690118007598
RSC1A1	8.56341973309237	14.0571947197942	0.715049770682623	0.0398464060353794
PLEKHM2	64.0645247027118	63.6564892855601	-0.00921810213043044	0.811697225329149
SLC25A34	1.99447508283015	1.06017793536649	-0.91170267942879	0.0294312811510357
UQCRHL	30.4131035503745	23.8427883286006	-0.351140082163417	0.112909577027672
FLJ37453	3.51401413746609	2.67880315853945	-0.391531421335886	0.110040412250692
SPEN	26.8752367126038	32.5123846364673	0.274711913294289	0.0825352541609816
ZBTB17	18.1423155755666	29.1024957858409	0.681784277276194	0.000720925187824121
ARHGEF19	5.55633265764259	5.76058925399944	0.0520834172654151	0.456777068446374
RSG1	5.80974999933533	10.0535120218355	0.791151581057011	0.00048751941858691
FBXO42	13.4149776915461	23.0232707424393	0.779248145364722	0.000136416361611005
SZRD1	99.9432901699084	115.746609908552	0.211788321126356	0.001388061940118
NECAP2	101.919025907105	121.671737530594	0.255570696954416	0.000178712391341471
CROCCP3	1.62155473812931	2.95512540853491	0.865841631213447	0.027223890025698
NBPF1	5.95919623944526	13.557621287864	1.18591441486014	0.00287099847269991
CROCCP2	87.4946180379999	132.625483184718	0.600091825370862	0.0238674731466637
MST1P2	4.252904691136	3.89964364785912	-0.125106228574548	0.557205366143194
MST1L	1.06367110619867	0.913231598673599	-0.219999445257803	0.470434358736594
CROCC	9.77355197031146	14.0729264904125	0.525967494218641	0.060154008168216
ATP13A2	16.9709852620182	36.3003068477326	1.09691141947548	0.00105988978765298
SDHB	159.938865245083	161.053955999091	0.0100235411252221	0.83634796900516
RCC2	149.449212666534	152.094400464044	0.0253117429285222	0.60581207085719
ALDH4A1	10.9977508941251	30.823423118175	1.48681857617586	7.94747967806622e-05
IFFO2	9.74929873131844	16.6827656819562	0.774988125310821	0.000393805659206931
UBR4	28.3731731517482	52.6465139662414	0.891810499769258	0.00182155955875058
EMC1	33.1497294421464	29.7622844193462	-0.155511830063707	0.0775344806574774
MRTO4	73.112498399538	36.118742102561	-1.01737040303215	4.97297558297576e-05
AKR7A3	0.870306211272019	0.989553121513798	0.185254063941026	0.572208481475889
LOC100506730	4.9529229299693	5.23515703336686	0.0799526407049721	0.58362074622911
AKR7A2	38.2013876290667	49.6004944252777	0.376729457949753	0.00858823300794232
PQLC2	9.09944849864757	12.3639691654017	0.442290947465933	0.00112594547868435
CAPZB	135.254825768672	117.606882480701	-0.201707578308545	0.00623080861919952
MINOS1	46.551049096014	33.8858512473763	-0.4581306675063	0.000742154741125599
RPS14P3	3.70179370053947	2.35888691638325	-0.650118238335094	0.116096119176585
TMCO4	26.7901728999189	14.3236302026675	-0.903306714382593	0.000247049957277211
OTUD3	4.9878750920998	11.2500106163199	1.17342912055364	0.000382537037607097
MUL1	37.9727253793349	62.4005862613562	0.716596035637306	0.000154705339142789
PINK1	28.395884727589	82.1337764471557	1.53229377123618	4.75002918132316e-07
PINK1-AS	6.29312607655431	7.24595826143741	0.203399649357569	0.190923056360435
DDOST	421.037323917253	462.75101462284	0.136288023029531	0.0219849742701616
HP1BP3	155.43297800756	206.783549396202	0.411828786138895	0.0162077709544355
EIF4G3	22.1922564853167	30.2567778743039	0.447201992548755	0.00538113557262077
ECE1	39.548419192341	66.4555381854291	0.748769404721313	0.00173539943721911
LOC100506801	2.45629754393394	0.738746886792002	-1.73333328170442	0.00078750128017192
NBPF3	8.18029265651081	18.854296035422	1.20466892267665	1.63068885770389e-06
USP48	84.1786117813672	77.9344124833923	-0.111193216862872	0.0612417349932418
HSPG2	3.84715251018168	0.268900583453534	-3.83864623194646	0.00242818357156226
LOC101928043	1.74570711710221	0.944736162935159	-0.885828145342167	0.0157951817106934
LINC00339	20.8833474439194	14.4386899186886	-0.532413137085624	0.0089589023159674
CDC42	175.561567550982	230.551918004644	0.393114610973015	0.000598933430859838
ZBTB40	12.271291734596	19.325524844722	0.655220473608635	0.00130580870591843
KDM1A	42.1936504900109	63.7832802383668	0.596152382879375	1.8754800706833e-05
LUZP1	5.16042577667342	22.2493591495472	2.10820177296392	8.49733260791285e-06
LINC01355	2.39321555800711	2.72320432201795	0.186354884927125	0.570767926453137
HNRNPR	77.9975964907699	70.5577157259188	-0.144625812713143	0.0823684400390013
ZNF436	3.51070612880718	7.52740168515535	1.10039072275085	0.000970293569387847
ZNF436-AS1	0.970612916966286	1.23235637180485	0.344451548933688	0.223185272566063
ASAP3	0.213964102534673	1.47356096554107	2.78386607390249	2.36788711992118e-06
E2F2	96.0281828936622	55.0210072985891	-0.803475326195375	0.00303670735850121
ID3	18.6073164454089	13.9065227082982	-0.420108281708193	0.00651496097648062
MDS2	4.00006644304887	1.13976376470939	-1.81128913160478	0.00113075319085868
RPL11	3445.78614742085	2953.66332399317	-0.222327779153329	0.0326212131991554
TCEB3	34.1116281919646	52.582403889755	0.624316480316041	0.000913349688960541
TCEB3-AS1	10.4494162521757	4.97554617809105	-1.07049554192763	0.00281197044748773
PITHD1	69.7194992857602	115.547549593831	0.728852551620506	0.00343869560114848
LYPLA2	96.4526949003885	97.4567348564684	0.0149403400619036	0.449962375452336
GALE	18.4777652583231	22.9296971752113	0.311427017272308	0.00276277620812644
HMGCL	39.154155627918	50.3544274679195	0.362953198202955	0.00182605438948643
FUCA1	49.9769048740079	86.1412552827893	0.785442790765146	4.55051888933771e-06
PNRC2	174.594347374073	267.908925083878	0.617735792375283	2.69458264597271e-05
SRSF10	24.760881639554	27.1990965764964	0.135496048587095	0.172066674140162
IL22RA1	9.47804692951522	6.75556089756533	-0.488514246399138	0.0118529504929275
IFNLR1	32.3089408792064	18.6511413848396	-0.792669537239936	0.000538671810708927
GRHL3	18.1918064595669	1.57896951752014	-3.52623358584665	0.000824794791823034
STPG1	8.70918344013885	8.53947438162416	-0.0283901878812453	0.747738272349402
NIPAL3	49.8154397450165	51.9850139230804	0.0615028285970915	0.358157183597747
RCAN3AS	1.82877496856551	1.38608379391719	-0.399863085461979	0.521619013103694
RCAN3	17.6298456337403	24.9003295141949	0.498144991544118	0.0270583900596582
NCMAP	0.615727168627604	0.392520399791757	-0.649523593418357	0.0585849320649782
SRRM1	83.5068913950428	99.1510586514201	0.247732915702945	0.0394442202631506
CLIC4	158.273637133055	161.541331654323	0.0294823645095198	0.680420322156533
RUNX3	63.9197583078698	69.2494767773661	0.115541217563388	0.0411990296107553
SYF2	106.445014650415	121.296279798052	0.188426920357794	0.0187264350577435
RSRP1	140.999584974785	216.040895253318	0.615613515678864	0.0647901811787102
TMEM50A	137.798747998225	166.046977640282	0.269028683213481	0.00204942271202232
TMEM57	26.8177157888649	52.9317961886368	0.980948250976668	0.000116762133176926
LDLRAP1	151.801524728183	135.548050774215	-0.163381914682004	0.00107472281845862
MAN1C1	12.6953598630066	22.7403365385552	0.840952314868966	0.000480589910324453
SEPN1	17.2964841273141	16.2691443103609	-0.0883404364588244	0.224040535888183
MTFR1L	37.97183773514	49.0264311589327	0.36862992235959	0.0166716294485588
AUNIP	4.62020179009739	8.11071295036599	0.811872872643852	0.00288187944765388
PAQR7	0.673557234456707	0.468045604343384	-0.5251514349823	0.126394994874973
STMN1	281.026451979695	283.505969487594	0.0126731804207773	0.66641117387964
PAFAH2	11.0040059019297	13.7209069356323	0.318347026541682	0.0226098833888375
PDIK1L	18.6575090400531	23.9449661751714	0.359966012466722	0.0143532386755241
ZNF593	85.8086333374403	73.8782639193074	-0.215972842247357	0.00533210529426377
CNKSR1	17.9917347792426	25.7768354472664	0.518740859533125	0.00292992180088208
CEP85	23.6979691688829	37.8476665087585	0.675440923222531	0.000296921724611127
SH3BGRL3	161.903048256179	230.892042683675	0.512088305372058	3.31928079533626e-05
UBXN11	20.2975061388929	17.6051020403416	-0.205308891821422	0.336604595410186
CD52	8.21284780668254	6.84606508965372	-0.262607554578458	0.393625568791988
DHDDS	23.4891933605602	41.6291601054812	0.825597280699326	0.000304019139946345
LOC101928324	1.2548450069713	1.57833611617468	0.330895288933129	0.297121452799149
HMGN2	493.584174261223	810.457116722436	0.715439712976917	4.43589445379544e-05
RPS6KA1	66.3070735632984	72.4066088901785	0.126958601233018	0.00660532999671747
ARID1A	77.0819639594445	77.946711700021	0.0160948316276195	0.852752844898435
PIGV	11.3440983689569	11.9316750798828	0.0728546483460237	0.34660560708953
ZDHHC18	59.3464606123762	75.9627226674498	0.356129624750625	0.0100286386323374
SFN	7.90597886268531	5.50767101250221	-0.521501711869564	0.00633035496512115
GPN2	33.5612974723491	44.5850570895353	0.409761773388683	0.0156309747274539
GPATCH3	17.9919126195406	27.7158276247197	0.623361529131641	0.000516238090552625
NUDC	125.205389981242	129.947677272679	0.0536341764849315	0.350324014381413
KDF1	13.4712044523068	20.1171865624956	0.578549707772902	0.0216763962974401
TRNP1	0.207761149348732	2.03736182150332	3.2937044104637	0.0127475384028419
SLC9A1	13.4607308953614	36.3233308826067	1.43213975712464	0.000548019698983834
WDTC1	46.5643437791905	72.0059628957208	0.628890735633758	0.00152998339114975
TMEM222	57.8216787675097	75.4797204686371	0.384478584121515	0.00955391459891718
ACTG1P20	1.07049403149487	1.78785869521587	0.739955964471272	0.0805515143477295
SYTL1	22.0235584144293	8.54128581890061	-1.36652241149531	0.00445875732834584
MAP3K6	1.25195202681261	4.34515111870022	1.79522707185198	0.00219864529492816
WASF2	72.5914825755336	99.1703454228681	0.450108499361798	0.000646776831942738
AHDC1	1.04165801862248	3.77702539473624	1.85836877216188	0.00269681572832976
IFI6	10.4377861241432	24.6753571456755	1.24125522030664	0.00231013968303944
FAM76A	7.72605470160592	17.4110011522643	1.17219536475906	0.00151166149362957
STX12	20.5451108963137	34.0545365034713	0.729051878866086	0.0007368076725071
PPP1R8	62.4924737072411	69.6906984120426	0.157283664057861	0.0054094672157345
THEMIS2	0.500471091090372	5.51989489508503	3.46328215513659	1.13818804502579e-06
RPA2	66.7854897926796	74.1257685291732	0.150440469109295	0.0985539965237306
SMPDL3B	3.27873391156345	2.8854640499704	-0.184335466772708	0.248918133972327
XKR8	11.0163813612337	17.0066839791931	0.626451458698056	0.00233429188932825
EYA3	28.1089585317042	27.6711484524403	-0.0226474790096475	0.765465390613023
DNAJC8	193.758892246088	184.43175908047	-0.0711754133150692	0.0585630449874857
ATPIF1	209.395863833737	135.576134491811	-0.62712970242639	0.00543855544847616
SESN2	85.8749476308221	45.3396652229361	-0.921463575522677	0.0001671577824436
MED18	30.1892265224336	42.1422267186075	0.481232751486667	0.00563228573914547
PHACTR4	21.2261069978925	25.714065160381	0.276717909076351	0.0277210198491981
SNHG3	94.136627400171	78.0711207949027	-0.269967185763781	0.157655629192162
RCC1	74.0476549921659	63.3420806883633	-0.225289789249547	0.00200780611948179
SNORA73B	26.0641942967459	60.6336708214306	1.21804990359109	0.0889590253932609
TRNAU1AP	47.9745954510947	34.2345007351095	-0.486819668066496	0.00209352274345075
SNHG12	95.2957769580152	153.821306002562	0.69077115934469	0.0753307660891003
SNORD99	34.1005921410026	47.3712125850135	0.474213810591697	0.187012578075988
SNORA61	69.8115923933814	128.662717648338	0.882055542470163	0.0641098534828055
SNORA44	36.3889597613914	82.8270166190601	1.18660061460232	0.0484532626966417
SNORA16A	28.4378930360171	64.1677575411828	1.17403398689038	0.0270636968777375
TAF12	39.1689819201755	68.732244066629	0.811275433002763	6.44081566796264e-05
GMEB1	24.270184446503	29.6997100992338	0.291263776253447	0.000997283007057018
YTHDF2	89.9428565393961	128.330216390322	0.51278029556648	0.00166380456812702
EPB41	72.1079470778097	64.7416275771263	-0.155464634122759	0.151562865379599
SRSF4	152.947291030949	188.445631403609	0.301113796029921	0.0161611349760841
MECR	25.9089752875045	25.8767536104677	-0.00179532317718999	0.977800227294193
PTPRU	0.173815973399705	0.412373269891574	1.24639015046212	0.00896952752970538
MATN1-AS1	2.19710492447444	1.41393112555352	-0.635891922159005	0.00116927657981626
LAPTM5	1563.19039665689	1134.76735820824	-0.462096952423664	0.0100683690522517
SDC3	1.44858861337102	3.87616509192082	1.41998207853911	0.000115981671785176
PUM1	40.3748997987315	56.834586886511	0.493310474718467	0.00700830811064606
SNRNP40	66.9816537092041	78.8609901307877	0.235545828999825	0.0200410173281643
ZCCHC17	41.5249272053058	70.8260176772161	0.770301787299181	0.000214571225477092
SERINC2	3.05647798561198	10.1335814804028	1.72920207032438	0.00306720140588777
TINAGL1	0.742229907698972	1.82927149936669	1.30133117507013	0.0454317857590839
PEF1	47.9799335647868	61.0030704542044	0.346450699345917	9.70875907512296e-05
COL16A1	0.3412541854429	0.368179036014184	0.109560741846398	0.801000466689729
ADGRB2	5.82906643162544	7.90429323193852	0.439371625158482	0.0378969308972084
PTP4A2	121.374696772387	143.363348459979	0.240208547750177	0.00545875039653875
KHDRBS1	133.036248689149	149.940384260657	0.172569610851143	0.00220384164762215
TMEM39B	36.3939109507561	48.9308539505627	0.427047367237817	0.00371668565873308
KPNA6	35.6768425035123	44.4678595498638	0.317775024050693	0.0209011527823355
TXLNA	64.419369913675	81.2208879523254	0.334356249921168	0.0028592620978679
CCDC28B	1.21599513543219	0.440491629331229	-1.46495094835193	0.0030187496064138
IQCC	4.82367849835821	8.90423127535661	0.884357311437657	0.0181853872703149
TMEM234	8.19231856734996	12.8900874912883	0.653918333674752	0.0073183820306898
EIF3I	279.622238997611	247.156740115005	-0.178052855932316	0.00898213935620829
FAM167B	0.690237742087603	0.630372904285184	-0.130887838401569	0.735239725622852
HDAC1	105.228375222668	81.0293149622194	-0.377007936269151	8.38230774020958e-05
MARCKSL1	36.764953219879	183.676533633762	2.32076426632501	6.78074472904831e-06
FAM229A	18.1902994055633	29.967890362095	0.720248237176576	0.0798323305431942
BSDC1	46.8618320909123	67.8531971662636	0.534003437096352	0.00791673470132561
ZBTB8A	5.43337151157736	3.81402303199524	-0.510534140154157	0.0118262785067882
ZBTB8OS	93.4274755168134	63.0936260173566	-0.566352620256922	0.00143461192568012
RBBP4	101.474142253294	80.9891195425688	-0.325312137465229	0.0225531507265681
SYNC	0.503337812757708	0.51916795572341	0.0446743565772744	0.84297657242088
KIAA1522	17.5800466294495	18.7260169522493	0.0911051720297425	0.294392322764121
YARS	249.585241221828	139.90281475801	-0.835107636598222	1.43627791785157e-05
S100PBP	55.5736771216571	27.6817979313931	-1.00546405269387	0.0029236300786601
TMEM54	13.1310916525552	12.030805227081	-0.126253653627864	0.368927518521932
RNF19B	25.8052902901563	69.4104963081334	1.42748698479387	0.000273691552100634
AK2	76.0004272917056	61.1289301707119	-0.314152211301627	0.0183311115604246
AZIN2	0.931966072273876	3.56859797917947	1.93700804315607	0.000392297090324289
TRIM62	4.48704628555702	26.376026854797	2.5553892898627	2.01904681944594e-07
ZNF362	8.97140482638442	12.2954520499536	0.454718958876201	0.0163094071611923
PHC2	30.2029848875957	54.1605801953745	0.842552059229634	0.000104283573626605
ZSCAN20	3.41374815326086	6.64462606434658	0.960831383564105	0.00524687980013034
SMIM12	22.5955998534311	25.5926313579827	0.179686631346292	0.0121021368254721
LOC653160	1.46464683029472	2.93565369845942	1.00312896199398	0.00369548901869627
ZMYM6NB	20.7818722478388	18.6829589859458	-0.153602667560909	0.030712287734161
ZMYM6	20.4320508895404	24.7634090797593	0.277375914858333	0.0237351577777733
ZMYM1	5.22433593643056	4.80632571508866	-0.120313248029252	0.395965407262086
SFPQ	271.650834019069	442.857298075156	0.705088417621959	1.31209699756329e-05
ZMYM4	24.947864056849	26.5008707470916	0.0871234608433899	0.222336314623011
KIAA0319L	32.9353577244338	36.8660338730001	0.162654996641005	0.107176650106368
NCDN	27.3913001274093	30.5340227346294	0.156699926178302	0.04902071792121
TFAP2E	0.803574895518217	0.573509054334091	-0.486616230422669	0.200363386171917
PSMB2	100.262445754721	95.0021513806969	-0.0777492424625655	0.0748599313670626
C1orf216	22.0919701011413	18.1483359259902	-0.283684810649593	0.0249533024140977
CLSPN	20.1476003720717	49.4608884550919	1.29568013425851	5.98575290994082e-06
AGO4	12.8289256557799	13.8969593535093	0.115368898072701	0.357997109643594
AGO1	9.28667788693109	17.7374896069813	0.933567338661559	0.000291968385527381
AGO3	6.94953561951528	13.4898956776727	0.956890708748732	0.000937311751065723
ADPRHL2	44.0879835626209	53.0693523898698	0.267493449116925	0.000731765500674365
TRAPPC3	90.6594108888501	78.9829926395854	-0.198914754447804	0.00817056881954751
MAP7D1	93.7273542505243	86.6552932547435	-0.113182280980055	0.080640664571371
THRAP3	114.867415350385	180.899476838662	0.655218631609605	0.000378099103764121
SH3D21	1.57283998407292	6.61166561986523	2.07164186039213	0.00159940716597775
EVA1B	7.14728813637177	18.1997986429419	1.34845463348454	6.29073503486563e-05
STK40	60.8096624725807	65.4446473133883	0.105974617864747	0.0638895837629969
LSM10	101.71353313376	95.075307873992	-0.0973690339149588	0.149946945587692
OSCP1	1.16435774913282	5.70622215071451	2.29300151934938	0.00579873835023712
MRPS15	205.05059180832	138.234395499658	-0.568863275561754	0.00095908772183332
LINC01137	5.81605306615921	3.01056920101932	-0.950004152961627	0.00835539353861579
ZC3H12A	32.8113728104047	33.5408400716029	0.0317228667138613	0.702072593198156
MEAF6	26.3545642647872	32.243325167603	0.290947693451017	0.00429865225402388
SNIP1	15.9086088474725	23.4777166943657	0.561484424655009	6.18116148444983e-05
GNL2	118.992352466646	106.415470256595	-0.161160956441	0.00244548409047793
C1orf109	34.1423170323852	18.6786272560308	-0.87017253737195	0.00543239911477002
CDCA8	64.8290326794197	132.163076720732	1.02760722621925	0.000201484003095547
EPHA10	1.2186612024458	2.16279944520901	0.827602790511566	0.0275526828841561
MANEAL	44.4356632523956	41.0566339544211	-0.114102669853424	0.0170163795719455
YRDC	34.6930107796137	19.9124694749032	-0.800972897976023	0.000963573630654362
C1orf122	74.5324071900987	68.410915632208	-0.123641315847149	0.417180863034084
MTF1	11.7958525542823	14.599847218222	0.307673577701016	0.0734396857755147
INPP5B	28.2525673933314	27.8237810086754	-0.0220634925479926	0.827478668557375
SF3A3	102.97965754416	108.579697352832	0.0763949901061726	0.0919914826955253
FHL3	0.254704309266675	1.14629579284378	2.17008409507187	0.0436943053663417
UTP11L	46.2928334119418	56.6648839923825	0.291666086809455	0.00102888092219551
