GNE781_6	JQ1_0	LOG2_FOLD_CHANGE	P_VALUE
ATAD3C	19.7396195479791	27.3519839488596	0.470551297012677	0.00405248325983403
ATAD3B	29.3080627416368	35.1610229546662	0.262679434772762	0.0295080435578892
ATAD3A	53.1155986678813	51.5274386619325	-0.0437947247628137	0.114560075402383
SSU72	180.552332281145	234.767536347175	0.378815869991205	0.00112941203213977
MIB2	7.88087472041947	10.3305418952473	0.390488261231998	0.0197186752489661
CDK11B	38.7153179470772	28.1182082102247	-0.461399826436158	0.00180442004280016
SLC35E2B	32.5027922422792	45.7572884292237	0.4934378985613	1.78969527556171e-05
CDK11A	12.7968025692641	9.61188541983794	-0.412892025244629	0.0114813030383697
SLC35E2	7.25037198887384	9.41691553303669	0.377199572954295	0.0116177661016368
NADK	49.9084588543618	58.5676208459896	0.230818935082911	0.00102458151073274
GNB1	183.222315209995	186.321187538743	0.0241965154598696	0.478685901201691
TMEM52	3.80899068750471	2.48618984722665	-0.615472294883489	0.0375728395565875
FAAP20	7.85857426431637	7.82647008654652	-0.00590583000008702	0.931128203145726
SKI	15.552268174166	11.6055948649828	-0.422304528830398	0.00713160263951073
MORN1	0.949995320930969	0.817360185598868	-0.216948437662075	0.0859500158197424
RER1	97.9600482510566	94.1989329792357	-0.0564827664409653	0.185749152824087
PEX10	28.9953001741702	24.2950188374743	-0.255158522795288	0.0108003766017981
PANK4	27.3611463087469	22.3198904658504	-0.293798726707085	0.00155134583957818
LOC115110	4.4605275644038	14.0383592588558	1.65408807104763	0.000810469878940471
TNFRSF14	29.6835324749413	46.7978684714547	0.656780030645697	0.000143997758845888
FAM213B	12.5519257765044	8.72307971149564	-0.524999248134888	0.0031077700947558
TPRG1L	97.7735777475337	63.4782569499054	-0.623182131368645	0.00033792737499712
WRAP73	49.3334746851147	40.3081280901665	-0.291496117706439	0.0163172150878147
TP73	14.1675817045837	8.11117598134754	-0.804610521761102	3.45100763620746e-05
TP73-AS1	1.96721225652394	1.51550081456564	-0.376358001089503	0.0118222909738806
LRRC47	61.2570703861275	55.9802138681333	-0.129959373198724	0.00112369506758478
CEP104	24.8668455962012	24.6357073565998	-0.0134726148656419	0.491172830376923
DFFB	7.59048176473865	8.58546755773646	0.177705248587262	0.0250706463765565
C1orf174	41.7515513880338	32.1407574245054	-0.377425877929055	0.00835192723127164
LINC01134	2.39735034574313	2.16288703353452	-0.148482441964501	0.156179624716028
NPHP4	10.293009730596	7.83216053676874	-0.394182654138658	0.000857859490971059
KCNAB2	50.4377499829129	68.0588697348918	0.432279273633693	0.000119939434303811
RPL22	505.837741830515	576.64114737834	0.188999102750872	0.014986132961582
RNF207	1.06740174656987	1.78385777951801	0.74089732192715	0.0025378433746127
ICMT	82.6061421230438	50.3967995643432	-0.712916937572674	0.000543864802022725
LINC00337	1.61068433871746	0.468025048268355	-1.78301613424651	0.00856089356176024
GPR153	1.11000255123246	0.479133963317663	-1.21206200510825	0.00318125500699449
ACOT7	62.137712376096	41.9514002666312	-0.566750162877936	5.76087921629505e-05
PLEKHG5	0.708978975353095	0.655972644095285	-0.112107193575386	0.584220214244281
NOL9	17.1507746815997	12.0058936794498	-0.514530945750984	0.000238534076490377
ZBTB48	16.8920341103617	17.2466893080448	0.0299763817539063	0.591228505598089
KLHL21	33.2016541560188	30.3231486970956	-0.130835552636062	0.0189695624487634
PHF13	23.8470539678174	17.2640502420283	-0.466040080190214	0.0106886566273799
THAP3	14.9945075515751	11.3426598406026	-0.402675151838749	0.00476507545790151
DNAJC11	43.1795920541503	45.3009795803515	0.069192633849523	0.000718292194748442
CAMTA1	6.90001466355903	6.28827119789877	-0.133935988956569	0.0196613409550871
VAMP3	51.9454157468043	39.7954547266532	-0.384392773480777	0.000169075496779017
PER3	0.569596298657066	0.382119058413399	-0.57591755667754	0.0502412800320468
PARK7	438.118198047822	397.576295615389	-0.14008839813475	0.0312683912499896
ERRFI1	2.0231859327747	0.835721809214896	-1.2755342206681	0.00322338078620308
RERE	8.88653333225646	10.5189929575688	0.243303960389242	0.00573010164543585
ENO1	630.977871585666	586.400047293906	-0.105704190906406	0.00328235494845975
H6PD	3.28268559377999	2.52853558503456	-0.376574497131158	0.00103842801967182
SLC25A33	18.1846873293893	15.2872560250123	-0.250394645631314	0.0380894431136944
TMEM201	14.7564602574753	9.03946686764345	-0.707037100279302	0.00284349983676299
PIK3CD	2.78481643105149	2.39845996159508	-0.215473875145767	0.0586022184314983
CLSTN1	78.6444173804563	69.3238146448568	-0.181993315633313	0.00410339486520037
CTNNBIP1	29.634832805569	20.2202196300508	-0.551495250362203	6.86768416646774e-05
LZIC	35.6822305036758	30.0376725654526	-0.248432769630052	0.00379339716405558
NMNAT1	8.52726461184278	7.93154459687116	-0.1044811808189	0.291943467094174
UBE4B	42.0567464934775	39.3740676365398	-0.0950914861985159	0.027386840795151
KIF1B	11.3506250130174	13.4559693431218	0.245474583258958	0.0117853403809306
RNU6-2	2.04993189390822	2.12596123233352	0.052539310024844	0.760544827711421
PGD	175.146820665799	136.308773303823	-0.361686378036723	0.000447512948888233
APITD1	8.94897542043744	4.96884665959465	-0.848811495359936	0.000451101509491297
DFFA	28.9618398072356	23.8139585646783	-0.282345794908695	0.00485852805356194
PEX14	26.3250794766012	20.106033060305	-0.388809422220562	0.00587633381957908
TARDBP	115.092828625694	98.9021206615813	-0.218724581963365	0.00273611096705596
SRM	272.346415271248	214.03096417717	-0.347623349435918	0.00371348842912869
EXOSC10	111.030820634281	75.5222395375046	-0.555986752396834	0.000177927518141455
MTOR	30.6201699701677	21.936484930971	-0.481149922148742	0.000161881207272809
UBIAD1	32.303841964847	26.2016956896273	-0.302045576547174	0.0083588243903777
PTCHD2	0.783648279090068	1.05574968425391	0.429989628496124	0.055304318019644
FBXO2	4.83078222049148	4.01449283659269	-0.267039076112441	0.0185953298394307
FBXO44	13.8197073057109	11.6398048449596	-0.247660190544139	0.0143232782938751
FBXO6	14.2505064671682	7.84363093308729	-0.861419634982849	0.00268348037324044
MAD2L2	101.546067874459	72.8231054372725	-0.47966620696893	0.0154776287505835
AGTRAP	57.2116256793461	86.6957453990982	0.599652855394134	0.00345879470680992
C1orf167	1.83731206196116	2.48025720266498	0.432893051140658	0.0441137932132396
MTHFR	10.5777953567911	15.3148735187874	0.533894482498294	0.000562821751440056
CLCN6	4.49310439811763	5.88814987569061	0.390101810370338	0.0179092033030267
NPPA-AS1	0.496106339917019	1.00457300921874	1.0178611192695	0.0698940182648967
KIAA2013	104.514915227364	96.3852126351691	-0.116825111592636	0.0498242285973092
PLOD1	36.6610184990506	27.9766163760978	-0.390025379992359	0.00284279786335586
MFN2	75.067407674453	60.1088441061467	-0.320609385549999	0.00666957381604356
MIIP	32.8710684739845	30.4089996214782	-0.112319995816002	0.0183642811311818
TNFRSF1B	9.86778866387545	9.90843810398958	0.00593084099880729	0.919741317169101
VPS13D	8.79032680407811	5.80223723078456	-0.599307519541346	0.000268837203155171
DHRS3	0.88057751204219	0.587239210236348	-0.58450170075828	0.0623333054334079
PRDM2	18.5032394965833	15.7720079929419	-0.230411529270501	0.00795348292761613
KAZN	2.74395367484638	2.77874818443279	0.0181789754000631	0.554196418423962
TMEM51	1.53543109951349	1.41218453516001	-0.120715151687016	0.512883326615653
EFHD2	56.5240279614354	31.90171173975	-0.82523044101017	0.000121228751373452
CASP9	18.7800386637546	8.20318228297442	-1.19494444110245	2.50273330675763e-06
DNAJC16	13.0371444335979	12.8814210184323	-0.0173361525410797	0.708439754937996
AGMAT	14.9473760666513	16.3674586634822	0.130938086246586	0.00957969046660823
DDI2	7.81722327117335	6.35164798816662	-0.299525284069896	0.00190235721016575
RSC1A1	8.85848630742909	7.35859969877338	-0.267628944098391	0.0180446566199848
PLEKHM2	53.6004396171377	61.2838743269972	0.193262673047299	0.0130876900304126
SLC25A34	0.714004997792961	1.83853605321034	1.36455138991178	0.011983255355515
UQCRHL	27.6361801081946	33.1103673829215	0.260724799338307	0.0188655778998311
FLJ37453	3.15390384749884	3.3452838103808	0.0849899351840859	0.471201091306523
SPEN	23.5111878059422	22.6241466179034	-0.0554840522471695	0.548966942307204
ZBTB17	24.7593694573614	18.4209819045431	-0.426624609841694	0.000921061461145844
ARHGEF19	7.3165121197475	4.72848459666255	-0.629778163096693	0.000456696545315806
RSG1	9.93053635529393	5.37983749953283	-0.88430904466534	0.00141132158090752
FBXO42	16.1683078669611	12.8003112374491	-0.336989808459429	0.00649248323735001
SZRD1	97.9693143748877	101.811306517476	0.0554959379476512	0.0230997081459881
NECAP2	97.0296752069778	104.704780619133	0.109829365894623	0.029580021825921
CROCCP3	2.19649706163979	1.44890846406667	-0.6002381150908	0.00794303283183841
NBPF1	10.0425736192783	5.70611852466122	-0.815547418124422	0.000168100969848774
CROCCP2	107.377663265725	78.3323050144987	-0.455014597668412	0.0150561352072229
MST1P2	2.78907593053597	3.36645432181903	0.271442678353288	0.0989649439453007
MST1L	0.641219971788213	0.852515036386171	0.410905918990929	0.16723974208509
CROCC	11.4587295779504	8.04823384689487	-0.509702972932418	0.0158713401915315
ATP13A2	26.9178345446351	15.5617569148697	-0.790557405229687	0.00797166976813656
SDHB	178.03033479398	160.903232745364	-0.145929772724261	0.0802971952107172
RCC2	134.294571075415	137.5130037003	0.0341670669869781	0.0254243345488951
ALDH4A1	19.6221051436581	9.95662845786291	-0.978750627815566	0.000718879963051968
IFFO2	8.5847632763023	9.26035024101165	0.109288406859713	0.196220480015331
UBR4	28.591404508516	23.4847568086548	-0.283856837716793	0.0362134391874211
EMC1	29.1019184203555	29.0264502352827	-0.00374611020545916	0.912772687425116
MRTO4	77.5410741488534	72.1110496637928	-0.10474037804786	0.0647329790614031
AKR7A3	0.704253784946591	0.539927236784112	-0.383330416464176	0.343397265886554
LOC100506730	5.12745653435	4.81318354693953	-0.091251916590875	0.313790591601743
AKR7A2	54.7811826125516	37.8270333387404	-0.534262776624445	5.44327468050774e-05
PQLC2	13.5654467697392	8.34382508090575	-0.701155743909701	1.73031133466191e-05
CAPZB	127.293641107126	135.367988466562	0.0887262618972512	0.0146168037281418
MINOS1	44.5158857302625	46.8812821419006	0.0746917647773705	0.223732234704124
RPS14P3	1.88476373570024	3.46342895825209	0.877817395631504	0.0257653117140673
TMCO4	21.9842939127047	24.9221239559689	0.180953828336573	0.0141098703113071
OTUD3	6.20391786055403	4.61021902034704	-0.428344294085088	0.0031971773436594
MUL1	51.2035150792409	37.9922783380188	-0.430536622672527	0.000742078536192442
PINK1	54.546600123131	28.0204011594179	-0.961011665970319	2.514227049681e-05
PINK1-AS	5.54448478349958	6.14299564126541	0.147888954230345	0.137877469690034
DDOST	427.866107614735	415.193209125421	-0.0433765566100038	0.296959247477769
HP1BP3	133.760082989395	148.106939305385	0.146991589667705	0.0456385573065527
EIF4G3	23.2978191004303	20.6458537405837	-0.174342833491259	0.0147730408815917
ECE1	40.8525989049724	39.9783095286532	-0.0312103912713191	0.544094693616957
LOC100506801	0.90011591918183	2.21224236218941	1.29732673627242	0.00615601085214946
NBPF3	15.2286791528459	7.62332475022037	-0.998298575568592	4.43866734758683e-05
USP48	66.8787490576306	77.5085957789575	0.212808452956426	0.000421118098301748
HSPG2	0.7686217626114	3.45179832657689	2.16700244635468	4.3075100060906e-06
LOC101928043	1.38453251071146	1.69058581463227	0.288124319164238	0.37656809662659
LINC00339	13.8255370571467	22.6565612787278	0.712593387881637	0.0019147035588343
CDC42	210.528623344521	184.412237841993	-0.191081996463034	0.0190961550677985
ZBTB40	13.7719515383571	10.9337732488655	-0.332941647892799	0.00688837754169498
KDM1A	59.5450937355911	38.7311235426348	-0.620489288207967	8.63011148601129e-07
LUZP1	10.7564518438473	4.83110057567732	-1.15477847179584	0.000735608258314662
LINC01355	2.24081642073488	2.20108468299526	-0.0258098091148267	0.947995363583414
HNRNPR	90.9669353783807	76.2423130228946	-0.254750362348899	0.000249818209687916
ZNF436	5.85449647211004	3.33756987781783	-0.810747051696637	4.63376708093067e-05
ZNF436-AS1	1.11232778159331	1.06023894712955	-0.0691925420997323	0.78291685771725
ASAP3	0.505630912131677	0.10392927489526	-2.28248257529883	0.00144649948927627
E2F2	75.5719487418909	89.4544321046529	0.243302138301632	0.00221896575076444
ID3	14.6871188635408	17.9785128557304	0.291722275463694	0.026128748006543
MDS2	1.05590284191162	3.63841191760019	1.78483179256289	0.0146263821271763
RPL11	3313.02252651912	3575.66585200394	0.110063909260097	0.0075332910308746
TCEB3	41.6954481723631	32.8822171370959	-0.342582317113924	0.000527312929188574
TCEB3-AS1	7.61542946775015	11.1622445105027	0.551629850206814	0.000116464093756501
PITHD1	96.2826732403322	68.0291727913277	-0.501122651478064	0.00118896285139768
LYPLA2	100.587685253307	93.407963219013	-0.106836236741383	0.0238948771042956
GALE	22.4718137117884	16.7952659062723	-0.420061933072919	0.00206914637418115
HMGCL	43.767686677052	35.7708695254398	-0.291080944864781	0.00418336670170897
FUCA1	64.6755299410092	49.6294413181507	-0.382023755957707	0.0109126911330843
PNRC2	206.202270724076	170.865382812459	-0.271200082146609	0.00719054202566373
SRSF10	28.5773021887675	23.8633554389166	-0.260072811297393	0.000289273942765608
IL22RA1	11.3788631119341	9.22901423350879	-0.302107957370109	0.0279181724397184
IFNLR1	21.4529713936009	31.1518707662109	0.538141318761008	0.00337128284613781
GRHL3	5.12185418734899	17.6988804087457	1.78892001461408	0.000219044640824051
STPG1	10.4905025886007	8.45517520507494	-0.311177242464346	0.0491482170115293
NIPAL3	48.4601879390385	47.1693516337646	-0.0389502294401882	0.276576323303934
RCAN3AS	1.33017591482417	2.75900496711974	1.05253100027797	0.00813848484822087
RCAN3	22.7052365413819	17.0531481236236	-0.412986971868805	0.0193853497215489
NCMAP	0.349036274059139	0.623036684406393	0.835940133421048	0.0551836053770575
SRRM1	90.109372218495	79.5216492356673	-0.180329489717128	0.0118764854795922
CLIC4	116.396326878992	152.608837096849	0.390792974704064	0.000565948615044955
RUNX3	60.7424012695391	62.3113899771379	0.0367919571153906	0.120795622317962
SYF2	117.908058390196	103.270219721209	-0.191238041459966	0.0522071325738695
RSRP1	90.5895875634174	126.651516813361	0.483447214825684	0.0065390665847178
TMEM50A	150.489584166871	137.066761435064	-0.134784875917159	0.00112217207687938
TMEM57	35.6124086805689	26.7036287409501	-0.415344214865975	0.000188314157026107
LDLRAP1	104.478369384785	149.107166630606	0.513145314700979	0.000201822148747685
MAN1C1	16.0693773906854	11.6796202374066	-0.460320666977656	0.00986000840510303
SEPN1	19.4846010784117	17.3872351540339	-0.16430585501995	0.0633270391593565
MTFR1L	39.9395769962762	37.0719725359173	-0.107490172625349	0.101875997399795
AUNIP	9.64134665212937	4.69684810439138	-1.0375417307821	0.00153192408113901
PAQR7	0.936519471585836	0.631862253503182	-0.567698906523483	0.115349372958303
STMN1	326.742095088603	275.984591469395	-0.243564611182926	0.00415822072235284
PAFAH2	12.7990080789504	10.8045859932365	-0.2443882134091	0.0104718871315983
PDIK1L	21.6938314825213	17.9504275052679	-0.273266675346569	0.00160856596347286
ZNF593	116.67737474541	85.7892627335181	-0.443655832503374	0.00624132843052534
CNKSR1	21.3843477307764	18.1228947798717	-0.238741786285018	0.0201658221972354
CEP85	28.6460146447576	21.840258573424	-0.391344502218854	0.00032455150168966
SH3BGRL3	194.268939440013	173.648932968991	-0.161881709292882	0.0182611255243774
UBXN11	20.3827432985571	18.5688832650865	-0.134461181819309	0.245048070439861
CD52	7.35544903892188	10.0398312870446	0.448849702314714	0.162655603042971
DHDDS	33.6318080219741	22.9613471903489	-0.55061904876641	1.69037826458911e-05
LOC101928324	1.09739499468882	0.744149343646529	-0.560418810100341	0.439684796559621
HMGN2	949.91928477022	496.572590511448	-0.935800301183877	2.33936366773195e-05
RPS6KA1	70.1012103048685	64.1537395362981	-0.127905989941359	0.077581884922863
ARID1A	60.9919189902727	72.231453357955	0.244009090747913	0.000335913677898197
PIGV	11.1571323760554	11.0346233708162	-0.0159288820429047	0.670558488462006
ZDHHC18	59.077546330914	57.0802546230107	-0.0496181374736034	0.00882647234235021
SFN	11.5024890394602	8.07004819278888	-0.511296887579454	0.0361560017407367
GPN2	36.7484919376703	31.582009443969	-0.218582079364868	0.0161011275311752
GPATCH3	23.0079801834192	16.7050807580188	-0.461847381142977	0.00110138361291705
NUDC	157.455781775866	117.656019532046	-0.42037160040854	0.00624166843848546
KDF1	19.4816986064159	14.4458444205477	-0.431464933292538	0.00554108072863186
TRNP1	0.376525027307912	0.259124091181268	-0.539102611414139	0.0792596745876677
SLC9A1	22.1399916120924	12.168830744467	-0.863464123777609	0.00219234460828415
WDTC1	59.083543410544	44.8312906767244	-0.398250316623317	0.000970132683162306
TMEM222	62.1183721473306	56.1257401674372	-0.146357457693577	0.0384932740711533
ACTG1P20	1.08538837541603	1.16556088698045	0.102813007934543	0.726624630363227
SYTL1	10.501271233748	19.1976705438936	0.870367279905916	0.0023691638849716
MAP3K6	3.17255017554852	1.22549826927554	-1.37227453448415	9.67813745951963e-05
WASF2	78.186773058776	69.9060050114747	-0.161508175693817	0.00509158246229265
AHDC1	1.7106296866604	0.869156121923268	-0.976840233068702	0.00591443578154103
IFI6	18.4672070940589	9.91752178669268	-0.896914128654738	0.00155197116248955
FAM76A	12.9612796262612	7.63644340297003	-0.76323537895579	0.000229720251474791
STX12	23.2893831364123	19.1835087046408	-0.279805811044853	0.0023205756823297
PPP1R8	77.7610754502477	64.0315686542984	-0.28026481808389	0.0099862241960527
THEMIS2	1.96451037266555	0.453390056654035	-2.11534512864523	6.10329350447667e-05
RPA2	102.110402553407	66.4524233995807	-0.619736131003563	0.000112557159341858
SMPDL3B	3.10505929097484	3.17367320839693	0.0315327652975938	0.836946156622152
XKR8	16.6842053694227	11.3083358028792	-0.561096345905566	0.00632632602599573
EYA3	20.8124928289756	26.3621529447967	0.341018422104922	0.000958085284575975
DNAJC8	226.689049318741	207.181605271601	-0.129818782139438	0.016509737682299
ATPIF1	164.990409655954	208.686484301453	0.338954998719223	0.00109587760777408
SESN2	21.656252285594	82.0353596627528	1.92146228844393	0.000306018676395826
MED18	42.4857476484892	31.8403700229756	-0.41612185131387	0.00461574959224819
PHACTR4	23.4245412991851	19.6146034596382	-0.256092627879428	0.0056758079604556
SNHG3	62.7157163186514	91.2943974465977	0.54169930544138	0.0310847161670623
RCC1	76.5904318005777	70.4930995540525	-0.119682130562792	0.000467236255650449
SNORA73B	42.6208280335869	23.2880550671175	-0.871968465956127	0.0203101164770297
TRNAU1AP	42.9676155604931	46.5564027452312	0.115729871823152	0.100720343085177
SNHG12	99.7775637608043	83.5040068507683	-0.256870018487752	0.184419689856069
SNORD99	23.0556644994814	22.8345884615785	-0.0139004581750538	0.913776797409116
SNORA61	83.3477660741678	66.7335938038184	-0.320730332552008	0.236724634073486
SNORA44	28.7226327771853	31.1147350988569	0.115409967925672	0.549629843423835
SNORA16A	26.1625516280402	33.4225186784309	0.353317203720867	0.145336600429146
TAF12	52.9814919560119	38.807799425201	-0.449141842277168	0.000193425179593417
GMEB1	25.7199653054233	23.1176941060059	-0.153891194389254	0.000585422193611387
YTHDF2	101.52955951445	88.8787081344541	-0.191990065420956	0.0338406557827572
EPB41	73.8187647914107	68.7734428345179	-0.102136027715916	0.0956244654769945
SRSF4	158.271215761247	146.495162707187	-0.111545873950653	0.0796822976801381
MECR	29.7704097863422	23.239930060469	-0.35727335322487	0.00929263347200422
PTPRU	0.392933720686745	0.190544076407675	-1.04416122328664	0.0107178928376472
MATN1-AS1	1.27412031074182	2.11530761259898	0.73136596573574	0.0380234219468497
LAPTM5	1038.05614723581	1567.80013477226	0.594857175025843	0.00236569878136247
SDC3	2.81187683035135	1.22769386603761	-1.19558254134665	0.00672895076054848
PUM1	41.7758405737952	37.3900213219062	-0.160015563215515	0.0374193207187981
SNRNP40	97.2823729314095	69.502978563176	-0.48510361359388	0.000421666678758146
ZCCHC17	72.9012022551426	42.595088443232	-0.775255521368569	0.00044042885467267
SERINC2	6.8915397519461	3.14380712533765	-1.13231364510022	0.000310343304012363
TINAGL1	1.81476335968144	0.460750428917766	-1.97772402289632	0.0311208650607589
PEF1	62.3394047140442	49.8545047679994	-0.322420508596549	0.0018448709025466
COL16A1	0.658504365021804	0.385222734073145	-0.773500156776303	0.0539215848477998
ADGRB2	7.34945266939611	5.11014610301431	-0.524272273624135	0.000158756816372802
PTP4A2	130.676831796362	115.61055030926	-0.176730322458534	0.000113113446105938
KHDRBS1	136.407124651354	131.358798556916	-0.0544061624163309	0.131201376699671
TMEM39B	40.582636072289	35.1705754391216	-0.206493639723288	0.00378219955864693
KPNA6	37.3775183146072	34.0543405315754	-0.134332089931755	0.0060457845155755
TXLNA	70.3734895706306	61.2948587704847	-0.199265982853107	0.00221583729141752
CCDC28B	0.44961451761619	1.18107346535933	1.39333818167562	0.0178598239660411
IQCC	8.40582575184601	4.106489801839	-1.0334838352688	0.00048517167127588
TMEM234	12.3040389805335	7.41144045462564	-0.731306108342971	0.0120530953871957
EIF3I	284.891446005299	281.932811169644	-0.0150609170866524	0.475655335892107
FAM167B	0.726770451638074	0.809983167508568	0.156392162249698	0.775266044006659
HDAC1	100.229814824078	101.414991019453	0.0169592021187732	0.654935484054177
MARCKSL1	61.7935564677569	36.2372329407937	-0.769983612704007	2.24417455854933e-05
FAM229A	10.7985090494294	14.8606872925363	0.4606687075041	0.0329334192729935
BSDC1	47.6857207330907	46.1512480708127	-0.0471876593085141	0.174281351418084
ZBTB8A	4.8752742526396	5.24049035897615	0.104218434581793	0.194505974529659
ZBTB8OS	82.2002606129698	91.5290663622082	0.155086996645204	0.21460389937938
RBBP4	104.162280970948	98.3836785045114	-0.0823420437967373	0.0379662997780508
SYNC	0.739376415236839	0.489195052780196	-0.595899210917785	0.280166631747999
KIAA1522	20.5665901488111	16.0216431641654	-0.360280504389636	0.00948022161525187
YARS	151.768292079862	238.937869980239	0.654765119241123	0.000155039397570317
S100PBP	29.5930309460572	53.006863380868	0.840921707063022	0.00378408746114975
TMEM54	19.8870855668236	12.1178164477955	-0.71470210818984	0.00210931297868111
RNF19B	35.4177412723085	25.9131234969069	-0.450789284219171	0.00128864422590318
AK2	80.1604971834626	77.0458487415667	-0.0571742307614233	0.0288715467521583
AZIN2	1.20904766812105	0.964546181464866	-0.325948905876765	0.228394109426273
TRIM62	11.8452096895762	4.97486367767807	-1.25157483982302	0.00181788445731645
ZNF362	11.4931579145706	8.90809266570773	-0.367586783349546	0.017175817784371
PHC2	39.9476660267451	29.9353703390236	-0.416260096699132	0.000142243379403853
ZSCAN20	5.01114500669957	3.14687119151453	-0.67122215830073	0.00861573931975235
SMIM12	24.1769593773695	22.0888202492964	-0.130316447746204	0.0544846031322841
LOC653160	1.59015331465764	1.49092382412387	-0.0929593218965271	0.713528787528274
ZMYM6NB	26.6459198761917	21.9952637704689	-0.276721736622042	0.0436309067707624
ZMYM6	20.8369596802954	18.9503488201518	-0.136920385003041	0.0950304965093341
ZMYM1	5.34579575233845	4.88072225903739	-0.131310060874333	0.305769376715531
SFPQ	349.510335801543	264.118905746444	-0.404147546006018	0.00189999303911803
ZMYM4	23.3378796475948	24.0023503928354	0.0405021948198193	0.385299248869184
KIAA0319L	27.3632419124746	31.4927314794619	0.202779726695723	0.000178067609126878
NCDN	31.0853027561293	25.9068691890244	-0.262897951851394	0.00204019079869504
TFAP2E	0.443355052732792	0.577190493454274	0.380585020875036	0.289981205309138
PSMB2	102.181480864764	98.3291539425316	-0.0554426146321534	0.107872257290501
C1orf216	20.4958583152679	20.5370303693479	0.00289517701934397	0.920720269508005
CLSPN	51.9991024306212	18.3257273054176	-1.50461626405244	0.000796838744844683
AGO4	15.2560820136582	10.9131508258816	-0.483316810224818	0.000601167959654237
AGO1	15.3559832860057	8.34545709542433	-0.879737919198166	0.00124529684200377
AGO3	9.07593291033012	6.19308913703985	-0.551386733695361	0.00221262564182365
ADPRHL2	51.5480994496002	44.6211609683087	-0.208191186599088	0.0329723183054311
TRAPPC3	89.7374056117673	87.2069212536556	-0.0412668347188484	0.279700254333608
MAP7D1	83.4317681241494	89.4149846286259	0.0999198060333059	0.13078124059893
THRAP3	137.837011585988	111.853753372515	-0.301349659873017	0.000700897499070567
SH3D21	4.62339202102586	1.28832197165066	-1.8434585046115	0.00549826066625559
EVA1B	17.8271576309205	5.69937704970445	-1.64520055311233	0.000523341205752139
STK40	41.8239866234946	57.4455004150266	0.457863309203951	0.000182033825080949
LSM10	111.971318535025	107.41832168391	-0.0598891471680342	0.192819378350989
OSCP1	4.52438561106198	1.13586886438783	-1.99392560884209	0.000552188388331752
MRPS15	196.178856395591	209.010627447589	0.0914067397577575	0.0752419843573892
LINC01137	3.17594501181542	5.28016277877275	0.73339647226213	0.00369077402188916
ZC3H12A	17.1642444879511	29.1982444029696	0.766475270943917	0.000281729429780178
MEAF6	36.3628549774306	25.6261324712192	-0.504849713439713	0.000272230622805276
SNIP1	19.8007688722743	15.1426104041099	-0.386942521799109	0.000970529016561855
GNL2	143.543530445276	113.938924312148	-0.333227618242056	0.0112184161608943
C1orf109	27.2589091836886	32.7019256741282	0.262647761105281	0.0174764606375592
CDCA8	105.849929503219	62.2033749385026	-0.766955545300154	0.000360168163618674
EPHA10	1.84632652492935	1.17188319532719	-0.655828938067375	0.000391671515116116
MANEAL	63.4146132277303	41.8356516137447	-0.600082426460864	0.000508066479974811
YRDC	28.5027351241792	34.295885169402	0.266935124773931	8.51247360030307e-05
C1orf122	83.7959542797769	68.26195155547	-0.295798930859805	0.00907101179560441
MTF1	11.2958911552836	10.8283015784191	-0.0609911186537979	0.322731618108207
INPP5B	26.2618310690638	25.7810626443448	-0.0266557796533779	0.480041767511115
