#20_0EX6_0229Kronos_MM1S-KB-24hr-2_H3K27Ac_hs-dm_i43_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/20_0EX6_0229Kronos_MM1S-KB-24hr-2_H3K27Ac_hs-dm_i43_ROSE/20_0EX6_0229Kronos_MM1S-KB-24hr-2_H3K27Ac_hs-dm_i43_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X20_0EX6_0229Kronos_MM1S.KB.24hr.2_H3K27Ac_hs.dm_i43.bam
#Using cutoff of 31914.3456 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X20_0EX6_0229Kronos_MM1S.KB.24hr.2_H3K27Ac_hs.dm_i43.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	isSuperStretch
3_MACS_peak_19701_lociStitched	chr5	131744651	131774504	3	25308	192095.0991	6663.1896	42	1
4_MACS_peak_3482_lociStitched	chr10	112600177	112633369	4	23217	210580.0056	7411.7736	43	1
5_MACS_peak_10763_lociStitched	chr18	9054636	9085808	5	21422	220557.486	6399.6116	44	1
1_MACS_peak_21204_lociStitched	chr6	106530325	106556760	1	26436	176252.719	6859.8825	45	1
9_MACS_peak_21515_lociStitched	chr6	138246753	138297698	9	28907	144286.429	9348.4075	46	1
2_MACS_peak_8083_lociStitched	chr15	68568626	68599615	2	30116	118570.1118	6724.613	47	1
4_MACS_peak_15664_lociStitched	chr22	37610881	37642328	4	28919	138077.4876	6981.234	48	1
3_MACS_peak_7522_lociStitched	chr14	106145077	106173132	3	25242	177916.3935	3498.4585	49	1
5_MACS_peak_10593_lociStitched	chr17	76710864	76756492	5	30191	105756.5784	8719.5108	50	1
1_MACS_peak_15456_lociStitched	chr22	23269449	23286046	1	16598	234231.8013	4434.7184	51	1
2_MACS_peak_4852_lociStitched	chr11	128584616	128618649	2	27813	143809.8448	7143.5267	52	1
2_MACS_peak_5471_lociStitched	chr12	53573002	53604323	2	25285	171920.969	6928.2052	53	1
3_MACS_peak_15950_lociStitched	chr3	5221919	5256351	3	29697	107204.032	6993.1392	54	1
3_MACS_peak_15476_lociStitched	chr22	24177151	24200997	3	17331	226222.2328	4728.6618	55	1
7_MACS_peak_11920_lociStitched	chr19	42022418	42070720	7	27704	135496.7704	9042.1344	56	1
6_MACS_peak_23722_lociStitched	chr8	81046200	81084597	6	28992	111024.9255	7767.7131	57	1
4_MACS_peak_23051_lociStitched	chr7	150053114	150084917	4	25882	156518.4645	8806.2507	58	1
7_MACS_peak_23343_lociStitched	chr8	27208548	27253469	7	28890	110501.1679	9069.5499	59	1
1_MACS_peak_5488_lociStitched	chr12	53845177	53875499	1	30323	58670.0378	6340.3302	60	1
2_MACS_peak_17258_lociStitched	chr3	171801676	171827314	2	21743	183921.8844	7981.1094	61	1
2_MACS_peak_9988_lociStitched	chr17	38459076	38484488	2	21473	174062.0352	5750.7356	62	1
5_MACS_peak_14539_lociStitched	chr20	25261501	25302991	5	25310	132481.719	6837.552	63	1
3_MACS_peak_3763_lociStitched	chr11	10314360	10345012	3	22695	162256.362	7043.8296	64	1
2_MACS_peak_16976_lociStitched	chr3	133178914	133201078	2	19049	190472.9832	5212.9728	65	1
7_MACS_peak_4998_lociStitched	chr12	7045514	7085636	7	27129	92477.1978	7787.6802	66	1
1_MACS_peak_15241_lociStitched	chr21	41324405	41344938	1	20534	173577.7688	7289.215	67	1
1_MACS_peak_22276_lociStitched	chr7	55615857	55643260	1	27404	74226.5061	5455.9373	68	1
6_MACS_peak_16294_lociStitched	chr3	46317551	46347579	6	25353	110427.97	5906.5076	69	1
3_MACS_peak_4382_lociStitched	chr11	72850526	72870104	3	16361	192324.483	4606.7034	70	1
2_MACS_peak_2596_lociStitched	chr10	11281901	11313395	2	25932	93597.0186	6692.475	71	1
4_MACS_peak_8155_lociStitched	chr15	75063165	75093082	4	25066	105406.5661	6106.0597	72	1
5_MACS_peak_21117_lociStitched	chr6	90053348	90086235	5	24720	110891.6753	6949.0231	73	1
1_MACS_peak_5094_lociStitched	chr12	12866061	12881986	1	15926	189631.715	3847.48	74	1
3_MACS_peak_265_lociStitched	chr1	24511872	24534022	3	17768	177868.93	4547.395	75	1
1_MACS_peak_13748_lociStitched	chr2	182168186	182180670	1	12485	205145.8268	3571.6724	76	1
1_MACS_peak_404_lociStitched	chr1	31213143	31233457	1	20315	156074.4934	5013.4952	77	1
2_MACS_peak_12363_lociStitched	chr2	20397484	20426477	2	22855	128847.7913	5682.628	78	1
4_MACS_peak_18747_lociStitched	chr4	185317501	185350267	4	22350	134704.3026	6107.5824	79	1
2_MACS_peak_1391_lociStitched	chr1	150532158	150553276	2	18575	170895.3032	7256.1448	80	1
4_MACS_peak_1294_lociStitched	chr1	145427076	145458000	4	21312	146629.2384	9410.1732	81	1
3_MACS_peak_10287_lociStitched	chr17	56404735	56431067	3	19970	154818.994	5958.9316	82	1
1_MACS_peak_17856_lociStitched	chr4	40190941	40209963	1	19023	162050.3202	5312.8446	83	1
4_MACS_peak_11297_lociStitched	chr19	2594840	2628896	4	18803	166550.868	8684.28	84	1
3_MACS_peak_2016_lociStitched	chr1	204474520	204501236	3	19387	159689.5468	7186.604	85	1
4_MACS_peak_6178_lociStitched	chr12	123354985	123387400	4	25309	74648.5035	3361.4355	86	1
3_MACS_peak_11273_lociStitched	chr19	2073138	2098617	3	19052	160976.322	7562.1672	87	1
3_MACS_peak_8701_lociStitched	chr16	12052168	12072227	3	15404	181206.9883	4330.7381	88	1
2_MACS_peak_14888_lociStitched	chr20	52193232	52216339	2	22855	110703.3263	4272.4843	89	1
4_MACS_peak_22493_lociStitched	chr7	90329822	90367938	4	22176	120991.6188	7680.374	90	1
5_MACS_peak_14190_lociStitched	chr2	232687181	232714113	5	25641	24316.9028	3455.3756	91	0
4_MACS_peak_13850_lociStitched	chr2	197023862	197049121	4	22697	106004.4453	5402.9001	92	1
6_MACS_peak_14772_lociStitched	chr20	43660353	43694143	6	23067	99389.906	5757.816	93	1
4_MACS_peak_21683_lociStitched	chr6	157976208	158007314	4	20383	125686.9036	3477.6508	94	1
3_MACS_peak_14703_lociStitched	chr20	37486832	37506453	3	13178	181035.1186	3763.3078	95	1
3_MACS_peak_16656_lociStitched	chr3	98472760	98497255	3	21020	118886.4825	4945.5405	96	1
2_MACS_peak_13912_lociStitched	chr2	201979725	201997782	2	16197	162767.6037	4718.2941	97	1
3_MACS_peak_1532_lociStitched	chr1	156115330	156136828	3	20956	116585.8038	6705.2262	98	1
3_MACS_peak_12815_lociStitched	chr2	65156815	65178727	3	15385	165632.808	5048.5248	99	1
1_MACS_peak_9131_lociStitched	chr16	66549158	66561168	1	12011	181033.936	3344.785	100	1
4_MACS_peak_19413_lociStitched	chr5	88595654	88617665	4	15860	159843.882	4879.8387	101	1
5_MACS_peak_11609_lociStitched	chr19	16243610	16272623	5	22798	80023.6566	5039.5581	102	1
8_MACS_peak_7435_lociStitched	chr14	95945724	95986205	8	23910	49079.1644	3509.7027	103	1
3_MACS_peak_7314_lociStitched	chr14	81930544	81956751	3	21494	99924.6703	3278.4957	104	1
1_MACS_peak_20477_lociStitched	chr6	25402730	25415552	1	12823	175842.1902	3697.8648	105	1
7_MACS_peak_9158_lociStitched	chr16	67554729	67601620	7	22633	80535.2925	7169.6339	106	1
4_MACS_peak_8829_lociStitched	chr16	23342709	23365578	4	14162	166561.7877	4489.1847	107	1
2_MACS_peak_3856_lociStitched	chr11	19449845	19466266	2	15103	160154.013	4092.1132	108	1
5_MACS_peak_1620_lociStitched	chr1	161122485	161157967	5	20165	119322.4178	9260.802	109	1
4_MACS_peak_2574_lociStitched	chr10	7511087	7536311	4	17710	140555.6952	5052.3672	110	1
2_MACS_peak_7724_lociStitched	chr15	40386896	40409030	2	17250	139393.2918	4969.083	111	1
3_MACS_peak_15448_lociStitched	chr22	23188386	23210625	3	20254	103366.872	2953.3392	112	1
2_MACS_peak_9080_lociStitched	chr16	56963106	56986013	2	21715	81656.5829	4950.2027	113	1
3_MACS_peak_24916_lociStitched	chr9	112903328	112925500	3	21864	70753.0692	5374.4928	114	1
4_MACS_peak_2861_lociStitched	chr10	45913433	45934564	4	15816	142545.4998	4393.1349	115	1
4_MACS_peak_15304_lociStitched	chr21	45552469	45580889	4	18029	124701.276	6903.218	116	1
5_MACS_peak_13112_lociStitched	chr2	97190562	97220656	5	20359	88837.488	5678.7378	117	1
3_MACS_peak_1600_lociStitched	chr1	160633807	160655887	3	15556	143259.456	6937.536	118	1
4_MACS_peak_16005_lociStitched	chr3	13035603	13061575	4	17831	120904.8544	5451.5228	119	1
5_MACS_peak_20547_lociStitched	chr6	27774594	27808112	5	20567	81917.992	6267.866	120	1
4_MACS_peak_15740_lociStitched	chr22	39822906	39847008	4	16746	128883.0348	4678.1982	121	1
1_MACS_peak_18740_lociStitched	chr4	185200887	185211316	1	10430	167225.8863	2880.4898	122	1
2_MACS_peak_14893_lociStitched	chr20	52257788	52279739	2	15516	137713.9887	4111.4223	123	1
5_MACS_peak_17189_lociStitched	chr3	160115968	160141017	5	21181	66500.0852	6359.9411	124	1
3_MACS_peak_11864_lociStitched	chr19	39880581	39904023	3	19087	101590.5954	5103.3234	125	1
2_MACS_peak_23139_lociStitched	chr8	2027219	2050990	2	18091	112191.9887	4250.2548	126	1
4_MACS_peak_9897_lociStitched	chr17	34408756	34433064	4	20560	75665.9424	5432.838	127	1
2_MACS_peak_18989_lociStitched	chr5	32570590	32594661	2	18555	104184.1022	4965.8473	128	1
1_MACS_peak_19409_lociStitched	chr5	88170764	88187205	1	16442	125515.5263	4042.8419	129	1
3_MACS_peak_14383_lociStitched	chr20	5567028	5592618	3	21069	58386.144	5294.571	130	1
6_MACS_peak_8471_lociStitched	chr15	101661140	101692489	6	19509	88899.4942	5338.7347	131	1
3_MACS_peak_10470_lociStitched	chr17	72733419	72757665	3	21083	54791.1108	4519.4544	132	1
3_MACS_peak_1544_lociStitched	chr1	156450314	156476116	3	20668	68279.8326	7402.5938	133	1
4_MACS_peak_1367_lociStitched	chr1	149802690	149834129	4	18774	102535.1546	9111.0222	134	1
1_MACS_peak_19408_lociStitched	chr5	88110513	88130792	1	20280	72872.5865	4270.7574	135	1
3_MACS_peak_14897_lociStitched	chr20	52345463	52371701	3	16226	122922.4062	4722.84	136	1
5_MACS_peak_20643_lociStitched	chr6	31773676	31805708	5	20887	51308.8576	6102.096	137	1
3_MACS_peak_10555_lociStitched	chr17	75131257	75147168	3	15285	128662.7104	3648.3923	138	1
4_MACS_peak_1834_lociStitched	chr1	183856247	183886044	4	16902	117117.1085	7470.1079	139	1
3_MACS_peak_5386_lociStitched	chr12	48196477	48218907	3	17025	112937.293	4699.085	140	1
2_MACS_peak_16292_lociStitched	chr3	46245492	46257622	2	11579	151850.618	3540.747	141	1
2_MACS_peak_1465_lociStitched	chr1	154374792	154394683	2	17053	112002.2428	6114.4934	142	1
5_MACS_peak_12801_lociStitched	chr2	64862527	64896294	5	19534	72315.4072	5942.992	143	1
5_MACS_peak_14909_lociStitched	chr20	52530702	52566905	5	19197	78122.4537	6201.5739	144	1
3_MACS_peak_20474_lociStitched	chr6	25365949	25390528	3	18863	77699.1348	5041.1529	145	1
1_MACS_peak_22449_lociStitched	chr7	78113716	78128361	1	14646	125832.769	3860.422	146	1
1_MACS_peak_15261_lociStitched	chr21	43479961	43486998	1	7038	164420.9124	2909.0958	147	0
5_MACS_peak_7282_lociStitched	chr14	77487861	77510706	5	18804	69937.683	2414.7165	148	1
3_MACS_peak_7946_lociStitched	chr15	56644941	56667077	3	14368	124661.0976	4754.8128	149	1
4_MACS_peak_6813_lociStitched	chr13	115023003	115048883	4	18271	78294.764	4648.048	150	1
1_MACS_peak_16539_lociStitched	chr3	69127993	69146188	1	18196	74362.965	3759.087	151	1
3_MACS_peak_16288_lociStitched	chr3	46130158	46153690	3	17175	90473.4804	4635.804	152	1
1_MACS_peak_18746_lociStitched	chr4	185301536	185308910	1	7375	155227.8618	2289.627	153	0
5_MACS_peak_8354_lociStitched	chr15	89646604	89675184	5	17005	90947.276	5224.424	154	1
1_MACS_peak_22273_lociStitched	chr7	55568745	55586560	1	17816	77151.4205	3532.7145	155	1
5_MACS_peak_7718_lociStitched	chr15	40329689	40358601	5	17706	78192.504	5261.984	156	1
2_MACS_peak_22274_lociStitched	chr7	55594691	55606235	2	11100	137334.3504	2535.0624	157	1
4_MACS_peak_7690_lociStitched	chr15	38360849	38380727	4	12409	129986.2176	4114.746	158	1
1_MACS_peak_13923_lociStitched	chr2	202115831	202129669	1	13839	117892.841	3527.3062	159	1
2_MACS_peak_3465_lociStitched	chr10	112112511	112122554	2	8461	147801.8267	2817.0615	160	1
4_MACS_peak_13068_lociStitched	chr2	88898726	88928445	4	18848	45740.5129	6214.2429	161	1
5_MACS_peak_13918_lociStitched	chr2	202072838	202102216	5	18583	52145.95	5534.8152	162	1
3_MACS_peak_1015_lociStitched	chr1	93408593	93428837	3	18785	40141.8276	2303.7672	163	1
2_MACS_peak_15053_lociStitched	chr21	19151831	19169405	2	15850	92045.5824	3878.5818	164	1
3_MACS_peak_12660_lociStitched	chr2	47526624	47550781	3	15122	100420.649	4575.3358	165	1
4_MACS_peak_22132_lociStitched	chr7	38383583	38408576	4	18579	39738.87	5183.5482	166	1
5_MACS_peak_7553_lociStitched	chr15	21976224	22002757	5	18588	37103.7472	4385.9049	167	1
1_MACS_peak_12593_lociStitched	chr2	43443984	43457129	1	13146	116719.713	3383.523	168	1
2_MACS_peak_14073_lociStitched	chr2	219742861	219763417	2	16901	74013.9336	3971.4192	169	1
1_MACS_peak_11117_lociStitched	chr18	60821868	60831472	1	9605	137551.3692	3102.092	170	1
1_MACS_peak_21256_lociStitched	chr6	109214177	109228918	1	14742	101308.9966	3677.8795	171	1
5_MACS_peak_25087_lociStitched	chr9	130531776	130566883	5	18209	45895.3811	5574.9916	172	1
1_MACS_peak_9833_lociStitched	chr17	29635148	29649669	1	14522	102201.7022	3634.6063	173	1
2_MACS_peak_19137_lociStitched	chr5	55436738	55453731	2	16290	81024.3233	3697.6768	174	1
5_MACS_peak_13955_lociStitched	chr2	204548203	204574511	5	15599	91688.6416	5464.1716	175	1
7_MACS_peak_24018_lociStitched	chr8	126285330	126315989	7	18158	43293.5739	5515.5541	176	1
1_MACS_peak_6796_lociStitched	chr13	114555744	114568225	1	12482	117623.4402	3086.5513	177	1
2_MACS_peak_8259_lociStitched	chr15	81576074	81597277	2	15116	95381.6955	5224.4192	178	1
5_MACS_peak_5815_lociStitched	chr12	92930683	92951264	5	16100	79998.347	4301.429	179	1
1_MACS_peak_12325_lociStitched	chr2	11883469	11898287	1	14819	94449.932	3467.412	180	1
2_MACS_peak_5986_lociStitched	chr12	108952814	108970713	2	16676	67987.5616	4059.4932	181	1
2_MACS_peak_15526_lociStitched	chr22	29183359	29199902	2	16212	74327.699	3672.546	182	1
1_MACS_peak_3472_lociStitched	chr10	112215038	112226249	1	11212	122271.6504	2539.2915	183	1
1_MACS_peak_13282_lociStitched	chr2	112455374	112466090	1	10717	125480.0736	2701.5036	184	1
3_MACS_peak_11227_lociStitched	chr19	1015274	1041950	3	17358	52938.522	5815.368	185	1
5_MACS_peak_13052_lociStitched	chr2	87794923	87821544	5	17505	46733.1655	4445.707	186	1
3_MACS_peak_16130_lociStitched	chr3	30682365	30703612	3	17475	46564.9252	4030.5559	187	1
4_MACS_peak_25165_lociStitched	chr9	134126932	134152480	4	16364	70096.0476	4795.3596	188	1
3_MACS_peak_17457_lociStitched	chr3	186702689	186720197	3	13528	104809.8912	5220.8856	189	1
2_MACS_peak_885_lociStitched	chr1	75595980	75612817	2	16676	61354.028	2833.6671	190	1
1_MACS_peak_5809_lociStitched	chr12	92853942	92866486	1	12545	110852.5824	3168.6144	191	1
1_MACS_peak_4222_lociStitched	chr11	65263306	65278870	1	15565	79441.7688	3866.0976	192	1
4_MACS_peak_1884_lociStitched	chr1	192498496	192521273	4	14545	94078.1208	5885.5768	193	1
3_MACS_peak_18028_lociStitched	chr4	74453869	74475599	3	14710	90027.39	3987.455	194	1
2_MACS_peak_25626_lociStitched	chrX	48790124	48805835	2	13954	95719.2675	2022.0057	195	1
3_MACS_peak_2567_lociStitched	chr10	6954006	6973335	3	10025	127262.136	3943.116	196	1
2_MACS_peak_22020_lociStitched	chr7	26002055	26011998	2	9761	127143.1296	2563.3054	197	1
6_MACS_peak_15745_lociStitched	chr22	39897492	39929567	6	17291	42550.695	5632.37	198	1
1_MACS_peak_12578_lociStitched	chr2	42322800	42335006	1	12207	110166.4736	2784.1886	199	1
4_MACS_peak_10867_lociStitched	chr18	23746028	23772112	4	13261	102791.8272	4405.5876	200	1
1_MACS_peak_17323_lociStitched	chr3	178229919	178241655	1	11737	113693.6736	3897.5256	201	1
2_MACS_peak_25102_lociStitched	chr9	130828750	130846633	2	16367	59811.4818	3565.8702	202	1
3_MACS_peak_20185_lociStitched	chr5	180228259	180249433	3	15293	77556.1272	4086.582	203	1
5_MACS_peak_8812_lociStitched	chr16	22194949	22219126	5	16885	47017.0119	5014.3098	204	1
3_MACS_peak_16313_lociStitched	chr3	46577845	46592053	3	11727	111161.9712	2857.2288	205	1
5_MACS_peak_25336_lociStitched	chrX	10064861	10091025	5	16024	62220.6084	2872.8072	206	1
1_MACS_peak_5127_lociStitched	chr12	15100306	15116440	1	16135	60218.5416	3401.0472	207	1
1_MACS_peak_1522_lociStitched	chr1	155938589	155952628	1	14040	90673.6893	4293.1262	208	1
5_MACS_peak_7545_lociStitched	chr15	20969673	20996042	5	16872	41475.8001	4158.3913	209	1
3_MACS_peak_12579_lociStitched	chr2	42343543	42361158	3	13785	92351.922	3877.0615	210	1
4_MACS_peak_11632_lociStitched	chr19	16693729	16716990	4	14026	90317.8108	4484.7208	211	1
2_MACS_peak_17829_lociStitched	chr4	38307093	38322417	2	13257	96783.3192	3375.8772	212	1
4_MACS_peak_17156_lociStitched	chr3	156804551	156824693	4	14567	81820.8324	5986.2024	213	1
3_MACS_peak_10598_lociStitched	chr17	76763018	76779731	3	15812	59169.0339	3401.0955	214	1
1_MACS_peak_2093_lociStitched	chr1	209274999	209284558	1	9560	121043.7052	3109.5427	215	1
4_MACS_peak_19932_lociStitched	chr5	150512956	150537939	4	16346	48289.6407	5046.566	216	1
5_MACS_peak_7736_lociStitched	chr15	40834217	40862511	5	16589	37427.3032	5022.185	217	1
4_MACS_peak_5548_lociStitched	chr12	57093423	57120311	4	16752	30445.2824	4794.1304	218	0
4_MACS_peak_15185_lociStitched	chr21	36236043	36262978	4	14027	86388.6255	6884.586	219	1
2_MACS_peak_17232_lociStitched	chr3	169656235	169668475	2	11365	108420.696	4124.88	220	1
4_MACS_peak_20496_lociStitched	chr6	26183533	26207519	4	15377	64937.2978	5360.871	221	1
3_MACS_peak_5802_lociStitched	chr12	92754348	92770123	3	9545	119311.0575	3377.4275	222	1
2_MACS_peak_21095_lociStitched	chr6	88625496	88640547	2	14219	78524.0772	3458.7198	223	1
3_MACS_peak_8343_lociStitched	chr15	89163807	89185514	3	16366	37060.3611	3907.26	224	1
1_MACS_peak_13021_lociStitched	chr2	86220018	86229225	1	9208	118790.5554	2339.4987	225	1
5_MACS_peak_26029_lociStitched	chrX	128902203	128921510	5	15694	52816.2292	2623.8213	226	1
6_MACS_peak_12785_lociStitched	chr2	64430098	64456452	6	14959	67682.3428	5075.7804	227	1
4_MACS_peak_14767_lociStitched	chr20	43583242	43609505	4	15625	55094.5214	4806.129	228	1
2_MACS_peak_18133_lociStitched	chr4	84132137	84144784	2	10879	108512.5247	3176.9264	229	1
2_MACS_peak_565_lociStitched	chr1	40839016	40858557	2	15008	64299.6605	4105.5641	230	1
5_MACS_peak_13073_lociStitched	chr2	89039382	89066799	5	13340	86920.1151	4323.6609	231	1
2_MACS_peak_17304_lociStitched	chr3	176908406	176921144	2	11482	101859.417	3609.9492	232	1
1_MACS_peak_15699_lociStitched	chr22	38782011	38797434	1	15424	51725.6574	2939.6238	233	1
2_MACS_peak_7628_lociStitched	chr15	31546550	31561150	2	10894	105049.92	2865.98	234	1
3_MACS_peak_5661_lociStitched	chr12	68751834	68770624	3	11484	97835.772	3878.256	235	1
5_MACS_peak_16051_lociStitched	chr3	15834458	15859186	5	14273	67242.8504	4779.9224	236	1
3_MACS_peak_15528_lociStitched	chr22	29207029	29225854	3	13200	79859.415	3631.3425	237	1
2_MACS_peak_13539_lociStitched	chr2	158292993	158311521	2	12427	88643.5104	4144.7136	238	1
3_MACS_peak_1519_lociStitched	chr1	155900332	155920597	3	15516	39231.0135	5122.992	239	1
3_MACS_peak_24734_lociStitched	chr9	94180830	94196019	3	14110	66435.1671	3634.7277	240	1
3_MACS_peak_2851_lociStitched	chr10	45453884	45475323	3	15184	46344.6863	4092.7051	241	1
5_MACS_peak_10511_lociStitched	chr17	73850286	73875847	5	14537	59033.1295	4301.9163	242	1
5_MACS_peak_8909_lociStitched	chr16	29815239	29833841	5	15265	42077.724	3331.6182	243	1
1_MACS_peak_17276_lociStitched	chr3	174865616	174871627	1	6012	124330.3218	2251.1195	244	0
1_MACS_peak_9966_lociStitched	chr17	37924873	37938879	1	14007	66239.9764	3264.7986	245	1
2_MACS_peak_5200_lociStitched	chr12	26265795	26280542	2	14382	59507.0944	3285.6316	246	1
2_MACS_peak_22192_lociStitched	chr7	44661542	44680240	2	15088	45273.4674	3784.4752	247	1
3_MACS_peak_4358_lociStitched	chr11	71414007	71426893	3	11550	93371.956	3132.5866	248	1
2_MACS_peak_18987_lociStitched	chr5	32530388	32544112	2	13550	71791.6164	3116.7204	249	1
1_MACS_peak_20346_lociStitched	chr6	11827555	11836876	1	9322	108564.4833	2265.9351	250	1
6_MACS_peak_25497_lociStitched	chrX	37634560	37666271	6	14838	49405.738	2562.2488	251	1
3_MACS_peak_19126_lociStitched	chr5	55272769	55292131	3	15441	34419.8274	4062.1476	252	0
2_MACS_peak_2380_lociStitched	chr1	234733856	234750113	2	12368	86371.8153	4608.8595	253	1
3_MACS_peak_3155_lociStitched	chr10	81001135	81020704	3	14937	47128.0227	3616.3512	254	1
3_MACS_peak_17100_lociStitched	chr3	151985231	152002087	3	15402	33983.3816	3490.8776	255	0
2_MACS_peak_18872_lociStitched	chr5	6475500	6487813	2	11701	90690.1702	2767.9624	256	1
3_MACS_peak_11797_lociStitched	chr19	35695238	35708270	3	10383	101130.9264	2833.1568	257	1
4_MACS_peak_12650_lociStitched	chr2	47193894	47215229	4	14496	55509.403	3848.834	258	1
2_MACS_peak_2283_lociStitched	chr1	226839369	226852628	2	12827	78480.021	4476.2384	259	1
