REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X20_0EX6_0229Kronos_MM1S.KB.24hr.2_H3K27Ac_hs.dm_i43.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
4_MACS_peak_3482_lociStitched	chr10	112600177	112633369	4	23217	210580.0056	7411.7736	43	PDCD4,LOC282997	SHOC2,NCRNA00081	LOC282997	LOC282997	6.2886999999999995	43	1
5_MACS_peak_10763_lociStitched	chr18	9054636	9085808	5	21422	220557.486	6399.6116	44		NDUFV2	NDUFV2	NDUFV2	3.9887	44	1
1_MACS_peak_21204_lociStitched	chr6	106530325	106556760	1	26436	176252.719	6859.8825	45	PRDM1		PRDM1	PRDM1	5.0376	45	1
9_MACS_peak_21515_lociStitched	chr6	138246753	138297698	9	28907	144286.429	9348.4075	46			TNFAIP3	TNFAIP3	2.4932	46	1
2_MACS_peak_8083_lociStitched	chr15	68568626	68599615	2	30116	118570.1118	6724.613	47	FEM1B,ITGA11	CLN6	FEM1B	FEM1B	3.0545	47	1
4_MACS_peak_15664_lociStitched	chr22	37610881	37642328	4	28919	138077.4876	6981.234	48	RAC2	CYTH4,C1QTNF6,SSTR3	RAC2	RAC2	2.3306	48	1
3_MACS_peak_7522_lociStitched	chr14	106145077	106173132	3	25242	177916.3935	3498.4585	49			TMEM121	TMEM121	0.019599999999999992	49	1
5_MACS_peak_10593_lociStitched	chr17	76710864	76756492	5	30191	105756.5784	8719.5108	50	CYTH1		CYTH1	CYTH1	1.2885	50	1
1_MACS_peak_15456_lociStitched	chr22	23269449	23286046	1	16598	234231.8013	4434.7184	51		IGLL5	IGLL5	IGLL5	10.6893	51	1
2_MACS_peak_4852_lociStitched	chr11	128584616	128618649	2	27813	143809.8448	7143.5267	52	FLI1		FLI1	FLI1	1.2479	52	1
2_MACS_peak_5471_lociStitched	chr12	53573002	53604323	2	25285	171920.969	6928.2052	53	ZNF740,CSAD,ITGB7	MFSD5,RARG	ITGB7	ITGB7	5.9034	53	1
3_MACS_peak_15950_lociStitched	chr3	5221919	5256351	3	29697	107204.032	6993.1392	54	ARL8B,EDEM1		EDEM1	EDEM1	2.0551	54	1
3_MACS_peak_15476_lociStitched	chr22	24177151	24200997	3	17331	226222.2328	4728.6618	55	SLC2A11,DERL3	SMARCB1,MIF	DERL3	DERL3	2.3956	55	1
7_MACS_peak_11920_lociStitched	chr19	42022418	42070720	7	27704	135496.7704	9042.1344	56		CEACAM21	CEACAM21	NONE	NONE	56	1
6_MACS_peak_23722_lociStitched	chr8	81046200	81084597	6	28992	111024.9255	7767.7131	57	TPD52		TPD52	TPD52	0.9167	57	1
4_MACS_peak_23051_lociStitched	chr7	150053114	150084917	4	25882	156518.4645	8806.2507	58	REPIN1,ZNF775	LRRC61,C7orf29,LOC728743,LOC285972,ACTR3C,RARRES2	REPIN1	REPIN1	6.162	58	1
7_MACS_peak_23343_lociStitched	chr8	27208548	27253469	7	28890	110501.1679	9069.5499	59	PTK2B	TRIM35	PTK2B	PTK2B	0.9192	59	1
1_MACS_peak_5488_lociStitched	chr12	53845177	53875499	1	30323	58670.0378	6340.3302	60	PCBP2,MAP3K12	AMHR2,PRR13,TARBP2,NPFF	PCBP2	PCBP2	1.3402	60	1
2_MACS_peak_17258_lociStitched	chr3	171801676	171827314	2	21743	183921.8844	7981.1094	61	FNDC3B		FNDC3B	FNDC3B	0.49550000000000005	61	1
2_MACS_peak_9988_lociStitched	chr17	38459076	38484488	2	21473	174062.0352	5750.7356	62	CDC6,RARA	RARA,GJD3	RARA	RARA	2.883	62	1
5_MACS_peak_14539_lociStitched	chr20	25261501	25302991	5	25310	132481.719	6837.552	63	PYGB,ABHD12		PYGB	PYGB	1.1848	63	1
3_MACS_peak_3763_lociStitched	chr11	10314360	10345012	3	22695	162256.362	7043.8296	64	ADM,SBF2		ADM	ADM	7.7482999999999995	64	1
2_MACS_peak_16976_lociStitched	chr3	133178914	133201078	2	19049	190472.9832	5212.9728	65	BFSP2		BFSP2	BFSP2	2.3366000000000002	65	1
7_MACS_peak_4998_lociStitched	chr12	7045514	7085636	7	27129	92477.1978	7787.6802	66	ATN1,C12orf57,PTPN6,MIR200C,MIR141,EMG1,PHB2,SCARNA12,LPCAT3	LRRC23,ENO2	PTPN6	PTPN6	2.9034	66	1
1_MACS_peak_15241_lociStitched	chr21	41324405	41344938	1	20534	173577.7688	7289.215	67			PCP4	PCP4	NONE	67	1
1_MACS_peak_22276_lociStitched	chr7	55615857	55643260	1	27404	74226.5061	5455.9373	68	VOPP1		VOPP1	VOPP1	2.4972000000000003	68	1
6_MACS_peak_16294_lociStitched	chr3	46317551	46347579	6	25353	110427.97	5906.5076	69		CCR3,CCR2	CCR3	CCR2	2.9257	69	1
3_MACS_peak_4382_lociStitched	chr11	72850526	72870104	3	16361	192324.483	4606.7034	70	FCHSD2		FCHSD2	FCHSD2	0.16480000000000003	70	1
2_MACS_peak_2596_lociStitched	chr10	11281901	11313395	2	25932	93597.0186	6692.475	71	CELF2		CELF2	CELF2	0.9457	71	1
4_MACS_peak_8155_lociStitched	chr15	75063165	75093082	4	25066	105406.5661	6106.0597	72	CSK	CYP1A2,LMAN1L,CPLX3,CYP1A1,ULK3	CSK	CSK	2.9074999999999998	72	1
5_MACS_peak_21117_lociStitched	chr6	90053348	90086235	5	24720	110891.6753	6949.0231	73	UBE2J1,RRAGD	GABRR2	UBE2J1	UBE2J1	2.0052	73	1
1_MACS_peak_5094_lociStitched	chr12	12866061	12881986	1	15926	189631.715	3847.48	74	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	CDKN1B	12.3	74	1
3_MACS_peak_265_lociStitched	chr1	24511872	24534022	3	17768	177868.93	4547.395	75	LOC284632,IL28RA	IL22RA1	LOC284632	LOC284632	2.3331	75	1
1_MACS_peak_13748_lociStitched	chr2	182168186	182180670	1	12485	205145.8268	3571.6724	76			ITGA4	ITGA4	NONE	76	1
1_MACS_peak_404_lociStitched	chr1	31213143	31233457	1	20315	156074.4934	5013.4952	77	LAPTM5	LOC100129196,MATN1	LAPTM5	LAPTM5	4.2889	77	1
2_MACS_peak_12363_lociStitched	chr2	20397484	20426477	2	22855	128847.7913	5682.628	78	SDC1		SDC1	SDC1	3.5757	78	1
4_MACS_peak_18747_lociStitched	chr4	185317501	185350267	4	22350	134704.3026	6107.5824	79	IRF2		IRF2	IRF2	3.2809999999999997	79	1
2_MACS_peak_1391_lociStitched	chr1	150532158	150553276	2	18575	170895.3032	7256.1448	80	ADAMTSL4,MCL1	MIR4257,ENSA	MCL1	MCL1	1.3718	80	1
4_MACS_peak_1294_lociStitched	chr1	145427076	145458000	4	21312	146629.2384	9410.1732	81	TXNIP,POLR3GL	HFE2,ANKRD34A,LIX1L,RBM8A	TXNIP	TXNIP	4.3858	81	1
3_MACS_peak_10287_lociStitched	chr17	56404735	56431067	3	19970	154818.994	5958.9316	82	BZRAP1,MIR142,SUPT4H1,RNF43	MPO	MIR142	MIR142	5.644699999999999	82	1
1_MACS_peak_17856_lociStitched	chr4	40190941	40209963	1	19023	162050.3202	5312.8446	83	RHOH		RHOH	RHOH	2.5300000000000002	83	1
4_MACS_peak_11297_lociStitched	chr19	2594840	2628896	4	18803	166550.868	8684.28	84	GNG7		GNG7	GNG7	0.828	84	1
3_MACS_peak_2016_lociStitched	chr1	204474520	204501236	3	19387	159689.5468	7186.604	85	MDM4	PIK3C2B	MDM4	MDM4	2.5784	85	1
4_MACS_peak_6178_lociStitched	chr12	123354985	123387400	4	25309	74648.5035	3361.4355	86	VPS37B	HIP1R	VPS37B	VPS37B	1.5485000000000002	86	1
3_MACS_peak_11273_lociStitched	chr19	2073138	2098617	3	19052	160976.322	7562.1672	87	IZUMO4,MOBKL2A	MKNK2	MOBKL2A	MOBKL2A	4.3601	87	1
3_MACS_peak_8701_lociStitched	chr16	12052168	12072227	3	15404	181206.9883	4330.7381	88	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	TNFRSF17	13.1084	88	1
2_MACS_peak_14888_lociStitched	chr20	52193232	52216339	2	22855	110703.3263	4272.4843	89	ZNF217		ZNF217	ZNF217	1.6509999999999998	89	1
4_MACS_peak_22493_lociStitched	chr7	90329822	90367938	4	22176	120991.6188	7680.374	90	CDK14		CDK14	CDK14	0.2255	90	1
4_MACS_peak_13850_lociStitched	chr2	197023862	197049121	4	22697	106004.4453	5402.9001	92	STK17B		STK17B	STK17B	1.0454999999999999	92	1
6_MACS_peak_14772_lociStitched	chr20	43660353	43694143	6	23067	99389.906	5757.816	93	STK4	KCNS1,WFDC5	KCNS1	KCNS1	0.030299999999999994	93	1
4_MACS_peak_21683_lociStitched	chr6	157976208	158007314	4	20383	125686.9036	3477.6508	94	ZDHHC14	MIR3692	MIR3692	NONE	NONE	94	1
3_MACS_peak_14703_lociStitched	chr20	37486832	37506453	3	13178	181035.1186	3763.3078	95	PPP1R16B	FAM83D	FAM83D	FAM83D	0.024300000000000016	95	1
3_MACS_peak_16656_lociStitched	chr3	98472760	98497255	3	21020	118886.4825	4945.5405	96	ST3GAL6		ST3GAL6	ST3GAL6	1.9857	96	1
2_MACS_peak_13912_lociStitched	chr2	201979725	201997782	2	16197	162767.6037	4718.2941	97	CFLAR	NDUFB3,CASP10,FAM126B	CFLAR	CFLAR	2.8088	97	1
3_MACS_peak_1532_lociStitched	chr1	156115330	156136828	3	20956	116585.8038	6705.2262	98	SEMA4A	LMNA,SLC25A44,PMF1	SEMA4A	SEMA4A	2.9156	98	1
3_MACS_peak_12815_lociStitched	chr2	65156815	65178727	3	15385	165632.808	5048.5248	99	LOC400958	SLC1A4	LOC400958	LOC400958	2.9544	99	1
1_MACS_peak_9131_lociStitched	chr16	66549158	66561168	1	12011	181033.936	3344.785	100	TK2	CKLF,CMTM1	TK2	TK2	3.8504	100	1
4_MACS_peak_19413_lociStitched	chr5	88595654	88617665	4	15860	159843.882	4879.8387	101			MEF2C	MEF2C	1.0072	101	1
5_MACS_peak_11609_lociStitched	chr19	16243610	16272623	5	22798	80023.6566	5039.5581	102	RAB8A,HSH2D,CIB3	FAM32A,AP1M1	HSH2D	HSH2D	2.169	102	1
8_MACS_peak_7435_lociStitched	chr14	95945724	95986205	8	23910	49079.1644	3509.7027	103		GLRX5,C14orf49,SCARNA13,SNHG10	C14orf49	C14orf49	0.4267	103	1
3_MACS_peak_7314_lociStitched	chr14	81930544	81956751	3	21494	99924.6703	3278.4957	104	SEL1L		SEL1L	SEL1L	1.382	104	1
1_MACS_peak_20477_lociStitched	chr6	25402730	25415552	1	12823	175842.1902	3697.8648	105	LRRC16A		LRRC16A	LRRC16A	0.7069	105	1
7_MACS_peak_9158_lociStitched	chr16	67554729	67601620	7	22633	80535.2925	7169.6339	106	FAM65A,CTCF	ATP6V0D1,AGRP	FAM65A	FAM65A	1.2787000000000002	106	1
4_MACS_peak_8829_lociStitched	chr16	23342709	23365578	4	14162	166561.7877	4489.1847	107	SCNN1B		SCNN1B	SCNN1B	2.3554999999999997	107	1
2_MACS_peak_3856_lociStitched	chr11	19449845	19466266	2	15103	160154.013	4092.1132	108	NAV2		NAV2	NAV2	0.16499999999999998	108	1
5_MACS_peak_1620_lociStitched	chr1	161122485	161157967	5	20165	119322.4178	9260.802	109	UFC1,USP21,PPOX,B4GALT3	NIT1,NDUFS2,FCER1G,TOMM40L,PFDN2,DEDD,ADAMTS4,APOA2	PPOX	ADAMTS4	2.6061	109	1
4_MACS_peak_2574_lociStitched	chr10	7511087	7536311	4	17710	140555.6952	5052.3672	110			SFMBT2	SFMBT2	NONE	110	1
2_MACS_peak_7724_lociStitched	chr15	40386896	40409030	2	17250	139393.2918	4969.083	111	BMF	BUB1B	BMF	BMF	4.718	111	1
3_MACS_peak_15448_lociStitched	chr22	23188386	23210625	3	20254	103366.872	2953.3392	112		MIR650,IGLL5	IGLL5	IGLL5	10.6893	112	1
2_MACS_peak_9080_lociStitched	chr16	56963106	56986013	2	21715	81656.5829	4950.2027	113	HERPUD1	CETP,NLRC5	HERPUD1	HERPUD1	3.3837	113	1
3_MACS_peak_24916_lociStitched	chr9	112903328	112925500	3	21864	70753.0692	5374.4928	114	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	AKAP2	0.614	114	1
4_MACS_peak_2861_lociStitched	chr10	45913433	45934564	4	15816	142545.4998	4393.1349	115	ALOX5		ALOX5	ALOX5	1.6776	115	1
4_MACS_peak_15304_lociStitched	chr21	45552469	45580889	4	18029	124701.276	6903.218	116	C21orf33	PWP2	C21orf33	C21orf33	1.4642	116	1
5_MACS_peak_13112_lociStitched	chr2	97190562	97220656	5	20359	88837.488	5678.7378	117	ARID5A	NEURL3	ARID5A	ARID5A	1.8342999999999998	117	1
3_MACS_peak_1600_lociStitched	chr1	160633807	160655887	3	15556	143259.456	6937.536	118	CD48	SLAMF1	SLAMF1	SLAMF1	0.0928	118	1
4_MACS_peak_16005_lociStitched	chr3	13035603	13061575	4	17831	120904.8544	5451.5228	119	IQSEC1	IQSEC1	IQSEC1	IQSEC1	0.6097	119	1
5_MACS_peak_20547_lociStitched	chr6	27774594	27808112	5	20567	81917.992	6267.866	120	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H4J,HIST1H2BN,HIST1H2BL,HIST1H2AJ,HIST1H4K,HIST1H2AK	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4J	HIST1H4J	0.8483	120	1
4_MACS_peak_15740_lociStitched	chr22	39822906	39847008	4	16746	128883.0348	4678.1982	121	TAB1	MGAT3	MGAT3	MGAT3	0.7572	121	1
1_MACS_peak_18740_lociStitched	chr4	185200887	185211316	1	10430	167225.8863	2880.4898	122			ENPP6	ENPP6	NONE	122	1
2_MACS_peak_14893_lociStitched	chr20	52257788	52279739	2	15516	137713.9887	4111.4223	123			ZNF217	ZNF217	1.6509999999999998	123	1
5_MACS_peak_17189_lociStitched	chr3	160115968	160141017	5	21181	66500.0852	6359.9411	124	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	MIR16-2	MIR16-2	4.9042	124	1
3_MACS_peak_11864_lociStitched	chr19	39880581	39904023	3	19087	101590.5954	5103.3234	125	MED29,ZFP36,PLEKHG2,PAF1	SAMD4B,SUPT5H,RPS16	ZFP36	ZFP36	6.099	125	1
2_MACS_peak_23139_lociStitched	chr8	2027219	2050990	2	18091	112191.9887	4250.2548	126	MYOM2		MYOM2	MYOM2	1.294	126	1
4_MACS_peak_9897_lociStitched	chr17	34408756	34433064	4	20560	75665.9424	5432.838	127	CCL4,CCL3	CCL18	CCL3	CCL3	3.306	127	1
2_MACS_peak_18989_lociStitched	chr5	32570590	32594661	2	18555	104184.1022	4965.8473	128	SUB1		SUB1	SUB1	2.403	128	1
1_MACS_peak_19409_lociStitched	chr5	88170764	88187205	1	16442	125515.5263	4042.8419	129	MEF2C		MEF2C	MEF2C	1.0072	129	1
3_MACS_peak_14383_lociStitched	chr20	5567028	5592618	3	21069	58386.144	5294.571	130	GPCPD1		GPCPD1	GPCPD1	0.6791	130	1
6_MACS_peak_8471_lociStitched	chr15	101661140	101692489	6	19509	88899.4942	5338.7347	131			CHSY1	CHSY1	NONE	131	1
3_MACS_peak_10470_lociStitched	chr17	72733419	72757665	3	21083	54791.1108	4519.4544	132	RAB37,SLC9A3R1,MIR3615	TMEM104,CD300LF,NAT9	SLC9A3R1	SLC9A3R1	1.0343	132	1
3_MACS_peak_1544_lociStitched	chr1	156450314	156476116	3	20668	68279.8326	7402.5938	133	MEF2D		MEF2D	MEF2D	1.2775999999999998	133	1
4_MACS_peak_1367_lociStitched	chr1	149802690	149834129	4	18774	102535.1546	9111.0222	134	HIST2H4B,HIST2H2AA4,HIST2H3A,HIST2H2BC	FCGR1A,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB	HIST2H2BC	HIST2H2AB	5.0267	134	1
1_MACS_peak_19408_lociStitched	chr5	88110513	88130792	1	20280	72872.5865	4270.7574	135	MEF2C		MEF2C	MEF2C	1.0072	135	1
3_MACS_peak_14897_lociStitched	chr20	52345463	52371701	3	16226	122922.4062	4722.84	136			SUMO1P1	SUMO1P1	3.3931999999999998	136	1
5_MACS_peak_20643_lociStitched	chr6	31773676	31805708	5	20887	51308.8576	6102.096	137	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,LSM2,HSPA1L	C6orf26,C6orf27,VARS,NEU1,SLC44A4	HSPA1B	HSPA1B	2.0398	137	1
3_MACS_peak_10555_lociStitched	chr17	75131257	75147168	3	15285	128662.7104	3648.3923	138	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	SCARNA16	3.4515	138	1
4_MACS_peak_1834_lociStitched	chr1	183856247	183886044	4	16902	117117.1085	7470.1079	139	RGL1		GLT25D2	GLT25D2	NONE	139	1
3_MACS_peak_5386_lociStitched	chr12	48196477	48218907	3	17025	112937.293	4699.085	140	HDAC7	SLC48A1,RAPGEF3	HDAC7	HDAC7	2.3006	140	1
2_MACS_peak_16292_lociStitched	chr3	46245492	46257622	2	11579	151850.618	3540.747	141	CCR1	CCR3	CCR1	CCR1	6.8146	141	1
2_MACS_peak_1465_lociStitched	chr1	154374792	154394683	2	17053	112002.2428	6114.4934	142	IL6R		IL6R	IL6R	1.4561	142	1
5_MACS_peak_12801_lociStitched	chr2	64862527	64896294	5	19534	72315.4072	5942.992	143	SERTAD2	LOC339807	SERTAD2	SERTAD2	1.6359000000000001	143	1
5_MACS_peak_14909_lociStitched	chr20	52530702	52566905	5	19197	78122.4537	6201.5739	144	BCAS1	SUMO1P1	SUMO1P1	SUMO1P1	3.3931999999999998	144	1
3_MACS_peak_20474_lociStitched	chr6	25365949	25390528	3	18863	77699.1348	5041.1529	145	LRRC16A		LRRC16A	LRRC16A	0.7069	145	1
1_MACS_peak_22449_lociStitched	chr7	78113716	78128361	1	14646	125832.769	3860.422	146	MAGI2		RPL13AP17	RPL13AP17	NONE	146	1
5_MACS_peak_7282_lociStitched	chr14	77487861	77510706	5	18804	69937.683	2414.7165	148	C14orf4		C14orf4	C14orf4	2.8253	148	1
3_MACS_peak_7946_lociStitched	chr15	56644941	56667077	3	14368	124661.0976	4754.8128	149	TEX9		TEX9	TEX9	1.2573	149	1
4_MACS_peak_6813_lociStitched	chr13	115023003	115048883	4	18271	78294.764	4648.048	150	CDC16,UPF3A	ZNF828	UPF3A	UPF3A	1.1742	150	1
1_MACS_peak_16539_lociStitched	chr3	69127993	69146188	1	18196	74362.965	3759.087	151	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	ARL6IP5	2.3108000000000004	151	1
3_MACS_peak_16288_lociStitched	chr3	46130158	46153690	3	17175	90473.4804	4635.804	152			XCR1	XCR1	NONE	152	1
5_MACS_peak_8354_lociStitched	chr15	89646604	89675184	5	17005	90947.276	5224.424	154	ABHD2		ABHD2	ABHD2	0.7199	154	1
1_MACS_peak_22273_lociStitched	chr7	55568745	55586560	1	17816	77151.4205	3532.7145	155	VOPP1		VOPP1	VOPP1	2.4972000000000003	155	1
5_MACS_peak_7718_lociStitched	chr15	40329689	40358601	5	17706	78192.504	5261.984	156	SRP14	BMF	SRP14	BMF	4.718	156	1
2_MACS_peak_22274_lociStitched	chr7	55594691	55606235	2	11100	137334.3504	2535.0624	157	VOPP1		VOPP1	VOPP1	2.4972000000000003	157	1
4_MACS_peak_7690_lociStitched	chr15	38360849	38380727	4	12409	129986.2176	4114.746	158			TMCO5A	TMCO5A	NONE	158	1
1_MACS_peak_13923_lociStitched	chr2	202115831	202129669	1	13839	117892.841	3527.3062	159	CASP8		CASP8	CASP8	2.0779	159	1
2_MACS_peak_3465_lociStitched	chr10	112112511	112122554	2	8461	147801.8267	2817.0615	160		SMNDC1	SMNDC1	SMNDC1	0.20239999999999997	160	1
4_MACS_peak_13068_lociStitched	chr2	88898726	88928445	4	18848	45740.5129	6214.2429	161	EIF2AK3		EIF2AK3	EIF2AK3	0.4765	161	1
