GENE_ID	locusLine	bin_1_MM5_jia.bam
1_MACS_peak_37_lociStitched	chr1(.):1669176-1670337	0.5187
1_MACS_peak_38_lociStitched	chr1(.):1676319-1678614	1.526
1_MACS_peak_39_lociStitched	chr1(.):1709207-1713249	1.1583
1_MACS_peak_40_lociStitched	chr1(.):1821095-1823418	1.5513
1_MACS_peak_41_lociStitched	chr1(.):1839897-1840632	0.7333
1_MACS_peak_42_lociStitched	chr1(.):1850364-1850855	0.5992
2_MACS_peak_43_lociStitched	chr1(.):1981151-1982377	0.4694
1_MACS_peak_45_lociStitched	chr1(.):2064161-2064680	0.5381
1_MACS_peak_46_lociStitched	chr1(.):2126156-2127168	0.9672
2_MACS_peak_47_lociStitched	chr1(.):2158606-2159922	0.5849
1_MACS_peak_49_lociStitched	chr1(.):2187733-2188161	0.4227
1_MACS_peak_50_lociStitched	chr1(.):2222163-2223087	0.6678
1_MACS_peak_51_lociStitched	chr1(.):2231416-2233393	0.9449
2_MACS_peak_52_lociStitched	chr1(.):2322321-2323946	0.7384
2_MACS_peak_54_lociStitched	chr1(.):2343391-2344898	0.7238
1_MACS_peak_56_lociStitched	chr1(.):2457682-2458191	0.7243
4_MACS_peak_57_lociStitched	chr1(.):2477131-2481091	0.735
1_MACS_peak_61_lociStitched	chr1(.):2486806-2488810	0.9076
1_MACS_peak_62_lociStitched	chr1(.):2509173-2509876	0.8531
1_MACS_peak_63_lociStitched	chr1(.):2516535-2517953	1.2562
1_MACS_peak_64_lociStitched	chr1(.):2574063-2574752	1.042
2_MACS_peak_65_lociStitched	chr1(.):3540902-3542065	0.6169
1_MACS_peak_67_lociStitched	chr1(.):3712748-3713069	0.3765
2_MACS_peak_68_lociStitched	chr1(.):3773215-3774455	0.5599
1_MACS_peak_70_lociStitched	chr1(.):3816187-3817974	1.4937
2_MACS_peak_71_lociStitched	chr1(.):4663498-4664809	0.5214
1_MACS_peak_73_lociStitched	chr1(.):4715463-4716602	0.6553
1_MACS_peak_74_lociStitched	chr1(.):4855804-4856609	0.5058
1_MACS_peak_75_lociStitched	chr1(.):4858187-4858810	0.5345
2_MACS_peak_76_lociStitched	chr1(.):6051619-6053301	1.1617
1_MACS_peak_78_lociStitched	chr1(.):6085584-6086215	0.5828
1_MACS_peak_79_lociStitched	chr1(.):6259041-6259703	0.686
1_MACS_peak_80_lociStitched	chr1(.):6295399-6296000	0.4576
1_MACS_peak_81_lociStitched	chr1(.):6453465-6454439	1.1473
1_MACS_peak_82_lociStitched	chr1(.):6550634-6551120	0.6251
1_MACS_peak_83_lociStitched	chr1(.):6614083-6614670	0.6089
1_MACS_peak_84_lociStitched	chr1(.):6639451-6640766	1.0135
1_MACS_peak_85_lociStitched	chr1(.):6660919-6664295	0.8714
2_MACS_peak_86_lociStitched	chr1(.):6672673-6675157	0.7537
1_MACS_peak_88_lociStitched	chr1(.):6684838-6685858	0.8323
1_MACS_peak_89_lociStitched	chr1(.):6761387-6761954	0.8779
2_MACS_peak_90_lociStitched	chr1(.):6844069-6846351	1.0998
1_MACS_peak_92_lociStitched	chr1(.):7831213-7831906	0.7151
2_MACS_peak_93_lociStitched	chr1(.):7843403-7844664	0.4637
1_MACS_peak_95_lociStitched	chr1(.):8013843-8014897	0.7544
2_MACS_peak_96_lociStitched	chr1(.):8021122-8022262	0.6252
1_MACS_peak_98_lociStitched	chr1(.):8483141-8484393	0.7663
1_MACS_peak_99_lociStitched	chr1(.):8487789-8488230	0.4896
1_MACS_peak_100_lociStitched	chr1(.):8762914-8763578	0.5968
2_MACS_peak_101_lociStitched	chr1(.):8876928-8878427	0.9349
1_MACS_peak_103_lociStitched	chr1(.):8938004-8939597	0.8123
1_MACS_peak_104_lociStitched	chr1(.):9068040-9068426	0.4822
1_MACS_peak_105_lociStitched	chr1(.):9070010-9070324	0.4214
1_MACS_peak_106_lociStitched	chr1(.):9129263-9129756	0.6537
2_MACS_peak_107_lociStitched	chr1(.):9139857-9141320	0.692
1_MACS_peak_109_lociStitched	chr1(.):9189307-9189754	0.5182
1_MACS_peak_110_lociStitched	chr1(.):9294668-9295554	0.7085
1_MACS_peak_111_lociStitched	chr1(.):9486651-9487035	0.4819
1_MACS_peak_112_lociStitched	chr1(.):9488530-9488962	0.5622
2_MACS_peak_113_lociStitched	chr1(.):9598998-9600327	0.7829
1_MACS_peak_115_lociStitched	chr1(.):9749217-9749610	0.419
1_MACS_peak_116_lociStitched	chr1(.):9847560-9848315	0.4455
2_MACS_peak_117_lociStitched	chr1(.):9969623-9971340	0.7042
1_MACS_peak_119_lociStitched	chr1(.):10002703-10004064	0.8748
1_MACS_peak_120_lociStitched	chr1(.):10092920-10093792	1.2241
1_MACS_peak_121_lociStitched	chr1(.):10270591-10271143	0.5903
1_MACS_peak_122_lociStitched	chr1(.):10459013-10459610	0.8476
2_MACS_peak_123_lociStitched	chr1(.):10490420-10491324	0.5167
1_MACS_peak_125_lociStitched	chr1(.):10534930-10535458	0.6287
1_MACS_peak_126_lociStitched	chr1(.):10555692-10556047	0.4023
1_MACS_peak_127_lociStitched	chr1(.):10999789-11000195	0.4403
1_MACS_peak_128_lociStitched	chr1(.):11072384-11073281	1.5848
2_MACS_peak_129_lociStitched	chr1(.):11119016-11120788	0.5305
1_MACS_peak_131_lociStitched	chr1(.):11159531-11159962	0.4938
1_MACS_peak_132_lociStitched	chr1(.):11322120-11322524	0.4688
1_MACS_peak_133_lociStitched	chr1(.):11333167-11333916	0.7636
1_MACS_peak_134_lociStitched	chr1(.):11538864-11539223	0.5082
1_MACS_peak_135_lociStitched	chr1(.):11628909-11629462	0.3801
1_MACS_peak_136_lociStitched	chr1(.):11714487-11714895	0.5259
1_MACS_peak_137_lociStitched	chr1(.):11724256-11724608	0.4427
1_MACS_peak_138_lociStitched	chr1(.):11740685-11741705	0.6615
1_MACS_peak_139_lociStitched	chr1(.):11796188-11796610	0.5516
1_MACS_peak_140_lociStitched	chr1(.):11843940-11844496	0.4221
1_MACS_peak_141_lociStitched	chr1(.):11864977-11867362	1.0536
3_MACS_peak_142_lociStitched	chr1(.):11967826-11970246	0.8877
1_MACS_peak_145_lociStitched	chr1(.):11986077-11986478	0.5196
1_MACS_peak_146_lociStitched	chr1(.):12040055-12041012	1.2664
1_MACS_peak_147_lociStitched	chr1(.):12079443-12080056	0.5887
1_MACS_peak_148_lociStitched	chr1(.):12290101-12290581	0.5501
2_MACS_peak_149_lociStitched	chr1(.):14026120-14028481	1.0677
2_MACS_peak_151_lociStitched	chr1(.):14056864-14058212	0.5513
2_MACS_peak_153_lociStitched	chr1(.):14075008-14076618	0.926
1_MACS_peak_155_lociStitched	chr1(.):14337874-14338405	0.4265
1_MACS_peak_156_lociStitched	chr1(.):15483188-15483918	0.5401
1_MACS_peak_157_lociStitched	chr1(.):15502170-15502854	0.5732
1_MACS_peak_158_lociStitched	chr1(.):15735986-15736345	0.3465
3_MACS_peak_159_lociStitched	chr1(.):15850254-15854079	1.1024
1_MACS_peak_162_lociStitched	chr1(.):15929645-15930072	0.4289
1_MACS_peak_163_lociStitched	chr1(.):15943973-15944651	0.6155
1_MACS_peak_164_lociStitched	chr1(.):16010256-16011629	1.092
1_MACS_peak_165_lociStitched	chr1(.):16023734-16024280	0.4539
2_MACS_peak_166_lociStitched	chr1(.):16160325-16163153	1.1931
2_MACS_peak_168_lociStitched	chr1(.):16173540-16176923	0.8989
1_MACS_peak_170_lociStitched	chr1(.):16178041-16178743	0.5878
1_MACS_peak_171_lociStitched	chr1(.):16212422-16213416	0.5979
1_MACS_peak_172_lociStitched	chr1(.):16276321-16276881	0.58
1_MACS_peak_173_lociStitched	chr1(.):16302008-16302702	1.0771
1_MACS_peak_174_lociStitched	chr1(.):16533144-16533661	1.0053
2_MACS_peak_175_lociStitched	chr1(.):16542989-16543990	0.559
2_MACS_peak_177_lociStitched	chr1(.):16563033-16564375	0.7738
2_MACS_peak_179_lociStitched	chr1(.):16678237-16679470	0.7291
1_MACS_peak_181_lociStitched	chr1(.):16693651-16694428	1.4476
1_MACS_peak_182_lociStitched	chr1(.):16767197-16767653	0.3973
1_MACS_peak_184_lociStitched	chr1(.):16970159-16972321	1.5693
2_MACS_peak_185_lociStitched	chr1(.):16992159-16994415	2.2477
1_MACS_peak_187_lociStitched	chr1(.):17066235-17067202	4.7348
2_MACS_peak_188_lociStitched	chr1(.):17221654-17223690	2.087
1_MACS_peak_190_lociStitched	chr1(.):17230236-17231886	2.6704
1_MACS_peak_191_lociStitched	chr1(.):17240602-17241076	0.5312
1_MACS_peak_192_lociStitched	chr1(.):17379899-17380621	0.8214
1_MACS_peak_193_lociStitched	chr1(.):17764165-17765658	0.6419
2_MACS_peak_194_lociStitched	chr1(.):19228928-19229884	0.8451
1_MACS_peak_196_lociStitched	chr1(.):19248608-19249358	0.5156
1_MACS_peak_197_lociStitched	chr1(.):19277501-19278542	0.5285
1_MACS_peak_198_lociStitched	chr1(.):19282376-19283205	0.6557
1_MACS_peak_199_lociStitched	chr1(.):19535862-19537982	1.1821
1_MACS_peak_200_lociStitched	chr1(.):19577755-19578602	1.0539
1_MACS_peak_201_lociStitched	chr1(.):19638751-19639297	0.5664
1_MACS_peak_202_lociStitched	chr1(.):19811219-19812959	0.9212
1_MACS_peak_203_lociStitched	chr1(.):19922517-19924366	1.2297
1_MACS_peak_204_lociStitched	chr1(.):20125993-20126455	0.5064
1_MACS_peak_205_lociStitched	chr1(.):20208868-20209535	0.6294
2_MACS_peak_206_lociStitched	chr1(.):20833987-20835062	0.9184
1_MACS_peak_208_lociStitched	chr1(.):20959938-20960531	0.644
1_MACS_peak_209_lociStitched	chr1(.):20988120-20988419	0.4787
2_MACS_peak_210_lociStitched	chr1(.):21112249-21114536	0.9781
1_MACS_peak_212_lociStitched	chr1(.):21502272-21503442	0.7808
1_MACS_peak_213_lociStitched	chr1(.):21615768-21618092	0.7752
2_MACS_peak_214_lociStitched	chr1(.):21619049-21621916	0.9264
2_MACS_peak_216_lociStitched	chr1(.):21671350-21672418	0.5149
3_MACS_peak_218_lociStitched	chr1(.):22106330-22110336	1.0676
1_MACS_peak_221_lociStitched	chr1(.):22118337-22118871	0.4937
2_MACS_peak_222_lociStitched	chr1(.):22191819-22193445	0.6528
1_MACS_peak_224_lociStitched	chr1(.):22263929-22264333	0.4666
1_MACS_peak_225_lociStitched	chr1(.):22351177-22352891	1.0689
1_MACS_peak_226_lociStitched	chr1(.):22379127-22380653	1.4379
1_MACS_peak_227_lociStitched	chr1(.):22778376-22779214	0.8315
1_MACS_peak_228_lociStitched	chr1(.):22820542-22821558	0.6556
1_MACS_peak_229_lociStitched	chr1(.):22835345-22835709	0.3977
1_MACS_peak_230_lociStitched	chr1(.):23345924-23346534	0.5938
1_MACS_peak_231_lociStitched	chr1(.):23494826-23495222	0.4128
2_MACS_peak_232_lociStitched	chr1(.):23670099-23671387	0.7129
2_MACS_peak_234_lociStitched	chr1(.):23694266-23695795	0.7418
2_MACS_peak_236_lociStitched	chr1(.):23850846-23852224	0.5853
1_MACS_peak_238_lociStitched	chr1(.):23854830-23855347	0.6207
1_MACS_peak_239_lociStitched	chr1(.):23880859-23881461	0.6072
1_MACS_peak_240_lociStitched	chr1(.):24018241-24018801	0.6604
1_MACS_peak_241_lociStitched	chr1(.):24069442-24070767	0.6766
1_MACS_peak_242_lociStitched	chr1(.):24104170-24105604	0.8553
1_MACS_peak_243_lociStitched	chr1(.):24117608-24118095	0.4995
2_MACS_peak_244_lociStitched	chr1(.):24126574-24127945	0.6196
1_MACS_peak_246_lociStitched	chr1(.):24151467-24151895	0.4471
1_MACS_peak_247_lociStitched	chr1(.):24182001-24182332	0.4604
1_MACS_peak_248_lociStitched	chr1(.):24285317-24287387	0.9948
1_MACS_peak_249_lociStitched	chr1(.):24306097-24306905	0.8688
1_MACS_peak_250_lociStitched	chr1(.):24513157-24514721	0.5383
1_MACS_peak_251_lociStitched	chr1(.):24648337-24648924	0.5825
1_MACS_peak_252_lociStitched	chr1(.):24717881-24719306	0.6789
1_MACS_peak_253_lociStitched	chr1(.):24828850-24829716	0.5111
2_MACS_peak_254_lociStitched	chr1(.):24968861-24970629	0.8264
1_MACS_peak_256_lociStitched	chr1(.):25053476-25053991	0.5967
1_MACS_peak_257_lociStitched	chr1(.):25070287-25070655	0.4598
1_MACS_peak_258_lociStitched	chr1(.):25071787-25073815	0.8517
1_MACS_peak_259_lociStitched	chr1(.):25074960-25075260	0.3613
2_MACS_peak_260_lociStitched	chr1(.):25254738-25257554	0.8179
2_MACS_peak_262_lociStitched	chr1(.):25291206-25292309	0.4756
2_MACS_peak_264_lociStitched	chr1(.):25348548-25349911	0.6417
1_MACS_peak_266_lociStitched	chr1(.):25558223-25559597	0.9721
2_MACS_peak_267_lociStitched	chr1(.):25565891-25567119	0.6429
1_MACS_peak_269_lociStitched	chr1(.):25572837-25574675	0.7951
1_MACS_peak_270_lociStitched	chr1(.):25593396-25594541	1.3016
1_MACS_peak_271_lociStitched	chr1(.):25663781-25665770	1.1814
1_MACS_peak_272_lociStitched	chr1(.):25756276-25758411	1.0321
1_MACS_peak_273_lociStitched	chr1(.):25869998-25871451	0.6674
2_MACS_peak_274_lociStitched	chr1(.):25875330-25876880	0.6804
1_MACS_peak_276_lociStitched	chr1(.):25943283-25944040	0.5527
1_MACS_peak_277_lociStitched	chr1(.):25968538-25969409	0.8192
2_MACS_peak_278_lociStitched	chr1(.):26145919-26147137	0.5946
1_MACS_peak_280_lociStitched	chr1(.):26232048-26232712	0.5188
1_MACS_peak_281_lociStitched	chr1(.):26323908-26324631	0.6883
3_MACS_peak_282_lociStitched	chr1(.):26436941-26441082	0.8571
1_MACS_peak_285_lociStitched	chr1(.):26496361-26497099	0.8395
1_MACS_peak_286_lociStitched	chr1(.):26560580-26561614	0.8028
2_MACS_peak_287_lociStitched	chr1(.):26605478-26607066	0.7041
1_MACS_peak_289_lociStitched	chr1(.):26758736-26759471	0.6367
1_MACS_peak_290_lociStitched	chr1(.):26798755-26799667	1.4892
1_MACS_peak_291_lociStitched	chr1(.):26826774-26828116	1.202
1_MACS_peak_292_lociStitched	chr1(.):26856214-26856594	0.5229
1_MACS_peak_293_lociStitched	chr1(.):26946428-26948372	0.9681
1_MACS_peak_294_lociStitched	chr1(.):27018757-27020108	0.6569
2_MACS_peak_295_lociStitched	chr1(.):27021517-27024738	0.9669
2_MACS_peak_297_lociStitched	chr1(.):27049581-27050640	0.4539
1_MACS_peak_299_lociStitched	chr1(.):27069673-27070029	0.3622
1_MACS_peak_300_lociStitched	chr1(.):27070871-27071262	0.4149
1_MACS_peak_301_lociStitched	chr1(.):27113141-27115701	0.8071
1_MACS_peak_302_lociStitched	chr1(.):27152681-27153985	0.702
1_MACS_peak_303_lociStitched	chr1(.):27159244-27160869	0.8912
2_MACS_peak_304_lociStitched	chr1(.):27164661-27166542	0.8437
1_MACS_peak_306_lociStitched	chr1(.):27191828-27192329	0.5412
1_MACS_peak_307_lociStitched	chr1(.):27216180-27216878	0.6839
1_MACS_peak_308_lociStitched	chr1(.):27226527-27227391	0.6678
1_MACS_peak_309_lociStitched	chr1(.):27248177-27248938	0.9169
1_MACS_peak_310_lociStitched	chr1(.):27481143-27481541	0.4778
1_MACS_peak_311_lociStitched	chr1(.):27561141-27561856	0.7401
1_MACS_peak_312_lociStitched	chr1(.):27648695-27649360	0.8391
1_MACS_peak_313_lociStitched	chr1(.):27692182-27693071	0.4709
2_MACS_peak_314_lociStitched	chr1(.):27732603-27733981	0.5685
1_MACS_peak_316_lociStitched	chr1(.):27815919-27817363	1.1024
1_MACS_peak_317_lociStitched	chr1(.):27818514-27818988	0.4795
1_MACS_peak_318_lociStitched	chr1(.):27986275-27986902	0.507
2_MACS_peak_319_lociStitched	chr1(.):28051756-28053322	0.8294
1_MACS_peak_321_lociStitched	chr1(.):28099608-28100394	0.6333
1_MACS_peak_322_lociStitched	chr1(.):28157252-28158008	0.7036
1_MACS_peak_323_lociStitched	chr1(.):28195781-28196341	0.5199
1_MACS_peak_324_lociStitched	chr1(.):28199059-28200076	0.5989
2_MACS_peak_325_lociStitched	chr1(.):28201353-28202733	0.5726
2_MACS_peak_327_lociStitched	chr1(.):28217603-28218790	0.5505
1_MACS_peak_329_lociStitched	chr1(.):28240543-28241143	0.7126
1_MACS_peak_330_lociStitched	chr1(.):28414318-28415211	0.6457
1_MACS_peak_331_lociStitched	chr1(.):28474654-28475169	0.7849
1_MACS_peak_332_lociStitched	chr1(.):28558913-28559632	0.7155
1_MACS_peak_333_lociStitched	chr1(.):28562673-28563292	0.5899
2_MACS_peak_334_lociStitched	chr1(.):28572777-28576707	0.713
2_MACS_peak_336_lociStitched	chr1(.):28585937-28587053	0.6213
2_MACS_peak_338_lociStitched	chr1(.):28655037-28656367	0.6831
1_MACS_peak_340_lociStitched	chr1(.):28696113-28696708	0.7498
2_MACS_peak_341_lociStitched	chr1(.):28831946-28833180	0.5218
1_MACS_peak_343_lociStitched	chr1(.):28844706-28845367	0.4329
2_MACS_peak_344_lociStitched	chr1(.):28878933-28880289	0.5263
1_MACS_peak_346_lociStitched	chr1(.):28907845-28908408	0.5565
2_MACS_peak_347_lociStitched	chr1(.):28969086-28970641	0.6882
1_MACS_peak_349_lociStitched	chr1(.):28974438-28975264	1.2061
1_MACS_peak_350_lociStitched	chr1(.):28994711-28996183	0.8413
2_MACS_peak_351_lociStitched	chr1(.):29062672-29064384	0.7053
1_MACS_peak_353_lociStitched	chr1(.):29212757-29214230	1.039
1_MACS_peak_354_lociStitched	chr1(.):29241053-29241714	0.5306
2_MACS_peak_355_lociStitched	chr1(.):29253619-29254589	0.4663
2_MACS_peak_357_lociStitched	chr1(.):29507514-29509413	1.1056
1_MACS_peak_359_lociStitched	chr1(.):29556917-29557509	0.6199
2_MACS_peak_360_lociStitched	chr1(.):31190705-31192285	0.8672
2_MACS_peak_362_lociStitched	chr1(.):31537501-31539215	0.9187
1_MACS_peak_364_lociStitched	chr1(.):31628032-31628413	0.4509
2_MACS_peak_365_lociStitched	chr1(.):31769057-31770465	0.8167
1_MACS_peak_367_lociStitched	chr1(.):31949544-31949997	0.5604
1_MACS_peak_368_lociStitched	chr1(.):32109542-32111118	1.8103
1_MACS_peak_369_lociStitched	chr1(.):32135507-32135913	0.4313
1_MACS_peak_370_lociStitched	chr1(.):32253828-32255019	1.1004
1_MACS_peak_371_lociStitched	chr1(.):32403191-32404054	0.8857
2_MACS_peak_372_lociStitched	chr1(.):32478864-32480474	0.7918
1_MACS_peak_374_lociStitched	chr1(.):32538474-32539381	0.9824
1_MACS_peak_375_lociStitched	chr1(.):32573603-32574430	0.7151
1_MACS_peak_376_lociStitched	chr1(.):32645202-32646435	1.0143
1_MACS_peak_377_lociStitched	chr1(.):32687464-32688684	1.0635
2_MACS_peak_378_lociStitched	chr1(.):32715210-32716471	0.6086
2_MACS_peak_380_lociStitched	chr1(.):32756984-32758273	0.5488
1_MACS_peak_382_lociStitched	chr1(.):32781844-32782117	0.325
1_MACS_peak_383_lociStitched	chr1(.):32798386-32798941	0.5014
1_MACS_peak_384_lociStitched	chr1(.):32801068-32801539	0.4211
1_MACS_peak_385_lociStitched	chr1(.):32816629-32817615	0.715
2_MACS_peak_386_lociStitched	chr1(.):32859452-32861000	1.0611
2_MACS_peak_388_lociStitched	chr1(.):33092596-33093931	0.5286
2_MACS_peak_390_lociStitched	chr1(.):33115445-33117714	1.1895
2_MACS_peak_392_lociStitched	chr1(.):33282166-33284210	0.7559
1_MACS_peak_394_lociStitched	chr1(.):33430016-33430527	0.6548
1_MACS_peak_395_lociStitched	chr1(.):33446870-33447494	0.5645
1_MACS_peak_396_lociStitched	chr1(.):33502020-33502469	0.4767
1_MACS_peak_397_lociStitched	chr1(.):33592467-33592926	0.4436
1_MACS_peak_398_lociStitched	chr1(.):33721515-33721951	0.3827
2_MACS_peak_399_lociStitched	chr1(.):33814741-33816018	0.6102
1_MACS_peak_401_lociStitched	chr1(.):35324911-35325442	0.6011
1_MACS_peak_402_lociStitched	chr1(.):35331346-35332165	0.809
2_MACS_peak_403_lociStitched	chr1(.):35450266-35451307	0.5253
1_MACS_peak_405_lociStitched	chr1(.):35496593-35497686	0.7173
1_MACS_peak_406_lociStitched	chr1(.):35544630-35545568	0.6497
1_MACS_peak_407_lociStitched	chr1(.):35657600-35658837	2.2102
1_MACS_peak_408_lociStitched	chr1(.):35734214-35734991	0.7981
1_MACS_peak_409_lociStitched	chr1(.):36022293-36023894	0.9934
1_MACS_peak_410_lociStitched	chr1(.):36103136-36103560	0.4165
1_MACS_peak_411_lociStitched	chr1(.):36106373-36107795	0.8372
1_MACS_peak_412_lociStitched	chr1(.):36184502-36185030	0.409
1_MACS_peak_413_lociStitched	chr1(.):36234601-36235617	0.6313
1_MACS_peak_414_lociStitched	chr1(.):36273601-36274218	0.4822
1_MACS_peak_415_lociStitched	chr1(.):36348818-36349193	0.3853
1_MACS_peak_416_lociStitched	chr1(.):36395560-36397557	1.1619
1_MACS_peak_417_lociStitched	chr1(.):36489109-36489569	0.5519
1_MACS_peak_418_lociStitched	chr1(.):36554344-36555021	0.8691
4_MACS_peak_419_lociStitched	chr1(.):36614444-36617573	0.7298
1_MACS_peak_423_lociStitched	chr1(.):36620685-36622915	1.3772
1_MACS_peak_424_lociStitched	chr1(.):36626221-36627237	0.6016
1_MACS_peak_425_lociStitched	chr1(.):36640042-36641967	1.1216
2_MACS_peak_426_lociStitched	chr1(.):36688735-36690969	1.2134
1_MACS_peak_428_lociStitched	chr1(.):36839562-36840211	0.5793
2_MACS_peak_429_lociStitched	chr1(.):36850411-36853633	1.1227
1_MACS_peak_431_lociStitched	chr1(.):36862730-36863904	0.7464
1_MACS_peak_432_lociStitched	chr1(.):36916115-36916585	0.4948
2_MACS_peak_433_lociStitched	chr1(.):36929393-36930666	0.6943
1_MACS_peak_435_lociStitched	chr1(.):37940076-37941525	0.93
1_MACS_peak_436_lociStitched	chr1(.):37979551-37980802	0.721
1_MACS_peak_437_lociStitched	chr1(.):38019196-38020016	0.9291
1_MACS_peak_438_lociStitched	chr1(.):38060778-38061559	0.8847
2_MACS_peak_439_lociStitched	chr1(.):38140851-38142806	0.7182
1_MACS_peak_441_lociStitched	chr1(.):38155766-38156192	0.5407
1_MACS_peak_442_lociStitched	chr1(.):38157483-38157940	0.4991
1_MACS_peak_443_lociStitched	chr1(.):38273158-38274719	1.1416
1_MACS_peak_444_lociStitched	chr1(.):38304744-38306462	0.8568
1_MACS_peak_445_lociStitched	chr1(.):38324544-38326027	0.9118
1_MACS_peak_446_lociStitched	chr1(.):38412376-38412796	0.5443
1_MACS_peak_447_lociStitched	chr1(.):38455272-38455689	0.4408
1_MACS_peak_448_lociStitched	chr1(.):38478283-38479069	0.7602
1_MACS_peak_449_lociStitched	chr1(.):38940017-38942403	0.7649
1_MACS_peak_450_lociStitched	chr1(.):39324754-39325482	1.0952
1_MACS_peak_451_lociStitched	chr1(.):39338462-39339070	0.6242
1_MACS_peak_452_lociStitched	chr1(.):39456007-39457813	1.0401
1_MACS_peak_453_lociStitched	chr1(.):39491972-39492408	0.6105
1_MACS_peak_454_lociStitched	chr1(.):39649821-39650077	0.3135
1_MACS_peak_455_lociStitched	chr1(.):39681431-39681922	0.4998
1_MACS_peak_456_lociStitched	chr1(.):39873525-39875151	0.7135
1_MACS_peak_457_lociStitched	chr1(.):39956593-39957539	0.5274
1_MACS_peak_458_lociStitched	chr1(.):39975115-39976124	0.5551
1_MACS_peak_459_lociStitched	chr1(.):39991008-39991322	0.4588
1_MACS_peak_460_lociStitched	chr1(.):40025062-40025321	0.3507
1_MACS_peak_461_lociStitched	chr1(.):40040874-40042647	0.7266
2_MACS_peak_462_lociStitched	chr1(.):40063939-40064727	0.4967
1_MACS_peak_464_lociStitched	chr1(.):40071653-40072274	0.4804
1_MACS_peak_465_lociStitched	chr1(.):40204450-40205054	0.6991
1_MACS_peak_466_lociStitched	chr1(.):40241264-40242427	0.6686
1_MACS_peak_467_lociStitched	chr1(.):40254416-40255163	0.7637
2_MACS_peak_468_lociStitched	chr1(.):40264617-40265538	0.5919
1_MACS_peak_470_lociStitched	chr1(.):40282640-40283175	0.6368
1_MACS_peak_471_lociStitched	chr1(.):40311584-40312157	0.5725
1_MACS_peak_472_lociStitched	chr1(.):40348721-40349251	0.56
2_MACS_peak_473_lociStitched	chr1(.):40367242-40368118	0.4412
1_MACS_peak_475_lociStitched	chr1(.):40425938-40426567	0.4518
2_MACS_peak_476_lociStitched	chr1(.):40504754-40506847	0.7418
1_MACS_peak_478_lociStitched	chr1(.):40525389-40526052	0.4371
1_MACS_peak_479_lociStitched	chr1(.):40626461-40627859	1.27
2_MACS_peak_480_lociStitched	chr1(.):40722834-40724345	0.8027
1_MACS_peak_482_lociStitched	chr1(.):40839337-40840298	0.8812
1_MACS_peak_483_lociStitched	chr1(.):40851502-40852533	0.5429
1_MACS_peak_484_lociStitched	chr1(.):40997220-40997636	0.415
1_MACS_peak_485_lociStitched	chr1(.):41157198-41158400	1.1121
1_MACS_peak_486_lociStitched	chr1(.):41174520-41175344	0.5882
1_MACS_peak_487_lociStitched	chr1(.):41444984-41446288	0.8268
1_MACS_peak_488_lociStitched	chr1(.):41707020-41708306	0.8358
1_MACS_peak_489_lociStitched	chr1(.):42192788-42193241	0.5581
1_MACS_peak_490_lociStitched	chr1(.):42385461-42385862	0.5197
2_MACS_peak_491_lociStitched	chr1(.):42800062-42801683	0.8006
1_MACS_peak_493_lociStitched	chr1(.):42921484-42922899	1.1877
2_MACS_peak_494_lociStitched	chr1(.):42928240-42929674	0.6125
