GENE_ID	locusLine	bin_1_17_0EX3_0229Kronos_MM1S-KB-6hr-1_H3K27Ac_hs-dm_i33.bam
NM_006893	chr1(.):206759973-206790904	0.2279
NM_182665	chr1(.):206725491-206767616	1.7434
NM_021194	chr1(.):211743380-211757099	2.2268
NM_000120	chr1(.):226008001-226038262	0.3365
NM_020997	chr1(.):226068981-226081836	2.1929
NM_014698	chr1(.):226028232-226075420	1.4343
NM_013328	chr1(.):226102579-226116965	0.7369
NM_182972	chr1(.):234735014-234750271	4.5711
NR_033927	chr1(.):234760056-234775526	0.0709
NM_020458	chr2(.):47163312-47308275	0.7589
NR_033872	chr2(.):70184394-70319147	0.6937
NM_001099289	chr2(.):109740996-110267207	0.1691
NM_001012514	chr2(.):231724620-231748963	2.4311
NM_145693	chr2(.):11881739-11972533	0.8487
NM_170672	chr2(.):33656415-33794798	0.7365
NM_005813	chr2(.):37472645-37549222	1.1277
NM_019063	chr2(.):42391489-42564688	0.1335
NM_012249	chr2(.):46764866-46816827	0.8489
NM_014755	chr2(.):64853754-64886046	1.3014
NR_036586	chr2(.):65123973-65164581	2.5772
NM_002398	chr2(.):66657531-66804891	0.3007
NM_004836	chr2(.):88851258-88932094	0.6058
NM_144563	chr2(.):88986175-89055452	0.9581
NM_004027	chr2(.):99056320-99212496	1.5969
NM_001566	chr2(.):99056320-99203284	1.6915
NM_003581	chr2(.):106356519-106515730	0.3087
NM_002410	chr2(.):135006829-135211468	0.2489
NM_001077269	chr2(.):175419301-175552627	0.5384
NR_024415	chr2(.):192537797-192558248	1.5692
NM_001031716	chr2(.):192537860-192558248	1.574
NM_004226	chr2(.):196993306-197041336	0.7575
NM_001228	chr2(.):202093165-202157434	1.6783
NM_003879	chr2(.):201975889-202034003	2.7825
NM_001127184	chr2(.):201975815-202011323	4.3404
NM_173822	chr2(.):201833440-201941392	0.1535
NM_033358	chr2(.):202093165-202151638	1.8349
NM_022730	chr2(.):232646161-232678434	0.1418
NM_003108	chr2(.):5827798-5846517	1.5101
NM_001037160	chr2(.):10191925-10225538	0.0517
NM_182626	chr2(.):10276508-10356856	0.0702
NM_001165931	chr2(.):10257694-10276546	1.5934
NM_001034	chr2(.):10257862-10276546	1.6077
NM_002997	chr2(.):20395557-20429927	3.9446
NM_001006946	chr2(.):20395557-20430194	3.9153
NM_004040	chr2(.):20641834-20654201	0.4992
NM_178553	chr2(.):27354714-27367332	0.4765
NM_001166239	chr2(.):27318461-27346773	0.0987
NM_001166240	chr2(.):27317220-27346995	0.1073
NM_013388	chr2(.):27348624-27362542	0.4599
NM_001166241	chr2(.):27317220-27338970	0.0938
NM_032604	chr2(.):27341656-27358680	0.4354
NM_175769	chr2(.):27366944-27380819	1.0324
NM_080592	chr2(.):27429898-27445046	1.222
NM_001170795	chr2(.):27430218-27445046	1.246
NM_021095	chr2(.):27417454-27440175	0.7021
NM_015376	chr2(.):33733941-33794798	0.262
NM_001139488	chr2(.):33696320-33794798	1.0168
NM_012413	chr2(.):37566752-37605465	4.4449
NM_138370	chr2(.):42270160-42290668	0.0793
NM_006887	chr2(.):43444540-43458745	6.286
NR_027251	chr2(.):43449349-43460994	3.5354
NM_080653	chr2(.):46733985-46752096	0.0471
NM_173074	chr2(.):46803412-46849251	0.1768
NM_014171	chr2(.):46839324-46857881	0.3351
NM_001171507	chr2(.):47124008-47148251	0.2178
NM_001171506	chr2(.):47124008-47148007	0.2195
NM_001171508	chr2(.):47124008-47173994	0.6556
NR_033837	chr2(.):64407212-64437619	0.469
NR_034023	chr2(.):64829445-64848616	0.1678
NM_001193493	chr2(.):65210578-65256000	0.7186
NM_003038	chr2(.):65211494-65256000	0.7312
NM_014882	chr2(.):68996932-69058957	0.2505
NM_001166277	chr2(.):68956912-69058957	0.4389
NM_006196	chr2(.):70309584-70321334	6.7852
NR_024444	chr2(.):70346167-70357448	1.1396
NR_026984	chr2(.):86242338-86255991	0.1093
NR_015424	chr2(.):89060418-89111109	0.1469
NR_026875	chr2(.):97158382-97178846	0.2216
NM_212481	chr2(.):97197463-97223371	1.8476
NR_024275	chr2(.):135201959-135217192	0.0686
NM_004288	chr2(.):158266130-158305604	1.7636
NM_003387	chr2(.):175419301-175504307	0.8063
NM_002491	chr2(.):201931461-201955473	0.3898
NM_001127183	chr2(.):201978386-202033841	2.9127
NM_032974	chr2(.):202042620-202099110	0.9726
NM_001230	chr2(.):202042620-202091383	0.8011
NM_033356	chr2(.):202120222-202157434	2.0457
NM_001080125	chr2(.):202117753-202157434	1.9925
NM_006139	chr2(.):204566197-204607557	1.4064
NM_017431	chr2(.):219682105-219701512	0.0565
NM_025216	chr2(.):219740254-219763651	2.3343
NM_006522	chr2(.):219719545-219743954	0.1106
NM_001099285	chr2(.):232568234-232583250	1.7623
NM_002601	chr2(.):232592146-232650974	0.0974
NR_036052	chr2(.):232573023-232583105	0.7735
NR_031717	chr2(.):232751951-232762008	0.0264
NM_014674	chr3(.):5224358-5266650	1.5142
NM_001195099	chr3(.):15703743-15803058	0.0693
NM_001195098	chr3(.):15703743-15844691	0.2346
NM_015199	chr3(.):15703743-15906053	0.234
NM_003571	chr3(.):133113789-133199056	1.2185
NM_207294	chr3(.):152012193-152188569	0.1525
NM_021038	chr3(.):151980828-152188568	0.2774
NM_001135095	chr3(.):171753343-172123492	0.5223
NM_022763	chr3(.):171752417-172123492	0.5219
NM_181361	chr3(.):178249223-178567217	0.107
NM_001134382	chr3(.):12933718-13119617	0.6472
NM_024923	chr3(.):13352736-13466809	0.6803
NM_014869	chr3(.):12933718-13013960	0.0841
NM_003884	chr3(.):20076523-20200896	0.2818
NM_182666	chr3(.):23842438-23937807	0.4066
NM_001024847	chr3(.):30642993-30740633	0.5416
NM_001123396	chr3(.):46390234-46405868	1.8194
NM_181042	chr3(.):52574367-52718739	0.0753
NM_018313	chr3(.):52574367-52724866	0.1248
NM_007114	chr3(.):69063977-69106484	0.1841
NM_002213	chr3(.):124476794-124611144	0.511
NM_006506	chr3(.):141200925-141336197	0.1399
NM_001080412	chr3(.):141038054-141173632	3.8007
NM_016275	chr3(.):150316065-150353234	0.9366
NM_001190242	chr3(.):159969773-160106554	0.0828
NM_001190241	chr3(.):159969773-160122320	0.3738
NM_024665	chr3(.):176733541-176920048	0.6229
NM_005832	chr3(.):178271617-178567217	0.0808
NM_130446	chr3(.):183200318-183278499	2.0091
NM_173216	chr3(.):186643314-186801341	1.2891
NM_003032	chr3(.):186734664-186801341	1.4396
NM_018184	chr3(.):5158929-5227601	0.2828
NR_027694	chr3(.):20016452-20058765	0.0488
NM_001295	chr3(.):46238199-46254832	3.6732
NM_001837	chr3(.):46278871-46313197	0.0774
NM_003212	chr3(.):46614075-46628952	0.0444
NM_001174136	chr3(.):46611044-46628952	0.0423
NM_024512	chr3(.):46551877-46613011	1.2176
NM_031440	chr3(.):46534484-46547439	0.152
NM_199074	chr3(.):49052907-49065926	2.209
NM_199073	chr3(.):49053617-49065926	2.3312
NM_017730	chr3(.):49062141-49136504	0.2358
NM_177939	chr3(.):49022340-49049581	0.5902
NM_018031	chr3(.):49039636-49058386	1.0852
NM_000884	chr3(.):49056761-49071875	1.8547
NM_018114	chr3(.):49047434-49063467	1.7872
NM_199070	chr3(.):49054073-49065926	2.4166
NM_001009996	chr3(.):49047434-49061017	2.0456
NR_029690	chr3(.):49053050-49063142	2.7774
NR_029948	chr3(.):49052580-49062667	2.754
NM_001010983	chr3(.):52723503-52745048	1.4868
NM_206825	chr3(.):52714935-52733510	0.6988
NR_003687	chr3(.):52719753-52729846	0.6203
NM_014041	chr3(.):52734856-52747197	2.3339
NR_003057	chr3(.):52721751-52731828	0.3853
NM_152932	chr3(.):52723503-52742622	1.4107
NR_003047	chr3(.):52718255-52728331	0.8655
NM_001193533	chr3(.):52739795-52809965	0.5015
NM_198195	chr3(.):69098880-69134524	0.7825
NM_006407	chr3(.):69129089-69160239	1.9391
NM_198271	chr3(.):69151038-69176746	0.1955
NR_036087	chr3(.):69093108-69103186	0.6358
NM_006100	chr3(.):98446571-98518236	1.5149
NM_145037	chr3(.):101493028-101552075	0.752
NM_001134456	chr3(.):101493285-101552075	0.7549
NM_001005474	chr3(.):101541833-101584869	0.4203
NM_020187	chr3(.):128992683-129029135	0.6605
NM_001006109	chr3(.):128992816-129029135	0.6625
NM_006026	chr3(.):129028613-129040120	2.7608
NR_026991	chr3(.):129030113-129048412	1.3039
NM_001145417	chr3(.):135862759-135918310	0.5785
NM_018133	chr3(.):135862759-135919688	0.5662
NR_027037	chr3(.):151975404-151992415	1.3782
NR_034008	chr3(.):156802669-156823924	3.3115
NR_034007	chr3(.):156794455-156845791	1.4511
NM_173084	chr3(.):160148290-160172626	0.6156
NR_029663	chr3(.):160117375-160127473	3.9879
NM_005496	chr3(.):160113346-160157741	1.2105
NM_001002800	chr3(.):160112429-160157741	1.1873
NR_029525	chr3(.):160117532-160127613	3.5814
NR_027622	chr3(.):169656771-169689522	2.5327
NM_182610	chr3(.):169624481-169661948	1.0531
NM_003262	chr3(.):169679579-169721161	0.4356
NM_005781	chr3(.):195585235-195640880	0.8354
NM_001010938	chr3(.):195585235-195627432	0.2889
NM_198565	chr3(.):196361655-196393874	0.7341
NM_003215	chr4(.):48132799-48276814	0.4734
NM_201431	chr4(.):74433861-74491340	1.1343
NM_177532	chr4(.):74433861-74491134	1.1383
NM_020859	chr4(.):77351252-77709405	0.2284
NM_144571	chr4(.):78629540-78745544	0.3404
NM_198281	chr4(.):90160428-90234161	2.8781
NM_006527	chr4(.):1689526-1719030	0.7685
NM_015173	chr4(.):37887719-38145794	0.3362
NM_001098634	chr4(.):40420271-40636883	0.2987
NM_004310	chr4(.):40193526-40251281	2.0297
NM_001166693	chr4(.):87851153-88067206	0.4171
NM_005327	chr4(.):108905869-108961331	0.6528
NM_024900	chr4(.):129725778-129790787	0.5046
NM_199320	chr4(.):129725778-129801379	0.4418
NM_002039	chr4(.):144252982-144400718	0.5782
NM_002199	chr4(.):185303875-185400726	2.8652
NM_031953	chr4(.):186126283-186290120	0.5003
NM_001013622	chr4(.):1636607-1690718	0.0518
NM_001174070	chr4(.):1636607-1690988	0.0518
NM_001127266	chr4(.):1712678-1728084	2.1387
NM_006342	chr4(.):1718265-1751897	0.4417
NR_031688	chr4(.):9552788-9562937	0.0662
NM_017581	chr4(.):40332468-40361973	0.0461
NM_001076	chr4(.):69398132-69439240	0.6129
NM_001077	chr4(.):69397902-69439245	0.6101
NM_001076	chr4(.):69507314-69541374	0.1378
NM_031889	chr4(.):71489460-71517536	0.1106
NM_144646	chr4(.):71516257-71537348	2.5228
NM_020368	chr4(.):71549195-71561268	1.2541
NM_014961	chr4(.):71582695-71664274	0.0802
NM_001130709	chr4(.):71565653-71660614	0.1822
NM_020236	chr4(.):78778804-78878944	0.1742
NM_144645	chr4(.):87792357-87818575	0.0793
NM_025212	chr4(.):105388342-105417467	2.3661
NM_002372	chr5(.):109020155-109208429	0.5637
NM_001131005	chr5(.):88009057-88204922	0.7883
NM_002397	chr5(.):88009057-88184283	0.7662
NM_001193349	chr5(.):88009057-88124744	0.5437
NM_024669	chr5(.):55390506-55534186	0.5643
NR_015436	chr5(.):87831596-87985620	0.4863
NM_152624	chr5(.):112307432-112361667	0.2058
NM_001077654	chr5(.):118599417-118735294	0.6261
NM_001038702	chr5(.):130594701-130735382	0.3983
NM_003060	chr5(.):131700400-131736306	0.1828
NM_001020825	chr5(.):142652495-142788254	0.4194
NM_001018076	chr5(.):142652495-142789045	0.4173
NM_001018075	chr5(.):142652495-142820077	0.3591
NM_138379	chr5(.):156341292-156395266	0.5792
NM_005990	chr5(.):171464073-171620346	0.3628
NM_022455	chr5(.):176555832-176732214	0.2726
NM_172349	chr5(.):176555079-176732214	0.2717
NM_002406	chr5(.):180212540-180235048	1.3887
NM_001114619	chr5(.):180212540-180235902	1.3854
NM_001114618	chr5(.):180212540-180241817	1.8941
NM_001114617	chr5(.):180212540-180242137	1.8739
NM_001193376	chr5(.):1248286-1300162	0.0496
NM_030782	chr5(.):1312999-1350002	4.2869
NM_001145161	chr5(.):6443735-6501834	2.0538
NM_006713	chr5(.):32580604-32609185	2.1877
NM_002184	chr5(.):55225924-55295821	0.5056
NR_036243	chr5(.):86405695-86415771	0.6215
NR_024384	chr5(.):87955262-87974146	3.503
NR_024383	chr5(.):87955262-87979262	2.7965
NR_030741	chr5(.):87957670-87967757	0.567
NM_005668	chr5(.):100137638-100243987	0.6484
NM_175052	chr5(.):100216014-100243970	1.9393
NR_033175	chr5(.):109213882-109226200	0.0465
NM_005669	chr5(.):112207080-112263031	0.4619
NR_036052	chr5(.):118305280-118315362	0.0421
NM_014350	chr5(.):118686595-118735294	0.1591
NR_037500	chr5(.):131696181-131706291	0.3639
NM_002198	chr5(.):131812300-131831465	0.9979
NM_001013717	chr5(.):131741672-131803059	3.3839
NM_000879	chr5(.):131872135-131884214	0.0519
NM_016480	chr5(.):138672518-138710409	0.1581
NM_194296	chr5(.):138727455-138744776	1.0077
NM_152686	chr5(.):138740891-138780214	0.5578
NM_152685	chr5(.):138697884-138724039	0.3593
NM_001033112	chr5(.):138673133-138710409	0.1596
NM_001161546	chr5(.):138722634-138735885	2.6531
NM_016459	chr5(.):138718256-138730605	3.131
NM_000024	chr5(.):148201155-148213197	2.4442
NM_006058	chr5(.):150404505-150465997	0.4435
NM_001155	chr5(.):150475266-150542443	0.7594
NM_001193544	chr5(.):150475266-150526216	0.5784
NR_028472	chr5(.):156346099-156357013	0.5332
NM_001171183	chr5(.):171616175-171635458	0.0535
NM_030627	chr5(.):173310330-173392313	0.9133
NM_001031677	chr5(.):176723198-176735744	2.3547
NM_006480	chr5(.):176779843-176804599	0.4122
NM_006816	chr5(.):176753562-176783885	0.3568
NM_031300	chr5(.):176729205-176744292	2.21
NM_001142935	chr5(.):176727500-176744292	2.5054
NM_013237	chr5(.):176725834-176738950	2.4581
NR_027183	chr5(.):180251958-180267726	1.6076
NM_152283	chr5(.):180269610-180293286	0.4757
NM_181356	chr6(.):44791469-45350670	0.0708
NM_003599	chr6(.):44792449-45350575	0.0708
NM_012288	chr6(.):52357199-52446862	2.0306
NM_001195286	chr6(.):386738-416443	1.2729
NM_001168344	chr6(.):7102829-7257213	0.3863
NM_001003699	chr6(.):7103085-7257213	0.3869
NM_001718	chr6(.):7722010-7886961	0.1481
NR_037616	chr6(.):7876482-8069647	1.88
NM_001173977	chr6(.):25274655-25625758	0.6338
NM_014641	chr6(.):30662583-30690458	0.9953
NM_172166	chr6(.):31702724-31735455	1.461
NM_004348	chr6(.):45384913-45523819	0.5551
NM_001024630	chr6(.):45291053-45523819	0.3899
NM_001123226	chr6(.):74166453-74216179	0.4918
NM_016021	chr6(.):90031343-90067619	1.9968
NM_001455	chr6(.):108877068-109010971	1.7933
NM_201559	chr6(.):108876025-109010971	1.7798
NM_032131	chr6(.):109164618-109300352	0.6078
NM_173674	chr6(.):117798819-117896020	0.5323
NM_006734	chr6(.):143067603-143271338	0.3038
NM_024630	chr6(.):157797556-158099977	0.3015
NM_020185	chr6(.):287100-356355	3.5611
NM_001145549	chr6(.):7876482-7915310	6.1866
NM_030810	chr6(.):7876482-7916047	6.0965
NM_032744	chr6(.):11708887-11784280	0.5309
NM_005319	chr6(.):26050967-26061699	2.4524
NM_003537	chr6(.):26026816-26037288	2.3413
NM_003544	chr6(.):26022123-26032480	1.5547
NM_021062	chr6(.):26038454-26048885	2.3238
NM_003531	chr6(.):26040638-26051097	2.332
NM_005325	chr6(.):26012259-26023040	0.9474
NM_003538	chr6(.):26016906-26027278	1.5664
NM_003513	chr6(.):26028319-26038796	1.8551
NM_003529	chr6(.):26015717-26026186	1.0924
NM_021065	chr6(.):26194011-26204471	3.7212
NM_003530	chr6(.):26192011-26204464	3.1362
NM_138720	chr6(.):26153348-26176576	1.4938
NM_003523	chr6(.):26179023-26189458	0.8809
NM_003539	chr6(.):26183937-26194304	1.0148
NM_003545	chr6(.):26199872-26210249	2.205
NM_005321	chr6(.):26151558-26162343	1.8806
NM_003522	chr6(.):26194786-26205216	4.2414
NM_003518	chr6(.):26211427-26221872	1.3027
NM_021052	chr6(.):26212147-26222711	1.2927
NM_003532	chr6(.):26220382-26230844	0.7009
NM_003524	chr6(.):26246878-26257303	2.9865
NM_003547	chr6(.):26241838-26252205	2.6493
NM_003540	chr6(.):26235653-26246021	0.1053
NM_021018	chr6(.):26245369-26255835	2.9824
NM_005320	chr6(.):26229439-26240216	1.3701
NM_001145008	chr6(.):26397464-26420444	0.2568
NM_001197240	chr6(.):26378328-26400100	0.5067
NM_001197247	chr6(.):26360397-26383540	2.2456
NM_001197238	chr6(.):26378323-26400100	0.5066
NM_007047	chr6(.):26360397-26383548	2.247
NM_001197237	chr6(.):26378438-26400100	0.5084
NM_001197248	chr6(.):26360469-26383540	2.2125
NM_001197246	chr6(.):26363405-26383540	0.6884
NM_021064	chr6(.):27095816-27106314	2.8232
NM_080593	chr6(.):27101071-27119637	1.9828
NM_080596	chr6(.):27109907-27120346	1.5807
NR_036096	chr6(.):27110404-27120467	1.6356
NM_021058	chr6(.):27095094-27105575	2.8337
NM_003495	chr6(.):27102087-27112457	1.269
NM_021066	chr6(.):27777079-27787518	1.8917
NM_003536	chr6(.):27772841-27783314	2.8473
NM_003509	chr6(.):27770976-27781445	1.9407
NM_003519	chr6(.):27770256-27780709	1.9212
NM_003521	chr6(.):27777821-27788267	1.7997
NM_003535	chr6(.):27853092-27863570	3.5456
NM_003527	chr6(.):27856202-27866669	3.6107
NM_003520	chr6(.):27801439-27811888	3.271
NM_003511	chr6(.):27828106-27838576	1.1848
NM_003533	chr6(.):27834622-27845099	0.4659
NM_003510	chr6(.):27800657-27811117	3.2731
NM_003541	chr6(.):27793951-27804305	0.9999
NM_005322	chr6(.):27829569-27840359	1.2254
NM_033057	chr6(.):27873962-27885174	0.0365
NM_021968	chr6(.):27786902-27797258	0.9403
NM_003514	chr6(.):27855476-27865963	3.604
NM_003546	chr6(.):27835925-27846289	0.1568
NM_003587	chr6(.):30615895-30645830	0.1679
NM_001161376	chr6(.):30609815-30625987	0.5546
NM_133471	chr6(.):30639165-30660672	1.8818
NM_001134870	chr6(.):30639165-30660093	1.9319
NM_007243	chr6(.):30650825-30663769	2.1484
NM_005803	chr6(.):30690510-30715453	0.3114
NM_003897	chr6(.):30705975-30717327	0.3832
NM_178014	chr6(.):30683156-30698195	1.8609
NM_007109	chr6(.):31121302-31136992	0.471
NM_001173531	chr6(.):31127113-31139615	0.1828
NR_026791	chr6(.):31160536-31176745	1.9986
NM_019052	chr6(.):31105215-31131015	0.3095
NM_001105563	chr6(.):31105215-31130566	0.3125
