GENE_ID	locusLine	bin_1_MM.1S.jin.bam
NR_026586	chr1(.):245128283-245293530	0.1493
NM_003431	chr1(.):247314202-247340318	0.1279
NM_182838	chr1(.):1658680-1682431	0.4884
NM_001198995	chr1(.):1677670-1695081	0.1929
NM_177540	chr1(.):6610337-6644817	0.1884
NM_005341	chr1(.):6635062-6654340	0.1656
NM_014851	chr1(.):6645783-6667929	0.524
NM_153812	chr1(.):6668755-6689093	0.2885
NM_024654	chr1(.):6576406-6619658	0.1268
NM_001195752	chr1(.):6680209-6698642	0.1539
NM_001195753	chr1(.):6679924-6698642	0.1535
NR_026752	chr1(.):16939750-16962401	0.3039
NR_027504	chr1(.):16967068-16981915	0.635
NM_014675	chr1(.):17243444-17304474	0.1136
NM_001397	chr1(.):21538739-21621982	0.2052
NM_001113347	chr1(.):21538739-21611183	0.1009
NM_001113349	chr1(.):21538739-21621766	0.2038
NM_030634	chr1(.):23680940-23699879	0.1484
NM_001077195	chr1(.):23680940-23701357	0.1454
NM_001102399	chr1(.):23631275-23675853	0.2403
NR_033690	chr1(.):23690463-23703330	0.1889
NR_033691	chr1(.):23690710-23703330	0.186
NM_017707	chr1(.):23750055-23815750	0.0884
NM_002167	chr1(.):23879408-23891322	0.4766
NM_021258	chr1(.):24441260-24474611	0.0925
NR_027087	chr1(.):24521729-24543180	0.5193
NM_015627	chr1(.):25865075-25900377	0.6103
NM_006015	chr1(.):27017521-27113601	0.452
NM_005281	chr1(.):27714151-27727317	0.1441
NM_014280	chr1(.):28521789-28564542	0.1291
NM_016311	chr1(.):28557610-28569611	0.2551
NM_031459	chr1(.):28581005-28614002	0.098
NM_006762	chr1(.):31200314-31235683	0.9974
NM_178547	chr1(.):33082306-33121185	0.5451
NM_005610	chr1(.):33111748-33156812	0.2528
NM_001135256	chr1(.):33111958-33156812	0.2535
NM_003680	chr1(.):33235839-33288633	0.223
NM_018067	chr1(.):36616802-36651441	0.4276
NM_014408	chr1(.):36597172-36620067	0.3242
NR_003929	chr1(.):39982951-40030370	0.2403
NM_001198979	chr1(.):40854016-40893998	0.1876
NM_001198978	chr1(.):40835304-40893998	0.4226
NM_001198980	chr1(.):40857471-40893998	0.1149
NM_022733	chr1(.):40834377-40893998	0.417
NM_002228	chr1(.):59241462-59254785	0.6426
NR_034015	chr1(.):59245822-59370384	0.2363
NM_006769	chr1(.):87789150-87819607	0.5276
NM_001127215	chr1(.):92935317-92954356	0.5753
NM_005263	chr1(.):92935317-92957433	0.5042
NM_001127216	chr1(.):92935317-92956628	0.5223
NM_004974	chr1(.):111140775-111153345	0.056
NM_002232	chr1(.):111209309-111222655	0.2539
NM_017709	chr1(.):118143603-118176011	0.724
NM_001123068	chr1(.):143762143-143772881	0.0733
NR_027469	chr1(.):143713512-143749587	0.4202
NR_027468	chr1(.):143713512-143749457	0.4216
NM_207418	chr1(.):143891451-143918143	0.4033
NR_024584	chr1(.):144475745-144526969	0.2281
NR_037182	chr1(.):144671436-144685025	0.1623
NM_001002811	chr1(.):144885590-144937032	0.4605
NM_032305	chr1(.):145451235-145475387	0.6012
NM_202004	chr1(.):145408190-145422545	0.1187
NM_006472	chr1(.):145433461-145447628	0.9443
NM_001039888	chr1(.):145465507-145480647	0.2142
NR_027468	chr1(.):147901021-147936980	0.3095
NM_001161334	chr1(.):149749244-149788928	0.2086
NM_001034077	chr1(.):149799220-149809616	0.6639
NM_001005464	chr1(.):149807258-149817765	1.275
NM_001040874	chr1(.):149808784-149819318	1.2682
NM_001123375	chr1(.):149779779-149790236	0.4231
NM_005850	chr1(.):149890210-149904702	0.3711
NM_016074	chr1(.):149866154-149877348	0.2547
NM_003528	chr1(.):149851009-149863232	1.2179
NM_003517	chr1(.):149853524-149863961	1.4174
NM_175065	chr1(.):149854018-149864466	1.4068
NM_014849	chr1(.):149869871-149894434	0.179
NM_181873	chr1(.):149895542-149913266	0.5241
NM_001145862	chr1(.):149895542-149913791	0.5109
NR_036461	chr1(.):149816758-149827340	1.3003
NM_001040874	chr1(.):149817627-149828161	1.3062
NM_001005464	chr1(.):149819180-149829687	1.3174
NM_001034077	chr1(.):149827329-149837725	0.7268
NM_030920	chr1(.):150185716-150213504	0.3821
NM_001136479	chr1(.):150185716-150212026	0.3967
NM_012113	chr1(.):150225217-150242480	0.3294
NM_024579	chr1(.):150240182-150258335	0.3638
NM_144697	chr1(.):150250228-150264501	0.1432
NM_004698	chr1(.):150288927-150330704	0.1467
NM_016022	chr1(.):150232798-150246532	0.4048
NM_019032	chr1(.):150516897-150538412	1.0653
NR_036211	chr1(.):150519404-150529490	0.1732
NM_001197320	chr1(.):150542026-150557214	0.6624
NM_005620	chr1(.):151999981-152014511	0.7769
NM_002966	chr1(.):151950385-151971714	0.1633
NM_001008536	chr1(.):152051619-152066540	0.0937
NM_001098616	chr1(.):154174182-154198273	0.6049
NM_001127320	chr1(.):154187654-154240980	0.2664
NM_001010979	chr1(.):154166847-154183809	0.3114
NR_030600	chr1(.):154161140-154171219	0.1994
NM_014847	chr1(.):154188324-154248329	0.2979
NM_020452	chr1(.):154295275-154328780	0.5533
NM_001005855	chr1(.):154293035-154315322	0.7288
NM_080429	chr1(.):154288591-154302801	1.003
NM_017582	chr1(.):154516050-154536120	0.2683
NM_001193495	chr1(.):154549533-154583776	0.4072
NM_001111	chr1(.):154549533-154585724	0.3934
NM_001025107	chr1(.):154549533-154605456	0.3776
NM_000748	chr1(.):154535256-154557353	0.182
NM_006556	chr1(.):154892207-154914484	0.6871
NM_001130041	chr1(.):154929773-154951959	0.8815
NM_001130040	chr1(.):154929773-154948223	0.9588
NM_201398	chr1(.):154950769-154970587	0.3039
NM_015872	chr1(.):154970111-154995999	0.7849
NM_207196	chr1(.):155018761-155040252	0.3494
NM_018655	chr1(.):154961061-154971791	0.305
NM_001143687	chr1(.):155001281-155028406	0.3027
NR_024163	chr1(.):154942117-154956725	0.8136
NM_144622	chr1(.):154986002-155011257	0.301
NM_138300	chr1(.):154924501-154939258	1.4069
NR_036212	chr1(.):154943168-154953259	0.8739
NR_027023	chr1(.):155526771-155538735	0.879
NM_001198905	chr1(.):155624232-155663568	0.3246
NM_001198899	chr1(.):155624232-155654620	0.1024
NM_139118	chr1(.):155624232-155663823	0.3227
NM_139121	chr1(.):155624232-155663764	0.3231
NM_001198901	chr1(.):155624232-155663819	0.3227
NM_139119	chr1(.):155624232-155663565	0.3246
NM_001198904	chr1(.):155624232-155663447	0.3256
NM_004632	chr1(.):155653873-155713319	0.2863
NM_001198902	chr1(.):155624232-155663515	0.325
NM_033657	chr1(.):155653873-155713317	0.2863
NM_006912	chr1(.):155862600-155886177	0.1757
NM_001162384	chr1(.):155911629-155953336	0.9831
NM_181885	chr1(.):155906479-155917625	1.2854
NM_004723	chr1(.):155911629-155952966	0.9855
NM_014949	chr1(.):155877835-155909188	0.3073
NR_002974	chr1(.):155884699-155894833	0.1105
NR_003005	chr1(.):155890748-155900877	0.1568
NM_003145	chr1(.):155973838-155995758	0.4184
NM_198406	chr1(.):156208208-156222792	0.1628
NM_014655	chr1(.):156158729-156187587	0.5147
NM_007221	chr1(.):156177783-156214833	0.6835
NM_022367	chr1(.):156118321-156152542	0.9864
NM_001193302	chr1(.):156118368-156152542	0.9873
NM_199173	chr1(.):156206950-156218112	0.1482
NM_024897	chr1(.):156208206-156222843	0.1638
NM_001193301	chr1(.):156114734-156152542	0.9581
NM_005920	chr1(.):156428518-156475529	0.8171
NR_001560	chr1(.):157093153-157103463	0.1827
NM_005240	chr1(.):157097975-157113177	0.6144
NM_001145312	chr1(.):157089458-157113383	0.4344
NM_001004341	chr1(.):157056834-157074600	0.1172
NM_015726	chr1(.):160180504-160237350	0.2925
NM_001193644	chr1(.):160241598-160259941	0.1603
NR_028106	chr1(.):160204011-160237277	0.4073
NR_028105	chr1(.):160204011-160237318	0.4068
NR_028104	chr1(.):160180504-160237318	0.2926
NM_001778	chr1(.):160643535-160686585	0.5687
NM_003037	chr1(.):160574890-160622081	0.2261
NM_021181	chr1(.):160704076-160729601	0.4376
NM_030916	chr1(.):161035780-161064385	0.3455
NM_007122	chr1(.):161004040-161020757	0.5788
NM_001113205	chr1(.):161002421-161013774	0.2101
NM_181720	chr1(.):161011731-161044760	0.5754
NM_016946	chr1(.):160960000-160996133	0.28
NM_001039711	chr1(.):161085768-161107478	0.3912
NM_016406	chr1(.):161118533-161133646	0.5888
NM_004550	chr1(.):161164104-161189184	0.4379
NM_000309	chr1(.):161131180-161146010	0.4362
NM_001643	chr1(.):161187082-161198418	0.5462
NM_003779	chr1(.):161136100-161152314	0.904
NM_012475	chr1(.):161124253-161140516	0.4323
NM_001039712	chr1(.):161085768-161107256	0.3948
NM_032174	chr1(.):161190832-161205407	0.3115
NM_001166159	chr1(.):161166936-161189184	0.4695
NM_005099	chr1(.):161154537-161173845	0.6805
NM_004106	chr1(.):161180086-161194038	0.4216
NM_018417	chr1(.):167773624-167888453	0.1088
NM_181093	chr1(.):169816803-169868076	0.292
NM_002021	chr1(.):171212662-171260113	0.3452
NM_022100	chr1(.):174977093-174997591	0.2082
NR_033186	chr1(.):178506930-178523024	0.1922
NM_022371	chr1(.):179046111-179070129	0.7416
NM_015602	chr1(.):179846419-179894211	0.2503
NM_006469	chr1(.):185260521-185291461	0.3436
NM_002922	chr1(.):192539856-192554159	0.6394
NM_015984	chr1(.):192976495-193033523	0.226
NM_001199262	chr1(.):192982534-193033523	0.2429
NM_001042370	chr1(.):193024003-193065906	0.3316
NM_004600	chr1(.):193024003-193060115	0.3714
NM_001173524	chr1(.):193023551-193060115	0.3677
NM_001195216	chr1(.):197698138-197749623	0.4499
NM_005298	chr1(.):200837165-200848251	0.2062
NM_018265	chr1(.):200855638-200889864	0.7634
NM_001142569	chr1(.):200858998-200889864	0.7058
NM_017596	chr1(.):200933519-200997828	0.2704
NR_034150	chr1(.):203262885-203279453	1.7146
NM_006763	chr1(.):203269663-203283729	1.2859
NM_002023	chr1(.):203304751-203325289	0.208
NR_003019	chr1(.):203693708-203703833	0.1288
NM_001136190	chr1(.):203729283-203750480	0.7998
NM_001174108	chr1(.):203761650-203774590	0.3405
NM_002646	chr1(.):204386757-204464474	0.1887
NM_002393	chr1(.):204480510-204532248	0.5437
NM_030952	chr1(.):205266190-205295883	0.447
NR_029893	chr1(.):205412429-205422526	0.2477
NM_001135664	chr1(.):205732113-205749610	0.1473
NM_022731	chr1(.):205676946-205724372	0.2752
NM_001123168	chr1(.):206133910-206160074	0.4141
NM_001007544	chr1(.):206233871-206293647	0.3261
NM_148964	chr1(.):206312458-206337104	0.115
NM_006893	chr1(.):206759973-206790904	0.1781
NM_182665	chr1(.):206725491-206767616	0.9141
NM_001185157	chr1(.):207065787-207082484	0.171
NM_002644	chr1(.):207096866-207124811	0.3838
NM_001170631	chr1(.):207126311-207148970	0.1398
NR_026817	chr1(.):207986723-208000941	0.7659
NR_029832	chr1(.):207970196-207980284	0.7556
NR_029518	chr1(.):207970787-207980868	0.8625
NM_001136224	chr1(.):211427707-211494725	0.3141
NM_018254	chr1(.):211428288-211494725	0.3156
NM_001136225	chr1(.):211427707-211491655	0.3239
NM_183059	chr1(.):211644863-211671259	0.1456
NM_021194	chr1(.):211743380-211757099	0.9548
NM_153606	chr1(.):212792788-212805120	0.1652
NM_001030287	chr1(.):212733696-212799116	0.3849
NM_001674	chr1(.):212776993-212799116	0.7216
NM_003676	chr1(.):224365927-224386142	0.4853
NM_002296	chr1(.):225584203-225620784	0.3338
NM_194442	chr1(.):225584203-225621519	0.3329
NM_020997	chr1(.):226068981-226081836	0.7278
NM_014698	chr1(.):226028232-226075420	0.6597
NM_001172425	chr1(.):226119297-226134083	1.7729
NM_013328	chr1(.):226102579-226116965	0.5175
NR_002315	chr1(.):226245427-226264703	0.6393
NM_002107	chr1(.):226245420-226264703	0.6391
NM_001618	chr1(.):226543391-226600801	0.3638
NM_000447	chr1(.):227053272-227088804	0.4472
NM_181441	chr1(.):228289379-228302013	0.8514
NR_037415	chr1(.):228279963-228290042	0.2349
NM_001024227	chr1(.):228265850-228291913	1.0746
NM_001024226	chr1(.):228265360-228291913	1.0575
NM_024319	chr1(.):228283427-228296022	0.537
NM_033445	chr1(.):228640064-228650560	0.2515
NM_001010858	chr1(.):228670067-228688889	0.5499
NM_175055	chr1(.):228640807-228651259	0.2399
NM_182972	chr1(.):234735014-234750271	1.8488
NR_033927	chr1(.):234760056-234775526	0.1191
NM_004837	chr1(.):235486868-235512844	0.4369
NM_001037277	chr1(.):235486752-235512844	0.4355
NM_031844	chr1(.):245008601-245032827	0.5801
NM_198076	chr1(.):244993638-245013359	0.825
NR_026778	chr1(.):244998939-245015243	0.3179
NM_173858	chr1(.):247414373-247425447	0.0765
NR_037480	chr1(.):247360268-247370362	0.0996
NM_024080	chr2(.):234821042-234933166	0.2186
NM_020458	chr2(.):47163312-47308275	0.4056
NR_033872	chr2(.):70184394-70319147	0.2255
NM_001099289	chr2(.):109740996-110267207	0.1762
NM_001012514	chr2(.):231724620-231748963	0.7969
NM_001037131	chr2(.):236397735-237039120	0.1257
NM_145693	chr2(.):11881739-11972533	0.3913
NM_170672	chr2(.):33656415-33794798	0.2937
NM_005813	chr2(.):37472645-37549222	0.3118
NM_138801	chr2(.):38888051-38966909	0.3014
NM_003400	chr2(.):61700068-61770418	0.1898
NR_036586	chr2(.):65123973-65164581	0.481
NM_003896	chr2(.):86061270-86121157	0.3275
NM_004836	chr2(.):88851258-88932094	0.3516
NM_144563	chr2(.):88986175-89055452	0.3777
NM_004027	chr2(.):99056320-99212496	0.7446
NM_001566	chr2(.):99056320-99203284	0.7852
NM_003581	chr2(.):106356519-106515730	0.2798
NM_001142807	chr2(.):111485149-111880799	0.2402
NM_004336	chr2(.):111390408-111440684	0.376
NM_005721	chr2(.):114642536-114721167	0.1687
NR_027020	chr2(.):132900163-133020542	0.2559
NR_026922	chr2(.):132245385-132284149	0.2813
NM_002410	chr2(.):135006829-135211468	0.218
NM_152522	chr2(.):153569422-153622767	0.1922
NM_001077269	chr2(.):175419301-175552627	0.2682
NM_006164	chr2(.):178090032-178134859	0.3226
NM_001145413	chr2(.):178090032-178133617	0.3308
NR_024415	chr2(.):192537797-192558248	0.5802
NM_001031716	chr2(.):192537860-192558248	0.5818
NM_004226	chr2(.):196993306-197041336	0.4077
NM_001228	chr2(.):202093165-202157434	0.4688
NM_003879	chr2(.):201975889-202034003	0.6339
NM_001127184	chr2(.):201975815-202011323	0.9543
NM_173822	chr2(.):201833440-201941392	0.1344
NM_033358	chr2(.):202093165-202151638	0.509
NM_003709	chr2(.):207940528-208035614	0.2872
NM_022730	chr2(.):232646161-232678434	0.2112
NM_001137551	chr2(.):238595806-238695290	0.2878
NM_001137550	chr2(.):238531223-238695290	0.2327
NM_001037160	chr2(.):10191925-10225538	0.1264
NM_182626	chr2(.):10276508-10356856	0.0777
NM_001165931	chr2(.):10257694-10276546	0.7072
NM_001034	chr2(.):10257862-10276546	0.7131
NM_002539	chr2(.):10575507-10593453	0.5271
NR_028374	chr2(.):10581839-10591975	0.8355
NM_002997	chr2(.):20395557-20429927	1.3684
NM_001006946	chr2(.):20395557-20430194	1.3578
NM_005253	chr2(.):28610778-28642516	0.3704
NM_015376	chr2(.):33733941-33794798	0.1515
NM_001139488	chr2(.):33696320-33794798	0.3828
NM_012413	chr2(.):37566752-37605465	0.9479
NM_006887	chr2(.):43444540-43458745	1.7918
NR_027251	chr2(.):43449349-43460994	1.3839
NM_001171507	chr2(.):47124008-47148251	0.1017
NM_001171506	chr2(.):47124008-47148007	0.1025
NM_001171508	chr2(.):47124008-47173994	0.2986
NM_002354	chr2(.):47591286-47619167	0.0761
NM_001193493	chr2(.):65210578-65256000	0.3722
NM_003038	chr2(.):65211494-65256000	0.3785
NM_015147	chr2(.):65278494-65319142	0.2445
NM_181784	chr2(.):65532984-65664656	0.3315
NM_001128210	chr2(.):65532984-65598931	0.1423
NM_006196	chr2(.):70309584-70321334	1.4474
NR_024444	chr2(.):70346167-70357448	0.489
NM_020122	chr2(.):85193230-85291595	0.1571
NM_003761	chr2(.):85799613-85814156	0.1734
NM_005911	chr2(.):85761287-85777403	0.584
NM_000821	chr2(.):85771192-85793657	0.1269
NM_006634	chr2(.):85806530-85825511	0.1662
NM_001042437	chr2(.):86061271-86099793	0.3001
NM_015425	chr2(.):86248450-86338278	0.3715
NR_026984	chr2(.):86242338-86255991	0.1674
NR_015424	chr2(.):89060418-89111109	0.1546
NR_026875	chr2(.):97158382-97178846	0.1703
NM_212481	chr2(.):97197463-97223371	1.0124
NR_003070	chr2(.):101884397-101894511	0.067
NM_173647	chr2(.):101887062-101930178	0.2429
NM_006538	chr2(.):111873490-111931022	0.3437
NM_207002	chr2(.):111873490-111891423	0.7797
NM_001161403	chr2(.):128390995-128437764	0.0884
NM_001161404	chr2(.):128390995-128444360	0.088
NM_017980	chr2(.):128390995-128427167	0.0952
NM_032740	chr2(.):128453596-128466407	0.7092
NM_001006622	chr2(.):128515059-128573761	0.1839
NM_004805	chr2(.):128598839-128620729	0.2279
NM_001085365	chr2(.):132236532-132255064	0.4864
NR_002826	chr2(.):132194733-132207467	0.0634
NM_080386	chr2(.):132228665-132245507	0.0625
NM_138770	chr2(.):132280491-132296239	0.2156
NR_031608	chr2(.):133009538-133019653	0.6016
NR_037450	chr2(.):134879695-134889763	0.367
NR_024275	chr2(.):135201959-135217192	0.0856
NM_017892	chr2(.):153503106-153578975	0.1644
NM_004288	chr2(.):158266130-158305604	0.3687
NM_002610	chr2(.):173415778-173468862	0.4142
NM_001172712	chr2(.):174766186-174835430	0.2705
NM_001017371	chr2(.):174766186-174833947	0.2754
NM_003387	chr2(.):175419301-175504307	0.3667
NR_036075	chr2(.):178115672-178125738	0.1007
NM_002491	chr2(.):201931461-201955473	0.1756
NM_001127183	chr2(.):201978386-202033841	0.6599
NM_033356	chr2(.):202120222-202157434	0.4856
NM_001080125	chr2(.):202117753-202157434	0.5247
NM_006139	chr2(.):204566197-204607557	0.4295
NM_020923	chr2(.):207134522-207184148	0.2181
NR_036227	chr2(.):207969710-207979797	0.1459
NM_017431	chr2(.):219682105-219701512	0.0763
NM_025216	chr2(.):219740254-219763651	1.1501
NM_006522	chr2(.):219719545-219743954	0.1571
NM_024795	chr2(.):228221873-228249022	0.0698
NM_001099285	chr2(.):232568234-232583250	1.4397
NM_002601	chr2(.):232592146-232650974	0.1545
NR_036052	chr2(.):232573023-232583105	1.0394
NR_031717	chr2(.):232751951-232762008	0.1227
NM_004735	chr2(.):238595806-238679558	0.3292
NM_022817	chr2(.):239147678-239202207	0.5289
NR_026923	chr2(.):239135326-239147985	0.1482
NM_001142853	chr2(.):239141907-239153681	0.4352
NR_026926	chr2(.):239128753-239145318	0.1068
NM_001167599	chr2(.):242747029-242763739	0.0824
NM_005018	chr2(.):242787032-242806058	0.4649
NM_173821	chr2(.):242806885-242820482	0.1103
NM_001197113	chr3(.):158782040-159620155	0.1154
NM_014674	chr3(.):5224358-5266650	0.83
NM_001683	chr3(.):10360706-10552268	0.1704
NR_027007	chr3(.):9425536-9444174	0.5787
NR_031662	chr3(.):99268152-99722059	0.1115
NM_003571	chr3(.):133113789-133199056	0.4423
NM_207294	chr3(.):152012193-152188569	0.1536
NM_021038	chr3(.):151980828-152188568	0.2179
NM_207015	chr3(.):174572110-175528428	0.1402
NM_024947	chr3(.):169800367-169904537	0.4329
NM_001135095	chr3(.):171753343-172123492	0.3866
NM_022763	chr3(.):171752417-172123492	0.3868
NM_181361	chr3(.):178249223-178567217	0.1482
NM_001134382	chr3(.):12933718-13119617	0.2533
NM_024923	chr3(.):13352736-13466809	0.3262
NM_014869	chr3(.):12933718-13013960	0.08
NM_144636	chr3(.):14148576-14171371	0.6657
NM_182666	chr3(.):23842438-23937807	0.2338
NM_178862	chr3(.):31569490-31682556	0.1448
NM_001123396	chr3(.):46390234-46405868	0.7204
NM_006321	chr3(.):48951280-49027971	0.2572
NM_181042	chr3(.):52574367-52718739	0.0838
NM_018313	chr3(.):52574367-52724866	0.107
NM_007114	chr3(.):69063977-69106484	0.1088
NM_020351	chr3(.):99352453-99520158	0.0793
NM_014429	chr3(.):108672086-108841993	0.1375
NM_001009899	chr3(.):113362232-113420493	0.1086
NM_001690	chr3(.):113460865-113535905	0.2093
NM_002093	chr3(.):119535801-119818264	0.0999
NM_001099678	chr3(.):120038575-120073186	0.2905
NM_002213	chr3(.):124476794-124611144	0.4234
NM_001012337	chr3(.):125683027-125707296	0.0753
NM_032343	chr3(.):126418117-126684244	0.1294
NM_001128224	chr3(.):129361634-129617419	0.1143
NM_001017395	chr3(.):129361634-129604402	0.0788
NM_001134422	chr3(.):133287433-133314118	0.4775
NM_001134423	chr3(.):133288300-133314118	0.4885
NM_001080412	chr3(.):141038054-141173632	0.8294
NM_016275	chr3(.):150316065-150353234	0.424
NM_001193283	chr3(.):156539147-156648045	0.1359
NM_001004316	chr3(.):156539095-156768918	0.1407
NM_001042706	chr3(.):158782040-158986535	0.1815
NM_001042705	chr3(.):158782040-158989096	0.1801
NM_001190242	chr3(.):159969773-160106554	0.1231
NM_001190241	chr3(.):159969773-160122320	0.2326
NM_002740	chr3(.):169935219-170028770	0.2381
NM_024665	chr3(.):176733541-176920048	0.5444
NM_005832	chr3(.):178271617-178567217	0.1327
NM_130446	chr3(.):183200318-183278499	1.0482
NM_017644	chr3(.):183348410-183407304	0.2472
NM_002808	chr3(.):184012021-184031840	0.2329
NM_173216	chr3(.):186643314-186801341	0.5297
NM_003032	chr3(.):186734664-186801341	0.561
NM_005524	chr3(.):193848933-193861396	1.47
NM_001647	chr3(.):195290572-195316076	0.1246
NM_152617	chr3(.):196190656-196235639	0.2959
NM_005929	chr3(.):196723611-196761687	0.3694
NM_004051	chr3(.):197231653-197287858	0.2813
NM_203315	chr3(.):197231653-197305194	0.2455
NR_003291	chr3(.):197779403-197812542	0.3262
NM_015931	chr3(.):8656319-8698737	0.0874
NM_015453	chr3(.):9399716-9433475	0.172
NM_001080517	chr3(.):9434402-9524838	0.1896
NR_030614	chr3(.):10431172-10441246	1.0915
NM_024334	chr3(.):14161439-14190180	0.5382
NM_194293	chr3(.):39219706-39239077	0.2724
NM_001198621	chr3(.):39219705-39239085	0.2723
NM_014240	chr3(.):45631322-45727755	0.3625
NM_001295	chr3(.):46238199-46254832	0.8882
NM_001837	chr3(.):46278871-46313197	0.1113
NM_001100168	chr3(.):46406632-46422697	0.4025
NM_003212	chr3(.):46614075-46628952	0.0866
NM_001174136	chr3(.):46611044-46628952	0.0803
NM_024512	chr3(.):46551877-46613011	0.3912
NM_031440	chr3(.):46534484-46547439	0.251
NM_001123040	chr3(.):48950220-48961818	0.7549
NM_000387	chr3(.):48889355-48941402	0.1888
NM_199074	chr3(.):49052907-49065926	0.8749
NM_199073	chr3(.):49053617-49065926	0.9212
NM_177939	chr3(.):49022340-49049581	0.2631
NM_018031	chr3(.):49039636-49058386	0.442
NM_000884	chr3(.):49056761-49071875	0.7126
NM_018114	chr3(.):49047434-49063467	0.7074
NM_199070	chr3(.):49054073-49065926	0.9534
NM_001009996	chr3(.):49047434-49061017	0.7789
NR_029690	chr3(.):49053050-49063142	1.066
NR_029948	chr3(.):49052580-49062667	1.0553
NM_001010983	chr3(.):52723503-52745048	0.5908
NM_206825	chr3(.):52714935-52733510	0.3885
NR_003687	chr3(.):52719753-52729846	0.3721
NM_014041	chr3(.):52734856-52747197	0.8878
NR_003057	chr3(.):52721751-52731828	0.2187
NM_152932	chr3(.):52723503-52742622	0.4956
NR_003047	chr3(.):52718255-52728331	0.4548
NM_001193533	chr3(.):52739795-52809965	0.2581
