GENE_ID	locusLine	bin_1_MOLP-8.jin.bam
NM_002232	chr1(.):111209309-111222655	0.6836
NR_034126	chr1(.):112136628-112155940	0.7424
NM_017709	chr1(.):118143603-118176011	0.9279
NM_207418	chr1(.):143891451-143918143	0.8325
NM_032305	chr1(.):145451235-145475387	0.7604
NM_202004	chr1(.):145408190-145422545	0.1534
NM_006472	chr1(.):145433461-145447628	1.4245
NM_001039888	chr1(.):145465507-145480647	0.7058
NM_005399	chr1(.):146621684-146649129	0.3961
NR_002305	chr1(.):146644429-146656528	0.2215
NM_001161334	chr1(.):149749244-149788928	0.4183
NM_001034077	chr1(.):149799220-149809616	1.9835
NM_001005464	chr1(.):149807258-149817765	3.6841
NM_001040874	chr1(.):149808784-149819318	3.6479
NM_001123375	chr1(.):149779779-149790236	0.9196
NM_000566	chr1(.):149749249-149769074	0.2922
NM_005850	chr1(.):149890210-149904702	0.6195
NM_016074	chr1(.):149866154-149877348	1.02
NM_003528	chr1(.):149851009-149863232	2.7131
NM_003517	chr1(.):149853524-149863961	3.1446
NM_175065	chr1(.):149854018-149864466	3.1325
NM_014849	chr1(.):149869871-149894434	0.646
NM_181873	chr1(.):149895542-149913266	0.7545
NM_001145862	chr1(.):149895542-149913791	0.7328
NR_036461	chr1(.):149816758-149827340	3.5819
NM_001040874	chr1(.):149817627-149828161	3.579
NM_001005464	chr1(.):149819180-149829687	3.6187
NM_001034077	chr1(.):149827329-149837725	1.9558
NM_019032	chr1(.):150516897-150538412	1.3192
NR_036211	chr1(.):150519404-150529490	0.5229
NM_001197320	chr1(.):150542026-150557214	1.1951
NM_001163258	chr1(.):150964300-150985854	1.001
NM_181746	chr1(.):150932648-150952440	0.5844
NM_003568	chr1(.):150949498-150973114	0.4184
NM_001163260	chr1(.):150964300-150984273	1.0733
NM_001040217	chr1(.):150964300-150984385	1.0692
NM_138278	chr1(.):151004028-151025076	0.4531
NM_017860	chr1(.):151015258-151028871	0.6201
NM_020452	chr1(.):154295275-154328780	0.9935
NM_001005855	chr1(.):154293035-154315322	1.3513
NM_080429	chr1(.):154288591-154302801	1.9027
NM_017582	chr1(.):154516050-154536120	0.5079
NM_001193495	chr1(.):154549533-154583776	1.0048
NM_001111	chr1(.):154549533-154585724	0.9706
NM_001025107	chr1(.):154549533-154605456	0.8968
NM_000748	chr1(.):154535256-154557353	0.221
NM_006556	chr1(.):154892207-154914484	1.2817
NM_001130041	chr1(.):154929773-154951959	1.5554
NM_001130040	chr1(.):154929773-154948223	1.7471
NM_201398	chr1(.):154950769-154970587	0.4629
NM_015872	chr1(.):154970111-154995999	1.1273
NM_207196	chr1(.):155018761-155040252	0.4932
NM_018655	chr1(.):154961061-154971791	0.4772
NM_001143687	chr1(.):155001281-155028406	0.4715
NR_024163	chr1(.):154942117-154956725	1.6504
NM_144622	chr1(.):154986002-155011257	0.349
NM_138300	chr1(.):154924501-154939258	1.5718
NR_036212	chr1(.):154943168-154953259	1.8201
NM_006912	chr1(.):155862600-155886177	0.2223
NM_001162384	chr1(.):155911629-155953336	1.4079
NM_181885	chr1(.):155906479-155917625	1.935
NM_004723	chr1(.):155911629-155952966	1.4163
NM_014949	chr1(.):155877835-155909188	0.4637
NR_002974	chr1(.):155884699-155894833	0.1471
NR_003005	chr1(.):155890748-155900877	0.2007
NM_003145	chr1(.):155973838-155995758	0.456
NM_005920	chr1(.):156428518-156475529	1.6847
NM_198427	chr1(.):156606739-156628264	0.1785
NM_021817	chr1(.):156584085-156600517	0.1337
NM_004494	chr1(.):156706898-156726543	1.7109
NM_001126051	chr1(.):156706898-156727024	1.6763
NM_001126050	chr1(.):156706898-156727240	1.6617
NM_030980	chr1(.):156687412-156702705	0.7209
NM_001878	chr1(.):156664407-156680375	0.3055
NM_001142560	chr1(.):156693262-156711752	0.8923
NM_145729	chr1(.):156702093-156715923	0.6783
NM_006617	chr1(.):156633555-156652189	0.5665
NR_001560	chr1(.):157093153-157103463	0.1596
NM_005240	chr1(.):157097975-157113177	0.6539
NM_001145312	chr1(.):157089458-157113383	0.4857
NM_003564	chr1(.):159882902-159900284	1.8814
NM_012337	chr1(.):159837153-159874906	0.1958
NM_001146172	chr1(.):159916281-159929044	0.1411
NM_022100	chr1(.):174977093-174997591	0.3744
NR_033186	chr1(.):178506930-178523024	0.5862
NM_015602	chr1(.):179846419-179894211	0.5214
NR_034150	chr1(.):203262885-203279453	1.5106
NM_006763	chr1(.):203269663-203283729	1.3079
NM_002023	chr1(.):203304751-203325289	0.1604
NM_030952	chr1(.):205266190-205295883	0.2802
NM_001123168	chr1(.):206133910-206160074	0.7894
NM_020997	chr1(.):226068981-226081836	0.6823
NM_014698	chr1(.):226028232-226075420	0.4004
NM_001172425	chr1(.):226119297-226134083	0.9382
NM_152608	chr1(.):226165402-226192066	0.606
NM_013328	chr1(.):226102579-226116965	1.5277
NM_181441	chr1(.):228289379-228302013	1.1768
NR_037415	chr1(.):228279963-228290042	0.2852
NM_024319	chr1(.):228283427-228296022	0.6323
NM_001159391	chr1(.):228327403-228341655	0.8406
NM_001159390	chr1(.):228322928-228341655	0.7175
NM_020435	chr1(.):228332552-228352527	0.3097
NM_001010867	chr1(.):228348428-228374958	0.4803
NM_145257	chr1(.):229451751-229483688	0.6139
NM_006542	chr1(.):229435128-229446250	0.114
NM_022786	chr1(.):231109822-231141479	0.3573
NR_031593	chr1(.):231150573-231160670	0.1535
NM_182972	chr1(.):234735014-234750271	1.9405
NR_033927	chr1(.):234760056-234775526	0.1046
NM_031844	chr1(.):245008601-245032827	0.7148
NM_198076	chr1(.):244993638-245013359	0.8903
NR_026778	chr1(.):244998939-245015243	0.2913
NM_014600	chr2(.):31451879-31496260	0.4829
NR_033872	chr2(.):70184394-70319147	0.2746
NR_015395	chr2(.):112119590-112257692	0.4459
NR_024373	chr2(.):112181885-112257692	0.6679
NM_001012514	chr2(.):231724620-231748963	0.8719
NM_001037131	chr2(.):236397735-237039120	0.147
NR_024204	chr2(.):87749973-87826030	0.6727
NM_004027	chr2(.):99056320-99212496	0.4633
NM_001566	chr2(.):99056320-99203284	0.4864
NM_144710	chr2(.):110295375-110376783	0.1886
NM_001142807	chr2(.):111485149-111880799	0.1871
NM_005721	chr2(.):114642536-114721167	0.2365
NM_001080458	chr2(.):176939834-176953690	0.2144
NM_001228	chr2(.):202093165-202157434	0.4837
NM_003879	chr2(.):201975889-202034003	0.6145
NM_001127184	chr2(.):201975815-202011323	0.9009
NM_173822	chr2(.):201833440-201941392	0.1365
NM_033358	chr2(.):202093165-202151638	0.5241
NM_001037631	chr2(.):204727508-204743683	0.8203
NM_001167608	chr2(.):227695670-227868923	0.1478
NM_017844	chr2(.):241413838-241502405	0.1612
NM_001195381	chr2(.):241539824-241575676	0.1392
NM_005301	chr2(.):241559661-241575676	0.1742
NM_001037160	chr2(.):10191925-10225538	0.4099
NM_182626	chr2(.):10276508-10356856	0.1348
NM_001165931	chr2(.):10257694-10276546	0.8489
NM_001034	chr2(.):10257862-10276546	0.8544
NM_002997	chr2(.):20395557-20429927	1.0983
NM_001006946	chr2(.):20395557-20430194	1.0898
NM_004040	chr2(.):20641834-20654201	0.8936
NM_001145122	chr2(.):31390921-31445411	0.1381
NM_006887	chr2(.):43444540-43458745	1.6407
NR_027251	chr2(.):43449349-43460994	1.4865
NM_001193493	chr2(.):65210578-65256000	0.4563
NM_003038	chr2(.):65211494-65256000	0.4588
NM_006196	chr2(.):70309584-70321334	1.6986
NR_024444	chr2(.):70346167-70357448	0.6636
NM_015425	chr2(.):86248450-86338278	0.3219
NR_026984	chr2(.):86242338-86255991	0.1876
NM_023016	chr2(.):110366910-110381564	0.4074
NM_006538	chr2(.):111873490-111931022	0.3698
NM_207002	chr2(.):111873490-111891423	0.696
NM_001006622	chr2(.):128515059-128573761	0.1976
NM_004805	chr2(.):128598839-128620729	0.2777
NM_003467	chr2(.):136866918-136880725	0.4325
NM_001008540	chr2(.):136866918-136878813	0.4951
NM_004288	chr2(.):158266130-158305604	0.376
NM_002148	chr2(.):176976491-176989670	0.1321
NM_021192	chr2(.):176967083-176979316	0.7164
NM_021193	chr2(.):176959529-176970488	0.9977
NM_014621	chr2(.):177011112-177022949	0.4232
NM_014213	chr2(.):176982412-176994645	0.1446
NM_019558	chr2(.):176989476-177001728	0.4832
NM_000523	chr2(.):176952531-176965666	0.6723
NR_029609	chr2(.):177010030-177020140	0.4699
NM_002491	chr2(.):201931461-201955473	0.3162
NM_001127183	chr2(.):201978386-202033841	0.6369
NM_033356	chr2(.):202120222-202157434	0.4968
NM_001080125	chr2(.):202117753-202157434	0.5539
NM_020923	chr2(.):207134522-207184148	0.2796
NM_182642	chr2(.):219259813-219274148	1.1591
NM_198559	chr2(.):219216578-219237817	0.1837
NM_021198	chr2(.):219259477-219275664	1.0435
NM_000578	chr2(.):219241751-219266617	0.6459
NR_029500	chr2(.):219262368-219272445	1.125
NM_007127	chr2(.):219278837-219319248	0.1335
NM_005544	chr2(.):227591032-227668506	0.2007
NM_001099285	chr2(.):232568234-232583250	2.2331
NR_036052	chr2(.):232573023-232583105	1.3011
NM_023083	chr2(.):241521132-241543526	0.5956
NM_001033575	chr2(.):241494470-241508431	0.8478
NM_018226	chr2(.):241503103-241523143	0.7892
NR_027007	chr3(.):9425536-9444174	0.7616
NM_015576	chr3(.):55537335-56507391	0.12
NM_002841	chr3(.):61542242-62285573	0.1314
NM_003571	chr3(.):133113789-133199056	0.3784
NM_001161566	chr3(.):170775291-171183197	0.1778
NM_001135095	chr3(.):171753343-172123492	0.2504
NM_022763	chr3(.):171752417-172123492	0.2501
NM_001134382	chr3(.):12933718-13119617	0.305
NM_014869	chr3(.):12933718-13013960	0.1669
NM_033027	chr3(.):39178341-39200102	0.705
NM_001136469	chr3(.):132752170-133121619	0.1772
NM_001080412	chr3(.):141038054-141173632	0.4167
NM_024665	chr3(.):176733541-176920048	0.1498
NM_173216	chr3(.):186643314-186801341	0.3491
NM_003032	chr3(.):186734664-186801341	0.2983
NR_003264	chr3(.):195681791-195722150	0.4106
NM_001647	chr3(.):195290572-195316076	0.0835
NM_015453	chr3(.):9399716-9433475	0.1655
NM_001080517	chr3(.):9434402-9524838	0.2212
NM_031899	chr3(.):39133090-39154130	0.2688
NM_145755	chr3(.):39144151-39185394	0.246
NM_194293	chr3(.):39219706-39239077	0.1578
NM_001198621	chr3(.):39219705-39239085	0.1577
NM_014240	chr3(.):45631322-45727755	0.2732
NM_003392	chr3(.):55494742-55526331	0.5614
NR_024615	chr3(.):55686242-55698497	0.3884
NM_001145417	chr3(.):135862759-135918310	0.3519
NM_018133	chr3(.):135862759-135919688	0.3444
NM_004267	chr3(.):142833667-142846812	0.781
NR_034008	chr3(.):156802669-156823924	1.0805
NR_034007	chr3(.):156794455-156845791	0.595
NM_014373	chr3(.):169750734-169808183	0.4514
NR_027767	chr3(.):171059722-171183197	0.1605
NR_003265	chr3(.):195379909-195420735	0.4673
NM_005781	chr3(.):195585235-195640880	0.2674
NR_003266	chr3(.):197335897-197359752	0.3522
NM_014687	chr3(.):197393258-197468773	0.3754
NM_001145642	chr3(.):197393313-197481568	0.4106
NR_027840	chr3(.):197472260-197516317	0.2258
NM_032288	chr3(.):197471623-197516317	0.2233
NR_030627	chr3(.):197396366-197406447	0.0766
NM_001011537	chr3(.):197471423-197516317	0.2223
NM_003501	chr4(.):8363008-8447452	0.4504
NM_144571	chr4(.):78629540-78745544	0.1991
NM_004310	chr4(.):40193526-40251281	0.5463
NM_002703	chr4(.):57254528-57306845	0.2572
NM_005935	chr4(.):87923152-88067191	0.1867
NM_001166693	chr4(.):87851153-88067206	0.2686
NM_024900	chr4(.):129725778-129790787	0.3135
NM_199320	chr4(.):129725778-129801379	0.2798
NM_018717	chr4(.):140632545-141080233	0.1267
NM_002039	chr4(.):144252982-144400718	0.3824
NM_153343	chr4(.):185004858-185144114	0.0863
NM_002199	chr4(.):185303875-185400726	0.7004
NM_152544	chr4(.):8437531-8483282	0.1922
NM_181806	chr4(.):57199456-57258638	0.123
NM_001079525	chr4(.):57297268-57332534	0.3605
NM_006947	chr4(.):57328761-57374847	0.1429
NM_006452	chr4(.):57296914-57332534	0.3569
NM_031889	chr4(.):71489460-71517536	0.1319
NM_144646	chr4(.):71516257-71537348	0.8543
NM_020368	chr4(.):71549195-71561268	0.521
NM_014961	chr4(.):71582695-71664274	0.1272
NM_001130709	chr4(.):71565653-71660614	0.1722
NM_017426	chr4(.):77030816-77074655	0.147
NM_005506	chr4(.):77074893-77140035	0.4166
NM_020236	chr4(.):78778804-78878944	0.087
NM_012334	chr5(.):16657015-16941385	0.2222
NM_001992	chr5(.):76006867-76036595	1.1066
NR_027435	chr5(.):90671163-90721532	0.2643
NM_005575	chr5(.):96266345-96370115	0.1879
NM_175920	chr5(.):96289155-96370115	0.0831
NM_001020825	chr5(.):142652495-142788254	0.1716
NM_001018076	chr5(.):142652495-142789045	0.1706
NM_001018075	chr5(.):142652495-142820077	0.1494
NM_153607	chr5(.):172478354-172571291	0.1355
NM_001167579	chr5(.):176806431-176822514	0.1015
NM_001193376	chr5(.):1248286-1300162	0.3362
NM_030782	chr5(.):1312999-1350002	1.1699
NM_032479	chr5(.):1793498-1804956	1.1282
NM_004553	chr5(.):1796495-1821167	0.4533
NM_001145161	chr5(.):6443735-6501834	0.3686
NM_006713	chr5(.):32580604-32609185	0.6617
NR_034127	chr5(.):43060288-43072073	0.7158
NM_001014279	chr5(.):43034181-43045447	1.71
NR_034085	chr5(.):43011149-43023913	0.6152
NR_015447	chr5(.):43037235-43050370	1.341
NR_028375	chr5(.):76002762-76013686	1.7586
NM_020801	chr5(.):90659540-90684149	0.4802
NR_036052	chr5(.):118305280-118315362	0.0877
NM_005573	chr5(.):126107314-126177712	0.2887
NM_001198557	chr5(.):126107844-126177712	0.2906
NM_015288	chr5(.):133856797-133923918	0.2815
NM_016480	chr5(.):138672518-138710409	0.2567
NM_194296	chr5(.):138727455-138744776	0.8503
NM_152686	chr5(.):138740891-138780214	0.275
NM_152685	chr5(.):138697884-138724039	0.2775
NM_001033112	chr5(.):138673133-138710409	0.2603
NM_001161546	chr5(.):138722634-138735885	1.7219
NM_016459	chr5(.):138718256-138730605	1.8457
NM_016463	chr5(.):139023300-139067680	0.6986
NM_006058	chr5(.):150404505-150465997	0.3926
NM_003945	chr5(.):172405762-172466900	0.3399
NR_002988	chr5(.):172442728-172452932	0.179
NM_002082	chr5(.):176848686-176874850	0.96
NM_030567	chr5(.):176868795-176888287	0.4157
NM_000505	chr5(.):176824138-176841577	0.517
NM_080881	chr5(.):176878613-176904871	0.2594
NM_004395	chr5(.):176878613-176905694	0.2564
NM_001004105	chr5(.):176848686-176873354	0.926
NM_001174102	chr5(.):176870325-176888283	0.4271
NM_001029886	chr5(.):176822107-176832637	0.4904
NM_006098	chr5(.):180658927-180675906	0.9532
NM_033342	chr5(.):180625119-180637177	0.2657
NR_002591	chr5(.):180665313-180675376	1.4079
NR_002592	chr5(.):180663817-180673889	1.1565
NM_032765	chr5(.):180678385-180693119	0.7283
NM_203297	chr5(.):180615923-180632930	0.5182
NM_203296	chr5(.):180615923-180636340	0.5293
NM_033549	chr5(.):180645305-180667808	0.5707
NM_022758	chr6(.):34550065-34669625	0.256
NM_181356	chr6(.):44791469-45350670	0.0657
NM_003599	chr6(.):44792449-45350575	0.0654
NM_012288	chr6(.):52357199-52446862	0.7271
NM_001160134	chr6(.):73326570-73913573	0.1227
NM_005907	chr6(.):119494266-119675926	0.1911
NM_020732	chr6(.):157094063-157536913	0.1991
NM_001122742	chr6(.):152006630-152429408	0.2268
NM_001195286	chr6(.):386738-416443	0.7722
NR_037616	chr6(.):7876482-8069647	0.5216
NM_000332	chr6(.):16294342-16766721	0.2102
NM_001090	chr6(.):30534169-30564309	0.2358
NM_172166	chr6(.):31702724-31735455	0.5269
NM_004348	chr6(.):45384913-45523819	0.2738
NM_001024630	chr6(.):45291053-45523819	0.2126
NM_153816	chr6(.):86210214-86308629	0.0945
NM_016021	chr6(.):90031343-90067619	0.6794
NM_001170794	chr6(.):90631246-91011627	0.2043
NM_021813	chr6(.):90631246-91011562	0.2044
NM_001455	chr6(.):108877068-109010971	0.3996
NM_201559	chr6(.):108876025-109010971	0.3978
NM_002912	chr6(.):111615233-111809414	0.1466
NM_006734	chr6(.):143067603-143271338	0.3134
NM_001122740	chr6(.):152123453-152429408	0.2292
NM_000125	chr6(.):152123813-152429408	0.2294
NM_001122741	chr6(.):152121807-152429408	0.2282
NM_001166412	chr6(.):168836830-169073674	0.1754
NM_020185	chr6(.):287100-356355	1.767
NR_027712	chr6(.):7981334-7995577	0.2058
NM_001145549	chr6(.):7876482-7915310	1.3115
NM_030810	chr6(.):7876482-7916047	1.3734
NM_003526	chr6(.):26118694-26129132	1.2088
NM_139006	chr6(.):26082508-26100469	0.1524
NM_021065	chr6(.):26194011-26204471	1.4079
NM_003530	chr6(.):26192011-26204464	1.1958
NM_138720	chr6(.):26153348-26176576	0.7383
NM_003523	chr6(.):26179023-26189458	0.2341
NM_003539	chr6(.):26183937-26194304	0.2936
NM_003545	chr6(.):26199872-26210249	0.879
NM_021063	chr6(.):26153348-26163871	1.1867
NM_005321	chr6(.):26151558-26162343	1.1413
NM_003512	chr6(.):26119372-26129918	1.1998
NM_003542	chr6(.):26099175-26109565	0.3262
NM_005323	chr6(.):26102639-26113364	0.3063
NM_003522	chr6(.):26194786-26205216	1.5711
NM_003518	chr6(.):26211427-26221872	0.7177
NM_021052	chr6(.):26212147-26222711	0.6995
NM_003543	chr6(.):26280353-26290727	0.9336
NM_003532	chr6(.):26220382-26230844	0.1204
NM_003524	chr6(.):26246878-26257303	0.8262
NM_003534	chr6(.):26266145-26276612	0.8535
NM_003547	chr6(.):26241838-26252205	0.6748
NM_003540	chr6(.):26235653-26246021	0.0951
NM_021018	chr6(.):26245369-26255835	0.8167
NM_005320	chr6(.):26229439-26240216	0.4622
NM_003525	chr6(.):26268203-26278640	0.8719
NM_001145008	chr6(.):26397464-26420444	0.2097
NM_001197240	chr6(.):26378328-26400100	0.4478
NM_001197247	chr6(.):26360397-26383540	0.623
NM_001197238	chr6(.):26378323-26400100	0.4477
NM_001197237	chr6(.):26378438-26400100	0.4482
NM_001197248	chr6(.):26360469-26383540	0.6205
NM_001197246	chr6(.):26363405-26383540	0.4557
NM_021064	chr6(.):27095816-27106314	1.4611
NM_080593	chr6(.):27101071-27119637	1.1602
NM_080596	chr6(.):27109907-27120346	1.1811
NR_036096	chr6(.):27110404-27120467	1.1829
NM_021058	chr6(.):27095094-27105575	1.4833
NM_003495	chr6(.):27102087-27112457	0.7296
NM_021066	chr6(.):27777079-27787518	1.2315
NM_003536	chr6(.):27772841-27783314	1.7012
NM_003509	chr6(.):27770976-27781445	1.3297
NM_003519	chr6(.):27770256-27780709	1.2725
NM_003521	chr6(.):27777821-27788267	1.2062
NM_003535	chr6(.):27853092-27863570	1.2125
NM_003527	chr6(.):27856202-27866669	1.2453
NM_003520	chr6(.):27801439-27811888	1.4394
NM_003511	chr6(.):27828106-27838576	0.563
NM_003533	chr6(.):27834622-27845099	0.3786
NM_003510	chr6(.):27800657-27811117	1.4233
NM_003541	chr6(.):27793951-27804305	0.6642
NM_005322	chr6(.):27829569-27840359	0.6646
NM_033057	chr6(.):27873962-27885174	0.0499
NM_021968	chr6(.):27786902-27797258	0.6093
NM_003514	chr6(.):27855476-27865963	1.2365
NM_003546	chr6(.):27835925-27846289	0.2564
NM_001031722	chr6(.):30589662-30619598	0.2459
NR_033823	chr6(.):30589612-30619598	0.2457
NM_001161376	chr6(.):30609815-30625987	0.3454
NM_002714	chr6(.):30563181-30590020	0.5372
NM_014046	chr6(.):30580485-30599174	0.7405
NR_030615	chr6(.):30547108-30557194	0.1067
NM_021246	chr6(.):31678132-31690581	0.14
NM_138275	chr6(.):31686160-31697851	0.1895
NR_033488	chr6(.):31649725-31675850	0.2773
NM_013974	chr6(.):31689816-31703039	0.3349
NM_001288	chr6(.):31693357-31709341	1.0076
NM_001003693	chr6(.):31669683-31683372	0.3779
NM_021160	chr6(.):31649725-31676137	0.2755
NR_024541	chr6(.):31674752-31686842	0.1209
NM_025261	chr6(.):31681424-31694510	0.1566
NM_001039651	chr6(.):31725772-31737624	0.1777
NM_025258	chr6(.):31728370-31750108	0.2096
NM_006120	chr6(.):32911390-32925899	0.1081
NM_002119	chr6(.):32966959-32982389	0.0739
NM_002118	chr6(.):32897405-32913847	0.0723
NM_005104	chr6(.):32931436-32954282	1.2863
NM_001113182	chr6(.):32933664-32954282	1.4169
NM_001199455	chr6(.):32934371-32954282	1.4659
NM_001199456	chr6(.):32935860-32954282	1.5315
NR_027256	chr6(.):41171291-41190685	0.0797
NM_198153	chr6(.):41191061-41211120	0.0836
NM_018643	chr6(.):41238711-41259457	0.0907
NR_002794	chr6(.):41212114-41222327	0.2202
NM_000322	chr6(.):42659332-42695358	0.1254
NM_003192	chr6(.):42707233-42718884	0.9692
NR_037141	chr6(.):42690313-42700932	0.069
NM_015089	chr6(.):43144921-43197325	0.2216
NM_003131	chr6(.):43133919-43154244	1.1682
NM_001171629	chr6(.):43732945-43759223	0.5392
NM_001402	chr6(.):74220472-74235755	1.0748
NM_001159676	chr6(.):86312501-86356169	0.378
NM_001159677	chr6(.):86312501-86358043	0.3638
NM_001159674	chr6(.):86312501-86357608	0.3667
NM_006372	chr6(.):86318692-86358043	0.4017
NM_001159673	chr6(.):86312501-86357640	0.3664
NR_003044	chr6(.):86382306-86392377	0.7638
NR_003038	chr6(.):86381724-86393451	0.665
NR_002743	chr6(.):86382011-86392086	0.7586
NM_002043	chr6(.):89962238-90029967	0.3709
NR_034109	chr6(.):111799674-111928497	0.2603
NR_034111	chr6(.):111799674-111829811	0.4961
NR_034110	chr6(.):111799674-111904383	0.2629
NM_006079	chr6(.):139688396-139700785	1.0998
NM_001168389	chr6(.):139688396-139700350	1.1339
NM_001168388	chr6(.):139688396-139700499	1.1204
NM_001259	chr7(.):92229234-92468231	0.2678
NM_001145306	chr7(.):92229234-92470941	0.2652
NM_001013836	chr7(.):1850427-2277583	0.2204
NM_004289	chr7(.):26186846-26231756	0.1244
NM_030796	chr7(.):55533305-55645200	0.6859
NM_015570	chr7(.):69058905-70262885	0.197
NM_001127231	chr7(.):69058904-70262475	0.197
NM_001127232	chr7(.):69058905-69760607	0.2378
NM_022740	chr7(.):139241315-139482693	0.2636
NM_130843	chr7(.):157326749-158385482	0.1018
NM_015949	chr7(.):911190-941071	0.3003
NM_001080495	chr7(.):5341422-5468177	0.1726
NM_138426	chr7(.):8003422-8133709	0.1953
NM_006547	chr7(.):23344827-23514995	0.2155
NM_145321	chr7(.):24831163-25024760	0.1944
NM_182899	chr7(.):28333939-28870511	0.1073
NM_001011666	chr7(.):28720720-28870511	0.1288
NM_004904	chr7(.):28470233-28870511	0.1135
NM_182898	chr7(.):28447143-28870511	0.1148
NM_022748	chr7(.):47309751-47584199	0.1857
NM_182931	chr7(.):104649636-104759532	0.3209
NM_003344	chr7(.):129467994-129597789	0.222
NM_001166254	chr7(.):139473046-139725125	0.2253
NR_029394	chr7(.):139523951-139725125	0.2037
