GENE_ID	locusLine	bin_1_43_0EXV_0229Kronos_MM1S-KB-24hr-1_Input_hs_i87.bam
1_MACS_peak_572_lociStitched	chr1(.):4100699-4101097	0.0388
2_MACS_peak_573_lociStitched	chr1(.):4107990-4109507	0.0733
9_MACS_peak_575_lociStitched	chr1(.):4110888-4123504	0.0647
5_MACS_peak_584_lociStitched	chr1(.):4131199-4135813	0.0828
1_MACS_peak_589_lociStitched	chr1(.):4137319-4138255	0.1632
9_MACS_peak_590_lociStitched	chr1(.):4141923-4150196	0.0669
1_MACS_peak_599_lociStitched	chr1(.):4151630-4152047	0.0718
2_MACS_peak_600_lociStitched	chr1(.):4154395-4156043	0.096
3_MACS_peak_602_lociStitched	chr1(.):4164741-4170851	0.0841
2_MACS_peak_605_lociStitched	chr1(.):4172193-4173440	0.043
1_MACS_peak_607_lociStitched	chr1(.):4175031-4175397	0.0598
6_MACS_peak_608_lociStitched	chr1(.):4176423-4195166	0.0767
7_MACS_peak_614_lociStitched	chr1(.):4197155-4202621	0.0761
4_MACS_peak_621_lociStitched	chr1(.):4206800-4214862	0.0621
3_MACS_peak_625_lociStitched	chr1(.):4216334-4221618	0.053
3_MACS_peak_628_lociStitched	chr1(.):4224205-4228747	0.0852
2_MACS_peak_631_lociStitched	chr1(.):4230885-4232762	0.0562
1_MACS_peak_633_lociStitched	chr1(.):4234309-4234644	0.0635
2_MACS_peak_634_lociStitched	chr1(.):4241313-4242589	0.0894
1_MACS_peak_636_lociStitched	chr1(.):4243836-4244178	0.0
3_MACS_peak_637_lociStitched	chr1(.):4270911-4273342	0.103
8_MACS_peak_640_lociStitched	chr1(.):4274488-4285622	0.0659
2_MACS_peak_648_lociStitched	chr1(.):4288500-4290035	0.0996
2_MACS_peak_650_lociStitched	chr1(.):4291478-4293308	0.0269
2_MACS_peak_652_lociStitched	chr1(.):4330228-4331567	0.0801
2_MACS_peak_654_lociStitched	chr1(.):4334445-4336047	0.0669
2_MACS_peak_656_lociStitched	chr1(.):4370183-4372023	0.0522
3_MACS_peak_658_lociStitched	chr1(.):4384894-4387157	0.0876
1_MACS_peak_661_lociStitched	chr1(.):4388976-4389346	0.0534
1_MACS_peak_662_lociStitched	chr1(.):4390464-4391064	0.032
2_MACS_peak_663_lociStitched	chr1(.):4400551-4402050	0.0323
3_MACS_peak_665_lociStitched	chr1(.):4411007-4413477	0.0828
10_MACS_peak_668_lociStitched	chr1(.):4414484-4422415	0.061
1_MACS_peak_678_lociStitched	chr1(.):4427067-4427711	0.0878
1_MACS_peak_679_lociStitched	chr1(.):4458026-4458744	0.0459
2_MACS_peak_680_lociStitched	chr1(.):4460139-4461299	0.063
1_MACS_peak_682_lociStitched	chr1(.):4467674-4468522	0.0323
1_MACS_peak_683_lociStitched	chr1(.):4482706-4483340	0.0393
1_MACS_peak_684_lociStitched	chr1(.):4494204-4494571	0.0945
3_MACS_peak_685_lociStitched	chr1(.):4506766-4509840	0.0697
1_MACS_peak_688_lociStitched	chr1(.):4511543-4512124	0.1486
1_MACS_peak_689_lociStitched	chr1(.):4515118-4515477	0.0426
3_MACS_peak_690_lociStitched	chr1(.):4519611-4521248	0.0562
1_MACS_peak_693_lociStitched	chr1(.):4540448-4541103	0.0711
2_MACS_peak_694_lociStitched	chr1(.):4545720-4547498	0.0804
3_MACS_peak_696_lociStitched	chr1(.):4557532-4559447	0.0619
2_MACS_peak_699_lociStitched	chr1(.):4561811-4564108	0.089
1_MACS_peak_701_lociStitched	chr1(.):4569577-4569940	0.0394
5_MACS_peak_702_lociStitched	chr1(.):4575003-4579166	0.0785
1_MACS_peak_707_lociStitched	chr1(.):4584358-4584721	0.0506
3_MACS_peak_708_lociStitched	chr1(.):4586842-4589925	0.0741
1_MACS_peak_711_lociStitched	chr1(.):4622699-4623046	0.0587
1_MACS_peak_712_lociStitched	chr1(.):4625347-4625704	0.09
2_MACS_peak_713_lociStitched	chr1(.):4645257-4646983	0.0362
2_MACS_peak_715_lociStitched	chr1(.):4650310-4652467	0.0855
1_MACS_peak_717_lociStitched	chr1(.):4653577-4654232	0.0954
1_MACS_peak_718_lociStitched	chr1(.):4655303-4655962	0.061
3_MACS_peak_719_lociStitched	chr1(.):4658551-4662170	0.0829
4_MACS_peak_722_lociStitched	chr1(.):4672001-4676152	0.072
1_MACS_peak_726_lociStitched	chr1(.):4684292-4684846	0.0567
2_MACS_peak_727_lociStitched	chr1(.):4686634-4688814	0.063
1_MACS_peak_729_lociStitched	chr1(.):4689983-4690327	0.1161
4_MACS_peak_730_lociStitched	chr1(.):4693299-4699043	0.0761
1_MACS_peak_734_lociStitched	chr1(.):4700988-4701346	0.0926
1_MACS_peak_735_lociStitched	chr1(.):4711393-4711704	0.1231
1_MACS_peak_736_lociStitched	chr1(.):4713171-4713895	0.055
4_MACS_peak_737_lociStitched	chr1(.):4715897-4719970	0.0688
5_MACS_peak_741_lociStitched	chr1(.):4723726-4728782	0.0575
5_MACS_peak_746_lociStitched	chr1(.):4733000-4736758	0.0741
1_MACS_peak_751_lociStitched	chr1(.):4739953-4740309	0.0322
1_MACS_peak_752_lociStitched	chr1(.):4744703-4745033	0.0368
2_MACS_peak_753_lociStitched	chr1(.):4746187-4747166	0.0418
1_MACS_peak_755_lociStitched	chr1(.):4749472-4749915	0.0698
1_MACS_peak_756_lociStitched	chr1(.):4752695-4753377	0.0237
4_MACS_peak_757_lociStitched	chr1(.):4755339-4759517	0.0648
2_MACS_peak_761_lociStitched	chr1(.):4761470-4763208	0.0774
3_MACS_peak_763_lociStitched	chr1(.):4771130-4775765	0.0592
1_MACS_peak_766_lociStitched	chr1(.):4779237-4779778	0.0541
8_MACS_peak_767_lociStitched	chr1(.):4787187-4796455	0.0654
1_MACS_peak_775_lociStitched	chr1(.):4798831-4799120	0.0383
1_MACS_peak_776_lociStitched	chr1(.):4808066-4808564	0.0487
2_MACS_peak_777_lociStitched	chr1(.):4828398-4829513	0.0855
1_MACS_peak_779_lociStitched	chr1(.):4830702-4831038	0.0091
6_MACS_peak_780_lociStitched	chr1(.):4832584-4837348	0.0743
1_MACS_peak_786_lociStitched	chr1(.):4838679-4839009	0.0644
1_MACS_peak_787_lociStitched	chr1(.):4841871-4842467	0.1083
1_MACS_peak_788_lociStitched	chr1(.):4844376-4844740	0.0798
1_MACS_peak_789_lociStitched	chr1(.):4846679-4847306	0.1274
1_MACS_peak_790_lociStitched	chr1(.):4848569-4848884	0.0063
1_MACS_peak_791_lociStitched	chr1(.):4891933-4892386	0.0458
1_MACS_peak_792_lociStitched	chr1(.):4925210-4925644	0.2129
1_MACS_peak_793_lociStitched	chr1(.):4955045-4955382	0.0486
1_MACS_peak_794_lociStitched	chr1(.):4956658-4956983	0.0939
1_MACS_peak_795_lociStitched	chr1(.):4973042-4973480	0.0453
1_MACS_peak_796_lociStitched	chr1(.):4989827-4990215	0.0644
1_MACS_peak_797_lociStitched	chr1(.):5018414-5018725	0.0165
1_MACS_peak_798_lociStitched	chr1(.):5021074-5021555	0.1035
1_MACS_peak_799_lociStitched	chr1(.):5031812-5032248	0.067
3_MACS_peak_800_lociStitched	chr1(.):5033651-5037800	0.0559
1_MACS_peak_803_lociStitched	chr1(.):5045792-5046695	0.1279
1_MACS_peak_804_lociStitched	chr1(.):5048038-5048570	0.0573
1_MACS_peak_805_lociStitched	chr1(.):5105000-5105411	0.0949
1_MACS_peak_806_lociStitched	chr1(.):5174710-5175057	0.0481
1_MACS_peak_807_lociStitched	chr1(.):5176474-5176878	0.0889
1_MACS_peak_808_lociStitched	chr1(.):5190823-5191163	0.0677
1_MACS_peak_809_lociStitched	chr1(.):5194634-5195193	0.0543
1_MACS_peak_810_lociStitched	chr1(.):5203080-5203427	0.0383
1_MACS_peak_811_lociStitched	chr1(.):5221735-5222173	0.0455
2_MACS_peak_812_lociStitched	chr1(.):5285315-5286759	0.0755
2_MACS_peak_814_lociStitched	chr1(.):5298587-5300318	0.0664
1_MACS_peak_816_lociStitched	chr1(.):5325986-5327194	0.051
1_MACS_peak_817_lociStitched	chr1(.):5332187-5332532	0.0552
2_MACS_peak_818_lociStitched	chr1(.):5334643-5335795	0.0497
1_MACS_peak_820_lociStitched	chr1(.):5337786-5338410	0.0512
3_MACS_peak_821_lociStitched	chr1(.):5354648-5358173	0.0784
1_MACS_peak_824_lociStitched	chr1(.):5367686-5369072	0.0653
2_MACS_peak_825_lociStitched	chr1(.):5370690-5372356	0.0434
1_MACS_peak_827_lociStitched	chr1(.):5373450-5374022	0.0
1_MACS_peak_828_lociStitched	chr1(.):5401280-5401976	0.0848
1_MACS_peak_829_lociStitched	chr1(.):5406726-5407209	0.0719
1_MACS_peak_830_lociStitched	chr1(.):5441983-5442412	0.0697
2_MACS_peak_831_lociStitched	chr1(.):5447164-5448253	0.0519
2_MACS_peak_833_lociStitched	chr1(.):5450359-5451997	0.0633
2_MACS_peak_835_lociStitched	chr1(.):5453139-5454293	0.056
1_MACS_peak_837_lociStitched	chr1(.):5463602-5464048	0.0585
1_MACS_peak_838_lociStitched	chr1(.):5478334-5478695	0.0079
3_MACS_peak_839_lociStitched	chr1(.):5481525-5487785	0.0984
3_MACS_peak_842_lociStitched	chr1(.):5489170-5494213	0.0787
1_MACS_peak_845_lociStitched	chr1(.):5504512-5504920	0.085
1_MACS_peak_846_lociStitched	chr1(.):5506058-5506415	0.0845
1_MACS_peak_847_lociStitched	chr1(.):5507610-5508330	0.0649
4_MACS_peak_848_lociStitched	chr1(.):5510278-5516482	0.0651
1_MACS_peak_852_lociStitched	chr1(.):5517734-5518094	0.0576
1_MACS_peak_853_lociStitched	chr1(.):5520003-5520506	0.0797
2_MACS_peak_854_lociStitched	chr1(.):5524192-5525682	0.0369
1_MACS_peak_856_lociStitched	chr1(.):5527154-5527657	0.0726
1_MACS_peak_857_lociStitched	chr1(.):5529451-5529785	0.0898
9_MACS_peak_858_lociStitched	chr1(.):5531201-5546644	0.0845
1_MACS_peak_867_lociStitched	chr1(.):5547835-5548257	0.0447
11_MACS_peak_868_lociStitched	chr1(.):5550486-5573810	0.0792
1_MACS_peak_879_lociStitched	chr1(.):5575295-5575873	0.0727
5_MACS_peak_880_lociStitched	chr1(.):5582235-5589240	0.0762
1_MACS_peak_885_lociStitched	chr1(.):5594224-5594675	0.0687
1_MACS_peak_886_lociStitched	chr1(.):5611086-5611409	0.122
1_MACS_peak_887_lociStitched	chr1(.):5614590-5614924	0.0
3_MACS_peak_888_lociStitched	chr1(.):5624095-5625556	0.0488
1_MACS_peak_891_lociStitched	chr1(.):5631400-5632291	0.0596
5_MACS_peak_892_lociStitched	chr1(.):5633368-5637167	0.071
3_MACS_peak_897_lociStitched	chr1(.):5642881-5645521	0.0915
1_MACS_peak_900_lociStitched	chr1(.):5654045-5654412	0.044
3_MACS_peak_901_lociStitched	chr1(.):5655739-5659947	0.0749
2_MACS_peak_904_lociStitched	chr1(.):5661461-5662899	0.0835
5_MACS_peak_906_lociStitched	chr1(.):5673956-5679095	0.0764
1_MACS_peak_911_lociStitched	chr1(.):5683160-5683795	0.067
1_MACS_peak_912_lociStitched	chr1(.):5687075-5687461	0.1101
1_MACS_peak_913_lociStitched	chr1(.):5692404-5692977	0.0809
3_MACS_peak_914_lociStitched	chr1(.):5696893-5700212	0.082
8_MACS_peak_917_lociStitched	chr1(.):5702283-5713555	0.0868
3_MACS_peak_925_lociStitched	chr1(.):5720258-5722707	0.0623
3_MACS_peak_933_lociStitched	chr1(.):5742922-5746654	0.0744
7_MACS_peak_936_lociStitched	chr1(.):5749749-5755131	0.088
4_MACS_peak_943_lociStitched	chr1(.):5757514-5760968	0.0823
4_MACS_peak_947_lociStitched	chr1(.):5762951-5773934	0.0611
3_MACS_peak_951_lociStitched	chr1(.):5775785-5782853	0.0594
8_MACS_peak_954_lociStitched	chr1(.):5783900-5791428	0.0924
2_MACS_peak_962_lociStitched	chr1(.):5793338-5794194	0.0485
7_MACS_peak_964_lociStitched	chr1(.):5797063-5819771	0.0777
2_MACS_peak_971_lociStitched	chr1(.):5822010-5822750	0.0364
9_MACS_peak_973_lociStitched	chr1(.):5823833-5843492	0.0688
5_MACS_peak_982_lociStitched	chr1(.):5845689-5849241	0.0857
1_MACS_peak_987_lociStitched	chr1(.):5850451-5850842	0.0916
4_MACS_peak_988_lociStitched	chr1(.):5854965-5860342	0.0876
6_MACS_peak_992_lociStitched	chr1(.):5868475-5876680	0.0813
3_MACS_peak_998_lociStitched	chr1(.):5878076-5883257	0.0709
4_MACS_peak_1001_lociStitched	chr1(.):5886080-5889692	0.0768
1_MACS_peak_1005_lociStitched	chr1(.):5891272-5891576	0.0571
6_MACS_peak_1006_lociStitched	chr1(.):5892655-5913513	0.0909
3_MACS_peak_1012_lociStitched	chr1(.):6160405-6166601	0.0921
2_MACS_peak_1015_lociStitched	chr1(.):6168727-6175583	0.0862
9_MACS_peak_1017_lociStitched	chr1(.):6180796-6234012	0.0879
2_MACS_peak_1026_lociStitched	chr1(.):6236231-6241836	0.058
2_MACS_peak_1028_lociStitched	chr1(.):6265694-6269873	0.0602
5_MACS_peak_1030_lociStitched	chr1(.):6271962-6276724	0.0759
7_MACS_peak_1035_lociStitched	chr1(.):6298796-6322632	0.09
5_MACS_peak_1042_lociStitched	chr1(.):6460500-6468727	0.0883
9_MACS_peak_1047_lociStitched	chr1(.):6470625-6530859	0.0899
7_MACS_peak_1056_lociStitched	chr1(.):6532745-6547911	0.0981
3_MACS_peak_1063_lociStitched	chr1(.):6554713-6573229	0.0948
10_MACS_peak_1066_lociStitched	chr1(.):6621814-6633520	0.0858
6_MACS_peak_1076_lociStitched	chr1(.):6766811-6779815	0.0868
1_MACS_peak_1082_lociStitched	chr1(.):6781347-6782060	0.0453
2_MACS_peak_1083_lociStitched	chr1(.):6783271-6787852	0.1214
3_MACS_peak_1085_lociStitched	chr1(.):6789633-6792450	0.0971
1_MACS_peak_1088_lociStitched	chr1(.):6793677-6795356	0.0632
3_MACS_peak_1089_lociStitched	chr1(.):6797091-6799909	0.1081
1_MACS_peak_1092_lociStitched	chr1(.):6801536-6801977	0.0164
3_MACS_peak_1093_lociStitched	chr1(.):6805898-6808368	0.0726
1_MACS_peak_1096_lociStitched	chr1(.):6812600-6813563	0.1065
1_MACS_peak_1097_lociStitched	chr1(.):6817361-6818517	0.1052
3_MACS_peak_1098_lociStitched	chr1(.):6819995-6822663	0.0864
1_MACS_peak_1101_lociStitched	chr1(.):7014304-7014674	0.0589
1_MACS_peak_1102_lociStitched	chr1(.):7015900-7016382	0.0717
2_MACS_peak_1103_lociStitched	chr1(.):7020567-7022367	0.0959
2_MACS_peak_1105_lociStitched	chr1(.):7023860-7027132	0.0908
2_MACS_peak_1107_lociStitched	chr1(.):7028255-7029222	0.055
1_MACS_peak_1109_lociStitched	chr1(.):7031776-7032108	0.0092
3_MACS_peak_1110_lociStitched	chr1(.):7033746-7036462	0.0958
1_MACS_peak_1113_lociStitched	chr1(.):7040316-7040689	0.0945
2_MACS_peak_1114_lociStitched	chr1(.):7044359-7046389	0.0965
2_MACS_peak_1116_lociStitched	chr1(.):7047491-7049399	0.0387
1_MACS_peak_1118_lociStitched	chr1(.):7063058-7063541	0.0719
2_MACS_peak_1119_lociStitched	chr1(.):7064968-7071675	0.0871
4_MACS_peak_1121_lociStitched	chr1(.):7078870-7082900	0.0962
1_MACS_peak_1125_lociStitched	chr1(.):7085869-7086545	0.1395
1_MACS_peak_1126_lociStitched	chr1(.):7094103-7095146	0.0921
16_MACS_peak_1127_lociStitched	chr1(.):7100621-7132288	0.0875
11_MACS_peak_1143_lociStitched	chr1(.):7142219-7162059	0.0829
7_MACS_peak_1154_lociStitched	chr1(.):7166153-7173152	0.0968
9_MACS_peak_1161_lociStitched	chr1(.):7174673-7186226	0.0706
2_MACS_peak_1170_lociStitched	chr1(.):7187437-7188716	0.057
1_MACS_peak_1172_lociStitched	chr1(.):7190042-7190537	0.128
2_MACS_peak_1173_lociStitched	chr1(.):7195013-7196991	0.0738
3_MACS_peak_1175_lociStitched	chr1(.):7203402-7206980	0.1033
6_MACS_peak_1178_lociStitched	chr1(.):7208552-7218129	0.078
5_MACS_peak_1184_lociStitched	chr1(.):7230567-7236658	0.0628
1_MACS_peak_1189_lociStitched	chr1(.):7239159-7239556	0.0666
7_MACS_peak_1190_lociStitched	chr1(.):7252105-7261320	0.0834
1_MACS_peak_1197_lociStitched	chr1(.):7264988-7265392	0.0967
2_MACS_peak_1198_lociStitched	chr1(.):7270171-7271644	0.0336
1_MACS_peak_1200_lociStitched	chr1(.):7274817-7275159	0.0674
1_MACS_peak_1201_lociStitched	chr1(.):7276203-7276842	0.1006
6_MACS_peak_1202_lociStitched	chr1(.):7278658-7299328	0.083
10_MACS_peak_1208_lociStitched	chr1(.):7305863-7324878	0.0886
1_MACS_peak_1218_lociStitched	chr1(.):7340016-7340800	0.0742
3_MACS_peak_1219_lociStitched	chr1(.):7342278-7345281	0.0641
1_MACS_peak_1222_lociStitched	chr1(.):7347878-7349658	0.0726
3_MACS_peak_1223_lociStitched	chr1(.):7350887-7355755	0.0634
1_MACS_peak_1226_lociStitched	chr1(.):7357718-7358059	0.0
3_MACS_peak_1227_lociStitched	chr1(.):7359287-7362460	0.1027
1_MACS_peak_1230_lociStitched	chr1(.):7371859-7372234	0.0198
7_MACS_peak_1231_lociStitched	chr1(.):7373288-7379795	0.0867
1_MACS_peak_1238_lociStitched	chr1(.):7385749-7386309	0.1501
6_MACS_peak_1239_lociStitched	chr1(.):7389773-7398577	0.0855
7_MACS_peak_1245_lociStitched	chr1(.):7405699-7417273	0.0552
1_MACS_peak_1252_lociStitched	chr1(.):7420963-7421294	0.0258
1_MACS_peak_1253_lociStitched	chr1(.):7423706-7425243	0.0785
1_MACS_peak_1254_lociStitched	chr1(.):7426577-7426905	0.0247
6_MACS_peak_1255_lociStitched	chr1(.):7429606-7441302	0.0733
7_MACS_peak_1261_lociStitched	chr1(.):7443343-7452552	0.083
3_MACS_peak_1268_lociStitched	chr1(.):7463608-7467151	0.0658
34_MACS_peak_1271_lociStitched	chr1(.):7477926-7552680	0.0727
3_MACS_peak_1305_lociStitched	chr1(.):7554256-7556553	0.0896
4_MACS_peak_1308_lociStitched	chr1(.):7560570-7563722	0.0681
5_MACS_peak_1312_lociStitched	chr1(.):7566823-7576205	0.0738
1_MACS_peak_1317_lociStitched	chr1(.):7579109-7579524	0.0174
7_MACS_peak_1318_lociStitched	chr1(.):7581395-7598151	0.0785
3_MACS_peak_1325_lociStitched	chr1(.):7601127-7604905	0.0764
1_MACS_peak_1328_lociStitched	chr1(.):7612476-7613297	0.0768
4_MACS_peak_1329_lociStitched	chr1(.):7616011-7627203	0.0744
3_MACS_peak_1333_lociStitched	chr1(.):7631384-7634942	0.0661
4_MACS_peak_1336_lociStitched	chr1(.):7637350-7641641	0.0866
8_MACS_peak_1340_lociStitched	chr1(.):7642749-7657345	0.0814
1_MACS_peak_1348_lociStitched	chr1(.):7659397-7659749	0.0662
3_MACS_peak_1349_lociStitched	chr1(.):7664875-7666645	0.0828
