GENE_ID	locusLine	bin_1_36_0EXO_0229Kronos_MM1S-No-Treatment-2_Input_hs_i78.bam
NM_001034077	chr1(.):149827329-149837725	0.2569
NM_019032	chr1(.):150516897-150538412	0.235
NM_207046	chr1(.):150589598-150606609	0.2418
NR_036211	chr1(.):150519404-150529490	0.1493
NM_001197320	chr1(.):150542026-150557214	0.2555
NM_006556	chr1(.):154892207-154914484	0.2529
NM_001130041	chr1(.):154929773-154951959	0.2814
NM_001130040	chr1(.):154929773-154948223	0.2803
NM_201398	chr1(.):154950769-154970587	0.2225
NM_018655	chr1(.):154961061-154971791	0.2199
NR_024163	chr1(.):154942117-154956725	0.3466
NM_138300	chr1(.):154924501-154939258	0.2746
NR_036212	chr1(.):154943168-154953259	0.3701
NM_005920	chr1(.):156428518-156475529	0.2461
NM_001778	chr1(.):160643535-160686585	0.2479
NM_003037	chr1(.):160574890-160622081	0.2093
NM_001039711	chr1(.):161085768-161107478	0.2305
NM_016406	chr1(.):161118533-161133646	0.2271
NM_004550	chr1(.):161164104-161189184	0.2422
NM_000309	chr1(.):161131180-161146010	0.2368
NM_001643	chr1(.):161187082-161198418	0.2845
NM_003779	chr1(.):161136100-161152314	0.2577
NM_012475	chr1(.):161124253-161140516	0.2392
NM_001039712	chr1(.):161085768-161107256	0.2314
NM_032174	chr1(.):161190832-161205407	0.2247
NM_001166159	chr1(.):161166936-161189184	0.2413
NM_005099	chr1(.):161154537-161173845	0.283
NM_004106	chr1(.):161180086-161194038	0.2299
NR_033186	chr1(.):178506930-178523024	0.1765
NM_022371	chr1(.):179046111-179070129	0.2351
NM_016545	chr1(.):181052637-181064979	0.2431
NM_002927	chr1(.):192600281-192634389	0.1657
NM_002922	chr1(.):192539856-192554159	0.3032
NM_002923	chr1(.):192773168-192786407	0.319
NM_001195216	chr1(.):197698138-197749623	0.2028
NR_034150	chr1(.):203262885-203279453	0.3402
NM_006763	chr1(.):203269663-203283729	0.3335
NM_002023	chr1(.):203304751-203325289	0.2181
NM_002646	chr1(.):204386757-204464474	0.1681
NM_002393	chr1(.):204480510-204532248	0.2222
NM_030952	chr1(.):205266190-205295883	0.2103
NM_001007544	chr1(.):206233871-206293647	0.2177
NM_148964	chr1(.):206312458-206337104	0.1529
NM_006893	chr1(.):206759973-206790904	0.1913
NM_182665	chr1(.):206725491-206767616	0.2637
NR_026817	chr1(.):207986723-208000941	0.2537
NR_029832	chr1(.):207970196-207980284	0.2209
NR_029518	chr1(.):207970787-207980868	0.2418
NM_153606	chr1(.):212792788-212805120	0.2062
NM_001030287	chr1(.):212733696-212799116	0.2027
NM_001674	chr1(.):212776993-212799116	0.2353
NR_002834	chr1(.):228775656-228793159	0.2394
NM_182972	chr1(.):234735014-234750271	0.334
NR_033927	chr1(.):234760056-234775526	0.1817
NM_001099289	chr2(.):109740996-110267207	0.0948
NM_145693	chr2(.):11881739-11972533	0.1415
NM_170672	chr2(.):33656415-33794798	0.1317
NM_005813	chr2(.):37472645-37549222	0.1792
NM_019063	chr2(.):42391489-42564688	0.1201
NR_036586	chr2(.):65123973-65164581	0.1815
NM_004027	chr2(.):99056320-99212496	0.1801
NM_001566	chr2(.):99056320-99203284	0.1832
NM_001077269	chr2(.):175419301-175552627	0.1356
NR_024415	chr2(.):192537797-192558248	0.1804
NM_001031716	chr2(.):192537860-192558248	0.1809
NM_004226	chr2(.):196993306-197041336	0.1827
NM_001228	chr2(.):202093165-202157434	0.1725
NM_003879	chr2(.):201975889-202034003	0.1725
NM_001127184	chr2(.):201975815-202011323	0.183
NM_173822	chr2(.):201833440-201941392	0.1194
NM_033358	chr2(.):202093165-202151638	0.179
NM_002997	chr2(.):20395557-20429927	0.1864
NM_001006946	chr2(.):20395557-20430194	0.1854
NM_015376	chr2(.):33733941-33794798	0.1184
NM_001139488	chr2(.):33696320-33794798	0.1407
NM_012413	chr2(.):37566752-37605465	0.2136
NM_006887	chr2(.):43444540-43458745	0.2283
NR_027251	chr2(.):43449349-43460994	0.171
NR_033837	chr2(.):64407212-64437619	0.1513
NM_001193493	chr2(.):65210578-65256000	0.1496
NM_003038	chr2(.):65211494-65256000	0.1488
NM_015425	chr2(.):86248450-86338278	0.149
NR_026984	chr2(.):86242338-86255991	0.1239
NR_015424	chr2(.):89060418-89111109	0.1448
NR_026875	chr2(.):97158382-97178846	0.1182
NM_212481	chr2(.):97197463-97223371	0.1875
NM_003387	chr2(.):175419301-175504307	0.1463
NM_002491	chr2(.):201931461-201955473	0.1368
NM_001127183	chr2(.):201978386-202033841	0.1725
NM_033356	chr2(.):202120222-202157434	0.1637
NM_001080125	chr2(.):202117753-202157434	0.1624
NM_006139	chr2(.):204566197-204607557	0.2066
NM_017431	chr2(.):219682105-219701512	0.0954
NM_025216	chr2(.):219740254-219763651	0.2281
NM_006522	chr2(.):219719545-219743954	0.117
NM_014674	chr3(.):5224358-5266650	0.1956
NM_016128	chr3(.):128963452-129001616	0.1463
NM_003571	chr3(.):133113789-133199056	0.1475
NM_024947	chr3(.):169800367-169904537	0.2006
NM_001135095	chr3(.):171753343-172123492	0.1892
NM_022763	chr3(.):171752417-172123492	0.1896
NM_181361	chr3(.):178249223-178567217	0.1648
NM_001134382	chr3(.):12933718-13119617	0.1224
NM_024923	chr3(.):13352736-13466809	0.1205
NM_014869	chr3(.):12933718-13013960	0.0946
NM_001024847	chr3(.):30642993-30740633	0.1466
NM_002213	chr3(.):124476794-124611144	0.1312
NM_001080412	chr3(.):141038054-141173632	0.1947
NM_024665	chr3(.):176733541-176920048	0.2108
NM_005832	chr3(.):178271617-178567217	0.1641
NM_130446	chr3(.):183200318-183278499	0.2924
NM_173216	chr3(.):186643314-186801341	0.2179
NM_003032	chr3(.):186734664-186801341	0.2285
NM_174908	chr3(.):191041873-191121459	0.1796
NM_005524	chr3(.):193848933-193861396	0.2515
NM_001295	chr3(.):46238199-46254832	0.2012
NM_001837	chr3(.):46278871-46313197	0.1279
NM_003212	chr3(.):46614075-46628952	0.1026
NM_001174136	chr3(.):46611044-46628952	0.1051
NM_024512	chr3(.):46551877-46613011	0.1389
NM_031440	chr3(.):46534484-46547439	0.1583
NM_006100	chr3(.):98446571-98518236	0.1756
NR_031687	chr3(.):125504246-125514395	0.1366
NM_020187	chr3(.):128992683-129029135	0.1554
NM_001006109	chr3(.):128992816-129029135	0.1546
NM_006026	chr3(.):129028613-129040120	0.2323
NR_026991	chr3(.):129030113-129048412	0.1994
NR_027898	chr3(.):129926662-129997649	0.1001
NM_198152	chr3(.):190979943-191053325	0.1886
NM_198565	chr3(.):196361655-196393874	0.1977
NM_014687	chr3(.):197393258-197468773	0.2073
NM_001145642	chr3(.):197393313-197481568	0.2098
NR_027840	chr3(.):197472260-197516317	0.1805
NM_032288	chr3(.):197471623-197516317	0.1801
NM_001011537	chr3(.):197471423-197516317	0.1797
NM_002111	chr4(.):3071407-3250687	0.1031
NM_198281	chr4(.):90160428-90234161	0.1788
NM_001004056	chr4(.):2960342-3047474	0.1091
NM_004310	chr4(.):40193526-40251281	0.176
NM_002039	chr4(.):144252982-144400718	0.1509
NM_017581	chr4(.):40332468-40361973	0.1037
NM_031889	chr4(.):71489460-71517536	0.128
NM_144646	chr4(.):71516257-71537348	0.21
NM_020368	chr4(.):71549195-71561268	0.1437
NM_014961	chr4(.):71582695-71664274	0.105
NM_001130709	chr4(.):71565653-71660614	0.1125
NM_003998	chr4(.):103417485-103543459	0.1349
NM_025212	chr4(.):105388342-105417467	0.1406
NM_001131005	chr5(.):88009057-88204922	0.1455
NM_002397	chr5(.):88009057-88184283	0.149
NM_001193349	chr5(.):88009057-88124744	0.14
NM_001131055	chr5(.):175080039-175118245	0.1188
NM_024669	chr5(.):55390506-55534186	0.1484
NM_022913	chr5(.):56464774-56565506	0.1198
NM_001127235	chr5(.):56466274-56565506	0.1195
NM_001992	chr5(.):76006867-76036595	0.1456
NR_027435	chr5(.):90671163-90721532	0.1322
NM_001038702	chr5(.):130594701-130735382	0.1371
NM_003060	chr5(.):131700400-131736306	0.129
NM_001037332	chr5(.):156688186-156827606	0.1174
NM_001037333	chr5(.):156688090-156827606	0.1173
NM_014376	chr5(.):156691361-156827606	0.1167
NM_001193376	chr5(.):1248286-1300162	0.0951
NM_030782	chr5(.):1312999-1350002	0.2038
NM_001145161	chr5(.):6443735-6501834	0.1519
NM_006713	chr5(.):32580604-32609185	0.1653
NM_001127236	chr5(.):56504900-56565506	0.1133
NR_028375	chr5(.):76002762-76013686	0.1123
NM_020801	chr5(.):90659540-90684149	0.1714
NM_000588	chr5(.):131391346-131403896	0.135
NM_000758	chr5(.):131404484-131416859	0.1406
NR_037500	chr5(.):131696181-131706291	0.1146
NM_002198	chr5(.):131812300-131831465	0.1921
NM_001013717	chr5(.):131741672-131803059	0.2107
NM_004417	chr5(.):172190092-172203203	0.1707
NM_022304	chr5(.):175103463-175116558	0.0983
NM_181356	chr6(.):44791469-45350670	0.1049
NM_003599	chr6(.):44792449-45350575	0.1049
NM_012288	chr6(.):52357199-52446862	0.1951
NM_033515	chr6(.):129893239-130036370	0.1501
NM_001195286	chr6(.):386738-416443	0.187
NR_037616	chr6(.):7876482-8069647	0.1706
NM_001173977	chr6(.):25274655-25625758	0.137
NM_172166	chr6(.):31702724-31735455	0.1503
NM_004348	chr6(.):45384913-45523819	0.136
NM_001024630	chr6(.):45291053-45523819	0.1232
NM_016021	chr6(.):90031343-90067619	0.1685
NM_001455	chr6(.):108877068-109010971	0.1668
NM_201559	chr6(.):108876025-109010971	0.1672
NM_032131	chr6(.):109164618-109300352	0.1572
NM_173674	chr6(.):117798819-117896020	0.1407
NM_024630	chr6(.):157797556-158099977	0.0639
NM_020185	chr6(.):287100-356355	0.2972
NR_027712	chr6(.):7981334-7995577	0.1483
NM_001145549	chr6(.):7876482-7915310	0.2801
NM_030810	chr6(.):7876482-7916047	0.279
NM_032744	chr6(.):11708887-11784280	0.1485
NM_021065	chr6(.):26194011-26204471	0.2143
NM_003530	chr6(.):26192011-26204464	0.1962
NM_138720	chr6(.):26153348-26176576	0.1839
NM_003523	chr6(.):26179023-26189458	0.1801
NM_003539	chr6(.):26183937-26194304	0.1875
NM_003545	chr6(.):26199872-26210249	0.1673
NM_005321	chr6(.):26151558-26162343	0.2089
NM_003522	chr6(.):26194786-26205216	0.2283
NM_003518	chr6(.):26211427-26221872	0.1589
NM_021052	chr6(.):26212147-26222711	0.1586
NM_003532	chr6(.):26220382-26230844	0.1282
NM_003524	chr6(.):26246878-26257303	0.1845
NM_003547	chr6(.):26241838-26252205	0.1614
NM_003540	chr6(.):26235653-26246021	0.131
NM_021018	chr6(.):26245369-26255835	0.1864
NM_005320	chr6(.):26229439-26240216	0.1488
NM_001145008	chr6(.):26397464-26420444	0.1415
NM_001197240	chr6(.):26378328-26400100	0.148
NM_001197247	chr6(.):26360397-26383540	0.1696
NM_001197238	chr6(.):26378323-26400100	0.148
NM_001197237	chr6(.):26378438-26400100	0.1479
NM_001197248	chr6(.):26360469-26383540	0.1696
NM_001197246	chr6(.):26363405-26383540	0.157
NM_021066	chr6(.):27777079-27787518	0.2026
NM_003536	chr6(.):27772841-27783314	0.2394
NM_003509	chr6(.):27770976-27781445	0.1812
NM_003519	chr6(.):27770256-27780709	0.1743
NM_003521	chr6(.):27777821-27788267	0.2007
NM_003520	chr6(.):27801439-27811888	0.2144
NM_003511	chr6(.):27828106-27838576	0.1445
NM_003533	chr6(.):27834622-27845099	0.1133
NM_003510	chr6(.):27800657-27811117	0.2168
NM_003541	chr6(.):27793951-27804305	0.1243
NM_005322	chr6(.):27829569-27840359	0.1537
NM_021968	chr6(.):27786902-27797258	0.144
NM_003546	chr6(.):27835925-27846289	0.1117
NM_021246	chr6(.):31678132-31690581	0.1157
NM_138275	chr6(.):31686160-31697851	0.1576
NR_033488	chr6(.):31649725-31675850	0.1181
NM_013974	chr6(.):31689816-31703039	0.1774
NM_001288	chr6(.):31693357-31709341	0.2282
NM_001003693	chr6(.):31669683-31683372	0.1323
NM_021160	chr6(.):31649725-31676137	0.1175
NR_024541	chr6(.):31674752-31686842	0.1126
NM_025261	chr6(.):31681424-31694510	0.114
NM_001039651	chr6(.):31725772-31737624	0.1257
NM_025258	chr6(.):31728370-31750108	0.1526
NM_006120	chr6(.):32911390-32925899	0.179
NM_002119	chr6(.):32966959-32982389	0.1211
NM_002118	chr6(.):32897405-32913847	0.1546
NM_005104	chr6(.):32931436-32954282	0.1887
NM_001113182	chr6(.):32933664-32954282	0.1942
NM_001199455	chr6(.):32934371-32954282	0.1959
NM_001199456	chr6(.):32935860-32954282	0.1918
NM_002043	chr6(.):89962238-90029967	0.1368
NM_182907	chr6(.):106541814-106562811	0.2281
NM_001198	chr6(.):106529194-106562814	0.2269
NR_037463	chr6(.):157945163-157955232	0.0604
NM_001259	chr7(.):92229234-92468231	0.1388
NM_001145306	chr7(.):92229234-92470941	0.1388
NM_001029835	chr7(.):45062232-45121069	0.1279
NM_001167935	chr7(.):45034786-45121069	0.1352
NR_030770	chr7(.):45034344-45121069	0.1351
NM_030796	chr7(.):55533305-55645200	0.1677
NM_001145354	chr7(.):130789854-131186398	0.1696
NM_001164458	chr7(.):149939300-150025758	0.1581
NM_182762	chr7(.):20169278-20262013	0.1464
NM_002214	chr7(.):20365724-20460382	0.1322
NM_002541	chr7(.):44641120-44753669	0.1364
NM_001003941	chr7(.):44641120-44721195	0.1492
NM_022748	chr7(.):47309751-47584199	0.1238
NM_017621	chr7(.):102091666-102110321	0.1242
NM_182931	chr7(.):104649636-104759532	0.1299
NM_003344	chr7(.):129467994-129597789	0.1891
NR_015431	chr7(.):130623918-130798562	0.189
NR_024153	chr7(.):130623918-130796789	0.1889
NM_178563	chr7(.):134666258-134825530	0.1625
NM_173680	chr7(.):150071405-150100719	0.2247
NM_053043	chr7(.):155432202-155579179	0.1546
NR_029597	chr7(.):25984538-25994606	0.218
NM_022373	chr7(.):35667269-35739772	0.1183
NM_182547	chr7(.):44613761-44626827	0.1607
NR_003697	chr7(.):45017626-45031259	0.1508
NR_002952	chr7(.):45019976-45030109	0.1712
NM_033054	chr7(.):44997259-45023704	0.1133
NM_032831	chr7(.):102068995-102102268	0.1661
NM_024653	chr7(.):102031803-102072129	0.1644
NM_006234	chr7(.):102108547-102124381	0.172
NM_152892	chr7(.):102100389-102118612	0.1402
NR_027374	chr7(.):104530074-104572092	0.1515
NR_024586	chr7(.):104645988-104659588	0.2071
NM_001166346	chr7(.):114557208-114568720	0.2275
NM_199072	chr7(.):114557208-114664970	0.2018
NM_013400	chr7(.):150060878-150076133	0.2922
NM_014374	chr7(.):150063257-150076133	0.2918
NM_001142928	chr7(.):150015295-150040245	0.2019
NM_002889	chr7(.):150030406-150043763	0.1483
NM_138434	chr7(.):150021937-150034811	0.1536
NR_027237	chr7(.):150097839-150114558	0.2424
NM_175571	chr7(.):150142961-150181483	0.1627
NR_034033	chr7(.):150125741-150150228	0.2484
NM_001386	chr8(.):26430420-26520693	0.1167
NM_001197293	chr8(.):26366708-26520693	0.1128
NM_006228	chr8(.):28169648-28205868	0.1297
NM_005079	chr8(.):80942104-81088836	0.1546
NM_022783	chr8(.):120880899-121068157	0.1539
NM_173685	chr8(.):126099082-126384367	0.1415
NM_003033	chr8(.):134462090-134589183	0.1369
NM_003970	chr8(.):1988157-2098380	0.1418
NM_018660	chr8(.):28198101-28248977	0.1366
NM_025195	chr8(.):126437562-126455644	0.1681
NM_001135920	chr9(.):5624326-5774454	0.1253
NM_020829	chr9(.):5651582-5781556	0.1202
NM_001206	chr9(.):72994512-73034573	0.1158
NM_007203	chr9(.):112537576-112939791	0.1363
NM_001004065	chr9(.):112805877-112939791	0.1566
NM_015404	chr9(.):117159359-117272736	0.1508
NM_001083885	chr9(.):117159359-117270495	0.1512
NM_015033	chr9(.):132644465-132810473	0.1172
NM_005384	chr9(.):94166326-94191144	0.1739
NM_001012993	chr9(.):112956845-112975413	0.1022
NM_001136562	chr9(.):112882780-112939791	0.1694
NM_016520	chr9(.):132584563-132602572	0.1232
NM_006676	chr9(.):132592695-132649107	0.1071
NM_001008563	chr9(.):132592756-132649107	0.1071
NM_001136557	chr9(.):132810984-132907448	0.1011
NM_144495	chrX(.):48750194-48765420	0.0865
NM_001167990	chrX(.):48750212-48765420	0.0866
NM_001032384	chrX(.):48750538-48765420	0.0871
NM_001167992	chrX(.):48750774-48765420	0.0882
NM_001167947	chrX(.):48745729-48760426	0.0833
NM_001042498	chrX(.):48755888-48774235	0.1064
NM_001136158	chrX(.):48774302-48819893	0.1076
NM_001136159	chrX(.):48774302-48820648	0.1059
NM_006875	chrX(.):48765458-48781413	0.138
NM_004979	chrX(.):48813638-48833251	0.0734
NM_005660	chrX(.):48755458-48773917	0.1083
NM_001032289	chrX(.):48755889-48773933	0.1059
NM_015892	chr10(.):125762181-125856930	0.1487
NM_014863	chr10(.):125774168-125856930	0.1529
NM_001083591	chr10(.):11201992-11383672	0.1692
NM_001025077	chr10(.):11042258-11383672	0.141
NM_006561	chr10(.):11054892-11383672	0.1428
NM_032199	chr10(.):63656012-63861707	0.1324
NR_027653	chr10(.):3813187-3832473	0.1564
NM_001083913	chr10(.):104498726-104581021	0.15
NM_017787	chr10(.):104530887-104581021	0.1537
NR_024552	chr10(.):105201542-105217162	0.1234
NM_001129742	chr10(.):105227560-105243997	0.1647
NM_001001412	chr10(.):105208143-105223648	0.1399
NM_004210	chr10(.):105248734-105357309	0.1439
NM_005871	chr10(.):112047797-112069707	0.1293
NM_004419	chr10(.):112252624-112276302	0.2159
NM_006157	chr11(.):20686116-21602229	0.0968
NM_001111018	chr11(.):19367270-20148147	0.1134
NM_001098517	chr11(.):115039344-115380241	0.1243
NM_030962	chr11(.):9795213-10320754	0.1047
NM_001143830	chr11(.):22683159-22839547	0.1252
NM_177553	chr11(.):22684653-22839547	0.125
NM_005256	chr11(.):22691318-22839547	0.1217
NM_004811	chr11(.):58289343-58348390	0.1447
NM_001143995	chr11(.):58289343-58350639	0.1436
NM_024092	chr11(.):60676370-60695915	0.1773
NM_024060	chr11(.):62196015-62319332	0.1212
NM_001077241	chr11(.):65137662-65155142	0.148
NR_002819	chr11(.):65260232-65278939	0.2254
NM_080491	chr11(.):77921335-78133868	0.1147
NM_002017	chr11(.):128558812-128688162	0.1585
NM_001167681	chr11(.):128557388-128688162	0.1577
NM_001124	chr11(.):10321641-10333923	0.1977
NM_022725	chr11(.):22639078-22652387	0.1607
NM_000610	chr11(.):35155416-35258949	0.1634
NM_000614	chr11(.):58385145-58398205	0.144
NR_024091	chr11(.):58341586-58398205	0.1386
NM_004778	chr11(.):60613397-60628444	0.1014
NM_207341	chr11(.):60630014-60648164	0.1624
NM_024098	chr11(.):60604428-60623561	0.1543
NM_014502	chr11(.):60653019-60679061	0.172
NM_016582	chr11(.):60699554-60724257	0.1071
NM_178031	chr11(.):60686912-60709631	0.1137
NM_022830	chr11(.):62337516-62364109	0.1354
NM_004739	chr11(.):62355674-62374303	0.1748
NM_001404	chr11(.):62322072-62346460	0.1357
NR_028272	chr11(.):65185268-65199003	0.3244
NR_030343	chr11(.):65206928-65217028	0.195
NM_031904	chr11(.):65149040-65185995	0.1306
NM_021070	chr11(.):65301029-65330699	0.1408
NM_001048218	chr11(.):65287547-65311182	0.1384
NM_006235	chr11(.):111217980-111255157	0.1744
NR_026691	chr11(.):117852105-117877199	0.1714
NM_032966	chr11(.):118759100-118771971	0.1499
NM_001716	chr11(.):118749540-118771971	0.136
NM_182557	chr11(.):118761850-118786613	0.1375
NM_020375	chr12(.):4425358-4474190	0.1134
NM_007273	chr12(.):7069516-7084891	0.1744
NM_001144831	chr12(.):7069514-7084916	0.1746
NM_001987	chr12(.):11797787-12053325	0.1271
NM_006143	chr12(.):12808994-12854121	0.1279
NM_001077484	chr12(.):46571840-46668208	0.1349
NM_001128914	chr12(.):53840885-53879946	0.1951
NM_000966	chr12(.):53599352-53631036	0.1626
NM_001042728	chr12(.):53599352-53619150	0.1796
NM_005761	chr12(.):94537498-94704225	0.1519
NM_014706	chr12(.):108910990-108960165	0.1622
NM_001759	chr12(.):4377901-4419522	0.1693
NM_001975	chr12(.):7018613-7037859	0.1867
NM_002831	chr12(.):7055433-7075479	0.2077
NR_029779	chr12(.):7067861-7077929	0.1894
NM_080548	chr12(.):7050739-7075479	0.2076
NM_001007026	chr12(.):7028625-7056484	0.1934
NM_006992	chr12(.):7008896-7028406	0.1435
NM_001940	chr12(.):7032479-7056484	0.1794
NR_003010	chr12(.):7071499-7081769	0.1718
NM_138425	chr12(.):7048202-7060165	0.1928
NR_029682	chr12(.):7068259-7078354	0.1863
NM_006331	chr12(.):7074943-7090165	0.1574
NM_004064	chr12(.):12865301-12880305	0.2389
NR_030344	chr12(.):12912582-12922677	0.094
NM_001130415	chr12(.):12873850-12949399	0.1298
NM_030762	chr12(.):26267958-26283003	0.2256
NM_005086	chr12(.):26343505-26392708	0.1136
NM_001135823	chr12(.):26343268-26392708	0.1135
NM_001004304	chr12(.):53569534-53589654	0.1722
NM_000889	chr12(.):53580106-53606000	0.2521
NM_015989	chr12(.):53546446-53579430	0.1296
NM_001170790	chr12(.):53640369-53653190	0.1188
NM_032889	chr12(.):53640875-53653190	0.1167
NM_001164691	chr12(.):53812638-53830318	0.1289
NM_001005354	chr12(.):53830432-53845427	0.1463
NM_134324	chr12(.):53890376-53905215	0.1843
NM_006301	chr12(.):53869275-53898444	0.1824
NM_134323	chr12(.):53889704-53905215	0.183
NM_003717	chr12(.):53895473-53906422	0.1326
NM_203394	chr12(.):77410025-77464360	0.1331
NM_001946	chr12(.):89736836-89751296	0.2273
NM_001025233	chr12(.):92812734-92829730	0.1354
NR_027933	chr12(.):92810306-92829778	0.1295
NM_001025232	chr12(.):92808869-92826924	0.1183
NM_001111283	chr12(.):102784644-102879378	0.1175
NM_001111284	chr12(.):102784644-102877429	0.116
NM_001111285	chr12(.):102806453-102879378	0.1289
NM_007076	chr12(.):108904050-108918380	0.1636
NM_213595	chr12(.):108951293-108968160	0.2637
NM_181724	chr12(.):108978621-108996894	0.1077
NM_003006	chr12(.):109010679-109032670	0.253
NM_024667	chr12(.):123344874-123385712	0.1235
NM_021009	chr12(.):125391191-125404587	0.1265
NM_032436	chr13(.):115074964-115097803	0.1582
NM_000820	chr13(.):114518521-114572046	0.1533
NM_007368	chr13(.):114742193-114903095	0.1184
NM_001143945	chr13(.):114518521-114544017	0.1126
NM_001143946	chr13(.):114518521-114541714	0.1152
NR_024609	chr13(.):114581609-114631485	0.1416
NM_023011	chr13(.):115042077-115076283	0.148
NM_003903	chr13(.):114995361-115043150	0.1477
NM_001080414	chr14(.):91732666-91889133	0.0922
NM_024496	chr14(.):77485885-77500034	0.1015
NM_005065	chr14(.):81934238-82005205	0.0895
NM_025268	chr14(.):105987952-106001539	0.0957
NM_144508	chr15(.):40881446-40959881	0.114
NM_002420	chr15(.):31288550-31398924	0.1462
NM_006537	chr15(.):63791809-63888663	0.1118
NM_005902	chr15(.):67353194-67492533	0.1256
NM_006465	chr15(.):74828547-74895472	0.146
NM_024776	chr15(.):77395470-77582333	0.1109
NM_172217	chr15(.):81512639-81610104	0.1463
NM_001172128	chr15(.):81484218-81610104	0.134
NM_007011	chr15(.):89626380-89750591	0.1347
NR_029624	chr15(.):31352234-31362344	0.1262
NM_015995	chr15(.):31614082-31675102	0.1489
NM_001003942	chr15(.):40375091-40403287	0.184
NM_033503	chr15(.):40375091-40403639	0.184
NM_001003940	chr15(.):40375091-40406075	0.1823
NM_001080791	chr15(.):40840297-40862252	0.1919
NM_152260	chr15(.):40856536-40871661	0.156
NR_002208	chr15(.):40819082-40829749	0.1074
NM_001145103	chr15(.):67425358-67492533	0.101
NM_001145102	chr15(.):67413053-67492533	0.1019
NM_001127190	chr15(.):75069424-75100539	0.1939
NM_000761	chr15(.):75036183-75053941	0.1075
NM_021819	chr15(.):75100193-75123099	0.1057
NM_001030005	chr15(.):75113950-75129136	0.1016
NM_021823	chr15(.):75310926-75348067	0.1729
NM_138967	chr15(.):75282875-75318836	0.1413
NR_026813	chr15(.):77511249-77522746	0.1035
NM_004513	chr15(.):81584253-81610104	0.2181
NM_181900	chr15(.):81600006-81621524	0.1811
