#JJN3_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/JJN3_H3K27ac_ROSE/JJN3_H3K27ac_peaks_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by JJN3_jia.bam
#Using cutoff of 25157.466 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	JJN3_jia.bam	enhancerRank	isStretch
2_MACS_peak_21293_lociStitched	chr7	81416232	81443005	2	24126	109889.7785	19	1
2_MACS_peak_7357_lociStitched	chr15	60859879	60885548	2	23624	54672.4031	20	1
3_MACS_peak_17122_lociStitched	chr4	90205541	90229943	3	23595	45629.2998	21	1
5_MACS_peak_1194_lociStitched	chr1	120657707	120688650	5	23001	53200.2999	22	1
6_MACS_peak_17140_lociStitched	chr4	96443397	96472167	6	22747	26583.48	23	1
4_MACS_peak_1412_lociStitched	chr1	154907115	154936323	4	22660	176311.1712	24	1
7_MACS_peak_6576_lociStitched	chr14	68772281	68811198	7	22591	30911.7731	25	1
3_MACS_peak_6697_lociStitched	chr14	77487685	77510926	3	21845	87086.3511	26	1
5_MACS_peak_16148_lociStitched	chr3	143539049	143571028	5	21806	39561.2209	27	1
2_MACS_peak_19137_lociStitched	chr6	7895372	7918981	2	21764	62169.5797	28	1
5_MACS_peak_12531_lociStitched	chr2	99075444	99106220	5	21509	31733.1336	29	1
7_MACS_peak_21942_lociStitched	chr8	9754362	9777360	7	21240	25679.5668	30	1
1_MACS_peak_2458_lociStitched	chr10	22595462	22616287	1	20826	68493.425	31	1
3_MACS_peak_20774_lociStitched	chr7	19135610	19157873	3	20618	42684.8499	32	1
2_MACS_peak_23101_lociStitched	chr8	144593636	144614913	2	20409	223131.899	33	1
3_MACS_peak_7781_lociStitched	chr15	101782368	101807594	3	20363	66811.061	34	1
5_MACS_peak_15714_lociStitched	chr3	76805489	76827567	5	20317	16302.3952	35	1
4_MACS_peak_21273_lociStitched	chr7	78102900	78128350	4	20178	33031.555	36	1
6_MACS_peak_20895_lociStitched	chr7	29694677	29726554	6	20082	58290.2822	37	1
1_MACS_peak_14064_lociStitched	chr20	52194841	52214759	1	19919	83697.4278	38	1
3_MACS_peak_1234_lociStitched	chr1	145137897	145161658	3	19829	83947.613	39	1
2_MACS_peak_19787_lociStitched	chr6	55733259	55754542	2	19640	25933.3355	40	1
2_MACS_peak_1836_lociStitched	chr1	198887904	198907559	2	19516	25408.0185	41	1
4_MACS_peak_20970_lociStitched	chr7	38383845	38408334	4	19391	41183.1513	42	1
4_MACS_peak_11300_lociStitched	chr19	42035752	42062791	4	19339	45593.1618	43	1
4_MACS_peak_19743_lociStitched	chr6	52147244	52173427	4	19195	56055.1847	44	1
1_MACS_peak_1477_lociStitched	chr1	156457112	156476240	1	19129	92583.3456	45	1
3_MACS_peak_3672_lociStitched	chr11	62306422	62328528	3	18908	83140.666	46	1
3_MACS_peak_12789_lociStitched	chr2	142874341	142897517	3	18904	27264.2464	47	1
3_MACS_peak_1297_lociStitched	chr1	149801359	149826381	3	18865	145890.771	48	1
6_MACS_peak_7972_lociStitched	chr16	10905778	10939078	6	18819	32001.3	49	1
4_MACS_peak_9512_lociStitched	chr17	56401514	56424263	4	18679	98237.0067	50	1
1_MACS_peak_21292_lociStitched	chr7	81392242	81410909	1	18668	68832.6958	51	1
3_MACS_peak_318_lociStitched	chr1	25344473	25364543	3	18565	78686.442	52	1
7_MACS_peak_9473_lociStitched	chr17	51190524	51221045	7	18445	14592.0901	53	1
2_MACS_peak_17861_lociStitched	chr5	26872781	26891204	2	18318	42323.1579	54	1
3_MACS_peak_19337_lociStitched	chr6	27093850	27115926	3	18051	57980.4064	55	1
7_MACS_peak_9689_lociStitched	chr17	72732675	72757325	7	17915	29069.745	56	1
1_MACS_peak_658_lociStitched	chr1	51432071	51449937	1	17867	100246.126	57	1
6_MACS_peak_4339_lociStitched	chr11	128584454	128605280	6	17812	37969.9632	58	1
4_MACS_peak_13316_lociStitched	chr2	219741437	219763257	4	17592	47353.764	59	1
3_MACS_peak_18021_lociStitched	chr5	53813008	53830774	3	17399	38371.0068	60	1
7_MACS_peak_10851_lociStitched	chr19	12885748	12918278	7	17397	96165.186	61	1
2_MACS_peak_1324_lociStitched	chr1	150532274	150553388	2	17345	167060.3022	62	1
4_MACS_peak_19472_lociStitched	chr6	31781285	31805776	4	17293	85696.4581	63	1
1_MACS_peak_14996_lociStitched	chr22	46460733	46477855	1	17123	53090.1854	64	1
1_MACS_peak_12469_lociStitched	chr2	89130710	89147830	1	17121	31288.512	65	1
1_MACS_peak_19784_lociStitched	chr6	55529216	55546273	1	17058	33963.8984	66	1
6_MACS_peak_14086_lociStitched	chr20	52530608	52559420	6	16884	25005.9348	67	1
2_MACS_peak_2613_lociStitched	chr10	45453922	45475116	2	16775	54858.5496	68	1
3_MACS_peak_23766_lociStitched	chr9	112904471	112921587	3	16522	25478.8776	69	1
4_MACS_peak_2181_lociStitched	chr1	233790525	233812904	4	16462	32715.8601	70	1
6_MACS_peak_14460_lociStitched	chr21	45552550	45580344	6	16347	34178.2818	71	1
4_MACS_peak_19152_lociStitched	chr6	9308074	9325070	4	16200	14523.082	72	1
3_MACS_peak_8181_lociStitched	chr16	29815276	29833825	3	16042	135463.347	73	1
1_MACS_peak_14841_lociStitched	chr22	38782166	38798124	1	15959	48574.5562	74	1
1_MACS_peak_6102_lociStitched	chr13	104782836	104798725	1	15890	20134.5408	75	1
4_MACS_peak_1598_lociStitched	chr1	167506931	167526575	4	15872	41348.6556	76	1
3_MACS_peak_10013_lociStitched	chr18	9054804	9074841	3	15719	61579.7121	77	1
1_MACS_peak_22971_lociStitched	chr8	129275108	129290822	1	15715	99347.0508	78	1
2_MACS_peak_21296_lociStitched	chr7	81504341	81520166	2	15684	52276.305	79	1
2_MACS_peak_1459_lociStitched	chr1	156083075	156100602	2	15678	43770.1771	80	1
4_MACS_peak_18040_lociStitched	chr5	55272205	55292664	4	15631	50863.1199	81	1
1_MACS_peak_3766_lociStitched	chr11	65183245	65198775	1	15531	166751.822	82	1
2_MACS_peak_2194_lociStitched	chr1	234733613	234750154	2	15529	92798.3182	83	1
4_MACS_peak_21110_lociStitched	chr7	55623077	55642753	4	15517	56357.9668	84	1
3_MACS_peak_1935_lociStitched	chr1	206728300	206749925	3	15449	51270.7125	85	1
6_MACS_peak_22043_lociStitched	chr8	18585020	18614532	6	15395	27918.352	86	1
4_MACS_peak_7067_lociStitched	chr15	31635553	31660698	4	15384	26726.6205	87	1
2_MACS_peak_10264_lociStitched	chr18	46447936	46463243	2	15293	57369.1053	88	1
6_MACS_peak_3715_lociStitched	chr11	63992693	64020370	6	15245	53236.7095	89	1
5_MACS_peak_6211_lociStitched	chr14	23018169	23039465	5	15192	29007.2816	90	1
1_MACS_peak_17897_lociStitched	chr5	32529368	32544452	1	15085	44800.9884	91	1
4_MACS_peak_11665_lociStitched	chr19	56145570	56170491	4	14957	63022.7169	92	1
3_MACS_peak_15635_lociStitched	chr3	69128056	69145936	3	14899	57192.756	93	1
1_MACS_peak_13175_lociStitched	chr2	201980137	201994974	1	14838	70848.1587	94	1
6_MACS_peak_20346_lociStitched	chr6	138246668	138271254	6	14737	24406.5222	95	1
2_MACS_peak_19159_lociStitched	chr6	9387545	9405564	2	14731	25251.8266	96	1
9_MACS_peak_22007_lociStitched	chr8	13346420	13366000	9	14726	10359.778	97	1
3_MACS_peak_9258_lociStitched	chr17	38462649	38484039	3	14726	38705.205	98	1
1_MACS_peak_17968_lociStitched	chr5	40675806	40690481	1	14676	84648.335	99	1
2_MACS_peak_19945_lociStitched	chr6	88624817	88640517	2	14609	31415.7	100	1
4_MACS_peak_19303_lociStitched	chr6	26183863	26207825	4	14570	54060.6682	101	1
1_MACS_peak_4534_lociStitched	chr12	12866167	12880672	1	14506	99466.587	102	1
2_MACS_peak_1181_lociStitched	chr1	119501084	119515532	2	14434	24161.3904	103	1
2_MACS_peak_13487_lociStitched	chr2	238599477	238614359	2	14360	33137.7494	104	1
2_MACS_peak_22413_lociStitched	chr8	65480261	65498233	2	14303	109039.7184	105	1
5_MACS_peak_3771_lociStitched	chr11	65253917	65278565	5	14271	63485.8536	106	1
4_MACS_peak_12238_lociStitched	chr2	64862792	64882346	4	13963	29690.7936	107	1
2_MACS_peak_16204_lociStitched	chr3	151983997	152000151	2	13937	37690.5128	108	1
2_MACS_peak_10019_lociStitched	chr18	9132934	9148505	2	13846	66128.4799	109	1
4_MACS_peak_16249_lociStitched	chr3	156798823	156824161	4	13802	50412.4848	110	1
5_MACS_peak_23843_lociStitched	chr9	123682542	123700075	5	13796	29271.3435	111	1
5_MACS_peak_2367_lociStitched	chr10	7511075	7535467	5	13777	21382.0272	112	1
3_MACS_peak_284_lociStitched	chr1	23848736	23866625	3	13774	69318.0861	113	1
4_MACS_peak_20249_lociStitched	chr6	128214006	128230018	4	13765	12897.666	114	1
1_MACS_peak_4492_lociStitched	chr12	9873478	9887185	1	13708	30030.6663	115	1
2_MACS_peak_11245_lociStitched	chr19	39888070	39904594	2	13591	78606.3204	116	1
4_MACS_peak_6846_lociStitched	chr14	95969291	95987222	4	13541	36462.6885	117	1
3_MACS_peak_1714_lociStitched	chr1	182580408	182596288	3	13540	42648.916	118	1
2_MACS_peak_14642_lociStitched	chr22	24819569	24833082	2	13461	52753.4007	119	1
3_MACS_peak_24037_lociStitched	chr9	134601531	134615724	3	13420	37343.2023	120	1
6_MACS_peak_176_lociStitched	chr1	12202770	12228946	6	13331	32764.4992	121	1
2_MACS_peak_22972_lociStitched	chr8	129323467	129336798	2	13324	20172.4692	122	1
2_MACS_peak_16348_lociStitched	chr3	171811753	171826948	2	13289	18727.8375	123	1
3_MACS_peak_4155_lociStitched	chr11	111305497	111322269	3	13269	40752.6056	124	1
1_MACS_peak_1167_lociStitched	chr1	118147646	118160866	1	13221	33847.166	125	1
3_MACS_peak_24345_lociStitched	chrX	39953219	39969577	3	13190	40517.1302	126	1
4_MACS_peak_18044_lociStitched	chr5	55307122	55326736	4	13172	25068.6534	127	1
1_MACS_peak_1231_lociStitched	chr1	144925886	144939055	1	13170	32562.9863	128	1
7_MACS_peak_8391_lociStitched	chr16	67192460	67218878	7	13168	31284.1956	129	1
2_MACS_peak_20712_lociStitched	chr7	7998334	8015422	2	13166	67526.6496	130	1
3_MACS_peak_3918_lociStitched	chr11	72850283	72869793	3	13149	47182.984	131	1
4_MACS_peak_9671_lociStitched	chr17	70581453	70601457	4	13137	31456.29	132	1
4_MACS_peak_3734_lociStitched	chr11	64617941	64638019	4	13093	39517.5196	133	1
1_MACS_peak_9416_lociStitched	chr17	46123559	46136608	1	13050	71953.4909	134	1
7_MACS_peak_5919_lociStitched	chr13	66215503	66229602	7	13039	7644.4778	135	1
2_MACS_peak_9360_lociStitched	chr17	43297451	43314321	2	12894	114103.619	136	1
1_MACS_peak_358_lociStitched	chr1	27018386	27031277	1	12892	87741.3024	137	1
3_MACS_peak_10396_lociStitched	chr18	60381625	60398484	3	12890	22967.0157	138	1
3_MACS_peak_19708_lociStitched	chr6	45382549	45400046	3	12880	57565.13	139	1
4_MACS_peak_331_lociStitched	chr1	25869623	25889760	4	12880	30030.3081	140	1
2_MACS_peak_18943_lociStitched	chr5	173310262	173323259	2	12872	28056.6239	141	1
2_MACS_peak_10371_lociStitched	chr18	56315232	56328606	2	12852	31547.9286	142	1
4_MACS_peak_6732_lociStitched	chr14	81930803	81953369	4	12846	18783.9384	143	1
1_MACS_peak_16202_lociStitched	chr3	151910885	151923722	1	12838	31157.9664	144	1
4_MACS_peak_19002_lociStitched	chr5	177657181	177674644	4	12816	62098.428	145	1
3_MACS_peak_7484_lociStitched	chr15	75067321	75083408	3	12795	35378.5304	146	1
7_MACS_peak_17032_lociStitched	chr4	79545362	79567490	7	12729	12743.5152	147	1
2_MACS_peak_15081_lociStitched	chr3	5017727	5031612	2	12718	69344.467	148	1
2_MACS_peak_4253_lociStitched	chr11	120203552	120216405	2	12703	31127.3954	149	1
2_MACS_peak_23017_lociStitched	chr8	134695725	134709241	2	12681	47261.3972	150	1
1_MACS_peak_5308_lociStitched	chr12	108953371	108966027	1	12657	31789.3408	151	1
2_MACS_peak_4801_lociStitched	chr12	48200773	48215064	2	12639	44326.3947	152	1
3_MACS_peak_16500_lociStitched	chr3	190651606	190665078	3	12590	13497.5968	153	1
3_MACS_peak_14629_lociStitched	chr22	24177466	24192301	3	12560	31975.359	154	1
4_MACS_peak_6572_lociStitched	chr14	68741465	68763444	4	12550	18403.0167	155	1
2_MACS_peak_16390_lociStitched	chr3	178422292	178435639	2	12549	31211.9595	156	1
3_MACS_peak_23146_lociStitched	chr8	145686379	145705439	3	12542	59897.956	157	1
1_MACS_peak_13652_lociStitched	chr20	9487396	9499900	1	12505	27428.7744	158	1
2_MACS_peak_22685_lociStitched	chr8	97620278	97635954	2	12501	41784.378	159	1
1_MACS_peak_20667_lociStitched	chr7	5458337	5470760	1	12424	203901.1836	160	1
3_MACS_peak_23003_lociStitched	chr8	134155214	134171708	3	12401	24147.216	161	1
1_MACS_peak_12071_lociStitched	chr2	43444614	43456957	1	12344	57270.2857	162	1
3_MACS_peak_12564_lociStitched	chr2	107112856	107132376	3	12330	23139.008	163	1
1_MACS_peak_4154_lociStitched	chr11	111282553	111294867	1	12315	53719.825	164	1
4_MACS_peak_24243_lociStitched	chrX	13670516	13688711	4	12232	16248.135	165	1
1_MACS_peak_19060_lociStitched	chr6	388893	401112	1	12220	44364.7452	166	1
3_MACS_peak_19759_lociStitched	chr6	52410437	52424601	3	12217	20969.802	167	1
2_MACS_peak_6596_lociStitched	chr14	69279675	69292113	2	12214	54066.7422	168	1
6_MACS_peak_14505_lociStitched	chr22	17081544	17103543	6	12187	15676.4874	169	1
1_MACS_peak_6100_lociStitched	chr13	104653529	104665713	1	12185	16477.6416	170	1
4_MACS_peak_20853_lociStitched	chr7	25891042	25907231	4	12103	26161.424	171	1
3_MACS_peak_11461_lociStitched	chr19	48823108	48837911	3	12094	49709.9543	172	1
2_MACS_peak_17645_lociStitched	chr5	390518	403758	2	12079	32338.7	173	1
2_MACS_peak_15154_lociStitched	chr3	13049205	13062388	2	12076	64735.1215	174	1
6_MACS_peak_20034_lociStitched	chr6	103180454	103195305	6	12016	9540.2824	175	1
1_MACS_peak_5285_lociStitched	chr12	106528004	106539998	1	11995	40792.7934	176	1
4_MACS_peak_19532_lociStitched	chr6	33376948	33396665	4	11995	36835.2994	177	1
4_MACS_peak_10570_lociStitched	chr19	1847341	1865493	4	11973	66592.4272	178	1
3_MACS_peak_22932_lociStitched	chr8	126291919	126308087	3	11952	16410.52	179	1
1_MACS_peak_20835_lociStitched	chr7	23504851	23516768	1	11918	76721.646	180	1
3_MACS_peak_19030_lociStitched	chr5	180228469	180244601	3	11842	52112.8128	181	1
3_MACS_peak_10319_lociStitched	chr18	52931365	52949365	3	11816	30092.4	182	1
2_MACS_peak_13880_lociStitched	chr20	34677443	34690621	2	11813	28286.577	183	1
3_MACS_peak_16491_lociStitched	chr3	189425615	189437794	3	11809	24516.327	184	1
4_MACS_peak_18930_lociStitched	chr5	173160654	173178231	4	11783	33144.9489	185	1
1_MACS_peak_7763_lociStitched	chr15	100867795	100879555	1	11761	24203.256	186	1
2_MACS_peak_18286_lociStitched	chr5	88175103	88186883	2	11759	21375.988	187	1
2_MACS_peak_22423_lociStitched	chr8	66741613	66755668	2	11753	39791.1105	188	1
2_MACS_peak_7151_lociStitched	chr15	40389122	40402053	2	11748	32301.638	189	1
3_MACS_peak_20109_lociStitched	chr6	108909565	108921545	3	11722	18265.906	190	1
4_MACS_peak_9784_lociStitched	chr17	75432958	75448932	4	11715	25569.5818	191	1
5_MACS_peak_17586_lociStitched	chr4	185367162	185383306	5	11699	15955.1152	192	1
2_MACS_peak_14008_lociStitched	chr20	45978446	45990176	2	11666	64480.983	193	1
4_MACS_peak_2176_lociStitched	chr1	233748314	233765893	4	11640	31121.8616	194	1
4_MACS_peak_441_lociStitched	chr1	33445292	33459983	4	11614	18341.7135	195	1
3_MACS_peak_17444_lociStitched	chr4	157863978	157875742	3	11613	8834.764	196	1
2_MACS_peak_2459_lociStitched	chr10	22621555	22634106	2	11575	48947.6449	197	1
2_MACS_peak_18462_lociStitched	chr5	118663598	118678685	2	11563	20361.4152	198	1
4_MACS_peak_5744_lociStitched	chr13	38345844	38363258	4	11556	11453.1878	199	1
3_MACS_peak_19360_lociStitched	chr6	27790844	27808479	3	11547	43544.342	200	1
2_MACS_peak_13183_lociStitched	chr2	202116591	202128698	2	11524	23780.5694	201	1
3_MACS_peak_1888_lociStitched	chr1	203266507	203281502	3	11500	59384.6985	202	1
2_MACS_peak_1547_lociStitched	chr1	161409261	161421711	2	11465	16995.495	203	1
4_MACS_peak_10783_lociStitched	chr19	10521788	10536085	4	11456	24016.1006	204	1
2_MACS_peak_17239_lociStitched	chr4	113200100	113212612	2	11430	30312.8224	205	1
3_MACS_peak_7063_lociStitched	chr15	31545446	31560852	3	11422	50628.7378	206	1
1_MACS_peak_18724_lociStitched	chr5	142774610	142786022	1	11413	37880.9928	207	1
6_MACS_peak_4990_lociStitched	chr12	58224924	58241105	6	11406	29381.4598	208	1
1_MACS_peak_10408_lociStitched	chr18	60820802	60832202	1	11401	108618.06	209	1
3_MACS_peak_11749_lociStitched	chr2	1369933	1383901	3	11401	27565.848	210	1
3_MACS_peak_7978_lociStitched	chr16	10962255	10976637	3	11386	38277.693	211	1
2_MACS_peak_13094_lociStitched	chr2	191875534	191886920	2	11375	38748.8352	212	1
2_MACS_peak_15767_lociStitched	chr3	89152817	89164196	2	11370	11771.5755	213	1
3_MACS_peak_11368_lociStitched	chr19	45244732	45260187	3	11349	49102.0805	214	1
2_MACS_peak_15669_lociStitched	chr3	72026232	72038104	2	11345	34337.3856	215	1
2_MACS_peak_15554_lociStitched	chr3	56804691	56820164	2	11337	24651.5836	216	1
1_MACS_peak_17191_lociStitched	chr4	105406483	105417786	1	11304	30259.2613	217	1
5_MACS_peak_18934_lociStitched	chr5	173209068	173223242	5	11289	23307.7256	218	1
6_MACS_peak_1793_lociStitched	chr1	192561014	192579382	6	11254	9979.3344	219	1
4_MACS_peak_13962_lociStitched	chr20	43270045	43282033	4	11227	19129.2516	220	1
4_MACS_peak_4464_lociStitched	chr12	7061279	7081028	4	11211	29980.9569	221	1
4_MACS_peak_554_lociStitched	chr1	42126820	42140386	4	11204	16920.8718	222	1
3_MACS_peak_8104_lociStitched	chr16	22199424	22212209	3	11195	24245.474	223	1
2_MACS_peak_2111_lociStitched	chr1	226839055	226852520	2	11151	29516.6265	224	1
4_MACS_peak_13744_lociStitched	chr20	23329629	23347691	4	11098	43191.6606	225	1
3_MACS_peak_11843_lociStitched	chr2	11883864	11895203	3	11096	41176.4446	226	1
3_MACS_peak_13471_lociStitched	chr2	235390722	235406541	3	11088	14499.6954	227	1
4_MACS_peak_14270_lociStitched	chr21	19147771	19166767	4	11083	15346.8684	228	1
3_MACS_peak_12557_lociStitched	chr2	106405869	106421721	3	11075	22956.8664	229	1
2_MACS_peak_1408_lociStitched	chr1	154828750	154844295	2	11064	39297.76	230	1
3_MACS_peak_15086_lociStitched	chr3	5222882	5241053	3	11057	29386.1412	231	1
3_MACS_peak_19164_lociStitched	chr6	10398194	10415480	3	11025	42347.2428	232	1
2_MACS_peak_1483_lociStitched	chr1	156709721	156723183	2	11019	69626.8102	233	1
3_MACS_peak_7706_lociStitched	chr15	93346691	93364522	3	10991	40139.3641	234	1
2_MACS_peak_12001_lociStitched	chr2	33712512	33724560	2	10850	14808.1968	235	1
4_MACS_peak_544_lociStitched	chr1	41818658	41838998	4	10847	18147.348	236	1
2_MACS_peak_18975_lociStitched	chr5	176726292	176740610	2	10807	39075.2538	237	1
3_MACS_peak_13739_lociStitched	chr20	22212343	22224563	3	10790	15314.104	238	1
2_MACS_peak_17889_lociStitched	chr5	32205882	32219678	2	10769	48054.2272	239	1
3_MACS_peak_12508_lociStitched	chr2	97190571	97205447	3	10760	42343.0464	240	1
3_MACS_peak_24191_lociStitched	chrX	7025927	7039927	3	10753	11862.2	241	1
8_MACS_peak_17532_lociStitched	chr4	177691810	177714490	8	10721	10682.28	242	1
1_MACS_peak_19958_lociStitched	chr6	90059185	90069901	1	10717	31922.964	243	1
1_MACS_peak_17965_lociStitched	chr5	40483132	40493813	1	10682	39531.4491	244	1
1_MACS_peak_20343_lociStitched	chr6	138186088	138196760	1	10673	43272.8256	245	1
4_MACS_peak_9164_lociStitched	chr17	33401173	33417357	4	10661	27184.2648	246	1
2_MACS_peak_8030_lociStitched	chr16	14394757	14405460	2	10651	21059.2228	247	1
4_MACS_peak_24879_lociStitched	chrX	153595395	153608997	4	10625	36016.7358	248	1
1_MACS_peak_18761_lociStitched	chr5	148205066	148215688	1	10623	16046.6554	249	1
3_MACS_peak_16243_lociStitched	chr3	156530316	156546351	3	10604	59135.4765	250	1
1_MACS_peak_23309_lociStitched	chr9	21986290	21996889	1	10600	26980.8144	251	1
4_MACS_peak_12412_lociStitched	chr2	86079388	86094028	4	10598	14945.976	252	1
4_MACS_peak_4303_lociStitched	chr11	126056035	126068977	4	10586	31313.169	253	1
3_MACS_peak_5474_lociStitched	chr12	122227796	122244793	3	10584	71027.0636	254	1
3_MACS_peak_13532_lociStitched	chr2	241496313	241509740	3	10579	39562.6555	255	1
2_MACS_peak_1549_lociStitched	chr1	161430337	161442669	2	10575	13610.8284	256	1
4_MACS_peak_3796_lociStitched	chr11	65654967	65670347	4	10534	28985.148	257	1
2_MACS_peak_16053_lociStitched	chr3	130567009	130577539	2	10531	23649.327	258	1
2_MACS_peak_14190_lociStitched	chr20	62358677	62373011	2	10514	36669.2388	259	1
3_MACS_peak_19293_lociStitched	chr6	26020465	26034887	3	10484	31576.969	260	1
2_MACS_peak_17686_lociStitched	chr5	2694492	2705656	2	10473	26489.9392	261	1
2_MACS_peak_14068_lociStitched	chr20	52267509	52278755	2	10467	35013.2964	262	1
4_MACS_peak_10547_lociStitched	chr19	1258277	1277340	4	10460	48627.8067	263	1
3_MACS_peak_20808_lociStitched	chr7	22474341	22489022	3	10447	28419.4798	264	1
3_MACS_peak_8471_lociStitched	chr16	70461005	70474048	3	10411	34917.4153	265	1
2_MACS_peak_24725_lociStitched	chrX	119434827	119445327	2	10409	19250.7	266	1
4_MACS_peak_23120_lociStitched	chr8	145010061	145028521	4	10406	33028.632	267	1
4_MACS_peak_4580_lociStitched	chr12	16751578	16765859	4	10397	10202.3464	268	1
5_MACS_peak_9584_lociStitched	chr17	62151044	62162682	5	10396	18639.4208	269	1
1_MACS_peak_10949_lociStitched	chr19	16474754	16485143	1	10390	28680.9123	270	1
2_MACS_peak_315_lociStitched	chr1	25247182	25259519	2	10377	58808.0116	271	1
1_MACS_peak_4972_lociStitched	chr12	57846441	57856811	1	10371	32268.329	272	1
2_MACS_peak_8873_lociStitched	chr17	7737019	7748869	2	10357	49256.895	273	1
2_MACS_peak_6594_lociStitched	chr14	69252476	69264250	2	10340	56645.8914	274	1
1_MACS_peak_20860_lociStitched	chr7	26001004	26011342	1	10339	81180.1788	275	1
2_MACS_peak_8814_lociStitched	chr17	4841910	4855178	2	10339	72570.6528	276	1
2_MACS_peak_19466_lociStitched	chr6	31696469	31709707	2	10337	80878.8848	277	1
1_MACS_peak_3653_lociStitched	chr11	61593919	61604234	1	10316	50324.822	278	1
5_MACS_peak_12122_lociStitched	chr2	47729918	47749898	5	10309	20409.57	279	1
1_MACS_peak_5311_lociStitched	chr12	109021166	109031464	1	10299	37094.4258	280	1
2_MACS_peak_8073_lociStitched	chr16	17552902	17565398	2	10296	26562.7472	281	1
4_MACS_peak_10218_lociStitched	chr18	42301019	42313714	4	10291	12218.9375	282	1
2_MACS_peak_21208_lociStitched	chr7	74062898	74077461	2	10284	58993.2567	283	1
2_MACS_peak_10488_lociStitched	chr18	74195873	74207293	2	10276	14386.916	284	1
1_MACS_peak_23014_lociStitched	chr8	134577012	134587272	1	10261	91109.826	285	1
3_MACS_peak_18352_lociStitched	chr5	95258394	95269008	3	10242	15803.1846	286	1
2_MACS_peak_22773_lociStitched	chr8	103816742	103827347	2	10237	58169.4855	287	1
4_MACS_peak_9207_lociStitched	chr17	36570615	36586192	4	10233	38109.1305	288	1
1_MACS_peak_20784_lociStitched	chr7	20253183	20263411	1	10229	49410.4452	289	1
4_MACS_peak_15678_lociStitched	chr3	72303128	72320273	4	10224	19322.415	290	1
1_MACS_peak_4426_lociStitched	chr12	4376917	4387135	1	10219	41164.2348	291	1
3_MACS_peak_10891_lociStitched	chr19	13948880	13961855	3	10218	68750.6325	292	1
1_MACS_peak_5248_lociStitched	chr12	102870256	102880467	1	10212	21372.6441	293	1
3_MACS_peak_4666_lociStitched	chr12	26265779	26280681	3	10208	35407.152	294	1
2_MACS_peak_22628_lociStitched	chr8	93102158	93116221	2	10204	16043.0704	295	1
3_MACS_peak_15592_lociStitched	chr3	61545704	61562504	3	10186	30596.16	296	1
4_MACS_peak_22803_lociStitched	chr8	107669022	107682658	4	10173	22555.3076	297	1
3_MACS_peak_9540_lociStitched	chr17	57914295	57926958	3	10161	17753.526	298	1
1_MACS_peak_1891_lociStitched	chr1	203288071	203298225	1	10155	83387.6942	299	1
1_MACS_peak_22663_lociStitched	chr8	95953001	95963126	1	10126	28977.75	300	1
4_MACS_peak_9755_lociStitched	chr17	74486399	74503015	4	10119	25769.7544	301	1
2_MACS_peak_13381_lociStitched	chr2	227654827	227666685	2	10112	26411.3234	302	1
