#JJN3_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/JJN3_H3K27ac_ROSE/JJN3_H3K27ac_peaks_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by JJN3_jia.bam
#Using cutoff of 25157.466 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	JJN3_jia.bam	enhancerRank	isSuper
2_MACS_peak_19137_lociStitched	chr6	7895372	7918981	2	21764	62169.5797	79	1
4_MACS_peak_19002_lociStitched	chr5	177657181	177674644	4	12816	62098.428	80	1
2_MACS_peak_21482_lociStitched	chr7	102063550	102075708	2	9034	62072.669	81	1
3_MACS_peak_10013_lociStitched	chr18	9054804	9074841	3	15719	61579.7121	82	1
1_MACS_peak_22738_lociStitched	chr8	101961596	101967443	1	5848	61297.6092	83	1
1_MACS_peak_5855_lociStitched	chr13	50696963	50706244	1	9282	60968.7452	84	1
2_MACS_peak_24861_lociStitched	chrX	153188760	153201485	2	8804	60009.8275	85	1
3_MACS_peak_23146_lociStitched	chr8	145686379	145705439	3	12542	59897.956	86	1
3_MACS_peak_1888_lociStitched	chr1	203266507	203281502	3	11500	59384.6985	87	1
6_MACS_peak_9146_lociStitched	chr17	32688633	32720458	6	29896	59245.42	88	1
3_MACS_peak_16243_lociStitched	chr3	156530316	156546351	3	10604	59135.4765	89	1
2_MACS_peak_21208_lociStitched	chr7	74062898	74077461	2	10284	58993.2567	90	1
2_MACS_peak_315_lociStitched	chr1	25247182	25259519	2	10377	58808.0116	91	1
1_MACS_peak_19190_lociStitched	chr6	12007481	12014640	1	7160	58666.5732	92	1
2_MACS_peak_11228_lociStitched	chr19	39338023	39348826	2	7939	58359.9666	93	1
1_MACS_peak_1191_lociStitched	chr1	120607930	120614193	1	6264	58336.7135	94	1
6_MACS_peak_20895_lociStitched	chr7	29694677	29726554	6	20082	58290.2822	95	1
2_MACS_peak_22773_lociStitched	chr8	103816742	103827347	2	10237	58169.4855	96	1
2_MACS_peak_20075_lociStitched	chr6	106531126	106556312	2	25160	58018.4696	97	1
3_MACS_peak_19337_lociStitched	chr6	27093850	27115926	3	18051	57980.4064	98	1
3_MACS_peak_19708_lociStitched	chr6	45382549	45400046	3	12880	57565.13	99	1
1_MACS_peak_1301_lociStitched	chr1	149854938	149861701	1	6764	57432.0723	100	1
2_MACS_peak_10264_lociStitched	chr18	46447936	46463243	2	15293	57369.1053	101	1
1_MACS_peak_12071_lociStitched	chr2	43444614	43456957	1	12344	57270.2857	102	1
3_MACS_peak_15635_lociStitched	chr3	69128056	69145936	3	14899	57192.756	103	1
2_MACS_peak_6594_lociStitched	chr14	69252476	69264250	2	10340	56645.8914	104	1
4_MACS_peak_21110_lociStitched	chr7	55623077	55642753	4	15517	56357.9668	105	1
1_MACS_peak_10215_lociStitched	chr18	42258681	42264661	1	5981	56198.844	106	1
4_MACS_peak_19743_lociStitched	chr6	52147244	52173427	4	19195	56055.1847	107	1
1_MACS_peak_19025_lociStitched	chr5	179244862	179249996	1	5135	55873.322	108	1
2_MACS_peak_3028_lociStitched	chr10	104401166	104409973	2	8688	55412.7633	109	1
2_MACS_peak_2613_lociStitched	chr10	45453922	45475116	2	16775	54858.5496	110	1
2_MACS_peak_7357_lociStitched	chr15	60859879	60885548	2	23624	54672.4031	111	1
2_MACS_peak_6596_lociStitched	chr14	69279675	69292113	2	12214	54066.7422	112	1
4_MACS_peak_19303_lociStitched	chr6	26183863	26207825	4	14570	54060.6682	113	1
1_MACS_peak_19676_lociStitched	chr6	43737007	43742979	1	5973	53855.496	114	1
1_MACS_peak_4154_lociStitched	chr11	111282553	111294867	1	12315	53719.825	115	1
3_MACS_peak_7003_lociStitched	chr14	106207819	106217786	3	9337	53296.5391	116	1
6_MACS_peak_3715_lociStitched	chr11	63992693	64020370	6	15245	53236.7095	117	1
1_MACS_peak_7508_lociStitched	chr15	75491344	75497987	1	6644	53208.4371	118	1
5_MACS_peak_1194_lociStitched	chr1	120657707	120688650	5	23001	53200.2999	119	1
1_MACS_peak_21374_lociStitched	chr7	92458021	92467407	1	9387	53168.8742	120	1
1_MACS_peak_23081_lociStitched	chr8	142424201	142430556	1	6356	53093.483	121	1
1_MACS_peak_14996_lociStitched	chr22	46460733	46477855	1	17123	53090.1854	122	1
6_MACS_peak_18056_lociStitched	chr5	55436523	55472015	6	25861	52932.7688	123	1
2_MACS_peak_19469_lociStitched	chr6	31755447	31764550	2	6234	52820.1575	124	1
2_MACS_peak_14642_lociStitched	chr22	24819569	24833082	2	13461	52753.4007	125	1
1_MACS_peak_21513_lociStitched	chr7	104651014	104657891	1	6878	52730.0852	126	1
2_MACS_peak_21296_lociStitched	chr7	81504341	81520166	2	15684	52276.305	127	1
1_MACS_peak_21031_lociStitched	chr7	44787042	44795231	1	8190	52245.0011	128	1
3_MACS_peak_19030_lociStitched	chr5	180228469	180244601	3	11842	52112.8128	129	1
2_MACS_peak_16372_lociStitched	chr3	176911325	176920451	2	8470	51689.664	130	1
2_MACS_peak_10956_lociStitched	chr19	16694069	16706754	2	10112	51417.379	131	1
3_MACS_peak_1935_lociStitched	chr1	206728300	206749925	3	15449	51270.7125	132	1
1_MACS_peak_8556_lociStitched	chr16	79628853	79637468	1	8616	51223.067	133	1
4_MACS_peak_18040_lociStitched	chr5	55272205	55292664	4	15631	50863.1199	134	1
3_MACS_peak_7063_lociStitched	chr15	31545446	31560852	3	11422	50628.7378	135	1
1_MACS_peak_7500_lociStitched	chr15	75333612	75342039	1	8428	50419.5837	136	1
4_MACS_peak_16249_lociStitched	chr3	156798823	156824161	4	13802	50412.4848	137	1
1_MACS_peak_3653_lociStitched	chr11	61593919	61604234	1	10316	50324.822	138	1
1_MACS_peak_14132_lociStitched	chr20	57463050	57468898	1	5849	50126.132	139	1
1_MACS_peak_17985_lociStitched	chr5	43037091	43043789	1	6699	50055.4936	140	1
1_MACS_peak_20925_lociStitched	chr7	32928953	32933355	1	4403	49781.3376	141	1
1_MACS_peak_8157_lociStitched	chr16	28833245	28837379	1	4135	49768.8126	142	1
3_MACS_peak_11461_lociStitched	chr19	48823108	48837911	3	12094	49709.9543	143	1
2_MACS_peak_17729_lociStitched	chr5	6711605	6723477	2	9298	49563.2256	144	1
1_MACS_peak_20784_lociStitched	chr7	20253183	20263411	1	10229	49410.4452	145	1
2_MACS_peak_8873_lociStitched	chr17	7737019	7748869	2	10357	49256.895	146	1
1_MACS_peak_1320_lociStitched	chr1	150334929	150340185	1	5257	49178.2896	147	1
1_MACS_peak_20981_lociStitched	chr7	39987503	39993121	1	5619	49156.3764	148	1
3_MACS_peak_11368_lociStitched	chr19	45244732	45260187	3	11349	49102.0805	149	1
1_MACS_peak_7066_lociStitched	chr15	31615442	31622833	1	7392	49036.3286	150	1
2_MACS_peak_2459_lociStitched	chr10	22621555	22634106	2	11575	48947.6449	151	1
1_MACS_peak_21065_lociStitched	chr7	47513460	47522895	1	9436	48935.571	152	1
2_MACS_peak_19688_lociStitched	chr6	44223768	44234379	2	8494	48793.6224	153	1
1_MACS_peak_17981_lociStitched	chr5	42948544	42953753	1	5210	48766.658	154	1
4_MACS_peak_10547_lociStitched	chr19	1258277	1277340	4	10460	48627.8067	155	1
3_MACS_peak_13911_lociStitched	chr20	37498887	37511052	3	8934	48612.5565	156	1
1_MACS_peak_22123_lociStitched	chr8	26428101	26438038	1	9938	48582.9867	157	1
1_MACS_peak_14841_lociStitched	chr22	38782166	38798124	1	15959	48574.5562	158	1
1_MACS_peak_8415_lociStitched	chr16	67875065	67882196	1	7132	48557.1183	159	1
1_MACS_peak_5536_lociStitched	chr12	125397585	125406972	1	9388	48335.5404	160	1
1_MACS_peak_19642_lociStitched	chr6	42748625	42752469	1	3845	48164.9356	161	1
1_MACS_peak_8196_lociStitched	chr16	30193869	30198689	1	4821	48115.65	162	1
2_MACS_peak_17889_lociStitched	chr5	32205882	32219678	2	10769	48054.2272	163	1
1_MACS_peak_2136_lociStitched	chr1	228673719	228680135	1	6417	47513.0464	164	1
4_MACS_peak_13316_lociStitched	chr2	219741437	219763257	4	17592	47353.764	165	1
2_MACS_peak_23017_lociStitched	chr8	134695725	134709241	2	12681	47261.3972	166	1
3_MACS_peak_3918_lociStitched	chr11	72850283	72869793	3	13149	47182.984	167	1
1_MACS_peak_17898_lociStitched	chr5	32581061	32588913	1	7853	47125.3484	168	1
1_MACS_peak_14920_lociStitched	chr22	41839765	41845146	1	5382	46838.9145	169	1
2_MACS_peak_471_lociStitched	chr1	36614035	36623608	2	7179	46729.6422	170	1
1_MACS_peak_20108_lociStitched	chr6	108878214	108887983	1	9770	46687.0279	171	1
2_MACS_peak_21678_lociStitched	chr7	128572188	128582428	2	7961	46529.536	172	1
1_MACS_peak_3559_lociStitched	chr11	46136207	46144954	1	8748	46519.1701	173	1
1_MACS_peak_10877_lociStitched	chr19	13260222	13267636	1	7415	46380.5012	174	1
1_MACS_peak_17986_lociStitched	chr5	43063937	43069407	1	5471	46250.491	175	1
1_MACS_peak_4146_lociStitched	chr11	111168419	111174803	1	6385	46060.56	176	1
3_MACS_peak_17122_lociStitched	chr4	90205541	90229943	3	23595	45629.2998	177	1
2_MACS_peak_1859_lociStitched	chr1	200984909	200995464	2	9362	45614.488	178	1
4_MACS_peak_11300_lociStitched	chr19	42035752	42062791	4	19339	45593.1618	179	1
1_MACS_peak_22939_lociStitched	chr8	126441000	126449049	1	8050	45551.7057	180	1
1_MACS_peak_21832_lociStitched	chr7	150063930	150068401	1	4472	45501.367	181	1
1_MACS_peak_22479_lociStitched	chr8	71313078	71317556	1	4479	45131.523	182	1
1_MACS_peak_8190_lociStitched	chr16	30074486	30079338	1	4853	44993.5664	183	1
1_MACS_peak_17897_lociStitched	chr5	32529368	32544452	1	15085	44800.9884	184	1
1_MACS_peak_21965_lociStitched	chr8	10870302	10874666	1	4365	44605.3168	185	1
1_MACS_peak_19060_lociStitched	chr6	388893	401112	1	12220	44364.7452	186	1
1_MACS_peak_17659_lociStitched	chr5	961517	967616	1	6100	44359.2468	187	1
2_MACS_peak_4801_lociStitched	chr12	48200773	48215064	2	12639	44326.3947	188	1
1_MACS_peak_9216_lociStitched	chr17	36856343	36863619	1	7277	44299.926	189	1
1_MACS_peak_10419_lociStitched	chr18	60980984	60988568	1	7585	44078.208	190	1
2_MACS_peak_948_lociStitched	chr1	92941313	92954485	2	8827	43914.1308	191	1
1_MACS_peak_18921_lociStitched	chr5	172750586	172759585	1	9000	43876.4243	192	1
2_MACS_peak_13443_lociStitched	chr2	232570432	232578790	2	7757	43801.7706	193	1
2_MACS_peak_1459_lociStitched	chr1	156083075	156100602	2	15678	43770.1771	194	1
3_MACS_peak_19360_lociStitched	chr6	27790844	27808479	3	11547	43544.342	195	1
1_MACS_peak_22957_lociStitched	chr8	128745893	128753104	1	7212	43276.0954	196	1
1_MACS_peak_20343_lociStitched	chr6	138186088	138196760	1	10673	43272.8256	197	1
1_MACS_peak_1604_lociStitched	chr1	167596418	167602435	1	6018	43268.8487	198	1
4_MACS_peak_13744_lociStitched	chr20	23329629	23347691	4	11098	43191.6606	199	1
1_MACS_peak_17726_lociStitched	chr5	6478572	6487349	1	8778	43100.3362	200	1
1_MACS_peak_20908_lociStitched	chr7	30323292	30329787	1	6496	43050.159	201	1
1_MACS_peak_17888_lociStitched	chr5	32171544	32175801	1	4258	42983.3547	202	1
1_MACS_peak_4351_lociStitched	chr11	129870824	129874664	1	3841	42971.904	203	1
2_MACS_peak_21443_lociStitched	chr7	100025463	100034880	2	5531	42861.4755	204	1
1_MACS_peak_7432_lociStitched	chr15	69108906	69114811	1	5906	42859.671	205	1
1_MACS_peak_10293_lociStitched	chr18	48718867	48725348	1	6482	42786.2658	206	1
1_MACS_peak_593_lociStitched	chr1	44296095	44303718	1	7624	42688.8	207	1
3_MACS_peak_20774_lociStitched	chr7	19135610	19157873	3	20618	42684.8499	208	1
3_MACS_peak_1714_lociStitched	chr1	182580408	182596288	3	13540	42648.916	209	1
1_MACS_peak_10394_lociStitched	chr18	60189245	60194977	1	5733	42423.1052	210	1
1_MACS_peak_4392_lociStitched	chr12	1637808	1645167	1	7360	42376.0656	211	1
1_MACS_peak_14046_lociStitched	chr20	48806563	48810702	1	4140	42361.8372	212	1
3_MACS_peak_19164_lociStitched	chr6	10398194	10415480	3	11025	42347.2428	213	1
3_MACS_peak_12508_lociStitched	chr2	97190571	97205447	3	10760	42343.0464	214	1
1_MACS_peak_20791_lociStitched	chr7	20367256	20374207	1	6952	42328.8096	215	1
2_MACS_peak_17861_lociStitched	chr5	26872781	26891204	2	18318	42323.1579	216	1
2_MACS_peak_22768_lociStitched	chr8	103665326	103675621	2	6394	42168.32	217	1
1_MACS_peak_20631_lociStitched	chr7	2392992	2396370	1	3379	41878.4172	218	1
2_MACS_peak_22685_lociStitched	chr8	97620278	97635954	2	12501	41784.378	219	1
1_MACS_peak_485_lociStitched	chr1	37939390	37946201	1	6812	41451.746	220	1
4_MACS_peak_1598_lociStitched	chr1	167506931	167526575	4	15872	41348.6556	221	1
1_MACS_peak_17949_lociStitched	chr5	39072825	39078261	1	5437	41346.216	222	1
1_MACS_peak_23149_lociStitched	chr8	145732222	145736098	1	3877	41227.4616	223	1
4_MACS_peak_20970_lociStitched	chr7	38383845	38408334	4	19391	41183.1513	224	1
3_MACS_peak_11843_lociStitched	chr2	11883864	11895203	3	11096	41176.4446	225	1
1_MACS_peak_4426_lociStitched	chr12	4376917	4387135	1	10219	41164.2348	226	1
2_MACS_peak_10627_lociStitched	chr19	3358696	3368832	2	6629	41159.2552	227	1
1_MACS_peak_22720_lociStitched	chr8	101317014	101323686	1	6673	40871.3376	228	1
1_MACS_peak_5285_lociStitched	chr12	106528004	106539998	1	11995	40792.7934	229	1
3_MACS_peak_4155_lociStitched	chr11	111305497	111322269	3	13269	40752.6056	230	1
2_MACS_peak_3659_lociStitched	chr11	61732543	61742164	2	8474	40619.862	231	1
3_MACS_peak_24345_lociStitched	chrX	39953219	39969577	3	13190	40517.1302	232	1
1_MACS_peak_1443_lociStitched	chr1	155530104	155534796	1	4693	40476.9456	233	1
1_MACS_peak_2878_lociStitched	chr10	89619948	89629494	1	9547	40257.3912	234	1
1_MACS_peak_10322_lociStitched	chr18	52983174	52992399	1	9226	40188.7125	235	1
1_MACS_peak_241_lociStitched	chr1	17763399	17769595	1	6197	40184.7776	236	1
3_MACS_peak_7706_lociStitched	chr15	93346691	93364522	3	10991	40139.3641	237	1
2_MACS_peak_21171_lociStitched	chr7	71865303	71878166	2	10049	40118.4107	238	1
3_MACS_peak_19427_lociStitched	chr6	30646820	30659303	3	9760	40026.7395	239	1
3_MACS_peak_14931_lociStitched	chr22	42222477	42232443	3	7411	39852.0408	240	1
2_MACS_peak_22423_lociStitched	chr8	66741613	66755668	2	11753	39791.1105	241	1
1_MACS_peak_3460_lociStitched	chr11	22685001	22694608	1	9608	39772.98	242	1
1_MACS_peak_2330_lociStitched	chr10	3822692	3828736	1	6045	39667.9808	243	1
1_MACS_peak_9310_lociStitched	chr17	40825775	40835810	1	10036	39649.2885	244	1
3_MACS_peak_13532_lociStitched	chr2	241496313	241509740	3	10579	39562.6555	245	1
5_MACS_peak_16148_lociStitched	chr3	143539049	143571028	5	21806	39561.2209	246	1
2_MACS_peak_5187_lociStitched	chr12	94541079	94553783	2	8528	39539.9296	247	1
1_MACS_peak_17965_lociStitched	chr5	40483132	40493813	1	10682	39531.4491	248	1
1_MACS_peak_8408_lociStitched	chr16	67594734	67599084	1	4351	39529.755	249	1
2_MACS_peak_8021_lociStitched	chr16	12052370	12063102	2	7829	39525.956	250	1
4_MACS_peak_3734_lociStitched	chr11	64617941	64638019	4	13093	39517.5196	251	1
1_MACS_peak_12314_lociStitched	chr2	70312051	70316837	1	4787	39343.7916	252	1
2_MACS_peak_1408_lociStitched	chr1	154828750	154844295	2	11064	39297.76	253	1
1_MACS_peak_22747_lociStitched	chr8	102214873	102220355	1	5483	39254.4092	254	1
3_MACS_peak_23150_lociStitched	chr8	145741981	145755159	3	7092	39225.6348	255	1
1_MACS_peak_3782_lociStitched	chr11	65335976	65345486	1	9511	39143.16	256	1
1_MACS_peak_23679_lociStitched	chr9	100744430	100748404	1	3975	39084.29	257	1
2_MACS_peak_18975_lociStitched	chr5	176726292	176740610	2	10807	39075.2538	258	1
3_MACS_peak_1383_lociStitched	chr1	153928840	153940925	3	8695	39061.137	259	1
1_MACS_peak_11494_lociStitched	chr19	49375176	49380733	1	5558	39051.2618	260	1
1_MACS_peak_210_lociStitched	chr1	16159187	16163559	1	4373	38818.5508	261	1
1_MACS_peak_1887_lociStitched	chr1	203254980	203261396	1	6417	38782.1536	262	1
2_MACS_peak_13094_lociStitched	chr2	191875534	191886920	2	11375	38748.8352	263	1
3_MACS_peak_9258_lociStitched	chr17	38462649	38484039	3	14726	38705.205	264	1
2_MACS_peak_20491_lociStitched	chr6	157097477	157104037	2	6348	38683.008	265	1
3_MACS_peak_19528_lociStitched	chr6	33279634	33292391	3	8760	38660.0885	266	1
1_MACS_peak_1445_lociStitched	chr1	155656148	155660398	1	4251	38625.7	267	1
1_MACS_peak_1981_lociStitched	chr1	211430627	211435100	1	4474	38507.1624	268	1
3_MACS_peak_18021_lociStitched	chr5	53813008	53830774	3	17399	38371.0068	269	1
3_MACS_peak_10584_lociStitched	chr19	2049352	2062781	3	7406	38334.4234	270	1
3_MACS_peak_7978_lociStitched	chr16	10962255	10976637	3	11386	38277.693	271	1
1_MACS_peak_3697_lociStitched	chr11	62646799	62652042	1	5244	38221.47	272	1
4_MACS_peak_9207_lociStitched	chr17	36570615	36586192	4	10233	38109.1305	273	1
6_MACS_peak_4339_lociStitched	chr11	128584454	128605280	6	17812	37969.9632	274	1
1_MACS_peak_20916_lociStitched	chr7	30633077	30637638	1	4562	37919.2418	275	1
1_MACS_peak_18724_lociStitched	chr5	142774610	142786022	1	11413	37880.9928	276	1
1_MACS_peak_91_lociStitched	chr1	6658971	6664731	1	5761	37824.192	277	1
2_MACS_peak_12959_lociStitched	chr2	174826686	174831615	2	4926	37742.3388	278	1
2_MACS_peak_16204_lociStitched	chr3	151983997	152000151	2	13937	37690.5128	279	1
1_MACS_peak_9358_lociStitched	chr17	43224061	43229714	1	5654	37646.7188	280	1
4_MACS_peak_6926_lociStitched	chr14	103571380	103581683	4	9178	37583.2834	281	1
1_MACS_peak_22888_lociStitched	chr8	121820114	121825633	1	5520	37512.0911	282	1
3_MACS_peak_15029_lociStitched	chr22	50352911	50364844	3	9304	37387.2823	283	1
3_MACS_peak_24037_lociStitched	chr9	134601531	134615724	3	13420	37343.2023	284	1
2_MACS_peak_21246_lociStitched	chr7	75986362	75994778	2	4828	37199.5616	285	1
1_MACS_peak_9238_lociStitched	chr17	37909166	37915271	1	6106	37186.1655	286	1
2_MACS_peak_21844_lociStitched	chr7	150776597	150785750	2	8593	37150.1964	287	1
1_MACS_peak_5311_lociStitched	chr12	109021166	109031464	1	10299	37094.4258	288	1
1_MACS_peak_15113_lociStitched	chr3	9436747	9442167	1	5421	37038.112	289	1
1_MACS_peak_22736_lociStitched	chr8	101730982	101735825	1	4844	36980.1794	290	1
1_MACS_peak_1687_lociStitched	chr1	179048829	179053544	1	4716	36967.486	291	1
4_MACS_peak_19532_lociStitched	chr6	33376948	33396665	4	11995	36835.2994	292	1
2_MACS_peak_14190_lociStitched	chr20	62358677	62373011	2	10514	36669.2388	293	1
1_MACS_peak_19862_lociStitched	chr6	74228131	74234281	1	6151	36638.01	294	1
1_MACS_peak_21871_lociStitched	chr7	155087727	155093332	1	5606	36591.682	295	1
4_MACS_peak_6846_lociStitched	chr14	95969291	95987222	4	13541	36462.6885	296	1
1_MACS_peak_1121_lociStitched	chr1	113160377	113164357	1	3981	36409.836	297	1
2_MACS_peak_17724_lociStitched	chr5	6445981	6454734	2	7613	36366.0891	298	1
1_MACS_peak_10251_lociStitched	chr18	45455383	45458593	1	3211	36137.217	299	1
2_MACS_peak_17042_lociStitched	chr4	79686959	79700357	2	9395	36092.8722	300	1
3_MACS_peak_4235_lociStitched	chr11	118963716	118979608	3	9799	36031.9316	301	1
2_MACS_peak_19667_lociStitched	chr6	43593673	43604799	2	8006	36031.551	302	1
4_MACS_peak_24879_lociStitched	chrX	153595395	153608997	4	10625	36016.7358	303	1
