REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X07_0EWT_0229Kronos_MM1S.KB.6hr.1_H3K18Ac_hs.dm_i14.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
1_MACS_peak_23362_lociStitched	chr4	185200607	185211151	1	10545	91899.3952	2628.6192	48			ENPP6	48	1
2_MACS_peak_17286_lociStitched	chr2	201979821	201998037	2	16538	92460.7728	3949.2288	49	CFLAR	NDUFB3,CASP10,FAM126B	CFLAR	49	1
1_MACS_peak_13798_lociStitched	chr18	60821512	60832154	1	10643	90013.2286	2306.1214	50	BCL2		BCL2	50	1
2_MACS_peak_15300_lociStitched	chr2	20397345	20426447	2	23449	91103.811	4976.442	51	SDC1		SDC1	51	1
8_MACS_peak_26035_lociStitched	chr6	52392524	52443116	8	38375	94951.0656	9379.7568	52	TRAM2		TRAM2	52	1
1_MACS_peak_12399_lociStitched	chr17	38464936	38484880	1	19945	88325.9928	3360.564	53	RARA	CDC6,RARA,GJD3	RARA	53	1
1_MACS_peak_17088_lociStitched	chr2	182168193	182180596	1	12404	87195.5706	2399.9805	54			ITGA4	54	1
4_MACS_peak_18242_lociStitched	chr20	37486770	37511924	4	14328	88323.2402	4110.1636	55	PPP1R16B	FAM83D	FAM83D	55	1
3_MACS_peak_1838_lociStitched	chr1	154907861	154935778	3	20389	92184.7257	8062.4296	56	PMVK,PBXIP1,PYGO2,SHC1	CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B	PBXIP1	56	1
1_MACS_peak_6985_lociStitched	chr12	53587230	53604466	1	17237	86826.35	3891.8888	57	ITGB7,RARG	ZNF740,MFSD5,CSAD	ITGB7	57	1
5_MACS_peak_19012_lociStitched	chr21	45552537	45581097	5	20343	88473.168	6188.952	58	C21orf33	PWP2	C21orf33	58	1
4_MACS_peak_29929_lociStitched	chr8	120912485	120950021	4	33425	87612.7776	6272.2656	59	DEPDC6	DSCC1	DEPDC6	59	1
2_MACS_peak_18933_lociStitched	chr21	41324282	41345229	2	20091	86720.58	5948.948	60			PCP4	60	1
7_MACS_peak_9562_lociStitched	chr15	31616554	31660437	7	32828	86774.2442	6810.6416	61	KLF13		KLF13	61	1
3_MACS_peak_28907_lociStitched	chr8	2027301	2050997	3	17313	82888.608	3753.4464	62	MYOM2		MYOM2	62	1
2_MACS_peak_495_lociStitched	chr1	31214061	31236557	2	21584	83606.384	4672.4192	63	LAPTM5	LOC100129196,MATN1	LAPTM5	63	1
4_MACS_peak_21645_lociStitched	chr3	183227728	183261017	4	28283	87416.914	8635.1666	64	KLHL6		KLHL6	64	1
3_MACS_peak_19519_lociStitched	chr22	39823073	39846473	3	16480	81284.58	3844.62	65	TAB1	MGAT3	MGAT3	65	1
1_MACS_peak_23488_lociStitched	chr5	1311271	1320483	1	9213	78601.39	1679.3476	66	CLPTM1L	TERT	TERT	66	1
2_MACS_peak_19217_lociStitched	chr22	24178910	24192306	2	12874	79361.9228	2455.4868	67	DERL3	SMARCB1,SLC2A11,MIF	DERL3	67	1
4_MACS_peak_10985_lociStitched	chr16	23342646	23365764	4	16357	79784.8416	3809.8464	68	SCNN1B		SCNN1B	68	1
1_MACS_peak_22251_lociStitched	chr4	40190939	40209724	1	18786	79148.719	4057.56	69	RHOH		RHOH	69	1
1_MACS_peak_23369_lociStitched	chr4	185300193	185308304	1	8112	76618.1282	1855.7968	70			IRF2	70	1
2_MACS_peak_4932_lociStitched	chr11	19449526	19467264	2	16936	77658.7378	3790.6106	71	NAV2		NAV2	71	1
3_MACS_peak_4808_lociStitched	chr11	10323554	10345262	3	19675	77295.6756	3959.5392	72	ADM	SBF2	ADM	72	1
2_MACS_peak_11378_lociStitched	chr16	66549013	66560960	2	11819	75895.7069	2573.3838	73	TK2	CKLF,CMTM1	TK2	73	1
1_MACS_peak_18959_lociStitched	chr21	43479645	43487121	1	7477	75570.3984	2318.3076	74	UMODL1	C21orf121,UMODL1,ZNF295,C21orf128	UMODL1	74	1
4_MACS_peak_24187_lociStitched	chr5	88595420	88618408	4	17728	76648.8884	3661.9884	75			MEF2C	75	1
2_MACS_peak_2672_lociStitched	chr1	209271815	209285276	2	12006	74310.1044	3058.3392	76			LOC642587	76	1
5_MACS_peak_12850_lociStitched	chr17	62149810	62187321	5	35829	77478.9705	6673.2069	77	ERN1	SNORD104,SNORA76	ERN1	77	1
2_MACS_peak_9685_lociStitched	chr15	40386804	40409271	2	18220	75064.4937	4349.6112	78	BMF	BUB1B	BMF	78	1
4_MACS_peak_23370_lociStitched	chr4	185317376	185350088	4	22376	74112.3072	5374.5816	79	IRF2		IRF2	79	1
1_MACS_peak_27768_lociStitched	chr7	55594724	55605709	1	10986	70968.5925	2460.64	80	VOPP1		VOPP1	80	1
4_MACS_peak_1699_lociStitched	chr1	149802809	149834086	4	17927	75859.2358	7493.9692	81	HIST2H4B,HIST2H2AA4,HIST2H3A,HIST2H2BC	FCGR1A,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB	HIST2H2BC	81	1
1_MACS_peak_27987_lociStitched	chr7	78113396	78128498	1	15103	70817.8086	2786.319	82	MAGI2		RPL13AP17	82	1
2_MACS_peak_21090_lociStitched	chr3	133178683	133201117	2	19444	71797.7736	4082.988	83	BFSP2		BFSP2	83	1
6_MACS_peak_14737_lociStitched	chr19	42022266	42070357	6	30161	75002.7236	8488.0615	84		CEACAM21	CEACAM21	84	1
4_MACS_peak_26333_lociStitched	chr6	90056938	90083674	4	21643	71008.1424	4700.1888	85	UBE2J1,RRAGD	GABRR2	UBE2J1	85	1
2_MACS_peak_1818_lociStitched	chr1	154374114	154394644	2	18224	71528.573	5235.15	86	IL6R		IL6R	86	1
1_MACS_peak_31766_lociStitched	chrX	19469849	19470926	1	1078	66398.6655	140.01	87	MAP3K15		MAP3K15	87	1
1_MACS_peak_21560_lociStitched	chr3	178228404	178241641	1	13238	68808.5734	3153.0534	88		KCNMB2	KCNMB2	88	1
7_MACS_peak_13617_lociStitched	chr18	46439499	46483127	7	37585	72426.8428	7386.2204	89	SMAD7		SMAD7	89	1
1_MACS_peak_4424_lociStitched	chr10	112214797	112226406	1	11610	67214.9491	2504.0613	90		DUSP5	DUSP5	90	1
2_MACS_peak_1897_lociStitched	chr1	156115340	156136786	2	18761	69765.9826	5726.082	91	SEMA4A	LMNA,SLC25A44,PMF1	SEMA4A	91	1
4_MACS_peak_3646_lociStitched	chr10	45913496	45934797	4	16522	67121.5811	3357.0376	92	ALOX5		ALOX5	92	1
3_MACS_peak_18132_lociStitched	chr20	32459243	32473839	3	13107	66007.4908	2523.6484	93			CHMP4B	93	1
2_MACS_peak_23528_lociStitched	chr5	6475485	6487778	2	11377	65227.8873	2070.1412	94	UBE2QL1		UBE2QL1	94	1
3_MACS_peak_13070_lociStitched	chr17	75128941	75146983	3	16924	66573.1758	3417.1548	95	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	95	1
1_MACS_peak_8601_lociStitched	chr13	114828788	114835251	1	6464	64402.5024	1249.9442	96	RASA3		RASA3	96	1
1_MACS_peak_6202_lociStitched	chr11	128585266	128610165	1	24900	67909.5326	4902.6131	97	FLI1		FLI1	97	1
6_MACS_peak_6389_lociStitched	chr12	7045667	7080971	6	22998	68638.0368	5920.4808	98	ATN1,C12orf57,PTPN6,MIR200C,MIR141,EMG1,PHB2,SCARNA12	LRRC23,ENO2,LPCAT3	PTPN6	98	1
4_MACS_peak_19430_lociStitched	chr22	37610218	37642316	4	23638	67964.3052	5328.268	99	RAC2	CYTH4,C1QTNF6,SSTR3	RAC2	99	1
4_MACS_peak_19850_lociStitched	chr3	13035290	13061759	4	18718	67077.7398	4878.2367	100	IQSEC1	IQSEC1	IQSEC1	100	1
1_MACS_peak_25356_lociStitched	chr6	11826730	11838613	1	11884	63616.8288	2439.5799	101		C6orf105	C6orf105	101	1
1_MACS_peak_16457_lociStitched	chr2	112455383	112467940	1	12558	62980.8892	2570.4179	102			ANAPC1	102	1
2_MACS_peak_26309_lociStitched	chr6	88612346	88640704	2	22769	64786.6868	4769.8156	103			SPACA1	103	1
4_MACS_peak_2305_lociStitched	chr1	183856254	183886019	4	17337	65947.334	6405.428	104	RGL1		GLT25D2	104	1
4_MACS_peak_27022_lociStitched	chr6	157976430	158007505	4	23341	61916.9375	2430.065	105	ZDHHC14	MIR3692	MIR3692	105	1
4_MACS_peak_12288_lociStitched	chr17	34408767	34432810	4	23883	62769.0601	4375.826	106	CCL4,CCL3	CCL18	CCL3	106	1
7_MACS_peak_26837_lociStitched	chr6	138245845	138297860	7	33275	66683.23	8421.2285	107			TNFAIP3	107	1
2_MACS_peak_21727_lociStitched	chr3	186703047	186720620	2	14462	63224.1394	5048.7229	108	ST6GAL1	ST6GAL1	ST6GAL1	108	1
3_MACS_peak_14674_lociStitched	chr19	39880726	39904261	3	18363	61977.069	4372.803	109	MED29,ZFP36,PLEKHG2,PAF1	SAMD4B,SUPT5H,RPS16	ZFP36	109	1
2_MACS_peak_5999_lociStitched	chr11	115089703	115102601	2	11525	59929.2672	2329.3788	110	CADM1		CADM1	110	1
3_MACS_peak_24191_lociStitched	chr5	88633977	88652764	3	13701	60065.7964	3020.9496	111			MEF2C	111	1
5_MACS_peak_6872_lociStitched	chr12	48195987	48220665	5	18536	60905.304	4037.3208	112	HDAC7	SLC48A1,RAPGEF3	HDAC7	112	1
3_MACS_peak_21541_lociStitched	chr3	177055561	177080136	3	15701	62292.71	5526.9175	113			TBL1XR1	113	1
1_MACS_peak_11298_lociStitched	chr16	56942971	56954999	1	12029	58237.1704	2169.8512	114	SLC12A3	HERPUD1,CETP	HERPUD1	114	1
4_MACS_peak_1990_lociStitched	chr1	160633534	160656020	4	14789	61339.5594	5706.9468	115	CD48	SLAMF1	SLAMF1	115	1
3_MACS_peak_2016_lociStitched	chr1	161144392	161163564	3	13606	59910.5828	4898.446	116	B4GALT3,ADAMTS4	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,APOA2,NR1I3	B4GALT3	116	1
3_MACS_peak_9946_lociStitched	chr15	56644681	56666288	3	15476	58421.0066	3446.3165	117	TEX9		TEX9	117	1
4_MACS_peak_20220_lociStitched	chr3	46317570	46347563	4	28686	59980.0014	5083.8135	118		CCR3,CCR2	CCR3	118	1
1_MACS_peak_21499_lociStitched	chr3	174863583	174871752	1	8170	56671.6206	2039.7993	119	NAALADL2		NAALADL2	119	1
3_MACS_peak_6319_lociStitched	chr12	4216085	4230901	3	10528	57179.3888	2761.7024	120			CCND2	120	1
2_MACS_peak_23662_lociStitched	chr5	32570628	32592454	2	18844	57533.336	3961.419	121	SUB1		SUB1	121	1
7_MACS_peak_17334_lociStitched	chr2	204537475	204574890	7	23790	59658.2175	6278.237	122	CD28		CD28	122	1
2_MACS_peak_22220_lociStitched	chr4	38306934	38322710	2	14280	56377.1136	3128.3808	123			KLF3	123	1
5_MACS_peak_5946_lociStitched	chr11	111230576	111251972	5	19762	57227.8812	4221.4308	124	POU2AF1		POU2AF1	124	1
4_MACS_peak_3279_lociStitched	chr10	7511198	7536737	4	18345	56793.6282	3835.9578	125			SFMBT2	125	1
2_MACS_peak_21432_lociStitched	chr3	169655846	169668581	2	12342	56123.145	3597.6375	126	SAMD7,LOC100128164	SEC62	LOC100128164	126	1
5_MACS_peak_16205_lociStitched	chr2	89039408	89066728	5	16712	56566.06	4256.456	127	RPIA,ANKRD36BP2		ANKRD36BP2	127	1
4_MACS_peak_18856_lociStitched	chr21	36235866	36263113	4	14852	57521.1417	5588.3597	128	RUNX1		RUNX1	128	1
1_MACS_peak_17299_lociStitched	chr2	202115789	202128903	1	13115	54453.2622	2620.1772	129	CASP8		CASP8	129	1
4_MACS_peak_20215_lociStitched	chr3	46245532	46263708	4	14305	54896.9728	3329.8432	130	CCR1	CCR3	CCR1	130	1
5_MACS_peak_10588_lociStitched	chr15	101661121	101692582	5	21438	56161.0311	4722.2961	131			CHSY1	131	1
4_MACS_peak_19279_lociStitched	chr22	29206756	29225883	4	17461	54643.9263	3257.3281	132		CCDC117,XBP1	XBP1	132	1
1_MACS_peak_16147_lociStitched	chr2	86219293	86229281	1	9989	53078.2296	1924.6876	133		LOC90784	LOC90784	133	1
1_MACS_peak_15588_lociStitched	chr2	42322978	42335259	1	12282	53546.3881	2450.0595	134		PKDCC	PKDCC	134	1
2_MACS_peak_26777_lociStitched	chr6	135190206	135204490	2	9172	53140.7652	2056.896	135			ALDH8A1	135	1
6_MACS_peak_10438_lociStitched	chr15	89646447	89676849	6	17995	55416.7656	4338.3654	136	ABHD2		ABHD2	136	1
3_MACS_peak_10119_lociStitched	chr15	68568561	68599502	3	27133	56247.6439	5247.5936	137	FEM1B,ITGA11	CLN6	FEM1B	137	1
1_MACS_peak_2304_lociStitched	chr1	183808319	183816970	1	8652	53425.9807	2564.1564	138	RGL1		APOBEC4	138	1
3_MACS_peak_25071_lociStitched	chr5	173696009	173710351	3	14046	52966.4402	2529.9288	139			HMP19	139	1
7_MACS_peak_11435_lociStitched	chr16	68269820	68320847	7	28516	58716.7689	8337.8118	140	PLA2G15,SLC7A6,ESRP2	PRMT7,SLC7A6OS	SLC7A6	140	1
1_MACS_peak_31157_lociStitched	chr9	112903453	112925610	1	22158	55042.4194	4723.8724	141	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	141	1
2_MACS_peak_32004_lociStitched	chrX	48790379	48805143	2	13437	51972.2328	1765.7744	142	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	142	1
2_MACS_peak_15975_lociStitched	chr2	70310062	70323458	2	8781	52508.3012	2376.4504	143	PCBP1,LOC400960	LOC100133985	PCBP1	143	1
5_MACS_peak_7435_lociStitched	chr12	92930745	92964722	5	22048	55212.625	5123.7316	144			CLLU1OS	144	1
1_MACS_peak_26457_lociStitched	chr6	106609426	106619156	1	9731	52048.689	1991.731	145			PRDM1	145	1
2_MACS_peak_21730_lociStitched	chr3	186779577	186792720	2	9806	53878.4142	3858.7848	146	ST6GAL1		ST6GAL1	146	1
2_MACS_peak_31146_lociStitched	chr9	112668363	112684472	2	14050	52534.6708	2783.6352	147	PALM2,PALM2-AKAP2		PALM2	147	1
4_MACS_peak_9702_lociStitched	chr15	40833641	40862686	4	18669	54183.4475	4708.1945	148	RPUSD2,C15orf57	CASC5,MRPL42P5	C15orf57	148	1
1_MACS_peak_24180_lociStitched	chr5	88171036	88187178	1	16143	52624.5342	3244.542	149	MEF2C		MEF2C	149	1
4_MACS_peak_9201_lociStitched	chr14	81930592	81956054	4	18997	51351.7616	2276.3028	150	SEL1L		SEL1L	150	1
4_MACS_peak_22464_lociStitched	chr4	74453763	74475727	4	17969	52146.9288	3325.3496	151	RASSF6		RASSF6	151	1
2_MACS_peak_18479_lociStitched	chr20	52194083	52216196	2	21777	52317.1467	3734.8857	152	ZNF217		ZNF217	152	1
4_MACS_peak_16253_lociStitched	chr2	97190358	97212970	4	16648	52446.2728	3959.3612	153	ARID5A	NEURL3	ARID5A	153	1
4_MACS_peak_1883_lociStitched	chr1	155939001	155962377	4	17271	53844.2784	5453.6208	154	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	154	1
3_MACS_peak_7233_lociStitched	chr12	68751860	68770776	3	12624	51478.0024	3401.0968	155		MDM1	MDM1	155	1
3_MACS_peak_18986_lociStitched	chr21	44724548	44747510	3	14823	51992.8566	4128.5676	156			SIK1	156	1
3_MACS_peak_2382_lociStitched	chr1	192498240	192521320	3	17827	53010.144	5453.804	157		RGS1	RGS1	157	1
3_MACS_peak_1910_lociStitched	chr1	156450423	156476319	3	21339	54205.5072	6802.8792	158	MEF2D		MEF2D	158	1
5_MACS_peak_29168_lociStitched	chr8	27216314	27253229	5	25736	53478.7605	6260.784	159	PTK2B	TRIM35	PTK2B	159	1
3_MACS_peak_2578_lociStitched	chr1	205242284	205259068	3	12738	51330.5072	4132.2208	160	TMCC2	NUAK2	NUAK2	160	1
1_MACS_peak_1614_lociStitched	chr1	145448404	145458175	1	9772	50189.7186	3151.1475	161	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	161	1
2_MACS_peak_2914_lociStitched	chr1	226839035	226852559	2	12785	50687.952	3666.3564	162	ITPKB		ITPKB	162	1
4_MACS_peak_15685_lociStitched	chr2	47526765	47550853	4	17339	50897.944	3981.7464	163		EPCAM	EPCAM	163	1
3_MACS_peak_28383_lociStitched	chr7	114556841	114574643	3	13017	51328.5066	4439.8188	164	MDFIC		MDFIC	164	1
3_MACS_peak_16809_lociStitched	chr2	158323256	158337941	3	10290	48918.672	2662.3905	165		CYTIP	CYTIP	165	1
3_MACS_peak_313_lociStitched	chr1	23850116	23867235	3	11828	49242.8035	3136.2008	166	E2F2	ASAP3,ID3	E2F2	166	1
1_MACS_peak_27433_lociStitched	chr7	26002066	26012324	1	10259	48257.7352	2239.3214	167		MIR148A	MIR148A	167	1
5_MACS_peak_27769_lociStitched	chr7	55614339	55643265	5	28059	50739.0966	4761.2196	168	VOPP1		VOPP1	168	1
4_MACS_peak_21504_lociStitched	chr3	175050501	175074629	4	17898	50823.2192	5004.1472	169	NAALADL2		NAALADL2	169	1
2_MACS_peak_9958_lociStitched	chr15	58581726	58595710	2	12108	48209.84	2543.6896	170			LIPC	170	1
2_MACS_peak_13332_lociStitched	chr18	9095105	9123246	2	22673	50755.1076	5093.521	171	NDUFV2	ANKRD12	NDUFV2	171	1
1_MACS_peak_23845_lociStitched	chr5	55436839	55454134	1	17296	48457.131	2888.265	172	ANKRD55		ANKRD55	172	1
2_MACS_peak_7647_lociStitched	chr12	108953272	108971261	2	17065	49064.9975	3592.4033	173	ISCU,SART3	FICD,TMEM119	ISCU	173	1
2_MACS_peak_25553_lociStitched	chr6	26354856	26367778	2	12665	47758.4198	2320.7912	174	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	174	1
2_MACS_peak_10325_lociStitched	chr15	81575603	81596908	2	16172	49474.471	4050.0805	175	IL16	STARD5	IL16	175	1
2_MACS_peak_29234_lociStitched	chr8	29622083	29635670	2	10204	47809.9356	2410.3338	176		C8orf75	C8orf75	176	1
1_MACS_peak_15608_lociStitched	chr2	43444052	43456919	1	12868	47872.9602	2515.4985	177	LOC100129726,ZFP36L2		ZFP36L2	177	1
1_MACS_peak_25742_lociStitched	chr6	32934675	32941753	1	7079	46819.5544	1547.2508	178	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	178	1
3_MACS_peak_3274_lociStitched	chr10	6953719	6973196	3	10212	48186.098	3202.0188	179			LOC439949	179	1
2_MACS_peak_20682_lociStitched	chr3	98479611	98496771	2	16956	48125.22	3155.724	180	ST3GAL6		ST3GAL6	180	1
1_MACS_peak_15523_lociStitched	chr2	37600684	37607502	1	6819	46601.03	1647.9106	181		QPCT	QPCT	181	1
1_MACS_peak_8594_lociStitched	chr13	114556452	114568175	1	11724	47876.732	2971.7805	182	GAS6	FLJ44054,GAS6	GAS6	182	1
1_MACS_peak_26519_lociStitched	chr6	109213687	109228744	1	15058	47422.0215	2525.0589	183	ARMC2		ARMC2	183	1
2_MACS_peak_18810_lociStitched	chr21	34599873	34613458	2	11278	47855.8795	3271.268	184	IFNAR2	IL10RB	IFNAR2	184	1
4_MACS_peak_14376_lociStitched	chr19	16243931	16273095	4	21443	49155.922	4747.8992	185	RAB8A,HSH2D,CIB3	FAM32A,AP1M1	HSH2D	185	1
1_MACS_peak_27767_lociStitched	chr7	55568992	55586363	1	17372	47297.7588	3083.3525	186	VOPP1		VOPP1	186	1
2_MACS_peak_18485_lociStitched	chr20	52267708	52279876	2	11978	46371.0312	2274.1992	187			ZNF217	187	1
3_MACS_peak_1995_lociStitched	chr1	160694417	160715646	3	14792	49336.196	5326.3561	188	SLAMF7	CD48	SLAMF7	188	1
2_MACS_peak_15227_lociStitched	chr2	11883423	11898265	2	14473	46727.0686	2773.9698	189	LPIN1		LPIN1	189	1
2_MACS_peak_19277_lociStitched	chr22	29185726	29199581	2	13664	46610.991	2768.229	190	XBP1	HSCB,CCDC117,CHEK2	XBP1	190	1
1_MACS_peak_5225_lociStitched	chr11	58340004	58347938	1	7935	45313.4542	1721.678	191	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	191	1
