REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM3_jia.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
6_MACS_peak_18177_lociStitched	chr3	183227102	183263079	6	27249	24820.5323	54	1	KLHL6		KLHL6	54	1
1_MACS_peak_10563_lociStitched	chr17	55426778	55448415	1	21638	32500.9377	55	1	MSI2		MSI2	55	1
3_MACS_peak_5001_lociStitched	chr11	128583377	128609832	3	25083	28031.718	56	1	FLI1		FLI1	56	1
2_MACS_peak_20837_lociStitched	chr6	314795	341069	2	25589	27125.2776	57	1	DUSP22		DUSP22	57	1
7_MACS_peak_19508_lociStitched	chr5	1311336	1346065	7	24286	28967.4589	58	1	CLPTM1L	TERT	CLPTM1L	58	1
7_MACS_peak_684_lociStitched	chr1	40839154	40868961	7	24263	28850.1953	59	1	SMAP2	ZNF643	SMAP2	59	1
9_MACS_peak_8746_lociStitched	chr15	101458213	101489951	9	27159	24082.7944	60	1	LRRK1	ALDH1A3	LRRK1	60	1
9_MACS_peak_20797_lociStitched	chr5	180222839	180249473	9	21716	31587.924	61	1	MGAT1	LOC729678,ZFP62	MGAT1	61	1
3_MACS_peak_18561_lociStitched	chr4	25855490	25882315	3	24808	27586.83	62	1	SEL1L3	C4orf52	SEL1L3	62	1
6_MACS_peak_23033_lociStitched	chr7	55612738	55642655	6	25347	26763.7482	63	1	VOPP1		VOPP1	63	1
7_MACS_peak_12430_lociStitched	chr19	44257608	44289768	7	24197	28304.016	64	1	C19orf61,KCNN4	IRGC,ZNF283,LYPD5	KCNN4	64	1
4_MACS_peak_16203_lociStitched	chr22	29178212	29200397	4	21036	32077.2915	65	1	CCDC117,XBP1	HSCB,CHEK2	XBP1	65	1
3_MACS_peak_13082_lociStitched	chr2	33699866	33725702	3	22339	30594.9912	66	1	RASGRP3	RASGRP3	RASGRP3	66	1
10_MACS_peak_24453_lociStitched	chr8	98633962	98671899	10	24830	27033.9062	67	1	MTDH		MTDH	67	1
5_MACS_peak_12108_lociStitched	chr19	18604309	18633841	5	23631	28625.3676	68	1	ELL	C19orf50,UBA52,FKBP8	ELL	68	1
3_MACS_peak_12318_lociStitched	chr19	39880311	39904248	3	17237	34433.3745	69	1	MED29,ZFP36,PLEKHG2,PAF1	SAMD4B,SUPT5H,RPS16	ZFP36	69	1
4_MACS_peak_18648_lociStitched	chr4	40185329	40211513	4	23450	27736.7112	70	1	RHOH		RHOH	70	1
10_MACS_peak_24348_lociStitched	chr8	81048782	81084437	10	26223	23350.4595	71	1	TPD52		TPD52	71	1
6_MACS_peak_21861_lociStitched	chr6	106529486	106560273	6	25049	25309.9927	72	1	PRDM1		PRDM1	72	1
5_MACS_peak_4292_lociStitched	chr11	65254360	65278585	5	20053	31623.315	73	1	MALAT1	MIR612,SCYL1,LTBP3	MALAT1	73	1
5_MACS_peak_10265_lociStitched	chr17	38465247	38487621	5	20219	30891.7818	74	1	RARA	CDC6,RARA,GJD3	RARA	74	1
9_MACS_peak_3601_lociStitched	chr10	112244711	112272750	9	24490	25406.1379	75	1	DUSP5		DUSP5	75	1
8_MACS_peak_5158_lociStitched	chr12	9859945	9896351	8	25753	22746.4688	76	1	CLECL1	CLEC2D,CD69	CLECL1	76	1
6_MACS_peak_19545_lociStitched	chr5	6711636	6739767	6	22484	27318.0141	77	1	PAPD7	PAPD7	PAPD7	77	1
5_MACS_peak_16668_lociStitched	chr3	5222562	5247521	5	22284	27295.1624	78	1	ARL8B,EDEM1		EDEM1	78	1
7_MACS_peak_3354_lociStitched	chr10	92949627	92982201	7	21286	28241.658	79	1	PCGF5	NUDT9P1	PCGF5	79	1
5_MACS_peak_22196_lociStitched	chr6	139571884	139601823	5	23363	25364.3208	80	1	TXLNB		TXLNB	80	1
5_MACS_peak_13470_lociStitched	chr2	65138422	65167404	5	22772	26066.4108	81	1	LOC400958	SLC1A4	LOC400958	81	1
4_MACS_peak_8439_lociStitched	chr15	75067006	75093262	4	19355	29228.1792	82	1	CSK	CYP1A2,LMAN1L,CPLX3,CYP1A1,ULK3	CSK	82	1
6_MACS_peak_9624_lociStitched	chr16	87875351	87905436	6	22456	24904.363	83	1	SLC7A5		SLC7A5	83	1
4_MACS_peak_17677_lociStitched	chr3	124851329	124875345	4	19250	28531.008	84	1	SLC12A8		SLC12A8	84	1
5_MACS_peak_4385_lociStitched	chr11	67033226	67057810	5	17029	30528.4112	85	1	ADRBK1,ANKRD13D	SSH3,LOC100130987	ANKRD13D	85	1
5_MACS_peak_17035_lociStitched	chr3	45633921	45659996	5	24128	21006.02	86	1	LIMD1		LIMD1	86	1
5_MACS_peak_16724_lociStitched	chr3	13034898	13058927	5	18904	28282.133	87	1	IQSEC1	IQSEC1	IQSEC1	87	1
10_MACS_peak_3581_lociStitched	chr10	112093889	112125152	10	21221	25448.082	88	1		SMNDC1	SMNDC1	88	1
7_MACS_peak_23506_lociStitched	chr7	115778403	115809531	7	22912	22897.7568	89	1		TES	TES	89	1
2_MACS_peak_25737_lociStitched	chr9	127019606	127038547	2	16653	30343.482	90	1	NEK6	NEK6	NEK6	90	1
1_MACS_peak_2719_lociStitched	chr10	11204022	11223459	1	19438	27155.4327	91	1	CELF2		CELF2	91	1
8_MACS_peak_11597_lociStitched	chr19	2607598	2637935	8	21659	24263.5326	92	1	GNG7		GNG7	92	1
8_MACS_peak_16422_lociStitched	chr22	39897601	39929404	8	20514	25582.3332	93	1	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	93	1
2_MACS_peak_1595_lociStitched	chr1	150532467	150553132	2	19169	26978.1575	94	1	ADAMTSL4,MCL1	MIR4257,ENSA	MCL1	94	1
1_MACS_peak_5294_lociStitched	chr12	26265953	26281052	1	15100	30688.7175	95	1	BHLHE41		BHLHE41	95	1
1_MACS_peak_2561_lociStitched	chr1	234734350	234749830	1	15481	29984.76	96	1	IRF2BP2	NCRNA00184	IRF2BP2	96	1
5_MACS_peak_16633_lociStitched	chr22	50963438	50983512	5	14549	30289.6586	97	1	SCO2,TYMP,ODF3B	ADM2,MIOX,NCAPH2,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	97	1
3_MACS_peak_20843_lociStitched	chr6	387821	412005	3	20810	23564.8896	98	1	IRF4		IRF4	98	1
5_MACS_peak_18036_lociStitched	chr3	171802224	171828441	5	23341	19201.3308	99	1	FNDC3B		FNDC3B	99	1
7_MACS_peak_13871_lociStitched	chr2	111793223	111820770	7	21409	22037.6	100	1	ACOXL		BCL2L11	100	1
10_MACS_peak_6827_lociStitched	chr13	49055953	49085358	10	22436	20107.139	101	1	RB1,RCBTB2	LPAR6	RCBTB2	101	1
1_MACS_peak_14578_lociStitched	chr2	201979527	201995713	1	16187	27932.1802	102	1	CFLAR	NDUFB3,FAM126B	CFLAR	102	1
3_MACS_peak_25538_lociStitched	chr9	108002985	108027839	3	20789	22415.8226	103	1	SLC44A1		SLC44A1	103	1
7_MACS_peak_15834_lociStitched	chr21	36576802	36608029	7	20527	22708.2744	104	1			RUNX1	104	1
5_MACS_peak_242_lociStitched	chr1	16157190	16179737	5	14978	28429.5123	105	1	SPEN,FLJ37453	UQCRHL	SPEN	105	1
1_MACS_peak_12888_lociStitched	chr2	16828559	16848205	1	19647	23097.8022	106	1	FAM49A		FAM49A	106	1
7_MACS_peak_16614_lociStitched	chr22	50740255	50766378	7	18864	23912.9942	107	1	PLXNB2,FAM116B	PPP6R2,MAPK12,MAPK11	PLXNB2	107	1
1_MACS_peak_5198_lociStitched	chr12	12865514	12879927	1	14414	28294.1603	108	1	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	108	1
5_MACS_peak_16132_lociStitched	chr22	24172095	24191189	5	15722	26827.07	109	1	SMARCB1,DERL3	SLC2A11,MIF	DERL3	109	1
4_MACS_peak_10868_lociStitched	chr17	74475436	74498820	4	18892	23285.7872	110	1	RHBDF2	AANAT,PRCD,UBE2O,CYGB	RHBDF2	110	1
7_MACS_peak_8253_lociStitched	chr15	63764991	63798598	7	17127	25235.4963	111	1	USP3		USP3	111	1
3_MACS_peak_19311_lociStitched	chr4	153442944	153462227	3	17548	24726.5909	112	1	DKFZP434I0714,FBXW7	MIR3140	FBXW7	112	1
4_MACS_peak_13683_lociStitched	chr2	87796386	87822239	4	22062	17952.3232	113	1	NCRNA00152		NCRNA00152	113	1
5_MACS_peak_18251_lociStitched	chr3	186727283	186750914	5	20895	19961.1057	114	1	ST6GAL1		ST6GAL1	114	1
4_MACS_peak_4497_lociStitched	chr11	72845141	72871601	4	18557	23361.534	115	1	FCHSD2		FCHSD2	115	1
8_MACS_peak_15569_lociStitched	chr20	52523370	52559336	8	20390	20597.7282	116	1		SUMO1P1	SUMO1P1	116	1
7_MACS_peak_21099_lociStitched	chr6	25293997	25321179	7	21861	17972.7384	117	1	LRRC16A		LRRC16A	117	1
7_MACS_peak_14517_lociStitched	chr2	197023062	197048328	7	21799	18085.4028	118	1	STK17B		STK17B	118	1
5_MACS_peak_3593_lociStitched	chr10	112167511	112191112	5	20024	21028.491	119	1			DUSP5	119	1
7_MACS_peak_8092_lociStitched	chr15	45002120	45030143	7	15992	25884.8451	120	1	B2M,TRIM69	SPG11,PATL2	TRIM69	120	1
6_MACS_peak_14586_lociStitched	chr2	202069186	202099943	6	21389	18534.1682	121	1	CASP10,CASP8	CASP8	CASP8	121	1
12_MACS_peak_16864_lociStitched	chr3	30670010	30703349	12	22516	16166.0811	122	1	TGFBR2		TGFBR2	122	1
7_MACS_peak_17437_lociStitched	chr3	98474627	98504659	7	21529	17932.1072	123	1	ST3GAL6		ST3GAL6	123	1
5_MACS_peak_24687_lociStitched	chr8	126285224	126308713	5	18713	22396.7615	124	1	NSMCE2		TRIB1	124	1
3_MACS_peak_6484_lociStitched	chr12	125395491	125413465	3	12431	28519.3458	125	1	UBC	SCARB1	UBC	125	1
4_MACS_peak_15258_lociStitched	chr20	34188071	34208268	4	19032	21786.5039	126	1	SPAG4,FER1L4	CPNE1	FER1L4	126	1
6_MACS_peak_11485_lociStitched	chr19	924068	955751	6	17006	24275.5146	127	1	ARID3A	KISS1R,WDR18,GRIN3B,MED16,C19orf22	ARID3A	127	1
5_MACS_peak_17181_lociStitched	chr3	50636997	50655446	5	15522	25788.0122	128	1	MAPKAPK3,CISH	HEMK1,C3orf18	CISH	128	1
5_MACS_peak_8967_lociStitched	chr16	11761697	11784321	5	20499	19379.7184	129	1	SNN,TXNDC11		SNN	129	1
5_MACS_peak_9411_lociStitched	chr16	68278510	68299785	5	17655	23017.4225	130	1	PLA2G15,SLC7A6	PRMT7,ESRP2,SLC7A6OS	SLC7A6	130	1
7_MACS_peak_22268_lociStitched	chr6	144650614	144679377	7	20416	18802.3731	131	1	UTRN		UTRN	131	1
9_MACS_peak_1730_lociStitched	chr1	155928419	155954428	9	19512	20284.4191	132	1	ARHGEF2	RXFP4,RIT1,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	132	1
2_MACS_peak_10862_lociStitched	chr17	74256387	74272672	2	15924	24720.63	133	1	FAM100B,QRICH2	RNF157	FAM100B	133	1
3_MACS_peak_11564_lociStitched	chr19	2081609	2097947	3	14566	25814.04	134	1	IZUMO4,MOBKL2A	MKNK2	MOBKL2A	134	1
4_MACS_peak_17538_lociStitched	chr3	111832762	111854708	4	21031	17163.9666	135	1	C3orf52,GCET2	MIR567	GCET2	135	1
6_MACS_peak_24062_lociStitched	chr8	33400680	33425500	6	18365	21409.732	136	1	RNF122	C8orf41,DUSP26	RNF122	136	1
5_MACS_peak_411_lociStitched	chr1	26436814	26456226	5	17707	22104.4444	137	1	PDIK1L	GRRP1,ZNF593,CNKSR1,TRIM63	PDIK1L	137	1
5_MACS_peak_11905_lociStitched	chr19	12885699	12905374	5	13868	26094.9525	138	1	JUNB,HOOK2	ASNA1,BEST2,RNASEH2A,MAST1,C19orf43,PRDX2,RTBDN	JUNB	138	1
4_MACS_peak_12829_lociStitched	chr2	9678068	9697129	4	18305	21233.954	139	1	ADAM17		ADAM17	139	1
3_MACS_peak_9304_lociStitched	chr16	56963440	56982600	3	19046	19937.896	140	1	HERPUD1	CETP,NLRC5	HERPUD1	140	1
11_MACS_peak_17984_lociStitched	chr3	169647696	169674545	11	20224	17913.6528	141	1	SAMD7,LOC100128164	SEC62	LOC100128164	141	1
10_MACS_peak_21110_lociStitched	chr6	25359281	25393400	10	19783	18553.9122	142	1	LRRC16A		LRRC16A	142	1
2_MACS_peak_5540_lociStitched	chr12	48196018	48215107	2	15990	23672.2689	143	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	143	1
4_MACS_peak_3869_lociStitched	chr11	10323748	10344864	4	16876	22486.4284	144	1	ADM	SBF2	ADM	144	1
6_MACS_peak_14989_lociStitched	chr20	5621871	5642554	6	17395	21779.199	145	1		GPCPD1	GPCPD1	145	1
2_MACS_peak_14155_lociStitched	chr2	157188299	157200397	2	8149	29191.2642	146	1	NR4A2		NR4A2	146	1
8_MACS_peak_19757_lociStitched	chr5	56109230	56138161	8	17264	21394.4745	147	1	MAP3K1		MAP3K1	147	1
2_MACS_peak_13539_lociStitched	chr2	70309871	70323303	2	9809	27895.5776	148	1	PCBP1,LOC400960	LOC100133985	PCBP1	148	1
6_MACS_peak_17999_lociStitched	chr3	169755105	169777799	6	18727	19010.7638	149	1	GPR160		GPR160	149	1
4_MACS_peak_6401_lociStitched	chr12	122227108	122245058	4	11773	26415.22	150	1	SETD1B,RHOF,LOC338799		RHOF	150	1
6_MACS_peak_130_lociStitched	chr1	8477856	8499957	6	17768	20290.9281	151	1	RERE		RERE	151	1
7_MACS_peak_23487_lociStitched	chr7	114555985	114578000	7	19755	16896.5125	152	1	MDFIC		MDFIC	152	1
8_MACS_peak_17477_lociStitched	chr3	101495749	101527649	8	19017	18189.38	153	1	FAM55C	NFKBIZ	FAM55C	153	1
5_MACS_peak_7660_lociStitched	chr14	91781761	91803884	5	18582	18857.6452	154	1	CCDC88C		GPR68	154	1
9_MACS_peak_2749_lociStitched	chr10	11704313	11730662	9	18705	18655.092	155	1			USP6NL	155	1
1_MACS_peak_4460_lociStitched	chr11	69453034	69470309	1	17276	20510.6075	156	1	CCND1	ORAOV1,FGF19	CCND1	156	1
1_MACS_peak_20990_lociStitched	chr6	13294868	13309537	1	14670	23490.9366	157	1	TBC1D7		TBC1D7	157	1
13_MACS_peak_13883_lociStitched	chr2	112184825	112211872	13	20010	15925.2736	158	1	LOC541471		LOC541471	158	1
3_MACS_peak_7133_lociStitched	chr14	23023908	23040267	3	13716	24370.0023	159	1	DAD1	ABHD4	DAD1	159	1
3_MACS_peak_16207_lociStitched	chr22	29206600	29227256	3	18343	18782.5008	160	1		CCDC117,XBP1	XBP1	160	1
3_MACS_peak_12867_lociStitched	chr2	11883022	11898380	3	14156	23880.1542	161	1	LPIN1		LPIN1	161	1
6_MACS_peak_11575_lociStitched	chr19	2253022	2274226	6	15517	22414.7484	162	1	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	162	1
3_MACS_peak_22756_lociStitched	chr7	25998547	26012533	3	12369	25352.4222	163	1		MIR148A	MIR148A	163	1
5_MACS_peak_25789_lociStitched	chr9	130659219	130681631	5	15463	22225.9804	164	1	ST6GALNAC6,ST6GALNAC4	ENG,AK1,PIP5KL1,DPM2,FAM102A	ST6GALNAC6	164	1
8_MACS_peak_13159_lociStitched	chr2	40339664	40371662	8	19267	16741.3536	165	1	SLC8A1		SLC8A1	165	1
7_MACS_peak_2302_lociStitched	chr1	207978712	208002007	7	13929	23765.559	166	1	LOC148696	MIR29C,MIR29B2	LOC148696	166	1
5_MACS_peak_18246_lociStitched	chr3	186703405	186721230	5	16342	21031.7175	167	1	ST6GAL1	ST6GAL1	ST6GAL1	167	1
2_MACS_peak_2479_lociStitched	chr1	226910404	226928177	2	17627	19257.0455	168	1	ITPKB		ITPKB	168	1
4_MACS_peak_6940_lociStitched	chr13	74528126	74550961	4	18366	17884.372	169	1	KLF12		KLF12	169	1
6_MACS_peak_4866_lociStitched	chr11	117856392	117883624	6	16833	19941.9936	170	1	IL10RA		IL10RA	170	1
5_MACS_peak_4238_lociStitched	chr11	63992861	64015180	5	12844	24178.1727	171	1	NUDT22,DNAJC4,VEGFB,FKBP2,TRPT1,PPP1R14B	STIP1,FERMT3,PLCB3,GPR137,KCNK4,BAD	VEGFB	171	1
6_MACS_peak_21564_lociStitched	chr6	52382361	52404266	6	19072	15968.745	172	1	TRAM2		TRAM2	172	1
5_MACS_peak_21790_lociStitched	chr6	90052405	90071179	5	15204	21404.2374	173	1	UBE2J1	GABRR2	UBE2J1	173	1
4_MACS_peak_3548_lociStitched	chr10	106077002	106100143	4	15349	21234.1816	174	1	ITPRIP	GSTO2,CCDC147	ITPRIP	174	1
6_MACS_peak_2460_lociStitched	chr1	226535664	226561563	6	18035	17489.5947	175	1	PARP1	LIN9	PARP1	175	1
4_MACS_peak_21484_lociStitched	chr6	42737991	42752813	4	10424	25492.3578	176	1		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	176	1
5_MACS_peak_1775_lociStitched	chr1	157474941	157498025	5	17018	18873.4784	177	1	FCRL5		FCRL5	177	1
3_MACS_peak_25785_lociStitched	chr9	130531950	130549595	3	12147	24145.418	178	1	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	178	1
6_MACS_peak_2723_lociStitched	chr10	11282066	11312666	6	17346	18274.32	179	1	CELF2		CELF2	179	1
8_MACS_peak_1218_lociStitched	chr1	94154401	94183084	8	17647	17683.0695	180	1		BCAR3	BCAR3	180	1
3_MACS_peak_7992_lociStitched	chr15	40384367	40402210	3	15428	20717.5073	181	1	BMF		BMF	181	1
2_MACS_peak_9472_lociStitched	chr16	71730999	71748710	2	17429	17748.1931	182	1	PHLPP2,SNORA70D	SNORD71	SNORA70D	182	1
3_MACS_peak_16483_lociStitched	chr22	42140774	42159341	3	16878	18531.7227	183	1	MEI1	CCDC134	CCDC134	183	1
3_MACS_peak_606_lociStitched	chr1	36849878	36867664	3	12459	23456.1768	184	1	STK40,LSM10	OSCP1	LSM10	184	1
5_MACS_peak_10574_lociStitched	chr17	55612121	55636242	5	16635	18833.6768	185	1	MSI2		MSI2	185	1
3_MACS_peak_16337_lociStitched	chr22	37758318	37776129	3	14806	21136.3137	186	1	ELFN2		ELFN2	186	1
2_MACS_peak_6183_lociStitched	chr12	109020483	109037505	2	16671	18713.9868	187	1	SELPLG	TMEM119	SELPLG	187	1
5_MACS_peak_25174_lociStitched	chr9	36988711	37012258	5	17907	16666.5666	188	1	PAX5		PAX5	188	1
4_MACS_peak_12955_lociStitched	chr2	25622622	25645837	4	15514	20083.2965	189	1	DTNB		DNMT3A	189	1
8_MACS_peak_15129_lociStitched	chr20	30271658	30300934	8	17459	17316.754	190	1	BCL2L1	COX4I2,TPX2	BCL2L1	190	1
3_MACS_peak_21561_lociStitched	chr6	52353991	52369637	3	14045	21646.241	191	1	EFHC1,TRAM2		EFHC1	191	1
3_MACS_peak_18928_lociStitched	chr4	90210344	90229756	3	16043	19264.4688	192	1	GPRIN3		GPRIN3	192	1
5_MACS_peak_25526_lociStitched	chr9	105950410	105969768	5	18135	15892.918	193	1			CYLC2	193	1
2_MACS_peak_7909_lociStitched	chr15	31514735	31532111	2	16206	18915.5136	194	1			KLF13	194	1
3_MACS_peak_24817_lociStitched	chr8	142125789	142142400	3	11814	23501.2428	195	1	DENND3		DENND3	195	1
6_MACS_peak_15548_lociStitched	chr20	52195010	52213614	6	17624	16457.0984	196	1	ZNF217		ZNF217	196	1
4_MACS_peak_15216_lociStitched	chr20	32988639	33009342	4	18055	15672.171	197	1	ITCH	MIR644	ITCH	197	1
9_MACS_peak_19302_lociStitched	chr4	153406251	153436774	9	18359	15047.839	198	1	FBXW7,MIR3140	DKFZP434I0714	MIR3140	198	1
