REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM3_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
5_MACS_peak_16633_lociStitched	chr22	50963438	50983512	5	14549	30289.6586	58	1	SCO2,TYMP,ODF3B	ADM2,MIOX,NCAPH2,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	1.6516	58	1
5_MACS_peak_4797_lociStitched	chr11	111221650	111252712	5	26090	30105.2904	59	1	POU2AF1		POU2AF1	POU2AF1	0.8516	59	1
1_MACS_peak_2561_lociStitched	chr1	234734350	234749830	1	15481	29984.76	60	1	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	1.9477	60	1
4_MACS_peak_14984_lociStitched	chr20	5566443	5592321	4	24445	29863.212	61	1	GPCPD1		GPCPD1	GPCPD1	0.5367	61	1
4_MACS_peak_8439_lociStitched	chr15	75067006	75093262	4	19355	29228.1792	62	1	CSK	CYP1A2,LMAN1L,CPLX3,CYP1A1,ULK3	CSK	CSK	0.8778	62	1
2_MACS_peak_14155_lociStitched	chr2	157188299	157200397	2	8149	29191.2642	63	1	NR4A2		NR4A2	NR4A2	0.742	63	1
7_MACS_peak_19508_lociStitched	chr5	1311336	1346065	7	24286	28967.4589	64	1	CLPTM1L	TERT	CLPTM1L	CLPTM1L	0.7641	64	1
7_MACS_peak_684_lociStitched	chr1	40839154	40868961	7	24263	28850.1953	65	1	SMAP2	ZNF643	SMAP2	SMAP2	0.5418	65	1
5_MACS_peak_12108_lociStitched	chr19	18604309	18633841	5	23631	28625.3676	66	1	ELL	C19orf50,UBA52,FKBP8	ELL	C19orf50	0.5497	66	1
4_MACS_peak_17677_lociStitched	chr3	124851329	124875345	4	19250	28531.008	67	1	SLC12A8		SLC12A8	SLC12A8	0.3003	67	1
3_MACS_peak_6484_lociStitched	chr12	125395491	125413465	3	12431	28519.3458	68	1	UBC	SCARB1	UBC	UBC	1.6513	68	1
5_MACS_peak_242_lociStitched	chr1	16157190	16179737	5	14978	28429.5123	69	1	SPEN,FLJ37453	UQCRHL	SPEN	SPEN	0.2658	69	1
12_MACS_peak_13694_lociStitched	chr2	88891486	88928564	12	29604	28379.5012	70	1	EIF2AK3		EIF2AK3	EIF2AK3	0.4492	70	1
7_MACS_peak_12430_lociStitched	chr19	44257608	44289768	7	24197	28304.016	71	1	C19orf61,KCNN4	IRGC,ZNF283,LYPD5	KCNN4	KCNN4	0.847	71	1
1_MACS_peak_5198_lociStitched	chr12	12865514	12879927	1	14414	28294.1603	72	1	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	CDKN1B	1.8921	72	1
5_MACS_peak_16724_lociStitched	chr3	13034898	13058927	5	18904	28282.133	73	1	IQSEC1	IQSEC1	IQSEC1	IQSEC1	0.2718	73	1
7_MACS_peak_3354_lociStitched	chr10	92949627	92982201	7	21286	28241.658	74	1	PCGF5	NUDT9P1	PCGF5	PCGF5	0.2281	74	1
4_MACS_peak_23683_lociStitched	chr7	137659945	137687066	4	25776	28238.3852	75	1	CREB3L2		CREB3L2	CREB3L2	0.4141	75	1
3_MACS_peak_5001_lociStitched	chr11	128583377	128609832	3	25083	28031.718	76	1	FLI1		FLI1	FLI1	0.3785	76	1
1_MACS_peak_14578_lociStitched	chr2	201979527	201995713	1	16187	27932.1802	77	1	CFLAR	NDUFB3,FAM126B	CFLAR	CFLAR	0.6305	77	1
2_MACS_peak_13539_lociStitched	chr2	70309871	70323303	2	9809	27895.5776	78	1	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	2.2409	78	1
4_MACS_peak_18648_lociStitched	chr4	40185329	40211513	4	23450	27736.7112	79	1	RHOH		RHOH	RHOH	0.5066	79	1
3_MACS_peak_18561_lociStitched	chr4	25855490	25882315	3	24808	27586.83	80	1	SEL1L3	C4orf52	SEL1L3	C4orf52	0.3045	80	1
6_MACS_peak_19545_lociStitched	chr5	6711636	6739767	6	22484	27318.0141	81	1	PAPD7	PAPD7	PAPD7	PAPD7	0.5866	81	1
5_MACS_peak_16668_lociStitched	chr3	5222562	5247521	5	22284	27295.1624	82	1	ARL8B,EDEM1		EDEM1	EDEM1	0.6948	82	1
1_MACS_peak_2719_lociStitched	chr10	11204022	11223459	1	19438	27155.4327	83	1	CELF2		CELF2	CELF2	0.2192	83	1
2_MACS_peak_20837_lociStitched	chr6	314795	341069	2	25589	27125.2776	84	1	DUSP22		DUSP22	DUSP22	0.7273	84	1
13_MACS_peak_8972_lociStitched	chr16	11791500	11837885	13	30409	27061.009	85	1	TXNDC11	SNN	TXNDC11	SNN	0.7527	85	1
10_MACS_peak_24453_lociStitched	chr8	98633962	98671899	10	24830	27033.9062	86	1	MTDH		MTDH	MTDH	0.3006	86	1
2_MACS_peak_1595_lociStitched	chr1	150532467	150553132	2	19169	26978.1575	87	1	ADAMTSL4,MCL1	MIR4257,ENSA	MCL1	MCL1	0.8293	87	1
5_MACS_peak_16132_lociStitched	chr22	24172095	24191189	5	15722	26827.07	88	1	SMARCB1,DERL3	SLC2A11,MIF	DERL3	DERL3	1.1089	88	1
6_MACS_peak_23033_lociStitched	chr7	55612738	55642655	6	25347	26763.7482	89	1	VOPP1		VOPP1	VOPP1	0.6141	89	1
4_MACS_peak_6401_lociStitched	chr12	122227108	122245058	4	11773	26415.22	90	1	SETD1B,RHOF,LOC338799		RHOF	RHOF	0.2006	90	1
5_MACS_peak_11905_lociStitched	chr19	12885699	12905374	5	13868	26094.9525	91	1	JUNB,HOOK2	ASNA1,BEST2,RNASEH2A,MAST1,C19orf43,PRDX2,RTBDN	JUNB	JUNB	1.6846	91	1
5_MACS_peak_13470_lociStitched	chr2	65138422	65167404	5	22772	26066.4108	92	1	LOC400958	SLC1A4	LOC400958	LOC400958	0.6029	92	1
7_MACS_peak_8092_lociStitched	chr15	45002120	45030143	7	15992	25884.8451	93	1	B2M,TRIM69	SPG11,PATL2	TRIM69	PATL2	0.4405	93	1
3_MACS_peak_11564_lociStitched	chr19	2081609	2097947	3	14566	25814.04	94	1	IZUMO4,MOBKL2A	MKNK2	MOBKL2A	MOBKL2A	0.8294	94	1
5_MACS_peak_17181_lociStitched	chr3	50636997	50655446	5	15522	25788.0122	95	1	MAPKAPK3,CISH	HEMK1,C3orf18	CISH	CISH	1.3404	95	1
8_MACS_peak_16422_lociStitched	chr22	39897601	39929404	8	20514	25582.3332	96	1	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	ATF4	1.0328	96	1
4_MACS_peak_21484_lociStitched	chr6	42737991	42752813	4	10424	25492.3578	97	1		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.5431	97	1
10_MACS_peak_3581_lociStitched	chr10	112093889	112125152	10	21221	25448.082	98	1		SMNDC1	SMNDC1	SMNDC1	0.2869	98	1
9_MACS_peak_3601_lociStitched	chr10	112244711	112272750	9	24490	25406.1379	99	1	DUSP5		DUSP5	DUSP5	0.9201	99	1
5_MACS_peak_22196_lociStitched	chr6	139571884	139601823	5	23363	25364.3208	100	1	TXLNB		TXLNB	TXLNB	0.6105	100	1
1_MACS_peak_268_lociStitched	chr1	17229248	17233404	1	4157	25360.3276	101	1		CROCC	CROCC	CROCC	0.1209	101	1
3_MACS_peak_22756_lociStitched	chr7	25998547	26012533	3	12369	25352.4222	102	1		MIR148A	MIR148A	MIR148A	2.024	102	1
6_MACS_peak_21861_lociStitched	chr6	106529486	106560273	6	25049	25309.9927	103	1	PRDM1		PRDM1	PRDM1	0.7673	103	1
7_MACS_peak_8253_lociStitched	chr15	63764991	63798598	7	17127	25235.4963	104	1	USP3		USP3	USP3	0.285	104	1
6_MACS_peak_9624_lociStitched	chr16	87875351	87905436	6	22456	24904.363	105	1	SLC7A5		SLC7A5	SLC7A5	0.5652	105	1
6_MACS_peak_18177_lociStitched	chr3	183227102	183263079	6	27249	24820.5323	106	1	KLHL6		KLHL6	KLHL6	0.4908	106	1
3_MACS_peak_19311_lociStitched	chr4	153442944	153462227	3	17548	24726.5909	107	1	DKFZP434I0714,FBXW7	MIR3140	FBXW7	MIR3140	0.4306	107	1
2_MACS_peak_10862_lociStitched	chr17	74256387	74272672	2	15924	24720.63	108	1	FAM100B,QRICH2	RNF157	FAM100B	FAM100B	1.53	108	1
3_MACS_peak_7133_lociStitched	chr14	23023908	23040267	3	13716	24370.0023	109	1	DAD1	ABHD4	DAD1	DAD1	0.8067	109	1
6_MACS_peak_11485_lociStitched	chr19	924068	955751	6	17006	24275.5146	110	1	ARID3A	KISS1R,WDR18,GRIN3B,MED16,C19orf22	ARID3A	KISS1R	0.6333	110	1
8_MACS_peak_11597_lociStitched	chr19	2607598	2637935	8	21659	24263.5326	111	1	GNG7		GNG7	GNG7	0.4112	111	1
5_MACS_peak_4238_lociStitched	chr11	63992861	64015180	5	12844	24178.1727	112	1	NUDT22,DNAJC4,VEGFB,FKBP2,TRPT1,PPP1R14B	STIP1,FERMT3,PLCB3,GPR137,KCNK4,BAD	VEGFB	VEGFB	1.1868	112	1
3_MACS_peak_25785_lociStitched	chr9	130531950	130549595	3	12147	24145.418	113	1	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	FPGS	0.348	113	1
9_MACS_peak_8746_lociStitched	chr15	101458213	101489951	9	27159	24082.7944	114	1	LRRK1	ALDH1A3	LRRK1	LRRK1	0.2913	114	1
1_MACS_peak_21314_lociStitched	chr6	32934986	32942032	1	7047	23993.0392	115	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	1.1705	115	1
7_MACS_peak_16614_lociStitched	chr22	50740255	50766378	7	18864	23912.9942	116	1	PLXNB2,FAM116B	PPP6R2,MAPK12,MAPK11	PLXNB2	PLXNB2	0.388	116	1
3_MACS_peak_12867_lociStitched	chr2	11883022	11898380	3	14156	23880.1542	117	1	LPIN1		LPIN1	LPIN1	0.3571	117	1
4_MACS_peak_12735_lociStitched	chr19	56145683	56167772	4	10728	23862.7467	118	1	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	ZNF524	0.8099	118	1
7_MACS_peak_2302_lociStitched	chr1	207978712	208002007	7	13929	23765.559	119	1	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	1.4071	119	1
2_MACS_peak_5540_lociStitched	chr12	48196018	48215107	2	15990	23672.2689	120	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	HDAC7	0.6097	120	1
3_MACS_peak_20843_lociStitched	chr6	387821	412005	3	20810	23564.8896	121	1	IRF4		IRF4	IRF4	0.825	121	1
3_MACS_peak_24817_lociStitched	chr8	142125789	142142400	3	11814	23501.2428	122	1	DENND3		DENND3	DENND3	0.325	122	1
1_MACS_peak_20990_lociStitched	chr6	13294868	13309537	1	14670	23490.9366	123	1	TBC1D7		TBC1D7	TBC1D7	0.6368	123	1
3_MACS_peak_4895_lociStitched	chr11	118962979	118979360	3	9203	23488.7159	124	1	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	DPAGT1	DPAGT1	1.4385	124	1
3_MACS_peak_606_lociStitched	chr1	36849878	36867664	3	12459	23456.1768	125	1	STK40,LSM10	OSCP1	LSM10	LSM10	0.7677	125	1
4_MACS_peak_4497_lociStitched	chr11	72845141	72871601	4	18557	23361.534	126	1	FCHSD2		FCHSD2	FCHSD2	0.1805	126	1
10_MACS_peak_24348_lociStitched	chr8	81048782	81084437	10	26223	23350.4595	127	1	TPD52		TPD52	TPD52	0.3741	127	1
3_MACS_peak_9748_lociStitched	chr17	2295021	2306324	3	8620	23312.4375	128	1	MNT	LOC284009	MNT	MNT	0.954	128	1
4_MACS_peak_10868_lociStitched	chr17	74475436	74498820	4	18892	23285.7872	129	1	RHBDF2	AANAT,PRCD,UBE2O,CYGB	RHBDF2	RHBDF2	0.6612	129	1
1_MACS_peak_12888_lociStitched	chr2	16828559	16848205	1	19647	23097.8022	130	1	FAM49A		FAM49A	FAM49A	0.3734	130	1
5_MACS_peak_9411_lociStitched	chr16	68278510	68299785	5	17655	23017.4225	131	1	PLA2G15,SLC7A6	PRMT7,ESRP2,SLC7A6OS	SLC7A6	SLC7A6	0.4435	131	1
3_MACS_peak_9769_lociStitched	chr17	3807613	3826609	3	11467	22958.5656	132	1	P2RX1	CAMKK1,ATP2A3	P2RX1	P2RX1	0.8746	132	1
7_MACS_peak_23506_lociStitched	chr7	115778403	115809531	7	22912	22897.7568	133	1		TES	TES	TES	0.1243	133	1
8_MACS_peak_5158_lociStitched	chr12	9859945	9896351	8	25753	22746.4688	134	1	CLECL1	CLEC2D,CD69	CLECL1	CLECL1	0.6845	134	1
7_MACS_peak_15834_lociStitched	chr21	36576802	36608029	7	20527	22708.2744	135	1			RUNX1	RUNX1	NONE	135	1
4_MACS_peak_3869_lociStitched	chr11	10323748	10344864	4	16876	22486.4284	136	1	ADM	SBF2	ADM	ADM	1.3552	136	1
3_MACS_peak_25538_lociStitched	chr9	108002985	108027839	3	20789	22415.8226	137	1	SLC44A1		SLC44A1	SLC44A1	0.3304	137	1
6_MACS_peak_11575_lociStitched	chr19	2253022	2274226	6	15517	22414.7484	138	1	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	OAZ1	0.9155	138	1
2_MACS_peak_15924_lociStitched	chr21	44772121	44784140	2	8409	22410.6274	139	1			SIK1	SIK1	NONE	139	1
3_MACS_peak_2990_lociStitched	chr10	43891034	43905811	3	10450	22403.4097	140	1	HNRNPF	FXYD4,ZNF487P	HNRNPF	HNRNPF	0.3376	140	1
5_MACS_peak_24687_lociStitched	chr8	126285224	126308713	5	18713	22396.7615	141	1	NSMCE2		TRIB1	TRIB1	1.0951	141	1
3_MACS_peak_10599_lociStitched	chr17	56401386	56417914	3	12459	22383.8704	142	1	BZRAP1,MIR142	MPO,SUPT4H1	MIR142	MIR142	0.9765	142	1
2_MACS_peak_22754_lociStitched	chr7	25979946	25992510	2	9456	22250.844	143	1	MIR148A		MIR148A	MIR148A	2.024	143	1
6_MACS_peak_13712_lociStitched	chr2	89128845	89160960	6	29037	22230.003	144	1			ANKRD36BP2	ANKRD36BP2	0.2356	144	1
5_MACS_peak_25789_lociStitched	chr9	130659219	130681631	5	15463	22225.9804	145	1	ST6GALNAC6,ST6GALNAC4	ENG,AK1,PIP5KL1,DPM2,FAM102A	ST6GALNAC6	PIP5KL1	0.4235	145	1
5_MACS_peak_411_lociStitched	chr1	26436814	26456226	5	17707	22104.4444	146	1	PDIK1L	GRRP1,ZNF593,CNKSR1,TRIM63	PDIK1L	PDIK1L	0.9312	146	1
7_MACS_peak_13871_lociStitched	chr2	111793223	111820770	7	21409	22037.6	147	1	ACOXL		BCL2L11	BCL2L11	0.3951	147	1
4_MACS_peak_15258_lociStitched	chr20	34188071	34208268	4	19032	21786.5039	148	1	SPAG4,FER1L4	CPNE1	FER1L4	FER1L4	0.3533	148	1
6_MACS_peak_14989_lociStitched	chr20	5621871	5642554	6	17395	21779.199	149	1		GPCPD1	GPCPD1	GPCPD1	0.5367	149	1
2_MACS_peak_13708_lociStitched	chr2	89047202	89058892	2	10749	21773.794	150	1	RPIA	ANKRD36BP2	ANKRD36BP2	ANKRD36BP2	0.2356	150	1
3_MACS_peak_21561_lociStitched	chr6	52353991	52369637	3	14045	21646.241	151	1	EFHC1,TRAM2		EFHC1	EFHC1	0.3215	151	1
3_MACS_peak_16495_lociStitched	chr22	42330859	42343528	3	11116	21593.0436	152	1	CENPM	MIR33A,LOC339674,SEPT3,TNFRSF13C	CENPM	TNFRSF13C	1.2495	152	1
1_MACS_peak_4883_lociStitched	chr11	118658595	118664673	1	6079	21476.613	153	1	DDX6		DDX6	DDX6	0.5593	153	1
6_MACS_peak_24062_lociStitched	chr8	33400680	33425500	6	18365	21409.732	154	1	RNF122	C8orf41,DUSP26	RNF122	RNF122	0.7455	154	1
5_MACS_peak_21790_lociStitched	chr6	90052405	90071179	5	15204	21404.2374	155	1	UBE2J1	GABRR2	UBE2J1	UBE2J1	0.6372	155	1
8_MACS_peak_19757_lociStitched	chr5	56109230	56138161	8	17264	21394.4745	156	1	MAP3K1		MAP3K1	MAP3K1	0.3431	156	1
2_MACS_peak_6949_lociStitched	chr13	74697857	74710997	2	13125	21369.582	157	1	KLF12		KLF12	KLF12	0.2168	157	1
4_MACS_peak_3548_lociStitched	chr10	106077002	106100143	4	15349	21234.1816	158	1	ITPRIP	GSTO2,CCDC147	ITPRIP	ITPRIP	0.6569	158	1
4_MACS_peak_12829_lociStitched	chr2	9678068	9697129	4	18305	21233.954	159	1	ADAM17		ADAM17	ADAM17	0.3727	159	1
4_MACS_peak_12639_lociStitched	chr19	50369794	50381933	4	7012	21178.9133	160	1	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,IL4I1	AKT1S1	AKT1S1	1.2044	160	1
3_MACS_peak_16337_lociStitched	chr22	37758318	37776129	3	14806	21136.3137	161	1	ELFN2		ELFN2	ELFN2	0.3546	161	1
5_MACS_peak_18246_lociStitched	chr3	186703405	186721230	5	16342	21031.7175	162	1	ST6GAL1	ST6GAL1	ST6GAL1	ST6GAL1	0.4849	162	1
5_MACS_peak_3593_lociStitched	chr10	112167511	112191112	5	20024	21028.491	163	1			DUSP5	DUSP5	0.9201	163	1
5_MACS_peak_17035_lociStitched	chr3	45633921	45659996	5	24128	21006.02	164	1	LIMD1		LIMD1	LIMD1	0.4368	164	1
1_MACS_peak_13197_lociStitched	chr2	43444557	43456716	1	12160	20966.9796	165	1	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	1.5043	165	1
4_MACS_peak_16468_lociStitched	chr22	41797027	41811031	4	9570	20800.1412	166	1		TEF,TOB2	TEF	TOB2	0.8435	166	1
