GENE_ID	locusLine	bin_1_MM1_jia.bam
NM_019026	chr1(.):165688527-165743135	0.5042
NR_037431	chr1(.):165872157-165882213	0.2614
NM_001146191	chr1(.):167686186-167766156	0.1981
NM_001162893	chr1(.):175121122-175167229	0.4841
NM_014656	chr1(.):175121122-175166949	0.4859
NR_033186	chr1(.):178506930-178523024	0.2335
NM_022371	chr1(.):179046111-179070129	0.737
NM_001168239	chr1(.):179063461-179117224	0.1643
NM_015602	chr1(.):179846419-179894211	0.3645
NM_003292	chr1(.):186275785-186349457	0.2546
NM_022375	chr1(.):186364703-186375587	0.361
NM_022576	chr1(.):186407714-186422856	0.1425
NM_002597	chr1(.):186407714-186435239	0.1716
NM_001195216	chr1(.):197698138-197749623	0.4086
NR_034150	chr1(.):203262885-203279453	0.9969
NM_006763	chr1(.):203269663-203283729	1.0172
NM_002023	chr1(.):203304751-203325289	0.1327
NR_003019	chr1(.):203693708-203703833	0.1441
NM_001136190	chr1(.):203729283-203750480	0.6282
NM_001174108	chr1(.):203761650-203774590	0.5705
NR_027022	chr1(.):204332557-204343847	0.0916
NM_002646	chr1(.):204386757-204464474	0.128
NM_032833	chr1(.):204367491-204385944	0.7246
NM_002393	chr1(.):204480510-204532248	0.3934
NM_018203	chr1(.):205300647-205331039	0.1471
NM_030952	chr1(.):205266190-205295883	0.4306
NM_001123168	chr1(.):206133910-206160074	0.259
NM_001007544	chr1(.):206233871-206293647	0.341
NM_148964	chr1(.):206312458-206337104	0.094
NM_001004023	chr1(.):206803880-206827542	0.2227
NM_006893	chr1(.):206759973-206790904	0.2016
NM_182665	chr1(.):206725491-206767616	0.4465
NM_032960	chr1(.):206853288-206912626	0.5
NM_172361	chr1(.):207920382-207973861	0.2846
NR_026817	chr1(.):207986723-208000941	1.326
NR_029832	chr1(.):207970196-207980284	0.2652
NR_029518	chr1(.):207970787-207980868	0.2936
NM_001025109	chr1(.):208054882-208089683	0.1513
NM_003238	chr1(.):218513675-218622961	0.1792
NM_001748	chr1(.):223895118-223968720	0.2874
NM_001146068	chr1(.):223884294-223968720	0.2631
NM_025160	chr1(.):224567844-224627001	0.2942
NM_152608	chr1(.):226165402-226192066	0.5825
NM_031944	chr1(.):226406382-226418513	0.4805
NM_000447	chr1(.):227053272-227088804	0.3415
NM_181441	chr1(.):228289379-228302013	0.6166
NR_037415	chr1(.):228279963-228290042	0.3005
NM_001024227	chr1(.):228265850-228291913	0.8341
NM_001024226	chr1(.):228265360-228291913	0.8202
NM_024319	chr1(.):228283427-228296022	0.3269
NM_001159390	chr1(.):228322928-228341655	0.444
NM_182972	chr1(.):234735014-234750271	1.7589
NR_033927	chr1(.):234760056-234775526	0.0962
NM_031844	chr1(.):245008601-245032827	0.6883
NM_198076	chr1(.):244993638-245013359	0.5781
NR_026778	chr1(.):244998939-245015243	0.3219
NM_020458	chr2(.):47163312-47308275	0.2211
NR_033872	chr2(.):70184394-70319147	0.208
NR_015395	chr2(.):112119590-112257692	0.2135
NR_024373	chr2(.):112181885-112257692	0.3107
NM_014900	chr2(.):165536257-165702928	0.1526
NM_012290	chr2(.):171842332-172022410	0.1755
NM_001136554	chr2(.):171842332-172092824	0.149
NM_001012514	chr2(.):231724620-231748963	0.4263
NM_005336	chr2(.):242161678-242260254	0.3015
NM_145693	chr2(.):11881739-11972533	0.1899
NM_170672	chr2(.):33656415-33794798	0.1714
NM_005813	chr2(.):37472645-37549222	0.1494
NM_005633	chr2(.):39203689-39352604	0.194
NM_012249	chr2(.):46764866-46816827	0.521
NM_178313	chr2(.):54780530-54894445	0.2907
NM_003128	chr2(.):54678453-54903583	0.1988
NM_022893	chr2(.):60679328-60785633	0.192
NM_018014	chr2(.):60673301-60785633	0.1899
NM_020651	chr2(.):64314785-64376605	0.3177
NR_036586	chr2(.):65123973-65164581	0.2464
NR_024204	chr2(.):87749973-87826030	0.4323
NM_004836	chr2(.):88851258-88932094	0.3949
NM_144563	chr2(.):88986175-89055452	0.2021
NM_020151	chr2(.):96845602-96879573	0.32
NM_004027	chr2(.):99056320-99212496	0.3595
NM_001566	chr2(.):99056320-99203284	0.3745
NM_022662	chr2(.):112521639-112646741	0.0906
NM_006343	chr2(.):112651190-112791945	0.204
NR_029399	chr2(.):113912420-114210429	0.1303
NM_024770	chr2(.):172168912-172296312	0.2552
NM_001077269	chr2(.):175419301-175552627	0.1998
NM_014905	chr2(.):191740546-191834776	0.2005
NM_004226	chr2(.):196993306-197041336	0.283
NM_153697	chr2(.):197959194-198180521	0.1675
NM_001195144	chr2(.):197846385-198180521	0.142
NM_001228	chr2(.):202093165-202157434	0.2546
NM_003879	chr2(.):201975889-202034003	0.4561
NM_001127184	chr2(.):201975815-202011323	0.618
NM_173822	chr2(.):201833440-201941392	0.1222
NM_033358	chr2(.):202093165-202151638	0.2704
NM_001137551	chr2(.):238595806-238695290	0.1645
NM_001137550	chr2(.):238531223-238695290	0.1301
NM_017844	chr2(.):241413838-241502405	0.1133
NM_001195381	chr2(.):241539824-241575676	0.0671
NM_003183	chr2(.):9624410-9700917	0.1853
NM_002997	chr2(.):20395557-20429927	0.5848
NM_001006946	chr2(.):20395557-20430194	0.5814
NM_015376	chr2(.):33733941-33794798	0.1047
NM_001139488	chr2(.):33696320-33794798	0.2082
NM_012413	chr2(.):37566752-37605465	0.1402
NM_006887	chr2(.):43444540-43458745	0.7552
NR_027251	chr2(.):43449349-43460994	0.6129
NM_080653	chr2(.):46733985-46752096	0.0659
NM_173074	chr2(.):46803412-46849251	0.2059
NM_014171	chr2(.):46839324-46857881	0.2471
NM_001171508	chr2(.):47124008-47173994	0.1897
NR_002229	chr2(.):54751358-54761978	0.1683
NR_033837	chr2(.):64407212-64437619	0.1907
NM_001193493	chr2(.):65210578-65256000	0.2263
NM_006196	chr2(.):70309584-70321334	1.2701
NR_024444	chr2(.):70346167-70357448	0.3917
NR_015424	chr2(.):89060418-89111109	0.2494
NM_001037228	chr2(.):96900976-96912701	0.3085
NM_172003	chr2(.):114190267-114258781	0.1982
NM_002101	chr2(.):127408683-127459246	0.2736
NM_003467	chr2(.):136866918-136880725	0.391
NM_001008540	chr2(.):136866918-136878813	0.4401
NM_004288	chr2(.):158266130-158305604	0.4287
NM_002610	chr2(.):173415778-173468862	0.3731
NM_001172712	chr2(.):174766186-174835430	0.2642
NM_001017371	chr2(.):174766186-174833947	0.2684
NM_003387	chr2(.):175419301-175504307	0.2642
NM_002491	chr2(.):201931461-201955473	0.1862
NM_001127183	chr2(.):201978386-202033841	0.4718
NM_032974	chr2(.):202042620-202099110	0.3613
NM_001230	chr2(.):202042620-202091383	0.3418
NM_033356	chr2(.):202120222-202157434	0.2584
NM_001080125	chr2(.):202117753-202157434	0.2522
NM_006000	chr2(.):220110000-220123638	0.5283
NM_001042410	chr2(.):220089609-220106391	0.2606
NR_026909	chr2(.):220105200-220120059	0.5348
NM_018089	chr2(.):220089478-220106391	0.2593
NR_003063	chr2(.):220112964-220141910	0.2267
NM_005689	chr2(.):220069493-220088672	0.2018
NM_024085	chr2(.):220079101-220099361	0.2498
NM_006736	chr2(.):220139039-220156622	0.4605
NM_138802	chr2(.):220066537-220079370	0.2222
NM_024506	chr2(.):220096502-220115131	0.319
NM_001008910	chr2(.):220105191-220120059	0.5345
NR_029688	chr2(.):220153832-220163922	0.1037
NM_005683	chr2(.):231767042-231794941	0.0889
NM_001099285	chr2(.):232568234-232583250	0.818
NR_036052	chr2(.):232573023-232583105	0.5897
NM_004735	chr2(.):238595806-238679558	0.1786
NM_023083	chr2(.):241521132-241543526	0.2968
NM_001033575	chr2(.):241494470-241508431	0.5361
NM_018226	chr2(.):241503103-241523143	0.2939
NM_203346	chr2(.):242161678-242217301	0.256
NM_001008492	chr2(.):242250280-242298441	0.3694
NM_001008491	chr2(.):242249722-242298441	0.3674
NM_015303	chr3(.):184524930-184775402	0.1808
NM_014674	chr3(.):5224358-5266650	0.6352
NM_015512	chr3(.):52345334-52439513	0.1115
NM_004947	chr3(.):50707671-51426629	0.0926
NM_181780	chr3(.):112177812-112223408	0.325
NM_001164347	chr3(.):114051946-114348053	0.2512
NM_015642	chr3(.):114051946-114871127	0.2164
NM_001164344	chr3(.):114051946-114483124	0.234
NM_001164346	chr3(.):114051946-114348792	0.2509
NM_001164343	chr3(.):114051946-114795261	0.1999
NM_021082	chr3(.):121608170-121668034	0.1925
NM_016128	chr3(.):128963452-129001616	0.4922
NM_207294	chr3(.):152012193-152188569	0.2418
NM_021038	chr3(.):151980828-152188568	0.2853
NM_024947	chr3(.):169800367-169904537	0.3123
NM_001135095	chr3(.):171753343-172123492	0.4083
NM_022763	chr3(.):171752417-172123492	0.4082
NM_001134382	chr3(.):12933718-13119617	0.2674
NM_024923	chr3(.):13352736-13466809	0.2503
NM_014869	chr3(.):12933718-13013960	0.1308
NM_001144382	chr3(.):16921451-17137098	0.1948
NM_015184	chr3(.):16969581-17137098	0.1498
NM_003884	chr3(.):20076523-20200896	0.2071
NM_182666	chr3(.):23842438-23937807	0.3054
NM_152653	chr3(.):23239783-23637296	0.1589
NM_001068	chr3(.):25634474-25710788	0.2598
NM_001024847	chr3(.):30642993-30740633	0.2154
NM_178862	chr3(.):31569490-31682556	0.3252
NM_001174060	chr3(.):31697316-32028342	0.222
NM_033027	chr3(.):39178341-39200102	0.6972
NM_001100594	chr3(.):43323003-43397634	0.3055
NM_014016	chr3(.):45725753-45791900	0.2502
NM_001123396	chr3(.):46390234-46405868	0.4265
NM_001123041	chr3(.):46390234-46407413	0.3973
NM_130384	chr3(.):48483217-48512054	0.3293
NM_025222	chr3(.):52283437-52317659	0.4383
NM_006254	chr3(.):53190222-53231733	0.7595
NM_181042	chr3(.):52574367-52718739	0.1316
NM_018313	chr3(.):52574367-52724866	0.1736
NM_018397	chr3(.):53845386-53885419	0.1048
NM_178504	chr3(.):57322726-57535071	0.0852
NM_001128615	chr3(.):56756445-57118336	0.1725
NM_007114	chr3(.):69063977-69106484	0.2652
NM_012234	chr3(.):72418743-72500774	0.2308
NM_182644	chr3(.):89151673-89454495	0.1516
NM_005233	chr3(.):89151673-89536284	0.1436
NM_001080448	chr3(.):96528424-97472786	0.1057
NM_024548	chr3(.):101438493-101491181	0.2173
NM_014981	chr3(.):108094215-108253169	0.1456
NM_014648	chr3(.):108303336-108418693	0.132
NM_001009899	chr3(.):113362232-113420493	0.1825
NM_001690	chr3(.):113460865-113535905	0.2622
NM_001023571	chr3(.):121483609-121558926	0.4119
NR_026698	chr3(.):122135747-122238786	0.2038
NM_138287	chr3(.):122278184-122299049	0.7533
NM_052990	chr3(.):129153967-129244191	0.1659
NM_018262	chr3(.):129153967-129244190	0.1659
NR_003111	chr3(.):129096676-129123282	0.2039
NM_001134422	chr3(.):133287433-133314118	0.6359
NM_001134423	chr3(.):133288300-133314118	0.6546
NM_006506	chr3(.):141200925-141336197	0.2321
NM_001080412	chr3(.):141038054-141173632	0.6581
NM_016275	chr3(.):150316065-150353234	0.4448
NM_005067	chr3(.):150453909-150486263	0.5044
NM_001190242	chr3(.):159969773-160106554	0.1139
NM_001190241	chr3(.):159969773-160122320	0.194
NM_024665	chr3(.):176733541-176920048	0.2178
NM_130446	chr3(.):183200318-183278499	0.4073
NM_181573	chr3(.):186502681-186529484	0.2735
NM_002916	chr3(.):186502681-186529290	0.2754
NM_173216	chr3(.):186643314-186801341	0.4342
NM_003032	chr3(.):186734664-186801341	0.4232
NM_174908	chr3(.):191041873-191121459	0.2747
NM_001647	chr3(.):195290572-195316076	0.087
NM_003670	chr3(.):5016096-5031865	0.6414
NR_037465	chr3(.):16969687-16979752	0.2748
NR_027694	chr3(.):20016452-20058765	0.1038
NM_001137674	chr3(.):32018265-32038120	0.3043
NM_181472	chr3(.):32428162-32501333	0.4314
NM_031899	chr3(.):39133090-39154130	0.2753
NM_145755	chr3(.):39144151-39185394	0.2248
NM_194293	chr3(.):39219706-39239077	0.1594
NM_001198621	chr3(.):39219705-39239085	0.1594
NM_014240	chr3(.):45631322-45727755	0.2409
NR_033947	chr3(.):45714656-45735374	0.3268
NM_003965	chr3(.):46443720-46456014	0.1496
NM_001100168	chr3(.):46406632-46422697	0.1295
NM_001130910	chr3(.):46444048-46456014	0.1519
NM_024661	chr3(.):48468579-48486529	0.2799
NM_015933	chr3(.):48476685-48490537	0.4303
NM_002673	chr3(.):48440260-48475872	0.094
NM_001130082	chr3(.):48440260-48476460	0.0948
NM_016381	chr3(.):48502228-48514044	0.5989
NM_016479	chr3(.):48504196-48546661	0.3138
NM_001166425	chr3(.):50279325-50301786	0.2706
NM_006841	chr3(.):50237691-50263406	0.0869
NM_153215	chr3(.):50311517-50330545	0.2258
NM_006764	chr3(.):50320162-50335026	0.2939
NM_002070	chr3(.):50268646-50301786	0.3288
NM_004636	chr3(.):50300039-50319572	0.0935
NM_000172	chr3(.):50224042-50240129	0.0787
NM_016173	chr3(.):50601908-50627421	0.2271
NM_001171743	chr3(.):50590455-50610223	0.2003
NM_013324	chr3(.):50638884-50654262	0.7993
NM_001171741	chr3(.):50590455-50613458	0.2091
NM_004635	chr3(.):50649600-50691719	0.2041
NM_006010	chr3(.):51417691-51431828	0.6593
NM_013286	chr3(.):51423730-51440336	0.4408
NM_017442	chr3(.):52250097-52265179	0.2603
NM_007284	chr3(.):52257625-52278183	0.3166
NM_144641	chr3(.):52275224-52289615	0.2588
NR_026699	chr3(.):52316835-52334272	0.391
NR_029677	chr3(.):52323234-52333324	0.1126
NR_029660	chr3(.):52297293-52307377	0.474
NM_001010983	chr3(.):52723503-52745048	0.4792
NM_206825	chr3(.):52714935-52733510	0.5808
NR_003687	chr3(.):52719753-52729846	0.5931
NM_014041	chr3(.):52734856-52747197	0.6504
NR_003057	chr3(.):52721751-52731828	0.3078
NM_152932	chr3(.):52723503-52742622	0.4676
NR_003047	chr3(.):52718255-52728331	0.8217
NM_001193533	chr3(.):52739795-52809965	0.2298
NM_052859	chr3(.):53117500-53169470	0.3035
NM_021237	chr3(.):53914225-53930989	0.7528
NM_022899	chr3(.):53896093-53921229	0.2111
NM_018725	chr3(.):53875576-53904827	0.1128
NM_001128616	chr3(.):56756445-56814745	0.235
NM_019555	chr3(.):56756445-56840995	0.2697
NM_177966	chr3(.):57536980-57552768	0.3558
NM_001660	chr3(.):57552089-57588215	0.4462
NM_198195	chr3(.):69098880-69134524	0.3835
NM_006407	chr3(.):69129089-69160239	0.5218
NM_198271	chr3(.):69151038-69176746	0.1619
NR_036087	chr3(.):69093108-69103186	0.684
NM_006100	chr3(.):98446571-98518236	0.5196
NM_014415	chr3(.):101363282-101400988	0.3185
NR_002941	chr3(.):101426277-101437260	0.144
NM_000986	chr3(.):101394933-101410563	0.7468
NR_024407	chr3(.):101390273-101403057	0.6883
NM_031419	chr3(.):101563357-101584869	0.4237
NM_145037	chr3(.):101493028-101552075	0.4238
NM_001134456	chr3(.):101493285-101552075	0.425
NM_001005474	chr3(.):101541833-101584869	0.3725
NM_018010	chr3(.):107874658-107946417	0.2869
NM_020890	chr3(.):108263717-108313491	0.3203
NM_025146	chr3(.):113432840-113470096	0.4258
NM_004487	chr3(.):121377047-121473602	0.2432
NM_018456	chr3(.):121549033-121610373	0.3496
NM_001146106	chr3(.):122245619-122288194	0.3755
NM_001146105	chr3(.):122241759-122288147	0.3553
NM_031458	chr3(.):122241759-122288523	0.3547
NM_001146104	chr3(.):122241759-122288194	0.3553
NM_152615	chr3(.):122329524-122360536	0.1401
NM_001113523	chr3(.):122291448-122360536	0.1874
NM_001127196	chr3(.):128881657-128907810	0.5167
NM_020701	chr3(.):128841258-128885073	0.1905
NM_020187	chr3(.):128992683-129029135	0.5326
NM_001006109	chr3(.):128992816-129029135	0.534
NM_006026	chr3(.):129028613-129040120	0.7114
NR_026991	chr3(.):129030113-129048412	0.503
NR_002992	chr3(.):129111052-129121191	0.337
NM_003925	chr3(.):129144792-129163852	0.441
NM_207307	chr3(.):129115163-129152494	0.1807
NM_001145417	chr3(.):135862759-135918310	0.3439
NM_018133	chr3(.):135862759-135919688	0.3375
NR_027037	chr3(.):151975404-151992415	0.5792
NM_007107	chr3(.):156252928-156277973	0.5305
NR_027954	chr3(.):156385959-156398502	0.5684
NM_001184718	chr3(.):156389452-156429557	0.4071
NM_001184717	chr3(.):156387714-156429557	0.3951
NM_015508	chr3(.):156387204-156429557	0.3916
NR_034007	chr3(.):156794455-156845791	0.3025
NM_020307	chr3(.):156860585-156883482	0.751
NM_173084	chr3(.):160148290-160172626	0.1964
NR_029663	chr3(.):160117375-160127473	1.2381
NM_005496	chr3(.):160113346-160157741	0.471
NM_001002800	chr3(.):160112429-160157741	0.4659
NR_029525	chr3(.):160117532-160127613	1.2083
NM_014373	chr3(.):169750734-169808183	0.413
NM_004593	chr3(.):185627357-185660924	0.448
NR_033752	chr3(.):185681266-185702578	0.0851
NR_002989	chr3(.):186499463-186509641	0.937
NM_001967	chr3(.):186496360-186512685	0.626
NR_031650	chr3(.):186499460-186509566	0.9428
NR_002588	chr3(.):186500401-186510538	0.9347
NR_002587	chr3(.):186497584-186507654	0.9142
NR_002586	chr3(.):186500087-186510222	0.9409
NM_198152	chr3(.):190979943-191053325	0.2169
