GENE	H3k27me3_26_DMSO_compare_TSS_SIGNAL	H3k27me3_26_DMSO_compare_DISTAL_SIGNAL
ANK1	0.0	899.415
ANKLE1	1052.2407	46857.250799999994
ANKRD11	0.0	3041.6381
ANKRD13B	0.0	1341.6788000000001
ANKRD13D	0.0	1214.5945
ANKRD16	0.0	92.144
ANKRD2	0.0	644.688
ANKRD22	0.0	644.5738
ANKRD23	0.0	17314.8944
ANKRD24	1825.9392	295149.7024
ANKRD30BL	0.0	31092.352000000006
ANKRD33	0.0	84322.2599
ANKRD34A	714.984	16077.2406
ANKRD35	1396.3842	14739.563699999997
ANKRD39	0.0	17581.3784
ANKRD40	0.0	77915.62119999997
ANKRD53	0.0	19223.071400000004
ANKRD54	0.0	27039.182500000003
ANKRD7	0.0	899.7891999999999
ANKRD9	0.0	4138.974
ANKS3	0.0	784.288
ANKZF1	0.0	26642.5539
ANO1	1962.0931000000003	419534.80260000005
ANO7	0.0	3098.8694
ANO8	0.0	51653.85399999999
ANO9	1005.7139999999999	151314.65970000002
ANP32E	0.0	708.1958999999999
ANXA9	0.0	29.003
AOC2	0.0	23309.035200000002
AOC3	0.0	23309.035200000002
AP1B1	0.0	21171.4855
AP1M1	0.0	5081.533100000001
AP1M2	0.0	29751.669199999997
AP1S1	268.3968	260048.34339999995
AP2A1	0.0	44055.38999999999
AP2A2	0.0	43842.4009
AP2M1	0.0	16685.509000000002
AP4M1	0.0	36789.8111
APBA3	0.0	409559.5032
APC2	8318.0	232159.90869999997
APCDD1L	0.0	67911.0265
APEH	0.0	12743.6206
APH1A	0.0	708.1958999999999
APLP1	4005.836	202685.10970000006
APOA1BP	0.0	178526.8567
APOA2	0.0	0.0
APOB	0.0	153.0174
APOB48R	0.0	1662.5964000000001
APOBEC3G	0.0	197.778
APOBEC3H	0.0	197.778
APOC1	1504.4029	254493.6809
APOC1P1	4186.465200000001	227329.54170000003
APOC2	0.0	209328.2076
APOC4	0.0	209705.79750000002
APOD	0.0	22861.4345
APOE	2319.7999999999997	265625.3341999999
APOL6	0.0	9726.048400000001
APOM	0.0	10969.067799999999
APPL1	0.0	95.5696
APRT	0.0	14463.164800000002
AQP12A	8013.0	80006.77619999998
AQP12B	363.202	80006.77619999998
AQP2	0.0	52200.87200000001
AQP5	2820.2428	54379.52700000002
AQP6	8805.6	54379.52700000002
ARAP1	0.0	29644.550400000007
ARAP3	0.0	3535.944
ARC	17393.6	443099.5681
ARCN1	0.0	19480.5972
ARF1	0.0	30388.687600000005
ARF3	0.0	35336.840899999996
ARFGAP1	0.0	748020.9804999998
ARFGAP2	0.0	2235.9983
ARFGAP3	0.0	2108.7858
ARFGEF1	0.0	1172.2226
ARFIP2	0.0	1198.2771
ARFRP1	0.0	143947.1333
ARHGAP11A	0.0	356.9371
ARHGAP17	0.0	3778.7441
ARHGAP23	0.0	67838.6712
ARHGAP33	0.0	209304.74749999997
ARHGAP39	0.0	61485.37939999998
ARHGAP4	0.0	44023.80499999999
ARHGAP40	0.0	14754.340199999999
ARHGAP8	0.0	184001.93999999997
ARHGAP9	0.0	5062.6456
ARHGDIA	0.0	93455.1776
ARHGDIG	2320.8883	20922.693800000005
ARHGEF1	0.0	387575.74780000024
ARHGEF10	0.0	130227.4737
ARHGEF10L	3835.7824	594464.2133999998
ARHGEF11	0.0	2041.3904
ARHGEF15	3927.8207999999995	23365.4758
ARHGEF16	5236.4827	1065043.8519999997
ARHGEF17	719.4739999999999	0.0
ARHGEF18	0.0	99508.97030000002
ARHGEF19	0.0	241470.0592999999
ARHGEF2	0.0	11816.599999999999
ARHGEF25	0.0	12134.3337
ARHGEF3	682.0440000000001	95.5696
ARHGEF38	0.0	390.8568
ARHGEF40	436.488	220.698
ARHGEF7	473.5108	71.92
ARID3A	0.0	130784.29280000001
ARID3C	9211.2	193735.89070000005
ARL10	1188.3652	0.0
ARL16	0.0	20833.012
ARL2	0.0	740.718
ARL4D	7068.8	28943.0321
ARL5C	0.0	39856.20909999999
ARL8A	0.0	76845.3578
ARMC5	0.0	9955.102399999998
ARMC7	0.0	2435.9697
ARMS2	0.0	1883.4966999999997
ARPC4	0.0	479.764
ARPC5L	0.0	0.0
ARPP19	0.0	107.54650000000001
ARRB1	2187.7007999999996	48504.87600000001
ARRB2	0.0	18263.419499999996
ARRDC1	0.0	3552.0148
ARRDC2	8487.980000000001	354236.26490000024
ARRDC5	0.0	7990.055200000001
ARSA	0.0	110257.7182
ARSG	0.0	5520.984399999999
ARSI	0.0	895.7478000000001
ARSK	0.0	275.7906
ART1	0.0	1807.5
ART5	0.0	1807.5
ARVCF	1977.1491999999998	68144.24209999999
ARX	0.0	367.4385
ASAP3	1219.0397	10723.5882
ASB10	8506.662199999999	177435.77649999998
ASB15	0.0	2339.5716
ASB16	0.0	53770.10049999999
ASB6	278.09999999999997	414508.5518
ASB8	0.0	679.311
ASCL2	64.142	499095.8523999999
ASCL3	0.0	0.0
ASF1B	0.0	189332.2137999999
ASGR1	9684.6	196686.73380000007
ASGR2	2463.1453	197681.514
ASNA1	0.0	31313.833300000002
ASPDH	0.0	253385.39919999999
ASPG	0.0	22293.8331
ASPHD1	3002.8938000000003	22060.5982
ASPHD2	0.0	2040.499
ASPSCR1	0.0	60176.77239999999
ASS1	1166.9418	350705.2105
ASTL	0.0	28679.791499999996
ATAD3A	0.0	156326.88139999995
ATAD3B	0.0	91597.39989999996
ATAD3C	5295.819699999999	137117.18669999996
ATAD5	0.0	386.8335
ATCAY	4127.0	599361.2747000001
ATF3	1817.9379999999999	1298.3316
ATF4	0.0	104334.9044
ATF6B	0.0	342819.0545999999
ATF7	0.0	6422.2095
ATG2A	0.0	2402.2679999999996
ATG4B	0.0	11109.3226
ATG4D	0.0	29751.669199999997
ATG5	0.0	970.7984
ATG9A	0.0	26642.5539
ATG9B	0.0	52469.43050000001
ATHL1	458.13199999999995	224427.5582999999
ATL3	0.0	1003.2261
ATN1	0.0	19231.970400000002
ATOH8	2801.8	3101.5813
ATP13A2	0.0	158052.9707
ATP13A3	0.0	19019.564599999998
ATP1A2	0.0	4269.8652
ATP1A3	3108.8737	375264.07830000017
ATP1A4	0.0	4269.8652
ATP1B2	8974.8	130726.61429999997
ATP2A1	0.0	647.3892
ATP2B2	5892.429	12398.854
ATP2B3	4315.599999999999	222315.06279999999
ATP4A	3240.6196	204780.43570000003
ATP4B	1470.6272000000001	914.0106999999999
ATP5D	0.0	618036.0281000001
ATP5E	0.0	5204.762
ATP5EP2	0.0	232.05
ATP5G1	0.0	42702.193100000004
ATP5G2	0.0	35587.0542
ATP5H	0.0	92874.65240000002
ATP5L2	0.0	35806.34760000001
ATP6V0A1	0.0	2889.3032000000003
ATP6V0C	0.0	8384.5254
ATP6V0D1	0.0	15495.6726
ATP6V0E2	0.0	277421.26300000004
ATP6V1B1	0.0	19223.071400000004
ATP6V1F	0.0	69375.14289999999
ATP6V1G2	0.0	10969.067799999999
ATP6V1H	0.0	184.9068
ATP8B1	622.0980000000001	0.0
ATP8B3	2576.1730000000002	312898.3517
ATRIP	0.0	15157.455599999996
ATXN10	0.0	210375.21190000002
ATXN7L1	157.209	45.344
ATXN7L3	0.0	53770.10049999999
AUP1	0.0	21473.1043
AURKAIP1	0.0	155257.30769999998
AURKB	0.0	32824.3076
AVIL	0.0	3087.8959999999997
AVP	2247.4836	14298.5472
AVPI1	0.0	11243.836000000001
AVPR2	0.0	52887.99829999998
AXIN1	0.0	21265.491400000006
AXL	10848.0	104228.54830000001
AZGP1	0.0	2826.9087
AZGP1P1	0.0	2826.9087
AZI1	0.0	274023.3056
AZU1	3869.2000000000003	439340.27619999996
B3GALT4	0.0	25681.524299999994
B3GALT6	0.0	324040.0618000001
B3GAT1	0.0	4010.4109
B3GAT3	0.0	56.201600000000006
B3GNT1	0.0	119953.54489999998
B3GNT3	3234.7999999999997	133238.76370000004
B3GNT6	0.0	4216.3189
B3GNT7	1148.0706	320.4075
B3GNT9	0.0	2770.9559999999997
B3GNTL1	0.0	221939.36039999992
B4GALNT1	0.0	12134.3337
B4GALNT2	120.8499	38606.238699999994
B4GALNT3	2254.0544	11614.1475
B4GALNT4	607.3903	254529.80389999994
B4GALT3	0.0	0.0
B4GALT5	0.0	712.0022
B4GALT7	0.0	992.7272
B9D1	0.0	4336.231
BACE2	0.0	1053.0
BAD	0.0	39297.556599999996
BAG5	0.0	1314.864
BAGE	0.0	9979.052899999999
BAGE4	0.0	9979.052899999999
BAHCC1	4868.695000000001	1185448.4567
BAHD1	347.5024	12109.2995
BAI1	32927.399999999994	350622.51400000014
BAI2	0.0	259049.14779999986
BAIAP2	1971.2686999999999	350614.003
BAIAP2L2	0.0	690.7782
BAIAP3	18824.965600000003	255103.6872999999
BAK1	0.0	1424.4073
BANF1	0.0	678.3734999999999
BANP	0.0	2701.3134
BAP1	0.0	97836.4752
BARHL1	847.5273	205900.43339999992
BARX1	2916.8079000000002	24544.036799999998
BASE	0.0	8080.229299999999
BAT1	0.0	10969.067799999999
BAT2	0.0	10969.067799999999
BAT3	0.0	10969.067799999999
BATF2	0.0	740.718
BATF3	2383.6098	28.5936
BAX	0.0	87315.89880000001
BAZ1B	0.0	35301.7303
BBC3	0.0	23672.0791
BBS1	0.0	98275.23
BBS12	0.0	786.4009000000001
BBS2	0.0	263.2668
BBS4	0.0	27538.1554
BCAM	3693.1897000000004	253387.34540000005
BCAN	0.0	191622.5569
BCAP29	0.0	859.7627
BCAP31	0.0	96174.68589999998
BCAR1	1687.1055000000001	4269.4197
BCAT1	1765.8138	5367.9998
BCAT2	0.0	118739.89920000001
BCDIN3D	0.0	20685.0033
BCKDK	0.0	18040.136800000004
BCL2L11	0.0	916.9907999999999
BCL2L12	0.0	45133.679599999996
BCL2L2	0.0	2568.7082
BCL3	0.0	115028.95400000001
BCL6	663.8344	4368.2995
BCL6B	0.0	84750.18190000001
BCL7A	0.0	580.382
BCL7B	0.0	65459.24859999999
BCRP2	0.0	34004.83580000001
BCRP3	0.0	3451.9291000000003
BDH1	0.0	11464.6896
BEAN1	196.1868	2570.5039
BECN1	0.0	23309.035200000002
BEGAIN	0.0	8219.765500000001
BEST1	0.0	106887.8369
BEST2	7493.599999999999	64043.881299999994
BET1L	0.0	29362.2548
BGN	4490.0217	191467.4461
BHLHA9	2873.9538	426584.0704
BHLHE23	13243.800000000001	631507.8195999998
BIK	842.736	52722.520699999994
BIN1	0.0	1235.85
BIN2	0.0	0.0
BIN3	0.0	71730.7274
BIRC5	0.0	46989.69180000002
BIRC7	13347.599999999999	710229.5709999995
BLCAP	0.0	4750.4039999999995
BLK	0.0	5118.2880000000005
BLM	0.0	42888.053700000004
BLMH	0.0	0.0
BLOC1S1	0.0	206.93820000000002
BLOC1S3	0.0	104269.3737
BLVRB	570.9884	76588.3899
BMI1	20.064	6040.062600000001
BMP1	1772.1774	92129.53659999999
BMP3	633.042	7801.5828999999985
BMP6	0.0	2097.9169
BMP7	2005.564	6310.310300000001
BMPR1A	0.0	8656.1449
BMS1	0.0	1922.0267999999999
BMS1P1	0.0	92.3503
BNIP1	0.0	9717.010500000002
BNIPL	0.0	1640.1379
BOD1L	0.0	1875.6973000000003
BOK	1687.8880000000004	11109.3226
BOK-AS	1784.0124000000003	11109.3226
BOLA2B	0.0	0.0
BOP1	0.0	20410.8452
BPHL	0.0	0.0
BPIL1	2552.2336	19713.7273
BPIL3	0.0	18564.2994
BRD1	0.0	45530.5332
BRD3	0.0	96966.04860000001
BRD4	0.0	84375.49410000001
BRD9	0.0	3740.5204
BREA2	0.0	153255.73789999998
BRF1	0.0	97015.0985
BRF2	0.0	7964.1693
BRMS1	0.0	119611.41049999998
BRSK1	0.0	109557.66449999994
BRSK2	1728.848	256934.70280000006
BSG	0.0	199459.8711
BSN	1034.6756	4147.9313
BSND	0.0	1385.4704
BSPH1	1061.2652	27325.634000000002
BST2	0.0	81105.76310000004
BSX	1843.4871000000003	7727.2401
BTBD11	0.0	2835.4696
BTBD16	0.0	1400.5014999999999
BTBD17	6284.799999999999	373276.05750000005
BTBD6	0.0	97015.0985
BTG2	0.0	1286.559
BTNL3	0.0	1761.0384
BTNL9	0.0	4059.8156
BTRC	0.0	4286.9856
BUB1B	0.0	0.0
BUB3	0.0	3603.2120999999997
BZRAP1	0.0	28307.871400000004
C10orf105	0.0	80683.04230000003
C10orf114	889.9835	1543.2732
C10orf12	0.0	14984.570899999999
C10orf125	362.90979999999996	39265.14580000001
C10orf140	0.0	1543.2732
C10orf2	0.0	71420.4572
C10orf35	0.0	109573.20390000002
C10orf47	0.0	536.7596
C10orf53	0.0	519.7716
C10orf54	0.0	33711.837999999996
C10orf55	0.0	265.0912
C10orf62	0.0	644.688
C10orf82	0.0	158.9904
C10orf91	0.0	70403.3426
C10orf93	1659.4809	147311.48239999998
C10orf95	0.0	95749.7662
C11orf10	0.0	409392.2422999999
C11orf16	0.0	0.0
C11orf17	0.0	0.0
C11orf20	4390.5295	63838.031400000014
C11orf21	3611.3937	439086.7607999999
C11orf24	0.0	398.52880000000005
C11orf31	0.0	5469.4295999999995
C11orf35	0.0	10167.9946
C11orf36	1804.4378	82572.5377
C11orf49	0.0	846.888
C11orf61	0.0	18138.9132
C11orf63	0.0	7727.2401
C11orf66	4411.5512	526426.1459999998
C11orf68	0.0	1141.6766
C11orf84	0.0	1003.2261
C11orf85	0.0	2402.2679999999996
C11orf86	1008.4396	52411.2684
C11orf9	15677.7781	427217.2349999999
C11orf94	0.0	50632.9668
C11orf95	561.5325	1003.2261
C11orf96	0.0	3520.8688999999995
C12orf10	0.0	1072.0783999999999
C12orf12	0.0	1956.3401
C12orf44	0.0	77652.9176
C12orf5	0.0	1581.4512
C12orf53	21995.0	54593.0103
C12orf62	0.0	2178.6549999999997
C12orf68	340.34479999999996	679.311
C12orf77	0.0	5367.9998
C13orf28	0.0	36566.1675
C14orf153	0.0	1314.864
C14orf176	0.0	220.698
C14orf180	932.6912000000001	29275.376399999994
C14orf2	0.0	1761.5855000000001
C14orf70	0.0	5727.4952
C14orf73	0.0	27241.431099999994
C14orf79	850.4523999999999	47231.9559
C14orf80	0.0	42595.9254
C14orf93	0.0	700.7399
C15orf17	0.0	7041.3709
C15orf23	0.0	29729.686
C15orf39	0.0	92194.9515
C15orf42	0.0	0.0
C15orf52	0.0	32925.8108
C15orf56	3560.1513999999997	20816.511300000002
C15orf59	2167.9424	9618.949800000002
C15orf60	0.0	11686.483199999999
C15orf63	0.0	773.226
C16orf11	9273.368	36697.064399999996
C16orf13	0.0	115035.6719
C16orf3	0.0	16356.8959
C16orf42	0.0	220524.32139999996
C16orf5	0.0	21217.3514
C16orf53	0.0	22060.5982
C16orf55	0.0	11108.2446
C16orf57	0.0	1681.2264
C16orf58	0.0	4418.116300000001
C16orf59	0.0	8384.5254
C16orf63	0.0	0.0
C16orf7	0.0	7838.4304
C16orf70	0.0	1668.0149999999999
C16orf71	0.0	784.288
C16orf73	0.0	69999.4735
C16orf74	0.0	4365.7083999999995
C16orf75	0.0	0.0
C16orf78	0.0	4338.242
C16orf79	0.0	148681.6184
C16orf81	0.0	27363.3912
C16orf89	1804.4514	77686.89939999997
C16orf91	4670.0	184149.2092
C16orf92	14637.6	73743.62179999998
C17orf100	0.0	16871.010499999997
C17orf102	3960.4516	2919.8977
C17orf103	0.0	40809.3402
C17orf104	0.0	15478.4855
C17orf105	1659.2894999999999	118941.31839999999
C17orf106	0.0	25192.7823
C17orf28	11658.999999999998	234177.01140000005
C17orf37	0.0	14057.042099999999
C17orf42	0.0	386.8335
C17orf44	0.0	28972.7902
C17orf47	0.0	1567.1927999999998
C17orf49	0.0	84337.20270000001
C17orf50	0.0	12104.0618
C17orf51	0.0	17062.0768
C17orf54	0.0	6119.5529
C17orf55	6670.4	440146.57500000007
C17orf56	0.0	262924.4417
C17orf58	0.0	506.85880000000003
C17orf59	0.0	63107.801999999996
C17orf61	264.17600000000004	108242.95040000002
C17orf65	0.0	53770.10049999999
C17orf66	0.0	188.125
C17orf68	0.0	23365.4758
C17orf69	0.0	2470.8659
C17orf70	0.0	497263.9308
C17orf72	0.0	697.0563
C17orf74	6806.400000000001	108242.95040000002
C17orf75	0.0	166.7196
C17orf76	0.0	775.5908999999999
C17orf77	369.3474	276944.3672000001
C17orf80	0.0	4273.266799999999
C17orf81	0.0	161037.92949999997
C17orf82	1424.956	12304.169100000001
C17orf85	0.0	570.7899
C17orf86	0.0	6230.1655
C17orf87	0.0	1766.4484
C17orf88	0.0	56310.167400000006
C17orf89	0.0	262924.4417
C17orf90	0.0	20833.012
C17orf91	0.0	27680.213399999997
C17orf95	0.0	9698.484399999998
C17orf96	0.0	180333.5512
C17orf97	0.0	94598.42440000003
C17orf99	0.0	4076.1711
C18orf1	0.0	2556.0374
C18orf32	0.0	0.0
C19orf10	0.0	339365.5277
C19orf12	0.0	11051.477999999997
C19orf2	0.0	30902.795
C19orf20	0.0	247578.75519999996
C19orf21	5411.6	680249.9920000002
C19orf22	0.0	132549.617
C19orf23	0.0	630784.9847000001
C19orf24	0.0	630784.9847000001
C19orf25	0.0	234715.83359999998
C19orf26	5600.2768	618036.0281000001
C19orf28	0.0	157731.59570000003
C19orf29	0.0	148225.23680000004
C19orf30	0.0	180874.85260000007
C19orf33	0.0	62512.44490000001
C19orf35	0.0	40426.103800000004
C19orf39	0.0	149669.41160000005
C19orf42	0.0	1038.7512
C19orf43	0.0	24716.129300000004
C19orf45	2605.0536	328395.60669999995
C19orf46	0.0	38570.2062
C19orf47	0.0	34855.22280000001
C19orf48	0.0	51241.153099999996
C19orf50	0.0	47615.5951
C19orf51	1213.6715	184283.25040000008
C19orf53	0.0	33312.442500000005
C19orf54	0.0	14670.520399999996
C19orf55	0.0	176545.25479999997
C19orf56	0.0	15283.179199999999
C19orf57	0.0	18965.646499999995
C19orf59	8434.0	491878.0730999999
C19orf6	0.0	38163.7101
C19orf60	0.0	47615.5951
C19orf61	0.0	3305.3865
C19orf62	0.0	46857.250799999994
C19orf63	0.0	253385.39919999999
C19orf66	0.0	35567.34380000001
C19orf70	0.0	109658.85560000002
C19orf71	0.0	182676.69240000006
C19orf73	1281.77	200997.09250000003
C19orf76	0.0	45133.679599999996
C19orf77	3329.8914	298079.4964
C1QA	0.0	476519.44770000014
C1QB	7271.7414	482402.2271000002
C1QC	6608.095499999999	480300.7193000002
C1QL1	2064.6669	93119.9063
C1QL4	2349.6884	19213.622900000002
C1QTNF1	15004.8	696851.6986999998
C1QTNF5	3530.8	31273.4213
C1QTNF6	0.0	414068.76410000026
C1QTNF8	6927.6	778560.5391000002
C1orf105	0.0	1128.2952
C1orf109	0.0	17506.869499999997
C1orf122	0.0	6264.431199999999
C1orf126	1589.4323	4237.6904
C1orf127	0.0	229062.40119999993
C1orf128	0.0	1513.0691
C1orf135	0.0	653.6465999999999
C1orf144	0.0	21567.713899999995
C1orf151	0.0	35774.00299999999
C1orf157	0.0	1423.3752
C1orf158	629.7785	886.2239
C1orf159	47.7572	533128.3830999999
C1orf170	14645.2	420977.2682000002
C1orf172	0.0	10259.506300000001
C1orf174	0.0	9763.3729
C1orf175	0.0	707.1084
C1orf177	0.0	707.1084
C1orf182	0.0	171659.31089999998
C1orf187	9690.7876	191994.10789999994
C1orf192	0.0	43308.7553
C1orf200	6078.947999999999	115707.09660000002
C1orf204	0.0	3835.7807
C1orf210	0.0	7060.8442000000005
C1orf212	0.0	7001.759300000001
C1orf213	0.0	754.214
C1orf228	0.0	981.8659
C1orf230	778.0749000000001	15001.5244
C1orf35	0.0	30388.687600000005
C1orf51	0.0	708.1958999999999
C1orf53	0.0	8166.7115
C1orf54	0.0	708.1958999999999
C1orf56	1658.3033999999998	7632.7745
C1orf61	5343.0	171659.31089999998
C1orf64	588.5616	277395.9889
C1orf65	0.0	238.79609999999997
C1orf66	0.0	149305.9984
C1orf69	0.0	5604.903000000001
C1orf70	0.0	121704.61859999999
C1orf77	0.0	12370.9125
