#MM1 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM1.H3K27ac_ROSE/MM1_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM1.jin.bam
#Using cutoff of 11216.3738 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM1.jin.bam	enhancerRank	isSuperStretch
8_MACS_peak_27575_lociStitched	chr4	90214151	90226740	8	11174	16937.2406	63	1
6_MACS_peak_37978_lociStitched	chr9	132646079	132657479	6	10931	22233.42	64	1
6_MACS_peak_15984_lociStitched	chr17	74257684	74269318	6	10568	27014.148	65	1
4_MACS_peak_15180_lociStitched	chr17	37924499	37935498	4	10758	23867.83	66	1
1_MACS_peak_17100_lociStitched	chr19	2615992	2625635	1	9644	37171.8364	67	1
2_MACS_peak_7623_lociStitched	chr12	7058032	7069292	2	10944	17469.89	68	1
3_MACS_peak_24280_lociStitched	chr22	50963378	50974037	3	10265	28754.7843	69	1
5_MACS_peak_20719_lociStitched	chr2	172173526	172184229	5	10442	25243.0255	70	1
7_MACS_peak_22508_lociStitched	chr20	49126079	49137469	7	10805	17631.72	71	1
7_MACS_peak_19870_lociStitched	chr2	87810242	87822267	7	10701	15486.9975	72	1
3_MACS_peak_12017_lociStitched	chr15	52967552	52977080	3	9481	34252.2072	73	1
5_MACS_peak_4602_lociStitched	chr10	61891193	61901004	5	9586	32848.2091	74	1
6_MACS_peak_6352_lociStitched	chr11	65335730	65346801	6	10336	20335.2128	75	1
4_MACS_peak_9067_lociStitched	chr12	109020574	109031317	4	9991	25209.5238	76	1
3_MACS_peak_36136_lociStitched	chr8	126294771	126304991	3	10030	23599.002	77	1
1_MACS_peak_16826_lociStitched	chr18	60821395	60831098	1	9704	27445.9058	78	1
2_MACS_peak_23433_lociStitched	chr22	23229694	23239736	2	9734	27001.9338	79	1
3_MACS_peak_2053_lociStitched	chr1	118212203	118222627	3	10141	19847.296	80	1
3_MACS_peak_33562_lociStitched	chr7	47512226	47522563	3	10160	19141.0229	81	1
1_MACS_peak_29358_lociStitched	chr5	109024003	109034029	1	10027	21494.7414	82	1
2_MACS_peak_34551_lociStitched	chr7	130788970	130797174	2	8064	43034.9024	83	1
1_MACS_peak_12477_lociStitched	chr15	75333143	75342741	1	9599	27932.0996	84	1
2_MACS_peak_17385_lociStitched	chr19	11199075	11208582	2	9329	30379.6185	85	1
4_MACS_peak_27940_lociStitched	chr4	144274076	144284699	4	10078	17836.017	86	1
2_MACS_peak_26041_lociStitched	chr3	141117778	141127230	2	9270	29677.3896	87	1
4_MACS_peak_23526_lociStitched	chr22	24551489	24561645	4	9859	20218.5648	88	1
5_MACS_peak_1908_lociStitched	chr1	111172421	111182786	5	9732	20511.2985	89	1
5_MACS_peak_4630_lociStitched	chr10	63802022	63812248	5	9095	29888.5528	90	1
2_MACS_peak_29921_lociStitched	chr5	142776666	142785700	2	9025	30386.7624	91	1
1_MACS_peak_5309_lociStitched	chr10	112255413	112264745	1	9333	24159.6148	92	1
2_MACS_peak_17050_lociStitched	chr19	2081487	2091154	2	9662	17380.2993	93	1
8_MACS_peak_38018_lociStitched	chr9	134143460	134153417	8	9642	16990.6248	94	1
3_MACS_peak_29166_lociStitched	chr5	90673136	90680786	3	7593	40616.91	95	1
3_MACS_peak_4007_lociStitched	chr10	6815486	6824735	3	9042	26300.4564	96	1
6_MACS_peak_18687_lociStitched	chr2	9687443	9697217	6	9448	19013.3622	97	1
3_MACS_peak_34215_lociStitched	chr7	104649224	104656528	3	7248	40952.0672	98	1
2_MACS_peak_23211_lociStitched	chr21	45572872	45581339	2	8405	30763.1511	99	1
3_MACS_peak_4297_lociStitched	chr10	22540120	22549148	3	8404	29956.7096	100	1
2_MACS_peak_18126_lociStitched	chr19	42437945	42446125	2	8146	32639.836	101	1
7_MACS_peak_2563_lociStitched	chr1	156456017	156466004	7	9342	13764.0834	102	1
5_MACS_peak_2066_lociStitched	chr1	118294519	118303729	5	8928	21707.049	103	1
2_MACS_peak_12804_lociStitched	chr15	90637380	90646532	2	9122	18085.2672	104	1
4_MACS_peak_5555_lociStitched	chr11	307509	316466	4	8480	27368.1135	105	1
4_MACS_peak_26981_lociStitched	chr4	14177263	14186382	4	9052	18721.307	106	1
9_MACS_peak_5436_lociStitched	chr10	125822105	125832352	9	9314	12655.045	107	1
1_MACS_peak_11436_lociStitched	chr14	106172081	106179568	1	7488	37029.9533	108	1
4_MACS_peak_26330_lociStitched	chr3	171811955	171821173	4	9058	17970.491	109	1
3_MACS_peak_29205_lociStitched	chr5	95258792	95268233	3	9098	16971.1416	110	1
8_MACS_peak_9053_lociStitched	chr12	108953998	108964651	8	9125	16075.377	111	1
5_MACS_peak_15619_lociStitched	chr17	56407800	56417166	5	8910	19193.7438	112	1
1_MACS_peak_36165_lociStitched	chr8	126612274	126621246	1	8973	17730.4664	113	1
3_MACS_peak_26043_lociStitched	chr3	141128110	141137103	3	8685	22696.5334	114	1
4_MACS_peak_2317_lociStitched	chr1	150532543	150541590	4	8738	21740.8457	115	1
3_MACS_peak_4002_lociStitched	chr10	6792934	6802016	3	8790	20745.1044	116	1
2_MACS_peak_5981_lociStitched	chr11	35159973	35169107	2	8905	18328.2844	117	1
7_MACS_peak_37533_lociStitched	chr9	108017747	108027710	7	8997	15206.5269	118	1
2_MACS_peak_13871_lociStitched	chr16	66553332	66562240	2	8478	24097.9216	119	1
3_MACS_peak_5731_lociStitched	chr11	10323703	10332420	3	8668	20618.3201	120	1
9_MACS_peak_1438_lociStitched	chr1	66740209	66750410	9	8992	14047.7971	121	1
2_MACS_peak_33224_lociStitched	chr7	25985112	25992347	2	6973	38236.2515	122	1
4_MACS_peak_27440_lociStitched	chr4	77129510	77138628	4	8896	15837.966	123	1
4_MACS_peak_19917_lociStitched	chr2	88920394	88928935	4	8029	28287.792	124	1
1_MACS_peak_20771_lociStitched	chr2	173415122	173423814	1	8693	18920.7456	125	1
2_MACS_peak_19931_lociStitched	chr2	89050129	89057875	2	7745	31196.2404	126	1
6_MACS_peak_34664_lociStitched	chr7	137705926	137716426	6	8794	16086	127	1
7_MACS_peak_8573_lociStitched	chr12	68750745	68760690	7	8782	14867.775	129	1
1_MACS_peak_3926_lociStitched	chr10	3821878	3828965	1	7088	35817.698	130	1
7_MACS_peak_988_lociStitched	chr1	40848756	40858729	7	8791	14255.4062	131	1
1_MACS_peak_17518_lociStitched	chr19	13947005	13954786	1	7782	28672.985	132	1
3_MACS_peak_3215_lociStitched	chr1	203289090	203298064	3	8696	14811.587	133	1
6_MACS_peak_11144_lociStitched	chr14	91814771	91824293	6	8702	14498.1972	134	1
5_MACS_peak_26586_lociStitched	chr3	186711602	186720081	5	8116	24244.0047	135	1
3_MACS_peak_30110_lociStitched	chr5	156970553	156979622	3	8665	14665.4799	136	1
6_MACS_peak_23125_lociStitched	chr21	44592135	44600825	6	8121	23397.825	137	1
2_MACS_peak_16042_lociStitched	chr17	75135204	75143709	2	8330	19049.499	138	1
2_MACS_peak_19451_lociStitched	chr2	64437500	64445608	2	8088	22354.5668	139	1
2_MACS_peak_19339_lociStitched	chr2	56569242	56577756	2	8489	15244.317	140	1
1_MACS_peak_7195_lociStitched	chr11	115089464	115096557	1	7094	32924.2874	141	1
3_MACS_peak_12467_lociStitched	chr15	75298993	75307852	3	8354	17658.6447	142	1
6_MACS_peak_5372_lociStitched	chr10	121060551	121069681	6	8231	19393.033	143	1
1_MACS_peak_28299_lociStitched	chr4	185390827	185398141	1	7315	30494.9916	144	1
3_MACS_peak_34846_lociStitched	chr7	150100378	150108769	3	7947	22707.7242	145	1
2_MACS_peak_3397_lociStitched	chr1	207993913	208001961	2	7778	24746.7952	146	1
1_MACS_peak_18152_lociStitched	chr19	42783338	42791557	1	8220	18230.5639	147	1
5_MACS_peak_29940_lociStitched	chr5	148208428	148217109	5	8283	16934.8948	148	1
4_MACS_peak_6680_lociStitched	chr11	72862258	72870700	4	8179	18559.737	149	1
3_MACS_peak_33164_lociStitched	chr7	22384231	22392673	3	8264	17003.0322	150	1
3_MACS_peak_14754_lociStitched	chr17	16876836	16885191	3	8326	15408.291	151	1
2_MACS_peak_19621_lociStitched	chr2	70310121	70317375	2	7182	30321.72	152	1
3_MACS_peak_29646_lociStitched	chr5	131819398	131827713	3	7800	23461.604	153	1
2_MACS_peak_33654_lociStitched	chr7	55597952	55605561	2	7609	25766.3567	154	1
2_MACS_peak_14393_lociStitched	chr16	90060131	90065984	2	5432	41889.921	155	1
5_MACS_peak_7282_lociStitched	chr11	120368661	120377699	5	8210	15729.7352	156	1
5_MACS_peak_15346_lociStitched	chr17	43298620	43307468	5	8246	14420.4704	157	1
1_MACS_peak_8198_lociStitched	chr12	48201006	48209094	1	8089	17474.9328	158	1
5_MACS_peak_20068_lociStitched	chr2	99099485	99108364	5	8266	13663.0052	159	1
1_MACS_peak_2431_lociStitched	chr1	154373884	154381900	1	8017	18441.6096	160	1
4_MACS_peak_30617_lociStitched	chr6	7726344	7734710	4	8191	14685.6764	161	1
1_MACS_peak_17635_lociStitched	chr19	16692463	16700383	1	7921	19186.2	162	1
1_MACS_peak_30184_lociStitched	chr5	162929837	162937615	1	7779	21152.271	163	1
3_MACS_peak_2321_lociStitched	chr1	150545040	150553206	3	7788	20895.1608	164	1
4_MACS_peak_8956_lociStitched	chr12	102870355	102879159	4	8026	16414.1776	165	1
3_MACS_peak_29995_lociStitched	chr5	150455217	150463730	3	7908	18482.5743	166	1
1_MACS_peak_12219_lociStitched	chr15	65183021	65190083	1	7063	28685.1378	167	1
1_MACS_peak_6130_lociStitched	chr11	58340315	58347961	1	7647	21318.5772	168	1
2_MACS_peak_14518_lociStitched	chr17	3813557	3821156	2	7357	24754.5024	169	1
2_MACS_peak_22632_lociStitched	chr20	56251486	56259599	2	7992	15084.5009	170	1
3_MACS_peak_28730_lociStitched	chr5	56108037	56115568	3	7470	22981.5996	171	1
3_MACS_peak_8007_lociStitched	chr12	31737045	31745090	3	7934	14897.731	172	1
4_MACS_peak_36945_lociStitched	chr9	37527939	37535032	4	6460	32554.7421	173	1
1_MACS_peak_29630_lociStitched	chr5	131744680	131751716	1	7037	27390.4444	174	1
2_MACS_peak_9914_lociStitched	chr13	49549052	49556696	2	7196	25504.206	175	1
1_MACS_peak_17469_lociStitched	chr19	12898842	12906056	1	7215	25180.467	176	1
6_MACS_peak_2604_lociStitched	chr1	157489297	157497874	6	7897	13832.9856	177	1
5_MACS_peak_5294_lociStitched	chr10	112168786	112177070	5	7935	12872.5076	178	1
4_MACS_peak_29212_lociStitched	chr5	95290915	95298693	4	7125	25395.9478	179	1
2_MACS_peak_2938_lociStitched	chr1	178544380	178552314	2	7794	15633.947	180	1
2_MACS_peak_37819_lociStitched	chr9	127630445	127638136	2	7321	22943.7912	181	1
5_MACS_peak_15847_lociStitched	chr17	66450413	66459081	5	7898	13155.4236	182	1
1_MACS_peak_24035_lociStitched	chr22	42146816	42154561	1	7746	16221.128	183	1
3_MACS_peak_6633_lociStitched	chr11	72537201	72544749	3	7418	20389.4124	184	1
6_MACS_peak_2516_lociStitched	chr1	155945256	155954061	6	7822	11466.7515	185	1
4_MACS_peak_29123_lociStitched	chr5	88563136	88571395	4	7638	15365.8695	186	1
5_MACS_peak_29988_lociStitched	chr5	150437894	150446356	5	7532	17217.6314	187	1
2_MACS_peak_17498_lociStitched	chr19	13260459	13267591	2	7049	23261.018	189	1
2_MACS_peak_37379_lociStitched	chr9	95820284	95827632	2	7315	19488.3656	190	1
2_MACS_peak_25087_lociStitched	chr3	50637358	50644744	2	7178	21318.2118	191	1
4_MACS_peak_36688_lociStitched	chr9	20375028	20383126	4	7614	14055.6986	192	1
4_MACS_peak_37985_lociStitched	chr9	132747211	132755427	4	7639	12948.416	193	1
3_MACS_peak_23151_lociStitched	chr21	44778318	44786025	3	7272	19388.4999	194	1
4_MACS_peak_21097_lociStitched	chr2	198168864	198176756	4	7524	14804.6028	196	1
1_MACS_peak_6579_lociStitched	chr11	68602540	68609791	1	7252	18977.3172	197	1
4_MACS_peak_28402_lociStitched	chr5	1326572	1334021	4	7120	20724.6078	198	1
1_MACS_peak_34731_lociStitched	chr7	139613760	139620522	1	6763	24829.3878	199	1
3_MACS_peak_21492_lociStitched	chr2	232570569	232577564	3	6840	23973.9635	200	1
2_MACS_peak_7491_lociStitched	chr11	132224597	132231432	2	6783	24287.489	201	1
8_MACS_peak_1914_lociStitched	chr1	111209879	111218329	8	7577	11530.025	202	1
2_MACS_peak_2570_lociStitched	chr1	156468438	156475939	2	7454	13971.3626	203	1
2_MACS_peak_1085_lociStitched	chr1	44295893	44303305	2	7409	14753.586	204	1
8_MACS_peak_13286_lociStitched	chr16	11829643	11837753	8	7332	15981.566	205	1
1_MACS_peak_28259_lociStitched	chr4	185200443	185207304	1	6862	22731.8652	206	1
1_MACS_peak_15150_lociStitched	chr17	36856438	36863205	1	6768	23788.7118	207	1
4_MACS_peak_12040_lociStitched	chr15	55693807	55701452	4	6905	22025.245	208	1
2_MACS_peak_12344_lociStitched	chr15	70387135	70394017	2	6771	23605.26	209	1
2_MACS_peak_1448_lociStitched	chr1	66796809	66803888	2	7070	19719.2624	210	1
2_MACS_peak_35039_lociStitched	chr8	12609977	12617024	2	6868	22240.332	211	1
2_MACS_peak_21461_lociStitched	chr2	231732751	231740639	2	7397	13195.0464	212	1
4_MACS_peak_23945_lociStitched	chr22	39857527	39865006	4	7412	12582.6696	213	1
3_MACS_peak_16821_lociStitched	chr18	60803873	60811098	3	7142	17270.64	214	1
2_MACS_peak_32453_lociStitched	chr6	139690883	139698040	2	7058	18412.0982	215	1
1_MACS_peak_32772_lociStitched	chr6	159459096	159466141	1	7046	17747.764	216	1
1_MACS_peak_476_lociStitched	chr1	22104869	22110704	1	5836	30399.7665	218	1
2_MACS_peak_38065_lociStitched	chr9	134579248	134586596	2	7193	14629.868	219	1
5_MACS_peak_32785_lociStitched	chr6	160397922	160405637	5	7171	14977.901	220	1
1_MACS_peak_34149_lociStitched	chr7	101945421	101952451	1	7031	17347.931	221	1
4_MACS_peak_3109_lociStitched	chr1	197741493	197748667	4	6853	19923.6328	222	1
2_MACS_peak_29759_lociStitched	chr5	138723103	138729837	2	6657	22383.1426	223	1
3_MACS_peak_16991_lociStitched	chr19	1247379	1254543	3	7020	17342.6112	224	1
3_MACS_peak_30349_lociStitched	chr5	176852528	176860219	3	7174	14542.1428	225	1
1_MACS_peak_30397_lociStitched	chr5	179245008	179250333	1	5326	33272.1975	226	1
4_MACS_peak_35275_lociStitched	chr8	29082135	29089717	4	7107	15081.3562	227	1
2_MACS_peak_29231_lociStitched	chr5	95670898	95678135	2	7147	14313.3386	228	1
4_MACS_peak_29105_lociStitched	chr5	88118442	88126346	4	7231	12488.32	229	1
4_MACS_peak_25956_lociStitched	chr3	133191924	133199623	4	7232	12443.8937	230	1
3_MACS_peak_28095_lociStitched	chr4	153581347	153589247	3	7183	13329.67	231	1
2_MACS_peak_28292_lociStitched	chr4	185369036	185376402	2	7238	12050.776	232	1
3_MACS_peak_27510_lociStitched	chr4	87855240	87862489	3	7114	14674.1507	233	1
2_MACS_peak_15589_lociStitched	chr17	55680339	55687577	2	7108	14773.4818	234	1
1_MACS_peak_23813_lociStitched	chr22	37613937	37620963	1	7027	15712.2438	235	1
2_MACS_peak_29785_lociStitched	chr5	139013021	139019488	2	6410	23929.8401	236	1
4_MACS_peak_17017_lociStitched	chr19	1646463	1653678	4	7060	14737.359	237	1
1_MACS_peak_7428_lociStitched	chr11	128585560	128592492	1	6933	16692.9492	238	1
4_MACS_peak_35977_lociStitched	chr8	107509194	107516678	4	7006	15283.8248	239	1
2_MACS_peak_37042_lociStitched	chr9	66695002	66701964	2	6945	16229.8144	240	1
1_MACS_peak_34498_lociStitched	chr7	129587087	129593049	1	5963	27562.326	241	1
4_MACS_peak_4617_lociStitched	chr10	63656836	63664351	4	6960	15432.0525	243	1
8_MACS_peak_30966_lociStitched	chr6	25407856	25415867	8	7100	11640.7841	245	1
2_MACS_peak_30247_lociStitched	chr5	173168020	173174571	2	6458	21884.9257	246	1
1_MACS_peak_32998_lociStitched	chr7	7854617	7861499	1	6883	15853.3752	247	1
2_MACS_peak_36349_lociStitched	chr8	142125279	142132294	2	6562	20515.3675	248	1
2_MACS_peak_31994_lociStitched	chr6	106610427	106617266	2	6584	20218.8196	249	1
2_MACS_peak_5706_lociStitched	chr11	7540118	7547143	2	6945	14300.7925	252	1
2_MACS_peak_12959_lociStitched	chr15	101457513	101464460	2	6828	16307.3878	253	1
1_MACS_peak_12156_lociStitched	chr15	63792888	63798617	1	5730	28305.8432	254	1
2_MACS_peak_24796_lociStitched	chr3	42231946	42238885	2	6863	15056.9361	255	1
1_MACS_peak_17951_lociStitched	chr19	38523004	38529064	1	6061	25216.266	256	1
3_MACS_peak_22363_lociStitched	chr20	46038933	46046289	3	6942	13443.8256	257	1
1_MACS_peak_15176_lociStitched	chr17	37909415	37916095	1	6681	17756.776	258	1
1_MACS_peak_18878_lociStitched	chr2	25639977	25646615	1	6639	18118.421	259	1
1_MACS_peak_38470_lociStitched	chrX	24166118	24172370	1	6253	22781.0376	260	1
1_MACS_peak_11049_lociStitched	chr14	81993469	82000235	1	6767	15818.2314	261	1
2_MACS_peak_3206_lociStitched	chr1	203255021	203261377	2	6327	21775.656	262	1
2_MACS_peak_11900_lociStitched	chr15	45016493	45023324	2	6622	17963.4807	263	1
5_MACS_peak_35214_lociStitched	chr8	27250344	27257558	5	6887	13383.4128	264	1
1_MACS_peak_16721_lociStitched	chr18	52983859	52990622	1	6764	15308.0505	265	1
3_MACS_peak_10605_lociStitched	chr14	55537413	55544811	3	6910	11993.6376	266	1
1_MACS_peak_11603_lociStitched	chr15	31554295	31560521	1	6227	22086.735	267	1
2_MACS_peak_28072_lociStitched	chr4	153453374	153460024	2	6606	17129.735	269	1
3_MACS_peak_33662_lociStitched	chr7	55635544	55642348	3	6488	18741.618	270	1
4_MACS_peak_24349_lociStitched	chr3	5236058	5243094	4	6682	15796.5236	271	1
2_MACS_peak_34203_lociStitched	chr7	104581185	104587319	2	6046	23834.8838	272	1
5_MACS_peak_36351_lociStitched	chr8	142137255	142144176	5	6689	15534.8766	273	1
1_MACS_peak_37101_lociStitched	chr9	69877952	69884610	1	6659	15879.33	274	1
3_MACS_peak_26716_lociStitched	chr3	195630414	195637374	3	6652	15965.544	275	1
1_MACS_peak_11017_lociStitched	chr14	81421106	81427761	1	6656	15618.6195	276	1
3_MACS_peak_6675_lociStitched	chr11	72849289	72856207	3	6493	17954.9772	278	1
3_MACS_peak_29351_lociStitched	chr5	108743080	108750094	3	6480	17930.5896	280	1
4_MACS_peak_16836_lociStitched	chr18	60871213	60878357	4	6807	12110.5088	281	1
3_MACS_peak_31977_lociStitched	chr6	106439531	106446311	3	6519	17251.032	282	1
1_MACS_peak_37615_lociStitched	chr9	113016535	113021751	1	5217	29823.0016	283	1
2_MACS_peak_2168_lociStitched	chr1	144928239	144935025	2	6732	13078.6578	284	1
2_MACS_peak_34786_lociStitched	chr7	144049273	144056204	2	6540	16266.3639	285	1
6_MACS_peak_30167_lociStitched	chr5	160169410	160177208	6	6789	11419.3912	287	1
1_MACS_peak_11173_lociStitched	chr14	91879166	91885751	1	6586	15108.624	289	1
3_MACS_peak_22965_lociStitched	chr21	36256748	36263551	3	6489	16650.3425	290	1
5_MACS_peak_19850_lociStitched	chr2	87765617	87772327	5	6522	15874.518	292	1
2_MACS_peak_30078_lociStitched	chr5	156354899	156361571	2	6489	16306.368	293	1
8_MACS_peak_22562_lociStitched	chr20	52205293	52212316	8	6734	11724.8985	294	1
1_MACS_peak_36401_lociStitched	chr8	144607622	144613740	1	6119	21086.9106	295	1
3_MACS_peak_16857_lociStitched	chr18	60982063	60988802	3	6476	16234.9249	296	1
4_MACS_peak_36145_lociStitched	chr8	126349365	126356162	4	6706	11896.1094	297	1
3_MACS_peak_36683_lociStitched	chr9	20352161	20358978	3	6529	15272.1251	298	1
3_MACS_peak_5288_lociStitched	chr10	112112687	112119326	3	6521	15259.7415	299	1
2_MACS_peak_15827_lociStitched	chr17	66230263	66236826	2	6336	17933.3975	300	1
2_MACS_peak_6696_lociStitched	chr11	72979570	72986061	2	6459	16025.6299	301	1
2_MACS_peak_5552_lociStitched	chr11	267518	272574	2	4855	31161.6448	302	1
2_MACS_peak_18744_lociStitched	chr2	11886025	11892320	2	6232	18952.986	304	1
2_MACS_peak_31228_lociStitched	chr6	32935569	32941037	2	5256	28141.062	305	1
3_MACS_peak_33123_lociStitched	chr7	18555923	18562821	3	6542	13546.9822	306	1
1_MACS_peak_34318_lociStitched	chr7	114570098	114576518	1	6421	15576.204	307	1
1_MACS_peak_12339_lociStitched	chr15	70327008	70333423	1	6416	15622.4495	308	1
2_MACS_peak_19502_lociStitched	chr2	65139905	65146624	2	6576	12363.6319	309	1
2_MACS_peak_29089_lociStitched	chr5	88026144	88032933	2	6504	13446.2934	310	1
1_MACS_peak_23602_lociStitched	chr22	29193999	29199165	1	5167	27932.562	312	1
1_MACS_peak_32034_lociStitched	chr6	108878218	108884300	1	6083	19264.1268	313	1
1_MACS_peak_33999_lociStitched	chr7	92460810	92466869	1	6060	19534.8219	314	1
1_MACS_peak_9332_lociStitched	chr12	122237626	122243244	1	5619	24184.9282	315	1
1_MACS_peak_20884_lociStitched	chr2	182168601	182174940	1	6340	15624.3672	316	1
2_MACS_peak_30863_lociStitched	chr6	16759045	16765047	2	5756	22869.4206	317	1
3_MACS_peak_15202_lociStitched	chr17	38251576	38258166	3	6369	15053.537	318	1
3_MACS_peak_29893_lociStitched	chr5	142432337	142438955	3	6523	12101.013	319	1
