GENE	H3k27me3_29_DMSO_compare_TSS_SIGNAL	H3k27me3_29_DMSO_compare_DISTAL_SIGNAL
ARHGAP23	0.0	58155.5047
ARHGAP33	0.0	178057.66750000004
ARHGAP39	0.0	53285.2927
ARHGAP4	0.0	38432.21610000001
ARHGAP40	0.0	14348.738399999998
ARHGAP8	0.0	147951.66929999992
ARHGAP9	0.0	5128.3711
ARHGDIA	0.0	80902.6176
ARHGDIG	1891.2572	18343.2239
ARHGEF1	0.0	333238.29070000007
ARHGEF10	0.0	109888.3444
ARHGEF10L	2938.0333	506916.8456000001
ARHGEF11	0.0	1756.4512
ARHGEF15	3287.712	19193.873900000002
ARHGEF16	4233.1905	879215.0711000005
ARHGEF17	809.1107999999999	0.0
ARHGEF18	0.0	91454.5586
ARHGEF19	0.0	223157.08190000005
ARHGEF2	0.0	13128.709999999997
ARHGEF25	0.0	11314.876000000002
ARHGEF3	337.12800000000004	147.48839999999998
ARHGEF38	0.0	420.2396
ARHGEF40	329.73199999999997	258.04380000000003
ARHGEF7	454.5058	59.248000000000005
ARID3A	0.0	116445.15699999999
ARID3C	8007.6	166918.5242
ARL10	1007.0	0.0
ARL16	0.0	18317.148699999998
ARL2	0.0	445.97880000000004
ARL4D	7128.8	27163.077599999993
ARL5C	0.0	36927.99880000001
ARL8A	0.0	72003.1431
ARMC5	0.0	8769.358400000001
ARMC7	0.0	2096.2315
ARMS2	0.0	2169.1465
ARPC4	0.0	342.8152
ARPC5L	0.0	0.0
ARPP19	0.0	122.4235
ARRB1	1964.0506	45333.142799999994
ARRB2	0.0	17160.429300000003
ARRDC1	0.0	3168.0293
ARRDC2	9468.6308	318307.9089000001
ARRDC5	0.0	7620.448399999999
ARSA	0.0	89048.82949999996
ARSG	0.0	5747.753000000001
ARSI	0.0	607.7208
ARSK	0.0	97.6128
ART1	0.0	2228.2821
ART5	0.0	2228.2821
ARVCF	2218.5101000000004	57528.8099
ARX	0.0	449.397
ASAP3	1036.056	9236.3792
ASB10	7077.4218	163889.47980000006
ASB15	0.0	2003.6004
ASB16	0.0	43172.8392
ASB6	433.75499999999994	375814.3194999999
ASB8	0.0	955.6571
ASCL2	39.754000000000005	421380.1414
ASCL3	0.0	0.0
ASF1B	0.0	160607.75409999993
ASGR1	10291.8	188390.66279999993
ASGR2	2014.7794	189629.37740000008
ASNA1	0.0	28885.127299999986
ASPDH	0.0	219012.55400000003
ASPG	0.0	19796.332299999995
ASPHD1	2620.5936	21732.2843
ASPHD2	0.0	2721.2258
ASPSCR1	0.0	50744.4378
ASS1	923.3823	312724.1447
ASTL	0.0	23202.838000000003
ATAD3A	0.0	131538.859
ATAD3B	0.0	75284.17300000002
ATAD3C	4777.159799999999	119317.28940000002
ATAD5	0.0	429.30269999999996
ATCAY	3101.0	550011.2311000001
ATF3	1067.69	1313.208
ATF4	0.0	90933.061
ATF6B	0.0	301477.03010000015
ATF7	0.0	5570.775000000001
ATG2A	0.0	1710.7038
ATG4B	0.0	10642.6941
ATG4D	0.0	28263.142200000002
ATG5	0.0	1181.0656
ATG9A	0.0	27761.8224
ATG9B	0.0	45697.54699999999
ATHL1	425.325	190964.75360000003
ATL3	0.0	669.0751
ATN1	0.0	16047.623699999998
ATOH8	2108.0	2895.6808
ATP13A2	0.0	147293.3353
ATP13A3	0.0	15880.5558
ATP1A2	0.0	5871.814399999999
ATP1A3	2893.9767999999995	318410.3883999998
ATP1A4	0.0	5871.814399999999
ATP1B2	8919.599999999999	123009.94089999999
ATP2A1	0.0	588.8976
ATP2B2	4054.4574	10546.711399999998
ATP2B3	3808.0	191545.01200000013
ATP4A	3139.7494	176960.84979999994
ATP4B	1183.336	655.4569
ATP5D	0.0	549139.9794
ATP5E	0.0	3927.7456
ATP5EP2	0.0	364.8183
ATP5G1	0.0	42160.9796
ATP5G2	0.0	31405.211300000003
ATP5H	0.0	81655.7903
ATP5L2	0.0	30843.8131
ATP6V0A1	0.0	1900.6799999999998
ATP6V0C	0.0	7084.8418
ATP6V0D1	0.0	12466.4796
ATP6V0E2	0.0	239121.7806
ATP6V1B1	0.0	18840.2693
ATP6V1F	0.0	58860.96130000001
ATP6V1G2	0.0	8977.369200000001
ATP6V1H	0.0	151.3512
ATP8B1	587.673	0.0
ATP8B3	1909.2744	277822.1115
ATRIP	0.0	14014.687899999995
ATXN10	0.0	190577.95429999998
ATXN7L1	180.01749999999998	33.5192
ATXN7L3	0.0	43172.8392
AUP1	0.0	17502.680099999998
AURKAIP1	0.0	133913.5324
AURKB	0.0	31390.226199999997
AVIL	0.0	2886.6012
AVP	1872.6876	12675.0604
AVPI1	0.0	6980.497
AVPR2	0.0	45987.74190000001
AXIN1	0.0	18895.355900000002
AXL	10047.2	87385.46090000002
AZGP1	0.0	2795.6782
AZGP1P1	0.0	2795.6782
AZI1	0.0	235311.5789
AZU1	3530.0	385921.11280000006
B3GALT4	0.0	22571.6558
B3GALT6	0.0	277253.5283000001
B3GAT1	0.0	3727.3817000000004
B3GAT3	0.0	49.0992
B3GNT1	0.0	108192.46689999998
B3GNT3	3304.0	120134.45039999996
B3GNT6	0.0	3739.0205999999994
B3GNT7	868.6293	198.5175
B3GNT9	0.0	2845.0164
B3GNTL1	0.0	196981.25370000003
B4GALNT1	0.0	11314.876000000002
B4GALNT2	351.54929999999996	34042.55209999999
B4GALNT3	2342.8328	11284.642999999998
B4GALNT4	509.7521	216908.3488
B4GALT3	0.0	0.0
B4GALT5	0.0	698.3844
B4GALT7	0.0	1162.6804
B9D1	0.0	3424.7649
BACE2	0.0	1170.875
BAD	0.0	33809.505900000004
BAG5	0.0	1016.922
BAGE	0.0	9529.6157
BAGE4	0.0	9529.6157
BAHCC1	4177.4434	988539.0447000006
BAHD1	299.03679999999997	9861.4743
BAI1	20392.199999999997	282011.1364
BAI2	0.0	220419.89710000006
BAIAP2	1928.6939999999997	291654.6487
BAIAP2L2	0.0	741.9036000000001
BAIAP3	15138.352200000001	218537.3759
BAK1	0.0	1075.9131
BANF1	0.0	721.383
BANP	0.0	2689.6829999999995
BAP1	0.0	83841.05759999999
BARHL1	700.7067	187658.85250000004
BARX1	2296.7135	23090.0867
BASE	0.0	7564.363400000002
BAT1	0.0	8977.369200000001
BAT2	0.0	8977.369200000001
BAT3	0.0	8977.369200000001
BATF2	0.0	445.97880000000004
BATF3	2545.9004999999997	35.88
BAX	0.0	79453.51449999999
BAZ1B	0.0	31314.33
BBC3	0.0	21898.134100000007
BBS1	0.0	85869.8167
BBS12	0.0	381.5475
BBS2	0.0	221.2826
BBS4	0.0	24806.083300000002
BCAM	4075.2449	224479.23259999996
BCAN	0.0	180765.1784
BCAP29	0.0	747.9226000000001
BCAP31	0.0	81784.15529999998
BCAR1	1424.6798	3859.5456999999997
BCAT1	1720.938	4214.281000000001
BCAT2	0.0	103930.93750000001
BCDIN3D	0.0	17513.873000000003
BCKDK	0.0	17054.838599999995
BCL2L11	0.0	767.6598
BCL2L12	0.0	38128.2786
BCL2L2	0.0	2493.3268
BCL3	0.0	99079.7024
BCL6	447.80159999999995	3586.7354000000005
BCL6B	0.0	80144.64310000003
BCL7A	0.0	371.6218
BCL7B	0.0	59876.473099999996
BCRP2	0.0	29006.507400000006
BCRP3	0.0	2724.9022999999997
BDH1	0.0	11013.0931
BEAN1	181.1908	3437.8643
BECN1	0.0	20678.8176
BEGAIN	0.0	7885.0619
BEST1	0.0	91464.17179999998
BEST2	5720.799999999999	66362.1929
BET1L	0.0	25659.8317
BGN	2874.9429	165059.58370000013
BHLHA9	2676.2754000000004	395427.91859999986
BHLHE23	9873.599999999999	552794.1220000002
BIK	909.569	42726.1901
BIN1	0.0	1097.55
BIN2	0.0	0.0
BIN3	0.0	66788.9608
BIRC5	0.0	40665.1904
BIRC7	9410.400000000001	604015.4703999999
BLCAP	0.0	4349.1002
BLK	0.0	4276.8222000000005
BLM	0.0	44891.1372
BLMH	0.0	0.0
BLOC1S1	0.0	293.944
BLOC1S3	0.0	98500.9219
BLVRB	737.7081	68593.61680000002
BMI1	46.2935	6102.0591
BMP1	1625.3523000000002	76813.92069999999
BMP3	876.1014	8220.8367
BMP6	0.0	2421.6760000000004
BMP7	1466.2040000000002	5793.9882
BMPR1A	0.0	8951.5582
BMS1	0.0	1901.7492
BMS1P1	0.0	120.54560000000001
BNIP1	0.0	9895.875800000002
BNIPL	0.0	1648.0746
BOD1L	0.0	1502.9681
BOK	1423.8648	10642.6941
BOK-AS	1540.0488	10642.6941
BOLA2B	0.0	0.0
BOP1	0.0	15585.673200000001
BPHL	0.0	0.0
BPIL1	2224.5944	17582.7955
BPIL3	0.0	16781.574099999998
BRD1	0.0	39456.3499
BRD3	0.0	89934.0399
BRD4	0.0	77963.68230000001
BRD9	0.0	3826.4161
BREA2	0.0	144381.35140000004
BRF1	0.0	79412.07340000001
BRF2	0.0	6614.6023
BRMS1	0.0	107656.99659999998
BRSK1	0.0	96211.88429999999
BRSK2	1944.448	218894.9984000001
BSG	0.0	174623.65579999998
BSN	969.4117	3569.0508999999997
BSND	0.0	1748.1552
BSPH1	987.3367999999999	26217.418900000008
BST2	0.0	73371.50160000002
BSX	2235.3084	6871.4622
BTBD11	0.0	2258.6244
BTBD16	0.0	1607.4395
BTBD17	4483.2	320988.3413000001
BTBD6	0.0	79412.07340000001
BTG2	0.0	1540.3500000000001
BTNL3	0.0	1383.3554
BTNL9	0.0	3935.848
BTRC	0.0	3534.9711999999995
BUB1B	0.0	0.0
BUB3	0.0	3165.3129
BZRAP1	0.0	26415.3747
C10orf105	0.0	71665.5553
C10orf114	1081.1336000000001	2489.2203
C10orf12	0.0	14432.537600000001
C10orf125	448.6416	32953.6511
C10orf140	0.0	2489.2203
C10orf2	0.0	60289.22640000001
C10orf35	0.0	103832.05030000003
C10orf47	0.0	531.4564
C10orf53	0.0	749.1798
C10orf54	0.0	28603.373
C10orf55	0.0	289.5168
C10orf62	0.0	738.576
C10orf82	0.0	65.697
C10orf91	0.0	66761.8378
C10orf93	1453.0383	122839.4294
C10orf95	0.0	92943.81940000001
C11orf10	0.0	352404.7198
C11orf16	0.0	0.0
C11orf17	0.0	0.0
C11orf20	4817.1555	55999.23240000001
C11orf21	2958.1064	369175.92390000017
C11orf24	0.0	303.1356
C11orf31	0.0	5107.1568
C11orf35	0.0	8639.0073
C11orf36	1836.788	66587.57609999999
C11orf49	0.0	986.2751999999999
C11orf61	0.0	16938.9914
C11orf63	0.0	6871.4622
C11orf66	3671.4204	452236.15869999997
C11orf68	0.0	1138.8378
C11orf84	0.0	669.0751
C11orf85	0.0	1710.7038
C11orf86	1003.8189000000001	44980.9305
C11orf9	13628.6692	369426.4161000001
C11orf94	0.0	47471.54480000002
C11orf95	492.075	669.0751
C11orf96	0.0	3042.8223
C12orf10	0.0	848.1562
C12orf12	0.0	1413.3676
C12orf44	0.0	72894.37010000001
C12orf5	0.0	2056.3088
C12orf53	18072.0	49376.3348
C12orf62	0.0	1940.32
C12orf68	469.1984	955.6571
C12orf77	0.0	4214.281000000001
C13orf28	0.0	37704.84930000001
C14orf153	0.0	1016.922
C14orf176	0.0	258.04380000000003
C14orf180	579.88	24415.682000000008
C14orf2	0.0	1427.596
C14orf70	0.0	4634.3012
C14orf73	0.0	24303.019300000004
C14orf79	754.1135	36995.2757
C14orf80	0.0	37902.7661
C14orf93	0.0	661.5896
C15orf17	0.0	5691.7969
C15orf23	0.0	23844.9518
C15orf39	0.0	80791.47090000001
C15orf42	0.0	0.0
C15orf52	0.0	26802.8782
C15orf56	3615.4456	16941.403899999998
C15orf59	2291.5495	8035.731
C15orf60	0.0	9683.5441
C15orf63	0.0	938.4263
C16orf11	7232.3318	29747.3286
C16orf13	0.0	94264.7407
C16orf3	0.0	14353.624399999999
C16orf42	0.0	188820.7449
C16orf5	0.0	17502.8892
C16orf53	0.0	21732.2843
C16orf55	0.0	9297.1548
C16orf57	0.0	1072.0047
C16orf58	0.0	3600.3007000000002
C16orf59	0.0	7084.8418
C16orf63	0.0	0.0
C16orf7	0.0	6762.212100000001
C16orf70	0.0	1704.0114
C16orf71	0.0	638.1984
C16orf73	0.0	59253.66189999997
C16orf74	0.0	3204.2255
C16orf75	0.0	0.0
C16orf78	0.0	3038.112
C16orf79	0.0	134944.4363
C16orf81	0.0	22486.5255
C16orf89	1690.1213	67395.38269999999
C16orf91	3145.7999999999997	167112.2015
C16orf92	12415.2	61864.597
C17orf100	0.0	15087.880400000002
C17orf102	4414.7238	2439.5559000000003
C17orf103	0.0	38653.700399999994
C17orf104	0.0	14414.366300000002
C17orf105	1347.0394	108734.08560000003
C17orf106	0.0	22249.747300000003
C17orf28	11451.0	210522.03170000002
C17orf37	0.0	11864.009099999996
C17orf42	0.0	429.30269999999996
C17orf44	0.0	25486.568599999995
C17orf47	0.0	1249.9124
C17orf49	0.0	79680.41270000003
C17orf50	0.0	10999.313800000002
C17orf51	0.0	16813.4956
C17orf54	0.0	6079.232599999999
C17orf55	5860.8	389506.73289999994
C17orf56	0.0	233244.965
C17orf58	0.0	526.8292
C17orf59	0.0	59755.8074
C17orf61	265.49600000000004	98893.49189999998
C17orf65	0.0	43172.8392
C17orf66	0.0	135.03
C17orf68	0.0	19193.873900000002
C17orf69	0.0	2188.6353
C17orf70	0.0	412619.0784999999
C17orf72	0.0	742.1607
C17orf74	7374.0	98893.49189999998
C17orf75	0.0	487.6587
C17orf76	0.0	783.7344
C17orf77	698.6616	254017.34240000002
C17orf80	0.0	4252.1305
C17orf81	0.0	150030.2265
C17orf82	897.8267999999999	12255.394199999999
C17orf85	0.0	647.6998
C17orf86	0.0	4702.865900000001
C17orf87	0.0	1617.159
C17orf88	0.0	52461.46050000001
C17orf89	0.0	233244.965
C17orf90	0.0	18317.148699999998
C17orf91	0.0	21260.470399999995
C17orf95	0.0	9102.9195
C17orf96	0.0	162452.6545
C17orf97	0.0	88322.0004
C17orf99	0.0	3503.4882
C18orf1	0.0	2296.4382
C18orf32	0.0	0.0
C19orf10	0.0	322739.78750000015
C19orf12	0.0	10532.5702
C19orf2	0.0	28911.531999999992
C19orf20	0.0	215240.65020000003
C19orf21	4398.6	606506.3219000001
C19orf22	0.0	118537.80939999998
C19orf23	0.0	561768.4532000001
C19orf24	0.0	561768.4532000001
C19orf25	0.0	211152.82299999997
C19orf26	5112.323199999999	549139.9794
C19orf28	0.0	137188.1462
C19orf29	0.0	131445.418
C19orf30	0.0	176326.60379999998
C19orf33	0.0	56132.7197
C19orf35	0.0	39262.07839999999
C19orf39	0.0	145924.94629999998
C19orf42	0.0	1105.0677
C19orf43	0.0	23544.05049999999
C19orf45	2052.8894	305376.1998
C19orf46	0.0	33754.36120000001
C19orf47	0.0	31919.240599999997
C19orf48	0.0	45920.68649999999
C19orf50	0.0	42790.911499999995
C19orf51	1071.1922	163726.6636
C19orf53	0.0	28130.476300000002
C19orf54	0.0	13074.076399999998
C19orf55	0.0	151714.2675
C19orf56	0.0	14440.0396
C19orf57	0.0	16778.2074
C19orf59	6954.799999999999	451269.0968999996
C19orf6	0.0	32752.7384
C19orf60	0.0	42790.911499999995
C19orf61	0.0	3201.6712
C19orf62	0.0	41493.212999999996
C19orf63	0.0	219012.55400000003
C19orf66	0.0	33190.3491
C19orf70	0.0	103438.95019999999
C19orf71	0.0	158640.53089999995
C19orf73	1375.5201000000002	185352.00480000008
C19orf76	0.0	38128.2786
C19orf77	2008.9741999999999	260954.77130000005
C1QA	0.0	434228.8771999997
C1QB	7201.160399999999	439899.9891999997
C1QC	6793.4295	438467.7847999997
C1QL1	1643.5361	84194.45540000002
C1QL4	2575.3836	18671.3007
C1QTNF1	14288.8	604028.9376
C1QTNF5	3737.0	29198.05799999999
C1QTNF6	0.0	368481.0890000001
C1QTNF8	5544.0	637938.1985
C1orf105	0.0	907.4948999999999
C1orf109	0.0	15190.783400000002
C1orf122	0.0	5473.742
C1orf126	1860.5153	3974.24
C1orf127	0.0	209523.21540000007
C1orf128	0.0	1571.0339
C1orf135	0.0	769.1002
C1orf144	0.0	21047.523
C1orf151	0.0	30380.31330000001
C1orf157	0.0	964.548
C1orf158	619.8075	765.0552
C1orf159	138.83239999999998	454570.9249000002
C1orf170	12760.0	356156.7957
C1orf172	0.0	9865.819599999999
C1orf174	0.0	7515.7191
C1orf175	0.0	565.1472
C1orf177	0.0	565.1472
C1orf182	0.0	155042.3929
C1orf187	7097.6188	165910.00420000008
C1orf192	0.0	40864.2954
C1orf200	6165.162	102118.887
C1orf204	0.0	2790.1877
C1orf210	0.0	5857.275199999999
C1orf212	0.0	5121.404500000001
C1orf213	0.0	361.956
C1orf228	0.0	1034.1673
C1orf230	723.4071	12655.2902
C1orf35	0.0	28022.2767
C1orf51	0.0	557.2262000000001
C1orf53	0.0	8231.9083
C1orf54	0.0	557.2262000000001
C1orf56	1836.5364	6997.1759
C1orf61	4987.0	155042.3929
C1orf64	451.3122	240398.79820000005
C1orf65	0.0	309.5012
C1orf66	0.0	138556.84999999998
C1orf69	0.0	5152.0806
C1orf70	0.0	104619.15639999998
C1orf77	0.0	10928.5317
C1orf84	0.0	5857.275199999999
C1orf85	0.0	83363.8659
C1orf86	6397.2	200921.58290000007
C1orf89	0.0	138471.33600000004
