GENE_ID	locusLine	bin_1_RPMI8226_jia.bam
2_MACS_peak_43_lociStitched	chr1(.):1306307-1311882	1.7579
1_MACS_peak_45_lociStitched	chr1(.):1333232-1336244	3.9969
1_MACS_peak_46_lociStitched	chr1(.):1341373-1343838	3.307
1_MACS_peak_47_lociStitched	chr1(.):1357121-1358274	0.5767
3_MACS_peak_48_lociStitched	chr1(.):1371080-1376975	0.82
1_MACS_peak_51_lociStitched	chr1(.):1383464-1384573	0.8612
1_MACS_peak_52_lociStitched	chr1(.):1396002-1399066	3.036
2_MACS_peak_53_lociStitched	chr1(.):1404632-1410759	1.8461
2_MACS_peak_55_lociStitched	chr1(.):1439943-1449524	1.6043
1_MACS_peak_57_lociStitched	chr1(.):1463635-1464192	0.5483
1_MACS_peak_58_lociStitched	chr1(.):1508792-1511137	4.6678
3_MACS_peak_59_lociStitched	chr1(.):1532776-1539013	0.6791
2_MACS_peak_62_lociStitched	chr1(.):1544808-1552212	2.8918
1_MACS_peak_64_lociStitched	chr1(.):1563903-1566906	3.6521
1_MACS_peak_65_lociStitched	chr1(.):1589586-1591720	3.1356
2_MACS_peak_66_lociStitched	chr1(.):1606186-1610753	1.087
1_MACS_peak_68_lociStitched	chr1(.):1622282-1625572	6.0961
1_MACS_peak_69_lociStitched	chr1(.):1655159-1657047	2.8961
1_MACS_peak_70_lociStitched	chr1(.):1668819-1670771	1.8939
1_MACS_peak_71_lociStitched	chr1(.):1675658-1679144	4.7745
1_MACS_peak_72_lociStitched	chr1(.):1706777-1713836	4.2289
1_MACS_peak_73_lociStitched	chr1(.):1754523-1756585	1.211
1_MACS_peak_74_lociStitched	chr1(.):1771816-1775281	1.0572
2_MACS_peak_75_lociStitched	chr1(.):1820721-1829561	2.3985
1_MACS_peak_77_lociStitched	chr1(.):1837259-1842938	3.7685
1_MACS_peak_78_lociStitched	chr1(.):1849580-1850924	1.0994
1_MACS_peak_79_lociStitched	chr1(.):1875059-1875529	0.455
1_MACS_peak_80_lociStitched	chr1(.):1980931-1982591	1.5556
1_MACS_peak_81_lociStitched	chr1(.):2064184-2065503	0.577
1_MACS_peak_82_lociStitched	chr1(.):2125678-2127444	3.3527
1_MACS_peak_83_lociStitched	chr1(.):2158313-2161435	2.3312
1_MACS_peak_84_lociStitched	chr1(.):2186708-2187822	0.611
1_MACS_peak_85_lociStitched	chr1(.):2221133-2223300	1.0852
3_MACS_peak_86_lociStitched	chr1(.):2231346-2233415	0.6215
1_MACS_peak_89_lociStitched	chr1(.):2246217-2246675	0.4997
1_MACS_peak_90_lociStitched	chr1(.):2313313-2313952	0.6294
1_MACS_peak_91_lociStitched	chr1(.):2322007-2324392	3.4134
1_MACS_peak_92_lociStitched	chr1(.):2343092-2346389	3.2507
1_MACS_peak_93_lociStitched	chr1(.):2411563-2412379	0.5297
3_MACS_peak_94_lociStitched	chr1(.):2454547-2461425	1.1903
2_MACS_peak_97_lociStitched	chr1(.):2472427-2481447	1.7262
1_MACS_peak_99_lociStitched	chr1(.):2486315-2489140	4.2794
1_MACS_peak_100_lociStitched	chr1(.):2509334-2509867	0.5648
1_MACS_peak_101_lociStitched	chr1(.):2516268-2519222	3.6818
1_MACS_peak_102_lociStitched	chr1(.):2573269-2574960	2.766
1_MACS_peak_103_lociStitched	chr1(.):3087149-3087912	0.7489
1_MACS_peak_104_lociStitched	chr1(.):3398935-3399415	0.4492
1_MACS_peak_105_lociStitched	chr1(.):3540588-3542435	1.4422
1_MACS_peak_106_lociStitched	chr1(.):3565941-3566766	0.9724
1_MACS_peak_107_lociStitched	chr1(.):3589263-3590084	0.8494
2_MACS_peak_108_lociStitched	chr1(.):3688316-3693120	0.4463
1_MACS_peak_110_lociStitched	chr1(.):3711902-3713793	1.8026
1_MACS_peak_111_lociStitched	chr1(.):3772923-3775916	2.6916
1_MACS_peak_112_lociStitched	chr1(.):3815720-3818164	5.1086
1_MACS_peak_113_lociStitched	chr1(.):4326881-4328611	1.6948
1_MACS_peak_114_lociStitched	chr1(.):4403057-4405320	1.2526
1_MACS_peak_115_lociStitched	chr1(.):6051324-6055565	3.2242
1_MACS_peak_116_lociStitched	chr1(.):6061773-6062498	0.4984
2_MACS_peak_117_lociStitched	chr1(.):6068755-6071446	0.3938
1_MACS_peak_119_lociStitched	chr1(.):6084241-6088481	2.869
1_MACS_peak_120_lociStitched	chr1(.):6258338-6260795	2.482
2_MACS_peak_121_lociStitched	chr1(.):6265543-6270453	1.5762
1_MACS_peak_123_lociStitched	chr1(.):6294797-6296848	2.831
1_MACS_peak_124_lociStitched	chr1(.):6320025-6321257	0.6916
1_MACS_peak_125_lociStitched	chr1(.):6403783-6404460	0.4732
1_MACS_peak_126_lociStitched	chr1(.):6418678-6420688	1.0876
1_MACS_peak_127_lociStitched	chr1(.):6452095-6454783	2.4939
1_MACS_peak_128_lociStitched	chr1(.):6487273-6488267	0.4894
1_MACS_peak_129_lociStitched	chr1(.):6524117-6526466	1.6883
1_MACS_peak_130_lociStitched	chr1(.):6532248-6532784	0.4413
1_MACS_peak_131_lociStitched	chr1(.):6549914-6551545	2.1775
1_MACS_peak_132_lociStitched	chr1(.):6613600-6615154	2.255
1_MACS_peak_133_lociStitched	chr1(.):6639354-6641400	2.0019
1_MACS_peak_134_lociStitched	chr1(.):6659096-6663965	3.2693
1_MACS_peak_135_lociStitched	chr1(.):6672512-6675349	3.6265
1_MACS_peak_136_lociStitched	chr1(.):6684657-6686482	2.684
1_MACS_peak_137_lociStitched	chr1(.):6760834-6762361	2.3492
1_MACS_peak_138_lociStitched	chr1(.):6802808-6806654	1.4184
1_MACS_peak_139_lociStitched	chr1(.):6843035-6846737	4.41
1_MACS_peak_140_lociStitched	chr1(.):6976839-6984565	1.7279
1_MACS_peak_141_lociStitched	chr1(.):7177308-7178330	0.586
1_MACS_peak_142_lociStitched	chr1(.):7608803-7609601	0.6323
1_MACS_peak_143_lociStitched	chr1(.):7680883-7682599	0.8715
1_MACS_peak_144_lociStitched	chr1(.):7830802-7832179	1.7901
1_MACS_peak_145_lociStitched	chr1(.):7843240-7844686	0.699
1_MACS_peak_146_lociStitched	chr1(.):7972619-7973703	0.5037
1_MACS_peak_147_lociStitched	chr1(.):8013566-8014955	2.678
1_MACS_peak_148_lociStitched	chr1(.):8020313-8023131	2.7742
1_MACS_peak_149_lociStitched	chr1(.):8085870-8086464	0.595
2_MACS_peak_150_lociStitched	chr1(.):8226983-8230898	0.6752
1_MACS_peak_152_lociStitched	chr1(.):8455423-8456307	0.5135
2_MACS_peak_153_lociStitched	chr1(.):8482820-8488589	0.7231
1_MACS_peak_155_lociStitched	chr1(.):8663689-8665331	0.6152
1_MACS_peak_156_lociStitched	chr1(.):8702701-8703751	0.6694
1_MACS_peak_157_lociStitched	chr1(.):8758931-8765571	1.9737
1_MACS_peak_158_lociStitched	chr1(.):8772031-8773952	0.955
1_MACS_peak_159_lociStitched	chr1(.):8876529-8878735	2.7523
1_MACS_peak_160_lociStitched	chr1(.):8932903-8941837	3.4654
1_MACS_peak_161_lociStitched	chr1(.):9097140-9097663	0.5269
2_MACS_peak_162_lociStitched	chr1(.):9126554-9130934	1.6186
2_MACS_peak_164_lociStitched	chr1(.):9135561-9141632	0.7525
1_MACS_peak_166_lociStitched	chr1(.):9187946-9190193	1.7091
1_MACS_peak_167_lociStitched	chr1(.):9195035-9196233	0.714
1_MACS_peak_168_lociStitched	chr1(.):9222195-9225523	2.2168
1_MACS_peak_169_lociStitched	chr1(.):9241442-9243170	1.0094
2_MACS_peak_170_lociStitched	chr1(.):9290708-9295921	2.7334
1_MACS_peak_172_lociStitched	chr1(.):9335777-9336389	0.6234
1_MACS_peak_173_lociStitched	chr1(.):9352637-9354123	1.4778
2_MACS_peak_174_lociStitched	chr1(.):9374686-9378400	1.3873
1_MACS_peak_176_lociStitched	chr1(.):9460084-9461032	0.4765
5_MACS_peak_177_lociStitched	chr1(.):9471699-9489758	0.9127
1_MACS_peak_182_lociStitched	chr1(.):9536769-9537493	0.4582
2_MACS_peak_183_lociStitched	chr1(.):9597991-9600670	2.1555
1_MACS_peak_185_lociStitched	chr1(.):9648258-9650410	2.1003
2_MACS_peak_186_lociStitched	chr1(.):9686350-9690624	0.548
2_MACS_peak_188_lociStitched	chr1(.):9711231-9716333	1.8558
1_MACS_peak_190_lociStitched	chr1(.):9748886-9749988	0.8253
1_MACS_peak_191_lociStitched	chr1(.):9883039-9884508	1.673
1_MACS_peak_192_lociStitched	chr1(.):9969113-9971910	2.222
1_MACS_peak_193_lociStitched	chr1(.):10002230-10004202	2.9802
1_MACS_peak_194_lociStitched	chr1(.):10092325-10094875	2.2215
1_MACS_peak_195_lociStitched	chr1(.):10269668-10272139	2.278
2_MACS_peak_196_lociStitched	chr1(.):10310548-10314490	0.829
1_MACS_peak_198_lociStitched	chr1(.):10434060-10435073	0.552
1_MACS_peak_199_lociStitched	chr1(.):10447105-10449210	1.233
1_MACS_peak_200_lociStitched	chr1(.):10458194-10460721	2.7569
1_MACS_peak_201_lociStitched	chr1(.):10490043-10491644	2.4358
1_MACS_peak_202_lociStitched	chr1(.):10504483-10505606	0.5708
2_MACS_peak_203_lociStitched	chr1(.):10531673-10536032	1.7251
1_MACS_peak_205_lociStitched	chr1(.):10554735-10556188	0.9558
1_MACS_peak_206_lociStitched	chr1(.):10615826-10616349	0.4611
1_MACS_peak_207_lociStitched	chr1(.):10754523-10755307	0.6471
2_MACS_peak_208_lociStitched	chr1(.):10999098-11002478	1.0465
1_MACS_peak_210_lociStitched	chr1(.):11016917-11017728	0.4563
1_MACS_peak_211_lociStitched	chr1(.):11028209-11029641	0.7097
1_MACS_peak_212_lociStitched	chr1(.):11039163-11041303	0.8246
1_MACS_peak_213_lociStitched	chr1(.):11071419-11073675	3.3319
1_MACS_peak_214_lociStitched	chr1(.):11118464-11121479	3.4877
1_MACS_peak_215_lociStitched	chr1(.):11159004-11160422	3.1254
1_MACS_peak_216_lociStitched	chr1(.):11321670-11323379	2.3271
1_MACS_peak_217_lociStitched	chr1(.):11333043-11335047	2.1959
1_MACS_peak_218_lociStitched	chr1(.):11538763-11539733	2.0112
1_MACS_peak_219_lociStitched	chr1(.):11582496-11583155	0.5689
3_MACS_peak_220_lociStitched	chr1(.):11623104-11630339	0.456
2_MACS_peak_223_lociStitched	chr1(.):11710343-11715340	0.2799
1_MACS_peak_225_lociStitched	chr1(.):11740313-11742139	2.517
1_MACS_peak_226_lociStitched	chr1(.):11795992-11798061	1.4475
1_MACS_peak_227_lociStitched	chr1(.):11864568-11867958	3.6507
1_MACS_peak_228_lociStitched	chr1(.):11875195-11875711	0.4776
1_MACS_peak_229_lociStitched	chr1(.):11967764-11970542	4.4911
3_MACS_peak_230_lociStitched	chr1(.):11984521-11995538	1.0859
1_MACS_peak_233_lociStitched	chr1(.):12039424-12041462	3.2262
1_MACS_peak_234_lociStitched	chr1(.):12078965-12080500	2.0958
1_MACS_peak_235_lociStitched	chr1(.):12100124-12100996	0.4448
3_MACS_peak_236_lociStitched	chr1(.):12107083-12114871	0.7549
1_MACS_peak_239_lociStitched	chr1(.):12138400-12139955	1.1795
1_MACS_peak_240_lociStitched	chr1(.):12192705-12193995	0.5758
3_MACS_peak_241_lociStitched	chr1(.):12203072-12210298	0.6267
2_MACS_peak_244_lociStitched	chr1(.):12220860-12228465	1.654
1_MACS_peak_246_lociStitched	chr1(.):12280762-12281533	0.4488
1_MACS_peak_247_lociStitched	chr1(.):12289820-12291566	2.0061
1_MACS_peak_248_lociStitched	chr1(.):12495168-12496692	0.9944
1_MACS_peak_249_lociStitched	chr1(.):12508301-12510419	0.8013
1_MACS_peak_250_lociStitched	chr1(.):12674817-12679966	2.8201
1_MACS_peak_251_lociStitched	chr1(.):12870483-12871335	0.5401
3_MACS_peak_252_lociStitched	chr1(.):12889739-12898661	0.8653
1_MACS_peak_255_lociStitched	chr1(.):12946157-12947953	1.0801
1_MACS_peak_256_lociStitched	chr1(.):13007639-13009242	0.8335
1_MACS_peak_257_lociStitched	chr1(.):13118551-13119568	0.8042
1_MACS_peak_258_lociStitched	chr1(.):13153698-13154232	0.5052
1_MACS_peak_259_lociStitched	chr1(.):13207435-13208026	0.5777
1_MACS_peak_260_lociStitched	chr1(.):13358003-13359531	0.8149
1_MACS_peak_261_lociStitched	chr1(.):13418858-13420824	0.7682
1_MACS_peak_262_lociStitched	chr1(.):13639611-13641660	0.8208
1_MACS_peak_263_lociStitched	chr1(.):13734937-13735297	0.4314
3_MACS_peak_264_lociStitched	chr1(.):13968467-13974023	0.4009
2_MACS_peak_267_lociStitched	chr1(.):14026230-14030130	1.0205
1_MACS_peak_269_lociStitched	chr1(.):14056599-14059128	1.0657
1_MACS_peak_270_lociStitched	chr1(.):14075065-14076901	3.5461
1_MACS_peak_271_lociStitched	chr1(.):14366632-14367099	0.5303
1_MACS_peak_272_lociStitched	chr1(.):14687621-14688312	0.5721
1_MACS_peak_273_lociStitched	chr1(.):15161299-15163322	0.7856
1_MACS_peak_274_lociStitched	chr1(.):15250473-15251257	0.7149
3_MACS_peak_275_lociStitched	chr1(.):15478963-15488019	0.5642
1_MACS_peak_278_lociStitched	chr1(.):15502080-15503472	0.7457
2_MACS_peak_279_lociStitched	chr1(.):15557803-15564234	0.3477
2_MACS_peak_281_lociStitched	chr1(.):15584654-15588529	0.5121
2_MACS_peak_283_lociStitched	chr1(.):15735859-15743441	0.759
1_MACS_peak_285_lociStitched	chr1(.):15849560-15854329	2.5193
1_MACS_peak_286_lociStitched	chr1(.):15897787-15898442	0.4149
2_MACS_peak_287_lociStitched	chr1(.):15905061-15912116	1.2748
1_MACS_peak_289_lociStitched	chr1(.):15929506-15930701	0.8548
1_MACS_peak_290_lociStitched	chr1(.):15942735-15945856	2.5403
1_MACS_peak_291_lociStitched	chr1(.):16009839-16011919	3.7166
1_MACS_peak_292_lociStitched	chr1(.):16022978-16025031	1.9032
1_MACS_peak_293_lociStitched	chr1(.):16106887-16107827	0.6128
1_MACS_peak_294_lociStitched	chr1(.):16159314-16163676	4.7167
1_MACS_peak_295_lociStitched	chr1(.):16172710-16177760	4.669
1_MACS_peak_296_lociStitched	chr1(.):16301777-16303368	1.4812
1_MACS_peak_297_lociStitched	chr1(.):16338615-16342976	2.1852
1_MACS_peak_298_lociStitched	chr1(.):16361830-16362491	0.4428
2_MACS_peak_299_lociStitched	chr1(.):16399781-16406491	0.587
1_MACS_peak_301_lociStitched	chr1(.):16501881-16503378	1.2349
1_MACS_peak_302_lociStitched	chr1(.):16532282-16534279	2.6361
1_MACS_peak_303_lociStitched	chr1(.):16543074-16544608	0.6378
1_MACS_peak_304_lociStitched	chr1(.):16562369-16564557	2.3689
1_MACS_peak_305_lociStitched	chr1(.):16574171-16576998	1.3593
1_MACS_peak_306_lociStitched	chr1(.):16677489-16679785	2.8926
1_MACS_peak_307_lociStitched	chr1(.):16692916-16695648	4.0135
2_MACS_peak_308_lociStitched	chr1(.):16712712-16719018	0.4816
1_MACS_peak_310_lociStitched	chr1(.):16766593-16772145	2.6721
1_MACS_peak_311_lociStitched	chr1(.):16824821-16826496	1.3416
1_MACS_peak_312_lociStitched	chr1(.):16832402-16833067	1.3012
1_MACS_peak_314_lociStitched	chr1(.):16938510-16941565	2.2201
1_MACS_peak_315_lociStitched	chr1(.):16969115-16972469	3.7875
1_MACS_peak_316_lociStitched	chr1(.):16982860-16984399	1.1579
1_MACS_peak_317_lociStitched	chr1(.):16991400-16994639	3.1952
1_MACS_peak_318_lociStitched	chr1(.):17002697-17004924	0.8435
2_MACS_peak_319_lociStitched	chr1(.):17010157-17012872	0.471
1_MACS_peak_321_lociStitched	chr1(.):17027042-17028132	0.4972
1_MACS_peak_322_lociStitched	chr1(.):17053699-17054845	0.5558
1_MACS_peak_323_lociStitched	chr1(.):17065965-17068996	3.4034
2_MACS_peak_324_lociStitched	chr1(.):17074636-17077555	0.9726
1_MACS_peak_326_lociStitched	chr1(.):17091483-17092001	0.5894
1_MACS_peak_327_lociStitched	chr1(.):17221544-17224000	3.6839
1_MACS_peak_328_lociStitched	chr1(.):17228899-17234020	3.3598
1_MACS_peak_329_lociStitched	chr1(.):17239880-17241739	2.0573
1_MACS_peak_330_lociStitched	chr1(.):17306771-17307558	0.5085
2_MACS_peak_331_lociStitched	chr1(.):17336145-17340954	0.8515
1_MACS_peak_333_lociStitched	chr1(.):17345507-17346163	0.72
2_MACS_peak_334_lociStitched	chr1(.):17353576-17357354	0.5838
1_MACS_peak_336_lociStitched	chr1(.):17379175-17381284	1.8034
1_MACS_peak_337_lociStitched	chr1(.):17763556-17770495	5.9713
1_MACS_peak_338_lociStitched	chr1(.):17803882-17804645	0.7308
1_MACS_peak_339_lociStitched	chr1(.):17813807-17815030	0.6252
2_MACS_peak_340_lociStitched	chr1(.):17862300-17866846	0.3908
1_MACS_peak_342_lociStitched	chr1(.):17895767-17896665	0.6172
1_MACS_peak_343_lociStitched	chr1(.):17906350-17907474	0.6235
2_MACS_peak_344_lociStitched	chr1(.):18081687-18088013	1.1756
1_MACS_peak_346_lociStitched	chr1(.):19120696-19121554	0.454
1_MACS_peak_347_lociStitched	chr1(.):19228448-19230072	1.9022
1_MACS_peak_348_lociStitched	chr1(.):19252592-19255258	2.4505
1_MACS_peak_349_lociStitched	chr1(.):19281928-19283301	0.8195
1_MACS_peak_350_lociStitched	chr1(.):19535003-19538566	2.7079
1_MACS_peak_351_lociStitched	chr1(.):19577225-19579602	2.8518
1_MACS_peak_352_lociStitched	chr1(.):19637771-19639577	2.0238
1_MACS_peak_353_lociStitched	chr1(.):19810828-19813806	3.9716
1_MACS_peak_354_lociStitched	chr1(.):19921728-19925261	2.6602
1_MACS_peak_355_lociStitched	chr1(.):20125511-20127531	3.8424
2_MACS_peak_356_lociStitched	chr1(.):20141233-20143297	0.634
1_MACS_peak_358_lociStitched	chr1(.):20208698-20209702	2.0163
3_MACS_peak_359_lociStitched	chr1(.):20404380-20408266	0.4594
1_MACS_peak_362_lociStitched	chr1(.):20415626-20417001	1.0574
1_MACS_peak_363_lociStitched	chr1(.):20478384-20479088	0.5637
1_MACS_peak_364_lociStitched	chr1(.):20833875-20835093	1.4848
1_MACS_peak_365_lociStitched	chr1(.):20878043-20879038	0.5277
1_MACS_peak_366_lociStitched	chr1(.):20959789-20960636	1.9354
1_MACS_peak_367_lociStitched	chr1(.):20986803-20988894	2.4673
1_MACS_peak_368_lociStitched	chr1(.):21022907-21023661	0.908
1_MACS_peak_369_lociStitched	chr1(.):21059077-21060431	0.8104
1_MACS_peak_370_lociStitched	chr1(.):21111848-21115030	4.9018
1_MACS_peak_371_lociStitched	chr1(.):21290755-21291541	0.5924
1_MACS_peak_372_lociStitched	chr1(.):21347386-21349943	1.2074
1_MACS_peak_373_lociStitched	chr1(.):21501780-21503939	2.4513
1_MACS_peak_374_lociStitched	chr1(.):21615912-21622548	3.0585
1_MACS_peak_375_lociStitched	chr1(.):21660289-21661890	1.4306
1_MACS_peak_376_lociStitched	chr1(.):21670981-21673030	1.9861
2_MACS_peak_377_lociStitched	chr1(.):21754409-21755422	0.6594
1_MACS_peak_379_lociStitched	chr1(.):21766000-21767538	1.2501
1_MACS_peak_380_lociStitched	chr1(.):21933451-21934567	0.5601
1_MACS_peak_381_lociStitched	chr1(.):22107109-22110896	3.3823
1_MACS_peak_382_lociStitched	chr1(.):22117578-22118955	0.8082
1_MACS_peak_383_lociStitched	chr1(.):22178948-22179668	0.5695
2_MACS_peak_384_lociStitched	chr1(.):22191589-22199111	0.5542
1_MACS_peak_386_lociStitched	chr1(.):22350433-22353701	2.8768
1_MACS_peak_387_lociStitched	chr1(.):22365874-22367411	1.1876
1_MACS_peak_388_lociStitched	chr1(.):22378386-22380742	4.2603
1_MACS_peak_389_lociStitched	chr1(.):22755300-22755815	0.6263
1_MACS_peak_390_lociStitched	chr1(.):22777803-22779308	1.5193
2_MACS_peak_391_lociStitched	chr1(.):22817866-22827288	0.6381
1_MACS_peak_393_lociStitched	chr1(.):22834145-22836269	0.681
1_MACS_peak_394_lociStitched	chr1(.):23036815-23038431	0.5609
1_MACS_peak_395_lociStitched	chr1(.):23345239-23347191	2.5259
1_MACS_peak_396_lociStitched	chr1(.):23494105-23495485	0.7647
1_MACS_peak_397_lociStitched	chr1(.):23668233-23672037	4.3068
1_MACS_peak_398_lociStitched	chr1(.):23693888-23696955	3.8824
2_MACS_peak_399_lociStitched	chr1(.):23850554-23861150	3.198
1_MACS_peak_401_lociStitched	chr1(.):23866015-23866561	0.5971
2_MACS_peak_402_lociStitched	chr1(.):23880602-23886676	0.8637
1_MACS_peak_404_lociStitched	chr1(.):23903242-23904659	0.9357
3_MACS_peak_405_lociStitched	chr1(.):23917702-23921965	0.6659
2_MACS_peak_408_lociStitched	chr1(.):23938070-23946856	0.7514
1_MACS_peak_410_lociStitched	chr1(.):24017776-24019845	1.419
1_MACS_peak_411_lociStitched	chr1(.):24044844-24048218	1.0499
1_MACS_peak_412_lociStitched	chr1(.):24054883-24056191	0.7482
1_MACS_peak_413_lociStitched	chr1(.):24069290-24072215	2.7323
1_MACS_peak_414_lociStitched	chr1(.):24104144-24105812	2.3814
1_MACS_peak_415_lociStitched	chr1(.):24117070-24119195	1.5587
1_MACS_peak_416_lociStitched	chr1(.):24125385-24128328	2.6042
1_MACS_peak_417_lociStitched	chr1(.):24138433-24140254	0.8033
1_MACS_peak_418_lociStitched	chr1(.):24151281-24152445	2.0401
1_MACS_peak_419_lociStitched	chr1(.):24193941-24195299	1.2769
4_MACS_peak_420_lociStitched	chr1(.):24225750-24237989	0.568
2_MACS_peak_424_lociStitched	chr1(.):24242782-24247484	0.5731
2_MACS_peak_426_lociStitched	chr1(.):24284146-24291954	2.2715
1_MACS_peak_428_lociStitched	chr1(.):24305069-24307849	3.6767
1_MACS_peak_429_lociStitched	chr1(.):24513012-24519564	2.2365
2_MACS_peak_430_lociStitched	chr1(.):24528543-24533292	0.702
1_MACS_peak_432_lociStitched	chr1(.):24647795-24649595	1.8495
1_MACS_peak_433_lociStitched	chr1(.):24677348-24678346	0.5049
2_MACS_peak_434_lociStitched	chr1(.):24715381-24719783	0.9586
2_MACS_peak_436_lociStitched	chr1(.):24739555-24743910	0.832
1_MACS_peak_438_lociStitched	chr1(.):24828614-24829699	0.4387
1_MACS_peak_439_lociStitched	chr1(.):24861567-24862099	0.5251
1_MACS_peak_440_lociStitched	chr1(.):24967934-24971127	3.6277
1_MACS_peak_441_lociStitched	chr1(.):25030832-25033098	1.6591
1_MACS_peak_442_lociStitched	chr1(.):25053115-25054852	0.7837
1_MACS_peak_443_lociStitched	chr1(.):25071070-25073874	5.003
1_MACS_peak_444_lociStitched	chr1(.):25174552-25175384	0.8859
2_MACS_peak_445_lociStitched	chr1(.):25251163-25259020	3.6865
1_MACS_peak_447_lociStitched	chr1(.):25290745-25292527	1.0938
3_MACS_peak_448_lociStitched	chr1(.):25348170-25359885	0.8367
1_MACS_peak_451_lociStitched	chr1(.):25406807-25407694	0.5295
3_MACS_peak_452_lociStitched	chr1(.):25558214-25567424	1.4777
1_MACS_peak_455_lociStitched	chr1(.):25572279-25574819	3.5172
1_MACS_peak_456_lociStitched	chr1(.):25592568-25594926	3.3987
1_MACS_peak_457_lociStitched	chr1(.):25662972-25666252	4.2452
1_MACS_peak_458_lociStitched	chr1(.):25756129-25758579	3.3327
2_MACS_peak_459_lociStitched	chr1(.):25869607-25877613	1.9508
1_MACS_peak_461_lociStitched	chr1(.):25882863-25883657	0.4399
1_MACS_peak_462_lociStitched	chr1(.):25888362-25889770	0.7821
1_MACS_peak_463_lociStitched	chr1(.):25942554-25944368	0.7219
1_MACS_peak_464_lociStitched	chr1(.):26056417-26057840	0.7036
1_MACS_peak_465_lociStitched	chr1(.):26145753-26147721	3.185
1_MACS_peak_466_lociStitched	chr1(.):26184987-26186619	1.5055
1_MACS_peak_467_lociStitched	chr1(.):26201702-26202282	0.4572
1_MACS_peak_468_lociStitched	chr1(.):26231196-26233172	2.8262
2_MACS_peak_469_lociStitched	chr1(.):26323236-26325325	1.229
1_MACS_peak_471_lociStitched	chr1(.):26361567-26362739	0.6767
3_MACS_peak_472_lociStitched	chr1(.):26436563-26454145	1.4434
1_MACS_peak_475_lociStitched	chr1(.):26490471-26491227	0.4865
1_MACS_peak_476_lociStitched	chr1(.):26496026-26497275	1.8747
2_MACS_peak_477_lociStitched	chr1(.):26559944-26564714	2.0178
2_MACS_peak_479_lociStitched	chr1(.):26601998-26607370	0.8852
1_MACS_peak_481_lociStitched	chr1(.):26632327-26634610	1.675
1_MACS_peak_482_lociStitched	chr1(.):26662928-26663499	0.6158
1_MACS_peak_483_lociStitched	chr1(.):26758086-26759993	1.2311
1_MACS_peak_484_lociStitched	chr1(.):26797787-26800552	5.3067
1_MACS_peak_485_lociStitched	chr1(.):26826303-26828997	4.64
1_MACS_peak_486_lociStitched	chr1(.):26855616-26858427	2.3516
1_MACS_peak_487_lociStitched	chr1(.):26945938-26948832	5.8623
1_MACS_peak_488_lociStitched	chr1(.):27003704-27004621	0.5191
1_MACS_peak_489_lociStitched	chr1(.):27018385-27031330	4.5655
2_MACS_peak_490_lociStitched	chr1(.):27066514-27072520	1.2732
1_MACS_peak_492_lociStitched	chr1(.):27112956-27115953	4.6331
1_MACS_peak_493_lociStitched	chr1(.):27147303-27147972	0.9274
4_MACS_peak_494_lociStitched	chr1(.):27152560-27167749	1.2524
1_MACS_peak_498_lociStitched	chr1(.):27188981-27193168	3.3462
1_MACS_peak_499_lociStitched	chr1(.):27215813-27217411	2.0982
1_MACS_peak_500_lociStitched	chr1(.):27226131-27227504	1.5818
1_MACS_peak_501_lociStitched	chr1(.):27247467-27249205	1.7904
