GENE_ID	locusLine	bin_1_16_0EX2_0229Kronos_MM1S-KB-3hr-2_H3K27Ac_hs-dm_i29.bam
MACS_peak_71_1	chr1(.):6294680-6295043	0.2457
MACS_peak_71_2	chr1(.):6295044-6296806	1.5279
MACS_peak_72_1	chr1(.):6419165-6419763	0.3472
MACS_peak_72_2	chr1(.):6419764-6420003	0.7643
MACS_peak_72_3	chr1(.):6420004-6420756	0.5762
MACS_peak_73_1	chr1(.):6452837-6454825	1.5292
MACS_peak_73_2	chr1(.):6454826-6454904	0.0255
MACS_peak_74_1	chr1(.):6549863-6550759	0.8299
MACS_peak_74_2	chr1(.):6550760-6551476	1.7103
MACS_peak_75_1	chr1(.):6613587-6613657	0.2268
MACS_peak_75_2	chr1(.):6613658-6614336	0.919
MACS_peak_75_3	chr1(.):6614337-6615315	1.4716
MACS_peak_76_1	chr1(.):6639277-6641060	0.8187
MACS_peak_77_1	chr1(.):6659378-6661928	1.9641
MACS_peak_77_2	chr1(.):6661929-6663928	4.4683
MACS_peak_77_3	chr1(.):6663929-6665053	1.4838
MACS_peak_78_1	chr1(.):6672480-6672754	0.5171
MACS_peak_78_2	chr1(.):6672755-6674754	1.7842
MACS_peak_79_1	chr1(.):6684266-6685923	2.4373
MACS_peak_79_2	chr1(.):6685924-6686208	1.5092
MACS_peak_79_3	chr1(.):6686209-6686700	0.5344
MACS_peak_80	chr1(.):6733205-6735287	0.5464
MACS_peak_81_1	chr1(.):6760689-6760965	0.1706
MACS_peak_81_2	chr1(.):6760966-6762300	1.6786
MACS_peak_82_1	chr1(.):6843622-6844382	1.4683
MACS_peak_82_2	chr1(.):6844383-6845530	3.6795
MACS_peak_85	chr1(.):6960999-6963051	0.3449
MACS_peak_86	chr1(.):6977771-6980121	1.7403
MACS_peak_87	chr1(.):6981705-6983056	0.3591
MACS_peak_88_1	chr1(.):7830963-7832210	1.1113
MACS_peak_90_1	chr1(.):8020859-8022619	2.3401
MACS_peak_91	chr1(.):8455090-8456577	0.7721
MACS_peak_92	chr1(.):8456902-8458323	0.3358
MACS_peak_93	chr1(.):8650281-8651849	1.0092
MACS_peak_94	chr1(.):8655667-8657180	1.0409
MACS_peak_95	chr1(.):8662071-8665188	1.0626
MACS_peak_97	chr1(.):8740479-8741969	0.6222
MACS_peak_98	chr1(.):8760737-8765890	1.2056
MACS_peak_99	chr1(.):8771869-8773772	1.2947
MACS_peak_100_1	chr1(.):8876138-8876698	0.4678
MACS_peak_100_2	chr1(.):8876699-8878698	2.4503
MACS_peak_100_3	chr1(.):8878699-8878957	0.1266
MACS_peak_101_1	chr1(.):8937071-8937779	0.4115
MACS_peak_101_2	chr1(.):8937780-8939779	3.0038
MACS_peak_101_3	chr1(.):8939780-8939985	0.3357
MACS_peak_102	chr1(.):9139759-9141619	0.5151
MACS_peak_103	chr1(.):9222226-9226058	4.7128
MACS_peak_104	chr1(.):9241219-9242849	1.5432
MACS_peak_105_1	chr1(.):9294648-9295640	0.7838
MACS_peak_107	chr1(.):9473053-9474067	0.4491
MACS_peak_108	chr1(.):9485348-9487438	0.9892
MACS_peak_109	chr1(.):9488521-9489597	0.7306
MACS_peak_110_1	chr1(.):9598724-9600509	0.5372
MACS_peak_111	chr1(.):9615030-9615920	0.5471
MACS_peak_112_1	chr1(.):9648805-9649930	0.9389
MACS_peak_112_2	chr1(.):9649931-9650022	0.2312
MACS_peak_113	chr1(.):9776834-9778665	2.5731
MACS_peak_114	chr1(.):9846077-9848919	1.5419
MACS_peak_115_1	chr1(.):9883379-9883549	0.7073
MACS_peak_115_2	chr1(.):9883550-9884087	0.8837
MACS_peak_116_1	chr1(.):9969156-9969315	0.172
MACS_peak_116_2	chr1(.):9969316-9970447	1.1874
MACS_peak_117_1	chr1(.):9970525-9971315	3.028
MACS_peak_117_2	chr1(.):9971316-9971794	0.2817
MACS_peak_118_1	chr1(.):10002203-10002484	0.2295
MACS_peak_118_2	chr1(.):10002485-10003825	3.1593
MACS_peak_118_3	chr1(.):10003826-10004279	1.0142
MACS_peak_119	chr1(.):10009746-10011822	0.5596
MACS_peak_120	chr1(.):10050132-10051996	0.7954
MACS_peak_121	chr1(.):10078431-10079751	0.5528
MACS_peak_122_1	chr1(.):10092198-10094039	3.5886
MACS_peak_122_2	chr1(.):10094040-10094210	0.3214
MACS_peak_123	chr1(.):10227764-10231542	1.7388
MACS_peak_124	chr1(.):10248887-10250960	1.3244
MACS_peak_126	chr1(.):10259971-10261651	0.7381
MACS_peak_127_1	chr1(.):10269505-10269762	0.2349
MACS_peak_127_2	chr1(.):10269763-10271762	1.2178
MACS_peak_129	chr1(.):10310410-10315094	1.0873
MACS_peak_132_1	chr1(.):10458236-10460083	1.575
MACS_peak_133_1	chr1(.):10489952-10491157	2.3319
MACS_peak_133_2	chr1(.):10491158-10491802	0.9267
MACS_peak_134	chr1(.):10504186-10505918	1.0434
MACS_peak_135	chr1(.):10516369-10518192	1.4216
MACS_peak_136_1	chr1(.):10531818-10533612	1.8158
MACS_peak_136_2	chr1(.):10533613-10533971	0.4354
MACS_peak_137_1	chr1(.):10534285-10535971	0.8047
MACS_peak_138	chr1(.):10554564-10556152	0.7622
MACS_peak_139	chr1(.):10999539-11000971	0.5339
MACS_peak_140_1	chr1(.):11071468-11071677	0.1924
MACS_peak_140_2	chr1(.):11071678-11073677	4.3524
MACS_peak_140_3	chr1(.):11073678-11073773	0.1008
MACS_peak_141_1	chr1(.):11118861-11119090	0.3114
MACS_peak_141_2	chr1(.):11119091-11121090	1.8143
MACS_peak_141_3	chr1(.):11121091-11121514	0.2892
MACS_peak_142_1	chr1(.):11158938-11160541	2.395
MACS_peak_143	chr1(.):11286382-11288440	0.4792
MACS_peak_144_1	chr1(.):11321705-11323494	1.2433
MACS_peak_145_1	chr1(.):11333162-11334253	4.123
MACS_peak_145_2	chr1(.):11334254-11334558	0.1305
MACS_peak_146_1	chr1(.):11538570-11539636	1.8257
MACS_peak_147	chr1(.):11623153-11624888	0.3644
MACS_peak_148	chr1(.):11625717-11632426	0.922
MACS_peak_149_1	chr1(.):11714306-11714877	0.6149
MACS_peak_150_1	chr1(.):11723954-11725148	1.0671
MACS_peak_150_2	chr1(.):11725149-11725312	0.0335
MACS_peak_151_1	chr1(.):11740459-11742049	1.724
MACS_peak_152_1	chr1(.):11795769-11797140	2.0838
MACS_peak_152_2	chr1(.):11797141-11798314	0.8512
MACS_peak_153	chr1(.):11842923-11845988	1.5898
MACS_peak_154_1	chr1(.):11863334-11865159	0.4653
MACS_peak_154_2	chr1(.):11865206-11867159	3.7168
MACS_peak_154_3	chr1(.):11867206-11867758	0.2657
MACS_peak_154_1	chr1(.):11863334-11865159	0.4653
MACS_peak_154_2	chr1(.):11865206-11867159	3.7168
MACS_peak_154_3	chr1(.):11867206-11867758	0.2657
MACS_peak_155	chr1(.):11967467-11970657	5.4885
MACS_peak_156_1	chr1(.):11984362-11985479	0.9629
MACS_peak_156_2	chr1(.):11985480-11987389	0.9823
MACS_peak_157_1	chr1(.):11993984-11995350	0.8884
MACS_peak_158_1	chr1(.):12039479-12041236	2.608
MACS_peak_158_2	chr1(.):12041237-12041354	0.0766
MACS_peak_159_1	chr1(.):12078777-12080425	1.1939
MACS_peak_160	chr1(.):12106839-12108330	0.7101
MACS_peak_161	chr1(.):12111137-12113113	1.7346
MACS_peak_162	chr1(.):12221041-12223279	2.004
MACS_peak_163_1	chr1(.):12226414-12227651	0.5022
MACS_peak_164	chr1(.):12270027-12271549	0.5222
MACS_peak_165_1	chr1(.):12289791-12290858	1.1511
MACS_peak_166	chr1(.):12404384-12406348	0.4963
MACS_peak_167	chr1(.):12495300-12496673	0.6922
MACS_peak_168	chr1(.):12508693-12510079	0.5481
MACS_peak_169	chr1(.):12896913-12898212	0.3549
MACS_peak_170	chr1(.):13824429-13825974	0.4695
MACS_peak_171	chr1(.):13985432-13986154	0.2194
MACS_peak_172_1	chr1(.):14026077-14027080	0.615
MACS_peak_173	chr1(.):14056570-14058435	2.5996
MACS_peak_174_1	chr1(.):14074819-14074874	0.0255
MACS_peak_174_2	chr1(.):14074875-14076874	2.0746
MACS_peak_174_3	chr1(.):14076875-14077107	0.237
MACS_peak_176	chr1(.):14237521-14239557	0.7888
MACS_peak_177	chr1(.):14246690-14249547	1.5124
MACS_peak_178	chr1(.):14253170-14254686	0.4495
MACS_peak_179	chr1(.):14271984-14273562	0.6907
MACS_peak_180	chr1(.):14293418-14295218	0.695
MACS_peak_181	chr1(.):14329545-14330993	0.431
MACS_peak_182	chr1(.):14336074-14339044	2.0786
MACS_peak_183	chr1(.):14343359-14344595	0.4643
MACS_peak_184	chr1(.):14362319-14367643	2.8518
MACS_peak_185	chr1(.):14463409-14464426	0.6449
MACS_peak_186	chr1(.):14501101-14504682	1.6851
MACS_peak_187	chr1(.):14507043-14508791	1.2801
MACS_peak_189	chr1(.):14687030-14688438	0.5795
MACS_peak_190	chr1(.):14695337-14697412	0.7018
MACS_peak_191	chr1(.):15104954-15106110	0.296
MACS_peak_192	chr1(.):15150517-15151820	0.4712
MACS_peak_193	chr1(.):15160819-15164414	6.7803
MACS_peak_194	chr1(.):15202799-15204287	0.8602
MACS_peak_195	chr1(.):15207895-15209331	0.7199
MACS_peak_196	chr1(.):15482253-15483660	0.453
MACS_peak_197	chr1(.):15499868-15501392	0.5345
MACS_peak_198	chr1(.):15501845-15503788	1.2749
MACS_peak_199	chr1(.):15504855-15506622	0.8808
MACS_peak_201	chr1(.):15557750-15559110	0.6553
MACS_peak_203	chr1(.):15584064-15585474	0.419
MACS_peak_204	chr1(.):15688343-15689765	0.3965
MACS_peak_205_1	chr1(.):15735698-15737159	0.7451
MACS_peak_206_1	chr1(.):15849961-15850284	0.4205
MACS_peak_206_2	chr1(.):15850285-15851939	0.8917
MACS_peak_206_3	chr1(.):15851940-15852284	0.7845
MACS_peak_206_4	chr1(.):15852285-15852350	0.3393
MACS_peak_206_5	chr1(.):15852351-15854350	1.508
MACS_peak_206_6	chr1(.):15854351-15854408	0.1169
MACS_peak_207	chr1(.):15897212-15899644	2.0907
MACS_peak_208	chr1(.):15904848-15907835	2.9816
MACS_peak_209_1	chr1(.):15910605-15912157	1.1595
MACS_peak_210_1	chr1(.):15942485-15942951	0.3721
MACS_peak_210_2	chr1(.):15942952-15944951	2.4528
MACS_peak_210_3	chr1(.):15944952-15945894	0.7296
MACS_peak_211_1	chr1(.):16009961-16011825	1.4063
MACS_peak_211_2	chr1(.):16011826-16012131	0.1799
MACS_peak_212	chr1(.):16022505-16025136	1.9146
MACS_peak_213	chr1(.):16160171-16163545	8.3414
MACS_peak_214_1	chr1(.):16173111-16173357	0.1096
MACS_peak_214_2	chr1(.):16173358-16173641	1.2808
MACS_peak_214_3	chr1(.):16173642-16175357	4.1957
MACS_peak_214_4	chr1(.):16175358-16175641	0.9887
MACS_peak_214_5	chr1(.):16175642-16177553	1.3807
MACS_peak_215	chr1(.):16177785-16179032	0.4944
MACS_peak_216_1	chr1(.):16301627-16303215	1.0195
MACS_peak_217_1	chr1(.):16399877-16400879	0.5927
MACS_peak_218	chr1(.):16532507-16534176	1.1492
MACS_peak_219_1	chr1(.):16562494-16562658	0.1725
MACS_peak_219_2	chr1(.):16562659-16564470	1.4193
MACS_peak_220_1	chr1(.):16677595-16677947	0.4988
MACS_peak_220_2	chr1(.):16677948-16679806	1.8493
MACS_peak_221_1	chr1(.):16692777-16694581	4.6543
MACS_peak_221_2	chr1(.):16694582-16695413	1.0699
MACS_peak_222_1	chr1(.):16766542-16768165	2.4724
MACS_peak_222_2	chr1(.):16768166-16771540	1.185
MACS_peak_223	chr1(.):16832225-16833338	2.0248
MACS_peak_225_1	chr1(.):16969447-16971067	3.3585
MACS_peak_225_2	chr1(.):16971068-16972568	9.5876
MACS_peak_226	chr1(.):16984951-16985967	0.8206
MACS_peak_227	chr1(.):16991455-16994428	19.6737
MACS_peak_229	chr1(.):17065962-17068696	21.7205
MACS_peak_230	chr1(.):17074463-17075584	1.6171
MACS_peak_231	chr1(.):17221329-17224227	14.2446
MACS_peak_233	chr1(.):17228804-17233574	10.7446
MACS_peak_234	chr1(.):17240577-17241470	1.8637
MACS_peak_235	chr1(.):17286733-17288040	1.0343
MACS_peak_236	chr1(.):17345185-17346289	0.5107
MACS_peak_238_1	chr1(.):17379489-17379664	0.1915
MACS_peak_238_2	chr1(.):17379665-17381003	1.7287
MACS_peak_239_1	chr1(.):17763535-17764056	0.757
MACS_peak_239_2	chr1(.):17764057-17765219	1.5817
MACS_peak_239_3	chr1(.):17765220-17766056	1.7582
MACS_peak_239_4	chr1(.):17766057-17767014	0.5043
MACS_peak_240_1	chr1(.):17767153-17767219	0.2522
MACS_peak_240_2	chr1(.):17767220-17768937	0.9663
MACS_peak_241	chr1(.):17787352-17788223	0.4875
MACS_peak_242	chr1(.):17803736-17804792	0.4749
MACS_peak_243_1	chr1(.):19228294-19230192	2.9786
MACS_peak_244	chr1(.):19252344-19255304	4.7209
MACS_peak_245	chr1(.):19276515-19279805	1.0162
MACS_peak_246_1	chr1(.):19281826-19283311	0.475
MACS_peak_247_1	chr1(.):19535192-19535745	0.1435
MACS_peak_247_2	chr1(.):19535746-19537745	3.0573
MACS_peak_247_3	chr1(.):19537746-19538325	0.548
MACS_peak_248_1	chr1(.):19577120-19579045	3.834
MACS_peak_248_2	chr1(.):19579074-19579452	0.2627
MACS_peak_249_1	chr1(.):19637821-19639594	1.9048
MACS_peak_250_1	chr1(.):19810759-19811065	0.3954
MACS_peak_250_2	chr1(.):19811066-19813065	2.2552
MACS_peak_250_3	chr1(.):19813066-19813436	0.3711
MACS_peak_251	chr1(.):19821690-19823212	0.6927
MACS_peak_252_1	chr1(.):19922163-19922469	0.0231
MACS_peak_252_2	chr1(.):19922470-19924469	4.1222
MACS_peak_252_3	chr1(.):19924470-19924860	0.2353
MACS_peak_253	chr1(.):20084947-20086608	0.4689
MACS_peak_254	chr1(.):20091076-20092184	0.474
MACS_peak_255	chr1(.):20116577-20117826	0.398
MACS_peak_256_1	chr1(.):20125410-20127409	1.8554
MACS_peak_256_2	chr1(.):20127410-20127678	0.1352
MACS_peak_257_1	chr1(.):20141713-20142770	0.4774
MACS_peak_257_2	chr1(.):20142771-20143141	0.1508
MACS_peak_258_1	chr1(.):20208396-20209741	1.4394
MACS_peak_259	chr1(.):20404364-20405489	0.4912
MACS_peak_260	chr1(.):20407179-20408361	0.2131
MACS_peak_261	chr1(.):20415622-20416773	0.6979
MACS_peak_262_1	chr1(.):20833568-20833673	0.0832
MACS_peak_262_2	chr1(.):20833674-20835115	1.4878
MACS_peak_263_1	chr1(.):20959610-20960946	1.0295
MACS_peak_263_2	chr1(.):20960947-20961170	0.4151
MACS_peak_264	chr1(.):20984383-20986198	0.4037
MACS_peak_265_1	chr1(.):20986585-20987036	0.2407
MACS_peak_265_2	chr1(.):20987037-20989036	1.9317
MACS_peak_266_1	chr1(.):21059242-21060132	0.8744
MACS_peak_266_2	chr1(.):21060133-21060616	0.2549
MACS_peak_267_1	chr1(.):21111812-21112180	0.5494
MACS_peak_267_2	chr1(.):21112181-21114180	4.2337
MACS_peak_267_3	chr1(.):21114181-21114935	1.4366
MACS_peak_268	chr1(.):21290704-21292182	0.7797
MACS_peak_269	chr1(.):21348083-21349979	2.06
MACS_peak_270_1	chr1(.):21502035-21502250	0.4079
MACS_peak_270_2	chr1(.):21502251-21502380	0.4421
MACS_peak_270_3	chr1(.):21502381-21503729	0.7467
MACS_peak_271_1	chr1(.):21615870-21615981	0.1973
MACS_peak_271_2	chr1(.):21615982-21617765	2.1684
MACS_peak_271_3	chr1(.):21617766-21617981	0.4588
MACS_peak_271_4	chr1(.):21617982-21622749	6.1051
MACS_peak_272	chr1(.):21660022-21661707	1.1649
MACS_peak_273_1	chr1(.):21671040-21672788	0.9182
MACS_peak_275_1	chr1(.):21765892-21767181	0.9624
MACS_peak_276	chr1(.):22026255-22027781	0.4443
MACS_peak_277	chr1(.):22099537-22100928	0.3215
MACS_peak_278_1	chr1(.):22105997-22108687	1.1206
MACS_peak_278_2	chr1(.):22108688-22110687	8.6411
MACS_peak_279	chr1(.):22117200-22119407	1.311
MACS_peak_280	chr1(.):22191342-22194488	2.0521
MACS_peak_282_1	chr1(.):22350185-22350705	0.4013
MACS_peak_282_2	chr1(.):22350706-22351040	2.4631
MACS_peak_282_3	chr1(.):22351041-22352705	7.6327
MACS_peak_282_4	chr1(.):22352706-22353040	3.4479
MACS_peak_282_5	chr1(.):22353041-22353465	0.393
MACS_peak_283	chr1(.):22365493-22367681	1.7311
MACS_peak_284_1	chr1(.):22378366-22380118	2.0372
MACS_peak_284_2	chr1(.):22380119-22380612	0.6365
MACS_peak_286_1	chr1(.):22777698-22779342	1.8119
MACS_peak_286_2	chr1(.):22779343-22779672	0.3847
MACS_peak_287	chr1(.):22820250-22822252	1.9238
MACS_peak_288	chr1(.):22822369-22823878	0.4358
MACS_peak_289	chr1(.):22833939-22835752	0.6354
MACS_peak_290_1	chr1(.):23345644-23346933	1.1057
MACS_peak_291_1	chr1(.):23494902-23495462	0.8557
MACS_peak_292_1	chr1(.):23668335-23669852	0.8019
MACS_peak_292_2	chr1(.):23669853-23671852	4.504
MACS_peak_292_3	chr1(.):23671853-23671966	0.1703
MACS_peak_292_1	chr1(.):23668335-23669852	0.8019
MACS_peak_292_2	chr1(.):23669853-23671852	4.504
MACS_peak_292_3	chr1(.):23671853-23671966	0.1703
MACS_peak_293_1	chr1(.):23694062-23694462	0.2413
MACS_peak_293_2	chr1(.):23694463-23694709	1.237
MACS_peak_293_3	chr1(.):23694710-23695356	3.5739
MACS_peak_293_4	chr1(.):23695357-23695878	2.3746
MACS_peak_293_5	chr1(.):23695879-23696424	1.2963
MACS_peak_294_1	chr1(.):23849572-23856712	7.3279
MACS_peak_294_2	chr1(.):23856713-23858712	6.1884
MACS_peak_294_3	chr1(.):23858713-23858918	0.2716
MACS_peak_295	chr1(.):23880626-23882106	0.892
MACS_peak_296_1	chr1(.):23884459-23885321	0.7557
MACS_peak_296_2	chr1(.):23885322-23886729	1.1746
MACS_peak_298	chr1(.):23928140-23929483	0.2447
MACS_peak_299	chr1(.):23937642-23941483	1.8228
MACS_peak_300	chr1(.):23945300-23947404	1.3341
MACS_peak_301_1	chr1(.):23952998-23954506	1.1609
MACS_peak_302_1	chr1(.):24017613-24019292	1.879
MACS_peak_302_2	chr1(.):24019293-24019706	0.4395
MACS_peak_303_1	chr1(.):24069083-24070854	2.2612
MACS_peak_303_2	chr1(.):24070855-24071977	0.9919
MACS_peak_304_1	chr1(.):24103981-24105678	1.7375
MACS_peak_305_1	chr1(.):24116814-24118644	1.1872
MACS_peak_305_2	chr1(.):24118645-24118780	0.0662
MACS_peak_306_1	chr1(.):24125822-24126033	0.176
MACS_peak_306_2	chr1(.):24126034-24126293	0.4043
MACS_peak_306_3	chr1(.):24126294-24127059	1.3025
MACS_peak_306_4	chr1(.):24127060-24128033	1.6224
MACS_peak_306_5	chr1(.):24128034-24128150	0.1054
MACS_peak_308_1	chr1(.):24150983-24152827	1.4739
MACS_peak_309	chr1(.):24181019-24182805	1.4221
MACS_peak_310	chr1(.):24191438-24192898	0.369
MACS_peak_311_1	chr1(.):24193771-24193858	0.1652
MACS_peak_311_2	chr1(.):24193859-24195189	1.0235
MACS_peak_312	chr1(.):24246040-24247322	0.896
MACS_peak_313	chr1(.):24281260-24282504	0.6264
MACS_peak_314_1	chr1(.):24284662-24285299	0.8038
MACS_peak_314_2	chr1(.):24285300-24287299	8.4005
MACS_peak_314_3	chr1(.):24287300-24287984	0.733
MACS_peak_315	chr1(.):24289997-24292340	0.6349
MACS_peak_316_1	chr1(.):24305526-24305952	0.5989
MACS_peak_316_2	chr1(.):24305953-24307865	4.9434
MACS_peak_317	chr1(.):24357477-24358243	0.577
MACS_peak_318_1	chr1(.):24468881-24469887	1.4343
MACS_peak_319	chr1(.):24476766-24478840	2.0305
MACS_peak_320_1	chr1(.):24512344-24512750	0.7486
MACS_peak_320_2	chr1(.):24512751-24514750	5.2289
MACS_peak_320_3	chr1(.):24514751-24519336	11.3053
MACS_peak_321_1	chr1(.):24525188-24525728	0.7164
MACS_peak_321_2	chr1(.):24525729-24526258	0.8994
MACS_peak_322	chr1(.):24528128-24531526	1.9728
