Gene,Protein_Acc,Label,log2FC,SE,Tvalue,DF,pvalue,adj.pvalue,issue,MissingPercentage,ImputationPercentage,logpval,logadjpval,TF_1639
CCDC88B,A6NC98,R1_p300-IgG,-0.5261671382794864,0.15459054492603225,-3.403617850828098,6,0.014431510085963328,0.04114607988419018,NA,0.125,0.125,1.840688222774289,1.3856715350753461,NA
ZNF316,A6NFI3,R1_p300-IgG,0.4077097761662403,0.12375869442097086,3.2943929965792695,14,0.005321321834865778,0.01811351202676035,NA,0.296875,0.296875,2.273980474042857,1.7419973362145384,C2H2 ZF
ZNF316,A6NFI3,R2_p300-IgG,0.4684688341241998,0.12375869442097087,3.7853407901240588,14,0.0020081130624731713,0.00749478303235423,NA,0.4921875,0.4921875,2.6972118388248867,2.12524093509258,C2H2 ZF
DDTL,A6NHG4,R2_p300-IgG,0.01526968130380616,0.2225534867839687,0.0686112876704931,5,0.9479583804572771,0.9713865619613503,NA,0.125,0,0.023210729681477114,0.01260790879627548,NA
SMCHD1,A6NHR9,R1_p300-IgG,0.23529457569595247,0.05768131896309583,4.079216285717956,18,7.0403912297623e-4,0.003345509215947198,NA,0.7166666666666667,0.04791666666666667,3.1524032067377212,2.475537769422422,NA
SMCHD1,A6NHR9,R2_p300-IgG,0.1250909038892932,0.05768131896309582,2.1686554007082544,18,0.043751185802524795,0.10380681093055528,NA,0.69375,0.025,1.3590101716584875,0.9837741507985748,NA
SMCHD1,A6NHR9,R3_p300-IgG,-0.0581698113469003,0.05768131896309581,-1.008468814385417,18,0.3265946509196036,0.4777477146861301,NA,0.7666666666666666,0.1,0.4859909325666604,0.3208013817226134,NA
CCDC69,A6NI79,R1_p300-IgG,0.7610272470445021,0.20422876166646167,3.726347067056998,18,0.001545261375744733,0.0064890710263831985,NA,0.6590909090909092,0.29545454545454547,2.81099805058035,2.187817472227827,NA
CCDC69,A6NI79,R2_p300-IgG,1.1226085629063396,0.20422876166646167,5.496819124525366,18,3.209217971544831e-5,2.0594854529079696e-4,NA,0.7954545454545454,0.42045454545454547,4.493600784423894,3.6862412713182016,NA
CCDC69,A6NI79,R3_p300-IgG,0.5109616548433138,0.2042287616664616,2.5019084024893434,18,0.022219692529719115,0.057624697110040785,NA,0.44318181818181823,0.07954545454545454,1.6532619550067726,1.2393913443577596,NA
SAC3D1,A6NKF1,R1_p300-IgG,0.5144338030597615,0.32043687441371976,1.6054138712998742,12,0.13438139472543575,0.24253890947113393,NA,0.33333333333333337,0.3333333333333333,0.8716608557420633,0.6152185794819872,NA
SAC3D1,A6NKF1,R2_p300-IgG,-0.7958167569445471,0.3204368744137199,-2.4835367602451974,12,0.028770987873540488,0.07296845994116402,NA,0.45833333333333337,0.4583333333333333,1.5410452260254937,1.1368648197897118,NA
TTLL13,A6NNM8,R2_p300-IgG,-2.1213506966894906,0.1929243174001354,-10.995766242830317,3,0.0016106901813799368,0.006213144515176276,NA,0.375,0,2.79298798872848,2.2066885447590576,NA
POM121C,A8CG34,R1_p300-IgG,0.03868028490069403,0.12974097767542145,0.2981346802970928,18,0.7690143995582805,0.8457374138993619,NA,0.6467391304347826,0.125,0.11406552809173684,0.07276445657838342,NA
POM121C,A8CG34,R2_p300-IgG,-0.030796879851752695,0.12974097767542142,-0.2373720346766507,18,0.8150489228415081,0.8889685939705837,NA,0.6576086956521738,0.1358695652173913,0.08881632220183176,0.05111358178142057,NA
POM121C,A8CG34,R3_p300-IgG,0.6039857777361207,0.1297409776754214,4.6553200735633276,18,1.968186052525578e-4,9.95847889363631e-4,NA,0.6847826086956521,0.16304347826086957,3.7059338501292722,3.001806992756001,NA
PHF20L1,A8MW92,R1_p300-IgG,0.48162087672692555,0.13734062951835385,3.506761825804526,18,0.002518625284666509,0.009627648265580043,NA,0.6578947368421053,0.02631578947368421,2.598836441039729,2.016479784527879,NA
PHF20L1,A8MW92,R2_p300-IgG,0.4665077592507567,0.13734062951835382,3.3967207001072754,18,0.0032147712203007828,0.011181812940176636,NA,0.6842105263157895,0.05263157894736842,2.4928499282751444,1.9514877773007935,NA
PHF20L1,A8MW92,R3_p300-IgG,0.45079587796275694,0.13734062951835377,3.2823198753615297,18,0.004139701033302412,0.01394247932113269,NA,0.756578947368421,0.125,2.383031022230645,1.8556599909622487,NA
SNRPGP15,A8MWD9,R1_p300-IgG,-0.5140090055543398,0.13238231707083273,-3.8827618138706033,18,0.0010905140784611689,0.0048365255971049735,NA,0.5,0,2.962368723337429,2.3154665093995734,NA
SNRPGP15,A8MWD9,R2_p300-IgG,-0.4823775939547068,0.13238231707083273,-3.6438219592168415,18,0.0018569967498311968,0.007030604978784778,NA,0.5,0,2.7311888563741733,2.15300730262693,NA
SNRPGP15,A8MWD9,R3_p300-IgG,-0.5790099073401266,0.13238231707083267,-4.373770758448961,18,3.6610462127262267e-4,0.0016846931318729042,NA,0.53125,0.03125,3.436394789062931,2.773479194656887,NA
EIF3CL,B5ME19,R1_p300-IgG,-0.008151811018961522,0.11850890768034801,-0.06878648346797067,12,0.9462925044369603,0.9677295514630404,NA,0,0,0.02397459993271366,0.014245996739144454,NA
EIF3CL,B5ME19,R2_p300-IgG,-0.09057763460398505,0.11850890768034804,-0.7643107710375534,12,0.4594480477510132,0.6103858540518876,NA,0,0,0.3377635895023419,0.2143955398932728,NA
EIF3CL,B5ME19,R3_p300-IgG,-0.38955498638981134,0.23701781536069613,-1.6435683781701498,12,0.1261901897701896,0.2297148137744939,NA,0.75,0,0.8989744065362488,0.6388109972600354,NA
GPR89A,B7ZAQ6,R2_p300-IgG,-0.6176883968011245,0.19894392886242995,-3.104836625742206,6,0.020986567869776263,0.05674545904539063,NA,0.125,0,1.6780585798593783,1.2460688863891953,NA
IGLL5,B9A064,R1_p300-IgG,-0.08565840550661775,0.10757448744349245,-0.796270635745423,18,0.4362514291255435,0.5812598099943995,NA,0.6,0,0.3602631373156958,0.23562970439793265,NA
IGLL5,B9A064,R2_p300-IgG,0.314547294811409,0.10757448744349245,2.923995291882165,18,0.009062902656161054,0.02798342599964744,NA,0.65,0.05,2.0427326847007725,1.5530991160894696,NA
IGLL5,B9A064,R3_p300-IgG,0.03375389469714207,0.1075744874434924,0.31377230325984673,18,0.7573011444359348,0.8476026359133904,NA,0.6,0,0.1207313868676679,0.07180770137032728,NA
SEPTIN14P20,C0HM01,R1_p300-IgG,-0.8965783010267038,0.1902441574588561,-4.712777059766505,13,4.0575171960499645e-4,0.0020820169428175193,NA,0.25,0,3.3917396309265526,2.6815157406553496,NA
SEPTIN14P20,C0HM01,R2_p300-IgG,-0.6422686204890128,0.20053494970323202,-3.2027764808054373,13,0.006930446599181517,0.022158161151162453,NA,0.375,0,2.159238778474664,1.6544662834309383,NA
SEPTIN14P20,C0HM01,R3_p300-IgG,-0.9496434340544134,0.1553337041066319,-6.113569746605102,13,3.69849217225493e-5,2.3143594956686155e-4,NA,0,0,4.4319752961320305,3.635569180017498,NA
WASH3P,C4AMC7,R1_p300-IgG,-2.677051859303003,0.297700711056464,-8.992426822908241,7,4.2891198578587364e-5,3.0008011994465554e-4,NA,0.6875,0.3125,4.367631817393628,3.522762775265986,NA
WASH3P,C4AMC7,R3_p300-IgG,-0.0078889118675467,0.21740985977460373,-0.0362858974092776,7,0.9720674844995303,0.981274356488374,NA,0.625,0.375,0.012303583707062013,0.008209550366721708,NA
RASA4B,C9J798,R1_p300-IgG,0.21803672968271454,0.19632061135376122,1.1106155801940827,18,0.28135013338115966,0.4259000821482465,NA,0.6704545454545454,0.20454545454545456,0.5507528746216362,0.3706922761588722,NA
RASA4B,C9J798,R2_p300-IgG,0.35196529141893756,0.1963206113537612,1.7928086561665777,18,0.0898256176983998,0.18313477735740238,NA,0.625,0.1590909090909091,1.0465997876264117,0.7372291751945709,NA
RASA4B,C9J798,R3_p300-IgG,0.6698995444570376,0.19632061135376114,3.412273117109991,18,0.0031059139181797146,0.010859195328746855,NA,0.6590909090909092,0.20454545454545456,2.507810585110231,1.9642023549711496,NA
NACA,E9PAV3,R1_p300-IgG,-2.921299849971609,0.33496152350540775,-8.721299746310851,12,1.5371807773334467e-6,1.6846790484533036e-5,NA,0.75,0.25,5.813275055088647,4.773482825215395,NA
NACA,E9PAV3,R2_p300-IgG,-0.0020867227113243736,0.22155622249265655,-0.009418479372176233,12,0.9926400225904937,0.9956160488233896,NA,0.6666666666666667,0.5416666666666666,0.0032082183188374414,0.0019081114012677069,NA
NACA,E9PAV3,R3_p300-IgG,-0.2998691807957159,0.2215562224926564,-1.3534676544941329,12,0.20085187591355091,0.33131033350892275,NA,0.7083333333333333,0.5833333333333334,0.6971241076958192,0.47976501834105084,NA
C11orf98,E9PRG8,R1_p300-IgG,-0.7118637022862608,0.21588562665770902,-3.29741128813052,18,0.00400412104033121,0.014297200550787145,NA,0.5625,0.0625,2.397492802732829,1.8447489908122505,NA
C11orf98,E9PRG8,R2_p300-IgG,-0.23881216617083018,0.21588562665770902,-1.1061976189339906,18,0.28320676933355515,0.43606732683995103,NA,0.5,0,0.5478963701592683,0.36044645243388834,NA
C11orf98,E9PRG8,R3_p300-IgG,-0.3672343740862817,0.21588562665770894,-1.7010598610556842,18,0.10614251789397144,0.19971234574127655,NA,0.5,0,0.9741106143278154,0.6995950872495547,NA
AGPS,O00116,R1_p300-IgG,1.3643183683074758,0.7933010031537727,1.7197991214981705,7,0.1291546882497434,0.2355721875146835,NA,0.8333333333333334,0.20833333333333334,0.8888898245348874,0.627875985200328,NA
AGPS,O00116,R2_p300-IgG,0.09053919632793339,0.5288673354358477,0.17119453265783308,7,0.8689143968288211,0.9262017809334802,NA,0.625,0.375,0.061023006999096345,0.0332943882645618,NA
KIF2A,O00139,R1_p300-IgG,0.09949825991552882,0.08576478244499613,1.1601295669273157,18,0.26115307284370104,0.40288545655952573,NA,0.546875,0.046875,0.5831048596940686,0.3948184095784752,NA
KIF2A,O00139,R2_p300-IgG,-0.0282562193473318,0.08576478244499612,-0.3294617970430168,18,0.745609517522021,0.8404291448434641,NA,0.609375,0.09895833333333333,0.12748855695649722,0.07549889531270676,NA
KIF2A,O00139,R3_p300-IgG,0.14456235859020689,0.0857647824449961,1.6855678341272504,18,0.10913605044398533,0.20448318456488532,NA,0.5572916666666667,0.052083333333333336,0.9620317670767867,0.6893423998861923,NA
DDX39A,O00148,R1_p300-IgG,0.37068293875819724,0.10746644110031843,3.4492901687529587,18,0.0028612431227255097,0.010753056413652262,NA,0.59765625,0.00390625,2.543445238184924,1.968468075755806,NA
DDX39A,O00148,R2_p300-IgG,0.316604113071865,0.10746644110031843,2.9460742333164216,18,0.008639842743926485,0.02687626483317791,NA,0.6171875,0.0234375,2.0634941621584333,1.570631088112846,NA
DDX39A,O00148,R3_p300-IgG,0.17789736637052028,0.1074664411003184,1.6553759903936487,18,0.11517838738937503,0.2135795523759017,NA,0.70703125,0.078125,0.9386290063131332,0.6704403280263924,NA
PDLIM1,O00151,R1_p300-IgG,-0.09796589088785691,0.16652997751490764,-0.5882778124982757,18,0.5636550700360732,0.6874815135338661,NA,0.5714285714285714,0.14285714285714285,0.24898658219788283,0.16273897557504594,NA
PDLIM1,O00151,R2_p300-IgG,-0.1270606740817742,0.16652997751490764,-0.7629897990612521,18,0.45535347795803904,0.60691807275827,NA,0.6071428571428572,0.17857142857142858,0.3416513419645711,0.21686992993031662,NA
PDLIM1,O00151,R3_p300-IgG,-0.3955202718303312,0.16652997751490758,-2.3750695084008204,18,0.028864348641850945,0.07175907292150152,NA,0.7678571428571428,0.3392857142857143,1.5396382384231582,1.1441231807175456,NA
ACOT7,O00154,R1_p300-IgG,-1.1006664636946508,0.3414903236049652,-3.2231263599957756,4,0.032184800432358385,0.07924984625941753,NA,0.5,0,1.4923491794476802,1.1010015716181147,NA
ACOT7,O00154,R2_p300-IgG,-0.6669681117613848,0.2957392953884687,-2.2552569853298934,4,0.08713653502337793,0.17894109870872252,NA,0.5,0,1.0597997137386401,0.7472899003912289,NA
MYO1C,O00159,R1_p300-IgG,-0.35081125797127244,0.07978365565502764,-4.3970316362555115,18,3.477393091377845e-4,0.001831427028125665,NA,0.6273148148148149,0.03935185185185185,3.4587462130363846,2.737210380801624,NA
MYO1C,O00159,R2_p300-IgG,-0.12784761883035323,0.07978365565502762,-1.6024286901962335,18,0.12646383412556794,0.23768483635448928,NA,0.6064814814814814,0.032407407407407406,0.8980336554001135,0.6239985241937148,NA
MYO1C,O00159,R3_p300-IgG,0.327071332890413,0.0797836556550276,4.0994778968842915,18,6.730023982397526e-4,0.002891547365128924,NA,0.599537037037037,0.02546296296296296,3.17198338816765,2.5388696893207365,NA
SNAP23,O00161,R1_p300-IgG,0.5956292672664283,0.2144686213597391,2.7772326948815,17,0.012908796560235913,0.03765396658185737,NA,0.8295454545454546,0.375,1.8891142435283381,1.4241892671691463,NA
SNAP23,O00161,R2_p300-IgG,0.3428348608754949,0.19855936042535527,1.7266114281445692,17,0.10236266706065633,0.20296046055130135,NA,0.7613636363636364,0.3977272727272727,0.9898584070889144,0.69258856029824,NA
SNAP23,O00161,R3_p300-IgG,0.7876065789276727,0.1985593604253553,3.966605136320223,17,9.967993382380413e-4,0.004076021056359516,NA,0.375,0.011363636363636364,3.0013922590071993,2.389763581133441,NA
AIP,O00170,R1_p300-IgG,0.008782161908085702,0.22682615937827977,0.03871758853633642,16,0.969594535903961,0.9809771825367717,NA,0.375,0.375,0.013409840613272533,0.008341094162984545,NA
AIP,O00170,R2_p300-IgG,0.2276224587474392,0.24500025375772755,0.9290702979129456,16,0.3666581317557347,0.5236806321089144,NA,0.41666666666666663,0.2916666666666667,0.43573867876469746,0.28093348782042815,NA
AIP,O00170,R3_p300-IgG,-0.26280096106759365,0.24500025375772758,-1.0726558729505178,16,0.29933834503731194,0.44853237732574996,NA,0.7083333333333333,0.5833333333333334,0.5238376467700793,0.34820620192559193,NA
GTPBP1,O00178,R1_p300-IgG,-0.161695489843311,0.17288344201120692,-0.9352861555870071,18,0.36201990184922916,0.5120400849728747,NA,0.6785714285714286,0.08928571428571429,0.44126755370518744,0.29069603902203833,NA
GTPBP1,O00178,R2_p300-IgG,0.0713904324682009,0.1728834420112069,0.41293967564327605,18,0.6845281188389911,0.7944066469023927,NA,0.625,0.05357142857142857,0.16460870734622135,0.09995713069979241,NA
GTPBP1,O00178,R3_p300-IgG,-0.11917296621509454,0.17288344201120684,-0.6893255064147171,18,0.4994089863284312,0.6450536711607259,NA,0.6607142857142857,0.08928571428571429,0.3015436472515163,0.1904041487458068,NA
SMAP,O00193,R1_p300-IgG,1.8121950735159063,0.2094405271759046,8.652552101312667,15,3.2360797508346195e-7,4.4604498251298784e-06,NA,0.5,0.375,6.4899807840558665,5.350621341574677,NA
SMAP,O00193,R2_p300-IgG,0.9784015819882329,0.23748323544244657,4.119876420604628,15,9.088997738015969e-4,0.003774829781978823,NA,0.625,0.375,3.04148400466006,2.4231026271908283,NA
SMAP,O00193,R3_p300-IgG,1.5641281101695172,0.19390424976641182,8.066497315318028,15,7.775177768287733e-7,7.714470674601402e-6,NA,0.41666666666666663,0.4166666666666667,6.109289672667191,5.1126938675251665,NA
AP3B1,O00203,R1_p300-IgG,0.24197374774175895,0.0641206484983217,3.773725834168573,18,0.0013904613091511031,0.005971267592639846,NA,0.6378205128205128,0.09615384615384616,2.8568410912701245,2.2239334661816645,NA
AP3B1,O00203,R2_p300-IgG,0.20207777079546482,0.06412064849832169,3.1515241272201737,18,0.005519853507754746,0.01816910635826249,NA,0.6538461538461539,0.11217948717948718,2.25807244792623,1.7406664328031172,NA
AP3B1,O00203,R3_p300-IgG,0.3405936814886363,0.06412064849832168,5.3117628948738895,18,4.75193493612025e-5,2.886101659731858e-4,NA,0.6282051282051282,0.08974358974358974,4.323129514381534,3.5396883754313686,NA
PSMD11,O00231,R1_p300-IgG,-0.3604568064213968,0.13962667017528388,-2.5815756113705803,18,0.018813473881633458,0.0508849450493253,NA,0.6346153846153846,0.21153846153846154,1.7255310051765167,1.293410690141128,NA
PSMD11,O00231,R2_p300-IgG,-0.192423761588824,0.13962667017528385,-1.3781304198349784,18,0.18505443197031113,0.3198686283000211,NA,0.5,0.11538461538461539,0.7327005092870478,0.49502835205185275,NA
PSMD11,O00231,R3_p300-IgG,-0.0981216520089579,0.13962667017528382,-0.7027429063930153,18,0.49120543605610445,0.6389538428068382,NA,0.6442307692307692,0.25961538461538464,0.3087368356044581,0.19453051357605153,NA
PSMD12,O00232,R1_p300-IgG,-0.290444379508111,0.38574301291566127,-0.752947868874591,17,0.46178169650474055,0.6025726748609691,NA,0.5,0.15625,0.33556328507091426,0.21999056636688835,NA
PSMD12,O00232,R2_p300-IgG,-0.370381127246224,0.3571286347041422,-1.0371084568815399,17,0.3142130238173113,0.4681392419626339,NA,0.46875,0.21875,0.5027758178486595,0.3296249524348076,NA
PSMD12,O00232,R3_p300-IgG,-0.3826172630995429,0.35712863470414224,-1.0713710017022755,17,0.2989777967101026,0.44839883809812936,NA,0.59375,0.34375,0.5243610629275065,0.3483355214299296,NA
MEN1,O00255,R1_p300-IgG,1.357524240017885,0.14264397690800587,9.516870389090325,18,1.9030411024800742e-8,3.8181650056108153e-7,NA,0.6730769230769231,0.21153846153846154,7.720551831582913,6.418145307090128,NA
MEN1,O00255,R2_p300-IgG,2.1667887662555896,0.14264397690800587,15.19018757905914,18,1.0438094832920797e-11,3.429659730816833e-10,NA,0.6923076923076923,0.22115384615384615,10.98137876177955,9.464748965776215,NA
MEN1,O00255,R3_p300-IgG,1.6618249452368752,0.14264397690800582,11.650158536372146,18,8.113354432737196e-10,1.902153149569505e-8,NA,0.7403846153846154,0.27884615384615385,9.090799551407857,7.720754519293819,NA
CBX4,O00257,R1_p300-IgG,1.3208515625081665,0.24397823882442415,5.4138089071898765,18,3.8252183754305946e-5,2.706199268588212e-4,NA,0.5588235294117647,0.13970588235294118,4.417343766644395,3.567640227671136,NA
CBX4,O00257,R2_p300-IgG,1.4914399330767147,0.2439782388244241,6.113003931264587,18,8.948937424424486e-6,6.547135133574972e-5,NA,0.6397058823529411,0.22794117647058823,5.048228528718159,4.183948695100569,NA
CBX4,O00257,R3_p300-IgG,0.5185788440554993,0.24397823882442404,2.1255126955346544,18,0.047642985489076306,0.10643165926701022,NA,0.8529411764705882,0.4264705882352941,1.3220010318070932,0.972929167155641,NA
PGRMC1,O00264,R1_p300-IgG,-0.29544840323544347,0.2941547127818869,-1.0043979932917677,9,0.3414253958941449,0.4892989800569152,NA,0.5625,0.3125,0.46670417833994504,0.3104256895253985,NA
PGRMC1,O00264,R2_p300-IgG,-0.19574180758378912,0.2594200723328351,-0.7545360920748377,9,0.4698092816754087,0.6210122688812874,NA,0.5,0.375,0.32807840743794897,0.2068998197029558,NA
SUPT5H,O00267,R1_p300-IgG,-0.214871858531664,0.08539360469064852,-2.516252350630593,18,0.02156627784537335,0.056949391079147454,NA,0.6358695652173914,0.04891304347826087,1.6662248039333896,1.2445109151736424,NA
SUPT5H,O00267,R2_p300-IgG,-0.3518042807446612,0.08539360469064851,-4.1197965821811415,18,6.432598593746341e-4,0.0028113970100934133,NA,0.6059782608695652,0.016304347826086956,3.1916135485467896,2.5510778213729215,NA
SUPT5H,O00267,R3_p300-IgG,0.15121034661220367,0.08539360469064848,1.7707455629726196,18,0.09353595725356811,0.18093840911345963,NA,0.7771739130434783,0.1875,1.0290214047975093,0.742469232502151,NA
TAF4,O00268,R1_p300-IgG,0.6610796634325076,0.06490953031778983,10.184631751237996,18,6.734478752434825e-9,1.4762604432150978e-7,NA,0.6333333333333333,0.041666666666666664,8.171696012962782,6.830837017124645,NA
