Gene,Protein_Acc,GROUP,mean_frac,cv_frac,Sto_IRF4,Sto_p300,Sto_IKZF1,Sto_IKZF3
ABI2,Q9NYB9,MM1S_B4_SAN24h,6.346640621113753e-5,0.1845081683244008,0.03034950420124309,0.7800989976187955,2.0282238454737893,0.8203758039934204
ABI2,Q9NYB9,MM1S_B5_SAN24h,5.167737494439263e-5,0.03438557372917401,0.035946209016247684,0.8200451729856064,2.005832855325306,0.5278657599818363
ABL1,P00519,MM1S_B1_SAN24h,3.2851974427670024e-5,0.09164207757794382,0.01528709430337788,0.4969223003044818,0.4839932840123369,0.1520149287071063
ABL1,P00519,MM1S_B2_SAN24h,3.064080454927536e-5,0.08666071724379315,0.013583442746844303,0.4756015125822483,0.4475335887924849,0.1258805499415956
ABL1,P00519,MM1S_B4_SAN24h,1.8806723406643323e-5,0.10389299165580386,0.008993336240635835,0.231163334334847,0.6010147280387562,0.24309838474042
ABL1,P00519,MM1S_B5_SAN24h,2.4150717121816666e-5,0.05553617952365636,0.016798971048495405,0.3832369392059367,0.9373986572408826,0.24669087122424327
ABL2,P42684,MM1S_B1_SAN24h,3.8445040473465286e-5,0.12145990502584213,0.0178897302050751,0.5815235851176879,0.5663933969541737,0.17789555083158923
ABL2,P42684,MM1S_B2_SAN24h,2.8973262003436235e-5,0.0548190459710581,0.012844200777433666,0.4497181923247489,0.42317778903522335,0.11902984299022731
ABL2,P42684,MM1S_B4_SAN24h,3.4396802237209315e-5,0.09156721919766111,0.016448479697032482,0.42278919744206506,1.0992337312036329,0.44461796365588646
ABL2,P42684,MM1S_B5_SAN24h,2.4332894821020148e-5,0.08132476109707304,0.016925691836087924,0.38612783571564124,0.9444697984310673,0.24855175076282793
ABLIM1,O14639,MM1S_B1_SAN24h,2.3933691200564096e-5,0.05704985588284157,0.011137126482808415,0.36202344283283777,0.35260424995770173,0.11074763160923623
ABLIM1,O14639,MM1S_B2_SAN24h,3.343322845995814e-5,0.0924250850443985,0.014821358358840714,0.5189450557831392,0.48831918540330777,0.13735256781832994
ABLIM1,O14639,MM1S_B4_SAN24h,3.465380529782969e-5,0.11122052679616137,0.016571378029137218,0.42594815730672075,1.107446890999949,0.44794002181345405
ABLIM1,O14639,MM1S_B5_SAN24h,2.8636435113441894e-5,0.03865421634084001,0.019919186746146653,0.454418793747991,1.1115096784954952,0.2925108638082585
ABR,Q12979,MM1S_B1_SAN24h,7.219634493645005e-6,0.24611347351531174,0.003359531208185548,0.10920492428357537,0.10636361037115953,0.03340719216919983
ABR,Q12979,MM1S_B2_SAN24h,1.4283231024035902e-5,0.06887484068047697,0.006331930695322762,0.22170195526911599,0.20861807428911391,0.05867930045234469
ABR,Q12979,MM1S_B4_SAN24h,1.6667678361222384e-5,0.1872492062456084,0.007970449323474002,0.20487120601985986,0.5326563251187564,0.21544878389367478
ABR,Q12979,MM1S_B5_SAN24h,6.5031553182617024e-6,0.16596230940581796,0.004523522732857447,0.10319566606575167,0.25241689645979615,0.06642738776975389
ABRACL,Q9P1F3,MM1S_B1_SAN24h,6.735463731484793e-5,0.09714829705061014,0.03134230774070774,1.0188130818243222,0.9923054146790039,0.31166803724544934
ABRACL,Q9P1F3,MM1S_B2_SAN24h,8.42344402831772e-5,0.10145806039746344,0.037342155786378416,1.307473083670892,1.2303117334674585,0.34605741666530776
ABRACL,Q9P1F3,MM1S_B4_SAN24h,1.8163201446967374e-4,0.09981292454976036,0.08685605370326212,2.2325346727826876,5.8044941385728714,2.347801282552445
ABRACL,Q9P1F3,MM1S_B5_SAN24h,6.535265612002609e-5,0.19737762773892117,0.04545858297146959,1.037052099699015,2.5366324231712665,0.6675538284742614
ABT1,Q9ULW3,MM1S_B1_SAN24h,2.9904329682227705e-5,0.03810606676796343,0.01391545914349903,0.4523359266419019,0.44056696686389996,0.13837538302869243
ABT1,Q9ULW3,MM1S_B2_SAN24h,2.6692919080773836e-5,0.08162020880274075,0.011833296919366113,0.41432308572823784,0.38987154702008725,0.10966158959797243
ABT1,Q9ULW3,MM1S_B4_SAN24h,4.008656757872621e-5,0.049281775594224426,0.01916931371687574,0.49272509746510085,1.2810640636542159,0.5181646806553073
ABT1,Q9ULW3,MM1S_B5_SAN24h,4.902021837096654e-5,0.03207787043842654,0.03409792036613631,0.7778799425680448,1.902696580263796,0.5007238632517569
ACAA1,P09110,MM1S_B1_SAN24h,5.6812424039225476e-5,0.04328222542218243,0.026436672346841623,0.8593504935784717,0.8369917535393729,0.26288637868677633
ACAA1,P09110,MM1S_B2_SAN24h,5.8470917612008887e-5,0.12825883098443805,0.02592087164228709,0.9075759356652114,0.8540147683397205,0.2402140339609155
ACAA1,P09110,MM1S_B4_SAN24h,7.372408724481825e-5,0.05720707452789924,0.035254706058601024,0.9061815532569216,2.356033067923894,0.9529680496787784
ACAA1,P09110,MM1S_B5_SAN24h,7.271872693810757e-5,0.0621504936167939,0.05058234015805576,1.15394098627148,2.822542976434847,0.7427955870707575
ACAA2,P42765,MM1S_B1_SAN24h,3.4815094967091263e-4,0.08864600731432123,0.16200598265859775,5.266166608785158,5.129150512223554,1.6109881587195887
ACAA2,P42765,MM1S_B2_SAN24h,3.092958762259996e-4,0.02459867394384743,0.13711463808969293,4.80083955798139,4.517514977896081,1.2706694738182809
ACAA2,P42765,MM1S_B4_SAN24h,3.941425776899524e-4,0.032759993435779074,0.1884781655620326,4.844613837940348,12.595787634923326,5.094743083210704
ACAA2,P42765,MM1S_B5_SAN24h,2.835053994145766e-4,0.04025661197549608,0.1972032123449983,4.498820510048111,11.004127926772442,2.8959054766609795
ACACA,Q13085,MM1S_B1_SAN24h,1.1010967608016807e-6,NA,5.123762060809881e-4,0.016655301386528914,0.016221960675425643,0.005095071103303686
ACACA,Q13085,MM1S_B4_SAN24h,2.975030729459748e-6,0.08303988318807907,0.0014226535424455952,0.03656766829077822,0.09507436495511937,0.03845567083893544
ACACA,Q13085,MM1S_B5_SAN24h,1.2229442082274288e-6,0.14739843904045144,8.506664313242693e-4,0.019406355215735003,0.04746800075917052,0.012491934324953623
ACAD8,Q9UKU7,MM1S_B1_SAN24h,3.242985837153986e-5,0.09288971890950144,0.015090669946259279,0.4905373299865035,0.47777443903269695,0.15006168409101697
ACAD8,Q9UKU7,MM1S_B2_SAN24h,3.205962303991409e-5,0.10630813822235238,0.014212422305940478,0.4976241790935754,0.4682565737238876,0.13170943252141454
ACAD8,Q9UKU7,MM1S_B4_SAN24h,5.843926255370412e-5,0.15165134490810664,0.027945534500422795,0.7183077294161652,1.8675692054945139,0.7553942292365748
