GENE_ID	locusLine	bin_1_35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
NR_027435	chr5(.):90671163-90721532	0.1161
NM_001038702	chr5(.):130594701-130735382	0.132
NM_003060	chr5(.):131700400-131736306	0.13
NM_001193376	chr5(.):1248286-1300162	0.0928
NM_030782	chr5(.):1312999-1350002	0.2145
NM_001145161	chr5(.):6443735-6501834	0.1496
NM_006713	chr5(.):32580604-32609185	0.1591
NM_001127236	chr5(.):56504900-56565506	0.1103
NR_028375	chr5(.):76002762-76013686	0.1407
NR_036243	chr5(.):86405695-86415771	0.1404
NM_020801	chr5(.):90659540-90684149	0.1464
NM_000588	chr5(.):131391346-131403896	0.1549
NM_000758	chr5(.):131404484-131416859	0.1397
NM_002198	chr5(.):131812300-131831465	0.1699
NM_001013717	chr5(.):131741672-131803059	0.2022
NM_016480	chr5(.):138672518-138710409	0.1359
NM_194296	chr5(.):138727455-138744776	0.1757
NM_152686	chr5(.):138740891-138780214	0.1509
NM_152685	chr5(.):138697884-138724039	0.1367
NM_001033112	chr5(.):138673133-138710409	0.1352
NM_001161546	chr5(.):138722634-138735885	0.193
NM_016459	chr5(.):138718256-138730605	0.2202
NM_000024	chr5(.):148201155-148213197	0.1767
NM_004417	chr5(.):172190092-172203203	0.2084
NM_022304	chr5(.):175103463-175116558	0.0985
NM_181356	chr6(.):44791469-45350670	0.1007
NM_003599	chr6(.):44792449-45350575	0.1006
NM_012288	chr6(.):52357199-52446862	0.1803
NM_033515	chr6(.):129893239-130036370	0.1362
NR_037616	chr6(.):7876482-8069647	0.1632
NM_001173977	chr6(.):25274655-25625758	0.1309
NM_004348	chr6(.):45384913-45523819	0.1335
NM_001024630	chr6(.):45291053-45523819	0.1205
NM_001172420	chr6(.):52280804-52365583	0.132
NM_018100	chr6(.):52279993-52365583	0.1333
NM_001455	chr6(.):108877068-109010971	0.1653
NM_201559	chr6(.):108876025-109010971	0.1655
NM_020185	chr6(.):287100-356355	0.3198
NR_027712	chr6(.):7981334-7995577	0.1376
NM_001145549	chr6(.):7876482-7915310	0.2507
NM_030810	chr6(.):7876482-7916047	0.2531
NM_032744	chr6(.):11708887-11784280	0.1395
NM_005319	chr6(.):26050967-26061699	0.1788
NM_003537	chr6(.):26026816-26037288	0.1664
NM_003544	chr6(.):26022123-26032480	0.1635
NM_021062	chr6(.):26038454-26048885	0.2058
NM_003531	chr6(.):26040638-26051097	0.2019
NM_005325	chr6(.):26012259-26023040	0.1303
NM_003538	chr6(.):26016906-26027278	0.1675
NM_003513	chr6(.):26028319-26038796	0.1491
NM_003529	chr6(.):26015717-26026186	0.1494
NM_001145008	chr6(.):26397464-26420444	0.1244
NM_001197240	chr6(.):26378328-26400100	0.1582
NM_001197247	chr6(.):26360397-26383540	0.175
NM_001197238	chr6(.):26378323-26400100	0.1582
NM_007047	chr6(.):26360397-26383548	0.175
NM_001197237	chr6(.):26378438-26400100	0.1573
NM_001197248	chr6(.):26360469-26383540	0.1753
NM_001197246	chr6(.):26363405-26383540	0.1539
NM_006120	chr6(.):32911390-32925899	0.1662
NM_002119	chr6(.):32966959-32982389	0.1131
NM_002118	chr6(.):32897405-32913847	0.1608
NM_005104	chr6(.):32931436-32954282	0.1802
NM_001113182	chr6(.):32933664-32954282	0.1871
NM_001199455	chr6(.):32934371-32954282	0.1892
NM_001199456	chr6(.):32935860-32954282	0.1906
NM_133367	chr6(.):52221925-52277575	0.1571
NM_182907	chr6(.):106541814-106562811	0.2256
NM_030796	chr7(.):55533305-55645200	0.1661
NM_001145354	chr7(.):130789854-131186398	0.1677
NM_001164458	chr7(.):149939300-150025758	0.161
NM_002214	chr7(.):20365724-20460382	0.1276
NM_002541	chr7(.):44641120-44753669	0.1349
NM_001003941	chr7(.):44641120-44721195	0.1482
NM_022748	chr7(.):47309751-47584199	0.1201
NM_017621	chr7(.):102091666-102110321	0.1485
NM_182931	chr7(.):104649636-104759532	0.129
NM_022444	chr7(.):122748587-122845025	0.1646
NM_003344	chr7(.):129467994-129597789	0.1858
NR_015431	chr7(.):130623918-130798562	0.1818
NR_024153	chr7(.):130623918-130796789	0.1809
NM_178563	chr7(.):134666258-134825530	0.1591
NM_194071	chr7(.):137554724-137691846	0.1848
NM_173680	chr7(.):150071405-150100719	0.2256
NM_053043	chr7(.):155432202-155579179	0.1572
NM_207342	chr7(.):22454062-22544901	0.1365
NM_001164460	chr7(.):22473037-22544901	0.1396
NR_029597	chr7(.):25984538-25994606	0.198
NM_022373	chr7(.):35667269-35739772	0.1112
NR_028039	chr7(.):99793277-99874855	0.1279
NR_028038	chr7(.):99801558-99874855	0.1296
NM_024070	chr7(.):99811870-99824111	0.1921
NM_012447	chr7(.):99770537-99817010	0.1342
NM_152742	chr7(.):99762228-99779990	0.1287
NM_024637	chr7(.):99751864-99771373	0.1319
NM_032831	chr7(.):102068995-102102268	0.1626
NM_024653	chr7(.):102031803-102072129	0.1499
NM_006234	chr7(.):102108547-102124381	0.184
NM_152892	chr7(.):102100389-102118612	0.1413
NR_027374	chr7(.):104530074-104572092	0.1449
NR_024586	chr7(.):104645988-104659588	0.1887
NM_013400	chr7(.):150060878-150076133	0.2883
NM_014374	chr7(.):150063257-150076133	0.2957
NM_001142928	chr7(.):150015295-150040245	0.1735
NM_002889	chr7(.):150030406-150043763	0.1355
NM_138434	chr7(.):150021937-150034811	0.137
NR_027237	chr7(.):150097839-150114558	0.255
NM_175571	chr7(.):150142961-150181483	0.164
NR_034033	chr7(.):150125741-150150228	0.222
NM_001002814	chr8(.):37711464-37762015	0.1499
NM_001386	chr8(.):26430420-26520693	0.1196
NM_001197293	chr8(.):26366708-26520693	0.1168
NM_005079	chr8(.):80942104-81088836	0.1487
NM_173685	chr8(.):126099082-126384367	0.1387
NM_003033	chr8(.):134462090-134589183	0.1387
NM_003970	chr8(.):1988157-2098380	0.143
NR_026765	chr8(.):29573775-29610625	0.1401
NM_018310	chr8(.):37696397-37712431	0.1136
NM_152413	chr8(.):37786799-37802647	0.1144
NM_001206	chr9(.):72994512-73034573	0.1173
NM_007203	chr9(.):112537576-112939791	0.1336
NM_001004065	chr9(.):112805877-112939791	0.158
NM_015404	chr9(.):117159359-117272736	0.1382
NM_001083885	chr9(.):117159359-117270495	0.1385
NR_033912	chr9(.):93820575-93842414	0.118
NM_005384	chr9(.):94166326-94191144	0.157
NM_001136562	chr9(.):112882780-112939791	0.1696
NM_144495	chrX(.):48750194-48765420	0.0695
NM_001167990	chrX(.):48750212-48765420	0.0695
NM_001032384	chrX(.):48750538-48765420	0.0699
NM_001167992	chrX(.):48750774-48765420	0.0711
NM_001167947	chrX(.):48745729-48760426	0.0881
NM_001042498	chrX(.):48755888-48774235	0.0982
NM_001136158	chrX(.):48774302-48819893	0.1091
NM_001136159	chrX(.):48774302-48820648	0.1081
NM_006875	chrX(.):48765458-48781413	0.1383
NM_004979	chrX(.):48813638-48833251	0.078
NM_005660	chrX(.):48755458-48773917	0.099
NM_001032289	chrX(.):48755889-48773933	0.0977
NM_015892	chr10(.):125762181-125856930	0.148
NM_014863	chr10(.):125774168-125856930	0.1544
NM_001083591	chr10(.):11201992-11383672	0.166
NM_001025077	chr10(.):11042258-11383672	0.1422
NM_006561	chr10(.):11054892-11383672	0.1437
NM_000698	chr10(.):45864628-45946563	0.1279
NM_032199	chr10(.):63656012-63861707	0.1303
NM_020338	chr10(.):80823791-81081285	0.1142
NM_145868	chr10(.):81909879-81970328	0.1372
NR_027653	chr10(.):3813187-3832473	0.1622
NM_001083913	chr10(.):104498726-104581021	0.1524
NM_017787	chr10(.):104530887-104581021	0.1548
NR_024552	chr10(.):105201542-105217162	0.128
NM_001129742	chr10(.):105227560-105243997	0.1575
NM_001001412	chr10(.):105208143-105223648	0.1312
NM_004210	chr10(.):105248734-105357309	0.1404
NM_005871	chr10(.):112047797-112069707	0.1198
NM_004419	chr10(.):112252624-112276302	0.2011
NM_001111018	chr11(.):19367270-20148147	0.1144
NM_001098517	chr11(.):115039344-115380241	0.1244
NM_181798	chr11(.):2477683-2875340	0.1039
NM_000218	chr11(.):2461220-2875340	0.1042
NM_030962	chr11(.):9795213-10320754	0.0999
NM_001143830	chr11(.):22683159-22839547	0.1225
NM_177553	chr11(.):22684653-22839547	0.122
NM_005256	chr11(.):22691318-22839547	0.1193
NM_001012662	chr11(.):62618483-62661355	0.157
NM_001013251	chr11(.):62643343-62661355	0.1702
NM_001012661	chr11(.):62618517-62661353	0.157
NM_024060	chr11(.):62196015-62319332	0.1273
NR_037193	chr11(.):62644170-62661355	0.1738
NM_001077241	chr11(.):65137662-65155142	0.1507
NR_002819	chr11(.):65260232-65278939	0.2383
NM_002017	chr11(.):128558812-128688162	0.1513
NM_001167681	chr11(.):128557388-128688162	0.1509
NM_001124	chr11(.):10321641-10333923	0.2203
NM_022725	chr11(.):22639078-22652387	0.14
NM_022830	chr11(.):62337516-62364109	0.158
NM_004739	chr11(.):62355674-62374303	0.1708
NM_001404	chr11(.):62322072-62346460	0.1627
NR_002565	chr11(.):62618036-62628103	0.1834
NM_003164	chr11(.):62569368-62604560	0.1347
NM_018093	chr11(.):62595382-62612628	0.1771
NR_003098	chr11(.):62614459-62628360	0.179
NR_002561	chr11(.):62616134-62626204	0.1953
NR_002560	chr11(.):62615797-62625865	0.199
NR_002559	chr11(.):62616375-62626440	0.1948
NR_000008	chr11(.):62615381-62625507	0.1978
NR_002564	chr11(.):62617763-62627838	0.1858
NR_002563	chr11(.):62617483-62627555	0.1876
NR_002562	chr11(.):62617092-62627167	0.1907
NM_001081491	chr11(.):62554597-62577964	0.1574
NM_001080501	chr11(.):62552786-62564486	0.173
NR_028272	chr11(.):65185268-65199003	0.3209
NR_030343	chr11(.):65206928-65217028	0.1663
NM_031904	chr11(.):65149040-65185995	0.1428
NM_001048218	chr11(.):65287547-65311182	0.1381
NM_006235	chr11(.):111217980-111255157	0.1736
NR_026691	chr11(.):117852105-117877199	0.1721
NM_032966	chr11(.):118759100-118771971	0.1118
NM_001716	chr11(.):118749540-118771971	0.1197
NM_182557	chr11(.):118761850-118786613	0.0995
NM_007273	chr12(.):7069516-7084891	0.1813
NM_001144831	chr12(.):7069514-7084916	0.1818
NM_001077484	chr12(.):46571840-46668208	0.1341
NM_000966	chr12(.):53599352-53631036	0.1504
NM_001042728	chr12(.):53599352-53619150	0.1633
NM_005761	chr12(.):94537498-94704225	0.1489
NM_014706	chr12(.):108910990-108960165	0.1463
NM_001975	chr12(.):7018613-7037859	0.1725
NM_002831	chr12(.):7055433-7075479	0.2143
NR_029779	chr12(.):7067861-7077929	0.1814
NM_080548	chr12(.):7050739-7075479	0.2168
NM_001007026	chr12(.):7028625-7056484	0.1966
NM_006992	chr12(.):7008896-7028406	0.1279
NM_001940	chr12(.):7032479-7056484	0.181
NR_003010	chr12(.):7071499-7081769	0.1871
NM_138425	chr12(.):7048202-7060165	0.2133
NR_029682	chr12(.):7068259-7078354	0.1766
NM_006331	chr12(.):7074943-7090165	0.1707
NM_030762	chr12(.):26267958-26283003	0.2101
NM_001004304	chr12(.):53569534-53589654	0.188
NM_000889	chr12(.):53580106-53606000	0.2504
NM_015989	chr12(.):53546446-53579430	0.1233
NM_001170790	chr12(.):53640369-53653190	0.127
NM_032889	chr12(.):53640875-53653190	0.1282
NM_001025233	chr12(.):92812734-92829730	0.1524
NR_027933	chr12(.):92810306-92829778	0.1542
NM_001025232	chr12(.):92808869-92826924	0.1511
NM_001111283	chr12(.):102784644-102879378	0.1197
NM_001111284	chr12(.):102784644-102877429	0.1174
NM_001111285	chr12(.):102806453-102879378	0.1262
NM_007076	chr12(.):108904050-108918380	0.1418
NM_213595	chr12(.):108951293-108968160	0.2425
NM_181724	chr12(.):108978621-108996894	0.1197
NM_003006	chr12(.):109010679-109032670	0.2333
NM_021009	chr12(.):125391191-125404587	0.1233
NM_007368	chr13(.):114742193-114903095	0.1238
NM_023011	chr13(.):115042077-115076283	0.1342
NM_003903	chr13(.):114995361-115043150	0.1453
NM_001080414	chr14(.):91732666-91889133	0.0929
NM_207442	chr14(.):69256463-69268190	0.0845
NM_004926	chr14(.):69249374-69264785	0.089
NM_025268	chr14(.):105987952-106001539	0.0989
NM_002420	chr15(.):31288550-31398924	0.1393
NM_172217	chr15(.):81512639-81610104	0.1468
NM_001172128	chr15(.):81484218-81610104	0.1325
NM_007011	chr15(.):89626380-89750591	0.1399
NR_029624	chr15(.):31352234-31362344	0.1215
NM_001145112	chr15(.):44952929-44974086	0.1768
NM_182985	chr15(.):45023559-45065025	0.1051
NM_004048	chr15(.):44998684-45015357	0.1632
NM_021823	chr15(.):75310926-75348067	0.1661
NM_138967	chr15(.):75282875-75318836	0.154
NM_004513	chr15(.):81584253-81610104	0.2024
NM_181900	chr15(.):81600006-81621524	0.1733
NM_002168	chr15(.):90622211-90650708	0.1662
NM_015914	chr16(.):11767942-11841648	0.209
NM_000336	chr16(.):23308590-23397620	0.1514
NM_000078	chr16(.):56990834-57022756	0.1231
NM_003498	chr16(.):11757288-11778015	0.1896
NM_001130007	chr16(.):11956984-12015519	0.1234
NM_001130006	chr16(.):11956984-12014825	0.1237
NM_001192	chr16(.):12053963-12066925	0.2141
NM_032167	chr16(.):12065601-12152141	0.1281
NM_003414	chr16(.):31880078-31933627	0.1151
NM_001126108	chr16(.):56894118-56954762	0.1544
NM_001010989	chr16(.):56960747-56982793	0.2415
NM_001172643	chr16(.):66536905-66589194	0.1616
NM_001172644	chr16(.):66536905-66589315	0.1618
NM_052999	chr16(.):66595349-66618038	0.1084
NM_181641	chr16(.):66581471-66604971	0.1452
NM_181271	chr16(.):66595293-66618038	0.1087
NM_001040138	chr16(.):66581465-66605154	0.1445
NM_003342	chr17(.):4167511-4274969	0.1111
NM_002558	chr17(.):3794884-3824960	0.1543
NM_183232	chr17(.):37916198-38025441	0.1613
NM_003726	chr17(.):46205801-46512594	0.1165
NM_001433	chr17(.):62115389-62212502	0.1915
NM_017456	chr17(.):76665129-76783376	0.1602
NM_172206	chr17(.):3758616-3799037	0.1102
NM_172207	chr17(.):3763450-3801337	0.1165
NM_174957	chr17(.):3822168-3872736	0.1191
NM_012452	chr17(.):16837397-16880402	0.1656
NM_006613	chr17(.):18918989-18955336	0.1195
NM_002981	chr17(.):32682398-32695252	0.1865
NM_005408	chr17(.):32678470-32690629	0.1463
NM_005623	chr17(.):32641065-32653421	0.0994
NM_002983	chr17(.):34410602-34422506	0.2652
NM_002988	chr17(.):34386642-34403841	0.1276
NM_002984	chr17(.):34426219-34438014	0.2293
NM_021006	chr17(.):34517267-34529156	0.3163
NM_001001418	chr17(.):34576084-34597027	0.2759
NM_001001435	chr17(.):34533467-34545274	0.286
NM_001001437	chr17(.):34517267-34529147	0.3159
NM_001001417	chr17(.):34488060-34508988	0.259
NM_021006	chr17(.):34618841-34630730	0.304
NM_001001437	chr17(.):34618841-34630721	0.3041
NM_001001435	chr17(.):34635033-34646840	0.3117
NM_001001418	chr17(.):34741118-34813091	0.2094
NM_005310	chr17(.):37889186-37908538	0.1073
NM_001030002	chr17(.):37889589-37908538	0.1074
NM_032339	chr17(.):37880408-37891788	0.1312
NM_018530	chr17(.):38055847-38078793	0.1112
NM_198844	chr17(.):38019454-38039149	0.1347
NM_001145301	chr17(.):38469472-38518895	0.142
NM_152219	chr17(.):38511904-38525945	0.1
NM_000964	chr17(.):38460422-38518895	0.1459
NM_001024809	chr17(.):38493270-38518895	0.1068
NM_001254	chr17(.):38439145-38464413	0.1563
NM_152343	chr17(.):43326759-43344479	0.1012
NM_005892	chr17(.):43294291-43329683	0.1599
NR_024434	chr17(.):43320302-43350997	0.11
NR_024435	chr17(.):43334557-43350997	0.093
NM_004758	chr17(.):56373593-56411152	0.1596
NM_003168	chr17(.):56417538-56434563	0.1872
NR_029683	chr17(.):56403592-56413679	0.262
NR_027058	chr17(.):75079724-75096068	0.2093
NR_003013	chr17(.):75080388-75090575	0.2171
NM_001143998	chr17(.):75132004-75218181	0.1595
NM_001144001	chr17(.):75176294-75218181	0.1596
NM_181482	chr18(.):13213785-13657753	0.0908
NM_004338	chr18(.):13615866-13657753	0.0859
NM_001003675	chr18(.):13606664-13657753	0.1004
NM_000633	chr18(.):60785578-60991613	0.1393
NM_021074	chr18(.):9097627-9139343	0.1882
NM_016626	chr18(.):48695919-48729051	0.1265
NR_024021	chr18(.):56697970-56725446	0.1062
NM_001039846	chr19(.):2091867-2104583	0.2155
NM_003331	chr19(.):10456203-10496248	0.1013
NM_001164605	chr19(.):35640844-35665788	0.1252
NM_052847	chr19(.):2506217-2707746	0.1747
NM_032855	chr19(.):16239837-16274377	0.1982
NM_021235	chr19(.):16467407-16587762	0.1335
NM_006387	chr19(.):16623699-16658263	0.1105
NM_017572	chr19(.):2032469-2056243	0.1963
NM_130807	chr19(.):2066034-2101269	0.2728
NM_004152	chr19(.):2264519-2278487	0.2119
NM_018049	chr19(.):2228154-2241328	0.2228
NM_000479	chr19(.):2244112-2257072	0.1709
NM_198532	chr19(.):2269630-2287181	0.1671
NR_031596	chr19(.):2229060-2239148	0.2215
NM_007165	chr19(.):2231815-2253678	0.189
NM_144616	chr19(.):2247249-2261422	0.2237
NM_001101391	chr19(.):2284773-2313156	0.139
NR_036207	chr19(.):2245637-2255717	0.143
NM_032737	chr19(.):2423163-2461958	0.1796
NM_012458	chr19(.):2420621-2432875	0.1726
NM_015675	chr19(.):2471122-2483257	0.2154
