REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM25.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
2_MACS_peak_1659_lociStitched	chr1	234743014	234748410	2	5361	23415.4024	22	1	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	2.0968	22	1
2_MACS_peak_5719_lociStitched	chr15	93443188	93448637	2	5377	23223.0931	23	1	CHD2,MIR3175	LOC100507217	MIR3175	MIR3175	2.4751	23	1
5_MACS_peak_4131_lociStitched	chr12	122237626	122243015	5	5029	26677.7056	24	1	SETD1B,LOC338799	RHOF	LOC338799	LOC338799	1.6275	24	1
2_MACS_peak_9174_lociStitched	chr2	89156577	89162135	2	5445	21412.195	25	1			ANKRD36BP2	ANKRD36BP2	NONE	25	1
1_MACS_peak_6903_lociStitched	chr17	43660364	43663748	1	3385	36590.8536	26	1		MGC57346,LOC644172	LOC644172	MGC57346	0.1415	26	1
3_MACS_peak_3466_lociStitched	chr12	26274155	26279845	3	5447	20435.066	27	1	BHLHE41		BHLHE41	BHLHE41	1.7249	27	1
1_MACS_peak_14346_lociStitched	chr6	143265052	143269432	1	4381	30431.364	28	1	HIVEP2		HIVEP2	HIVEP2	0.2971	28	1
4_MACS_peak_16284_lociStitched	chr9	98267910	98273836	4	5682	16253.8328	29	1	PTCH1		PTCH1	PTCH1	0.327	29	1
3_MACS_peak_7688_lociStitched	chr19	2083017	2088536	3	5109	23662.7125	30	1	MOBKL2A	IZUMO4,MKNK2	MOBKL2A	MOBKL2A	1.5028	30	1
3_MACS_peak_9800_lociStitched	chr2	232570610	232576039	3	5246	22004.2799	31	1	PTMA	MIR1244-1	PTMA	PTMA	1.6712	31	1
1_MACS_peak_13362_lociStitched	chr5	172197007	172200173	1	3167	36860.7882	32	1	DUSP1		DUSP1	DUSP1	3.2693	32	1
1_MACS_peak_7982_lociStitched	chr19	14116093	14118424	1	2332	39311.8488	33	1	RFX1	RLN3,IL27RA	RFX1	RFX1	0.8486	33	1
9_MACS_peak_4933_lociStitched	chr14	91837713	91844274	9	5683	13160.0538	34	1	CCDC88C		CCDC88C	CCDC88C	0.5683	34	1
4_MACS_peak_8031_lociStitched	chr19	16434655	16439935	4	5152	20702.88	35	1	KLF2		KLF2	KLF2	1.769	35	1
2_MACS_peak_6750_lociStitched	chr17	36857179	36862392	2	5209	19159.3389	36	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	0.7068	36	1
1_MACS_peak_16155_lociStitched	chr9	66454643	66459086	1	4444	26707.3173	37	1		LOC442421	LOC442421	LOC442421	0.5004	37	1
4_MACS_peak_9153_lociStitched	chr2	88922654	88928088	4	4946	20186.2232	38	1	EIF2AK3		EIF2AK3	EIF2AK3	0.5137	38	1
1_MACS_peak_15804_lociStitched	chr8	123792171	123795380	1	3210	33261.6059	39	1	ZHX2		ZHX2	ZHX2	0.3122	39	1
4_MACS_peak_2946_lociStitched	chr11	69061382	69066407	4	4664	22840.635	40	1	MYEOV		MYEOV	MYEOV	1.8579	40	1
1_MACS_peak_12893_lociStitched	chr5	78531189	78534587	1	3399	31820.9108	41	1	JMY		JMY	JMY	0.4318	41	1
1_MACS_peak_5718_lociStitched	chr15	93424577	93428308	1	3732	29880.4597	42	1	LOC100507217	CHD2,MIR3175	LOC100507217	MIR3175	2.4751	42	1
4_MACS_peak_14171_lociStitched	chr6	106532453	106537992	4	5373	11481.7931	43	1	PRDM1	PRDM1	PRDM1	PRDM1	0.7314	43	1
2_MACS_peak_1722_lociStitched	chr10	3824429	3828603	2	4157	26388.4454	44	1	KLF6		KLF6	KLF6	1.452	44	1
2_MACS_peak_12153_lociStitched	chr4	40198201	40203429	2	5151	15279.3528	45	1	RHOH		RHOH	RHOH	0.4654	45	1
1_MACS_peak_16320_lociStitched	chr9	102581148	102585393	1	4246	25067.1495	46	1	NR4A3	NR4A3	NR4A3	NR4A3	0.5555	46	1
4_MACS_peak_10616_lociStitched	chr22	23270297	23275810	4	5119	14650.7975	47	1		IGLL5	IGLL5	IGLL5	1.4416	47	1
5_MACS_peak_9420_lociStitched	chr2	158295819	158301852	5	5141	14043.6174	48	1	CYTIP		CYTIP	CYTIP	0.4944	48	1
3_MACS_peak_12778_lociStitched	chr5	56467992	56472718	3	4465	22725.9162	49	1	GPBP1	GPBP1	GPBP1	GPBP1	0.3467	49	1
1_MACS_peak_2694_lociStitched	chr11	58344289	58347764	1	3476	30084.8125	50	1	ZFP91-CNTF,ZFP91,LPXN	CNTF,LPXN	LPXN	LPXN	0.6372	50	1
2_MACS_peak_8450_lociStitched	chr19	49375386	49380008	2	4202	24785.475	51	1	PPP1R15A	NUCB1,HSD17B14,PLEKHA4,TULP2	PPP1R15A	PPP1R15A	1.9064	51	1
4_MACS_peak_1013_lociStitched	chr1	150548131	150552948	4	4448	22005.0194	52	1	MCL1	ADAMTSL4,MIR4257,ENSA	MCL1	MCL1	1.7243	52	1
3_MACS_peak_12771_lociStitched	chr5	56109061	56113804	3	4133	24481.4688	53	1	MAP3K1		MAP3K1	MAP3K1	0.4467	53	1
2_MACS_peak_2279_lociStitched	chr10	111967355	111971882	2	4524	20250.6291	54	1	MXI1	MXI1	MXI1	MXI1	0.3594	54	1
1_MACS_peak_15745_lociStitched	chr8	101962479	101966001	1	3523	28143.5976	55	1	YWHAZ		YWHAZ	YWHAZ	0.7278	55	1
1_MACS_peak_15970_lociStitched	chr9	3524762	3527717	1	2956	31008.588	56	1	RFX3		RFX3	RFX3	0.1759	56	1
1_MACS_peak_12081_lociStitched	chr4	15002890	15007160	1	4271	21514.822	57	1	CPEB2		CPEB2	CPEB2	0.3457	57	1
3_MACS_peak_14197_lociStitched	chr6	108878506	108883160	3	4630	17083.9032	58	1	FOXO3		FOXO3	FOXO3	0.313	58	1
1_MACS_peak_13246_lociStitched	chr5	142781464	142785558	1	4095	22623.8534	59	1	NR3C1		NR3C1	NR3C1	0.2909	59	1
4_MACS_peak_7141_lociStitched	chr17	66284011	66289209	4	4597	17058.7964	60	1	ARSG,SLC16A6	AMZ2	SLC16A6	SLC16A6	0.5748	60	1
4_MACS_peak_16817_lociStitched	chrX	48772616	48777429	4	4345	19817.5275	61	1	PIM2	PQBP1,TIMM17B,SLC35A2,OTUD5	PIM2	PIM2	1.5142	61	1
7_MACS_peak_7557_lociStitched	chr18	60824252	60829703	7	4859	12302.3619	62	1	BCL2		BCL2	BCL2	0.2927	62	1
1_MACS_peak_13010_lociStitched	chr5	107715866	107719049	1	3184	28670.5542	63	1	FBXL17		FBXL17	FBXL17	0.1302	63	1
1_MACS_peak_13627_lociStitched	chr6	16759722	16763865	1	4144	21630.603	64	1	ATXN1		ATXN1	ATXN1	0.1459	64	1
3_MACS_peak_6791_lociStitched	chr17	38478171	38483252	3	4663	15266.8807	65	1	RARA	CDC6,RARA,GJD3	RARA	RARA	0.546	65	1
2_MACS_peak_2243_lociStitched	chr10	104401448	104406172	2	4559	16598.7188	66	1	TRIM8		TRIM8	TRIM8	0.9014	66	1
2_MACS_peak_9643_lociStitched	chr2	201980381	201984862	2	4390	18601.9753	67	1	CFLAR	NDUFB3,FAM126B	CFLAR	CFLAR	0.7496	67	1
1_MACS_peak_5357_lociStitched	chr15	52969939	52973382	1	3444	26028.3914	68	1	KIAA1370		KIAA1370	KIAA1370	0.3812	68	1
5_MACS_peak_8392_lociStitched	chr19	47216961	47222384	5	4665	13148.6058	69	1	PRKD2	FKRP,MIR320E,STRN4	PRKD2	STRN4	0.5894	69	1
3_MACS_peak_15080_lociStitched	chr7	104581355	104586319	3	4279	18444.7348	70	1		LOC723809	LOC723809	LOC723809	0.0818	70	1
4_MACS_peak_3416_lociStitched	chr12	12867186	12872545	4	4278	17901.7395	71	1	CDKN1B	APOLD1,MIR613,GPR19	CDKN1B	CDKN1B	2.3226	71	1
2_MACS_peak_15179_lociStitched	chr7	129588803	129592995	2	4060	20174.8384	72	1	UBE2H		UBE2H	UBE2H	0.2406	72	1
2_MACS_peak_8404_lociStitched	chr19	47614116	47617655	2	3432	25318.7138	73	1	ZC3H4	SAE1	ZC3H4	ZC3H4	0.5623	73	1
5_MACS_peak_2834_lociStitched	chr11	65339710	65345116	5	4685	11139.6036	74	1	FAM89B,EHBP1L1	SCYL1,SSSCA1,PCNXL3,LTBP3,KCNK7,MAP3K11	EHBP1L1	SSSCA1	2.2998	74	1
1_MACS_peak_5686_lociStitched	chr15	90642653	90646357	1	3705	23106.6632	75	1	IDH2		IDH2	IDH2	1.1674	75	1
2_MACS_peak_6886_lociStitched	chr17	43303092	43307439	2	4318	16961.994	76	1	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	0.8993	76	1
1_MACS_peak_5477_lociStitched	chr15	69109639	69113971	1	4333	16677.3336	77	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	ANP32A	0.4602	77	1
1_MACS_peak_13194_lociStitched	chr5	139046809	139051380	1	4572	13044.7198	78	1	CXXC5		CXXC5	CXXC5	1.0999	78	1
5_MACS_peak_13413_lociStitched	chr5	176727125	176732245	5	4399	15369.216	79	1	NSD1,PRELID1,RAB24	MXD3,LMAN2	RAB24	RAB24	1.4434	79	1
1_MACS_peak_85_lociStitched	chr1	6660559	6664327	1	3769	21900.7464	80	1	KLHL21	TAS1R1,ZBTB48,PHF13,THAP3,NOL9	KLHL21	KLHL21	1.0804	80	1
3_MACS_peak_12270_lociStitched	chr4	78738559	78743077	3	4237	17045.9622	81	1	CNOT6L	MRPL1	CNOT6L	CNOT6L	0.2125	81	1
3_MACS_peak_3545_lociStitched	chr12	46120422	46124918	3	4474	13431.3504	82	1	ARID2,LOC400027		ARID2	ARID2	0.1328	82	1
1_MACS_peak_6478_lociStitched	chr17	7744543	7748296	1	3754	21756.5163	83	1	KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	KDM6B	1.6692	83	1
2_MACS_peak_12968_lociStitched	chr5	95294436	95298373	2	3640	22433.026	84	1	ELL2		ELL2	ELL2	0.4705	84	1
4_MACS_peak_10690_lociStitched	chr22	29194167	29198222	4	3807	20882.0335	85	1	XBP1	CCDC117	XBP1	XBP1	1.5049	85	1
2_MACS_peak_8089_lociStitched	chr19	18390141	18393628	2	3223	25300.2772	86	1	MIR3188,JUND	PDE4C,LOC729966,KIAA1683,LSM4	JUND	JUND	2.2935	86	1
2_MACS_peak_16018_lociStitched	chr9	20620024	20624237	2	4204	16333.801	87	1	MLLT3	KIAA1797	MLLT3	MLLT3	0.2944	87	1
5_MACS_peak_4406_lociStitched	chr13	49549510	49553985	5	4306	14612.2175	88	1	FNDC3A		FNDC3A	FNDC3A	0.1299	88	1
1_MACS_peak_2466_lociStitched	chr11	1873334	1877453	1	4120	16993.7583	89	1	LSP1	SYT8,TNNI2,LSP1,MIR4298	LSP1	MIR4298	0.9738	89	1
2_MACS_peak_6056_lociStitched	chr16	30668165	30671696	2	3531	22574.7423	91	1		PRR14,FBRS,SRCAP,ZNF689	FBRS	PRR14	2.2551	91	1
1_MACS_peak_13130_lociStitched	chr5	133859880	133863311	1	3432	22979.1225	92	1	PHF15		PHF15	PHF15	0.5714	92	1
3_MACS_peak_7702_lociStitched	chr19	2269367	2273839	3	3770	19953.6168	93	1	OAZ1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,JSRP1,C19orf35,LINGO3	OAZ1	OAZ1	1.5771	93	1
1_MACS_peak_15750_lociStitched	chr8	102215528	102219249	1	3722	20074.4229	94	1	ZNF706		ZNF706	ZNF706	1.1772	94	1
1_MACS_peak_6908_lociStitched	chr17	44269012	44272329	1	3318	23321.1636	95	1	LOC644246,KIAA1267		LOC644246	LOC644246	1.9416	95	1
1_MACS_peak_14311_lociStitched	chr6	136609408	136612097	1	2690	26985.1906	96	1	BCLAF1	FAM54A	BCLAF1	BCLAF1	0.6921	96	1
1_MACS_peak_3090_lociStitched	chr11	95522099	95524523	1	2425	27960.84	98	1	CEP57,FAM76B		CEP57	CEP57	0.6134	98	1
2_MACS_peak_5307_lociStitched	chr15	45018186	45022471	2	4280	12538.3385	99	1		B2M,TRIM69,PATL2	TRIM69	B2M	1.5771	99	1
1_MACS_peak_12670_lociStitched	chr5	32172532	32175327	1	2796	26070.3625	100	1	GOLPH3		GOLPH3	GOLPH3	0.5833	100	1
3_MACS_peak_10393_lociStitched	chr21	36258092	36262670	3	4137	14485.7076	101	1	RUNX1		RUNX1	RUNX1	0.1952	101	1
4_MACS_peak_10255_lociStitched	chr20	57463470	57468283	4	4212	13268.9597	102	1	GNAS	GNAS-AS	GNAS	GNAS	0.3271	102	1
2_MACS_peak_8233_lociStitched	chr19	39339910	39343762	2	3536	20628.2304	103	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	1.0508	103	1
2_MACS_peak_14260_lociStitched	chr6	119667958	119672181	2	3943	16456.6087	104	1	MAN1A1		MAN1A1	MAN1A1	0.2848	104	1
1_MACS_peak_9030_lociStitched	chr2	70312759	70316084	1	3326	21973.2625	105	1	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	2.0918	105	1
1_MACS_peak_3420_lociStitched	chr12	12875382	12879417	1	4036	14525.193	106	1	APOLD1	CDKN1B,MIR613,GPR19	APOLD1	CDKN1B	2.3226	106	1
1_MACS_peak_2751_lociStitched	chr11	62606478	62610263	1	3786	17315.618	107	1	WDR74	SLC3A2,TMEM223,NXF1,STX5,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	WDR74	1.8449	107	1
2_MACS_peak_15862_lociStitched	chr8	128746987	128751057	2	4062	13745.204	108	1	MYC		MYC	MYC	1.1274	108	1
4_MACS_peak_16528_lociStitched	chr9	132646975	132651340	4	4164	12120.732	109	1	FNBP1	USP20,C9orf78	USP20	C9orf78	0.5159	109	1
3_MACS_peak_17157_lociStitched	chrX	153235583	153239268	3	3465	20311.72	110	1	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	TMEM187	TMEM187	1.3485	110	1
3_MACS_peak_11943_lociStitched	chr3	195632339	195636564	3	4133	12596.415	111	1	TNK2	TNK2	TNK2	TNK2	0.3718	111	1
2_MACS_peak_7965_lociStitched	chr19	13260658	13265079	2	4141	12450.8623	112	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	IER2	1.0504	112	1
3_MACS_peak_7692_lociStitched	chr19	2093803	2097913	3	3768	17362.284	113	1	IZUMO4,MOBKL2A	MKNK2	MOBKL2A	MOBKL2A	1.5028	113	1
1_MACS_peak_10817_lociStitched	chr22	38900431	38903321	1	2891	24244.499	114	1	DDX17	KDELR3,KCNJ4,DDX17	DDX17	DDX17	0.8467	114	1
1_MACS_peak_16220_lociStitched	chr9	86321768	86324113	1	2346	26967.7345	115	1	UBQLN1		UBQLN1	UBQLN1	0.5762	115	1
1_MACS_peak_7975_lociStitched	chr19	13956666	13959033	1	2368	26766.2727	116	1		MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	MIR23A	0.7252	116	1
1_MACS_peak_2234_lociStitched	chr10	104153461	104156366	1	2906	23885.2005	117	1	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	NFKB2	1.506	117	1
1_MACS_peak_4426_lociStitched	chr13	50697405	50700651	1	3247	21407.37	118	1	DLEU2	DLEU1,ST13P4	DLEU2	DLEU2	0.2752	118	1
3_MACS_peak_5933_lociStitched	chr16	21528136	21532157	3	3572	18521.5302	119	1	SLC7A5P2	LOC100271836	SLC7A5P2	SLC7A5P2	1.6469	119	1
3_MACS_peak_8282_lociStitched	chr19	41768449	41771494	3	2876	23790.8895	120	1	HNRNPUL1	AXL,CCDC97	HNRNPUL1	HNRNPUL1	1.0139	120	1
1_MACS_peak_15757_lociStitched	chr8	103665702	103669475	1	3774	16345.7679	121	1	KLF10		KLF10	KLF10	1.2039	121	1
1_MACS_peak_6477_lociStitched	chr17	7737201	7740305	1	3105	22093.9616	122	1		KDM6B,TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	KDM6B	1.6692	122	1
4_MACS_peak_7614_lociStitched	chr19	659754	663830	4	3995	13051.352	123	1	RNF126	FGF22,FSTL3,PALM,POLRMT,PRSSL1	RNF126	RNF126	0.6371	123	1
1_MACS_peak_5409_lociStitched	chr15	63795245	63798112	1	2868	23564.7331	124	1	USP3		USP3	USP3	0.4081	124	1
1_MACS_peak_10924_lociStitched	chr22	44419623	44423546	1	3924	14001.187	125	1	PARVB		PARVB	PARVB	0.1725	125	1
5_MACS_peak_9645_lociStitched	chr2	201988122	201992817	5	4115	10760.001	126	1	CFLAR		CFLAR	CFLAR	0.7496	126	1
1_MACS_peak_1197_lociStitched	chr1	161013876	161017624	1	3749	15811.6876	127	1	USF1,ARHGAP30	F11R,TSTD1,PVRL4	USF1	USF1	1.1249	127	1
1_MACS_peak_8487_lociStitched	chr19	50379053	50381689	1	2637	24577.5368	128	1	TBC1D17,AKT1S1	PTOV1,PNKP,IL4I1	AKT1S1	AKT1S1	1.864	128	1
2_MACS_peak_13301_lociStitched	chr5	154133925	154137429	2	3368	19508.1696	129	1	LARP1		LARP1	LARP1	0.3348	129	1
4_MACS_peak_12731_lociStitched	chr5	43039526	43043553	4	3579	17506.9798	130	1	LOC153684,C5orf39	LOC648987,LOC100132356	LOC153684	LOC153684	1.5062	130	1
1_MACS_peak_630_lociStitched	chr1	59247727	59251185	1	3459	18636.5452	132	1	LOC100131060,JUN		JUN	JUN	1.5059	132	1
3_MACS_peak_15589_lociStitched	chr8	61821143	61825028	3	3398	19087.782	133	1			LOC100130298	LOC100130298	NONE	133	1
4_MACS_peak_5489_lociStitched	chr15	70387474	70392030	4	3871	13755.4752	134	1	TLE3	MIR629	TLE3	TLE3	0.4523	134	1
2_MACS_peak_8020_lociStitched	chr19	16186499	16190594	2	3814	14395.1535	135	1	TPM4	FLJ25328,RAB8A	TPM4	TPM4	0.5075	135	1
2_MACS_peak_17054_lociStitched	chrX	123093346	123097443	2	3964	12100.0798	136	1	STAG2		STAG2	STAG2	0.1584	136	1
1_MACS_peak_4687_lociStitched	chr14	50099889	50102868	1	2980	22050.2601	137	1	C14orf104	PPIL5,MGAT2,RPS29,RPL36AL	C14orf104	C14orf104	1.6292	137	1
4_MACS_peak_4488_lociStitched	chr13	97873914	97878006	4	4023	10695.6696	138	1	MBNL2		MBNL2	MBNL2	0.1407	138	1
1_MACS_peak_3189_lociStitched	chr11	118306100	118309764	1	3665	15803.5648	139	1	MLL	ATP5L	MLL	ATP5L	0.5226	139	1
2_MACS_peak_2806_lociStitched	chr11	64899498	64903254	2	3525	17238.9132	140	1	SYVN1	ZFPL1,C11orf2,TM7SF2,MRPL49,SPDYC,CAPN1,CDCA5,ZNHIT2,FAU	SYVN1	SYVN1	1.2277	140	1
2_MACS_peak_5942_lociStitched	chr16	22200217	22203785	2	3369	18725.9344	141	1		EEF2K	EEF2K	EEF2K	0.1761	141	1
2_MACS_peak_3194_lociStitched	chr11	118660169	118663449	2	3272	19541.584	142	1	DDX6		DDX6	DDX6	0.459	142	1
1_MACS_peak_16363_lociStitched	chr9	113017403	113020490	1	3088	20969.6823	143	1	TXN	C9orf152	TXN	TXN	1.0586	143	1
3_MACS_peak_5169_lociStitched	chr15	31555107	31559314	3	3932	11891.5062	144	1			KLF13	KLF13	1.504	144	1
1_MACS_peak_8832_lociStitched	chr2	43451236	43455107	1	3872	12337.2641	145	1	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	1.5197	145	1
3_MACS_peak_14472_lociStitched	chr6	163834045	163837856	3	3708	14507.3337	146	1	QKI,LOC100526820		QKI	QKI	0.1472	146	1
1_MACS_peak_12982_lociStitched	chr5	98263479	98265833	1	2355	24900.8474	147	1	LOC100289230	CHD1	LOC100289230	LOC100289230	2.2085	147	1
1_MACS_peak_15386_lociStitched	chr8	12610873	12613994	1	3122	20169.7746	148	1	LONRF1	MIR3926-2,MIR3926-1	LONRF1	LONRF1	0.5948	148	1
3_MACS_peak_8398_lociStitched	chr19	47287515	47291865	3	3899	11569.26	149	1	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	STRN4	0.5894	149	1
1_MACS_peak_6572_lociStitched	chr17	19090639	19094246	1	3608	15421.3678	151	1		EPN2	EPN2	EPN2	0.1456	151	1
1_MACS_peak_13967_lociStitched	chr6	42749412	42751981	1	2570	23527.6727	152	1		KIAA0240,TBCC	TBCC	TBCC	0.8201	152	1
1_MACS_peak_6440_lociStitched	chr17	6915354	6918926	1	3573	15542.1292	153	1	RNASEK,C17orf49	ALOX12,BCL6B,SLC16A13,MIR195,MIR497,SLC16A11	C17orf49	MIR195	1.3983	153	1
2_MACS_peak_15962_lociStitched	chr9	2014493	2018316	2	3711	13801.03	154	1	SMARCA2		SMARCA2	SMARCA2	0.1793	154	1
1_MACS_peak_17120_lociStitched	chrX	148584241	148587154	1	2914	21291.9909	155	1	IDS	CXorf40A,LOC100131434	IDS	LOC100131434	1.22	155	1
2_MACS_peak_1942_lociStitched	chr10	43902077	43905258	2	2951	21029.591	156	1	HNRNPF	FXYD4,ZNF487P,HNRNPF	HNRNPF	HNRNPF	0.9636	156	1
1_MACS_peak_5591_lociStitched	chr15	81291986	81294812	1	2827	21857.9796	157	1	MESDC1	MESDC2	MESDC1	MESDC1	1.801	157	1
2_MACS_peak_8158_lociStitched	chr19	33863211	33865699	2	2316	24590.6456	158	1	CEBPG		CEBPG	CEBPG	1.381	158	1
2_MACS_peak_13641_lociStitched	chr6	24718965	24722164	2	3062	20085.5613	159	1	C6orf62		C6orf62	C6orf62	0.9237	159	1
1_MACS_peak_5305_lociStitched	chr15	45002583	45005450	1	2868	21349.9756	160	1	B2M	TRIM69,SPG11,PATL2	B2M	B2M	1.5771	160	1
1_MACS_peak_2786_lociStitched	chr11	64051430	64053642	1	2213	24802.2712	161	1	GPR137,BAD	VEGFB,FKBP2,PLCB3,KCNK4,C11orf20,ESRRA,PRDX5,PPP1R14B,TRMT112	GPR137	GPR137	1.7437	161	1
1_MACS_peak_9637_lociStitched	chr2	201727587	201729922	1	2336	24223.9905	162	1	CLK1	NIF3L1,PPIL3	CLK1	CLK1	1.2431	162	1
2_MACS_peak_1698_lociStitched	chr1	245132764	245135394	2	2617	22627.731	163	1	EFCAB2		EFCAB2	EFCAB2	0.2455	163	1
4_MACS_peak_1172_lociStitched	chr1	159891168	159895518	4	3649	13568.085	164	1	TAGLN2	CCDC19,IGSF9,SLAMF9	TAGLN2	TAGLN2	0.8677	164	1
2_MACS_peak_12722_lociStitched	chr5	42991538	42995120	2	3311	17112.6468	165	1		LOC153684,LOC648987,C5orf39	LOC648987	C5orf39	1.7621	165	1
1_MACS_peak_7654_lociStitched	chr19	1258988	1262538	1	3551	14442.465	166	1	MIDN	ATP5D,CIRBP,C19orf24,EFNA2,C19orf26,C19orf23	CIRBP	CIRBP	2.0498	166	1
2_MACS_peak_10413_lociStitched	chr21	38737856	38741014	2	3079	19051.8982	167	1	DYRK1A		DYRK1A	DYRK1A	0.1957	167	1
1_MACS_peak_13754_lociStitched	chr6	30582879	30586388	1	3510	14833.2448	168	1	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	PPP1R10	0.683	168	1
2_MACS_peak_16333_lociStitched	chr9	108006245	108010287	2	3556	14253.3046	169	1	SLC44A1		SLC44A1	SLC44A1	0.272	169	1
2_MACS_peak_16217_lociStitched	chr9	82185378	82188906	2	3207	17848.5048	170	1	TLE4		TLE4	TLE4	0.2168	170	1
1_MACS_peak_12580_lociStitched	chr4	185393400	185396919	1	3520	14554.584	171	1	IRF2		IRF2	IRF2	0.4544	171	1
3_MACS_peak_10464_lociStitched	chr21	44844885	44848242	3	3331	16580.8944	172	1	SIK1	C21orf125,C21orf84	SIK1	SIK1	1.3382	172	1
