REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM25.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
1_MACS_peak_12612_lociStitched	chr5	9991	11816	1	1826	30309.965	21	1			PLEKHG4B	21	1
5_MACS_peak_15518_lociStitched	chr8	38238598	38244812	5	5311	30278.3364	22	1	LETM2,WHSC1L1		WHSC1L1	22	1
1_MACS_peak_2694_lociStitched	chr11	58344289	58347764	1	3476	30084.8125	23	1	ZFP91-CNTF,ZFP91,LPXN	CNTF,LPXN	LPXN	23	1
1_MACS_peak_5718_lociStitched	chr15	93424577	93428308	1	3732	29880.4597	24	1	LOC100507217	CHD2,MIR3175	LOC100507217	24	1
1_MACS_peak_13010_lociStitched	chr5	107715866	107719049	1	3184	28670.5542	25	1	FBXL17		FBXL17	25	1
1_MACS_peak_15745_lociStitched	chr8	101962479	101966001	1	3523	28143.5976	26	1	YWHAZ		YWHAZ	26	1
1_MACS_peak_3090_lociStitched	chr11	95522099	95524523	1	2425	27960.84	27	1	CEP57,FAM76B		CEP57	27	1
4_MACS_peak_5545_lociStitched	chr15	75742719	75748878	4	5707	27262.8135	28	1	SIN3A		SIN3A	28	1
1_MACS_peak_14311_lociStitched	chr6	136609408	136612097	1	2690	26985.1906	29	1	BCLAF1	FAM54A	BCLAF1	29	1
1_MACS_peak_16220_lociStitched	chr9	86321768	86324113	1	2346	26967.7345	30	1	UBQLN1		UBQLN1	30	1
1_MACS_peak_7975_lociStitched	chr19	13956666	13959033	1	2368	26766.2727	31	1		MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	31	1
1_MACS_peak_16155_lociStitched	chr9	66454643	66459086	1	4444	26707.3173	32	1		LOC442421	LOC442421	32	1
5_MACS_peak_4131_lociStitched	chr12	122237626	122243015	5	5029	26677.7056	33	1	SETD1B,LOC338799	RHOF	LOC338799	33	1
2_MACS_peak_1722_lociStitched	chr10	3824429	3828603	2	4157	26388.4454	34	1	KLF6		KLF6	34	1
1_MACS_peak_12670_lociStitched	chr5	32172532	32175327	1	2796	26070.3625	35	1	GOLPH3		GOLPH3	35	1
1_MACS_peak_5357_lociStitched	chr15	52969939	52973382	1	3444	26028.3914	36	1	KIAA1370		KIAA1370	36	1
2_MACS_peak_8404_lociStitched	chr19	47614116	47617655	2	3432	25318.7138	37	1	ZC3H4	SAE1	ZC3H4	37	1
2_MACS_peak_8089_lociStitched	chr19	18390141	18393628	2	3223	25300.2772	38	1	MIR3188,JUND	PDE4C,LOC729966,KIAA1683,LSM4	JUND	38	1
1_MACS_peak_16320_lociStitched	chr9	102581148	102585393	1	4246	25067.1495	39	1	NR4A3	NR4A3	NR4A3	39	1
1_MACS_peak_12982_lociStitched	chr5	98263479	98265833	1	2355	24900.8474	40	1	LOC100289230	CHD1	LOC100289230	40	1
1_MACS_peak_2786_lociStitched	chr11	64051430	64053642	1	2213	24802.2712	41	1	GPR137,BAD	VEGFB,FKBP2,PLCB3,KCNK4,C11orf20,ESRRA,PRDX5,PPP1R14B,TRMT112	GPR137	41	1
2_MACS_peak_8450_lociStitched	chr19	49375386	49380008	2	4202	24785.475	42	1	PPP1R15A	NUCB1,HSD17B14,PLEKHA4,TULP2	PPP1R15A	42	1
2_MACS_peak_8158_lociStitched	chr19	33863211	33865699	2	2316	24590.6456	43	1	CEBPG		CEBPG	43	1
1_MACS_peak_8487_lociStitched	chr19	50379053	50381689	1	2637	24577.5368	44	1	TBC1D17,AKT1S1	PTOV1,PNKP,IL4I1	AKT1S1	44	1
3_MACS_peak_12771_lociStitched	chr5	56109061	56113804	3	4133	24481.4688	45	1	MAP3K1		MAP3K1	45	1
1_MACS_peak_15480_lociStitched	chr8	29939266	29941372	1	2107	24352.0992	46	1	TMEM66	LEPROTL1	TMEM66	46	1
1_MACS_peak_10817_lociStitched	chr22	38900431	38903321	1	2891	24244.499	47	1	DDX17	KDELR3,KCNJ4,DDX17	DDX17	47	1
1_MACS_peak_9637_lociStitched	chr2	201727587	201729922	1	2336	24223.9905	48	1	CLK1	NIF3L1,PPIL3	CLK1	48	1
1_MACS_peak_2234_lociStitched	chr10	104153461	104156366	1	2906	23885.2005	49	1	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	49	1
3_MACS_peak_13278_lociStitched	chr5	150457644	150463480	3	5686	23816.1324	50	1	TNIP1		TNIP1	50	1
3_MACS_peak_8282_lociStitched	chr19	41768449	41771494	3	2876	23790.8895	51	1	HNRNPUL1	AXL,CCDC97	HNRNPUL1	51	1
3_MACS_peak_7688_lociStitched	chr19	2083017	2088536	3	5109	23662.7125	52	1	MOBKL2A	IZUMO4,MKNK2	MOBKL2A	52	1
1_MACS_peak_5409_lociStitched	chr15	63795245	63798112	1	2868	23564.7331	53	1	USP3		USP3	53	1
1_MACS_peak_13967_lociStitched	chr6	42749412	42751981	1	2570	23527.6727	54	1		KIAA0240,TBCC	TBCC	54	1
1_MACS_peak_177_lociStitched	chr1	16992789	16994205	1	1417	23479.9704	55	1		MST1P2,CROCCP2	MST1P2	55	1
2_MACS_peak_1659_lociStitched	chr1	234743014	234748410	2	5361	23415.4024	56	1	IRF2BP2	NCRNA00184	IRF2BP2	56	1
3_MACS_peak_15190_lociStitched	chr7	130790192	130796258	3	5812	23353.4934	57	1	MKLN1,FLJ43663		FLJ43663	57	1
1_MACS_peak_6908_lociStitched	chr17	44269012	44272329	1	3318	23321.1636	58	1	LOC644246,KIAA1267		LOC644246	58	1
1_MACS_peak_16365_lociStitched	chr9	114244859	114247141	1	2283	23273.2052	59	1	KIAA0368	ZNF483	KIAA0368	59	1
2_MACS_peak_5719_lociStitched	chr15	93443188	93448637	2	5377	23223.0931	60	1	CHD2,MIR3175	LOC100507217	MIR3175	60	1
1_MACS_peak_179_lociStitched	chr1	17066295	17067663	1	1369	23220.432	61	1		ESPNP,MST1P9	ESPNP	61	1
3_MACS_peak_13556_lociStitched	chr6	7905780	7912448	3	6575	23148.6288	62	1	MUTED-TXNDC5,TXNDC5		TXNDC5	62	1
1_MACS_peak_5686_lociStitched	chr15	90642653	90646357	1	3705	23106.6632	63	1	IDH2		IDH2	63	1
1_MACS_peak_13124_lociStitched	chr5	133560786	133562975	1	2190	23056.9559	64	1	MIR3661,PPP2CA	SKP1	PPP2CA	64	1
1_MACS_peak_13130_lociStitched	chr5	133859880	133863311	1	3432	22979.1225	65	1	PHF15		PHF15	65	1
4_MACS_peak_2946_lociStitched	chr11	69061382	69066407	4	4664	22840.635	66	1	MYEOV		MYEOV	66	1
1_MACS_peak_3777_lociStitched	chr12	62995844	62997984	1	2141	22733.22	67	1	MIRLET7I,C12orf61		C12orf61	67	1
3_MACS_peak_12778_lociStitched	chr5	56467992	56472718	3	4465	22725.9162	68	1	GPBP1	GPBP1	GPBP1	68	1
2_MACS_peak_1698_lociStitched	chr1	245132764	245135394	2	2617	22627.731	69	1	EFCAB2		EFCAB2	69	1
1_MACS_peak_13246_lociStitched	chr5	142781464	142785558	1	4095	22623.8534	70	1	NR3C1		NR3C1	70	1
2_MACS_peak_6056_lociStitched	chr16	30668165	30671696	2	3531	22574.7423	71	1		PRR14,FBRS,SRCAP,ZNF689	FBRS	71	1
1_MACS_peak_16620_lociStitched	chr9	139376718	139379156	1	2439	22554.6694	72	1	C9orf163,SEC16A	INPP5E	C9orf163	72	1
1_MACS_peak_3178_lociStitched	chr11	116968087	116970244	1	2158	22505.7066	73	1	SIK3	PAFAH1B2	SIK3	73	1
2_MACS_peak_12968_lociStitched	chr5	95294436	95298373	2	3640	22433.026	74	1	ELL2		ELL2	74	1
1_MACS_peak_6477_lociStitched	chr17	7737201	7740305	1	3105	22093.9616	75	1		KDM6B,TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	75	1
1_MACS_peak_4687_lociStitched	chr14	50099889	50102868	1	2980	22050.2601	76	1	C14orf104	PPIL5,MGAT2,RPS29,RPL36AL	C14orf104	76	1
4_MACS_peak_1013_lociStitched	chr1	150548131	150552948	4	4448	22005.0194	77	1	MCL1	ADAMTSL4,MIR4257,ENSA	MCL1	77	1
3_MACS_peak_9800_lociStitched	chr2	232570610	232576039	3	5246	22004.2799	78	1	PTMA	MIR1244-1	PTMA	78	1
1_MACS_peak_9030_lociStitched	chr2	70312759	70316084	1	3326	21973.2625	79	1	PCBP1,LOC400960	LOC100133985	PCBP1	79	1
1_MACS_peak_85_lociStitched	chr1	6660559	6664327	1	3769	21900.7464	80	1	KLHL21	TAS1R1,ZBTB48,PHF13,THAP3,NOL9	KLHL21	80	1
1_MACS_peak_5591_lociStitched	chr15	81291986	81294812	1	2827	21857.9796	81	1	MESDC1	MESDC2	MESDC1	81	1
1_MACS_peak_6478_lociStitched	chr17	7744543	7748296	1	3754	21756.5163	82	1	KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	82	1
1_MACS_peak_13627_lociStitched	chr6	16759722	16763865	1	4144	21630.603	83	1	ATXN1		ATXN1	83	1
3_MACS_peak_15856_lociStitched	chr8	126441238	126447642	3	5887	21616.702	84	1	TRIB1		TRIB1	84	1
1_MACS_peak_12081_lociStitched	chr4	15002890	15007160	1	4271	21514.822	85	1	CPEB2		CPEB2	85	1
2_MACS_peak_9174_lociStitched	chr2	89156577	89162135	2	5445	21412.195	86	1			ANKRD36BP2	86	1
1_MACS_peak_4426_lociStitched	chr13	50697405	50700651	1	3247	21407.37	87	1	DLEU2	DLEU1,ST13P4	DLEU2	87	1
1_MACS_peak_5305_lociStitched	chr15	45002583	45005450	1	2868	21349.9756	88	1	B2M	TRIM69,SPG11,PATL2	B2M	88	1
1_MACS_peak_17120_lociStitched	chrX	148584241	148587154	1	2914	21291.9909	89	1	IDS	CXorf40A,LOC100131434	IDS	89	1
1_MACS_peak_16202_lociStitched	chr9	74978547	74981125	1	2579	21267.4688	90	1	ZFAND5		ZFAND5	90	1
1_MACS_peak_5920_lociStitched	chr16	19078277	19079905	1	1629	21260.052	91	1	COQ7	ITPRIPL2	COQ7	91	1
1_MACS_peak_5984_lociStitched	chr16	28833812	28836450	1	2639	21102.1534	92	1	ATXN2L	SH2B1,TUFM	ATXN2L	92	1
2_MACS_peak_1942_lociStitched	chr10	43902077	43905258	2	2951	21029.591	93	1	HNRNPF	FXYD4,ZNF487P,HNRNPF	HNRNPF	93	1
1_MACS_peak_16363_lociStitched	chr9	113017403	113020490	1	3088	20969.6823	94	1	TXN	C9orf152	TXN	94	1
4_MACS_peak_10690_lociStitched	chr22	29194167	29198222	4	3807	20882.0335	95	1	XBP1	CCDC117	XBP1	95	1
1_MACS_peak_16077_lociStitched	chr9	35071278	35073000	1	1723	20866.8516	96	1	VCP	C9orf131,FANCG,PIGO,STOML2,KIAA1539	VCP	96	1
1_MACS_peak_16303_lociStitched	chr9	100394253	100396772	1	2520	20736.408	97	1	NCBP1,TSTD2		NCBP1	97	1
4_MACS_peak_8031_lociStitched	chr19	16434655	16439935	4	5152	20702.88	98	1	KLF2		KLF2	98	1
2_MACS_peak_8233_lociStitched	chr19	39339910	39343762	2	3536	20628.2304	99	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	99	1
1_MACS_peak_2984_lociStitched	chr11	72524322	72527093	1	2772	20540.0375	100	1	ATG16L2	STARD10	ATG16L2	100	1
1_MACS_peak_1595_lociStitched	chr1	228269708	228271624	1	1917	20532.814	101	1	ARF1	MIR3620,C1orf35,MRPL55	ARF1	101	1
3_MACS_peak_3466_lociStitched	chr12	26274155	26279845	3	5447	20435.066	102	1	BHLHE41		BHLHE41	102	1
3_MACS_peak_17157_lociStitched	chrX	153235583	153239268	3	3465	20311.72	103	1	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	TMEM187	103	1
2_MACS_peak_2279_lociStitched	chr10	111967355	111971882	2	4524	20250.6291	104	1	MXI1	MXI1	MXI1	104	1
4_MACS_peak_9153_lociStitched	chr2	88922654	88928088	4	4946	20186.2232	105	1	EIF2AK3		EIF2AK3	105	1
2_MACS_peak_15179_lociStitched	chr7	129588803	129592995	2	4060	20174.8384	106	1	UBE2H		UBE2H	106	1
1_MACS_peak_15386_lociStitched	chr8	12610873	12613994	1	3122	20169.7746	107	1	LONRF1	MIR3926-2,MIR3926-1	LONRF1	107	1
1_MACS_peak_8371_lociStitched	chr19	45970325	45973080	1	2756	20157.233	108	1	FOSB	PPM1N,VASP,ERCC1,RTN2	FOSB	108	1
3_MACS_peak_5560_lociStitched	chr15	76627538	76634414	3	6634	20107.4868	109	1	ISL2	ETFA	ISL2	109	1
2_MACS_peak_13641_lociStitched	chr6	24718965	24722164	2	3062	20085.5613	110	1	C6orf62		C6orf62	110	1
1_MACS_peak_15750_lociStitched	chr8	102215528	102219249	1	3722	20074.4229	111	1	ZNF706		ZNF706	111	1
1_MACS_peak_12746_lociStitched	chr5	49961664	49964546	1	2883	20061.0256	112	1	PARP8		PARP8	112	1
1_MACS_peak_8517_lociStitched	chr19	54692895	54695811	1	2917	20027.9628	113	1	TSEN34,MBOAT7	RPS9,LENG1,TMC4,LILRB3	TSEN34	113	1
3_MACS_peak_7702_lociStitched	chr19	2269367	2273839	3	3770	19953.6168	114	1	OAZ1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,JSRP1,C19orf35,LINGO3	OAZ1	114	1
1_MACS_peak_181_lociStitched	chr1	17230318	17232113	1	1796	19911.3965	115	1		CROCC	CROCC	115	1
4_MACS_peak_16817_lociStitched	chrX	48772616	48777429	4	4345	19817.5275	116	1	PIM2	PQBP1,TIMM17B,SLC35A2,OTUD5	PIM2	116	1
1_MACS_peak_15246_lociStitched	chr7	140623484	140625417	1	1934	19775.1699	117	1	BRAF		BRAF	117	1
2_MACS_peak_3194_lociStitched	chr11	118660169	118663449	2	3272	19541.584	118	1	DDX6		DDX6	118	1
2_MACS_peak_13301_lociStitched	chr5	154133925	154137429	2	3368	19508.1696	119	1	LARP1		LARP1	119	1
1_MACS_peak_8483_lociStitched	chr19	50320375	50322333	1	1959	19438.045	120	1	MED25	PTOV1,FUZ,PNKP	MED25	120	1
1_MACS_peak_16306_lociStitched	chr9	100683952	100685700	1	1749	19332.006	121	1	C9orf156	HEMGN	C9orf156	121	1
2_MACS_peak_6750_lociStitched	chr17	36857179	36862392	2	5209	19159.3389	122	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	122	1
1_MACS_peak_2642_lociStitched	chr11	46638055	46639794	1	1740	19125.0003	123	1	ATG13,HARBI1	AMBRA1	ATG13	123	1
1_MACS_peak_13162_lociStitched	chr5	137877883	137880172	1	2290	19123.2216	124	1	ETF1	SNORD63,HSPA9	ETF1	124	1
3_MACS_peak_15589_lociStitched	chr8	61821143	61825028	3	3398	19087.782	125	1			LOC100130298	125	1
2_MACS_peak_10413_lociStitched	chr21	38737856	38741014	2	3079	19051.8982	126	1	DYRK1A		DYRK1A	126	1
1_MACS_peak_13152_lociStitched	chr5	137088528	137091227	1	2700	19022.8219	127	1	HNRNPA0	NPY6R,KLHL3	HNRNPA0	127	1
1_MACS_peak_11175_lociStitched	chr3	39192751	39195440	1	2690	18935.938	128	1	CSRNP1	TTC21A,GORASP1,XIRP1	CSRNP1	128	1
1_MACS_peak_5260_lociStitched	chr15	41407528	41409391	1	1864	18926.4033	129	1	INO80		INO80	129	1
1_MACS_peak_40_lociStitched	chr1	1622888	1625280	1	2393	18882.6872	130	1	CDK11B,SLC35E2B	CDK11A	SLC35E2B	130	1
1_MACS_peak_13120_lociStitched	chr5	132386510	132388840	1	2331	18819.876	131	1	HSPA4	ZCCHC10	HSPA4	131	1
2_MACS_peak_8754_lociStitched	chr2	30368524	30371485	2	2730	18735.4314	132	1	YPEL5		YPEL5	132	1
2_MACS_peak_5942_lociStitched	chr16	22200217	22203785	2	3369	18725.9344	133	1		EEF2K	EEF2K	133	1
1_MACS_peak_630_lociStitched	chr1	59247727	59251185	1	3459	18636.5452	134	1	LOC100131060,JUN		JUN	134	1
2_MACS_peak_9643_lociStitched	chr2	201980381	201984862	2	4390	18601.9753	135	1	CFLAR	NDUFB3,FAM126B	CFLAR	135	1
3_MACS_peak_5933_lociStitched	chr16	21528136	21532157	3	3572	18521.5302	136	1	SLC7A5P2	LOC100271836	SLC7A5P2	136	1
3_MACS_peak_15080_lociStitched	chr7	104581355	104586319	3	4279	18444.7348	137	1		LOC723809	LOC723809	137	1
6_MACS_peak_10607_lociStitched	chr22	23229963	23237603	6	7353	18339.82	138	1	IGLL5		IGLL5	138	1
1_MACS_peak_13163_lociStitched	chr5	137910192	137911795	1	1604	18293.436	139	1	HSPA9	ETF1,SNORD63	HSPA9	139	1
1_MACS_peak_7101_lociStitched	chr17	62501094	62503830	1	2737	18267.1776	140	1	CCDC45,DDX5	C17orf60,POLG2	DDX5	140	1
1_MACS_peak_4806_lociStitched	chr14	70233296	70234808	1	1513	18211.5864	141	1	SRSF5,LOC100289511	SLC10A1	SRSF5	141	1
2_MACS_peak_4780_lociStitched	chr14	64969320	64972065	2	2714	18193.5855	142	1	ZBTB1,ZBTB25	AKAP5,HSPA2,C14orf50	ZBTB25	142	1
1_MACS_peak_2608_lociStitched	chr11	33278278	33280667	1	2390	18125.343	143	1	HIPK3		HIPK3	143	1
1_MACS_peak_3069_lociStitched	chr11	85374565	85376689	1	2125	18051.6636	144	1	CREBZF	TMEM126B,TMEM126A,DLG2,CCDC89,SYTL2	CREBZF	144	1
1_MACS_peak_180_lociStitched	chr1	17221529	17223295	1	1767	18045.6944	145	1		CROCC	CROCC	145	1
1_MACS_peak_16984_lociStitched	chrX	106958335	106961262	1	2928	18028.2711	146	1	TSC22D3		TSC22D3	146	1
1_MACS_peak_15760_lociStitched	chr8	103874728	103877265	1	2538	18007.1186	147	1	AZIN1		AZIN1	147	1
2_MACS_peak_12355_lociStitched	chr4	103746699	103749836	2	2932	17995.7142	148	1	UBE2D3	CISD2	UBE2D3	148	1
1_MACS_peak_1894_lociStitched	chr10	32635067	32636554	1	1488	17991.5104	149	1	EPC1		EPC1	149	1
1_MACS_peak_8012_lociStitched	chr19	15489338	15491377	1	2040	17971.5421	150	1	AKAP8,AKAP8L		AKAP8	150	1
3_MACS_peak_14124_lociStitched	chr6	89789444	89792551	3	3064	17953.1781	151	1	PNRC1	SRSF12	PNRC1	151	1
3_MACS_peak_8100_lociStitched	chr19	18630204	18633685	3	3019	17913.5741	152	1	ELL	C19orf50,UBA52,FKBP8	ELL	152	1
4_MACS_peak_3416_lociStitched	chr12	12867186	12872545	4	4278	17901.7395	153	1	CDKN1B	APOLD1,MIR613,GPR19	CDKN1B	153	1
1_MACS_peak_3457_lociStitched	chr12	25538088	25540340	1	2253	17892.3652	154	1			KRAS	154	1
1_MACS_peak_13483_lociStitched	chr6	290570	293691	1	3122	17875.8396	155	1	DUSP22		DUSP22	155	1
2_MACS_peak_2612_lociStitched	chr11	34072501	34075389	2	2775	17866.612	156	1	CAPRIN1		CAPRIN1	156	1
2_MACS_peak_16217_lociStitched	chr9	82185378	82188906	2	3207	17848.5048	157	1	TLE4		TLE4	157	1
1_MACS_peak_5072_lociStitched	chr14	105947193	105949199	1	2007	17812.277	158	1		CRIP2,CRIP1,C14orf80,TMEM121	CRIP1	158	1
1_MACS_peak_16314_lociStitched	chr9	101983331	101985501	1	2171	17797.689	159	1	SEC61B,ALG2		SEC61B	159	1
1_MACS_peak_10889_lociStitched	chr22	41841909	41844676	1	2768	17785.1692	160	1	TOB2	ACO2,PHF5A	TOB2	160	1
1_MACS_peak_8253_lociStitched	chr19	40323489	40325108	1	1620	17710.4029	161	1	DYRK1B,FBL		DYRK1B	161	1
1_MACS_peak_2791_lociStitched	chr11	64545102	64547427	1	2326	17650.47	162	1	SF1	RASGRP2,PYGM,MAP4K2,MEN1	SF1	162	1
2_MACS_peak_10054_lociStitched	chr20	34329036	34332136	2	2609	17631.56	163	1	RBM39	ROMO1,PHF20,NFS1	RBM39	163	1
2_MACS_peak_10072_lociStitched	chr20	35201086	35203922	2	2648	17626.3072	164	1	TGIF2,TGIF2-C20ORF24	MYL9,C20orf24	TGIF2	164	1
1_MACS_peak_9534_lociStitched	chr2	178127841	178130497	1	2657	17589.6256	165	1	NFE2L2	MIR3128	NFE2L2	165	1
1_MACS_peak_16275_lociStitched	chr9	96928218	96929733	1	1516	17574	166	1		MIRLET7A1,MIRLET7F1,MIRLET7D	MIRLET7A1	166	1
2_MACS_peak_11241_lociStitched	chr3	47323164	47325221	2	2041	17547.2385	167	1	KLHL18,KIF9		KLHL18	167	1
1_MACS_peak_5960_lociStitched	chr16	24550214	24552179	1	1966	17545.2885	168	1	RBBP6		RBBP6	168	1
1_MACS_peak_13012_lociStitched	chr5	108062968	108065100	1	2133	17544.4412	169	1		FER	FER	169	1
4_MACS_peak_12731_lociStitched	chr5	43039526	43043553	4	3579	17506.9798	170	1	LOC153684,C5orf39	LOC648987,LOC100132356	LOC153684	170	1
1_MACS_peak_3062_lociStitched	chr11	82903774	82906205	1	2432	17499.3104	171	1	ANKRD42	PCF11	ANKRD42	171	1
1_MACS_peak_2898_lociStitched	chr11	66884955	66887789	1	2835	17473.5938	172	1	KDM2A		KDM2A	172	1
1_MACS_peak_8285_lociStitched	chr19	41802863	41805495	1	2633	17466.7416	173	1	HNRNPUL1	CCDC97	CCDC97	173	1
1_MACS_peak_3274_lociStitched	chr11	129871555	129874058	1	2504	17449.4142	174	1	NCRNA00167,PRDM10		PRDM10	174	1
1_MACS_peak_12701_lociStitched	chr5	36240850	36243124	1	2275	17424.525	175	1	C5orf33		C5orf33	175	1
3_MACS_peak_7692_lociStitched	chr19	2093803	2097913	3	3768	17362.284	176	1	IZUMO4,MOBKL2A	MKNK2	MOBKL2A	176	1
2_MACS_peak_15343_lociStitched	chr7	158620627	158623132	2	2501	17347.626	177	1	ESYT2	WDR60	ESYT2	177	1
1_MACS_peak_10383_lociStitched	chr21	34913778	34916202	1	2425	17341.5384	178	1	SON,GART	DNAJC28,DONSON	GART	178	1
1_MACS_peak_16229_lociStitched	chr9	88896429	88898483	1	2055	17340.2788	179	1	ISCA1	C9orf153	ISCA1	179	1
1_MACS_peak_2751_lociStitched	chr11	62606478	62610263	1	3786	17315.618	180	1	WDR74	SLC3A2,TMEM223,NXF1,STX5,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	180	1
1_MACS_peak_2715_lociStitched	chr11	61196545	61198270	1	1726	17302.785	181	1	SDHAF2,CPSF7	TMEM216	CPSF7	181	1
1_MACS_peak_2846_lociStitched	chr11	65429265	65431550	1	2286	17299.5065	182	1	RELA	PCNXL3,SIPA1,KAT5,MAP3K11	RELA	182	1
1_MACS_peak_7881_lociStitched	chr19	10612416	10614518	1	2103	17277.8094	183	1	KEAP1	PDE4A,ATG4D,MIR1238,S1PR5	KEAP1	183	1
2_MACS_peak_2806_lociStitched	chr11	64899498	64903254	2	3525	17238.9132	184	1	SYVN1	ZFPL1,C11orf2,TM7SF2,MRPL49,SPDYC,CAPN1,CDCA5,ZNHIT2,FAU	SYVN1	184	1
2_MACS_peak_12722_lociStitched	chr5	42991538	42995120	2	3311	17112.6468	185	1		LOC153684,LOC648987,C5orf39	LOC648987	185	1
2_MACS_peak_8009_lociStitched	chr19	15441728	15444022	2	2228	17092.1352	186	1		AKAP8	AKAP8	186	1
3_MACS_peak_14197_lociStitched	chr6	108878506	108883160	3	4630	17083.9032	187	1	FOXO3		FOXO3	187	1
1_MACS_peak_16307_lociStitched	chr9	100744703	100747906	1	3204	17064.3028	188	1	ANP32B	HEMGN	ANP32B	188	1
4_MACS_peak_7141_lociStitched	chr17	66284011	66289209	4	4597	17058.7964	189	1	ARSG,SLC16A6	AMZ2	SLC16A6	189	1
3_MACS_peak_12270_lociStitched	chr4	78738559	78743077	3	4237	17045.9622	190	1	CNOT6L	MRPL1	CNOT6L	190	1
1_MACS_peak_2466_lociStitched	chr11	1873334	1877453	1	4120	16993.7583	191	1	LSP1	SYT8,TNNI2,LSP1,MIR4298	LSP1	191	1
2_MACS_peak_6886_lociStitched	chr17	43303092	43307439	2	4318	16961.994	192	1	FMNL1	LOC100133991,C17orf46	FMNL1	192	1
1_MACS_peak_10699_lociStitched	chr22	29663264	29665468	1	2205	16940.6052	193	1	EWSR1,RHBDD3	GAS2L1,RASL10A	EWSR1	193	1
2_MACS_peak_1604_lociStitched	chr1	228674165	228675877	2	1677	16908.568	194	1	RNF187	HIST3H2BB,HIST3H2A	RNF187	194	1
