#MOLP-2 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MOLP-2.H3K27ac_ROSE/MOLP-2_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MOLP.2.jin.bam
#Using cutoff of 10334.3472 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MOLP.2.jin.bam	enhancerRank	isSuperStretch
4_MACS_peak_17113_lociStitched	chr2	201986969	201992697	4	5389	20389.3888	107	1
2_MACS_peak_22467_lociStitched	chr4	186399274	186405132	2	5483	19006.8668	108	1
4_MACS_peak_9131_lociStitched	chr15	63792782	63798264	4	5221	20878.7452	109	1
7_MACS_peak_28056_lociStitched	chr8	126295391	126302548	7	5705	16997.1593	110	1
2_MACS_peak_5657_lociStitched	chr11	126334026	126338875	2	4754	23394.0005	111	1
6_MACS_peak_7012_lociStitched	chr12	109023817	109030856	6	5767	16008.0938	112	1
3_MACS_peak_9352_lociStitched	chr15	75077339	75083344	3	5505	18085.2585	113	1
8_MACS_peak_3776_lociStitched	chr10	104401586	104408642	8	5646	16702.2576	114	1
2_MACS_peak_11718_lociStitched	chr17	37909402	37913403	2	3888	26994.747	115	1
4_MACS_peak_24493_lociStitched	chr6	33586821	33592207	4	5173	20381.1626	116	1
5_MACS_peak_19423_lociStitched	chr22	42145534	42150873	5	5188	20237.4795	117	1
3_MACS_peak_17917_lociStitched	chr20	32468221	32473752	3	5001	21417.1382	118	1
3_MACS_peak_22411_lociStitched	chr4	185392804	185397387	3	4504	23865.0559	119	1
7_MACS_peak_23958_lociStitched	chr6	11830182	11836506	7	5424	17932.9668	120	1
2_MACS_peak_5847_lociStitched	chr12	4379988	4384693	2	4607	23175.4185	121	1
3_MACS_peak_9161_lociStitched	chr15	65183679	65189078	3	5026	20508.1015	122	1
2_MACS_peak_24631_lociStitched	chr6	37015739	37020743	2	5000	20393.3016	123	1
3_MACS_peak_13541_lociStitched	chr19	2697239	2702678	3	5289	18241.8621	124	1
6_MACS_peak_5982_lociStitched	chr12	9870797	9876929	6	5555	15776.4096	125	1
2_MACS_peak_18759_lociStitched	chr21	45576439	45581299	2	4806	21273.678	126	1
8_MACS_peak_28264_lociStitched	chr8	145011100	145018677	8	5707	14070.489	127	1
3_MACS_peak_23789_lociStitched	chr6	389000	394372	3	4833	21049.1076	128	1
4_MACS_peak_14063_lociStitched	chr19	16434962	16440239	4	4957	20204.5776	129	1
3_MACS_peak_5126_lociStitched	chr11	69060811	69066520	3	5412	16704.534	130	1
4_MACS_peak_15408_lociStitched	chr2	25640358	25645719	4	5076	19259.9286	131	1
4_MACS_peak_18670_lociStitched	chr21	43480218	43486084	4	5150	18325.9706	132	1
2_MACS_peak_14808_lociStitched	chr19	47286905	47291886	2	4957	19605.7141	133	1
9_MACS_peak_22188_lociStitched	chr4	144276115	144283066	9	5403	16069.3218	134	1
5_MACS_peak_2954_lociStitched	chr10	11216970	11222746	5	5342	16386.512	135	1
3_MACS_peak_24708_lociStitched	chr6	40113503	40118309	3	4769	20457.7002	136	1
1_MACS_peak_14688_lociStitched	chr19	44284697	44289653	1	4957	18952.2396	137	1
3_MACS_peak_1647_lociStitched	chr1	149820850	149825786	3	4815	19809.1552	138	1
3_MACS_peak_24646_lociStitched	chr6	37135906	37139789	3	3505	26132.9783	139	1
4_MACS_peak_15519_lociStitched	chr2	33700206	33705646	4	5252	16464.704	140	1
2_MACS_peak_7868_lociStitched	chr13	114829537	114834260	2	4633	20750.5005	141	1
3_MACS_peak_12533_lociStitched	chr17	74257649	74263017	3	4926	18783.1688	142	1
2_MACS_peak_4106_lociStitched	chr11	267592	271642	2	3741	25066.665	143	1
4_MACS_peak_5738_lociStitched	chr11	130634558	130639710	4	4980	18332.8768	144	1
6_MACS_peak_3846_lociStitched	chr10	112113671	112119141	6	4894	18832.663	145	1
3_MACS_peak_22450_lociStitched	chr4	186228448	186233376	3	4573	20792.7104	146	1
3_MACS_peak_26619_lociStitched	chr7	104651614	104656102	3	4311	22190.4672	147	1
3_MACS_peak_2171_lociStitched	chr1	167596665	167601500	3	4670	20145.0275	148	1
2_MACS_peak_11660_lociStitched	chr17	36596595	36601382	2	4729	19524.7369	149	1
8_MACS_peak_11761_lociStitched	chr17	38477852	38483761	8	5455	13468.3837	150	1
4_MACS_peak_12264_lociStitched	chr17	61774120	61779311	4	5023	17328.5962	151	1
2_MACS_peak_18716_lociStitched	chr21	44772287	44776690	2	4198	22353.5907	152	1
4_MACS_peak_66_lociStitched	chr1	1709281	1715075	4	5151	16100.3672	153	1
4_MACS_peak_15669_lociStitched	chr2	43450722	43455732	4	4713	19339.101	154	1
3_MACS_peak_1821_lociStitched	chr1	154375706	154381221	3	5073	16711.553	155	1
4_MACS_peak_621_lociStitched	chr1	31218039	31224008	4	5318	14420.5071	156	1
1_MACS_peak_26408_lociStitched	chr7	92461235	92466025	1	4791	18616.335	157	1
4_MACS_peak_9644_lociStitched	chr15	92395722	92401101	4	5144	15875.0427	158	1
2_MACS_peak_16217_lociStitched	chr2	86261254	86266269	2	4754	18850.8835	159	1
2_MACS_peak_9265_lociStitched	chr15	69109357	69114149	2	4765	18689.2792	160	1
3_MACS_peak_11724_lociStitched	chr17	38019571	38024826	3	5147	15706.6695	161	1
9_MACS_peak_15933_lociStitched	chr2	65140476	65146477	9	5203	15154.9254	162	1
4_MACS_peak_1695_lociStitched	chr1	150581486	150586782	4	5168	15106.84	163	1
3_MACS_peak_14047_lociStitched	chr19	16186461	16191438	3	4685	18731.4372	164	1
6_MACS_peak_6131_lociStitched	chr12	24683358	24689503	6	5161	14927.434	165	1
3_MACS_peak_11088_lociStitched	chr17	5844431	5848954	3	4393	20305.5562	166	1
7_MACS_peak_9121_lociStitched	chr15	63775555	63781050	7	5118	15024.9785	167	1
1_MACS_peak_14459_lociStitched	chr19	38536042	38540731	1	4690	18369.1575	168	1
4_MACS_peak_12950_lociStitched	chr18	20804090	20809952	4	5031	15674.4018	169	1
6_MACS_peak_24691_lociStitched	chr6	39663818	39669323	6	4939	16310.214	170	1
6_MACS_peak_16006_lociStitched	chr2	68650435	68655836	6	5106	14699.9017	171	1
5_MACS_peak_13973_lociStitched	chr19	13949504	13954723	5	4640	18298.8578	172	1
4_MACS_peak_6137_lociStitched	chr12	24690246	24695664	4	5215	13496.238	173	1
2_MACS_peak_24761_lociStitched	chr6	42712634	42716865	2	4048	21634.7954	174	1
1_MACS_peak_25115_lociStitched	chr6	90060825	90064945	1	4121	21240.66	175	1
9_MACS_peak_1389_lociStitched	chr1	111173577	111180653	9	5296	12153.03	176	1
6_MACS_peak_318_lociStitched	chr1	17764563	17769605	6	4796	16767.171	177	1
5_MACS_peak_16453_lociStitched	chr2	111875141	111880692	5	4935	15622.7344	178	1
7_MACS_peak_3174_lociStitched	chr10	35065986	35072095	7	5070	14341.4884	179	1
2_MACS_peak_1565_lociStitched	chr1	145434496	145439183	2	4636	17774.0414	180	1
3_MACS_peak_24528_lociStitched	chr6	34622438	34627038	3	4493	18607	181	1
6_MACS_peak_8709_lociStitched	chr15	31615846	31621959	6	5020	14530.601	182	1
3_MACS_peak_4928_lociStitched	chr11	65624059	65628960	3	4484	18589.493	183	1
3_MACS_peak_15942_lociStitched	chr2	65157768	65162549	3	4699	16851.1126	184	1
3_MACS_peak_2270_lociStitched	chr1	178572878	178577760	3	4565	17519.057	185	1
3_MACS_peak_1644_lociStitched	chr1	149811240	149815643	3	4344	18894.1536	186	1
6_MACS_peak_27797_lociStitched	chr8	95958601	95963716	6	4503	17822.706	187	1
6_MACS_peak_17694_lociStitched	chr20	9368229	9374274	6	5085	12880.686	188	1
3_MACS_peak_11404_lociStitched	chr17	21187169	21192338	3	4844	14994.2352	189	1
2_MACS_peak_1839_lociStitched	chr1	154913283	154917889	2	4369	18259.5658	190	1
2_MACS_peak_26572_lociStitched	chr7	102064164	102068208	2	4036	20160.5532	191	1
3_MACS_peak_1835_lociStitched	chr1	154831167	154835562	3	4207	19141.104	192	1
4_MACS_peak_26574_lociStitched	chr7	102070692	102075545	4	4650	15928.0313	193	1
6_MACS_peak_3074_lociStitched	chr10	22628905	22634094	6	4629	16005.9894	194	1
4_MACS_peak_12384_lociStitched	chr17	66284670	66289597	4	4480	16887.7852	195	1
1_MACS_peak_11000_lociStitched	chr17	3459572	3463189	1	3618	21696.2128	196	1
3_MACS_peak_19320_lociStitched	chr22	39491938	39496940	3	4616	15798.3168	197	1
1_MACS_peak_24629_lociStitched	chr6	36971873	36975999	1	4127	19073.6728	198	1
4_MACS_peak_20211_lociStitched	chr3	52344039	52349735	4	4719	14429.6768	199	1
2_MACS_peak_8787_lociStitched	chr15	38961921	38966448	2	4473	16275.0177	200	1
2_MACS_peak_1910_lociStitched	chr1	155947330	155951940	2	4570	15487.756	201	1
3_MACS_peak_26647_lociStitched	chr7	105816891	105821452	3	4483	16112.1886	202	1
4_MACS_peak_9396_lociStitched	chr15	75743548	75748807	4	4485	16050.9939	203	1
6_MACS_peak_29462_lociStitched	chr9	139792440	139797923	6	4422	16482.4463	204	1
1_MACS_peak_5439_lociStitched	chr11	111284984	111289443	1	4460	16140.6882	205	1
4_MACS_peak_11038_lociStitched	chr17	4296904	4301571	4	4346	16909.0077	206	1
1_MACS_peak_24898_lociStitched	chr6	52399435	52403538	1	4104	18340.41	207	1
4_MACS_peak_12816_lociStitched	chr18	2634569	2639429	4	4394	16367.994	208	1
3_MACS_peak_24315_lociStitched	chr6	30582189	30586620	3	3873	19534.5066	209	1
2_MACS_peak_4865_lociStitched	chr11	64899628	64903890	2	4066	18047.8652	211	1
6_MACS_peak_13216_lociStitched	chr18	56751136	56756480	6	4569	14320.3168	212	1
2_MACS_peak_24415_lociStitched	chr6	32157038	32161013	2	3943	18566.43	213	1
4_MACS_peak_16279_lociStitched	chr2	89050760	89055745	4	4343	15984.4025	214	1
3_MACS_peak_23409_lociStitched	chr5	141258066	141262929	3	4580	14033.6454	215	1
4_MACS_peak_4129_lociStitched	chr11	502915	507283	4	3946	18309.7824	216	1
4_MACS_peak_23353_lociStitched	chr5	139014926	139020011	4	4421	15052.1085	217	1
4_MACS_peak_5962_lociStitched	chr12	9799691	9804500	4	4318	15807.183	218	1
3_MACS_peak_12290_lociStitched	chr17	62158816	62163485	3	4407	15084.1383	219	1
7_MACS_peak_18933_lociStitched	chr22	23228796	23233784	7	4205	16460.4	220	1
6_MACS_peak_29349_lociStitched	chr9	134145489	134151537	6	4745	11748.24	221	1
8_MACS_peak_19078_lociStitched	chr22	29193438	29199159	8	4687	12208.614	222	1
2_MACS_peak_12669_lociStitched	chr17	77964958	77969211	2	4099	16952.0327	223	1
2_MACS_peak_1947_lociStitched	chr1	156457745	156462323	2	4376	14836.3824	224	1
3_MACS_peak_4018_lociStitched	chr10	125863440	125867933	3	4391	14622.4685	225	1
5_MACS_peak_5701_lociStitched	chr11	128594460	128599629	5	4671	11982.2589	226	1
3_MACS_peak_24532_lociStitched	chr6	34639238	34643233	3	3995	17289.9605	227	1
7_MACS_peak_7327_lociStitched	chr12	125401043	125406302	7	4671	11844.8457	228	1
2_MACS_peak_18755_lociStitched	chr21	45562758	45567020	2	4213	15769.4	229	1
6_MACS_peak_11351_lociStitched	chr17	19207595	19212216	6	4316	14997.9176	230	1
6_MACS_peak_3887_lociStitched	chr10	112622512	112628171	6	4578	12724.8274	231	1
2_MACS_peak_21310_lociStitched	chr3	194022382	194027028	2	4463	13722.4256	232	1
5_MACS_peak_22835_lociStitched	chr5	55882782	55887836	5	3921	17589.9416	233	1
2_MACS_peak_17395_lociStitched	chr2	232476572	232480607	2	3938	17248.818	234	1
4_MACS_peak_75_lociStitched	chr1	1837868	1842481	4	4397	13872.2136	235	1
5_MACS_peak_11849_lociStitched	chr17	40828066	40833016	5	4412	13729.32	236	1
3_MACS_peak_1570_lociStitched	chr1	145452552	145457324	3	4291	14533.6032	237	1
4_MACS_peak_12284_lociStitched	chr17	62151097	62155667	4	4255	14789.434	238	1
2_MACS_peak_6244_lociStitched	chr12	31475752	31479640	2	3766	17961.3936	239	1
3_MACS_peak_1654_lociStitched	chr1	149856343	149860749	3	4049	16147.99	240	1
5_MACS_peak_18239_lociStitched	chr20	52196281	52201144	5	4569	11757.2751	241	1
3_MACS_peak_25031_lociStitched	chr6	74229694	74234017	3	3807	17584.2348	242	1
1_MACS_peak_26840_lociStitched	chr7	129588776	129592852	1	4077	15847.488	243	1
2_MACS_peak_22401_lociStitched	chr4	185302496	185306496	2	3836	17152.8	244	1
6_MACS_peak_15882_lociStitched	chr2	64438625	64443379	6	4173	14863.381	245	1
5_MACS_peak_5770_lociStitched	chr12	217681	222939	5	4497	11956.1662	246	1
4_MACS_peak_19578_lociStitched	chr22	48492025	48496028	4	3861	16867.0408	247	1
1_MACS_peak_10318_lociStitched	chr16	30195022	30198674	1	3653	18067.1744	248	1
2_MACS_peak_12592_lociStitched	chr17	75446301	75451143	2	4394	12654.0828	249	1
7_MACS_peak_15589_lociStitched	chr2	37582052	37587739	7	4475	11867.0629	250	1
3_MACS_peak_11110_lociStitched	chr17	7033949	7037700	3	3675	17655.957	251	1
1_MACS_peak_15945_lociStitched	chr2	65163826	65167737	1	3912	16181.3714	252	1
5_MACS_peak_814_lociStitched	chr1	40238816	40243642	5	4276	13410.9714	253	1
3_MACS_peak_13693_lociStitched	chr19	6735640	6740279	3	4149	14403.1672	254	1
3_MACS_peak_5527_lociStitched	chr11	118659311	118663608	3	3759	16983.4628	255	1
4_MACS_peak_27183_lociStitched	chr8	10822346	10827541	4	4364	12450.337	256	1
4_MACS_peak_13841_lociStitched	chr19	11199052	11203635	4	4301	12964.8487	257	1
2_MACS_peak_8569_lociStitched	chr14	103574596	103579200	2	4167	13962.0904	258	1
4_MACS_peak_24635_lociStitched	chr6	37068787	37073090	4	3942	15565.2419	259	1
5_MACS_peak_22163_lociStitched	chr4	141662094	141667363	5	4381	11980.1253	260	1
3_MACS_peak_9257_lociStitched	chr15	68498950	68503313	3	4128	14097.2893	261	1
5_MACS_peak_7641_lociStitched	chr13	49549316	49554197	5	4402	11614.8276	262	1
6_MACS_peak_20882_lociStitched	chr3	141119218	141123863	6	4291	12648.335	263	1
5_MACS_peak_11913_lociStitched	chr17	42294916	42299602	5	4040	14613.291	264	1
2_MACS_peak_27046_lociStitched	chr7	150100905	150105091	2	4167	13619.9882	265	1
4_MACS_peak_14915_lociStitched	chr19	49465203	49469792	4	4154	13691.2815	266	1
4_MACS_peak_104_lociStitched	chr1	2477061	2481851	4	4315	12086.128	267	1
3_MACS_peak_11651_lociStitched	chr17	36570611	36574384	3	3425	18166.995	268	1
5_MACS_peak_20860_lociStitched	chr3	141085342	141090185	5	4229	12686.7228	269	1
6_MACS_peak_1162_lociStitched	chr1	66797902	66802782	6	4418	10749.664	270	1
4_MACS_peak_11465_lociStitched	chr17	27052085	27056559	4	4056	13953.5112	271	1
5_MACS_peak_2456_lociStitched	chr1	200987384	200992591	5	4320	11524.1324	272	1
3_MACS_peak_16366_lociStitched	chr2	99102621	99106646	3	3837	15349.3375	273	1
1_MACS_peak_10020_lociStitched	chr16	14399980	14403829	1	3850	15253.587	274	1
3_MACS_peak_9221_lociStitched	chr15	68074268	68078269	3	3851	15170.9918	275	1
1_MACS_peak_1838_lociStitched	chr1	154908178	154911688	1	3511	17209.179	276	1
4_MACS_peak_25865_lociStitched	chr7	25763742	25768458	4	4184	12369.1248	277	1
4_MACS_peak_29315_lociStitched	chr9	132647029	132651646	4	4198	12135.3228	278	1
2_MACS_peak_22374_lociStitched	chr4	183837722	183841036	2	3314	18043.4044	279	1
6_MACS_peak_13683_lociStitched	chr19	6575103	6579904	6	4133	12706.8067	280	1
5_MACS_peak_367_lociStitched	chr1	21618679	21623427	5	4269	11303.0888	281	1
2_MACS_peak_28396_lociStitched	chr9	5625986	5629906	2	3794	15130.808	282	1
3_MACS_peak_18546_lociStitched	chr21	34608392	34612633	3	4190	11859.9565	283	1
4_MACS_peak_4763_lociStitched	chr11	62606178	62610514	4	3696	15610.0336	284	1
1_MACS_peak_12518_lociStitched	chr17	73871333	73875149	1	3817	14792.724	285	1
1_MACS_peak_24809_lociStitched	chr6	43634996	43638761	1	3766	15105.933	286	1
2_MACS_peak_5168_lociStitched	chr11	72851613	72855399	2	3758	14961.5148	287	1
5_MACS_peak_13594_lociStitched	chr19	3983686	3988603	5	4044	12750.2727	288	1
3_MACS_peak_19501_lociStitched	chr22	45348795	45353186	3	4179	11501.3463	289	1
5_MACS_peak_15114_lociStitched	chr19	56151094	56155597	5	4161	11667.273	290	1
4_MACS_peak_20310_lociStitched	chr3	55691607	55696281	4	4162	11636.8578	291	1
2_MACS_peak_3881_lociStitched	chr10	112600510	112604461	2	3903	13747.5045	292	1
1_MACS_peak_22400_lociStitched	chr4	185273182	185276608	1	3427	16737.723	293	1
3_MACS_peak_13493_lociStitched	chr19	2081704	2085960	3	4120	11818.4864	294	1
2_MACS_peak_9388_lociStitched	chr15	75493176	75497081	2	3835	14161.4825	295	1
4_MACS_peak_22031_lociStitched	chr4	113206054	113210877	4	3982	13003.7726	296	1
2_MACS_peak_19637_lociStitched	chr22	50967903	50971277	2	3326	17212.461	297	1
4_MACS_peak_5615_lociStitched	chr11	122931760	122936133	4	3807	14112.5456	298	1
1_MACS_peak_24404_lociStitched	chr6	31938106	31941193	1	3088	18214.8435	299	1
1_MACS_peak_24312_lociStitched	chr6	30523141	30526012	1	2872	19137.7989	300	1
3_MACS_peak_22859_lociStitched	chr5	56110055	56113989	3	3683	14929.1366	301	1
1_MACS_peak_9344_lociStitched	chr15	74917219	74921055	1	3837	13836.452	302	1
2_MACS_peak_14371_lociStitched	chr19	35694734	35698711	2	3844	13744.1143	303	1
2_MACS_peak_18064_lociStitched	chr20	42309081	42312311	2	3220	17506.277	304	1
