#MOLP-2 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MOLP-2.H3K27ac_ROSE/MOLP-2_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MOLP.2.jin.bam
#Using cutoff of 10334.3472 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MOLP.2.jin.bam	enhancerRank	isSuper
2_MACS_peak_15735_lociStitched	chr2	47208380	47214812	2	6319	28569.6576	47	1
2_MACS_peak_24848_lociStitched	chr6	44229722	44234246	2	4347	28235.6412	48	1
4_MACS_peak_4944_lociStitched	chr11	65768585	65775659	4	6812	28144.6164	49	1
10_MACS_peak_15563_lociStitched	chr2	37542759	37553173	10	8980	27774.138	50	1
4_MACS_peak_14089_lociStitched	chr19	16694321	16700183	4	5623	27695.019	51	1
4_MACS_peak_28078_lociStitched	chr8	126441146	126449016	4	7103	27681.938	52	1
2_MACS_peak_26175_lociStitched	chr7	55599794	55606278	2	6189	27647.1276	53	1
5_MACS_peak_11669_lociStitched	chr17	36856429	36862893	5	6167	27535.9936	54	1
3_MACS_peak_1962_lociStitched	chr1	156629303	156635776	3	6079	27411.2131	55	1
4_MACS_peak_22690_lociStitched	chr5	32581086	32588085	4	6918	27401.085	56	1
5_MACS_peak_24451_lociStitched	chr6	33238757	33245661	5	6147	27212.116	57	1
8_MACS_peak_20871_lociStitched	chr3	141096864	141106851	8	8678	27132.6816	58	1
2_MACS_peak_11718_lociStitched	chr17	37909402	37913403	2	3888	26994.747	59	1
6_MACS_peak_19756_lociStitched	chr3	13053329	13062102	6	8016	26980.4842	60	1
4_MACS_peak_16358_lociStitched	chr2	99075043	99083206	4	7656	26759.9466	61	1
4_MACS_peak_2068_lociStitched	chr1	161151117	161157760	4	6443	26733.4249	62	1
1_MACS_peak_2269_lociStitched	chr1	178546232	178552555	1	6324	26368.1746	63	1
7_MACS_peak_9981_lociStitched	chr16	11828173	11837638	7	8252	26234.1405	64	1
3_MACS_peak_24646_lociStitched	chr6	37135906	37139789	3	3505	26132.9783	65	1
6_MACS_peak_22676_lociStitched	chr5	32530206	32539388	6	8401	25752.7554	66	1
3_MACS_peak_18698_lociStitched	chr21	44579967	44586605	3	6355	25688.3962	67	1
5_MACS_peak_6356_lociStitched	chr12	48201437	48209001	5	7021	25538.3332	68	1
3_MACS_peak_16050_lociStitched	chr2	70311785	70316666	3	4548	25526.1657	69	1
11_MACS_peak_15710_lociStitched	chr2	46791326	46802137	11	9188	25396.1201	70	1
2_MACS_peak_8707_lociStitched	chr15	31554758	31560843	2	6022	25135.918	71	1
2_MACS_peak_4106_lociStitched	chr11	267592	271642	2	3741	25066.665	72	1
5_MACS_peak_22421_lociStitched	chr4	185454611	185460859	5	5853	24977.6296	73	1
2_MACS_peak_11248_lociStitched	chr17	16890387	16895282	2	4743	24772.1265	74	1
3_MACS_peak_1814_lociStitched	chr1	154296566	154302055	3	5261	24744.412	75	1
4_MACS_peak_19530_lociStitched	chr22	46448026	46454977	4	6621	24509.226	76	1
3_MACS_peak_25221_lociStitched	chr6	106610789	106617375	3	6006	24484.1136	77	1
3_MACS_peak_12029_lociStitched	chr17	46128872	46135404	3	6156	24213.4708	78	1
1_MACS_peak_24981_lociStitched	chr6	64281727	64284427	1	2701	24076.98	79	1
3_MACS_peak_19332_lociStitched	chr22	39543770	39549569	3	5447	23890.7202	80	1
3_MACS_peak_22411_lociStitched	chr4	185392804	185397387	3	4504	23865.0559	81	1
8_MACS_peak_15527_lociStitched	chr2	33712534	33722132	8	8056	23797.2812	82	1
5_MACS_peak_17412_lociStitched	chr2	232570516	232576103	5	5022	23717.9324	83	1
2_MACS_peak_5657_lociStitched	chr11	126334026	126338875	2	4754	23394.0005	84	1
2_MACS_peak_5847_lociStitched	chr12	4379988	4384693	2	4607	23175.4185	85	1
8_MACS_peak_20274_lociStitched	chr3	55516126	55523723	8	7064	22999.9175	86	1
5_MACS_peak_12573_lociStitched	chr17	75135758	75143450	5	6723	22703.7072	87	1
4_MACS_peak_28545_lociStitched	chr9	33452626	33459148	4	6319	22596.7734	88	1
2_MACS_peak_22385_lociStitched	chr4	185186464	185191748	2	5237	22386.7228	89	1
9_MACS_peak_20284_lociStitched	chr3	55638467	55646919	9	7505	22367.3728	90	1
2_MACS_peak_18716_lociStitched	chr21	44772287	44776690	2	4198	22353.5907	91	1
3_MACS_peak_5927_lociStitched	chr12	7058002	7063623	3	5474	22331.1088	92	1
3_MACS_peak_26619_lociStitched	chr7	104651614	104656102	3	4311	22190.4672	93	1
10_MACS_peak_22847_lociStitched	chr5	55981378	55990357	10	7744	22166.4573	94	1
9_MACS_peak_25198_lociStitched	chr6	106531941	106541273	9	7672	22049.6496	95	1
5_MACS_peak_13953_lociStitched	chr19	13260692	13267168	5	5716	21704.9616	96	1
1_MACS_peak_11000_lociStitched	chr17	3459572	3463189	1	3618	21696.2128	97	1
2_MACS_peak_24761_lociStitched	chr6	42712634	42716865	2	4048	21634.7954	98	1
8_MACS_peak_16258_lociStitched	chr2	87813009	87821757	8	7571	21569.9436	99	1
7_MACS_peak_846_lociStitched	chr1	40846173	40854023	7	6722	21470.535	100	1
3_MACS_peak_17917_lociStitched	chr20	32468221	32473752	3	5001	21417.1382	101	1
5_MACS_peak_5555_lociStitched	chr11	119186024	119193364	5	6527	21317.562	102	1
2_MACS_peak_18759_lociStitched	chr21	45576439	45581299	2	4806	21273.678	103	1
1_MACS_peak_25115_lociStitched	chr6	90060825	90064945	1	4121	21240.66	104	1
5_MACS_peak_14799_lociStitched	chr19	47217083	47223610	5	6116	21220.5824	105	1
3_MACS_peak_22397_lociStitched	chr4	185263872	185269869	3	5690	21112.4385	106	1
3_MACS_peak_23789_lociStitched	chr6	389000	394372	3	4833	21049.1076	107	1
6_MACS_peak_11654_lociStitched	chr17	36577138	36585672	6	7520	20898.0592	108	1
4_MACS_peak_9131_lociStitched	chr15	63792782	63798264	4	5221	20878.7452	109	1
3_MACS_peak_22450_lociStitched	chr4	186228448	186233376	3	4573	20792.7104	110	1
2_MACS_peak_7868_lociStitched	chr13	114829537	114834260	2	4633	20750.5005	111	1
5_MACS_peak_25891_lociStitched	chr7	26003135	26009424	5	6114	20544.9052	112	1
3_MACS_peak_22394_lociStitched	chr4	185248175	185254296	3	5937	20524.9372	113	1
3_MACS_peak_9161_lociStitched	chr15	65183679	65189078	3	5026	20508.1015	114	1
3_MACS_peak_24708_lociStitched	chr6	40113503	40118309	3	4769	20457.7002	115	1
2_MACS_peak_24631_lociStitched	chr6	37015739	37020743	2	5000	20393.3016	116	1
4_MACS_peak_17113_lociStitched	chr2	201986969	201992697	4	5389	20389.3888	117	1
4_MACS_peak_24493_lociStitched	chr6	33586821	33592207	4	5173	20381.1626	118	1
3_MACS_peak_11088_lociStitched	chr17	5844431	5848954	3	4393	20305.5562	119	1
6_MACS_peak_4720_lociStitched	chr11	62319054	62325832	6	5882	20262.831	120	1
5_MACS_peak_19423_lociStitched	chr22	42145534	42150873	5	5188	20237.4795	121	1
4_MACS_peak_14063_lociStitched	chr19	16434962	16440239	4	4957	20204.5776	122	1
2_MACS_peak_26572_lociStitched	chr7	102064164	102068208	2	4036	20160.5532	123	1
3_MACS_peak_2171_lociStitched	chr1	167596665	167601500	3	4670	20145.0275	124	1
2_MACS_peak_16364_lociStitched	chr2	99095279	99101107	2	5814	19942.2504	125	1
3_MACS_peak_1647_lociStitched	chr1	149820850	149825786	3	4815	19809.1552	126	1
2_MACS_peak_14808_lociStitched	chr19	47286905	47291886	2	4957	19605.7141	127	1
3_MACS_peak_24315_lociStitched	chr6	30582189	30586620	3	3873	19534.5066	128	1
2_MACS_peak_11660_lociStitched	chr17	36596595	36601382	2	4729	19524.7369	129	1
4_MACS_peak_15669_lociStitched	chr2	43450722	43455732	4	4713	19339.101	130	1
6_MACS_peak_1851_lociStitched	chr1	154971126	154977206	6	5797	19286.976	131	1
4_MACS_peak_15408_lociStitched	chr2	25640358	25645719	4	5076	19259.9286	132	1
5_MACS_peak_13919_lociStitched	chr19	12899095	12905101	5	5587	19207.7886	133	1
3_MACS_peak_1835_lociStitched	chr1	154831167	154835562	3	4207	19141.104	134	1
1_MACS_peak_24312_lociStitched	chr6	30523141	30526012	1	2872	19137.7989	135	1
1_MACS_peak_24629_lociStitched	chr6	36971873	36975999	1	4127	19073.6728	136	1
2_MACS_peak_22467_lociStitched	chr4	186399274	186405132	2	5483	19006.8668	137	1
1_MACS_peak_14688_lociStitched	chr19	44284697	44289653	1	4957	18952.2396	138	1
3_MACS_peak_1644_lociStitched	chr1	149811240	149815643	3	4344	18894.1536	139	1
2_MACS_peak_16217_lociStitched	chr2	86261254	86266269	2	4754	18850.8835	140	1
6_MACS_peak_3846_lociStitched	chr10	112113671	112119141	6	4894	18832.663	141	1
3_MACS_peak_12533_lociStitched	chr17	74257649	74263017	3	4926	18783.1688	142	1
3_MACS_peak_14047_lociStitched	chr19	16186461	16191438	3	4685	18731.4372	143	1
2_MACS_peak_9265_lociStitched	chr15	69109357	69114149	2	4765	18689.2792	144	1
1_MACS_peak_26408_lociStitched	chr7	92461235	92466025	1	4791	18616.335	145	1
3_MACS_peak_24528_lociStitched	chr6	34622438	34627038	3	4493	18607	146	1
3_MACS_peak_4928_lociStitched	chr11	65624059	65628960	3	4484	18589.493	147	1
2_MACS_peak_24415_lociStitched	chr6	32157038	32161013	2	3943	18566.43	148	1
9_MACS_peak_21965_lociStitched	chr4	105406606	105414066	9	5957	18544.814	149	1
1_MACS_peak_14459_lociStitched	chr19	38536042	38540731	1	4690	18369.1575	150	1
1_MACS_peak_24898_lociStitched	chr6	52399435	52403538	1	4104	18340.41	151	1
4_MACS_peak_5738_lociStitched	chr11	130634558	130639710	4	4980	18332.8768	152	1
4_MACS_peak_18670_lociStitched	chr21	43480218	43486084	4	5150	18325.9706	153	1
4_MACS_peak_4129_lociStitched	chr11	502915	507283	4	3946	18309.7824	154	1
5_MACS_peak_13973_lociStitched	chr19	13949504	13954723	5	4640	18298.8578	155	1
2_MACS_peak_1839_lociStitched	chr1	154913283	154917889	2	4369	18259.5658	156	1
3_MACS_peak_13541_lociStitched	chr19	2697239	2702678	3	5289	18241.8621	157	1
1_MACS_peak_24404_lociStitched	chr6	31938106	31941193	1	3088	18214.8435	158	1
6_MACS_peak_12352_lociStitched	chr17	65642595	65649083	6	5909	18168.9952	159	1
3_MACS_peak_11651_lociStitched	chr17	36570611	36574384	3	3425	18166.995	160	1
3_MACS_peak_9352_lociStitched	chr15	75077339	75083344	3	5505	18085.2585	161	1
1_MACS_peak_10318_lociStitched	chr16	30195022	30198674	1	3653	18067.1744	162	1
2_MACS_peak_4865_lociStitched	chr11	64899628	64903890	2	4066	18047.8652	163	1
2_MACS_peak_22374_lociStitched	chr4	183837722	183841036	2	3314	18043.4044	164	1
2_MACS_peak_6244_lociStitched	chr12	31475752	31479640	2	3766	17961.3936	165	1
7_MACS_peak_23958_lociStitched	chr6	11830182	11836506	7	5424	17932.9668	166	1
2_MACS_peak_24766_lociStitched	chr6	42749166	42751798	2	2355	17842.5912	167	1
6_MACS_peak_27797_lociStitched	chr8	95958601	95963716	6	4503	17822.706	168	1
2_MACS_peak_1565_lociStitched	chr1	145434496	145439183	2	4636	17774.0414	169	1
3_MACS_peak_11110_lociStitched	chr17	7033949	7037700	3	3675	17655.957	170	1
3_MACS_peak_18450_lociStitched	chr21	9967605	9970832	3	2832	17642.6544	171	1
5_MACS_peak_22835_lociStitched	chr5	55882782	55887836	5	3921	17589.9416	172	1
3_MACS_peak_25031_lociStitched	chr6	74229694	74234017	3	3807	17584.2348	173	1
3_MACS_peak_2270_lociStitched	chr1	178572878	178577760	3	4565	17519.057	174	1
2_MACS_peak_18064_lociStitched	chr20	42309081	42312311	2	3220	17506.277	175	1
2_MACS_peak_15184_lociStitched	chr19	58896449	58899516	2	2969	17499.9953	176	1
7_MACS_peak_407_lociStitched	chr1	23851284	23858368	7	6361	17391.9284	177	1
4_MACS_peak_12264_lociStitched	chr17	61774120	61779311	4	5023	17328.5962	178	1
6_MACS_peak_6173_lociStitched	chr12	26265979	26272650	6	6266	17303.9069	179	1
3_MACS_peak_24532_lociStitched	chr6	34639238	34643233	3	3995	17289.9605	180	1
2_MACS_peak_17395_lociStitched	chr2	232476572	232480607	2	3938	17248.818	181	1
2_MACS_peak_19637_lociStitched	chr22	50967903	50971277	2	3326	17212.461	182	1
1_MACS_peak_1838_lociStitched	chr1	154908178	154911688	1	3511	17209.179	183	1
2_MACS_peak_22401_lociStitched	chr4	185302496	185306496	2	3836	17152.8	184	1
2_MACS_peak_11124_lociStitched	chr17	7209464	7212336	2	2739	17062.2648	185	1
2_MACS_peak_24819_lociStitched	chr6	43691330	43694157	2	2821	17028.4345	186	1
7_MACS_peak_28056_lociStitched	chr8	126295391	126302548	7	5705	16997.1593	187	1
3_MACS_peak_5527_lociStitched	chr11	118659311	118663608	3	3759	16983.4628	188	1
3_MACS_peak_24581_lociStitched	chr6	36097600	36100564	3	2870	16982.5344	189	1
2_MACS_peak_12669_lociStitched	chr17	77964958	77969211	2	4099	16952.0327	190	1
4_MACS_peak_11038_lociStitched	chr17	4296904	4301571	4	4346	16909.0077	191	1
4_MACS_peak_12384_lociStitched	chr17	66284670	66289597	4	4480	16887.7852	192	1
4_MACS_peak_19578_lociStitched	chr22	48492025	48496028	4	3861	16867.0408	193	1
3_MACS_peak_15942_lociStitched	chr2	65157768	65162549	3	4699	16851.1126	194	1
2_MACS_peak_19355_lociStitched	chr22	39915054	39918195	2	3057	16781.4207	195	1
6_MACS_peak_318_lociStitched	chr1	17764563	17769605	6	4796	16767.171	196	1
8_MACS_peak_12293_lociStitched	chr17	62164443	62171408	8	6358	16762.6655	197	1
3_MACS_peak_24805_lociStitched	chr6	43596138	43599532	3	3119	16753.1234	198	1
1_MACS_peak_22400_lociStitched	chr4	185273182	185276608	1	3427	16737.723	199	1
3_MACS_peak_1821_lociStitched	chr1	154375706	154381221	3	5073	16711.553	200	1
3_MACS_peak_5126_lociStitched	chr11	69060811	69066520	3	5412	16704.534	201	1
8_MACS_peak_3776_lociStitched	chr10	104401586	104408642	8	5646	16702.2576	202	1
3_MACS_peak_23342_lociStitched	chr5	138723767	138730021	3	6233	16551.8364	203	1
6_MACS_peak_29462_lociStitched	chr9	139792440	139797923	6	4422	16482.4463	204	1
4_MACS_peak_15519_lociStitched	chr2	33700206	33705646	4	5252	16464.704	205	1
7_MACS_peak_18933_lociStitched	chr22	23228796	23233784	7	4205	16460.4	206	1
2_MACS_peak_24816_lociStitched	chr6	43681717	43685310	2	3297	16431.8669	207	1
5_MACS_peak_2954_lociStitched	chr10	11216970	11222746	5	5342	16386.512	208	1
4_MACS_peak_12816_lociStitched	chr18	2634569	2639429	4	4394	16367.994	209	1
2_MACS_peak_14820_lociStitched	chr19	47614140	47617125	2	2934	16330.935	210	1
7_MACS_peak_16209_lociStitched	chr2	86220848	86227557	7	6099	16324.3388	211	1
6_MACS_peak_24691_lociStitched	chr6	39663818	39669323	6	4939	16310.214	212	1
2_MACS_peak_8787_lociStitched	chr15	38961921	38966448	2	4473	16275.0177	213	1
2_MACS_peak_24280_lociStitched	chr6	29893314	29895644	2	2285	16235.44	214	1
1_MACS_peak_15945_lociStitched	chr2	65163826	65167737	1	3912	16181.3714	215	1
3_MACS_peak_1654_lociStitched	chr1	149856343	149860749	3	4049	16147.99	216	1
5_MACS_peak_1689_lociStitched	chr1	150549146	150553210	5	3350	16143.8336	217	1
1_MACS_peak_5439_lociStitched	chr11	111284984	111289443	1	4460	16140.6882	218	1
3_MACS_peak_26647_lociStitched	chr7	105816891	105821452	3	4483	16112.1886	219	1
4_MACS_peak_66_lociStitched	chr1	1709281	1715075	4	5151	16100.3672	220	1
1_MACS_peak_24727_lociStitched	chr6	41672686	41676057	1	3372	16076.9732	221	1
9_MACS_peak_22188_lociStitched	chr4	144276115	144283066	9	5403	16069.3218	222	1
4_MACS_peak_9396_lociStitched	chr15	75743548	75748807	4	4485	16050.9939	223	1
6_MACS_peak_7012_lociStitched	chr12	109023817	109030856	6	5767	16008.0938	224	1
6_MACS_peak_3074_lociStitched	chr10	22628905	22634094	6	4629	16005.9894	225	1
4_MACS_peak_16279_lociStitched	chr2	89050760	89055745	4	4343	15984.4025	226	1
4_MACS_peak_26574_lociStitched	chr7	102070692	102075545	4	4650	15928.0313	227	1
4_MACS_peak_9644_lociStitched	chr15	92395722	92401101	4	5144	15875.0427	228	1
1_MACS_peak_26840_lociStitched	chr7	129588776	129592852	1	4077	15847.488	229	1
4_MACS_peak_5962_lociStitched	chr12	9799691	9804500	4	4318	15807.183	230	1
2_MACS_peak_24464_lociStitched	chr6	33289373	33292827	2	3306	15806.1948	231	1
3_MACS_peak_19320_lociStitched	chr22	39491938	39496940	3	4616	15798.3168	232	1
6_MACS_peak_5982_lociStitched	chr12	9870797	9876929	6	5555	15776.4096	233	1
2_MACS_peak_18755_lociStitched	chr21	45562758	45567020	2	4213	15769.4	234	1
3_MACS_peak_11724_lociStitched	chr17	38019571	38024826	3	5147	15706.6695	235	1
3_MACS_peak_12505_lociStitched	chr17	73779861	73783425	3	3415	15683.382	236	1
4_MACS_peak_12950_lociStitched	chr18	20804090	20809952	4	5031	15674.4018	237	1
5_MACS_peak_16453_lociStitched	chr2	111875141	111880692	5	4935	15622.7344	238	1
4_MACS_peak_4763_lociStitched	chr11	62606178	62610514	4	3696	15610.0336	239	1
4_MACS_peak_24635_lociStitched	chr6	37068787	37073090	4	3942	15565.2419	240	1
2_MACS_peak_5437_lociStitched	chr11	111247440	111251319	2	3511	15545.4804	241	1
2_MACS_peak_1910_lociStitched	chr1	155947330	155951940	2	4570	15487.756	242	1
3_MACS_peak_16366_lociStitched	chr2	99102621	99106646	3	3837	15349.3375	243	1
1_MACS_peak_28685_lociStitched	chr9	44991828	44993967	1	2140	15318.4485	244	1
2_MACS_peak_1632_lociStitched	chr1	149222422	149225445	2	2706	15262.5224	245	1
1_MACS_peak_10020_lociStitched	chr16	14399980	14403829	1	3850	15253.587	246	1
3_MACS_peak_9221_lociStitched	chr15	68074268	68078269	3	3851	15170.9918	247	1
9_MACS_peak_15933_lociStitched	chr2	65140476	65146477	9	5203	15154.9254	248	1
2_MACS_peak_28396_lociStitched	chr9	5625986	5629906	2	3794	15130.808	249	1
2_MACS_peak_310_lociStitched	chr1	17229041	17231728	2	2680	15111.1506	250	1
4_MACS_peak_1695_lociStitched	chr1	150581486	150586782	4	5168	15106.84	251	1
1_MACS_peak_24809_lociStitched	chr6	43634996	43638761	1	3766	15105.933	252	1
1_MACS_peak_24368_lociStitched	chr6	31631398	31634768	1	3371	15089.512	253	1
3_MACS_peak_12290_lociStitched	chr17	62158816	62163485	3	4407	15084.1383	254	1
3_MACS_peak_24714_lociStitched	chr6	41039058	41042475	3	3228	15076.8291	255	1
2_MACS_peak_22831_lociStitched	chr5	55774861	55778428	2	3540	15076.6389	256	1
4_MACS_peak_23353_lociStitched	chr5	139014926	139020011	4	4421	15052.1085	257	1
1_MACS_peak_24381_lociStitched	chr6	31761861	31764501	1	2641	15046.416	258	1
2_MACS_peak_11781_lociStitched	chr17	39821352	39824854	2	3387	15034.086	259	1
7_MACS_peak_9121_lociStitched	chr15	63775555	63781050	7	5118	15024.9785	260	1
2_MACS_peak_8571_lociStitched	chr14	103799534	103801853	2	2194	15020.3949	261	1
6_MACS_peak_11351_lociStitched	chr17	19207595	19212216	6	4316	14997.9176	262	1
3_MACS_peak_11404_lociStitched	chr17	21187169	21192338	3	4844	14994.2352	263	1
2_MACS_peak_5168_lociStitched	chr11	72851613	72855399	2	3758	14961.5148	264	1
1_MACS_peak_24438_lociStitched	chr6	32820476	32823086	1	2611	14948.253	265	1
3_MACS_peak_22859_lociStitched	chr5	56110055	56113989	3	3683	14929.1366	266	1
1_MACS_peak_24266_lociStitched	chr6	28890298	28892350	1	2053	14927.6844	267	1
6_MACS_peak_6131_lociStitched	chr12	24683358	24689503	6	5161	14927.434	268	1
6_MACS_peak_15882_lociStitched	chr2	64438625	64443379	6	4173	14863.381	269	1
3_MACS_peak_14646_lociStitched	chr19	42771871	42775950	3	3628	14860.2049	270	1
2_MACS_peak_1524_lociStitched	chr1	143117723	143121669	2	3669	14847.2196	271	1
2_MACS_peak_1947_lociStitched	chr1	156457745	156462323	2	4376	14836.3824	272	1
4_MACS_peak_19534_lociStitched	chr22	46464699	46468716	4	3413	14828.7555	273	1
2_MACS_peak_17796_lociStitched	chr20	25036058	25039675	2	3426	14822.466	274	1
3_MACS_peak_28537_lociStitched	chr9	33288714	33291583	3	2866	14814.0815	275	1
1_MACS_peak_12518_lociStitched	chr17	73871333	73875149	1	3817	14792.724	276	1
4_MACS_peak_12284_lociStitched	chr17	62151097	62155667	4	4255	14789.434	277	1
1_MACS_peak_13572_lociStitched	chr19	3178192	3181375	1	3184	14740.1547	278	1
6_MACS_peak_16006_lociStitched	chr2	68650435	68655836	6	5106	14699.9017	279	1
1_MACS_peak_2277_lociStitched	chr1	179049654	179052800	1	3147	14687.101	280	1
3_MACS_peak_4018_lociStitched	chr10	125863440	125867933	3	4391	14622.4685	281	1
5_MACS_peak_11913_lociStitched	chr17	42294916	42299602	5	4040	14613.291	282	1
3_MACS_peak_1570_lociStitched	chr1	145452552	145457324	3	4291	14533.6032	283	1
6_MACS_peak_8709_lociStitched	chr15	31615846	31621959	6	5020	14530.601	284	1
3_MACS_peak_6145_lociStitched	chr12	24713220	24717038	3	3589	14454.948	285	1
2_MACS_peak_24460_lociStitched	chr6	33280088	33283782	2	3496	14443.54	286	1
4_MACS_peak_20211_lociStitched	chr3	52344039	52349735	4	4719	14429.6768	287	1
4_MACS_peak_621_lociStitched	chr1	31218039	31224008	4	5318	14420.5071	288	1
3_MACS_peak_13693_lociStitched	chr19	6735640	6740279	3	4149	14403.1672	289	1
2_MACS_peak_13496_lociStitched	chr19	2087275	2090869	2	3282	14401.8768	290	1
7_MACS_peak_3174_lociStitched	chr10	35065986	35072095	7	5070	14341.4884	291	1
6_MACS_peak_13216_lociStitched	chr18	56751136	56756480	6	4569	14320.3168	292	1
4_MACS_peak_9568_lociStitched	chr15	89179288	89183371	4	3602	14297.4411	293	1
3_MACS_peak_6614_lociStitched	chr12	57913139	57916862	3	3430	14281.8003	294	1
2_MACS_peak_16194_lociStitched	chr2	85764716	85767539	2	2775	14241.7527	295	1
1_MACS_peak_13949_lociStitched	chr19	13213200	13216669	1	3470	14226.7159	296	1
3_MACS_peak_23784_lociStitched	chr6	326651	330280	3	3465	14214.4301	297	1
2_MACS_peak_10134_lociStitched	chr16	21529453	21532415	2	2960	14209.3064	298	1
1_MACS_peak_18710_lociStitched	chr21	44725943	44728621	1	2679	14201.1662	299	1
1_MACS_peak_22462_lociStitched	chr4	186315499	186318485	1	2987	14183.2014	300	1
3_MACS_peak_28213_lociStitched	chr8	143718428	143721802	3	3205	14179.5724	301	1
2_MACS_peak_9388_lociStitched	chr15	75493176	75497081	2	3835	14161.4825	302	1
3_MACS_peak_6227_lociStitched	chr12	28012349	28016558	3	3764	14159.9178	303	1
