REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MOLP.2.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
5_MACS_peak_23947_lociStitched	chr6	11726365	11736322	5	9686	35933.8173	15	1	C6orf105		C6orf105	15	1
6_MACS_peak_14515_lociStitched	chr19	39891837	39902326	6	9657	38763.1484	16	1	ZFP36	MED29,PLEKHG2,SUPT5H,PAF1,RPS16	ZFP36	16	1
3_MACS_peak_12705_lociStitched	chr17	79477585	79487559	3	9638	38174.4876	17	1	ACTG1	FSCN2,C17orf70	ACTG1	17	1
4_MACS_peak_23780_lociStitched	chr6	315465	325302	4	9376	34367.5269	18	1	DUSP22		DUSP22	18	1
11_MACS_peak_15710_lociStitched	chr2	46791326	46802137	11	9188	25396.1201	19	1	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	19	1
2_MACS_peak_4877_lociStitched	chr11	65184009	65193173	2	9153	46688.7472	20	1	NEAT1	FRMD8,MIR612,SLC25A45	NEAT1	20	1
5_MACS_peak_1681_lociStitched	chr1	150532515	150541816	5	8983	38336.8618	21	1	ADAMTSL4	MIR4257,MCL1	MIR4257	21	1
10_MACS_peak_15563_lociStitched	chr2	37542759	37553173	10	8980	27774.138	22	1	PRKD3	QPCT	PRKD3	22	1
3_MACS_peak_23773_lociStitched	chr6	290494	299397	3	8826	37141.5354	23	1	DUSP22		DUSP22	23	1
5_MACS_peak_13252_lociStitched	chr18	60821795	60830795	5	8698	31794.3	24	1	BCL2		BCL2	24	1
8_MACS_peak_20871_lociStitched	chr3	141096864	141106851	8	8678	27132.6816	25	1	ZBTB38		ZBTB38	25	1
4_MACS_peak_11092_lociStitched	chr17	6062752	6071349	4	8478	37430.4783	26	1			WSCD1	26	1
6_MACS_peak_22676_lociStitched	chr5	32530206	32539388	6	8401	25752.7554	27	1		SUB1	SUB1	27	1
4_MACS_peak_12185_lociStitched	chr17	56407910	56416904	4	8387	36314.1744	28	1	MIR142	MPO,BZRAP1,SUPT4H1	MIR142	28	1
6_MACS_peak_5747_lociStitched	chr11	130696546	130705432	6	8295	33605.9634	29	1			SNX19	29	1
7_MACS_peak_9981_lociStitched	chr16	11828173	11837638	7	8252	26234.1405	30	1	TXNDC11		TXNDC11	30	1
4_MACS_peak_4716_lociStitched	chr11	62306445	62314859	4	8078	29590.3552	31	1	AHNAK	EEF1G,TUT1	AHNAK	31	1
8_MACS_peak_15527_lociStitched	chr2	33712534	33722132	8	8056	23797.2812	32	1	RASGRP3	RASGRP3	RASGRP3	32	1
2_MACS_peak_24621_lociStitched	chr6	36718595	36727013	2	8040	43940.2764	33	1	CPNE5		CDKN1A	33	1
6_MACS_peak_19756_lociStitched	chr3	13053329	13062102	6	8016	26980.4842	34	1	IQSEC1	IQSEC1	IQSEC1	34	1
10_MACS_peak_22847_lociStitched	chr5	55981378	55990357	10	7744	22166.4573	35	1			MAP3K1	35	1
9_MACS_peak_25198_lociStitched	chr6	106531941	106541273	9	7672	22049.6496	36	1	PRDM1	PRDM1	PRDM1	36	1
4_MACS_peak_16358_lociStitched	chr2	99075043	99083206	4	7656	26759.9466	37	1	INPP4A		INPP4A	37	1
8_MACS_peak_16258_lociStitched	chr2	87813009	87821757	8	7571	21569.9436	38	1	NCRNA00152		NCRNA00152	38	1
6_MACS_peak_11654_lociStitched	chr17	36577138	36585672	6	7520	20898.0592	39	1	ARHGAP23	ARHGAP23	ARHGAP23	39	1
9_MACS_peak_20284_lociStitched	chr3	55638467	55646919	9	7505	22367.3728	40	1	ERC2	C3orf51	C3orf51	40	1
4_MACS_peak_28078_lociStitched	chr8	126441146	126449016	4	7103	27681.938	41	1	TRIB1		TRIB1	41	1
8_MACS_peak_20274_lociStitched	chr3	55516126	55523723	8	7064	22999.9175	42	1	WNT5A		WNT5A	42	1
5_MACS_peak_6356_lociStitched	chr12	48201437	48209001	5	7021	25538.3332	43	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	43	1
3_MACS_peak_14825_lociStitched	chr19	47729563	47736693	3	7009	30603.386	44	1	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	44	1
4_MACS_peak_22690_lociStitched	chr5	32581086	32588085	4	6918	27401.085	45	1	SUB1		SUB1	45	1
3_MACS_peak_1527_lociStitched	chr1	143462727	143469867	3	6917	33330.234	46	1			LOC100130000	46	1
3_MACS_peak_24374_lociStitched	chr6	31701878	31709017	3	6848	31933.4609	47	1	MSH5,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,BAT5,LY6G6E,LY6G6C,DDAH2,C6orf27	CLIC1	47	1
3_MACS_peak_22551_lociStitched	chr5	6480062	6487197	3	6826	29087.2545	48	1	UBE2QL1		UBE2QL1	48	1
4_MACS_peak_4944_lociStitched	chr11	65768585	65775659	4	6812	28144.6164	49	1	BANF1,EIF1AD	SART1,CST6,SF3B2,CATSPER1,GAL3ST3	EIF1AD	49	1
5_MACS_peak_12573_lociStitched	chr17	75135758	75143450	5	6723	22703.7072	50	1	SEC14L1	SEC14L1	SEC14L1	50	1
7_MACS_peak_846_lociStitched	chr1	40846173	40854023	7	6722	21470.535	51	1	SMAP2	SMAP2	SMAP2	51	1
4_MACS_peak_19530_lociStitched	chr22	46448026	46454977	4	6621	24509.226	52	1	LOC150381,C22orf26	LOC730668,LOC400931,MIR3619,LOC100271722	C22orf26	52	1
2_MACS_peak_6179_lociStitched	chr12	26273527	26280154	2	6597	31252.932	53	1	BHLHE41		BHLHE41	53	1
5_MACS_peak_5555_lociStitched	chr11	119186024	119193364	5	6527	21317.562	54	1	MCAM	RNF26,C1QTNF5,USP2	MCAM	54	1
4_MACS_peak_24614_lociStitched	chr6	36643676	36650860	4	6493	36348.8848	55	1	CDKN1A		CDKN1A	55	1
4_MACS_peak_2068_lociStitched	chr1	161151117	161157760	4	6443	26733.4249	56	1		UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,B4GALT3,ADAMTS4,APOA2	B4GALT3	56	1
4_MACS_peak_11058_lociStitched	chr17	4847684	4854386	4	6367	31996.6884	57	1	RNF167,ENO3,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SLC25A11,SPAG7,CAMTA2,INCA1	PFN1	57	1
7_MACS_peak_407_lociStitched	chr1	23851284	23858368	7	6361	17391.9284	58	1	E2F2	ASAP3,ID3	E2F2	58	1
8_MACS_peak_12293_lociStitched	chr17	62164443	62171408	8	6358	16762.6655	59	1	ERN1		ERN1	59	1
3_MACS_peak_18698_lociStitched	chr21	44579967	44586605	3	6355	25688.3962	60	1		CRYAA	CRYAA	60	1
1_MACS_peak_2269_lociStitched	chr1	178546232	178552555	1	6324	26368.1746	61	1		C1orf220	C1orf220	61	1
2_MACS_peak_15735_lociStitched	chr2	47208380	47214812	2	6319	28569.6576	62	1	TTC7A	MCFD2	MCFD2	62	1
4_MACS_peak_28545_lociStitched	chr9	33452626	33459148	4	6319	22596.7734	63	1		AQP3,NOL6	AQP3	63	1
3_MACS_peak_8638_lociStitched	chr14	106161603	106168414	3	6277	30605.2285	64	1			TMEM121	64	1
6_MACS_peak_6173_lociStitched	chr12	26265979	26272650	6	6266	17303.9069	65	1		BHLHE41	BHLHE41	65	1
3_MACS_peak_23342_lociStitched	chr5	138723767	138730021	3	6233	16551.8364	66	1	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	66	1
2_MACS_peak_26175_lociStitched	chr7	55599794	55606278	2	6189	27647.1276	67	1	VOPP1		VOPP1	67	1
5_MACS_peak_11669_lociStitched	chr17	36856429	36862893	5	6167	27535.9936	68	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	68	1
3_MACS_peak_12029_lociStitched	chr17	46128872	46135404	3	6156	24213.4708	69	1	NFE2L1	SNX11,MIR152,COPZ2,CBX1	NFE2L1	69	1
5_MACS_peak_24451_lociStitched	chr6	33238757	33245661	5	6147	27212.116	70	1	RPS18,B3GALT4,VPS52	PFDN6,WDR46,RGL2,TAPBP,ZBTB22,DAXX	RPS18	70	1
5_MACS_peak_14799_lociStitched	chr19	47217083	47223610	5	6116	21220.5824	71	1	PRKD2,STRN4	FKRP,MIR320E	PRKD2	71	1
5_MACS_peak_25891_lociStitched	chr7	26003135	26009424	5	6114	20544.9052	72	1		MIR148A	MIR148A	72	1
7_MACS_peak_16209_lociStitched	chr2	86220848	86227557	7	6099	16324.3388	73	1		LOC90784	LOC90784	73	1
3_MACS_peak_1962_lociStitched	chr1	156629303	156635776	3	6079	27411.2131	74	1	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	74	1
4_MACS_peak_11033_lociStitched	chr17	4275526	4281790	4	6056	29850.4656	75	1		UBE2G1	UBE2G1	75	1
2_MACS_peak_8707_lociStitched	chr15	31554758	31560843	2	6022	25135.918	76	1			KLF13	76	1
3_MACS_peak_25221_lociStitched	chr6	106610789	106617375	3	6006	24484.1136	77	1			PRDM1	77	1
2_MACS_peak_24442_lociStitched	chr6	32935507	32941705	2	6005	48605.9556	78	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	78	1
9_MACS_peak_21965_lociStitched	chr4	105406606	105414066	9	5957	18544.814	79	1	CXXC4		CXXC4	79	1
3_MACS_peak_9376_lociStitched	chr15	75334904	75340996	3	5952	33661.346	80	1	PPCDC	SCAMP5	PPCDC	80	1
3_MACS_peak_22394_lociStitched	chr4	185248175	185254296	3	5937	20524.9372	81	1			ENPP6	81	1
6_MACS_peak_12352_lociStitched	chr17	65642595	65649083	6	5909	18168.9952	82	1	PITPNC1		NOL11	82	1
6_MACS_peak_4720_lociStitched	chr11	62319054	62325832	6	5882	20262.831	83	1		AHNAK,EEF1G,TUT1,MTA2	AHNAK	83	1
2_MACS_peak_22387_lociStitched	chr4	185201142	185207120	2	5880	43136.6502	84	1			ENPP6	84	1
5_MACS_peak_22421_lociStitched	chr4	185454611	185460859	5	5853	24977.6296	85	1			IRF2	85	1
2_MACS_peak_16364_lociStitched	chr2	99095279	99101107	2	5814	19942.2504	86	1	INPP4A		INPP4A	86	1
1_MACS_peak_22520_lociStitched	chr5	1312137	1317933	1	5797	32138.82	87	1		TERT,CLPTM1L	TERT	87	1
6_MACS_peak_1851_lociStitched	chr1	154971126	154977206	6	5797	19286.976	88	1	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	88	1
6_MACS_peak_7012_lociStitched	chr12	109023817	109030856	6	5767	16008.0938	89	1	SELPLG	TMEM119	SELPLG	89	1
5_MACS_peak_13953_lociStitched	chr19	13260692	13267168	5	5716	21704.9616	90	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	90	1
8_MACS_peak_28264_lociStitched	chr8	145011100	145018677	8	5707	14070.489	91	1	PLEC	GRINA,MIR661,PARP10	PLEC	91	1
7_MACS_peak_28056_lociStitched	chr8	126295391	126302548	7	5705	16997.1593	92	1	NSMCE2		TRIB1	92	1
1_MACS_peak_5930_lociStitched	chr12	7066306	7072005	1	5700	31213.9929	93	1	PTPN6	ENO2,ATN1,C12orf57,MIR200C,MIR141,EMG1,SCARNA12,PHB2	MIR200C	93	1
3_MACS_peak_22397_lociStitched	chr4	185263872	185269869	3	5690	21112.4385	94	1			ENPP6	94	1
8_MACS_peak_3776_lociStitched	chr10	104401586	104408642	8	5646	16702.2576	95	1	TRIM8		TRIM8	95	1
4_MACS_peak_14089_lociStitched	chr19	16694321	16700183	4	5623	27695.019	96	1	MED26	CHERP,SLC35E1	SLC35E1	96	1
5_MACS_peak_13919_lociStitched	chr19	12899095	12905101	5	5587	19207.7886	97	1	JUNB	BEST2,RNASEH2A,MAST1,HOOK2,PRDX2,RTBDN	JUNB	97	1
6_MACS_peak_5982_lociStitched	chr12	9870797	9876929	6	5555	15776.4096	98	1	CLECL1	CLEC2D,CD69	CLECL1	98	1
3_MACS_peak_9352_lociStitched	chr15	75077339	75083344	3	5505	18085.2585	99	1	CSK	CYP1A2,LMAN1L,CPLX3	CSK	99	1
2_MACS_peak_22467_lociStitched	chr4	186399274	186405132	2	5483	19006.8668	100	1		C4orf47,CCDC110	CCDC110	100	1
3_MACS_peak_5927_lociStitched	chr12	7058002	7063623	3	5474	22331.1088	101	1	PTPN6	LRRC23,ENO2,ATN1,C12orf57,MIR200C,MIR141,EMG1,SCARNA12,PHB2	PTPN6	101	1
8_MACS_peak_11761_lociStitched	chr17	38477852	38483761	8	5455	13468.3837	102	1	RARA	CDC6,RARA,GJD3	RARA	102	1
3_MACS_peak_19332_lociStitched	chr22	39543770	39549569	3	5447	23890.7202	103	1	CBX7		CBX7	103	1
7_MACS_peak_23958_lociStitched	chr6	11830182	11836506	7	5424	17932.9668	104	1			C6orf105	104	1
3_MACS_peak_5126_lociStitched	chr11	69060811	69066520	3	5412	16704.534	105	1	MYEOV		MYEOV	105	1
9_MACS_peak_22188_lociStitched	chr4	144276115	144283066	9	5403	16069.3218	106	1	GAB1		GAB1	106	1
4_MACS_peak_17113_lociStitched	chr2	201986969	201992697	4	5389	20389.3888	107	1	CFLAR		CFLAR	107	1
5_MACS_peak_2954_lociStitched	chr10	11216970	11222746	5	5342	16386.512	108	1	CELF2		CELF2	108	1
4_MACS_peak_621_lociStitched	chr1	31218039	31224008	4	5318	14420.5071	109	1	LAPTM5	LOC100129196,MATN1	LAPTM5	109	1
9_MACS_peak_1389_lociStitched	chr1	111173577	111180653	9	5296	12153.03	110	1		KCNA2,KCNA3	KCNA2	110	1
3_MACS_peak_13541_lociStitched	chr19	2697239	2702678	3	5289	18241.8621	111	1	GNG7	DIRAS1,SLC39A3	GNG7	111	1
1_MACS_peak_11104_lociStitched	chr17	6915492	6920759	1	5268	28942.6917	112	1	RNASEK,C17orf49	ALOX12,BCL6B,SLC16A13,MIR195,MIR497,SLC16A11	C17orf49	112	1
3_MACS_peak_1814_lociStitched	chr1	154296566	154302055	3	5261	24744.412	113	1	AQP10,ATP8B2		ATP8B2	113	1
4_MACS_peak_15519_lociStitched	chr2	33700206	33705646	4	5252	16464.704	114	1	RASGRP3	RASGRP3	RASGRP3	114	1
2_MACS_peak_22385_lociStitched	chr4	185186464	185191748	2	5237	22386.7228	115	1		ENPP6	ENPP6	115	1
2_MACS_peak_8559_lociStitched	chr14	103365158	103370684	2	5231	34201.5192	116	1	TRAF3	AMN	AMN	116	1
4_MACS_peak_9131_lociStitched	chr15	63792782	63798264	4	5221	20878.7452	117	1	USP3		USP3	117	1
4_MACS_peak_6137_lociStitched	chr12	24690246	24695664	4	5215	13496.238	118	1	SOX5	C12orf67	SOX5	118	1
2_MACS_peak_5836_lociStitched	chr12	4224646	4230069	2	5210	30097.1077	119	1			CCND2	119	1
9_MACS_peak_15933_lociStitched	chr2	65140476	65146477	9	5203	15154.9254	120	1	LOC400958		LOC400958	120	1
5_MACS_peak_19423_lociStitched	chr22	42145534	42150873	5	5188	20237.4795	121	1	MEI1	CCDC134	CCDC134	121	1
4_MACS_peak_24493_lociStitched	chr6	33586821	33592207	4	5173	20381.1626	122	1	ITPR3	GGNBP1,BAK1,C6orf227	ITPR3	122	1
4_MACS_peak_1695_lociStitched	chr1	150581486	150586782	4	5168	15106.84	123	1		MCL1,ENSA	ENSA	123	1
6_MACS_peak_6131_lociStitched	chr12	24683358	24689503	6	5161	14927.434	124	1	SOX5	C12orf67	SOX5	124	1
4_MACS_peak_66_lociStitched	chr1	1709281	1715075	4	5151	16100.3672	125	1	NADK	SLC35E2,NADK	NADK	125	1
4_MACS_peak_18670_lociStitched	chr21	43480218	43486084	4	5150	18325.9706	126	1	UMODL1	C21orf121,UMODL1,ZNF295,C21orf128	UMODL1	126	1
3_MACS_peak_11724_lociStitched	chr17	38019571	38024826	3	5147	15706.6695	127	1	ZPBP2,IKZF3	GSDMB	IKZF3	127	1
4_MACS_peak_9644_lociStitched	chr15	92395722	92401101	4	5144	15875.0427	128	1	SLCO3A1		SLCO3A1	128	1
7_MACS_peak_9121_lociStitched	chr15	63775555	63781050	7	5118	15024.9785	129	1		USP3	USP3	129	1
6_MACS_peak_16006_lociStitched	chr2	68650435	68655836	6	5106	14699.9017	130	1		APLF,FBXO48	FBXO48	130	1
6_MACS_peak_17694_lociStitched	chr20	9368229	9374274	6	5085	12880.686	131	1	PLCB4		PLCB4	131	1
4_MACS_peak_15408_lociStitched	chr2	25640358	25645719	4	5076	19259.9286	132	1	DTNB		DNMT3A	132	1
3_MACS_peak_1821_lociStitched	chr1	154375706	154381221	3	5073	16711.553	133	1	IL6R		IL6R	133	1
7_MACS_peak_3174_lociStitched	chr10	35065986	35072095	7	5070	14341.4884	134	1	PARD3		PARD3	134	1
4_MACS_peak_12950_lociStitched	chr18	20804090	20809952	4	5031	15674.4018	135	1	CABLES1		CABLES1	135	1
3_MACS_peak_9161_lociStitched	chr15	65183679	65189078	3	5026	20508.1015	136	1		PLEKHO2,ANKDD1A	ANKDD1A	136	1
4_MACS_peak_12264_lociStitched	chr17	61774120	61779311	4	5023	17328.5962	137	1	LIMD2	STRADA	LIMD2	137	1
5_MACS_peak_17412_lociStitched	chr2	232570516	232576103	5	5022	23717.9324	138	1	PTMA	MIR1244-1	PTMA	138	1
6_MACS_peak_8709_lociStitched	chr15	31615846	31621959	6	5020	14530.601	139	1	KLF13		KLF13	139	1
3_MACS_peak_17917_lociStitched	chr20	32468221	32473752	3	5001	21417.1382	140	1			CHMP4B	140	1
2_MACS_peak_24631_lociStitched	chr6	37015739	37020743	2	5000	20393.3016	141	1		FGD2	FGD2	141	1
4_MACS_peak_5738_lociStitched	chr11	130634558	130639710	4	4980	18332.8768	142	1			SNX19	142	1
1_MACS_peak_14688_lociStitched	chr19	44284697	44289653	1	4957	18952.2396	143	1	KCNN4	ZNF283,C19orf61,LYPD5	KCNN4	143	1
2_MACS_peak_14808_lociStitched	chr19	47286905	47291886	2	4957	19605.7141	144	1	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	144	1
4_MACS_peak_14063_lociStitched	chr19	16434962	16440239	4	4957	20204.5776	145	1	KLF2		KLF2	145	1
6_MACS_peak_24691_lociStitched	chr6	39663818	39669323	6	4939	16310.214	146	1	KIF6		KIF6	146	1
5_MACS_peak_16453_lociStitched	chr2	111875141	111880692	5	4935	15622.7344	147	1	ACOXL,BCL2L11		BCL2L11	147	1
3_MACS_peak_12533_lociStitched	chr17	74257649	74263017	3	4926	18783.1688	148	1	FAM100B	RNF157,QRICH2	FAM100B	148	1
6_MACS_peak_3846_lociStitched	chr10	112113671	112119141	6	4894	18832.663	149	1		SMNDC1	SMNDC1	149	1
3_MACS_peak_11404_lociStitched	chr17	21187169	21192338	3	4844	14994.2352	150	1	MAP2K3	C17orf103	MAP2K3	150	1
3_MACS_peak_23789_lociStitched	chr6	389000	394372	3	4833	21049.1076	151	1	IRF4		IRF4	151	1
3_MACS_peak_1647_lociStitched	chr1	149820850	149825786	3	4815	19809.1552	152	1	HIST2H2AA4,HIST2H3A,HIST2H2BC	HIST2H4B,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB	HIST2H2BC	152	1
2_MACS_peak_18759_lociStitched	chr21	45576439	45581299	2	4806	21273.678	153	1		PWP2,C21orf33	C21orf33	153	1
6_MACS_peak_318_lociStitched	chr1	17764563	17769605	6	4796	16767.171	154	1	RCC2		RCC2	154	1
1_MACS_peak_26408_lociStitched	chr7	92461235	92466025	1	4791	18616.335	155	1	CDK6		CDK6	155	1
3_MACS_peak_24708_lociStitched	chr6	40113503	40118309	3	4769	20457.7002	156	1			MOCS1	156	1
2_MACS_peak_9265_lociStitched	chr15	69109357	69114149	2	4765	18689.2792	157	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	157	1
2_MACS_peak_5657_lociStitched	chr11	126334026	126338875	2	4754	23394.0005	158	1	KIRREL3		ST3GAL4	158	1
2_MACS_peak_16217_lociStitched	chr2	86261254	86266269	2	4754	18850.8835	159	1	POLR1A	LOC90784	LOC90784	159	1
6_MACS_peak_29349_lociStitched	chr9	134145489	134151537	6	4745	11748.24	160	1	FAM78A	PPAPDC3	FAM78A	160	1
2_MACS_peak_11248_lociStitched	chr17	16890387	16895282	2	4743	24772.1265	161	1		TNFRSF13B	TNFRSF13B	161	1
2_MACS_peak_11660_lociStitched	chr17	36596595	36601382	2	4729	19524.7369	162	1	ARHGAP23	ARHGAP23	ARHGAP23	162	1
4_MACS_peak_20211_lociStitched	chr3	52344039	52349735	4	4719	14429.6768	163	1		GLYCTK,DNAH1,MIRLET7G,WDR82,MIR135A1	DNAH1	163	1
4_MACS_peak_15669_lociStitched	chr2	43450722	43455732	4	4713	19339.101	164	1	LOC100129726,ZFP36L2		ZFP36L2	164	1
3_MACS_peak_15942_lociStitched	chr2	65157768	65162549	3	4699	16851.1126	165	1	LOC400958		LOC400958	165	1
1_MACS_peak_14459_lociStitched	chr19	38536042	38540731	1	4690	18369.1575	166	1	SIPA1L3		SIPA1L3	166	1
8_MACS_peak_19078_lociStitched	chr22	29193438	29199159	8	4687	12208.614	167	1	XBP1	CCDC117	XBP1	167	1
3_MACS_peak_14047_lociStitched	chr19	16186461	16191438	3	4685	18731.4372	168	1	TPM4	FLJ25328,RAB8A	TPM4	168	1
5_MACS_peak_5701_lociStitched	chr11	128594460	128599629	5	4671	11982.2589	169	1	FLI1		FLI1	169	1
7_MACS_peak_7327_lociStitched	chr12	125401043	125406302	7	4671	11844.8457	170	1		UBC	UBC	170	1
3_MACS_peak_2171_lociStitched	chr1	167596665	167601500	3	4670	20145.0275	171	1	RCSD1		RCSD1	171	1
4_MACS_peak_26574_lociStitched	chr7	102070692	102075545	4	4650	15928.0313	172	1	ORAI2	PRKRIP1,LRWD1,ALKBH4,POLR2J	ORAI2	172	1
5_MACS_peak_13973_lociStitched	chr19	13949504	13954723	5	4640	18298.8578	173	1		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	173	1
2_MACS_peak_1565_lociStitched	chr1	145434496	145439183	2	4636	17774.0414	174	1	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	174	1
2_MACS_peak_7868_lociStitched	chr13	114829537	114834260	2	4633	20750.5005	175	1	RASA3		RASA3	175	1
6_MACS_peak_3074_lociStitched	chr10	22628905	22634094	6	4629	16005.9894	176	1		COMMD3,BMI1,SPAG6	SPAG6	176	1
3_MACS_peak_19320_lociStitched	chr22	39491938	39496940	3	4616	15798.3168	177	1	APOBEC3H	APOBEC3G	APOBEC3H	177	1
2_MACS_peak_5847_lociStitched	chr12	4379988	4384693	2	4607	23175.4185	178	1	CCND2	C12orf5	CCND2	178	1
3_MACS_peak_23409_lociStitched	chr5	141258066	141262929	3	4580	14033.6454	179	1		KIAA0141,PCDH1,LOC729080	PCDH1	179	1
6_MACS_peak_3887_lociStitched	chr10	112622512	112628171	6	4578	12724.8274	180	1		PDCD4,LOC282997	LOC282997	180	1
2_MACS_peak_24826_lociStitched	chr6	43736771	43741361	2	4577	32321.862	181	1	VEGFA		VEGFA	181	1
1_MACS_peak_28712_lociStitched	chr9	66454640	66459213	1	4574	39012.263	182	1		LOC442421	LOC442421	182	1
3_MACS_peak_22450_lociStitched	chr4	186228448	186233376	3	4573	20792.7104	183	1	SNX25		LRP2BP	183	1
2_MACS_peak_1910_lociStitched	chr1	155947330	155951940	2	4570	15487.756	184	1	ARHGEF2	RXFP4,KIAA0907,SSR2	ARHGEF2	184	1
5_MACS_peak_18239_lociStitched	chr20	52196281	52201144	5	4569	11757.2751	185	1	ZNF217		ZNF217	185	1
6_MACS_peak_13216_lociStitched	chr18	56751136	56756480	6	4569	14320.3168	186	1		LOC390858	LOC390858	186	1
3_MACS_peak_2270_lociStitched	chr1	178572878	178577760	3	4565	17519.057	187	1			C1orf220	187	1
3_MACS_peak_16050_lociStitched	chr2	70311785	70316666	3	4548	25526.1657	188	1	PCBP1,LOC400960	LOC100133985	LOC400960	188	1
3_MACS_peak_22411_lociStitched	chr4	185392804	185397387	3	4504	23865.0559	189	1	IRF2		IRF2	189	1
6_MACS_peak_27797_lociStitched	chr8	95958601	95963716	6	4503	17822.706	190	1	TP53INP1		TP53INP1	190	1
5_MACS_peak_5770_lociStitched	chr12	217681	222939	5	4497	11956.1662	191	1	IQSEC3	LOC574538	IQSEC3	191	1
3_MACS_peak_24528_lociStitched	chr6	34622438	34627038	3	4493	18607	192	1	C6orf106		C6orf106	192	1
4_MACS_peak_9396_lociStitched	chr15	75743548	75748807	4	4485	16050.9939	193	1	SIN3A		SIN3A	193	1
3_MACS_peak_4928_lociStitched	chr11	65624059	65628960	3	4484	18589.493	194	1	MUS81,CFL1	SNX32,CTSW,CCDC85B,EFEMP2,FIBP,FOSL1	CFL1	194	1
3_MACS_peak_26647_lociStitched	chr7	105816891	105821452	3	4483	16112.1886	195	1			SYPL1	195	1
4_MACS_peak_12384_lociStitched	chr17	66284670	66289597	4	4480	16887.7852	196	1	ARSG,SLC16A6	AMZ2	SLC16A6	196	1
7_MACS_peak_15589_lociStitched	chr2	37582052	37587739	7	4475	11867.0629	197	1	QPCT	PRKD3	QPCT	197	1
2_MACS_peak_8787_lociStitched	chr15	38961921	38966448	2	4473	16275.0177	198	1		C15orf53	C15orf53	198	1
2_MACS_peak_21310_lociStitched	chr3	194022382	194027028	2	4463	13722.4256	199	1	LOC100131551	CPN2	LOC100131551	199	1
1_MACS_peak_5439_lociStitched	chr11	111284984	111289443	1	4460	16140.6882	200	1		POU2AF1	POU2AF1	200	1
