REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MOLP.2.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
2_MACS_peak_22387_lociStitched	chr4	185201142	185207120	2	5880	43136.6502	30	1			ENPP6	ENPP6	0.1484	30	1
8_MACS_peak_20871_lociStitched	chr3	141096864	141106851	8	8678	27132.6816	31	1	ZBTB38		ZBTB38	ZBTB38	0.7093	31	1
4_MACS_peak_4716_lociStitched	chr11	62306445	62314859	4	8078	29590.3552	32	1	AHNAK	EEF1G,TUT1	AHNAK	EEF1G	0.95	32	1
6_MACS_peak_22676_lociStitched	chr5	32530206	32539388	6	8401	25752.7554	33	1		SUB1	SUB1	SUB1	1.2577	33	1
7_MACS_peak_9981_lociStitched	chr16	11828173	11837638	7	8252	26234.1405	34	1	TXNDC11		TXNDC11	TXNDC11	0.7507	34	1
6_MACS_peak_19756_lociStitched	chr3	13053329	13062102	6	8016	26980.4842	35	1	IQSEC1	IQSEC1	IQSEC1	IQSEC1	0.3564	35	1
4_MACS_peak_24614_lociStitched	chr6	36643676	36650860	4	6493	36348.8848	36	1	CDKN1A		CDKN1A	CDKN1A	2.1432	36	1
3_MACS_peak_1527_lociStitched	chr1	143462727	143469867	3	6917	33330.234	37	1			LOC100130000	LOC100130000	NONE	37	1
8_MACS_peak_15527_lociStitched	chr2	33712534	33722132	8	8056	23797.2812	38	1	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.5466	38	1
4_MACS_peak_16358_lociStitched	chr2	99075043	99083206	4	7656	26759.9466	39	1	INPP4A		INPP4A	INPP4A	0.7566	39	1
3_MACS_peak_24374_lociStitched	chr6	31701878	31709017	3	6848	31933.4609	40	1	MSH5,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,BAT5,LY6G6E,LY6G6C,DDAH2,C6orf27	CLIC1	CLIC1	2.7492	40	1
3_MACS_peak_14825_lociStitched	chr19	47729563	47736693	3	7009	30603.386	41	1	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	BBC3	1.6085	41	1
2_MACS_peak_6179_lociStitched	chr12	26273527	26280154	2	6597	31252.932	42	1	BHLHE41		BHLHE41	BHLHE41	3.029	42	1
4_MACS_peak_28078_lociStitched	chr8	126441146	126449016	4	7103	27681.938	43	1	TRIB1		TRIB1	TRIB1	1.7932	43	1
4_MACS_peak_11058_lociStitched	chr17	4847684	4854386	4	6367	31996.6884	44	1	RNF167,ENO3,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SLC25A11,SPAG7,CAMTA2,INCA1	PFN1	PFN1	3.0351	44	1
10_MACS_peak_22847_lociStitched	chr5	55981378	55990357	10	7744	22166.4573	45	1			MAP3K1	MAP3K1	0.4071	45	1
3_MACS_peak_22551_lociStitched	chr5	6480062	6487197	3	6826	29087.2545	46	1	UBE2QL1		UBE2QL1	UBE2QL1	0.7741	46	1
3_MACS_peak_9376_lociStitched	chr15	75334904	75340996	3	5952	33661.346	47	1	PPCDC	SCAMP5	PPCDC	PPCDC	1.3244	47	1
1_MACS_peak_28712_lociStitched	chr9	66454640	66459213	1	4574	39012.263	48	1		LOC442421	LOC442421	LOC442421	0.6746	48	1
9_MACS_peak_25198_lociStitched	chr6	106531941	106541273	9	7672	22049.6496	49	1	PRDM1	PRDM1	PRDM1	PRDM1	1.3901	49	1
4_MACS_peak_4944_lociStitched	chr11	65768585	65775659	4	6812	28144.6164	50	1	BANF1,EIF1AD	SART1,CST6,SF3B2,CATSPER1,GAL3ST3	EIF1AD	EIF1AD	1.6926	50	1
4_MACS_peak_22690_lociStitched	chr5	32581086	32588085	4	6918	27401.085	51	1	SUB1		SUB1	SUB1	1.2577	51	1
9_MACS_peak_20284_lociStitched	chr3	55638467	55646919	9	7505	22367.3728	52	1	ERC2	C3orf51	C3orf51	C3orf51	1.6723	52	1
8_MACS_peak_16258_lociStitched	chr2	87813009	87821757	8	7571	21569.9436	53	1	NCRNA00152		NCRNA00152	NCRNA00152	1.2216	53	1
3_MACS_peak_8638_lociStitched	chr14	106161603	106168414	3	6277	30605.2285	54	1			TMEM121	TMEM121	0.3661	54	1
5_MACS_peak_6356_lociStitched	chr12	48201437	48209001	5	7021	25538.3332	55	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	HDAC7	0.9287	55	1
6_MACS_peak_11654_lociStitched	chr17	36577138	36585672	6	7520	20898.0592	56	1	ARHGAP23	ARHGAP23	ARHGAP23	ARHGAP23	0.5893	56	1
1_MACS_peak_22520_lociStitched	chr5	1312137	1317933	1	5797	32138.82	57	1		TERT,CLPTM1L	TERT	CLPTM1L	1.297	57	1
2_MACS_peak_8559_lociStitched	chr14	103365158	103370684	2	5231	34201.5192	58	1	TRAF3	AMN	AMN	AMN	0.3321	58	1
2_MACS_peak_15735_lociStitched	chr2	47208380	47214812	2	6319	28569.6576	59	1	TTC7A	MCFD2	MCFD2	MCFD2	0.4599	59	1
4_MACS_peak_11033_lociStitched	chr17	4275526	4281790	4	6056	29850.4656	60	1		UBE2G1	UBE2G1	UBE2G1	0.3418	60	1
8_MACS_peak_20274_lociStitched	chr3	55516126	55523723	8	7064	22999.9175	61	1	WNT5A		WNT5A	WNT5A	0.85	61	1
1_MACS_peak_5930_lociStitched	chr12	7066306	7072005	1	5700	31213.9929	62	1	PTPN6	ENO2,ATN1,C12orf57,MIR200C,MIR141,EMG1,SCARNA12,PHB2	MIR200C	MIR200C	2.8716	62	1
4_MACS_peak_2068_lociStitched	chr1	161151117	161157760	4	6443	26733.4249	63	1		UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,B4GALT3,ADAMTS4,APOA2	B4GALT3	ADAMTS4	1.6759	63	1
2_MACS_peak_26175_lociStitched	chr7	55599794	55606278	2	6189	27647.1276	64	1	VOPP1		VOPP1	VOPP1	1.1102	64	1
5_MACS_peak_11669_lociStitched	chr17	36856429	36862893	5	6167	27535.9936	65	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	1.0328	65	1
4_MACS_peak_19530_lociStitched	chr22	46448026	46454977	4	6621	24509.226	66	1	LOC150381,C22orf26	LOC730668,LOC400931,MIR3619,LOC100271722	C22orf26	C22orf26	2.014	66	1
1_MACS_peak_2269_lociStitched	chr1	178546232	178552555	1	6324	26368.1746	67	1		C1orf220	C1orf220	C1orf220	0.5197	67	1
5_MACS_peak_24451_lociStitched	chr6	33238757	33245661	5	6147	27212.116	68	1	RPS18,B3GALT4,VPS52	PFDN6,WDR46,RGL2,TAPBP,ZBTB22,DAXX	RPS18	DAXX	2.3632	68	1
3_MACS_peak_18698_lociStitched	chr21	44579967	44586605	3	6355	25688.3962	69	1		CRYAA	CRYAA	CRYAA	1.8638	69	1
3_MACS_peak_1962_lociStitched	chr1	156629303	156635776	3	6079	27411.2131	70	1	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	BCAN	0.9862	70	1
5_MACS_peak_12573_lociStitched	chr17	75135758	75143450	5	6723	22703.7072	71	1	SEC14L1	SEC14L1	SEC14L1	SEC14L1	0.5046	71	1
7_MACS_peak_846_lociStitched	chr1	40846173	40854023	7	6722	21470.535	72	1	SMAP2	SMAP2	SMAP2	SMAP2	0.8102	72	1
2_MACS_peak_5836_lociStitched	chr12	4224646	4230069	2	5210	30097.1077	73	1			CCND2	CCND2	0.7959	73	1
4_MACS_peak_14089_lociStitched	chr19	16694321	16700183	4	5623	27695.019	74	1	MED26	CHERP,SLC35E1	SLC35E1	SLC35E1	0.2283	74	1
2_MACS_peak_24826_lociStitched	chr6	43736771	43741361	2	4577	32321.862	75	1	VEGFA		VEGFA	VEGFA	1.5303	75	1
2_MACS_peak_8707_lociStitched	chr15	31554758	31560843	2	6022	25135.918	76	1			KLF13	KLF13	0.879	76	1
3_MACS_peak_12029_lociStitched	chr17	46128872	46135404	3	6156	24213.4708	77	1	NFE2L1	SNX11,MIR152,COPZ2,CBX1	NFE2L1	NFE2L1	1.8267	77	1
5_MACS_peak_5555_lociStitched	chr11	119186024	119193364	5	6527	21317.562	78	1	MCAM	RNF26,C1QTNF5,USP2	MCAM	MCAM	1.1423	78	1
1_MACS_peak_11104_lociStitched	chr17	6915492	6920759	1	5268	28942.6917	79	1	RNASEK,C17orf49	ALOX12,BCL6B,SLC16A13,MIR195,MIR497,SLC16A11	C17orf49	MIR195	3.6202	79	1
4_MACS_peak_28545_lociStitched	chr9	33452626	33459148	4	6319	22596.7734	80	1		AQP3,NOL6	AQP3	NOL6	0.8795	80	1
3_MACS_peak_25221_lociStitched	chr6	106610789	106617375	3	6006	24484.1136	81	1			PRDM1	PRDM1	1.3901	81	1
5_MACS_peak_22421_lociStitched	chr4	185454611	185460859	5	5853	24977.6296	82	1			IRF2	IRF2	0.8294	82	1
5_MACS_peak_14799_lociStitched	chr19	47217083	47223610	5	6116	21220.5824	83	1	PRKD2,STRN4	FKRP,MIR320E	PRKD2	PRKD2	0.4981	83	1
5_MACS_peak_25891_lociStitched	chr7	26003135	26009424	5	6114	20544.9052	84	1		MIR148A	MIR148A	MIR148A	1.4039	84	1
7_MACS_peak_407_lociStitched	chr1	23851284	23858368	7	6361	17391.9284	85	1	E2F2	ASAP3,ID3	E2F2	E2F2	0.682	85	1
3_MACS_peak_22394_lociStitched	chr4	185248175	185254296	3	5937	20524.9372	86	1			ENPP6	ENPP6	0.1484	86	1
3_MACS_peak_19332_lociStitched	chr22	39543770	39549569	3	5447	23890.7202	87	1	CBX7		CBX7	CBX7	1.2869	87	1
8_MACS_peak_12293_lociStitched	chr17	62164443	62171408	8	6358	16762.6655	88	1	ERN1		ERN1	ERN1	1.124	88	1
3_MACS_peak_1814_lociStitched	chr1	154296566	154302055	3	5261	24744.412	89	1	AQP10,ATP8B2		ATP8B2	ATP8B2	1.3378	89	1
6_MACS_peak_6173_lociStitched	chr12	26265979	26272650	6	6266	17303.9069	90	1		BHLHE41	BHLHE41	BHLHE41	3.029	90	1
5_MACS_peak_13953_lociStitched	chr19	13260692	13267168	5	5716	21704.9616	91	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	LYL1	1.8397	91	1
6_MACS_peak_4720_lociStitched	chr11	62319054	62325832	6	5882	20262.831	92	1		AHNAK,EEF1G,TUT1,MTA2	AHNAK	EEF1G	0.95	92	1
3_MACS_peak_23342_lociStitched	chr5	138723767	138730021	3	6233	16551.8364	93	1	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	1.477	93	1
3_MACS_peak_22397_lociStitched	chr4	185263872	185269869	3	5690	21112.4385	94	1			ENPP6	ENPP6	0.1484	94	1
2_MACS_peak_16364_lociStitched	chr2	99095279	99101107	2	5814	19942.2504	95	1	INPP4A		INPP4A	INPP4A	0.7566	95	1
2_MACS_peak_24848_lociStitched	chr6	44229722	44234246	2	4347	28235.6412	96	1	NFKBIE	SLC29A1,HSP90AB1,TMEM151B,SLC35B2,TCTE1,AARS2	NFKBIE	NFKBIE	2.3774	96	1
3_MACS_peak_5927_lociStitched	chr12	7058002	7063623	3	5474	22331.1088	97	1	PTPN6	LRRC23,ENO2,ATN1,C12orf57,MIR200C,MIR141,EMG1,SCARNA12,PHB2	PTPN6	PTPN6	3.1762	97	1
9_MACS_peak_21965_lociStitched	chr4	105406606	105414066	9	5957	18544.814	98	1	CXXC4		CXXC4	CXXC4	1.6656	98	1
6_MACS_peak_1851_lociStitched	chr1	154971126	154977206	6	5797	19286.976	99	1	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	MIR4258	1.6718	99	1
6_MACS_peak_12352_lociStitched	chr17	65642595	65649083	6	5909	18168.9952	100	1	PITPNC1		NOL11	NOL11	NONE	100	1
7_MACS_peak_16209_lociStitched	chr2	86220848	86227557	7	6099	16324.3388	101	1		LOC90784	LOC90784	LOC90784	0.3964	101	1
5_MACS_peak_17412_lociStitched	chr2	232570516	232576103	5	5022	23717.9324	102	1	PTMA	MIR1244-1	PTMA	PTMA	1.8806	102	1
2_MACS_peak_22385_lociStitched	chr4	185186464	185191748	2	5237	22386.7228	103	1		ENPP6	ENPP6	ENPP6	0.1484	103	1
2_MACS_peak_11248_lociStitched	chr17	16890387	16895282	2	4743	24772.1265	104	1		TNFRSF13B	TNFRSF13B	TNFRSF13B	0.4761	104	1
5_MACS_peak_13919_lociStitched	chr19	12899095	12905101	5	5587	19207.7886	105	1	JUNB	BEST2,RNASEH2A,MAST1,HOOK2,PRDX2,RTBDN	JUNB	JUNB	1.9798	105	1
3_MACS_peak_16050_lociStitched	chr2	70311785	70316666	3	4548	25526.1657	106	1	PCBP1,LOC400960	LOC100133985	LOC400960	LOC100133985	1.3732	106	1
4_MACS_peak_17113_lociStitched	chr2	201986969	201992697	4	5389	20389.3888	107	1	CFLAR		CFLAR	CFLAR	0.8732	107	1
2_MACS_peak_22467_lociStitched	chr4	186399274	186405132	2	5483	19006.8668	108	1		C4orf47,CCDC110	CCDC110	CCDC110	0.4683	108	1
4_MACS_peak_9131_lociStitched	chr15	63792782	63798264	4	5221	20878.7452	109	1	USP3		USP3	USP3	0.3205	109	1
7_MACS_peak_28056_lociStitched	chr8	126295391	126302548	7	5705	16997.1593	110	1	NSMCE2		TRIB1	TRIB1	1.7932	110	1
2_MACS_peak_5657_lociStitched	chr11	126334026	126338875	2	4754	23394.0005	111	1	KIRREL3		ST3GAL4	ST3GAL4	NONE	111	1
6_MACS_peak_7012_lociStitched	chr12	109023817	109030856	6	5767	16008.0938	112	1	SELPLG	TMEM119	SELPLG	SELPLG	1.3072	112	1
3_MACS_peak_9352_lociStitched	chr15	75077339	75083344	3	5505	18085.2585	113	1	CSK	CYP1A2,LMAN1L,CPLX3	CSK	CSK	1.378	113	1
8_MACS_peak_3776_lociStitched	chr10	104401586	104408642	8	5646	16702.2576	114	1	TRIM8		TRIM8	TRIM8	1.0341	114	1
2_MACS_peak_11718_lociStitched	chr17	37909402	37913403	2	3888	26994.747	115	1		GRB7,C17orf37	GRB7	C17orf37	0.4054	115	1
4_MACS_peak_24493_lociStitched	chr6	33586821	33592207	4	5173	20381.1626	116	1	ITPR3	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	1.4141	116	1
5_MACS_peak_19423_lociStitched	chr22	42145534	42150873	5	5188	20237.4795	117	1	MEI1	CCDC134	CCDC134	CCDC134	0.4105	117	1
3_MACS_peak_17917_lociStitched	chr20	32468221	32473752	3	5001	21417.1382	118	1			CHMP4B	CHMP4B	NONE	118	1
3_MACS_peak_22411_lociStitched	chr4	185392804	185397387	3	4504	23865.0559	119	1	IRF2		IRF2	IRF2	0.8294	119	1
7_MACS_peak_23958_lociStitched	chr6	11830182	11836506	7	5424	17932.9668	120	1			C6orf105	C6orf105	0.7985	120	1
2_MACS_peak_5847_lociStitched	chr12	4379988	4384693	2	4607	23175.4185	121	1	CCND2	C12orf5	CCND2	CCND2	0.7959	121	1
3_MACS_peak_9161_lociStitched	chr15	65183679	65189078	3	5026	20508.1015	122	1		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.2656	122	1
2_MACS_peak_24631_lociStitched	chr6	37015739	37020743	2	5000	20393.3016	123	1		FGD2	FGD2	FGD2	0.909	123	1
3_MACS_peak_13541_lociStitched	chr19	2697239	2702678	3	5289	18241.8621	124	1	GNG7	DIRAS1,SLC39A3	GNG7	GNG7	0.4254	124	1
6_MACS_peak_5982_lociStitched	chr12	9870797	9876929	6	5555	15776.4096	125	1	CLECL1	CLEC2D,CD69	CLECL1	CLECL1	1.6487	125	1
2_MACS_peak_18759_lociStitched	chr21	45576439	45581299	2	4806	21273.678	126	1		PWP2,C21orf33	C21orf33	C21orf33	1.4612	126	1
8_MACS_peak_28264_lociStitched	chr8	145011100	145018677	8	5707	14070.489	127	1	PLEC	GRINA,MIR661,PARP10	PLEC	MIR661	1.0431	127	1
3_MACS_peak_23789_lociStitched	chr6	389000	394372	3	4833	21049.1076	128	1	IRF4		IRF4	IRF4	1.0164	128	1
4_MACS_peak_14063_lociStitched	chr19	16434962	16440239	4	4957	20204.5776	129	1	KLF2		KLF2	KLF2	1.9901	129	1
3_MACS_peak_5126_lociStitched	chr11	69060811	69066520	3	5412	16704.534	130	1	MYEOV		MYEOV	MYEOV	1.6628	130	1
4_MACS_peak_15408_lociStitched	chr2	25640358	25645719	4	5076	19259.9286	131	1	DTNB		DNMT3A	DNMT3A	NONE	131	1
4_MACS_peak_18670_lociStitched	chr21	43480218	43486084	4	5150	18325.9706	132	1	UMODL1	C21orf121,UMODL1,ZNF295,C21orf128	UMODL1	UMODL1	0.4075	132	1
2_MACS_peak_14808_lociStitched	chr19	47286905	47291886	2	4957	19605.7141	133	1	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	SLC1A5	0.9814	133	1
9_MACS_peak_22188_lociStitched	chr4	144276115	144283066	9	5403	16069.3218	134	1	GAB1		GAB1	GAB1	0.4217	134	1
5_MACS_peak_2954_lociStitched	chr10	11216970	11222746	5	5342	16386.512	135	1	CELF2		CELF2	CELF2	0.2381	135	1
3_MACS_peak_24708_lociStitched	chr6	40113503	40118309	3	4769	20457.7002	136	1			MOCS1	MOCS1	NONE	136	1
1_MACS_peak_14688_lociStitched	chr19	44284697	44289653	1	4957	18952.2396	137	1	KCNN4	ZNF283,C19orf61,LYPD5	KCNN4	KCNN4	1.2977	137	1
3_MACS_peak_1647_lociStitched	chr1	149820850	149825786	3	4815	19809.1552	138	1	HIST2H2AA4,HIST2H3A,HIST2H2BC	HIST2H4B,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB	HIST2H2BC	HIST2H2BC	2.2465	138	1
3_MACS_peak_24646_lociStitched	chr6	37135906	37139789	3	3505	26132.9783	139	1	PIM1		PIM1	PIM1	2.12	139	1
4_MACS_peak_15519_lociStitched	chr2	33700206	33705646	4	5252	16464.704	140	1	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.5466	140	1
2_MACS_peak_7868_lociStitched	chr13	114829537	114834260	2	4633	20750.5005	141	1	RASA3		RASA3	RASA3	0.3376	141	1
3_MACS_peak_12533_lociStitched	chr17	74257649	74263017	3	4926	18783.1688	142	1	FAM100B	RNF157,QRICH2	FAM100B	FAM100B	1.9174	142	1
2_MACS_peak_4106_lociStitched	chr11	267592	271642	2	3741	25066.665	143	1		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	IFITM1	0.825	143	1
4_MACS_peak_5738_lociStitched	chr11	130634558	130639710	4	4980	18332.8768	144	1			SNX19	SNX19	NONE	144	1
6_MACS_peak_3846_lociStitched	chr10	112113671	112119141	6	4894	18832.663	145	1		SMNDC1	SMNDC1	SMNDC1	0.1884	145	1
3_MACS_peak_22450_lociStitched	chr4	186228448	186233376	3	4573	20792.7104	146	1	SNX25		LRP2BP	LRP2BP	0.4763	146	1
3_MACS_peak_26619_lociStitched	chr7	104651614	104656102	3	4311	22190.4672	147	1	MLL5,LOC100216545		LOC100216545	LOC100216545	1.7923	147	1
3_MACS_peak_2171_lociStitched	chr1	167596665	167601500	3	4670	20145.0275	148	1	RCSD1		RCSD1	RCSD1	0.3735	148	1
2_MACS_peak_11660_lociStitched	chr17	36596595	36601382	2	4729	19524.7369	149	1	ARHGAP23	ARHGAP23	ARHGAP23	ARHGAP23	0.5893	149	1
8_MACS_peak_11761_lociStitched	chr17	38477852	38483761	8	5455	13468.3837	150	1	RARA	CDC6,RARA,GJD3	RARA	RARA	0.5585	150	1
4_MACS_peak_12264_lociStitched	chr17	61774120	61779311	4	5023	17328.5962	151	1	LIMD2	STRADA	LIMD2	LIMD2	1.4585	151	1
2_MACS_peak_18716_lociStitched	chr21	44772287	44776690	2	4198	22353.5907	152	1			SIK1	SIK1	NONE	152	1
4_MACS_peak_66_lociStitched	chr1	1709281	1715075	4	5151	16100.3672	153	1	NADK	SLC35E2,NADK	NADK	SLC35E2	0.6307	153	1
4_MACS_peak_15669_lociStitched	chr2	43450722	43455732	4	4713	19339.101	154	1	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	2.4296	154	1
3_MACS_peak_1821_lociStitched	chr1	154375706	154381221	3	5073	16711.553	155	1	IL6R		IL6R	IL6R	0.4412	155	1
4_MACS_peak_621_lociStitched	chr1	31218039	31224008	4	5318	14420.5071	156	1	LAPTM5	LOC100129196,MATN1	LAPTM5	LAPTM5	0.9568	156	1
1_MACS_peak_26408_lociStitched	chr7	92461235	92466025	1	4791	18616.335	157	1	CDK6		CDK6	CDK6	0.4474	157	1
4_MACS_peak_9644_lociStitched	chr15	92395722	92401101	4	5144	15875.0427	158	1	SLCO3A1		SLCO3A1	SLCO3A1	0.2058	158	1
2_MACS_peak_16217_lociStitched	chr2	86261254	86266269	2	4754	18850.8835	159	1	POLR1A	LOC90784	LOC90784	LOC90784	0.3964	159	1
2_MACS_peak_9265_lociStitched	chr15	69109357	69114149	2	4765	18689.2792	160	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	ANP32A	0.5313	160	1
3_MACS_peak_11724_lociStitched	chr17	38019571	38024826	3	5147	15706.6695	161	1	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.3778	161	1
9_MACS_peak_15933_lociStitched	chr2	65140476	65146477	9	5203	15154.9254	162	1	LOC400958		LOC400958	LOC400958	1.0721	162	1
4_MACS_peak_1695_lociStitched	chr1	150581486	150586782	4	5168	15106.84	163	1		MCL1,ENSA	ENSA	MCL1	1.7023	163	1
3_MACS_peak_14047_lociStitched	chr19	16186461	16191438	3	4685	18731.4372	164	1	TPM4	FLJ25328,RAB8A	TPM4	RAB8A	0.8416	164	1
6_MACS_peak_6131_lociStitched	chr12	24683358	24689503	6	5161	14927.434	165	1	SOX5	C12orf67	SOX5	C12orf67	0.4558	165	1
3_MACS_peak_11088_lociStitched	chr17	5844431	5848954	3	4393	20305.5562	166	1			WSCD1	WSCD1	NONE	166	1
7_MACS_peak_9121_lociStitched	chr15	63775555	63781050	7	5118	15024.9785	167	1		USP3	USP3	USP3	0.3205	167	1
1_MACS_peak_14459_lociStitched	chr19	38536042	38540731	1	4690	18369.1575	168	1	SIPA1L3		SIPA1L3	SIPA1L3	0.2825	168	1
4_MACS_peak_12950_lociStitched	chr18	20804090	20809952	4	5031	15674.4018	169	1	CABLES1		CABLES1	CABLES1	0.5672	169	1
6_MACS_peak_24691_lociStitched	chr6	39663818	39669323	6	4939	16310.214	170	1	KIF6		KIF6	KIF6	0.2589	170	1
6_MACS_peak_16006_lociStitched	chr2	68650435	68655836	6	5106	14699.9017	171	1		APLF,FBXO48	FBXO48	FBXO48	0.518	171	1
