GENE_ID	locusLine	bin_1_MM11.jin.bam
NR_026588	chr1(.):245128630-245256148	0.3477
NR_026587	chr1(.):245128630-245293530	0.2828
NR_026586	chr1(.):245128283-245293530	0.2825
NM_032129	chr1(.):896876-915484	0.1671
NM_152486	chr1(.):856120-884961	0.6367
NM_198317	chr1(.):890966-906099	0.3587
NM_015658	chr1(.):874582-899679	0.8305
NR_026874	chr1(.):847952-859817	0.07
NR_027693	chr1(.):905578-922473	0.0529
NM_182838	chr1(.):1658680-1682431	0.3914
NM_001198995	chr1(.):1677670-1695081	0.1523
NM_001010926	chr1(.):2455183-2466684	0.5223
NR_026927	chr1(.):2476358-2489284	0.792
NM_018216	chr1(.):2434974-2463035	0.2289
NM_001195741	chr1(.):2513188-2527908	0.3431
NR_036638	chr1(.):2512898-2527908	0.3365
NM_177540	chr1(.):6610337-6644817	0.258
NM_005341	chr1(.):6635062-6654340	0.2144
NM_014851	chr1(.):6645783-6667929	0.5788
NM_153812	chr1(.):6668755-6689093	0.4197
NM_024654	chr1(.):6576406-6619658	0.1496
NM_001195752	chr1(.):6680209-6698642	0.2741
NM_001195753	chr1(.):6679924-6698642	0.2713
NM_015849	chr1(.):15797595-15822895	0.0512
NM_001229	chr1(.):15813768-15855940	0.2651
NM_032996	chr1(.):15813768-15856285	0.2632
NM_001089591	chr1(.):16128656-16139194	0.0523
NR_024279	chr1(.):16155709-16179642	0.9228
NM_001136204	chr1(.):17728250-17770057	0.4997
NM_018715	chr1(.):17728250-17771220	0.4891
NM_170726	chr1(.):19192923-19234293	0.0886
NM_001397	chr1(.):21538739-21621982	0.2214
NM_001113347	chr1(.):21538739-21611183	0.0999
NM_001113349	chr1(.):21538739-21621766	0.2171
NM_001032730	chr1(.):22049338-22114688	0.3463
NM_006015	chr1(.):27017521-27113601	0.256
NM_014280	chr1(.):28521789-28564542	0.147
NM_016311	chr1(.):28557610-28569611	0.3842
NM_031459	chr1(.):28581005-28614002	0.2605
NM_003680	chr1(.):33235839-33288633	0.261
NM_005202	chr1(.):36555843-36570850	0.0514
NM_018067	chr1(.):36616802-36651441	0.6695
NM_014408	chr1(.):36597172-36620067	0.4323
NM_032881	chr1(.):36854030-36868493	0.6483
NM_022756	chr1(.):37953175-37985364	0.204
NM_025079	chr1(.):37935118-37954978	0.6507
NM_004073	chr1(.):45261035-45276667	1.1423
NM_001013632	chr1(.):45266585-45277957	1.2891
NM_001136537	chr1(.):45269153-45284801	1.0012
NR_001456	chr1(.):45238513-45248584	1.0596
NR_001457	chr1(.):45239061-45249130	1.0654
NM_153274	chr1(.):45244256-45258426	0.1662
NM_003738	chr1(.):45282937-45313616	0.2222
NM_001012	chr1(.):45236245-45249412	0.8262
NR_000024	chr1(.):45237163-45247261	1.0594
NR_000015	chr1(.):45236536-45246610	1.0611
NR_026768	chr1(.):46106451-46117357	0.0602
NM_016486	chr1(.):46148846-46165108	0.6623
NM_006004	chr1(.):46764379-46787447	0.592
NM_006369	chr1(.):46739071-46774038	0.4143
NM_199044	chr1(.):46801389-46835690	0.2255
NM_014372	chr1(.):51696944-51744119	0.2675
NM_002228	chr1(.):59241462-59254785	1.6752
NR_034015	chr1(.):59245822-59370384	0.3631
NR_037443	chr1(.):65518437-65528525	0.0702
NR_029516	chr1(.):65519116-65529191	0.0738
NM_017709	chr1(.):118143603-118176011	0.7046
NM_001123068	chr1(.):143762143-143772881	0.0626
NR_027469	chr1(.):143713512-143749587	0.8345
NR_027468	chr1(.):143713512-143749457	0.8375
NM_207418	chr1(.):143891451-143918143	0.4271
NM_178230	chr1(.):144358586-144369246	0.0444
NR_024584	chr1(.):144475745-144526969	0.4787
NM_001002811	chr1(.):144885590-144937032	0.4518
NM_178230	chr1(.):147949759-147960419	0.0606
NR_027468	chr1(.):147901021-147936980	0.6479
NM_001024599	chr1(.):149392113-149404229	0.3311
NR_024510	chr1(.):149571452-149621786	0.4455
NM_001161334	chr1(.):149749244-149788928	0.3427
NM_001034077	chr1(.):149799220-149809616	1.0229
NM_001024599	chr1(.):149777116-149788928	0.7261
NM_001005464	chr1(.):149807258-149817765	1.7485
NM_001040874	chr1(.):149808784-149819318	1.7568
NM_001123375	chr1(.):149779779-149790236	0.7981
NM_000566	chr1(.):149749249-149769074	0.2198
NM_005850	chr1(.):149890210-149904702	0.4162
NM_016074	chr1(.):149866154-149877348	0.5547
NM_003528	chr1(.):149851009-149863232	1.9118
NM_003517	chr1(.):149853524-149863961	2.2059
NM_175065	chr1(.):149854018-149864466	2.1888
NM_014849	chr1(.):149869871-149894434	0.283
NM_181873	chr1(.):149895542-149913266	0.55
NM_001145862	chr1(.):149895542-149913791	0.536
NR_036461	chr1(.):149816758-149827340	1.5906
NM_001040874	chr1(.):149817627-149828161	1.5624
NM_001005464	chr1(.):149819180-149829687	1.5496
NM_001034077	chr1(.):149827329-149837725	0.9738
NM_004698	chr1(.):150288927-150330704	0.1153
NM_019032	chr1(.):150516897-150538412	0.6067
NM_207046	chr1(.):150589598-150606609	0.5174
NR_036211	chr1(.):150519404-150529490	0.1505
NM_001197320	chr1(.):150542026-150557214	3.1115
NM_001163258	chr1(.):150964300-150985854	0.8563
NM_181746	chr1(.):150932648-150952440	0.4368
NM_003568	chr1(.):150949498-150973114	0.185
NM_001163260	chr1(.):150964300-150984273	0.9169
NM_001040217	chr1(.):150964300-150984385	0.9118
NM_020239	chr1(.):151018446-151037125	0.8306
NM_138278	chr1(.):151004028-151025076	0.2434
NM_006818	chr1(.):151027150-151045973	0.9805
NM_017860	chr1(.):151015258-151028871	0.4352
NM_144618	chr1(.):151038079-151096007	0.191
NM_002810	chr1(.):151222196-151244954	0.2388
NM_002651	chr1(.):151259272-151305133	0.15
NM_001198774	chr1(.):151259272-151305191	0.1498
NM_053055	chr1(.):151841059-151887113	0.2157
NM_002966	chr1(.):151950385-151971714	0.3733
NM_020452	chr1(.):154295275-154328780	0.6857
NM_001005855	chr1(.):154293035-154315322	0.8609
NM_080429	chr1(.):154288591-154302801	1.2261
NM_006556	chr1(.):154892207-154914484	0.6987
NM_001130041	chr1(.):154929773-154951959	1.066
NM_001130040	chr1(.):154929773-154948223	1.1129
NM_201398	chr1(.):154950769-154970587	0.1436
NM_015872	chr1(.):154970111-154995999	0.9877
NM_207196	chr1(.):155018761-155040252	0.3019
NM_018655	chr1(.):154961061-154971791	0.1479
NM_001143687	chr1(.):155001281-155028406	0.1969
NR_024163	chr1(.):154942117-154956725	1.243
NM_144622	chr1(.):154986002-155011257	0.2503
NM_138300	chr1(.):154924501-154939258	1.3274
NR_036212	chr1(.):154943168-154953259	1.555
NM_001018017	chr1(.):155153299-155167700	0.9421
NM_198883	chr1(.):155173489-155188624	1.7914
NM_002455	chr1(.):155173489-155188614	1.792
NM_018973	chr1(.):155107366-155117883	1.1745
NM_153741	chr1(.):155107366-155117996	1.163
NM_173852	chr1(.):155136883-155150804	0.2881
NM_007112	chr1(.):155160378-155182690	1.7046
NM_025058	chr1(.):155141359-155162445	0.3102
NR_030281	chr1(.):155159967-155170063	1.0995
NM_001005742	chr1(.):155199238-155219653	0.3229
NM_198264	chr1(.):155211995-155230274	0.3504
NM_001171812	chr1(.):155199238-155216066	0.3751
NM_000157	chr1(.):155199238-155216069	0.3751
NR_027023	chr1(.):155526771-155538735	0.9094
NM_001162384	chr1(.):155911629-155953336	0.6668
NM_181885	chr1(.):155906479-155917625	0.3224
NM_004723	chr1(.):155911629-155952966	0.6584
NM_014949	chr1(.):155877835-155909188	0.2347
NM_020131	chr1(.):156000091-156028516	0.2676
NM_001093725	chr1(.):156036803-156056789	0.1287
NM_020387	chr1(.):156025965-156045295	0.0882
NM_001145264	chr1(.):156019516-156033301	0.4897
NM_003145	chr1(.):155973838-155995758	0.2598
NM_022367	chr1(.):156118321-156152542	0.252
NM_001193302	chr1(.):156118368-156152542	0.2512
NM_001193301	chr1(.):156114734-156152542	0.2715
NM_005920	chr1(.):156428518-156475529	0.6029
NM_198427	chr1(.):156606739-156628264	0.0796
NM_021817	chr1(.):156584085-156600517	0.0752
NM_004494	chr1(.):156706898-156726543	1.2755
NM_001126051	chr1(.):156706898-156727024	1.2469
NM_001126050	chr1(.):156706898-156727240	1.2342
NM_030980	chr1(.):156687412-156702705	0.67
NM_001878	chr1(.):156664407-156680375	0.0762
NM_001142560	chr1(.):156693262-156711752	0.8058
NM_145729	chr1(.):156702093-156715923	0.5088
NM_006617	chr1(.):156633555-156652189	0.2221
NM_004833	chr1(.):159027274-159051647	0.6331
NM_003564	chr1(.):159882902-159900284	1.7072
NM_012337	chr1(.):159837153-159874906	0.1118
NM_001146172	chr1(.):159916281-159929044	0.082
NM_152366	chr1(.):161063180-161075138	0.5201
NM_030916	chr1(.):161035780-161064385	0.2643
NM_007122	chr1(.):161004040-161020757	1.6209
NM_001113205	chr1(.):161002421-161013774	0.3298
NR_033385	chr1(.):161063150-161075138	0.5191
NM_181720	chr1(.):161011731-161044760	0.9828
NM_016946	chr1(.):160960000-160996133	0.242
NM_001146191	chr1(.):167686186-167766156	0.2298
NM_018417	chr1(.):167773624-167888453	0.0885
NR_033186	chr1(.):178506930-178523024	0.2625
NM_022371	chr1(.):179046111-179070129	0.8746
NM_015101	chr1(.):183899965-184011863	0.1033
NM_030934	chr1(.):185082217-185131116	0.5026
NM_006469	chr1(.):185260521-185291461	0.6173
NM_003292	chr1(.):186275785-186349457	0.2749
NM_022375	chr1(.):186364703-186375587	0.2881
NM_022576	chr1(.):186407714-186422856	0.1226
NM_002923	chr1(.):192773168-192786407	0.7177
NM_001195216	chr1(.):197698138-197749623	0.4338
NM_017596	chr1(.):200933519-200997828	0.4064
NM_004767	chr1(.):202087028-202103634	0.0801
NR_034150	chr1(.):203262885-203279453	1.2984
NM_006763	chr1(.):203269663-203283729	1.2728
NM_002023	chr1(.):203304751-203325289	0.0958
NR_027022	chr1(.):204332557-204343847	0.0768
NM_032833	chr1(.):204367491-204385944	1.2403
NM_001973	chr1(.):205580234-205607000	0.6098
NM_021795	chr1(.):205583395-205607000	0.6784
NM_033102	chr1(.):205621980-205654630	0.0859
NM_001123168	chr1(.):206133910-206160074	0.4124
NM_001007544	chr1(.):206233871-206293647	0.2296
NM_148964	chr1(.):206312458-206337104	0.0603
NR_026817	chr1(.):207986723-208000941	3.0332
NR_029832	chr1(.):207970196-207980284	0.2522
NR_029518	chr1(.):207970787-207980868	0.2801
NM_001136224	chr1(.):211427707-211494725	0.2253
NM_018254	chr1(.):211428288-211494725	0.2263
NM_001136225	chr1(.):211427707-211491655	0.2318
NM_153606	chr1(.):212792788-212805120	0.0704
NM_001030287	chr1(.):212733696-212799116	0.5348
NM_001674	chr1(.):212776993-212799116	1.1461
NM_003238	chr1(.):218513675-218622961	0.2338
NM_001748	chr1(.):223895118-223968720	0.4411
NM_001146068	chr1(.):223884294-223968720	0.3981
NR_002315	chr1(.):226245427-226264703	0.8131
NM_002107	chr1(.):226245420-226264703	0.8128
NM_001618	chr1(.):226543391-226600801	0.3115
NM_181441	chr1(.):228289379-228302013	1.2568
NR_037415	chr1(.):228279963-228290042	0.1731
NM_001024227	chr1(.):228265850-228291913	1.9529
NM_001024226	chr1(.):228265360-228291913	1.9202
NM_024319	chr1(.):228283427-228296022	0.5187
NM_022051	chr1(.):231494496-231565790	0.2309
NM_182972	chr1(.):234735014-234750271	3.8301
NR_033927	chr1(.):234760056-234775526	0.0829
NM_004837	chr1(.):235486868-235512844	0.4639
NM_001037277	chr1(.):235486752-235512844	0.4626
NM_031844	chr1(.):245008601-245032827	0.9239
NM_198076	chr1(.):244993638-245013359	1.1395
NR_026778	chr1(.):244998939-245015243	0.2909
NM_020458	chr2(.):47163312-47308275	0.1995
NR_033872	chr2(.):70184394-70319147	0.2657
NR_015395	chr2(.):112119590-112257692	0.3692
NR_024373	chr2(.):112181885-112257692	0.5871
NM_001012514	chr2(.):231724620-231748963	0.5809
NM_005336	chr2(.):242161678-242260254	0.3642
NM_170672	chr2(.):33656415-33794798	0.2361
NM_005813	chr2(.):37472645-37549222	0.0909
NM_138801	chr2(.):38888051-38966909	0.1879
NM_012249	chr2(.):46764866-46816827	0.5737
NM_001190274	chr2(.):48029058-48137932	0.214
NM_025133	chr2(.):48029058-48120858	0.0704
NM_001163561	chr2(.):47309129-47387517	0.0559
NM_178313	chr2(.):54780530-54894445	0.2243
NM_003128	chr2(.):54678453-54903583	0.1768
NM_001122964	chr2(.):55770513-55849796	0.2142
NM_003400	chr2(.):61700068-61770418	0.2263
NM_020651	chr2(.):64314785-64376605	0.3639
NM_014755	chr2(.):64853754-64886046	0.8196
NM_000945	chr2(.):68400988-68484651	0.2045
NR_024204	chr2(.):87749973-87826030	0.7045
NM_004836	chr2(.):88851258-88932094	0.5071
NM_004027	chr2(.):99056320-99212496	0.3195
NM_001566	chr2(.):99056320-99203284	0.335
NM_015904	chr2(.):99948833-100021728	0.178
NM_001142807	chr2(.):111485149-111880799	0.197
NR_027020	chr2(.):132900163-133020542	0.411
NM_006164	chr2(.):178090032-178134859	0.6033
NM_001145413	chr2(.):178090032-178133617	0.6194
NM_018981	chr2(.):183575998-183648255	0.1934
NM_014905	chr2(.):191740546-191834776	0.2117
NM_001228	chr2(.):202093165-202157434	0.3591
NM_003879	chr2(.):201975889-202034003	0.5185
NM_001127184	chr2(.):201975815-202011323	0.7514
NM_001162407	chr2(.):201712731-201734284	0.8668
NM_004071	chr2(.):201712731-201734467	0.8599
NM_173822	chr2(.):201833440-201941392	0.0936
NM_033358	chr2(.):202093165-202151638	0.389
NM_003709	chr2(.):207940528-208035614	0.3354
NM_004379	chr2(.):208389615-208475284	0.2451
NM_001167608	chr2(.):227695670-227868923	0.1645
NM_014808	chr2(.):242290663-242439256	0.0674
NM_004040	chr2(.):20641834-20654201	0.9987
NM_005253	chr2(.):28610778-28642516	0.4409
NM_016061	chr2(.):30364749-30388399	0.9496
NM_015376	chr2(.):33733941-33794798	0.0984
NM_001139488	chr2(.):33696320-33794798	0.3054
NM_012413	chr2(.):37566752-37605465	0.4316
NM_006887	chr2(.):43444540-43458745	1.7867
NR_027251	chr2(.):43449349-43460994	1.5729
NM_080653	chr2(.):46733985-46752096	0.0521
NM_001171508	chr2(.):47124008-47173994	0.2701
NM_001743	chr2(.):47382220-47408740	0.586
NM_002158	chr2(.):48536794-48611434	0.2246
NR_002229	chr2(.):54751358-54761978	0.2104
NM_207521	chr2(.):55194326-55281326	0.279
NM_207520	chr2(.):55194326-55282734	0.2791
NM_007008	chr2(.):55194326-55242470	0.1838
NR_033837	chr2(.):64407212-64437619	0.3135
NR_034023	chr2(.):64829445-64848616	0.2908
NM_017657	chr2(.):64746438-64825138	0.3049
NM_001193493	chr2(.):65210578-65256000	0.4383
NM_003038	chr2(.):65211494-65256000	0.4461
NM_006196	chr2(.):70309584-70321334	2.1612
NR_024444	chr2(.):70346167-70357448	0.8227
NM_020122	chr2(.):85193230-85291595	0.2088
NR_015424	chr2(.):89060418-89111109	0.2054
NM_174898	chr2(.):99895700-99922639	0.0464
NM_005783	chr2(.):99930486-99957860	0.3743
NR_003070	chr2(.):101884397-101894511	0.0528
NM_173647	chr2(.):101887062-101930178	0.5212
NM_006538	chr2(.):111873490-111931022	0.4555
NM_207002	chr2(.):111873490-111891423	1.1177
NM_002101	chr2(.):127408683-127459246	0.4243
NR_031608	chr2(.):133009538-133019653	1.4137
NM_006186	chr2(.):157175943-157194287	0.9103
NM_004288	chr2(.):158266130-158305604	0.6359
NM_002610	chr2(.):173415778-173468862	0.351
NM_001172712	chr2(.):174766186-174835430	0.2006
NM_001017371	chr2(.):174766186-174833947	0.2024
NR_036075	chr2(.):178115672-178125738	0.1399
NM_001142355	chr2(.):201749049-201773655	0.3768
NM_130906	chr2(.):201730678-201758849	0.3255
NM_021824	chr2(.):201749107-201773655	0.3776
NM_001142356	chr2(.):201751640-201773655	0.4144
NM_002491	chr2(.):201931461-201955473	0.1725
NM_001127183	chr2(.):201978386-202033841	0.5393
NM_033356	chr2(.):202120222-202157434	0.3507
NM_001080125	chr2(.):202117753-202157434	0.3498
NM_006000	chr2(.):220110000-220123638	1.006
NM_001042410	chr2(.):220089609-220106391	0.247
NR_026909	chr2(.):220105200-220120059	1.013
NM_018089	chr2(.):220089478-220106391	0.2452
NR_003063	chr2(.):220112964-220141910	0.3761
NM_024085	chr2(.):220079101-220099361	0.4582
NM_006736	chr2(.):220139039-220156622	0.6185
NM_002846	chr2(.):220149344-220179143	0.0804
NM_024506	chr2(.):220096502-220115131	0.4108
NM_001008910	chr2(.):220105191-220120059	1.0124
NR_029688	chr2(.):220153832-220163922	0.158
NM_005544	chr2(.):227591032-227668506	0.2199
NM_152614	chr2(.):232452574-232463994	0.0525
NM_001099285	chr2(.):232568234-232583250	1.4435
NR_036052	chr2(.):232573023-232583105	1.1529
NM_203346	chr2(.):242161678-242217301	0.3324
NM_001008492	chr2(.):242250280-242298441	0.4015
NM_001008491	chr2(.):242249722-242298441	0.3997
NM_014674	chr3(.):5224358-5266650	0.7645
NR_027007	chr3(.):9425536-9444174	0.8864
NM_001195099	chr3(.):15703743-15803058	0.0941
NM_001195098	chr3(.):15703743-15844691	0.2744
NM_015199	chr3(.):15703743-15906053	0.2714
NM_182909	chr3(.):99546987-99838349	0.1524
NM_001042459	chr3(.):99561771-99838349	0.1564
NM_032359	chr3(.):99531677-99902476	0.1479
NM_005862	chr3(.):136050998-136476245	0.0931
NM_001134382	chr3(.):12933718-13119617	0.2187
NM_014869	chr3(.):12933718-13013960	0.0671
NM_182666	chr3(.):23842438-23937807	0.2597
NM_178862	chr3(.):31569490-31682556	0.1503
NM_005109	chr3(.):38202025-38301979	0.1292
NM_033027	chr3(.):39178341-39200102	1.2599
NM_001664	chr3(.):49391578-49454526	0.3302
NM_153273	chr3(.):49756727-49828973	0.3234
NM_001167924	chr3(.):99828773-99902476	0.0802
NM_001627	chr3(.):105080712-105300744	0.1143
NM_001142568	chr3(.):107236782-107535049	0.1071
NM_001009899	chr3(.):113362232-113420493	0.1689
NM_001690	chr3(.):113460865-113535905	0.264
NM_002093	chr3(.):119535801-119818264	0.103
NM_017554	chr3(.):122394671-122454687	0.239
NM_001134422	chr3(.):133287433-133314118	0.4736
NM_001134423	chr3(.):133288300-133314118	0.4881
NM_001080412	chr3(.):141038054-141173632	0.4254
NM_019001	chr3(.):142020448-142171853	0.1354
NM_005067	chr3(.):150453909-150486263	0.7559
NM_001190242	chr3(.):159969773-160106554	0.0697
NM_001190241	chr3(.):159969773-160122320	0.1197
NM_024665	chr3(.):176733541-176920048	0.156
NM_014616	chr3(.):182506290-182644421	0.1697
NM_173216	chr3(.):186643314-186801341	0.2736
NM_003032	chr3(.):186734664-186801341	0.2493
NM_003670	chr3(.):5016096-5031865	1.223
NM_015453	chr3(.):9399716-9433475	0.1276
NM_001080517	chr3(.):9434402-9524838	0.2675
NM_001128161	chr3(.):33424828-33486897	0.1943
NM_014517	chr3(.):33424828-33486870	0.1944
NM_002468	chr3(.):38174968-38189512	0.5025
NM_001607	chr3(.):38159200-38183733	0.3314
NM_031899	chr3(.):39133090-39154130	0.4784
NM_145755	chr3(.):39144151-39185394	0.2812
NM_194293	chr3(.):39219706-39239077	0.2098
NM_001198621	chr3(.):39219705-39239085	0.2097
NM_000481	chr3(.):49449210-49465111	0.4464
NM_022171	chr3(.):49444638-49458909	1.0873
NM_032316	chr3(.):49454765-49471757	0.191
NM_001640	chr3(.):49706434-49725934	0.2106
NM_022064	chr3(.):49721989-49763962	0.4683
NM_198722	chr3(.):49749266-49762238	1.0012
NM_020998	chr3(.):49716379-49731196	0.2922
NM_021971	chr3(.):49753931-49766384	1.1832
NM_177966	chr3(.):57536980-57552768	0.3621
NM_001660	chr3(.):57552089-57588215	0.5829
NM_032505	chr3(.):67043726-67066632	0.3183
NM_006100	chr3(.):98446571-98518236	0.372
NM_018010	chr3(.):107874658-107946417	0.2635
NM_025146	chr3(.):113432840-113470096	0.4862
NM_013336	chr3(.):127766211-127795526	0.6262
NM_001145417	chr3(.):135862759-135918310	0.2778
NM_018133	chr3(.):135862759-135919688	0.2719
NM_173552	chr3(.):143685639-143716210	0.43
NM_001134470	chr3(.):143687166-143716210	0.4509
NM_014779	chr3(.):150121787-150182615	0.2391
NM_002886	chr3(.):152875028-152891263	0.5917
NR_034007	chr3(.):156794455-156845791	0.3629
NM_020307	chr3(.):156860585-156883482	0.8907
NM_173084	chr3(.):160148290-160172626	0.1332
NR_029663	chr3(.):160117375-160127473	0.5096
NM_005496	chr3(.):160113346-160157741	0.2354
NM_001002800	chr3(.):160112429-160157741	0.2323
NR_029525	chr3(.):160117532-160127613	0.4901
NM_001145098	chr3(.):170070472-170115950	0.253
NM_001145097	chr3(.):170072410-170115950	0.2571
NM_004593	chr3(.):185627357-185660924	0.5524
NR_033752	chr3(.):185681266-185702578	0.0476
NM_004454	chr3(.):185759105-185831901	0.2064
NM_024524	chr3(.):194118402-194193968	0.0641
NR_033929	chr3(.):194202868-194214274	0.8309
NM_005781	chr3(.):195585235-195640880	0.2494
NM_001010938	chr3(.):195585235-195627432	0.0901
NM_014687	chr3(.):197393258-197468773	0.2412
NM_001145642	chr3(.):197393313-197481568	0.2778
NR_027840	chr3(.):197472260-197516317	0.1883
NM_032288	chr3(.):197471623-197516317	0.1863
NM_001011537	chr3(.):197471423-197516317	0.1855
NM_001145065	chr4(.):91043683-92528370	0.089
NM_000585	chr4(.):142552753-142659612	0.245
NM_144571	chr4(.):78629540-78745544	0.2516
NM_001008388	chr4(.):103785134-103818963	0.469
NM_178835	chr4(.):146676887-146864607	0.2564
NM_001042424	chr4(.):1868122-1988934	0.167
NM_001017405	chr4(.):1278671-1338925	0.1409
NM_133330	chr4(.):1889508-1988930	0.0717
NM_012318	chr4(.):1808205-1862974	0.1572
NR_033182	chr4(.):1160639-1207634	0.2618
NM_001199021	chr4(.):1155720-1207750	0.257
NR_027697	chr4(.):16223285-16264810	0.385
NM_001166139	chr4(.):17877217-18028483	0.1605
NM_153686	chr4(.):17839838-18028483	0.1476
NM_015187	chr4(.):25744048-25869610	0.2222
NM_015874	chr4(.):26317447-26438278	0.2114
NM_203283	chr4(.):26316331-26438278	0.2098
NM_016531	chr4(.):38660789-38708129	0.4556
NR_026804	chr4(.):38609321-38671249	0.2898
NM_004310	chr4(.):40193526-40251281	0.5767
NM_018177	chr4(.):40053523-40162019	0.3178
NM_002703	chr4(.):57254528-57306845	0.2337
NM_198889	chr4(.):73935501-74129502	0.1702
NM_001136570	chr4(.):77167852-77209929	0.2072
NM_016211	chr4(.):83734813-83817412	0.2689
NM_001191049	chr4(.):83734813-83817335	0.2689
NM_021204	chr4(.):83346725-83387244	0.6152
NM_014933	chr4(.):83734813-83817419	0.2689
NM_001166693	chr4(.):87851153-88067206	0.2356
NM_001130691	chr4(.):101939586-102273628	0.1328
NM_172129	chr4(.):114373343-114688083	0.1792
NM_172128	chr4(.):114367187-114688083	0.1778
NM_014822	chr4(.):119638977-119762326	0.3411
NM_024900	chr4(.):129725778-129790787	0.4171
NM_199320	chr4(.):129725778-129801379	0.3753
NM_018078	chr4(.):128977502-129137289	0.2084
NM_201999	chr4(.):139973870-140065606	0.1835
NM_002039	chr4(.):144252982-144400718	0.3159
NM_001029998	chr4(.):147170136-147448123	0.161
NM_033632	chr4(.):153237409-153461172	0.26
NR_033995	chr4(.):184410889-184430668	0.8341
NM_153343	chr4(.):185004858-185144114	0.0663
NM_002199	chr4(.):185303875-185400726	0.4452
NR_033339	chr4(.):1238227-1251795	0.8733
NM_001012614	chr4(.):1200227-1247908	0.3132
NM_133334	chr4(.):1897352-1955545	0.0825
NM_182485	chr4(.):14999297-15076777	0.277
NM_153365	chr4(.):16157127-16233161	0.2589
NM_025205	chr4(.):17611272-17631160	0.2919
NM_015907	chr4(.):17573926-17614590	0.5493
NM_001145432	chr4(.):25910813-25936501	0.2517
NR_027277	chr4(.):40039536-40063819	1.1108
NM_181806	chr4(.):57199456-57258638	0.2189
NM_001079525	chr4(.):57297268-57332534	0.2902
NM_006947	chr4(.):57328761-57374847	0.3417
NM_006452	chr4(.):57296914-57332534	0.2878
NM_000938	chr4(.):57840108-57902334	0.1798
NM_032313	chr4(.):57824515-57848826	0.3362
