GENE_ID	locusLine	bin_1_KMS28BM_jia.bam
1_MACS_peak_116_lociStitched	chr1(.):6506966-6508173	1.1727
1_MACS_peak_117_lociStitched	chr1(.):6531748-6533055	0.7301
2_MACS_peak_118_lociStitched	chr1(.):6549528-6558243	0.6549
1_MACS_peak_120_lociStitched	chr1(.):6612892-6615557	2.5916
1_MACS_peak_121_lociStitched	chr1(.):6639174-6643474	1.8253
3_MACS_peak_122_lociStitched	chr1(.):6656566-6675977	3.8891
1_MACS_peak_125_lociStitched	chr1(.):6684525-6686667	2.6925
1_MACS_peak_126_lociStitched	chr1(.):6760616-6762626	2.5851
2_MACS_peak_127_lociStitched	chr1(.):6838991-6847205	2.7384
3_MACS_peak_129_lociStitched	chr1(.):6878399-6902855	2.4298
2_MACS_peak_132_lociStitched	chr1(.):6927688-6933722	0.7089
1_MACS_peak_134_lociStitched	chr1(.):6961161-6962281	0.4266
1_MACS_peak_135_lociStitched	chr1(.):6981631-6983409	0.9163
1_MACS_peak_136_lociStitched	chr1(.):7079224-7080248	0.5492
1_MACS_peak_137_lociStitched	chr1(.):7216866-7218145	0.5835
2_MACS_peak_138_lociStitched	chr1(.):7462249-7467994	0.4536
2_MACS_peak_140_lociStitched	chr1(.):7608480-7616902	1.1523
2_MACS_peak_142_lociStitched	chr1(.):7732617-7741149	0.2605
1_MACS_peak_144_lociStitched	chr1(.):7764061-7765616	1.4931
1_MACS_peak_145_lociStitched	chr1(.):7813976-7815221	0.656
1_MACS_peak_146_lociStitched	chr1(.):7830502-7832483	2.059
1_MACS_peak_147_lociStitched	chr1(.):7842965-7844855	1.6094
1_MACS_peak_148_lociStitched	chr1(.):7889263-7890494	0.5969
1_MACS_peak_149_lociStitched	chr1(.):8002073-8003026	0.5256
2_MACS_peak_150_lociStitched	chr1(.):8013737-8024386	1.2675
1_MACS_peak_152_lociStitched	chr1(.):8085482-8087060	1.888
1_MACS_peak_153_lociStitched	chr1(.):8377700-8378571	0.4406
1_MACS_peak_154_lociStitched	chr1(.):8454550-8458621	1.1926
1_MACS_peak_155_lociStitched	chr1(.):8481104-8488935	2.0486
1_MACS_peak_156_lociStitched	chr1(.):8552742-8557916	1.0395
1_MACS_peak_157_lociStitched	chr1(.):8585536-8586334	0.4635
2_MACS_peak_158_lociStitched	chr1(.):8655440-8665414	0.6885
1_MACS_peak_160_lociStitched	chr1(.):8702870-8703873	0.5183
1_MACS_peak_161_lociStitched	chr1(.):8712245-8713480	0.4797
1_MACS_peak_162_lociStitched	chr1(.):8740235-8742234	0.8999
1_MACS_peak_163_lociStitched	chr1(.):8760557-8764189	1.4641
1_MACS_peak_164_lociStitched	chr1(.):8823834-8825290	0.5324
1_MACS_peak_165_lociStitched	chr1(.):8875518-8879140	3.5952
1_MACS_peak_166_lociStitched	chr1(.):8889326-8890449	0.8916
4_MACS_peak_167_lociStitched	chr1(.):8917101-8941071	1.9612
3_MACS_peak_171_lociStitched	chr1(.):9128634-9141522	0.533
1_MACS_peak_174_lociStitched	chr1(.):9188424-9190175	1.0599
1_MACS_peak_175_lociStitched	chr1(.):9222568-9224616	0.5014
3_MACS_peak_176_lociStitched	chr1(.):9291487-9300969	1.4172
1_MACS_peak_179_lociStitched	chr1(.):9326628-9327826	0.6438
2_MACS_peak_180_lociStitched	chr1(.):9334791-9343915	0.7454
1_MACS_peak_182_lociStitched	chr1(.):9352958-9354066	0.5279
1_MACS_peak_183_lociStitched	chr1(.):9374715-9376782	1.2035
1_MACS_peak_184_lociStitched	chr1(.):9472148-9474467	2.1369
2_MACS_peak_185_lociStitched	chr1(.):9485623-9489792	1.078
1_MACS_peak_187_lociStitched	chr1(.):9554954-9555985	0.7102
2_MACS_peak_188_lociStitched	chr1(.):9598603-9601146	2.9794
1_MACS_peak_190_lociStitched	chr1(.):9614655-9616106	0.4595
2_MACS_peak_191_lociStitched	chr1(.):9648179-9650600	2.3849
1_MACS_peak_193_lociStitched	chr1(.):9747027-9750102	0.8065
2_MACS_peak_194_lociStitched	chr1(.):9817640-9825017	2.4814
1_MACS_peak_196_lociStitched	chr1(.):9846610-9848793	2.0288
1_MACS_peak_197_lociStitched	chr1(.):9881553-9884732	2.224
1_MACS_peak_198_lociStitched	chr1(.):9952976-9954358	0.6435
2_MACS_peak_199_lociStitched	chr1(.):9968953-9972027	2.1856
1_MACS_peak_201_lociStitched	chr1(.):10001973-10004579	3.8302
1_MACS_peak_202_lociStitched	chr1(.):10020781-10021921	0.6171
2_MACS_peak_203_lociStitched	chr1(.):10092087-10095374	2.8217
1_MACS_peak_205_lociStitched	chr1(.):10115252-10117321	0.6141
1_MACS_peak_206_lociStitched	chr1(.):10167787-10168946	0.5316
1_MACS_peak_207_lociStitched	chr1(.):10249476-10250341	0.5726
1_MACS_peak_208_lociStitched	chr1(.):10269467-10272026	2.9228
1_MACS_peak_209_lociStitched	chr1(.):10419567-10421397	0.7252
2_MACS_peak_210_lociStitched	chr1(.):10433608-10438369	0.7028
1_MACS_peak_212_lociStitched	chr1(.):10458079-10461840	2.3471
1_MACS_peak_213_lociStitched	chr1(.):10489894-10491791	2.1973
1_MACS_peak_214_lociStitched	chr1(.):10515765-10519806	1.7256
2_MACS_peak_215_lociStitched	chr1(.):10531381-10536338	2.0684
1_MACS_peak_217_lociStitched	chr1(.):10554397-10556439	2.3665
1_MACS_peak_218_lociStitched	chr1(.):10612895-10617947	2.5593
1_MACS_peak_219_lociStitched	chr1(.):10753404-10755542	1.0011
1_MACS_peak_220_lociStitched	chr1(.):10783706-10784985	0.5778
1_MACS_peak_221_lociStitched	chr1(.):10854437-10856921	1.1507
1_MACS_peak_222_lociStitched	chr1(.):10926742-10927840	0.8324
2_MACS_peak_223_lociStitched	chr1(.):10997064-11002640	2.5889
1_MACS_peak_225_lociStitched	chr1(.):11027966-11029002	0.4922
1_MACS_peak_226_lociStitched	chr1(.):11071749-11074919	3.2879
1_MACS_peak_227_lociStitched	chr1(.):11117161-11123976	3.3285
1_MACS_peak_228_lociStitched	chr1(.):11139778-11141282	0.6455
1_MACS_peak_229_lociStitched	chr1(.):11158456-11160706	2.8746
1_MACS_peak_230_lociStitched	chr1(.):11284572-11291286	2.2257
1_MACS_peak_231_lociStitched	chr1(.):11321060-11323645	2.9116
1_MACS_peak_232_lociStitched	chr1(.):11332492-11336688	2.2577
1_MACS_peak_233_lociStitched	chr1(.):11467129-11468061	0.4407
1_MACS_peak_234_lociStitched	chr1(.):11538444-11540077	2.7076
2_MACS_peak_235_lociStitched	chr1(.):11622725-11631442	1.5337
2_MACS_peak_237_lociStitched	chr1(.):11709760-11715790	0.9922
1_MACS_peak_239_lociStitched	chr1(.):11723500-11725241	1.2589
1_MACS_peak_240_lociStitched	chr1(.):11740012-11742728	3.6989
1_MACS_peak_241_lociStitched	chr1(.):11779311-11780302	0.9634
1_MACS_peak_242_lociStitched	chr1(.):11795629-11797655	2.0654
1_MACS_peak_243_lociStitched	chr1(.):11849732-11852254	0.6765
1_MACS_peak_244_lociStitched	chr1(.):11863686-11868370	3.4543
1_MACS_peak_245_lociStitched	chr1(.):11901672-11903074	0.6017
1_MACS_peak_246_lociStitched	chr1(.):11966936-11971307	6.6959
3_MACS_peak_247_lociStitched	chr1(.):11983677-11995757	1.0626
1_MACS_peak_250_lociStitched	chr1(.):12039471-12043052	2.4928
1_MACS_peak_251_lociStitched	chr1(.):12060377-12063136	1.8657
1_MACS_peak_252_lociStitched	chr1(.):12078422-12080960	2.6175
2_MACS_peak_253_lociStitched	chr1(.):12106457-12115661	2.4281
1_MACS_peak_255_lociStitched	chr1(.):12138832-12140045	1.2135
1_MACS_peak_256_lociStitched	chr1(.):12147350-12148618	0.4488
4_MACS_peak_257_lociStitched	chr1(.):12206581-12228668	1.6686
1_MACS_peak_261_lociStitched	chr1(.):12289555-12291672	2.2194
1_MACS_peak_262_lociStitched	chr1(.):12493321-12496796	1.1418
1_MACS_peak_263_lociStitched	chr1(.):12508832-12510614	1.1193
1_MACS_peak_264_lociStitched	chr1(.):12804884-12806337	0.686
1_MACS_peak_265_lociStitched	chr1(.):13867366-13868930	0.6843
2_MACS_peak_266_lociStitched	chr1(.):13968645-13974136	0.3023
1_MACS_peak_268_lociStitched	chr1(.):14025975-14027963	2.1489
1_MACS_peak_269_lociStitched	chr1(.):14056079-14058352	1.6803
2_MACS_peak_270_lociStitched	chr1(.):14074757-14081632	1.9532
1_MACS_peak_272_lociStitched	chr1(.):14155324-14156331	1.5576
1_MACS_peak_273_lociStitched	chr1(.):14329648-14330741	0.5667
1_MACS_peak_274_lociStitched	chr1(.):14365884-14367867	0.7859
2_MACS_peak_275_lociStitched	chr1(.):14507224-14510277	0.5239
1_MACS_peak_277_lociStitched	chr1(.):14846693-14847804	0.4319
2_MACS_peak_278_lociStitched	chr1(.):15480015-15484060	0.9537
1_MACS_peak_280_lociStitched	chr1(.):15557455-15559213	0.7717
1_MACS_peak_281_lociStitched	chr1(.):15610898-15612020	0.5305
1_MACS_peak_282_lociStitched	chr1(.):15735502-15737772	1.4926
2_MACS_peak_283_lociStitched	chr1(.):15849955-15854219	1.7591
2_MACS_peak_285_lociStitched	chr1(.):15905275-15912171	1.2328
1_MACS_peak_287_lociStitched	chr1(.):15942990-15945914	2.2868
1_MACS_peak_288_lociStitched	chr1(.):15953430-15955155	0.7054
1_MACS_peak_289_lociStitched	chr1(.):16009862-16012105	3.0573
1_MACS_peak_290_lociStitched	chr1(.):16022923-16025076	1.2355
1_MACS_peak_291_lociStitched	chr1(.):16149719-16150827	0.6985
2_MACS_peak_292_lociStitched	chr1(.):16159016-16163570	5.4488
1_MACS_peak_294_lociStitched	chr1(.):16172988-16179385	2.8052
1_MACS_peak_295_lociStitched	chr1(.):16219558-16220293	0.3886
1_MACS_peak_296_lociStitched	chr1(.):16292288-16293576	0.5319
1_MACS_peak_297_lociStitched	chr1(.):16301582-16303609	1.4447
2_MACS_peak_298_lociStitched	chr1(.):16338021-16346075	3.339
1_MACS_peak_300_lociStitched	chr1(.):16353095-16353971	0.4746
1_MACS_peak_301_lociStitched	chr1(.):16361943-16362731	0.3623
1_MACS_peak_302_lociStitched	chr1(.):16384925-16385695	0.4387
2_MACS_peak_303_lociStitched	chr1(.):16399527-16406124	0.3453
2_MACS_peak_305_lociStitched	chr1(.):16543464-16547114	0.2737
1_MACS_peak_307_lociStitched	chr1(.):16562800-16564534	1.3585
1_MACS_peak_308_lociStitched	chr1(.):16574480-16577179	1.3283
1_MACS_peak_309_lociStitched	chr1(.):16677324-16679820	2.1493
1_MACS_peak_310_lociStitched	chr1(.):16692858-16695644	5.1501
2_MACS_peak_311_lociStitched	chr1(.):16712431-16719905	0.8976
1_MACS_peak_313_lociStitched	chr1(.):16766502-16768462	3.2903
1_MACS_peak_314_lociStitched	chr1(.):16775694-16777586	0.4369
2_MACS_peak_315_lociStitched	chr1(.):16824412-16833075	0.8719
1_MACS_peak_318_lociStitched	chr1(.):16871415-16872012	0.5437
1_MACS_peak_319_lociStitched	chr1(.):16938323-16941851	2.3571
1_MACS_peak_320_lociStitched	chr1(.):16969332-16972500	6.5627
1_MACS_peak_321_lociStitched	chr1(.):16982847-16984182	0.8277
1_MACS_peak_322_lociStitched	chr1(.):16990886-16994804	4.4538
2_MACS_peak_323_lociStitched	chr1(.):17002932-17013553	0.6945
1_MACS_peak_325_lociStitched	chr1(.):17026508-17028881	3.8699
3_MACS_peak_326_lociStitched	chr1(.):17065625-17077403	1.7471
3_MACS_peak_329_lociStitched	chr1(.):17215373-17233396	4.2197
1_MACS_peak_332_lociStitched	chr1(.):17239658-17241978	3.1685
1_MACS_peak_333_lociStitched	chr1(.):17286546-17288389	1.6613
1_MACS_peak_334_lociStitched	chr1(.):17337599-17338939	1.0947
1_MACS_peak_335_lociStitched	chr1(.):17378770-17381644	2.8472
1_MACS_peak_336_lociStitched	chr1(.):17406541-17409296	1.1825
1_MACS_peak_337_lociStitched	chr1(.):17448249-17450101	0.7946
1_MACS_peak_338_lociStitched	chr1(.):17482082-17483463	0.5525
1_MACS_peak_339_lociStitched	chr1(.):17526784-17527848	0.4296
1_MACS_peak_340_lociStitched	chr1(.):17645555-17646863	0.6348
2_MACS_peak_341_lociStitched	chr1(.):17754073-17770716	4.5745
1_MACS_peak_343_lociStitched	chr1(.):17865718-17867028	1.2267
1_MACS_peak_344_lociStitched	chr1(.):17902117-17903428	0.6258
1_MACS_peak_345_lociStitched	chr1(.):17956083-17957370	0.7278
1_MACS_peak_346_lociStitched	chr1(.):18529298-18531280	1.0458
1_MACS_peak_347_lociStitched	chr1(.):19119662-19122778	2.927
1_MACS_peak_348_lociStitched	chr1(.):19228083-19230342	2.5845
1_MACS_peak_349_lociStitched	chr1(.):19252433-19255315	1.6538
2_MACS_peak_350_lociStitched	chr1(.):19274584-19284166	2.266
1_MACS_peak_352_lociStitched	chr1(.):19413330-19415514	0.5411
1_MACS_peak_353_lociStitched	chr1(.):19496285-19497004	0.5363
1_MACS_peak_354_lociStitched	chr1(.):19534980-19539665	3.1345
1_MACS_peak_355_lociStitched	chr1(.):19545939-19547561	0.5643
1_MACS_peak_356_lociStitched	chr1(.):19576870-19580327	3.6906
1_MACS_peak_357_lociStitched	chr1(.):19637097-19639878	2.4531
1_MACS_peak_358_lociStitched	chr1(.):19809735-19813663	3.7997
1_MACS_peak_359_lociStitched	chr1(.):19922080-19925315	3.9255
1_MACS_peak_360_lociStitched	chr1(.):20125077-20127910	4.6777
1_MACS_peak_361_lociStitched	chr1(.):20208046-20210480	2.3354
2_MACS_peak_362_lociStitched	chr1(.):20445694-20453924	0.3403
1_MACS_peak_364_lociStitched	chr1(.):20477500-20479235	1.5702
1_MACS_peak_365_lociStitched	chr1(.):20538810-20540027	0.6841
1_MACS_peak_366_lociStitched	chr1(.):20684254-20686748	1.2941
1_MACS_peak_367_lociStitched	chr1(.):20833383-20835337	2.1405
1_MACS_peak_368_lociStitched	chr1(.):20942572-20943807	0.742
1_MACS_peak_369_lociStitched	chr1(.):20959204-20961591	1.7743
1_MACS_peak_370_lociStitched	chr1(.):20985438-20989050	2.8824
1_MACS_peak_371_lociStitched	chr1(.):21022649-21023983	1.7054
1_MACS_peak_372_lociStitched	chr1(.):21058164-21058917	0.4272
1_MACS_peak_373_lociStitched	chr1(.):21110921-21115236	5.5594
1_MACS_peak_374_lociStitched	chr1(.):21168385-21169579	0.5745
3_MACS_peak_375_lociStitched	chr1(.):21314097-21327179	0.3017
1_MACS_peak_378_lociStitched	chr1(.):21347363-21350288	3.1294
1_MACS_peak_379_lociStitched	chr1(.):21500404-21504199	3.2795
1_MACS_peak_380_lociStitched	chr1(.):21614906-21624193	7.5045
1_MACS_peak_381_lociStitched	chr1(.):21660156-21663125	1.7605
1_MACS_peak_382_lociStitched	chr1(.):21669555-21673507	1.9069
1_MACS_peak_383_lociStitched	chr1(.):21765773-21767923	1.5797
1_MACS_peak_384_lociStitched	chr1(.):21995289-21996711	0.8254
2_MACS_peak_385_lociStitched	chr1(.):22026375-22031696	0.6113
1_MACS_peak_387_lociStitched	chr1(.):22090258-22091439	0.4809
1_MACS_peak_388_lociStitched	chr1(.):22107422-22110733	3.5438
1_MACS_peak_389_lociStitched	chr1(.):22263311-22264283	0.3977
1_MACS_peak_390_lociStitched	chr1(.):22349113-22353848	3.5655
1_MACS_peak_391_lociStitched	chr1(.):22365666-22367682	2.4806
3_MACS_peak_392_lociStitched	chr1(.):22374703-22383094	1.1494
1_MACS_peak_395_lociStitched	chr1(.):22400936-22402006	0.4054
1_MACS_peak_396_lociStitched	chr1(.):22777648-22779723	1.4227
1_MACS_peak_397_lociStitched	chr1(.):22817545-22822365	1.2823
1_MACS_peak_398_lociStitched	chr1(.):22834391-22835105	0.3652
1_MACS_peak_399_lociStitched	chr1(.):23037738-23038520	0.3884
1_MACS_peak_400_lociStitched	chr1(.):23345117-23347985	1.9209
1_MACS_peak_401_lociStitched	chr1(.):23445713-23446438	0.5428
1_MACS_peak_402_lociStitched	chr1(.):23493847-23495478	1.3045
1_MACS_peak_403_lociStitched	chr1(.):23503881-23504652	0.3349
1_MACS_peak_404_lociStitched	chr1(.):23666480-23672098	2.6079
1_MACS_peak_405_lociStitched	chr1(.):23694090-23696842	2.3885
2_MACS_peak_406_lociStitched	chr1(.):23728310-23730752	0.3368
1_MACS_peak_408_lociStitched	chr1(.):23778022-23778931	0.3532
1_MACS_peak_409_lociStitched	chr1(.):23810131-23811405	0.9194
1_MACS_peak_410_lociStitched	chr1(.):23848521-23859028	3.7012
1_MACS_peak_411_lociStitched	chr1(.):23865827-23866963	0.6112
3_MACS_peak_412_lociStitched	chr1(.):23877962-23889852	1.7916
1_MACS_peak_415_lociStitched	chr1(.):23903036-23904828	0.7257
1_MACS_peak_416_lociStitched	chr1(.):23916537-23921946	1.7516
2_MACS_peak_417_lociStitched	chr1(.):23937913-23947124	0.9667
2_MACS_peak_419_lociStitched	chr1(.):23961156-23964204	0.4071
2_MACS_peak_421_lociStitched	chr1(.):24017581-24024789	0.6182
1_MACS_peak_423_lociStitched	chr1(.):24044377-24048804	1.8336
2_MACS_peak_424_lociStitched	chr1(.):24055257-24060328	0.1949
1_MACS_peak_426_lociStitched	chr1(.):24069097-24072791	1.9008
1_MACS_peak_427_lociStitched	chr1(.):24084726-24089198	1.002
2_MACS_peak_428_lociStitched	chr1(.):24098700-24106604	0.5502
1_MACS_peak_430_lociStitched	chr1(.):24117018-24119099	1.8408
1_MACS_peak_431_lociStitched	chr1(.):24125719-24128169	1.6436
1_MACS_peak_432_lociStitched	chr1(.):24151147-24152794	1.2698
1_MACS_peak_433_lociStitched	chr1(.):24175118-24176158	0.4571
1_MACS_peak_434_lociStitched	chr1(.):24194000-24195788	0.8555
1_MACS_peak_435_lociStitched	chr1(.):24230995-24231935	0.417
1_MACS_peak_436_lociStitched	chr1(.):24245846-24247644	1.2959
1_MACS_peak_437_lociStitched	chr1(.):24284219-24293315	2.3783
1_MACS_peak_438_lociStitched	chr1(.):24303035-24307947	2.3152
1_MACS_peak_439_lociStitched	chr1(.):24357578-24358149	0.5739
1_MACS_peak_440_lociStitched	chr1(.):24468594-24470082	1.1056
1_MACS_peak_441_lociStitched	chr1(.):24477104-24477668	0.553
3_MACS_peak_442_lociStitched	chr1(.):24511892-24531851	2.1427
1_MACS_peak_445_lociStitched	chr1(.):24562134-24563838	0.7128
1_MACS_peak_446_lociStitched	chr1(.):24647463-24650080	2.3773
1_MACS_peak_447_lociStitched	chr1(.):24677241-24679784	1.0855
1_MACS_peak_448_lociStitched	chr1(.):24690967-24692553	0.6647
2_MACS_peak_449_lociStitched	chr1(.):24710419-24719631	1.0477
1_MACS_peak_451_lociStitched	chr1(.):24741621-24744021	0.9944
1_MACS_peak_452_lociStitched	chr1(.):24827804-24830306	1.102
2_MACS_peak_453_lociStitched	chr1(.):24861031-24868317	0.3549
1_MACS_peak_455_lociStitched	chr1(.):24884155-24884988	0.3819
1_MACS_peak_456_lociStitched	chr1(.):24894184-24895147	0.6755
1_MACS_peak_457_lociStitched	chr1(.):24930220-24930719	0.3356
2_MACS_peak_458_lociStitched	chr1(.):24967924-24971815	2.3395
1_MACS_peak_460_lociStitched	chr1(.):25019901-25021724	1.9188
2_MACS_peak_461_lociStitched	chr1(.):25028971-25034017	1.8592
1_MACS_peak_463_lociStitched	chr1(.):25053118-25055006	1.2719
1_MACS_peak_464_lociStitched	chr1(.):25069115-25076888	2.5929
1_MACS_peak_465_lociStitched	chr1(.):25095980-25097365	0.443
1_MACS_peak_466_lociStitched	chr1(.):25174132-25175631	1.0579
1_MACS_peak_467_lociStitched	chr1(.):25190710-25191360	0.451
1_MACS_peak_468_lociStitched	chr1(.):25254952-25256178	0.5778
2_MACS_peak_469_lociStitched	chr1(.):25291743-25293410	0.3385
2_MACS_peak_471_lociStitched	chr1(.):25347111-25354426	1.61
1_MACS_peak_473_lociStitched	chr1(.):25406606-25407345	0.4479
1_MACS_peak_474_lociStitched	chr1(.):25454091-25455376	0.8494
4_MACS_peak_475_lociStitched	chr1(.):25557932-25575169	1.39
2_MACS_peak_479_lociStitched	chr1(.):25592657-25594556	1.5901
1_MACS_peak_481_lociStitched	chr1(.):25662614-25666554	2.7365
2_MACS_peak_482_lociStitched	chr1(.):25756050-25762844	0.7056
1_MACS_peak_484_lociStitched	chr1(.):25775859-25778126	1.0201
1_MACS_peak_485_lociStitched	chr1(.):25793362-25794549	0.6258
2_MACS_peak_486_lociStitched	chr1(.):25869569-25883517	2.1992
1_MACS_peak_488_lociStitched	chr1(.):25893897-25894383	0.3696
1_MACS_peak_489_lociStitched	chr1(.):25934789-25935373	0.3181
1_MACS_peak_490_lociStitched	chr1(.):25942286-25944019	0.6961
1_MACS_peak_491_lociStitched	chr1(.):26126121-26127433	0.7202
1_MACS_peak_492_lociStitched	chr1(.):26145446-26148077	2.0242
1_MACS_peak_493_lociStitched	chr1(.):26184949-26186763	0.9331
1_MACS_peak_494_lociStitched	chr1(.):26201091-26202675	0.7055
1_MACS_peak_495_lociStitched	chr1(.):26229826-26233580	1.6006
1_MACS_peak_496_lociStitched	chr1(.):26323173-26325412	1.4994
1_MACS_peak_497_lociStitched	chr1(.):26361166-26363175	0.7987
2_MACS_peak_498_lociStitched	chr1(.):26436679-26454504	2.5002
2_MACS_peak_500_lociStitched	chr1(.):26490417-26497548	0.4806
2_MACS_peak_502_lociStitched	chr1(.):26559881-26564816	1.7024
2_MACS_peak_504_lociStitched	chr1(.):26578689-26581310	0.4059
2_MACS_peak_506_lociStitched	chr1(.):26601962-26607486	0.819
1_MACS_peak_508_lociStitched	chr1(.):26632483-26634398	1.1621
1_MACS_peak_509_lociStitched	chr1(.):26662338-26663680	0.5054
