GENE_ID	locusLine	bin_1_KMS12_jia.bam
NM_020897	chr1(.):155242373-155264638	0.3534
NM_001171812	chr1(.):155199238-155216066	0.4835
NM_000157	chr1(.):155199238-155216069	0.4834
NM_001135821	chr1(.):155273704-155295457	0.6701
NM_002004	chr1(.):155273538-155295457	0.666
NM_005698	chr1(.):155220769-155237195	0.4299
NM_000298	chr1(.):155254083-155276225	0.1012
NM_006912	chr1(.):155862600-155886177	0.2208
NM_001162384	chr1(.):155911629-155953336	0.4716
NM_181885	chr1(.):155906479-155917625	0.4709
NM_004723	chr1(.):155911629-155952966	0.4749
NM_014949	chr1(.):155877835-155909188	0.3863
NR_002974	chr1(.):155884699-155894833	0.1137
NR_003005	chr1(.):155890748-155900877	0.13
NM_014655	chr1(.):156158729-156187587	0.4538
NM_022367	chr1(.):156118321-156152542	0.4105
NM_001193302	chr1(.):156118368-156152542	0.4106
NM_001193301	chr1(.):156114734-156152542	0.4004
NM_005920	chr1(.):156428518-156475529	1.4397
NM_004494	chr1(.):156706898-156726543	1.3118
NM_001126051	chr1(.):156706898-156727024	1.2826
NM_001126050	chr1(.):156706898-156727240	1.2694
NM_030980	chr1(.):156687412-156702705	0.5881
NM_001878	chr1(.):156664407-156680375	0.1707
NM_001142560	chr1(.):156693262-156711752	0.7678
NM_145729	chr1(.):156702093-156715923	0.4768
NM_004833	chr1(.):159027274-159051647	0.6164
NM_001778	chr1(.):160643535-160686585	0.1303
NM_021181	chr1(.):160704076-160729601	0.4012
NM_001039711	chr1(.):161085768-161107478	0.4935
NM_016406	chr1(.):161118533-161133646	0.7727
NM_004550	chr1(.):161164104-161189184	0.2905
NM_000309	chr1(.):161131180-161146010	0.5928
NM_001643	chr1(.):161187082-161198418	0.3504
NM_003779	chr1(.):161136100-161152314	1.2401
NM_012475	chr1(.):161124253-161140516	0.5581
NM_001039712	chr1(.):161085768-161107256	0.4978
NM_032174	chr1(.):161190832-161205407	0.2667
NM_001166159	chr1(.):161166936-161189184	0.3082
NM_005099	chr1(.):161154537-161173845	0.6998
NM_004106	chr1(.):161180086-161194038	0.1511
NM_004001	chr1(.):161627904-161653444	0.395
NM_001184872	chr1(.):161671761-161689142	0.4255
NM_001002901	chr1(.):161687456-161702933	1.133
NR_002595	chr1(.):161648494-161660042	0.0971
NM_007240	chr1(.):161714580-161731952	0.3375
NM_003115	chr1(.):162526295-162574633	0.5976
NM_001146191	chr1(.):167686186-167766156	0.1972
NM_022100	chr1(.):174977093-174997591	0.2691
NM_017596	chr1(.):200933519-200997828	0.3642
NR_034150	chr1(.):203262885-203279453	0.9263
NM_006763	chr1(.):203269663-203283729	0.7843
NM_002023	chr1(.):203304751-203325289	0.0719
NM_002646	chr1(.):204386757-204464474	0.0927
NM_002393	chr1(.):204480510-204532248	0.2625
NM_001123168	chr1(.):206133910-206160074	0.5771
NM_001007544	chr1(.):206233871-206293647	0.6955
NM_148964	chr1(.):206312458-206337104	0.0748
NM_006893	chr1(.):206759973-206790904	0.1243
NM_182665	chr1(.):206725491-206767616	0.6076
NR_026817	chr1(.):207986723-208000941	1.1622
NR_029832	chr1(.):207970196-207980284	0.0944
NR_029518	chr1(.):207970787-207980868	0.093
NM_001172425	chr1(.):226119297-226134083	0.1556
NM_152608	chr1(.):226165402-226192066	0.441
NM_003493	chr1(.):228607545-228618026	0.0545
NM_033445	chr1(.):228640064-228650560	1.5285
NM_016102	chr1(.):228590635-228609583	0.33
NM_001010858	chr1(.):228670067-228688889	1.465
NM_175055	chr1(.):228640807-228651259	1.721
NM_182972	chr1(.):234735014-234750271	3.5778
NR_033927	chr1(.):234760056-234775526	0.0768
NM_004837	chr1(.):235486868-235512844	0.545
NM_001037277	chr1(.):235486752-235512844	0.543
NM_006352	chr1(.):244211581-244225778	0.9125
NM_205768	chr1(.):244209560-244225778	1.0948
NR_015395	chr2(.):112119590-112257692	0.3737
NR_024373	chr2(.):112181885-112257692	0.6371
NM_015488	chr2(.):219130114-219216516	0.1581
NM_145693	chr2(.):11881739-11972533	0.3135
NM_170672	chr2(.):33656415-33794798	0.1991
NM_005813	chr2(.):37472645-37549222	0.1363
NM_012249	chr2(.):46764866-46816827	0.6509
NM_001190274	chr2(.):48029058-48137932	0.2811
NM_025133	chr2(.):48029058-48120858	0.0839
NM_178313	chr2(.):54780530-54894445	0.4282
NM_003128	chr2(.):54678453-54903583	0.2775
NM_022893	chr2(.):60679328-60785633	0.3272
NM_018014	chr2(.):60673301-60785633	0.3148
NM_014755	chr2(.):64853754-64886046	0.7313
NR_036586	chr2(.):65123973-65164581	0.5761
NM_014911	chr2(.):69680126-69875977	0.1475
NR_027749	chr2(.):74705199-74726691	0.3954
NM_001080824	chr2(.):85043795-85113252	0.3153
NM_006590	chr2(.):85838282-85881406	0.1806
NR_024204	chr2(.):87749973-87826030	0.8331
NM_004027	chr2(.):99056320-99212496	0.1689
NM_001566	chr2(.):99056320-99203284	0.1746
NM_001017927	chr2(.):120055019-120129258	0.269
NM_006164	chr2(.):178090032-178134859	0.3337
NM_001145413	chr2(.):178090032-178133617	0.3411
NM_004226	chr2(.):196993306-197041336	0.2818
NM_153697	chr2(.):197959194-198180521	0.1139
NM_001195144	chr2(.):197846385-198180521	0.0923
NM_001228	chr2(.):202093165-202157434	0.4149
NM_003879	chr2(.):201975889-202034003	0.6624
NM_001127184	chr2(.):201975815-202011323	1.0059
NM_173822	chr2(.):201833440-201941392	0.1018
NM_033358	chr2(.):202093165-202151638	0.4508
NM_001167608	chr2(.):227695670-227868923	0.3688
NM_001017915	chr2(.):233920035-234121549	0.1451
NM_001137551	chr2(.):238595806-238695290	0.1127
NM_001137550	chr2(.):238531223-238695290	0.0962
NM_017844	chr2(.):241413838-241502405	0.081
NM_001195381	chr2(.):241539824-241575676	0.0722
NM_003183	chr2(.):9624410-9700917	0.222
NM_001177718	chr2(.):10179371-10199963	0.1788
NM_001177716	chr2(.):10178955-10199963	0.1762
NM_001037160	chr2(.):10191925-10225538	0.2085
NM_003597	chr2(.):10178681-10199963	0.1746
NM_182626	chr2(.):10276508-10356856	0.0559
NM_001165931	chr2(.):10257694-10276546	0.9991
NM_001034	chr2(.):10257862-10276546	1.0078
NM_015376	chr2(.):33733941-33794798	0.0455
NM_001139488	chr2(.):33696320-33794798	0.2598
NM_012413	chr2(.):37566752-37605465	0.1602
NM_006887	chr2(.):43444540-43458745	5.6465
NR_027251	chr2(.):43449349-43460994	4.1263
NM_080653	chr2(.):46733985-46752096	0.0662
NM_173074	chr2(.):46803412-46849251	0.2387
NM_014171	chr2(.):46839324-46857881	0.3792
NR_002229	chr2(.):54751358-54761978	0.1428
NR_034023	chr2(.):64829445-64848616	0.0864
NM_001193493	chr2(.):65210578-65256000	0.332
NM_003038	chr2(.):65211494-65256000	0.3376
NM_053050	chr2(.):74694108-74704927	0.6679
NM_032779	chr2(.):74694958-74715357	0.7007
NM_001146158	chr2(.):74683183-74697537	0.9997
NM_001015056	chr2(.):74647987-74672710	0.208
NM_012477	chr2(.):74680576-74693010	1.1839
NM_001145054	chr2(.):74636302-74649844	0.392
NM_001015055	chr2(.):74647987-74674060	0.2024
NM_031288	chr2(.):74677198-74690087	0.8827
NM_032118	chr2(.):74643884-74657882	0.3474
NM_016170	chr2(.):74736595-74749275	0.0992
NM_001009812	chr2(.):74719643-74735443	0.8528
NM_032673	chr2(.):74727169-74739821	1.0777
NR_024606	chr2(.):74724743-74737192	1.1215
NM_021103	chr2(.):85127762-85138799	0.8876
NM_020122	chr2(.):85193230-85291595	0.2279
NM_001031738	chr2(.):85820669-85834822	0.4042
NM_003761	chr2(.):85799613-85814156	0.3497
NM_001013649	chr2(.):85827375-85844179	0.427
NM_000821	chr2(.):85771192-85793657	0.2275
NM_006634	chr2(.):85806530-85825511	0.3205
NM_016494	chr2(.):85817836-85829831	0.3484
NM_006186	chr2(.):157175943-157194287	0.4335
NR_036075	chr2(.):178115672-178125738	0.0735
NM_194247	chr2(.):178072421-178093685	0.4939
NR_026966	chr2(.):178143235-178262419	0.0908
NM_002491	chr2(.):201931461-201955473	0.2695
NM_001127183	chr2(.):201978386-202033841	0.6913
NM_032974	chr2(.):202042620-202099110	0.3842
NM_001230	chr2(.):202042620-202091383	0.348
NM_033356	chr2(.):202120222-202157434	0.4265
NM_001080125	chr2(.):202117753-202157434	0.4449
NM_152862	chr2(.):219076873-219124071	0.3885
NM_000634	chr2(.):219022567-219036716	0.0591
NM_001077194	chr2(.):219120737-219133582	0.1017
NM_005731	chr2(.):219077119-219124071	0.3901
NM_001087	chr2(.):219123851-219139893	0.2156
NM_182642	chr2(.):219259813-219274148	1.4424
NM_198559	chr2(.):219216578-219237817	0.1517
NM_021198	chr2(.):219259477-219275664	1.2864
NM_000578	chr2(.):219241751-219266617	0.7622
NR_029500	chr2(.):219262368-219272445	1.4137
NM_007127	chr2(.):219278837-219319248	0.0569
NM_006000	chr2(.):220110000-220123638	1.0315
NM_001042410	chr2(.):220089609-220106391	0.3671
NR_026909	chr2(.):220105200-220120059	0.9664
NM_018089	chr2(.):220089478-220106391	0.3653
NR_003063	chr2(.):220112964-220141910	0.4421
NM_005689	chr2(.):220069493-220088672	0.2446
NM_024085	chr2(.):220079101-220099361	0.3184
NM_006736	chr2(.):220139039-220156622	0.2608
NM_138802	chr2(.):220066537-220079370	0.328
NM_024506	chr2(.):220096502-220115131	0.4148
NM_001008910	chr2(.):220105191-220120059	0.9658
NR_029688	chr2(.):220153832-220163922	0.1192
NM_005544	chr2(.):227591032-227668506	0.8425
NM_001099285	chr2(.):232568234-232583250	1.2648
NR_036052	chr2(.):232573023-232583105	0.8184
NM_005383	chr2(.):233892381-233904767	0.0381
NM_004735	chr2(.):238595806-238679558	0.1271
NM_023083	chr2(.):241521132-241543526	0.249
NM_001033575	chr2(.):241494470-241508431	0.8668
NM_018226	chr2(.):241503103-241523143	0.439
NM_014674	chr3(.):5224358-5266650	1.0794
NM_001195099	chr3(.):15703743-15803058	0.0869
NM_001195098	chr3(.):15703743-15844691	0.1781
NM_015199	chr3(.):15703743-15906053	0.1981
NM_002841	chr3(.):61542242-62285573	0.1431
NM_032682	chr3(.):70999735-71638140	0.1573
NM_005862	chr3(.):136050998-136476245	0.1273
NM_001161566	chr3(.):170775291-171183197	0.1919
NM_001135095	chr3(.):171753343-172123492	0.1805
NM_022763	chr3(.):171752417-172123492	0.1803
NM_001168272	chr3(.):4530031-4894524	0.1575
NM_182760	chr3(.):4397828-4513966	0.0808
NM_001134382	chr3(.):12933718-13119617	0.1712
NM_024923	chr3(.):13352736-13466809	0.2042
NM_014869	chr3(.):12933718-13013960	0.0471
NM_003884	chr3(.):20076523-20200896	0.2314
NM_182666	chr3(.):23842438-23937807	0.3738
NM_001123396	chr3(.):46390234-46405868	1.4156
NM_001123041	chr3(.):46390234-46407413	1.298
NM_181042	chr3(.):52574367-52718739	0.0855
NM_018313	chr3(.):52574367-52724866	0.1383
NM_001128615	chr3(.):56756445-57118336	0.1224
NM_007114	chr3(.):69063977-69106484	0.131
NM_024548	chr3(.):101438493-101491181	0.1851
NM_198196	chr3(.):111255925-111376206	0.1681
NM_001080412	chr3(.):141038054-141173632	0.4259
NM_024665	chr3(.):176733541-176920048	0.1868
NM_173216	chr3(.):186643314-186801341	0.1968
NM_003032	chr3(.):186734664-186801341	0.1663
NM_178496	chr3(.):192509604-192640950	0.1661
NM_005524	chr3(.):193848933-193861396	1.9205
NM_001647	chr3(.):195290572-195316076	0.0822
NM_004087	chr3(.):196764430-197030447	0.1355
NM_003670	chr3(.):5016096-5031865	1.0887
NM_001131010	chr3(.):18384133-18485265	0.2051
NM_001195470	chr3(.):18384133-18471829	0.18
NR_027694	chr3(.):20016452-20058765	0.0605
NM_001837	chr3(.):46278871-46313197	0.0733
NM_003965	chr3(.):46443720-46456014	0.0678
NM_001100168	chr3(.):46406632-46422697	0.1778
NM_001130910	chr3(.):46444048-46456014	0.067
NM_003212	chr3(.):46614075-46628952	0.1602
NM_001174136	chr3(.):46611044-46628952	0.1429
NM_024512	chr3(.):46551877-46613011	0.3387
NM_031440	chr3(.):46534484-46547439	0.1068
NM_199074	chr3(.):49052907-49065926	1.4878
NM_199073	chr3(.):49053617-49065926	1.568
NM_017730	chr3(.):49062141-49136504	0.2168
NM_177939	chr3(.):49022340-49049581	0.4068
NM_018031	chr3(.):49039636-49058386	0.8432
NM_000884	chr3(.):49056761-49071875	1.2255
NM_018114	chr3(.):49047434-49063467	1.1976
NM_199070	chr3(.):49054073-49065926	1.6233
NM_001009996	chr3(.):49047434-49061017	1.3766
NR_029690	chr3(.):49053050-49063142	1.8613
NR_029948	chr3(.):49052580-49062667	1.8598
NM_001174100	chr3(.):51986469-52006482	0.2746
NM_005485	chr3(.):51971360-51987883	0.2231
NM_004704	chr3(.):51962445-51980922	0.2002
NM_001146314	chr3(.):51997525-52013646	0.7158
NM_015407	chr3(.):52004041-52020216	0.692
NM_000992	chr3(.):52022643-52034958	0.3526
NM_033010	chr3(.):51986469-52001908	0.1914
NM_000666	chr3(.):52012299-52028218	0.3253
NM_080865	chr3(.):51984329-51996520	0.0497
NM_020418	chr3(.):51986469-52006450	0.275
NR_037192	chr3(.):52004041-52028218	0.4936
NM_001010983	chr3(.):52723503-52745048	0.5326
NM_206825	chr3(.):52714935-52733510	0.5589
NR_003687	chr3(.):52719753-52729846	0.6061
NM_014041	chr3(.):52734856-52747197	0.8873
NR_003057	chr3(.):52721751-52731828	0.1552
NM_152932	chr3(.):52723503-52742622	0.5267
NR_003047	chr3(.):52718255-52728331	0.9081
NM_001193533	chr3(.):52739795-52809965	0.2167
NM_198195	chr3(.):69098880-69134524	0.373
NM_006407	chr3(.):69129089-69160239	0.5592
NM_198271	chr3(.):69151038-69176746	0.0633
NR_036087	chr3(.):69093108-69103186	0.2971
NM_006100	chr3(.):98446571-98518236	0.1701
NM_014415	chr3(.):101363282-101400988	0.2147
NR_002941	chr3(.):101426277-101437260	0.0707
NM_000986	chr3(.):101394933-101410563	0.5813
NR_024407	chr3(.):101390273-101403057	0.5079
NM_024508	chr3(.):111306746-111319166	0.0634
NM_198490	chr3(.):128801417-128845619	0.5989
NM_000174	chr3(.):128774644-128786253	0.0809
NM_001127196	chr3(.):128881657-128907810	0.6698
NM_020701	chr3(.):128841258-128885073	0.2326
NM_001099	chr3(.):132031210-132082690	0.3879
NM_001134194	chr3(.):132031210-132092146	0.3389
NM_173552	chr3(.):143685639-143716210	0.5578
NM_001134470	chr3(.):143687166-143716210	0.5822
NM_014779	chr3(.):150121787-150182615	0.3509
NR_027954	chr3(.):156385959-156398502	0.6926
NM_001184718	chr3(.):156389452-156429557	0.3784
NM_001184717	chr3(.):156387714-156429557	0.3653
NM_015508	chr3(.):156387204-156429557	0.3618
NR_027622	chr3(.):169656771-169689522	0.7531
NM_182610	chr3(.):169624481-169661948	0.4946
NM_003262	chr3(.):169679579-169721161	0.2938
NM_001145098	chr3(.):170070472-170115950	0.5549
NM_001145097	chr3(.):170072410-170115950	0.554
NM_006241	chr3(.):195236220-195275224	0.4268
NM_005781	chr3(.):195585235-195640880	0.5002
NM_001010938	chr3(.):195585235-195627432	0.1248
NM_198565	chr3(.):196361655-196393874	0.4759
NM_003501	chr4(.):8363008-8447452	0.1342
NM_144571	chr4(.):78629540-78745544	0.3209
NM_198281	chr4(.):90160428-90234161	0.7951
NM_001008388	chr4(.):103785134-103818963	0.8467
NM_001102406	chr4(.):113213498-113368764	0.1231
NM_001042424	chr4(.):1868122-1988934	0.1686
NM_006527	chr4(.):1689526-1719030	0.3628
NM_133330	chr4(.):1889508-1988930	0.0659
NM_012318	chr4(.):1808205-1862974	0.1273
NM_014189	chr4(.):2840583-2936789	0.2123
NM_175737	chr4(.):39403472-39458153	0.054
NM_002913	chr4(.):39284075-39372995	0.1368
NM_198892	chr4(.):79692531-79838341	0.1677
NM_016211	chr4(.):83734813-83817412	0.17
NM_001191049	chr4(.):83734813-83817335	0.17
NM_014933	chr4(.):83734813-83817419	0.17
NM_005935	chr4(.):87923152-88067191	0.1103
NM_001166693	chr4(.):87851153-88067206	0.2638
NM_005327	chr4(.):108905869-108961331	0.6079
NM_057175	chr4(.):140217675-140316935	0.2135
NM_002039	chr4(.):144252982-144400718	0.5267
NM_001199397	chr4(.):170309420-170538778	0.0904
NM_002199	chr4(.):185303875-185400726	0.4949
NM_020827	chr4(.):186075818-186130182	0.2458
NM_152775	chr4(.):186361337-186397913	0.3128
NM_031953	chr4(.):186126283-186290120	0.2813
NM_001013622	chr4(.):1636607-1690718	0.0568
NM_001174070	chr4(.):1636607-1690988	0.0569
NM_001127266	chr4(.):1712678-1728084	1.0455
NM_006342	chr4(.):1718265-1751897	0.2797
NM_133334	chr4(.):1897352-1955545	0.0739
NM_001145856	chr4(.):2814911-2847823	0.3059
NM_001145855	chr4(.):2808945-2847823	0.3605
NM_001122681	chr4(.):2789749-2847823	0.2889
NM_003023	chr4(.):2815540-2847823	0.3047
NM_152544	chr4(.):8437531-8483282	0.1722
NM_001775	chr4(.):15774930-15855706	0.1199
NM_031889	chr4(.):71489460-71517536	0.1003
NM_144646	chr4(.):71516257-71537348	0.8812
NM_020368	chr4(.):71549195-71561268	0.2869
NM_014961	chr4(.):71582695-71664274	0.1172
NM_001130709	chr4(.):71565653-71660614	0.4209
NM_000788	chr4(.):71854264-71901629	0.2666
NM_020236	chr4(.):78778804-78878944	0.1152
NM_017593	chr4(.):79692531-79805594	0.1968
NM_024672	chr4(.):83816836-83846284	0.2761
NR_034075	chr4(.):83809604-83827069	0.8066
NM_144645	chr4(.):87792357-87818575	0.0568
NM_183049	chr4(.):91754641-91765269	0.0728
NM_181891	chr4(.):103712132-103753708	0.584
NM_181890	chr4(.):103712132-103795032	0.6434
NM_181892	chr4(.):103712132-103753340	0.5886
NM_003340	chr4(.):103712132-103754105	0.5795
NM_181893	chr4(.):103712132-103795003	0.6436
NM_181889	chr4(.):103712132-103754307	0.5773
NM_018569	chr4(.):113147894-113196211	0.3326
NM_052864	chr4(.):113191781-113212059	1.2404
NM_001184988	chr4(.):140206070-140228705	0.789
NM_001184986	chr4(.):140206070-140227364	0.8305
NM_002494	chr4(.):140206070-140227388	0.8297
NM_032623	chr4(.):140182316-140206492	0.1662
NM_032557	chr4(.):144101069-144148141	0.3591
NM_001829	chr4(.):170536721-170647157	0.178
NR_028085	chr4(.):186315693-186352139	0.3915
NM_001114357	chr4(.):186345544-186375821	0.1915
NM_002372	chr5(.):109020155-109208429	0.1277
NM_024717	chr5(.):94037288-94625279	0.0716
NM_001002796	chr5(.):94037288-94422545	0.0789
NM_007118	chr5(.):14138828-14514458	0.1031
NM_133433	chr5(.):36871860-37070921	0.2047
NM_000436	chr5(.):41725166-41875791	0.0917
NM_024669	chr5(.):55390506-55534186	0.116
NM_022913	chr5(.):56464774-56565506	0.1781
NM_001127235	chr5(.):56466274-56565506	0.18
NR_015436	chr5(.):87831596-87985620	0.2508
NM_001077654	chr5(.):118599417-118735294	0.4871
