GENE_ID	locusLine	bin_1_36_0EXO_0229Kronos_MM1S-No-Treatment-2_Input_hs_i78.bam
NM_001040874	chr1(.):149808784-149819318	0.2624
NM_001123375	chr1(.):149779779-149790236	0.2238
NM_000566	chr1(.):149749249-149769074	0.1374
NM_005850	chr1(.):149890210-149904702	0.2149
NM_016074	chr1(.):149866154-149877348	0.1948
NM_003528	chr1(.):149851009-149863232	0.2983
NM_003517	chr1(.):149853524-149863961	0.3099
NM_175065	chr1(.):149854018-149864466	0.3034
NM_014849	chr1(.):149869871-149894434	0.1579
NM_181873	chr1(.):149895542-149913266	0.2373
NM_001145862	chr1(.):149895542-149913791	0.234
NR_036461	chr1(.):149816758-149827340	0.2818
NM_001040874	chr1(.):149817627-149828161	0.2914
NM_001005464	chr1(.):149819180-149829687	0.2918
NM_001034077	chr1(.):149827329-149837725	0.2569
NM_016274	chr1(.):150117169-150136825	0.2294
NM_019032	chr1(.):150516897-150538412	0.235
NM_207046	chr1(.):150589598-150606609	0.2418
NR_036211	chr1(.):150519404-150529490	0.1493
NM_001197320	chr1(.):150542026-150557214	0.2555
NM_005620	chr1(.):151999981-152014511	0.2987
NM_002966	chr1(.):151950385-151971714	0.2058
NM_001008536	chr1(.):152051619-152066540	0.1329
NM_024330	chr1(.):153742767-153757633	0.1768
NM_020452	chr1(.):154295275-154328780	0.216
NM_001005855	chr1(.):154293035-154315322	0.2249
NM_080429	chr1(.):154288591-154302801	0.2336
NM_006556	chr1(.):154892207-154914484	0.2529
NM_001130041	chr1(.):154929773-154951959	0.2814
NM_001130040	chr1(.):154929773-154948223	0.2803
NM_201398	chr1(.):154950769-154970587	0.2225
NM_015872	chr1(.):154970111-154995999	0.2124
NM_207196	chr1(.):155018761-155040252	0.227
NM_001184892	chr1(.):154950769-154966488	0.2199
NM_018655	chr1(.):154961061-154971791	0.2199
NM_001143687	chr1(.):155001281-155028406	0.2051
NR_024163	chr1(.):154942117-154956725	0.3466
NM_144622	chr1(.):154986002-155011257	0.1813
NM_138300	chr1(.):154924501-154939258	0.2746
NR_036212	chr1(.):154943168-154953259	0.3701
NM_006912	chr1(.):155862600-155886177	0.1733
NM_001162384	chr1(.):155911629-155953336	0.2437
NM_181885	chr1(.):155906479-155917625	0.2904
NM_004723	chr1(.):155911629-155952966	0.2438
NM_014949	chr1(.):155877835-155909188	0.2044
NR_002974	chr1(.):155884699-155894833	0.1874
NR_003005	chr1(.):155890748-155900877	0.1857
NM_020131	chr1(.):156000091-156028516	0.1846
NM_001093725	chr1(.):156036803-156056789	0.166
NM_020387	chr1(.):156025965-156045295	0.177
NM_001145264	chr1(.):156019516-156033301	0.1997
NM_003145	chr1(.):155973838-155995758	0.2218
NM_014655	chr1(.):156158729-156187587	0.2232
NM_007221	chr1(.):156177783-156214833	0.2305
NM_022367	chr1(.):156118321-156152542	0.2567
NM_001193302	chr1(.):156118368-156152542	0.2568
NM_001193301	chr1(.):156114734-156152542	0.2608
NM_005920	chr1(.):156428518-156475529	0.2461
NM_004494	chr1(.):156706898-156726543	0.2419
NM_001126051	chr1(.):156706898-156727024	0.2389
NM_001126050	chr1(.):156706898-156727240	0.2384
NM_030980	chr1(.):156687412-156702705	0.2455
NM_001878	chr1(.):156664407-156680375	0.1733
NM_001142560	chr1(.):156693262-156711752	0.257
NM_145729	chr1(.):156702093-156715923	0.213
NR_001560	chr1(.):157093153-157103463	0.173
NM_005240	chr1(.):157097975-157113177	0.2226
NM_001145312	chr1(.):157089458-157113383	0.1964
NM_003564	chr1(.):159882902-159900284	0.2162
NM_012337	chr1(.):159837153-159874906	0.2006
NM_001146172	chr1(.):159916281-159929044	0.1322
NM_001778	chr1(.):160643535-160686585	0.2479
NM_003037	chr1(.):160574890-160622081	0.2093
NM_021181	chr1(.):160704076-160729601	0.255
NM_152366	chr1(.):161063180-161075138	0.2133
NM_030916	chr1(.):161035780-161064385	0.1999
NM_007122	chr1(.):161004040-161020757	0.2496
NM_001113205	chr1(.):161002421-161013774	0.2084
NR_033385	chr1(.):161063150-161075138	0.213
NM_181720	chr1(.):161011731-161044760	0.2412
NM_016946	chr1(.):160960000-160996133	0.1935
NM_001077470	chr1(.):161194455-161213000	0.2044
NM_001039711	chr1(.):161085768-161107478	0.2305
NM_016406	chr1(.):161118533-161133646	0.2271
NM_004550	chr1(.):161164104-161189184	0.2422
NM_000309	chr1(.):161131180-161146010	0.2368
NM_001643	chr1(.):161187082-161198418	0.2845
NM_001185094	chr1(.):161082907-161095984	0.2184
NM_003779	chr1(.):161136100-161152314	0.2577
NM_012475	chr1(.):161124253-161140516	0.2392
NM_001039712	chr1(.):161085768-161107256	0.2314
NM_005600	chr1(.):161082861-161095984	0.2179
NM_001185093	chr1(.):161082906-161095984	0.2184
NM_032174	chr1(.):161190832-161205407	0.2247
NM_001166159	chr1(.):161166936-161189184	0.2413
NM_005099	chr1(.):161154537-161173845	0.283
NM_004106	chr1(.):161180086-161194038	0.2299
NM_002021	chr1(.):171212662-171260113	0.1756
NR_033186	chr1(.):178506930-178523024	0.1765
NM_022371	chr1(.):179046111-179070129	0.2351
NM_015602	chr1(.):179846419-179894211	0.1896
NM_016545	chr1(.):181052637-181064979	0.2431
NM_002922	chr1(.):192539856-192554159	0.3032
NM_001195216	chr1(.):197698138-197749623	0.2028
NM_005298	chr1(.):200837165-200848251	0.1727
NM_018265	chr1(.):200855638-200889864	0.189
NM_001142569	chr1(.):200858998-200889864	0.1755
NM_017596	chr1(.):200933519-200997828	0.1873
NM_004767	chr1(.):202087028-202103634	0.1555
NM_080588	chr1(.):202111142-202134119	0.2016
NR_002930	chr1(.):202132178-202163577	0.1663
NM_002832	chr1(.):202111142-202134751	0.1996
NR_034150	chr1(.):203262885-203279453	0.3402
NM_003465	chr1(.):203180206-203203860	0.1742
NM_006763	chr1(.):203269663-203283729	0.3335
NM_002023	chr1(.):203304751-203325289	0.2181
NR_003019	chr1(.):203693708-203703833	0.1484
NM_001136190	chr1(.):203729283-203750480	0.2157
NM_001174108	chr1(.):203761650-203774590	0.2072
NM_002646	chr1(.):204386757-204464474	0.1681
NM_002393	chr1(.):204480510-204532248	0.2222
NM_014858	chr1(.):205192037-205247471	0.2169
NM_030952	chr1(.):205266190-205295883	0.2103
NM_000707	chr1(.):206219282-206236482	0.1899
NM_001007544	chr1(.):206233871-206293647	0.2177
NM_148964	chr1(.):206312458-206337104	0.1529
NM_006893	chr1(.):206759973-206790904	0.1913
NM_182665	chr1(.):206725491-206767616	0.2637
NM_000572	chr1(.):206935947-206950839	0.2524
NM_013371	chr1(.):206997221-207021325	0.2048
NM_001185157	chr1(.):207065787-207082484	0.1715
NM_153758	chr1(.):206967214-207021324	0.2359
NM_018724	chr1(.):207034153-207047568	0.1588
NM_002644	chr1(.):207096866-207124811	0.2041
NM_001170631	chr1(.):207126311-207148970	0.1597
NR_026817	chr1(.):207986723-208000941	0.2537
NR_029832	chr1(.):207970196-207980284	0.2209
NR_029518	chr1(.):207970787-207980868	0.2418
NM_183059	chr1(.):211644863-211671259	0.152
NM_021194	chr1(.):211743380-211757099	0.2711
NM_153606	chr1(.):212792788-212805120	0.2062
NM_001030287	chr1(.):212733696-212799116	0.2027
NM_001674	chr1(.):212776993-212799116	0.2353
NM_000120	chr1(.):226008001-226038262	0.1913
NM_020997	chr1(.):226068981-226081836	0.1855
NM_014698	chr1(.):226028232-226075420	0.2296
NM_001172425	chr1(.):226119297-226134083	0.2503
NM_013328	chr1(.):226102579-226116965	0.2117
NM_181441	chr1(.):228289379-228302013	0.2493
NR_037415	chr1(.):228279963-228290042	0.1751
NM_001024227	chr1(.):228265850-228291913	0.2418
NM_001024226	chr1(.):228265360-228291913	0.2378
NM_024319	chr1(.):228283427-228296022	0.2026
NM_001159390	chr1(.):228322928-228341655	0.1649
NM_033445	chr1(.):228640064-228650560	0.1401
NM_001010858	chr1(.):228670067-228688889	0.1542
NM_175055	chr1(.):228640807-228651259	0.1446
NM_005646	chr1(.):234522058-234619849	0.1615
NM_182972	chr1(.):234735014-234750271	0.334
NR_033927	chr1(.):234760056-234775526	0.1817
NR_002956	chr1(.):235286117-235296252	0.2144
NM_030645	chr1(.):249099650-249125154	0.2472
NM_024836	chr1(.):249127529-249148714	0.2032
NM_001136036	chr1(.):249139202-249158125	0.2064
NM_001193328	chr1(.):249139202-249158315	0.2063
NR_036070	chr1(.):249115575-249125642	0.3051
NM_015535	chr2(.):201165603-201351986	0.1364
NM_001100422	chr2(.):201165984-201351986	0.1364
NM_001100423	chr2(.):201166355-201351986	0.1366
NM_134421	chr2(.):10438825-10572743	0.1311
NM_002149	chr2(.):10438039-10572743	0.1315
NM_020458	chr2(.):47163312-47308275	0.1406
NR_033872	chr2(.):70184394-70319147	0.1193
NM_032827	chr2(.):85975908-86023506	0.1065
NR_015395	chr2(.):112119590-112257692	0.1406
NR_024373	chr2(.):112181885-112257692	0.1689
NM_001099289	chr2(.):109740996-110267207	0.0948
NM_020760	chr2(.):197058976-197462335	0.1332
NM_001012514	chr2(.):231724620-231748963	0.0951
NM_145693	chr2(.):11881739-11972533	0.1415
NM_183360	chr2(.):25595111-25901503	0.1327
NM_170672	chr2(.):33656415-33794798	0.1317
NM_005813	chr2(.):37472645-37549222	0.1792
NM_019063	chr2(.):42391489-42564688	0.1201
NM_012249	chr2(.):46764866-46816827	0.1623
NM_014755	chr2(.):64853754-64886046	0.177
NR_036586	chr2(.):65123973-65164581	0.1815
NM_004836	chr2(.):88851258-88932094	0.1398
NM_144563	chr2(.):88986175-89055452	0.1321
NM_004027	chr2(.):99056320-99212496	0.1801
NM_001566	chr2(.):99056320-99203284	0.1832
NM_001193483	chr2(.):109145856-109308702	0.1288
NM_001142807	chr2(.):111485149-111880799	0.1265
NM_001077269	chr2(.):175419301-175552627	0.1356
NR_024415	chr2(.):192537797-192558248	0.1804
NM_001031716	chr2(.):192537860-192558248	0.1809
NM_004226	chr2(.):196993306-197041336	0.1827
NM_001228	chr2(.):202093165-202157434	0.1725
NM_003879	chr2(.):201975889-202034003	0.1725
NM_001127184	chr2(.):201975815-202011323	0.183
NM_173822	chr2(.):201833440-201941392	0.1194
NM_033358	chr2(.):202093165-202151638	0.179
NM_022730	chr2(.):232646161-232678434	0.0691
NM_001137551	chr2(.):238595806-238695290	0.0708
NM_001137550	chr2(.):238531223-238695290	0.0675
NM_001037160	chr2(.):10191925-10225538	0.1022
NM_182626	chr2(.):10276508-10356856	0.1029
NM_001165931	chr2(.):10257694-10276546	0.195
NM_001034	chr2(.):10257862-10276546	0.1962
NM_002539	chr2(.):10575507-10593453	0.1661
NR_028374	chr2(.):10581839-10591975	0.1678
NM_002997	chr2(.):20395557-20429927	0.1864
NM_001006946	chr2(.):20395557-20430194	0.1854
NM_004040	chr2(.):20641834-20654201	0.1342
NM_015376	chr2(.):33733941-33794798	0.1184
NM_001139488	chr2(.):33696320-33794798	0.1407
NM_012413	chr2(.):37566752-37605465	0.2136
NM_138370	chr2(.):42270160-42290668	0.1078
NM_006887	chr2(.):43444540-43458745	0.2283
NR_027251	chr2(.):43449349-43460994	0.171
NM_080653	chr2(.):46733985-46752096	0.1135
NM_173074	chr2(.):46803412-46849251	0.1361
NM_014171	chr2(.):46839324-46857881	0.1272
NM_001171508	chr2(.):47124008-47173994	0.133
NM_002354	chr2(.):47591286-47619167	0.1079
NR_033837	chr2(.):64407212-64437619	0.1513
NR_034023	chr2(.):64829445-64848616	0.1425
NM_001193493	chr2(.):65210578-65256000	0.1496
NM_003038	chr2(.):65211494-65256000	0.1488
NM_181784	chr2(.):65532984-65664656	0.1384
NM_001128210	chr2(.):65532984-65598931	0.1201
NM_014882	chr2(.):68996932-69058957	0.1285
NM_001166277	chr2(.):68956912-69058957	0.1417
NM_006196	chr2(.):70309584-70321334	0.2133
NR_024444	chr2(.):70346167-70357448	0.1667
NM_006433	chr2(.):85916413-85930875	0.1233
NM_198843	chr2(.):85879439-85900864	0.1137
NM_015425	chr2(.):86248450-86338278	0.149
NR_026984	chr2(.):86242338-86255991	0.1239
NR_015424	chr2(.):89060418-89111109	0.1448
NR_026875	chr2(.):97158382-97178846	0.1182
NM_212481	chr2(.):97197463-97223371	0.1875
NM_001193484	chr2(.):109232701-109308702	0.1244
NM_001193485	chr2(.):109266266-109308702	0.1192
NM_001193482	chr2(.):109218616-109308702	0.1337
NM_001193488	chr2(.):109199921-109308702	0.1374
NM_004987	chr2(.):109199766-109308702	0.1374
NM_006538	chr2(.):111873490-111931022	0.1466
NM_207002	chr2(.):111873490-111891423	0.1595
NM_001006622	chr2(.):128515059-128573761	0.1268
NM_004805	chr2(.):128598839-128620729	0.112
NM_006186	chr2(.):157175943-157194287	0.127
NM_004288	chr2(.):158266130-158305604	0.1885
NM_003387	chr2(.):175419301-175504307	0.1463
NM_002491	chr2(.):201931461-201955473	0.1368
NM_001127183	chr2(.):201978386-202033841	0.1725
NM_033356	chr2(.):202120222-202157434	0.1637
NM_001080125	chr2(.):202117753-202157434	0.1624
NM_006139	chr2(.):204566197-204607557	0.2066
NM_017431	chr2(.):219682105-219701512	0.0954
NM_025216	chr2(.):219740254-219763651	0.2281
NM_006522	chr2(.):219719545-219743954	0.117
NM_024795	chr2(.):228221873-228249022	0.0963
NM_001099285	chr2(.):232568234-232583250	0.0996
NM_002601	chr2(.):232592146-232650974	0.0666
NR_036052	chr2(.):232573023-232583105	0.098
NR_031717	chr2(.):232751951-232762008	0.0613
NM_004735	chr2(.):238595806-238679558	0.0747
NM_014674	chr3(.):5224358-5266650	0.1956
NM_001683	chr3(.):10360706-10552268	0.1054
NM_001195099	chr3(.):15703743-15803058	0.1203
NM_001195098	chr3(.):15703743-15844691	0.1254
NM_015199	chr3(.):15703743-15906053	0.1263
NM_016128	chr3(.):128963452-129001616	0.1463
NM_003571	chr3(.):133113789-133199056	0.1475
NM_207015	chr3(.):174572110-175528428	0.1577
NM_001135095	chr3(.):171753343-172123492	0.1892
NM_022763	chr3(.):171752417-172123492	0.1896
NM_181361	chr3(.):178249223-178567217	0.1648
NM_001134382	chr3(.):12933718-13119617	0.1224
NM_024923	chr3(.):13352736-13466809	0.1205
NM_014869	chr3(.):12933718-13013960	0.0946
NM_144636	chr3(.):14148576-14171371	0.1629
NM_001024847	chr3(.):30642993-30740633	0.1466
NM_001171172	chr3(.):39299984-39326930	0.1501
NM_001171171	chr3(.):39299984-39327764	0.1491
NM_001171174	chr3(.):39299984-39328226	0.1477
NM_001123396	chr3(.):46390234-46405868	0.1983
NM_001123041	chr3(.):46390234-46407413	0.1942
NM_002213	chr3(.):124476794-124611144	0.1312
NM_032343	chr3(.):126418117-126684244	0.0921
NM_001001487	chr3(.):130608433-130740555	0.1189
NM_001199181	chr3(.):130564368-130727046	0.122
NM_001199180	chr3(.):130564368-130740555	0.1214
NM_001199179	chr3(.):130607834-130727046	0.1194
NM_001001485	chr3(.):130607858-130740555	0.1189
NM_001199184	chr3(.):130607904-130727046	0.1193
NM_014382	chr3(.):130608291-130727046	0.1194
NM_001080412	chr3(.):141038054-141173632	0.1947
NM_016275	chr3(.):150316065-150353234	0.1512
NM_001190242	chr3(.):159969773-160106554	0.1463
NM_001190241	chr3(.):159969773-160122320	0.1549
NM_024665	chr3(.):176733541-176920048	0.2108
NM_005832	chr3(.):178271617-178567217	0.1641
NM_130446	chr3(.):183200318-183278499	0.2924
NM_173216	chr3(.):186643314-186801341	0.2179
NM_003032	chr3(.):186734664-186801341	0.2285
NM_005524	chr3(.):193848933-193861396	0.2515
NM_001647	chr3(.):195290572-195316076	0.1696
NM_018184	chr3(.):5158929-5227601	0.1254
NM_015931	chr3(.):8656319-8698737	0.0992
NR_030614	chr3(.):10431172-10441246	0.1772
NM_024334	chr3(.):14161439-14190180	0.1509
NM_194293	chr3(.):39219706-39239077	0.1406
NM_001337	chr3(.):39299984-39326527	0.1498
NM_001198621	chr3(.):39219705-39239085	0.1406
NM_005201	chr3(.):39366196-39380171	0.0998
NM_014240	chr3(.):45631322-45727755	0.1522
NM_001295	chr3(.):46238199-46254832	0.2012
NM_001837	chr3(.):46278871-46313197	0.1279
NM_003965	chr3(.):46443720-46456014	0.1317
NM_001199149	chr3(.):46472495-46510161	0.141
NM_002343	chr3(.):46472495-46511598	0.14
NM_001100168	chr3(.):46406632-46422697	0.1636
NM_001130910	chr3(.):46444048-46456014	0.1311
NM_003212	chr3(.):46614075-46628952	0.1026
NM_001174136	chr3(.):46611044-46628952	0.1051
NM_024512	chr3(.):46551877-46613011	0.1389
NM_031440	chr3(.):46534484-46547439	0.1583
NM_006100	chr3(.):98446571-98518236	0.1756
NM_145037	chr3(.):101493028-101552075	0.166
NM_001134456	chr3(.):101493285-101552075	0.1664
NM_001005474	chr3(.):101541833-101584869	0.1437
NM_022135	chr3(.):119355907-119384404	0.1514
NM_005694	chr3(.):119383371-119401243	0.1503
NM_015900	chr3(.):119311721-119353658	0.1114
NR_033434	chr3(.):124444212-124473119	0.1106
NR_031687	chr3(.):125504246-125514395	0.1366
NM_001127196	chr3(.):128881657-128907810	0.1456
NM_020701	chr3(.):128841258-128885073	0.1127
NM_020187	chr3(.):128992683-129029135	0.1554
NM_001006109	chr3(.):128992816-129029135	0.1546
NM_006026	chr3(.):129028613-129040120	0.2323
NR_026991	chr3(.):129030113-129048412	0.1994
NR_027898	chr3(.):129926662-129997649	0.1001
NR_034008	chr3(.):156802669-156823924	0.3308
NR_034007	chr3(.):156794455-156845791	0.2488
NM_020307	chr3(.):156860585-156883482	0.2507
NM_173084	chr3(.):160148290-160172626	0.1902
NR_029663	chr3(.):160117375-160127473	0.2704
NM_005496	chr3(.):160113346-160157741	0.224
NM_001002800	chr3(.):160112429-160157741	0.2211
NR_029525	chr3(.):160117532-160127613	0.2637
NM_018657	chr3(.):169485852-169512504	0.1802
NM_032487	chr3(.):169479710-169492683	0.2722
NM_001172780	chr3(.):169508428-169535574	0.1949
NM_001080460	chr3(.):169534709-169560560	0.1752
NR_001566	chr3(.):169477397-169487848	0.2503
NM_001185119	chr3(.):169487052-169512504	0.1796
NR_027622	chr3(.):169656771-169689522	0.2609
NM_182610	chr3(.):169624481-169661948	0.2082
NM_003262	chr3(.):169679579-169721161	0.1982
NR_024480	chr3(.):194013988-194035593	0.1995
NM_001080513	chr3(.):194055493-194077057	0.1431
NM_006241	chr3(.):195236220-195275224	0.2066
NM_005781	chr3(.):195585235-195640880	0.17
NM_001010938	chr3(.):195585235-195627432	0.1517
NM_198565	chr3(.):196361655-196393874	0.1977
NM_014687	chr3(.):197393258-197468773	0.2073
NM_001145642	chr3(.):197393313-197481568	0.2098
NR_027840	chr3(.):197472260-197516317	0.1805
NM_032288	chr3(.):197471623-197516317	0.1801
NR_030627	chr3(.):197396366-197406447	0.2021
NM_001011537	chr3(.):197471423-197516317	0.1797
NM_003215	chr4(.):48132799-48276814	0.138
NM_201431	chr4(.):74433861-74491340	0.1387
NM_177532	chr4(.):74433861-74491134	0.1386
NM_020859	chr4(.):77351252-77709405	0.1342
NM_144571	chr4(.):78629540-78745544	0.1203
NM_198281	chr4(.):90160428-90234161	0.1788
NM_001008388	chr4(.):103785134-103818963	0.1171
NM_021069	chr4(.):186501597-186882870	0.1149
NM_001145670	chr4(.):186501597-186738410	0.118
NM_001145671	chr4(.):186501597-186737225	0.1179
NM_001145672	chr4(.):186501597-186737048	0.1179
NM_003603	chr4(.):186501597-186738392	0.118
NM_001145673	chr4(.):186501597-186702066	0.121
NM_004310	chr4(.):40193526-40251281	0.176
NM_001136570	chr4(.):77167852-77209929	0.1255
NM_024900	chr4(.):129725778-129790787	0.1455
NM_199320	chr4(.):129725778-129801379	0.143
NM_002039	chr4(.):144252982-144400718	0.1509
NM_002199	chr4(.):185303875-185400726	0.1816
NM_001145674	chr4(.):186501597-186583123	0.1312
NM_031953	chr4(.):186126283-186290120	0.146
NR_031688	chr4(.):9552788-9562937	0.1118
NM_017581	chr4(.):40332468-40361973	0.1037
NM_001076	chr4(.):69398132-69439240	0.1348
NM_001077	chr4(.):69397902-69439245	0.1347
NM_001076	chr4(.):69507314-69541374	0.119
NM_031889	chr4(.):71489460-71517536	0.128
NM_144646	chr4(.):71516257-71537348	0.21
NM_020368	chr4(.):71549195-71561268	0.1437
NM_014961	chr4(.):71582695-71664274	0.105
NM_001130709	chr4(.):71565653-71660614	0.1125
NM_017426	chr4(.):77030816-77074655	0.1223
NM_005506	chr4(.):77074893-77140035	0.1496
NM_020236	chr4(.):78778804-78878944	0.1253
NM_152545	chr4(.):82343218-82398061	0.1398
NM_014395	chr4(.):100732980-100796346	0.1688
NM_021970	chr4(.):100794494-100820703	0.1494
NM_003998	chr4(.):103417485-103543459	0.1349
NM_181891	chr4(.):103712132-103753708	0.1499
NM_181890	chr4(.):103712132-103795032	0.1355
NM_181892	chr4(.):103712132-103753340	0.1509
NM_003340	chr4(.):103712132-103754105	0.1494
NM_181893	chr4(.):103712132-103795003	0.1355
NM_181889	chr4(.):103712132-103754307	0.1491
NM_018409	chr4(.):186280031-186305152	0.1148
NM_181726	chr4(.):186312839-186326390	0.187
NM_001131005	chr5(.):88009057-88204922	0.1455
NM_002397	chr5(.):88009057-88184283	0.149
NM_001193349	chr5(.):88009057-88124744	0.14
NM_001131055	chr5(.):175080039-175118245	0.1188
NM_001040446	chr5(.):32222110-32318114	0.1474
NM_024669	chr5(.):55390506-55534186	0.1484
NM_006633	chr5(.):75694148-76008957	0.1164
NR_015436	chr5(.):87831596-87985620	0.1068
NR_027435	chr5(.):90671163-90721532	0.1322
NM_152624	chr5(.):112307432-112361667	0.1292
NM_001077654	chr5(.):118599417-118735294	0.1396
NM_003060	chr5(.):131700400-131736306	0.129
NM_005990	chr5(.):171464073-171620346	0.116
NM_001167579	chr5(.):176806431-176822514	0.1314
NM_022455	chr5(.):176555832-176732214	0.1177
NM_172349	chr5(.):176555079-176732214	0.1177
NM_002406	chr5(.):180212540-180235048	0.1403
NM_001114619	chr5(.):180212540-180235902	0.1415
NM_001114618	chr5(.):180212540-180241817	0.1454
